decision_at,cik10
2023-10-01 00:00:00+00:00,0000743238
2024-01-01 00:00:00+00:00,0000743238
2024-04-01 00:00:00+00:00,0000743238
2024-07-01 00:00:00+00:00,0000743238
2024-10-01 00:00:00+00:00,0000743238
2025-01-01 00:00:00+00:00,0000743238
2025-04-01 00:00:00+00:00,0000743238
2025-07-01 00:00:00+00:00,0000743238
2023-01-01 00:00:00+00:00,0000794619
2023-04-01 00:00:00+00:00,0000794619
2023-07-01 00:00:00+00:00,0000794619
2023-10-01 00:00:00+00:00,0000794619
2024-01-01 00:00:00+00:00,0000794619
2024-04-01 00:00:00+00:00,0000794619
2024-07-01 00:00:00+00:00,0000794619
2024-10-01 00:00:00+00:00,0000794619
2025-01-01 00:00:00+00:00,0000794619
2025-04-01 00:00:00+00:00,0000794619
2025-07-01 00:00:00+00:00,0000794619
2025-10-01 00:00:00+00:00,0000794619
2026-01-01 00:00:00+00:00,0000794619
2026-04-01 00:00:00+00:00,0000794619
2023-01-01 00:00:00+00:00,0000800240
2023-04-01 00:00:00+00:00,0000800240
2023-07-01 00:00:00+00:00,0000800240
2023-10-01 00:00:00+00:00,0000800240
2024-01-01 00:00:00+00:00,0000800240
2024-04-01 00:00:00+00:00,0000800240
2024-07-01 00:00:00+00:00,0000800240
2024-10-01 00:00:00+00:00,0000800240
2025-01-01 00:00:00+00:00,0000800240
2025-04-01 00:00:00+00:00,0000800240
2025-07-01 00:00:00+00:00,0000800240
2025-10-01 00:00:00+00:00,0000800240
2023-01-01 00:00:00+00:00,0000803649
2023-04-01 00:00:00+00:00,0000803649
2023-07-01 00:00:00+00:00,0000803649
2023-10-01 00:00:00+00:00,0000803649
2024-01-01 00:00:00+00:00,0000803649
2024-04-01 00:00:00+00:00,0000803649
2024-07-01 00:00:00+00:00,0000803649
2024-10-01 00:00:00+00:00,0000803649
2025-01-01 00:00:00+00:00,0000803649
2025-04-01 00:00:00+00:00,0000803649
2025-07-01 00:00:00+00:00,0000803649
2025-10-01 00:00:00+00:00,0000803649
2026-01-01 00:00:00+00:00,0000803649
2026-04-01 00:00:00+00:00,0000803649
2023-01-01 00:00:00+00:00,0000807707
2023-04-01 00:00:00+00:00,0000807707
2023-07-01 00:00:00+00:00,0000807707
2023-10-01 00:00:00+00:00,0000807707
2024-01-01 00:00:00+00:00,0000807707
2024-04-01 00:00:00+00:00,0000807707
2024-07-01 00:00:00+00:00,0000807707
2024-10-01 00:00:00+00:00,0000807707
2025-01-01 00:00:00+00:00,0000807707
2025-04-01 00:00:00+00:00,0000807707
2023-01-01 00:00:00+00:00,0000808326
2023-04-01 00:00:00+00:00,0000808326
2023-07-01 00:00:00+00:00,0000808326
2023-10-01 00:00:00+00:00,0000808326
2024-01-01 00:00:00+00:00,0000808326
2024-04-01 00:00:00+00:00,0000808326
2024-07-01 00:00:00+00:00,0000808326
2024-10-01 00:00:00+00:00,0000808326
2025-01-01 00:00:00+00:00,0000808326
2023-01-01 00:00:00+00:00,0000809248
2023-04-01 00:00:00+00:00,0000809248
2023-07-01 00:00:00+00:00,0000809248
2023-10-01 00:00:00+00:00,0000809248
2024-01-01 00:00:00+00:00,0000809248
2024-04-01 00:00:00+00:00,0000809248
2023-01-01 00:00:00+00:00,0000811808
2023-04-01 00:00:00+00:00,0000811808
2023-07-01 00:00:00+00:00,0000811808
2023-10-01 00:00:00+00:00,0000811808
2024-01-01 00:00:00+00:00,0000811808
2024-04-01 00:00:00+00:00,0000811808
2023-01-01 00:00:00+00:00,0000813828
2023-04-01 00:00:00+00:00,0000813828
2023-07-01 00:00:00+00:00,0000813828
2023-10-01 00:00:00+00:00,0000813828
2024-01-01 00:00:00+00:00,0000813828
2024-04-01 00:00:00+00:00,0000813828
2024-07-01 00:00:00+00:00,0000813828
2024-10-01 00:00:00+00:00,0000813828
2025-01-01 00:00:00+00:00,0000813828
2025-04-01 00:00:00+00:00,0000813828
2025-07-01 00:00:00+00:00,0000813828
2023-01-01 00:00:00+00:00,0000824410
2023-04-01 00:00:00+00:00,0000824410
2023-07-01 00:00:00+00:00,0000824410
2023-10-01 00:00:00+00:00,0000824410
2024-01-01 00:00:00+00:00,0000824410
2024-04-01 00:00:00+00:00,0000824410
2024-07-01 00:00:00+00:00,0000824410
2024-10-01 00:00:00+00:00,0000824410
2025-01-01 00:00:00+00:00,0000824410
2025-04-01 00:00:00+00:00,0000824410
2023-01-01 00:00:00+00:00,0000830524
2023-04-01 00:00:00+00:00,0000830524
2023-07-01 00:00:00+00:00,0000830524
2023-10-01 00:00:00+00:00,0000830524
2024-07-01 00:00:00+00:00,0000842518
2024-10-01 00:00:00+00:00,0000842518
2025-01-01 00:00:00+00:00,0000842518
2025-04-01 00:00:00+00:00,0000842518
2023-01-01 00:00:00+00:00,0000846901
2023-04-01 00:00:00+00:00,0000846901
2023-07-01 00:00:00+00:00,0000846901
2023-10-01 00:00:00+00:00,0000846901
2024-01-01 00:00:00+00:00,0000846901
2024-04-01 00:00:00+00:00,0000846901
2023-01-01 00:00:00+00:00,0000850209
2023-04-01 00:00:00+00:00,0000850209
2023-07-01 00:00:00+00:00,0000850209
2023-10-01 00:00:00+00:00,0000850209
2024-01-01 00:00:00+00:00,0000850209
2024-04-01 00:00:00+00:00,0000850209
2024-07-01 00:00:00+00:00,0000850209
2024-10-01 00:00:00+00:00,0000850209
2025-01-01 00:00:00+00:00,0000850209
2025-04-01 00:00:00+00:00,0000850209
2025-07-01 00:00:00+00:00,0000850209
2023-01-01 00:00:00+00:00,0000850460
2023-04-01 00:00:00+00:00,0000850460
2023-07-01 00:00:00+00:00,0000850460
2023-10-01 00:00:00+00:00,0000850460
2024-01-01 00:00:00+00:00,0000850460
2024-04-01 00:00:00+00:00,0000850460
2024-07-01 00:00:00+00:00,0000850460
2023-01-01 00:00:00+00:00,0000852772
2023-04-01 00:00:00+00:00,0000852772
2023-07-01 00:00:00+00:00,0000852772
2023-10-01 00:00:00+00:00,0000852772
2024-01-01 00:00:00+00:00,0000852772
2024-04-01 00:00:00+00:00,0000852772
2024-07-01 00:00:00+00:00,0000852772
2024-10-01 00:00:00+00:00,0000852772
2025-01-01 00:00:00+00:00,0000852772
2025-04-01 00:00:00+00:00,0000852772
2025-07-01 00:00:00+00:00,0000852772
2025-10-01 00:00:00+00:00,0000852772
2026-01-01 00:00:00+00:00,0000852772
2023-01-01 00:00:00+00:00,0000855654
2023-04-01 00:00:00+00:00,0000855654
2023-07-01 00:00:00+00:00,0000855654
2023-10-01 00:00:00+00:00,0000855654
2024-01-01 00:00:00+00:00,0000855654
2023-01-01 00:00:00+00:00,0000858655
2023-04-01 00:00:00+00:00,0000858655
2023-07-01 00:00:00+00:00,0000858655
2023-10-01 00:00:00+00:00,0000858655
2024-01-01 00:00:00+00:00,0000858655
2024-04-01 00:00:00+00:00,0000858655
2024-07-01 00:00:00+00:00,0000858655
2024-10-01 00:00:00+00:00,0000858655
2023-01-01 00:00:00+00:00,0000859737
2023-04-01 00:00:00+00:00,0000859737
2023-07-01 00:00:00+00:00,0000859737
2023-10-01 00:00:00+00:00,0000859737
2024-01-01 00:00:00+00:00,0000859737
2024-04-01 00:00:00+00:00,0000859737
2024-07-01 00:00:00+00:00,0000859737
2024-10-01 00:00:00+00:00,0000859737
2025-01-01 00:00:00+00:00,0000859737
2025-04-01 00:00:00+00:00,0000859737
2025-07-01 00:00:00+00:00,0000859737
2025-10-01 00:00:00+00:00,0000859737
2026-01-01 00:00:00+00:00,0000859737
2026-04-01 00:00:00+00:00,0000859737
2023-01-01 00:00:00+00:00,0000861878
2023-04-01 00:00:00+00:00,0000861878
2023-07-01 00:00:00+00:00,0000861878
2023-10-01 00:00:00+00:00,0000861878
2024-01-01 00:00:00+00:00,0000861878
2024-04-01 00:00:00+00:00,0000861878
2024-07-01 00:00:00+00:00,0000861878
2024-10-01 00:00:00+00:00,0000861878
2023-01-01 00:00:00+00:00,0000876378
2023-04-01 00:00:00+00:00,0000876378
2023-07-01 00:00:00+00:00,0000876378
2023-10-01 00:00:00+00:00,0000876378
2023-01-01 00:00:00+00:00,0000877422
2023-04-01 00:00:00+00:00,0000877422
2023-07-01 00:00:00+00:00,0000877422
2023-10-01 00:00:00+00:00,0000877422
2024-01-01 00:00:00+00:00,0000877422
2024-04-01 00:00:00+00:00,0000877422
2024-07-01 00:00:00+00:00,0000877422
2024-10-01 00:00:00+00:00,0000877422
2025-01-01 00:00:00+00:00,0000877422
2025-04-01 00:00:00+00:00,0000877422
2025-07-01 00:00:00+00:00,0000877422
2023-01-01 00:00:00+00:00,0000884713
2023-04-01 00:00:00+00:00,0000884713
2023-07-01 00:00:00+00:00,0000884713
2023-10-01 00:00:00+00:00,0000884713
2024-01-01 00:00:00+00:00,0000884713
2024-04-01 00:00:00+00:00,0000884713
2024-07-01 00:00:00+00:00,0000884713
2024-10-01 00:00:00+00:00,0000884713
2023-01-01 00:00:00+00:00,0000891024
2023-04-01 00:00:00+00:00,0000891024
2023-07-01 00:00:00+00:00,0000891024
2023-10-01 00:00:00+00:00,0000891024
2024-01-01 00:00:00+00:00,0000891024
2024-04-01 00:00:00+00:00,0000891024
2024-07-01 00:00:00+00:00,0000891024
2024-10-01 00:00:00+00:00,0000891024
2025-01-01 00:00:00+00:00,0000891024
2025-04-01 00:00:00+00:00,0000891024
2023-01-01 00:00:00+00:00,0000892553
2023-04-01 00:00:00+00:00,0000892553
2023-07-01 00:00:00+00:00,0000892553
2023-10-01 00:00:00+00:00,0000892553
2024-01-01 00:00:00+00:00,0000892553
2024-04-01 00:00:00+00:00,0000892553
2024-07-01 00:00:00+00:00,0000892553
2024-10-01 00:00:00+00:00,0000892553
2025-01-01 00:00:00+00:00,0000892553
2025-04-01 00:00:00+00:00,0000892553
2025-07-01 00:00:00+00:00,0000892553
2025-10-01 00:00:00+00:00,0000892553
2026-01-01 00:00:00+00:00,0000892553
2026-04-01 00:00:00+00:00,0000892553
2023-01-01 00:00:00+00:00,0000893691
2023-04-01 00:00:00+00:00,0000893691
2023-07-01 00:00:00+00:00,0000893691
2023-10-01 00:00:00+00:00,0000893691
2024-01-01 00:00:00+00:00,0000893691
2024-04-01 00:00:00+00:00,0000893691
2023-01-01 00:00:00+00:00,0000894081
2023-04-01 00:00:00+00:00,0000894081
2023-07-01 00:00:00+00:00,0000894081
2023-10-01 00:00:00+00:00,0000894081
2024-01-01 00:00:00+00:00,0000894081
2024-04-01 00:00:00+00:00,0000894081
2024-07-01 00:00:00+00:00,0000894081
2024-10-01 00:00:00+00:00,0000894081
2025-01-01 00:00:00+00:00,0000894081
2025-04-01 00:00:00+00:00,0000894081
2023-01-01 00:00:00+00:00,0000896262
2023-04-01 00:00:00+00:00,0000896262
2023-07-01 00:00:00+00:00,0000896262
2023-10-01 00:00:00+00:00,0000896262
2024-01-01 00:00:00+00:00,0000896262
2024-04-01 00:00:00+00:00,0000896262
2024-07-01 00:00:00+00:00,0000896262
2024-10-01 00:00:00+00:00,0000896262
2025-01-01 00:00:00+00:00,0000896262
2025-04-01 00:00:00+00:00,0000896262
2025-07-01 00:00:00+00:00,0000896262
2023-01-01 00:00:00+00:00,0000896841
2023-04-01 00:00:00+00:00,0000896841
2023-07-01 00:00:00+00:00,0000896841
2023-10-01 00:00:00+00:00,0000896841
2023-01-01 00:00:00+00:00,0000897429
2023-04-01 00:00:00+00:00,0000897429
2023-07-01 00:00:00+00:00,0000897429
2023-10-01 00:00:00+00:00,0000897429
2024-01-01 00:00:00+00:00,0000897429
2023-01-01 00:00:00+00:00,0000909108
2023-04-01 00:00:00+00:00,0000909108
2023-07-01 00:00:00+00:00,0000909108
2023-10-01 00:00:00+00:00,0000909108
2024-01-01 00:00:00+00:00,0000909108
2024-04-01 00:00:00+00:00,0000909108
2024-07-01 00:00:00+00:00,0000909108
2024-10-01 00:00:00+00:00,0000909108
2025-01-01 00:00:00+00:00,0000909108
2025-04-01 00:00:00+00:00,0000909108
2025-07-01 00:00:00+00:00,0000909108
2025-10-01 00:00:00+00:00,0000909108
2026-01-01 00:00:00+00:00,0000909108
2026-04-01 00:00:00+00:00,0000909108
2023-01-01 00:00:00+00:00,0000912463
2023-04-01 00:00:00+00:00,0000912463
2023-07-01 00:00:00+00:00,0000912463
2023-10-01 00:00:00+00:00,0000912463
2024-01-01 00:00:00+00:00,0000912463
2024-04-01 00:00:00+00:00,0000912463
2024-07-01 00:00:00+00:00,0000912463
2024-10-01 00:00:00+00:00,0000912463
2025-01-01 00:00:00+00:00,0000912463
2025-04-01 00:00:00+00:00,0000912463
2025-07-01 00:00:00+00:00,0000912463
2025-10-01 00:00:00+00:00,0000912463
2026-01-01 00:00:00+00:00,0000912463
2023-01-01 00:00:00+00:00,0000917470
2023-04-01 00:00:00+00:00,0000917470
2023-07-01 00:00:00+00:00,0000917470
2023-10-01 00:00:00+00:00,0000917470
2024-01-01 00:00:00+00:00,0000917470
2024-04-01 00:00:00+00:00,0000917470
2024-07-01 00:00:00+00:00,0000917470
2024-10-01 00:00:00+00:00,0000917470
2025-01-01 00:00:00+00:00,0000917470
2025-04-01 00:00:00+00:00,0000917470
2025-07-01 00:00:00+00:00,0000917470
2025-10-01 00:00:00+00:00,0000917470
2026-01-01 00:00:00+00:00,0000917470
2023-01-01 00:00:00+00:00,0000917491
2023-04-01 00:00:00+00:00,0000917491
2023-07-01 00:00:00+00:00,0000917491
2023-10-01 00:00:00+00:00,0000917491
2024-01-01 00:00:00+00:00,0000917491
2024-04-01 00:00:00+00:00,0000917491
2024-07-01 00:00:00+00:00,0000917491
2024-10-01 00:00:00+00:00,0000917491
2025-01-01 00:00:00+00:00,0000917491
2025-04-01 00:00:00+00:00,0000917491
2025-07-01 00:00:00+00:00,0000917491
2023-01-01 00:00:00+00:00,0000920112
2023-04-01 00:00:00+00:00,0000920112
2023-07-01 00:00:00+00:00,0000920112
2023-10-01 00:00:00+00:00,0000920112
2024-01-01 00:00:00+00:00,0000920112
2024-04-01 00:00:00+00:00,0000920112
2024-07-01 00:00:00+00:00,0000920112
2024-10-01 00:00:00+00:00,0000920112
