candidate,sleeve,gate,lookback_weeks,allocation,outer_cost_bps,window,cagr,sharpe,drawdown,total_return,active_share,average_valuation_weight
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.15__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.15,100,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,0.10638297872340426,0.015957446808510637
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.15__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.15,100,ytd,1.095041975165166,2.5243054688265727,-0.10076752452473325,0.5763660168214471,0.10638297872340426,0.015957446808510637
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.15__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.15,200,full_recent,0.40753290469540926,1.601745868833135,-0.2445299327453907,2.4413970397681335,0.10638297872340426,0.015957446808510637
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.15__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.15,200,trailing_2y,0.5919845243813251,1.8738361033509796,-0.24452993274539048,1.5571789606299307,0.10638297872340426,0.015957446808510637
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.15__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.15,200,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,0.10638297872340426,0.015957446808510637
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.15__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.15,200,ytd,1.095041975165166,2.5243054688265727,-0.10076752452473325,0.5763660168214471,0.10638297872340426,0.015957446808510637
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.20__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.2,50,full_recent,0.4187861030765556,1.6342031453265042,-0.2405864999713535,2.541914854761188,0.10638297872340426,0.02127659574468085
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.20__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.2,50,trailing_2y,0.6072628721913533,1.907015348899126,-0.2405864999713534,1.6069760122226175,0.10638297872340426,0.02127659574468085
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.20__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.2,50,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,0.10638297872340426,0.02127659574468085
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.20__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.2,50,ytd,1.095041975165166,2.5243054688265727,-0.10076752452473325,0.5763660168214471,0.10638297872340426,0.02127659574468085
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.20__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.2,100,full_recent,0.41479633794526793,1.62028185431672,-0.24526210591156639,2.506037083810305,0.10638297872340426,0.02127659574468085
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.20__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.2,100,trailing_2y,0.6015450890974414,1.8909387436061218,-0.24526210591156616,1.5882831541756381,0.10638297872340426,0.02127659574468085
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.20__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.2,100,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,0.10638297872340426,0.02127659574468085
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.20__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.2,100,ytd,1.095041975165166,2.5243054688265727,-0.10076752452473325,0.5763660168214471,0.10638297872340426,0.02127659574468085
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.20__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.2,200,full_recent,0.40683828741027805,1.5923119639506977,-0.2545414191829173,2.4352608888833034,0.10638297872340426,0.02127659574468085
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.20__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.2,200,trailing_2y,0.5901529185704064,1.8587122938556353,-0.2545414191829174,1.5512417078414922,0.10638297872340426,0.02127659574468085
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.20__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.2,200,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,0.10638297872340426,0.02127659574468085
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.20__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.2,200,ytd,1.095041975165166,2.5243054688265727,-0.10076752452473325,0.5763660168214471,0.10638297872340426,0.02127659574468085
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.30__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.3,50,full_recent,0.423282261455852,1.6335365326443962,-0.25377273311100257,2.5826638024985065,0.10638297872340426,0.031914893617021274
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.30__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.3,50,trailing_2y,0.6119600281955255,1.897033761802905,-0.2537727331110027,1.6223829880268883,0.10638297872340426,0.031914893617021274
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.30__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.3,50,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,0.10638297872340426,0.031914893617021274
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.30__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.3,50,ytd,1.095041975165166,2.5243054688265727,-0.10076752452473325,0.5763660168214471,0.10638297872340426,0.031914893617021274
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.30__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.3,100,full_recent,0.4172770179603933,1.6127792944997585,-0.26066546449915096,2.5283134022672322,0.10638297872340426,0.031914893617021274
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.30__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.3,100,trailing_2y,0.6033524255060798,1.8731045209681378,-0.2606654644991513,1.5941844483012422,0.10638297872340426,0.031914893617021274
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.30__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.3,100,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,0.10638297872340426,0.031914893617021274
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.30__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.3,100,ytd,1.095041975165166,2.5243054688265727,-0.10076752452473325,0.5763660168214471,0.10638297872340426,0.031914893617021274
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.30__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.3,200,full_recent,0.40531505933517153,1.571002073386776,-0.27429193729756673,2.4218326208437686,0.10638297872340426,0.031914893617021274
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.30__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.3,200,trailing_2y,0.5862353089669461,1.8251129773293195,-0.2742919372975666,1.5385659414797042,0.10638297872340426,0.031914893617021274
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.30__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.3,200,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,0.10638297872340426,0.031914893617021274
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.30__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.3,200,ytd,1.095041975165166,2.5243054688265727,-0.10076752452473325,0.5763660168214471,0.10638297872340426,0.031914893617021274
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.40__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.4,50,full_recent,0.42762827590616626,1.6295024446268358,-0.26686739993358444,2.622373286369195,0.10638297872340426,0.0425531914893617
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.40__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.4,50,trailing_2y,0.6163538465786345,1.8824638919102794,-0.2668673999335849,1.6368364795960222,0.10638297872340426,0.0425531914893617
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.40__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.4,50,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,0.10638297872340426,0.0425531914893617
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.40__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.4,50,ytd,1.095041975165166,2.5243054688265727,-0.10076752452473325,0.5763660168214471,0.10638297872340426,0.0425531914893617
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.40__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.4,100,full_recent,0.4195945733042383,1.6020664236362552,-0.27589797095929924,2.5492172162477074,0.10638297872340426,0.0425531914893617
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.40__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.4,100,trailing_2y,0.6048378000571086,1.8509221628510695,-0.27589797095929935,1.5990395550511844,0.10638297872340426,0.0425531914893617
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.40__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.4,100,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,0.10638297872340426,0.0425531914893617
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.40__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.4,100,ytd,1.095041975165166,2.5243054688265727,-0.10076752452473325,0.5763660168214471,0.10638297872340426,0.0425531914893617
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.40__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.4,200,full_recent,0.40361378727864206,1.5467696019421706,-0.29368137223122504,2.406879711058708,0.10638297872340426,0.0425531914893617
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.40__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.4,200,trailing_2y,0.5819808569051381,1.7876549397682593,-0.29368137223122504,1.5248363878440685,0.10638297872340426,0.0425531914893617
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.40__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.4,200,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,0.10638297872340426,0.0425531914893617
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.40__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.4,200,ytd,1.095041975165166,2.5243054688265727,-0.10076752452473325,0.5763660168214471,0.10638297872340426,0.0425531914893617
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.50__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.5,50,full_recent,0.43182306335221954,1.6223644963775137,-0.2798687157137376,2.6610020390275304,0.10638297872340426,0.05319148936170213
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.50__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.5,50,trailing_2y,0.6204424389867398,1.8638261658883146,-0.2798687157137377,1.6503219474927349,0.10638297872340426,0.05319148936170213
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.50__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.5,50,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,0.10638297872340426,0.05319148936170213
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.50__50bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.5,50,ytd,1.095041975165166,2.5243054688265727,-0.10076752452473325,0.5763660168214471,0.10638297872340426,0.05319148936170213
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.50__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.5,100,full_recent,0.4217484898067676,1.5884544135775782,-0.29095873846933407,2.5687252349830816,0.10638297872340426,0.05319148936170213
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.50__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.5,100,trailing_2y,0.6060008392925336,1.8249828515236703,-0.29095873846933407,1.6028442726857604,0.10638297872340426,0.05319148936170213
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.50__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.5,100,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,0.10638297872340426,0.05319148936170213
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.50__100bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.5,100,ytd,1.095041975165166,2.5243054688265727,-0.10076752452473325,0.5763660168214471,0.10638297872340426,0.05319148936170213
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.50__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.5,200,full_recent,0.4017352152619438,1.5200355870491016,-0.31271242345906947,2.3904234445320056,0.10638297872340426,0.05319148936170213
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.50__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.5,200,trailing_2y,0.5773924704421622,1.7470844232729046,-0.31271242345906947,1.5100713157430943,0.10638297872340426,0.05319148936170213
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.50__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.5,200,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,0.10638297872340426,0.05319148936170213
sales_yield__top10__floor0m__leader_negative_sleeve_positive__lb13__w0.50__200bps,sales_yield__top10__floor0m,leader_negative_sleeve_positive,13,0.5,200,ytd,1.095041975165166,2.5243054688265727,-0.10076752452473325,0.5763660168214471,0.10638297872340426,0.05319148936170213
sales_yield__top10__floor0m__static__lb26__w0.05__50bps,sales_yield__top10__floor0m,static,26,0.05,50,full_recent,0.4317292908792989,1.6791764448689661,-0.2112064536286875,2.6601352701731935,1.0,0.049999999999999996
sales_yield__top10__floor0m__static__lb26__w0.05__50bps,sales_yield__top10__floor0m,static,26,0.05,50,trailing_2y,0.6497650522646596,2.0124199001775227,-0.2112064536286875,1.7480548273742151,1.0,0.049999999999999996
sales_yield__top10__floor0m__static__lb26__w0.05__50bps,sales_yield__top10__floor0m,static,26,0.05,50,trailing_1y,1.0578623206555253,2.670359416945911,-0.10628658435760563,1.086620895781031,1.0,0.049999999999999996
sales_yield__top10__floor0m__static__lb26__w0.05__50bps,sales_yield__top10__floor0m,static,26,0.05,50,ytd,1.0984519550448155,2.4785031520710086,-0.10628658435760563,0.5779444526463797,1.0,0.049999999999999996
sales_yield__top10__floor0m__static__lb26__w0.05__100bps,sales_yield__top10__floor0m,static,26,0.05,100,full_recent,0.43163427708674296,1.6789520283420174,-0.2112064536286874,2.6592571788289714,1.0,0.049999999999999996
sales_yield__top10__floor0m__static__lb26__w0.05__100bps,sales_yield__top10__floor0m,static,26,0.05,100,trailing_2y,0.6497650522646596,2.0124199001775227,-0.2112064536286875,1.7480548273742151,1.0,0.049999999999999996
sales_yield__top10__floor0m__static__lb26__w0.05__100bps,sales_yield__top10__floor0m,static,26,0.05,100,trailing_1y,1.0578623206555253,2.670359416945911,-0.10628658435760563,1.086620895781031,1.0,0.049999999999999996
sales_yield__top10__floor0m__static__lb26__w0.05__100bps,sales_yield__top10__floor0m,static,26,0.05,100,ytd,1.0984519550448155,2.4785031520710086,-0.10628658435760563,0.5779444526463797,1.0,0.049999999999999996
sales_yield__top10__floor0m__static__lb26__w0.05__200bps,sales_yield__top10__floor0m,static,26,0.05,200,full_recent,0.4314442000098224,1.67850150021358,-0.2112064536286875,2.6575009961405187,1.0,0.049999999999999996
sales_yield__top10__floor0m__static__lb26__w0.05__200bps,sales_yield__top10__floor0m,static,26,0.05,200,trailing_2y,0.6497650522646596,2.0124199001775227,-0.2112064536286875,1.7480548273742151,1.0,0.049999999999999996
sales_yield__top10__floor0m__static__lb26__w0.05__200bps,sales_yield__top10__floor0m,static,26,0.05,200,trailing_1y,1.0578623206555253,2.670359416945911,-0.10628658435760563,1.086620895781031,1.0,0.049999999999999996
sales_yield__top10__floor0m__static__lb26__w0.05__200bps,sales_yield__top10__floor0m,static,26,0.05,200,ytd,1.0984519550448155,2.4785031520710086,-0.10628658435760563,0.5779444526463797,1.0,0.049999999999999996
sales_yield__top10__floor0m__static__lb26__w0.10__50bps,sales_yield__top10__floor0m,static,26,0.1,50,full_recent,0.45359149920355346,1.7131616806791956,-0.21551657276229996,2.8662653889013656,1.0,0.09999999999999999
sales_yield__top10__floor0m__static__lb26__w0.10__50bps,sales_yield__top10__floor0m,static,26,0.1,50,trailing_2y,0.7026368951546538,2.082637874117782,-0.2155165727623003,1.9287933835144062,1.0,0.09999999999999999
sales_yield__top10__floor0m__static__lb26__w0.10__50bps,sales_yield__top10__floor0m,static,26,0.1,50,trailing_1y,1.0636557650085656,2.6318568688687782,-0.11179593322706527,1.092608434681627,1.0,0.09999999999999999
sales_yield__top10__floor0m__static__lb26__w0.10__50bps,sales_yield__top10__floor0m,static,26,0.1,50,ytd,1.1006918497575056,2.4216934940638635,-0.11179593322706527,0.5789807342944013,1.0,0.09999999999999999
sales_yield__top10__floor0m__static__lb26__w0.10__100bps,sales_yield__top10__floor0m,static,26,0.1,100,full_recent,0.4533989579573565,1.7127297057281012,-0.21551657276230018,2.864414193156065,1.0,0.09999999999999999
sales_yield__top10__floor0m__static__lb26__w0.10__100bps,sales_yield__top10__floor0m,static,26,0.1,100,trailing_2y,0.7026368951546538,2.082637874117782,-0.2155165727623003,1.9287933835144062,1.0,0.09999999999999999
sales_yield__top10__floor0m__static__lb26__w0.10__100bps,sales_yield__top10__floor0m,static,26,0.1,100,trailing_1y,1.0636557650085656,2.6318568688687782,-0.11179593322706527,1.092608434681627,1.0,0.09999999999999999
sales_yield__top10__floor0m__static__lb26__w0.10__100bps,sales_yield__top10__floor0m,static,26,0.1,100,ytd,1.1006918497575056,2.4216934940638635,-0.11179593322706527,0.5789807342944013,1.0,0.09999999999999999
sales_yield__top10__floor0m__static__lb26__w0.10__200bps,sales_yield__top10__floor0m,static,26,0.1,200,full_recent,0.45301367520708014,1.7118591344034744,-0.21551657276230007,2.860711801665453,1.0,0.09999999999999999
sales_yield__top10__floor0m__static__lb26__w0.10__200bps,sales_yield__top10__floor0m,static,26,0.1,200,trailing_2y,0.7026368951546538,2.082637874117782,-0.2155165727623003,1.9287933835144062,1.0,0.09999999999999999
sales_yield__top10__floor0m__static__lb26__w0.10__200bps,sales_yield__top10__floor0m,static,26,0.1,200,trailing_1y,1.0636557650085656,2.6318568688687782,-0.11179593322706527,1.092608434681627,1.0,0.09999999999999999
sales_yield__top10__floor0m__static__lb26__w0.10__200bps,sales_yield__top10__floor0m,static,26,0.1,200,ytd,1.1006918497575056,2.4216934940638635,-0.11179593322706527,0.5789807342944013,1.0,0.09999999999999999
sales_yield__top10__floor0m__static__lb26__w0.15__50bps,sales_yield__top10__floor0m,static,26,0.15,50,full_recent,0.47491926884541535,1.727907264259382,-0.21983401597570118,3.0753239103156416,1.0,0.14999999999999997
sales_yield__top10__floor0m__static__lb26__w0.15__50bps,sales_yield__top10__floor0m,static,26,0.15,50,trailing_2y,0.7555200883294004,2.12382040376557,-0.21983401597570118,2.1153849566743976,1.0,0.14999999999999997
sales_yield__top10__floor0m__static__lb26__w0.15__50bps,sales_yield__top10__floor0m,static,26,0.15,50,trailing_1y,1.0683887614755267,2.5790879408151386,-0.11729547937958396,1.0975002380624952,1.0,0.14999999999999997
sales_yield__top10__floor0m__static__lb26__w0.15__50bps,sales_yield__top10__floor0m,static,26,0.15,50,ytd,1.1017696425381591,2.3566159611053275,-0.11729547937958373,0.579479220957386,1.0,0.14999999999999997
sales_yield__top10__floor0m__static__lb26__w0.15__100bps,sales_yield__top10__floor0m,static,26,0.15,100,full_recent,0.4746268075916378,1.7272848676385675,-0.21983401597570118,3.072403094912179,1.0,0.14999999999999997
sales_yield__top10__floor0m__static__lb26__w0.15__100bps,sales_yield__top10__floor0m,static,26,0.15,100,trailing_2y,0.7555200883294004,2.12382040376557,-0.21983401597570118,2.1153849566743976,1.0,0.14999999999999997
sales_yield__top10__floor0m__static__lb26__w0.15__100bps,sales_yield__top10__floor0m,static,26,0.15,100,trailing_1y,1.0683887614755267,2.5790879408151386,-0.11729547937958396,1.0975002380624952,1.0,0.14999999999999997
sales_yield__top10__floor0m__static__lb26__w0.15__100bps,sales_yield__top10__floor0m,static,26,0.15,100,ytd,1.1017696425381591,2.3566159611053275,-0.11729547937958373,0.579479220957386,1.0,0.14999999999999997
sales_yield__top10__floor0m__static__lb26__w0.15__200bps,sales_yield__top10__floor0m,static,26,0.15,200,full_recent,0.47404142955532214,1.726025964765442,-0.21983401597570118,3.0665614641052263,1.0,0.14999999999999997
sales_yield__top10__floor0m__static__lb26__w0.15__200bps,sales_yield__top10__floor0m,static,26,0.15,200,trailing_2y,0.7555200883294004,2.12382040376557,-0.21983401597570118,2.1153849566743976,1.0,0.14999999999999997
sales_yield__top10__floor0m__static__lb26__w0.15__200bps,sales_yield__top10__floor0m,static,26,0.15,200,trailing_1y,1.0683887614755267,2.5790879408151386,-0.11729547937958396,1.0975002380624952,1.0,0.14999999999999997
sales_yield__top10__floor0m__static__lb26__w0.15__200bps,sales_yield__top10__floor0m,static,26,0.15,200,ytd,1.1017696425381591,2.3566159611053275,-0.11729547937958373,0.579479220957386,1.0,0.14999999999999997
sales_yield__top10__floor0m__static__lb26__w0.20__50bps,sales_yield__top10__floor0m,static,26,0.2,50,full_recent,0.49569783671299206,1.7261930719930496,-0.2298176209923669,3.2867466930035194,1.0,0.19999999999999998
sales_yield__top10__floor0m__static__lb26__w0.20__50bps,sales_yield__top10__floor0m,static,26,0.2,50,trailing_2y,0.8083516960402035,2.1402094028755725,-0.22981762099236702,2.3076042681351203,1.0,0.19999999999999998
sales_yield__top10__floor0m__static__lb26__w0.20__50bps,sales_yield__top10__floor0m,static,26,0.2,50,trailing_1y,1.0720628338727614,2.51515633053888,-0.12360158399532772,1.1012977355784153,1.0,0.19999999999999998
sales_yield__top10__floor0m__static__lb26__w0.20__50bps,sales_yield__top10__floor0m,static,26,0.2,50,ytd,1.1016947413361629,2.285880042777926,-0.12360158399532795,0.579444581809476,1.0,0.19999999999999998
sales_yield__top10__floor0m__static__lb26__w0.20__100bps,sales_yield__top10__floor0m,static,26,0.2,100,full_recent,0.49530318692969444,1.7253966033545123,-0.22981762099236702,3.282658791008374,1.0,0.19999999999999998
sales_yield__top10__floor0m__static__lb26__w0.20__100bps,sales_yield__top10__floor0m,static,26,0.2,100,trailing_2y,0.8083516960402035,2.1402094028755725,-0.22981762099236702,2.3076042681351203,1.0,0.19999999999999998
sales_yield__top10__floor0m__static__lb26__w0.20__100bps,sales_yield__top10__floor0m,static,26,0.2,100,trailing_1y,1.0720628338727614,2.51515633053888,-0.12360158399532772,1.1012977355784153,1.0,0.19999999999999998
sales_yield__top10__floor0m__static__lb26__w0.20__100bps,sales_yield__top10__floor0m,static,26,0.2,100,ytd,1.1016947413361629,2.285880042777926,-0.12360158399532795,0.579444581809476,1.0,0.19999999999999998
sales_yield__top10__floor0m__static__lb26__w0.20__200bps,sales_yield__top10__floor0m,static,26,0.2,200,full_recent,0.4945130691063213,1.723780502764699,-0.2298176209923669,3.274482987018069,1.0,0.19999999999999998
sales_yield__top10__floor0m__static__lb26__w0.20__200bps,sales_yield__top10__floor0m,static,26,0.2,200,trailing_2y,0.8083516960402035,2.1402094028755725,-0.22981762099236702,2.3076042681351203,1.0,0.19999999999999998
sales_yield__top10__floor0m__static__lb26__w0.20__200bps,sales_yield__top10__floor0m,static,26,0.2,200,trailing_1y,1.0720628338727614,2.51515633053888,-0.12360158399532772,1.1012977355784153,1.0,0.19999999999999998
sales_yield__top10__floor0m__static__lb26__w0.20__200bps,sales_yield__top10__floor0m,static,26,0.2,200,ytd,1.1016947413361629,2.285880042777926,-0.12360158399532795,0.579444581809476,1.0,0.19999999999999998
sales_yield__top10__floor0m__static__lb26__w0.30__50bps,sales_yield__top10__floor0m,static,26,0.3,50,full_recent,0.5355498737050797,1.687330225959692,-0.2499225841760494,3.7142839215743004,1.0,0.29999999999999993
sales_yield__top10__floor0m__static__lb26__w0.30__50bps,sales_yield__top10__floor0m,static,26,0.3,50,trailing_2y,0.9136038948965162,2.1200745251182163,-0.2499225841760495,2.707868506313269,1.0,0.29999999999999993
sales_yield__top10__floor0m__static__lb26__w0.30__50bps,sales_yield__top10__floor0m,static,26,0.3,50,trailing_1y,1.07624669436401,2.366042683540214,-0.13733236503991153,1.1056223044561841,1.0,0.29999999999999993
sales_yield__top10__floor0m__static__lb26__w0.30__50bps,sales_yield__top10__floor0m,static,26,0.3,50,ytd,1.098131401931914,2.136288841440446,-0.13733236503991142,0.577796114764739,1.0,0.29999999999999993
sales_yield__top10__floor0m__static__lb26__w0.30__100bps,sales_yield__top10__floor0m,static,26,0.3,100,full_recent,0.534944551259654,1.68623053906224,-0.24992258417604962,3.70756856306983,1.0,0.29999999999999993
sales_yield__top10__floor0m__static__lb26__w0.30__100bps,sales_yield__top10__floor0m,static,26,0.3,100,trailing_2y,0.9136038948965162,2.1200745251182163,-0.2499225841760495,2.707868506313269,1.0,0.29999999999999993
sales_yield__top10__floor0m__static__lb26__w0.30__100bps,sales_yield__top10__floor0m,static,26,0.3,100,trailing_1y,1.07624669436401,2.366042683540214,-0.13733236503991153,1.1056223044561841,1.0,0.29999999999999993
sales_yield__top10__floor0m__static__lb26__w0.30__100bps,sales_yield__top10__floor0m,static,26,0.3,100,ytd,1.098131401931914,2.136288841440446,-0.13733236503991142,0.577796114764739,1.0,0.29999999999999993
sales_yield__top10__floor0m__static__lb26__w0.30__200bps,sales_yield__top10__floor0m,static,26,0.3,200,full_recent,0.5337320298955204,1.6839890296463882,-0.2499225841760495,3.694137846060894,1.0,0.29999999999999993
sales_yield__top10__floor0m__static__lb26__w0.30__200bps,sales_yield__top10__floor0m,static,26,0.3,200,trailing_2y,0.9136038948965162,2.1200745251182163,-0.2499225841760495,2.707868506313269,1.0,0.29999999999999993
sales_yield__top10__floor0m__static__lb26__w0.30__200bps,sales_yield__top10__floor0m,static,26,0.3,200,trailing_1y,1.07624669436401,2.366042683540214,-0.13733236503991153,1.1056223044561841,1.0,0.29999999999999993
sales_yield__top10__floor0m__static__lb26__w0.30__200bps,sales_yield__top10__floor0m,static,26,0.3,200,ytd,1.098131401931914,2.136288841440446,-0.13733236503991142,0.577796114764739,1.0,0.29999999999999993
