decision_time,cik10,ticker,assets,assets__period_end,assets__available_at,capital_expenditure,capital_expenditure__period_end,capital_expenditure__available_at,cash,cash__period_end,cash__available_at,diluted_shares,diluted_shares__period_end,diluted_shares__available_at,equity,equity__period_end,equity__available_at,gross_profit,gross_profit__period_end,gross_profit__available_at,net_income,net_income__period_end,net_income__available_at,operating_cash_flow,operating_cash_flow__period_end,operating_cash_flow__available_at,operating_income,operating_income__period_end,operating_income__available_at,shares_outstanding,shares_outstanding__period_end,shares_outstanding__available_at,stock_compensation,stock_compensation__period_end,stock_compensation__available_at,cash_to_assets,equity_to_assets,debt_to_assets,debt_current,debt_current__period_end,debt_current__available_at,debt_noncurrent,debt_noncurrent__period_end,debt_noncurrent__available_at,diluted_shares__prior_year,diluted_shares__yoy_growth,gross_profit__prior_year,gross_profit__yoy_growth,liabilities,liabilities__period_end,liabilities__available_at,net_income__prior_year,net_income__yoy_growth,operating_cash_flow__prior_year,operating_cash_flow__yoy_growth,revenue,revenue__period_end,revenue__available_at,revenue__prior_year,revenue__yoy_growth,share_repurchases,share_repurchases__period_end,share_repurchases__available_at,share_repurchases__prior_year,share_repurchases__yoy_growth,stock_compensation__prior_year,stock_compensation__yoy_growth,gross_margin,net_margin,operating_cash_flow_margin,capital_expenditure_to_revenue,repurchases_to_revenue,stock_compensation_to_revenue,free_cash_flow_margin,liabilities_to_assets,capital_expenditure__prior_year,capital_expenditure__yoy_growth,operating_income__prior_year,operating_income__yoy_growth,operating_margin
2012-03-31 00:00:00+00:00,789019,MSFT,112243000000.0,2011-12-31,2012-01-27 20:04:25+00:00,498000000.0,2011-12-31,2012-01-27 20:04:25+00:00,10610000000.0,2011-12-31,2012-01-27 20:04:25+00:00,8402000000.0,2011-12-31,2012-01-27 20:04:25+00:00,64121000000.0,2011-12-31,2012-01-27 20:04:25+00:00,13659000000.0,2011-06-30,2011-07-28 18:59:09+00:00,6624000000.0,2011-12-31,2012-01-27 20:04:25+00:00,5862000000.0,2011-12-31,2012-01-27 20:04:25+00:00,7994000000.0,2011-12-31,2012-01-27 20:04:25+00:00,8390771388.0,2012-01-17,2012-01-27 20:04:25+00:00,481000000.0,2010-03-31,2010-04-22 20:18:52+00:00,0.0945270529119856,0.5712694778293523,0.10630507024936967,0.0,2011-06-30,2011-07-28 18:59:09+00:00,11932000000.0,2011-12-31,2012-01-27 20:04:25+00:00,8497000000.0,-0.011180416617629807,12869000000.0,0.06138783122231728,48122000000.0,2011-12-31,2012-01-27 20:04:25+00:00,6634000000.0,-0.0015073861923424747,4186000000.0,0.400382226469183,20885000000.0,2011-12-31,2012-01-27 20:04:25+00:00,19953000000.0,0.046709767954693504,1042000000.0,2011-12-31,2012-01-27 20:04:25+00:00,5052000000.0,-0.7937450514647664,,,0.6540100550634427,0.31716542973425904,0.2806799138137419,0.023844864735456068,0.04989226717740005,0.02303088340914532,0.25683504907828586,0.4287305221706476,491000000.0,0.014256619144602745,8165000000.0,-0.020943049601959585,0.38276274838400764
2012-03-31 00:00:00+00:00,1045810,NVDA,5552928000.0,2012-01-29,2012-03-13 20:56:38+00:00,,,,667876000.0,2012-01-29,2012-03-13 20:56:38+00:00,607063000.0,2011-10-30,2011-11-22 21:31:51+00:00,4145724000.0,2012-01-29,2012-03-13 20:56:38+00:00,490013000.0,2012-01-29,2012-03-13 20:56:38+00:00,116025000.0,2012-01-29,2012-03-13 20:56:38+00:00,172200000.0,2011-05-01,2011-05-27 21:08:28+00:00,197090000.0,2011-10-30,2011-11-22 21:31:51+00:00,616028107.0,2012-03-09,2012-03-13 20:56:38+00:00,31739000.0,2011-05-01,2011-05-27 21:08:28+00:00,0.12027456505828997,0.7465834240962606,0.0,,,,,,,577323.0,1050.5136240891147,426359000.0,0.1492967194312773,,,,171651000.0,-0.32406452627715543,,,953194000.0,2012-01-29,2012-03-13 20:56:38+00:00,886376000.0,0.07538335875520086,,,,,,,,0.5140747843565948,0.12172233564206238,0.18065577416559483,,,0.03329752390384329,,,,,103783000.0,0.8990586126822311,0.2067679821736184
2012-03-31 00:00:00+00:00,1341439,ORCL,74361000000.0,2012-02-29,2012-03-23 21:04:59+00:00,160000000.0,2011-08-31,2011-09-23 21:29:18+00:00,13781000000.0,2012-02-29,2012-03-23 21:04:59+00:00,5007000000.0,2012-02-29,2012-03-23 21:04:59+00:00,43266000000.0,2012-02-29,2012-03-23 21:04:59+00:00,,,,,,,5421000000.0,2011-08-31,2011-09-23 21:29:18+00:00,3317000000.0,2012-02-29,2012-03-23 21:04:59+00:00,4975106000.0,2012-03-19,2012-03-23 21:04:59+00:00,175000000.0,2012-02-29,2012-03-23 21:04:59+00:00,0.18532564112908648,0.5818372533989591,0.0,,,,,,,5057000000.0,-0.009887284951552333,,,,,,,,3817000000.0,0.4202253078333771,9039000000.0,2012-02-29,2012-03-23 21:04:59+00:00,1664000000.0,4.432091346153846,800000000.0,2011-08-31,2011-09-23 21:29:18+00:00,249000000.0,2.21285140562249,129000000.0,0.3565891472868217,,,0.5997344839030866,0.017701073127558357,0.0885053656377918,0.019360548733266956,0.5820334107755283,,,,2987000000.0,0.11047874121191836,0.3669653722756942
2012-03-31 00:00:00+00:00,797468,OXY,60044000000.0,2011-12-31,2012-02-23 18:40:17+00:00,1325000000.0,2011-03-31,2011-05-04 22:54:56+00:00,3781000000.0,2011-12-31,2012-02-23 18:40:17+00:00,812500000.0,2011-09-30,2011-11-03 17:27:12+00:00,37620000000.0,2011-12-31,2012-02-23 18:40:17+00:00,,,,1771000000.0,2011-09-30,2011-11-03 17:27:12+00:00,2222000000.0,2011-03-31,2011-05-04 22:54:56+00:00,,,,811055632.0,2012-01-31,2012-02-23 18:40:17+00:00,,,,0.06297048830857371,0.6265405369395777,0.10175871027912864,239000000.0,2009-12-31,2011-02-24 18:52:43+00:00,5871000000.0,2011-12-31,2012-02-23 18:40:17+00:00,812700000.0,-0.00024609326934910136,,,,,,1213000000.0,0.46001648804616657,2210000000.0,0.005429864253393646,6006000000.0,2011-09-30,2011-11-03 17:27:12+00:00,4896000000.0,0.2267156862745099,13000000.0,2011-03-31,2011-05-04 22:54:56+00:00,9000000.0,0.4444444444444444,,,,0.2948717948717949,0.36996336996337,0.2206127206127206,0.0021645021645021645,,0.14935064935064934,,848000000.0,0.5625,,,
2012-03-31 00:00:00+00:00,804328,QCOM,37606000000.0,2011-12-25,2012-02-01 21:07:54+00:00,,,,4964000000.0,2011-12-25,2012-02-01 21:07:54+00:00,1684000000.0,2011-12-25,2012-02-01 21:07:54+00:00,28497000000.0,2011-12-25,2012-02-01 21:07:54+00:00,,,,1395000000.0,2011-12-25,2012-02-01 21:07:54+00:00,1779000000.0,2011-12-25,2012-02-01 21:07:54+00:00,1551000000.0,2011-12-25,2012-02-01 21:07:54+00:00,1691418257.0,2012-01-30,2012-02-01 21:07:54+00:00,247000000.0,2011-12-25,2012-02-01 21:07:54+00:00,0.13200021273201085,0.7577780141466787,0.0,,,,,,,1623000000.0,0.03758471965495991,,,9109000000.0,2011-12-25,2012-02-01 21:07:54+00:00,1170000000.0,0.1923076923076923,48000000.0,36.0625,4681000000.0,2011-12-25,2012-02-01 21:07:54+00:00,3348000000.0,0.39814814814814814,99000000.0,2011-12-25,2012-02-01 21:07:54+00:00,,,174000000.0,0.41954022988505746,,0.2980132450331126,0.38004699850459306,,0.021149327066866053,0.052766502883999145,,0.24222198585332128,,,1110000000.0,0.39729729729729724,0.33133945738090154
2012-03-31 00:00:00+00:00,87347,SLB,55201000000.0,2011-12-31,2012-02-01 21:29:21+00:00,770000000.0,2011-03-31,2011-04-27 15:19:11+00:00,1705000000.0,2011-12-31,2012-02-01 21:29:21+00:00,1345000000.0,2011-09-30,2011-10-26 18:24:58+00:00,31392000000.0,2011-12-31,2012-02-01 21:29:21+00:00,,,,1307000000.0,2011-09-30,2011-10-26 18:24:58+00:00,836000000.0,2011-03-31,2011-04-27 15:19:11+00:00,,,,1333775406.0,2011-12-31,2012-02-01 21:29:21+00:00,67000000.0,2011-03-31,2011-04-27 15:19:11+00:00,0.03088712161011576,0.5686853499030815,0.01885835401532581,1041000000.0,2011-12-31,2012-02-01 21:29:21+00:00,,,,1249000000.0,0.07686148919135305,,,23809000000.0,2011-12-31,2012-02-01 21:29:21+00:00,1731000000.0,-0.24494511842865396,989000000.0,-0.1547017189079879,10229000000.0,2011-09-30,2011-10-26 18:24:58+00:00,6845000000.0,0.4943754565376186,,,,,,47000000.0,0.42553191489361697,,0.1277739759507283,0.08172841920031283,0.07527617557923551,,0.006550004888063349,0.006452243621077329,0.43131465009691855,449000000.0,0.7149220489977728,,,
2012-03-31 00:00:00+00:00,107263,WMB,16502000000.0,2011-12-31,2012-02-28 01:47:35+00:00,,,,889000000.0,2011-12-31,2012-02-28 01:47:35+00:00,588950000.0,2011-09-30,2011-11-02 10:07:53+00:00,3083000000.0,2011-12-31,2012-02-28 01:47:35+00:00,,,,342000000.0,2011-09-30,2011-11-02 10:07:53+00:00,811000000.0,2011-03-31,2011-05-05 16:26:43+00:00,494000000.0,2011-09-30,2011-11-02 10:07:53+00:00,592181611.0,2012-02-22,2012-02-28 01:47:35+00:00,14000000.0,2011-03-31,2011-05-05 16:26:43+00:00,0.05387225790813235,0.186825839292207,0.0,,,,,,,584744000.0,0.007192891248136046,,,,,,-1226000000.0,-1.2789559543230016,617000000.0,0.31442463533225284,2703000000.0,2011-09-30,2011-11-02 10:07:53+00:00,2304000000.0,0.17317708333333326,,,,,,,,,0.12652608213096558,0.30003699593044764,,,0.005179430262671106,,,,,-1291000000.0,-1.3826491092176607,0.18275989641139476
2012-06-30 00:00:00+00:00,320193,AAPL,150934000000.0,2012-03-31,2012-04-25 21:01:16+00:00,,,,10121000000.0,2012-03-31,2012-04-25 21:01:16+00:00,933582000.0,2012-03-31,2012-04-25 21:01:16+00:00,102498000000.0,2012-03-31,2012-04-25 21:01:16+00:00,18564000000.0,2012-03-31,2012-04-25 21:01:16+00:00,11622000000.0,2012-03-31,2012-04-25 21:01:16+00:00,17554000000.0,2011-12-31,2012-01-25 21:42:11+00:00,15384000000.0,2012-03-31,2012-04-25 21:01:16+00:00,935062000.0,2012-04-13,2012-04-25 21:01:16+00:00,424000000.0,2012-03-31,2012-04-25 21:01:16+00:00,0.06705579922350166,0.6790915234473346,0.0,,,,,,,923196000.0,0.01125004874371216,10218000000.0,0.8167938931297709,48436000000.0,2012-03-31,2012-04-25 21:01:16+00:00,5987000000.0,0.941205946216803,9773000000.0,0.7961731300521846,39186000000.0,2012-03-31,2012-04-25 21:01:16+00:00,24667000000.0,0.5886001540519723,,,,,,287000000.0,0.4773519163763067,0.4737406216505895,0.2965855152350329,0.4479661103455316,,,0.010820190884499566,,0.3209084765526654,,,7874000000.0,0.9537719075438151,0.3925891900168427
2012-06-30 00:00:00+00:00,2488,AMD,4988000000.0,2012-03-31,2012-05-09 20:14:05+00:00,40000000.0,2012-03-31,2012-05-09 20:14:05+00:00,1193000000.0,2012-03-31,2012-05-09 20:14:05+00:00,734000000.0,2012-03-31,2012-05-09 20:14:05+00:00,1052000000.0,2012-03-31,2012-05-09 20:14:05+00:00,27000000.0,2012-03-31,2012-05-09 20:14:05+00:00,-590000000.0,2012-03-31,2012-05-09 20:14:05+00:00,107000000.0,2012-03-31,2012-05-09 20:14:05+00:00,-580000000.0,2012-03-31,2012-05-09 20:14:05+00:00,701348804.0,2012-05-02,2012-05-09 20:14:05+00:00,21000000.0,2012-03-31,2012-05-09 20:14:05+00:00,0.2391740176423416,0.21090617481956697,0.0,,,,,,,720000000.0,0.019444444444444375,691000000.0,-0.9609261939218524,,,,510000000.0,-2.1568627450980395,-168000000.0,-1.6369047619047619,,,,,,,,,,,27000000.0,-0.2222222222222222,,,,,,,,,38000000.0,0.05263157894736836,54000000.0,-11.74074074074074,
2012-06-30 00:00:00+00:00,1163165,COP,162881000000.0,2012-03-31,2012-04-30 18:42:14+00:00,,,,3707000000.0,2012-03-31,2012-04-30 18:42:14+00:00,1283493000.0,2012-03-31,2012-04-30 18:42:14+00:00,67043000000.0,2012-03-31,2012-04-30 18:42:14+00:00,,,,2955000000.0,2012-03-31,2012-04-30 18:42:14+00:00,4182000000.0,2012-03-31,2012-04-30 18:42:14+00:00,,,,1264556506.0,2012-03-31,2012-04-30 18:42:14+00:00,,,,0.022758946715700418,0.4116072470085523,0.0,,,,,,,1432285000.0,-0.10388435262535045,,,95838000000.0,2012-03-31,2012-04-30 18:42:14+00:00,3042000000.0,-0.02859960552268248,1947000000.0,1.147919876733436,56132000000.0,2012-03-31,2012-04-30 18:42:14+00:00,56530000000.0,-0.0070405094640013655,1899000000.0,2012-03-31,2012-04-30 18:42:14+00:00,1636000000.0,0.16075794621026884,,,,0.05264376826052875,0.07450295731490059,,0.033830969856766195,,,0.5883927529914478,,,,,
2012-06-30 00:00:00+00:00,1108524,CRM,4156092000.0,2012-04-30,2012-05-25 19:39:38+00:00,44721000.0,2012-04-30,2012-05-25 19:39:38+00:00,440785000.0,2012-04-30,2012-05-25 19:39:38+00:00,138150000.0,2012-04-30,2012-05-25 19:39:38+00:00,1809769000.0,2012-04-30,2012-05-25 19:39:38+00:00,543916000.0,2012-04-30,2012-05-25 19:39:38+00:00,-19475000.0,2012-04-30,2012-05-25 19:39:38+00:00,213212000.0,2012-04-30,2012-05-25 19:39:38+00:00,-22249000.0,2012-04-30,2012-05-25 19:39:38+00:00,138000000.0,2012-04-30,2012-05-25 19:39:38+00:00,81266000.0,2012-04-30,2012-05-25 19:39:38+00:00,0.10605756561693053,0.43544969649372534,0.0,,,,,,,133454000.0,0.03518815471997838,401298000.0,0.35539175375905185,2346323000.0,2012-04-30,2012-05-25 19:39:38+00:00,530000.0,-37.74528301886792,139518000.0,0.528204246047105,695467000.0,2012-04-30,2012-05-25 19:39:38+00:00,504364000.0,0.3788989697916585,,,,,,47558000.0,0.7087766516674376,0.7820874318982785,-0.0280027664864041,0.30657385612832816,0.06430355430236086,,0.11685097927004444,0.2422703018259673,0.5645503035062747,27314000.0,0.6372922310902833,-2803000.0,6.937566892615055,-0.031991453224955314
