experiment_id,recipe_name,signals,smoothing_weeks,portfolio_method,top_n,cost_bps,development_selection_score,full_observations,full_annual_return,full_annual_volatility,full_sharpe_zero_rf,full_sortino_zero_target,full_max_drawdown,full_calmar,full_average_annual_turnover,full_total_cost,development_observations,development_annual_return,development_annual_volatility,development_sharpe_zero_rf,development_sortino_zero_target,development_max_drawdown,development_calmar,development_average_annual_turnover,development_total_cost,oos_2016_2020_observations,oos_2016_2020_annual_return,oos_2016_2020_annual_volatility,oos_2016_2020_sharpe_zero_rf,oos_2016_2020_sortino_zero_target,oos_2016_2020_max_drawdown,oos_2016_2020_calmar,oos_2016_2020_average_annual_turnover,oos_2016_2020_total_cost,oos_2021_present_observations,oos_2021_present_annual_return,oos_2021_present_annual_volatility,oos_2021_present_sharpe_zero_rf,oos_2021_present_sortino_zero_target,oos_2021_present_max_drawdown,oos_2021_present_calmar,oos_2021_present_average_annual_turnover,oos_2021_present_total_cost,beta_to_spy,annual_alpha_zero_rf,annual_tracking_error,information_ratio,unpriced_exposure_events,fully_invested_pass,untouched_holdout,development_rank
exp-4ebb4643c1a2b419,time_series_momentum_only,tsmom_vol_scaled,1,inverse_volatility,6,10.0,0.95221591274288,1126,0.07319692930937416,0.09590268031582595,0.7852063756516213,1.128531194213753,-0.19574759185076807,0.3739352735699413,2.333960826507518,0.0505392286662974,521,0.07218280958841716,0.09061990926784123,0.8149602162993748,1.1921345197453803,-0.1314750707234359,0.5490227857740206,2.345596926136993,0.023501076894564866,261,0.06576767304847086,0.11650348163266079,0.6056773873048097,0.812602356729265,-0.19574759185076807,0.3359820288293003,2.618825739976802,0.0131444907333451,293,0.09505767584974567,0.09326352885158348,1.0209189478638285,1.5935940522113579,-0.14029025606340562,0.6775786039394167,2.465769194526097,0.01389366103838743,0.37782693304591597,0.029801436527032654,0.1292210955289513,-0.34922546587445297,0,True,False,11
exp-34357a5735f986a9,trend_confirmation,trend_clarity_momentum+moving_average_distance,1,inverse_volatility,6,10.0,0.9453814017497585,1126,0.0961681094933371,0.11363128361612013,0.8657625031071612,1.2601907087348347,-0.19925626656617568,0.4826353075394915,2.0357356745292097,0.04408150710615173,521,0.086001744304947,0.11332641745050062,0.7853195716794455,1.1493319911338975,-0.1343258168845871,0.6402473202812516,2.000683360452585,0.020045308284534553,261,0.09056249314088949,0.11915225839863645,0.7881283315246248,1.0772123174032409,-0.1992562665661758,0.4545026096371851,2.3615049389079528,0.011852938251057226,293,0.1268000326374774,0.11688572837527295,1.080782588423155,1.6655181765681875,-0.10857338325763766,1.1678740114102284,1.8600942555160063,0.01048091570896519,0.44562345778053647,0.04471096255773843,0.12747742960477126,-0.17299524195437407,0,True,False,12
exp-4250c7c15856f971,all_five_v4,xsmom_global+multi_mom_invvol+tsmom_vol_scaled+trend_clarity_momentum+moving_average_distance,4,score_inverse_volatility,6,10.0,0.9445144245895717,1126,0.0971275356505159,0.12118146305102921,0.8264215283345082,1.2074545790159266,-0.21037482514272265,0.4616880160666685,2.299770117144992,0.0497988683058704,521,0.09197757348130442,0.12329976532216787,0.7759741280612836,1.142246554104828,-0.13643261489377223,0.6741611861131523,2.2360789748317598,0.022403791267064366,261,0.06525401912062145,0.1259560783417363,0.5657677771529595,0.7525466085550876,-0.21037482514272277,0.31017979017380876,2.619542058701641,0.013148086102329391,293,0.13913677748017195,0.12128927813913053,1.1357053934125758,1.8196242378692105,-0.11400808384714556,1.2204115075446516,2.2262168823752426,0.012543875894922039,0.4203790639417412,0.049520427775681636,0.13990440689831957,-0.1449827340125862,0,True,False,13
exp-7410f758369647cb,time_series_momentum_only,tsmom_vol_scaled,1,score_weighted,6,10.0,0.9429303696297457,1126,0.08355416046248831,0.11085203986550034,0.7800784104204028,1.1284759774757889,-0.2085476584340733,0.40064779959589764,2.8148114240925013,0.060951493529387626,521,0.08230909734193848,0.1066498587774434,0.795623228265083,1.1613545303514337,-0.139689591046676,0.5892285654586507,2.880584449217891,0.028861240346971566,261,0.05669611346382175,0.12758453116890361,0.4968012813858147,0.6559908301868974,-0.20854765843407308,0.27186166408933693,2.994958139774574,0.01503238604771469,293,0.12593844500773366,0.11194111450144803,1.1164202144814233,1.8119880759190257,-0.1358727677228022,0.9268851081672537,3.027334781585226,0.017057867134701372,0.38455616993295477,0.04016091688733219,0.13919699467247132,-0.24395217973443825,0,True,False,14
exp-14c821dfe02376ec,all_five_v4,xsmom_global+multi_mom_invvol+tsmom_vol_scaled+trend_clarity_momentum+moving_average_distance,8,inverse_volatility,4,10.0,0.9331528160865618,1126,0.09446581348452532,0.13362883377566973,0.7433527307781505,1.0611556640320494,-0.26767940717545935,0.35290654025770674,2.2440178054804236,0.048591616326364565,521,0.0998616335539011,0.13414669265175835,0.777520317050885,1.1313810092817278,-0.1604125651336632,0.6225299961427071,2.090389386100905,0.020944093656895608,261,0.049973695521429606,0.14581014521650298,0.4086293998489326,0.5294819166226818,-0.26767940717545946,0.1866923423387316,2.264083129500804,0.011363955707686729,293,0.12687392311546786,0.1306646137660674,0.980242049694891,1.5255242632128518,-0.1395897405610249,0.9089057878146994,2.4727280882810097,0.013932871728198768,0.48584177262251876,0.0408230969805109,0.13684262502098596,-0.15417224575962274,0,True,False,15
exp-aefb4e5ea7f70827,all_five_v4,xsmom_global+multi_mom_invvol+tsmom_vol_scaled+trend_clarity_momentum+moving_average_distance,1,score_inverse_volatility,4,10.0,0.9299744986479714,1126,0.10236382920895282,0.13815363850810036,0.7755070075393434,1.1217806059778739,-0.25648727453374043,0.39909905625936637,2.8915558357335867,0.06261330521223113,521,0.10275540320643661,0.14032344898481253,0.76809390129171,1.1160234846874149,-0.15869011617911177,0.647522389425046,2.758598263563728,0.027639032602244273,261,0.06264031709132856,0.14588734559162117,0.49058714825597555,0.6468008891629902,-0.25648727453374043,0.24422387896319722,3.1076772007065516,0.01559814902662327,293,0.14588722545053456,0.13627820814608918,1.068223564324656,1.7283114711324687,-0.15993655602716983,0.9121568519066486,3.0440433907300184,0.017152013720844142,0.463161764814597,0.05136022232740798,0.14610987922351976,-0.09096974553341694,0,True,False,16
exp-5e689cc2f5668c36,time_series_momentum_only,tsmom_vol_scaled,8,inverse_volatility,6,10.0,0.9168378257408905,1126,0.07010134671095014,0.09698053842402372,0.7477156496531528,1.0790860118016947,-0.2162228784453608,0.32420873875594364,1.7776843998023426,0.03849370450341226,521,0.07059794320960355,0.09128780503409055,0.7934496517290279,1.153356354371455,-0.1430403354595723,0.4935526960474499,1.7984394366350593,0.018018979740132036,261,0.06805577818451014,0.12095301165938617,0.605443181248486,0.8348651233587616,-0.2162228784453608,0.3147482758246035,1.9919059806195758,0.009997835787340563,293,0.08374869167940036,0.0913705432171744,0.9263678546641687,1.4333130001548615,-0.14514108329584607,0.5770157544483288,1.8593796134773457,0.010476888975939657,0.37217225485845706,0.027692903606975725,0.131351280984538,-0.3647990842752427,0,True,False,17
exp-23e3beb2c30dbeb8,moving_average_only,moving_average_distance,8,inverse_volatility,4,10.0,0.9167341695068064,1126,0.1063808663559005,0.13351623818724362,0.8249677085402363,1.1951946924154575,-0.21649008745011766,0.49138908671932674,2.289780634220601,0.049582557579469166,521,0.1009442751939118,0.13957731432324186,0.7597036420429412,1.0980817426124925,-0.1607080432451906,0.628122109855461,2.3179732176963683,0.023224308584996307,261,0.0957313100296242,0.13548573422761714,0.7436516714621856,1.0099495783450276,-0.21649008745011789,0.44219719783559114,2.1036613025294333,0.01055876153769581,293,0.12897605514059518,0.13011214747593,0.9981906301467759,1.5568686835695822,-0.13884708449387584,0.9289071903147088,2.3868163672562006,0.013448792223193591,0.5082919868016127,0.04893262869429704,0.1315959824170562,-0.0781491049638255,0,True,False,18
exp-edf8e1d38a071ffd,time_series_momentum_only,tsmom_vol_scaled,1,score_inverse_volatility,2,10.0,0.9144230403825598,1126,0.08292547841376985,0.1348980216681112,0.6587253380075472,0.9537533972405743,-0.22580865296581565,0.36723782425788454,4.028654543009605,0.08723586568132335,521,0.10392793261794853,0.14101630500675505,0.7725819071451199,1.129400636849224,-0.18317664672767153,0.5673645329497599,4.289106053710477,0.04297354334582998,261,0.04164377337070224,0.14578382829911743,0.353545186556938,0.4743998481208193,-0.21820200034503023,0.19084964072214436,4.430522808747687,0.022237816405445126,293,0.0985581894429175,0.12532369930370088,0.8127417643482812,1.2834158621513836,-0.14609649987132767,0.6746102030488148,3.908786035366927,0.022024505930048257,0.2849741708650078,0.05454110794631402,0.17719735476488266,-0.17816263925036668,0,True,False,19
exp-052f66f29b9fafbe,xsmom_only,xsmom_global,1,score_inverse_volatility,6,10.0,0.9068985459611656,1126,0.08880465546635019,0.1247271750815663,0.7453705178759978,1.0714538641133557,-0.24000829728042694,0.37000660590742146,2.7980454488919597,0.060588445681775904,521,0.08994483778525564,0.12309063762190692,0.7620625194796581,1.0992699215014488,-0.15525287452693914,0.5793441059260298,2.8780019662678313,0.02883536585433731,261,0.048279320007791116,0.14131111692943532,0.4051101933889144,0.5385043789521035,-0.24000829728042694,0.20115687896981874,3.131671975813019,0.01571858434013842,293,0.14089881821130223,0.12280707416366712,1.135812086621594,1.8131478445338198,-0.11895891304607098,1.1844326297495191,2.845712509691497,0.01603449548730017,0.449323869203262,0.038855573993541795,0.13663128975821112,-0.20099886547080803,0,True,False,20
exp-0839c905e432cf44,xsmom_only,xsmom_global,1,score_inverse_volatility,4,10.0,0.9059513428721875,1126,0.09849858641516818,0.13629687594182543,0.7583340203144654,1.1000435496639058,-0.21403542552585575,0.4601975872600091,3.081772947226848,0.06673223728033521,521,0.09883635380494216,0.1388579334858678,0.7491042752450362,1.079094373074649,-0.15753618365357458,0.6273882705086052,3.1576916371433463,0.0316376412106093,261,0.06009703086260876,0.143420851909266,0.4795253661742417,0.6411842624983415,-0.21403542552585586,0.2807807666182294,3.14709032658345,0.015795972600736164,293,0.15193983434042568,0.13718306469600264,1.10058964782009,1.784811197548137,-0.15683228721413167,0.968804555741599,3.425011673677361,0.019298623468989744,0.4673600408636822,0.047074064141274706,0.14345994513054164,-0.11900280184946227,0,True,False,21
exp-e89c2c53b8423427,all_five_v4,xsmom_global+multi_mom_invvol+tsmom_vol_scaled+trend_clarity_momentum+moving_average_distance,4,score_inverse_volatility,4,10.0,0.8974775652292789,1126,0.09970942960484219,0.13871438422468174,0.7555528276032185,1.0887109150607142,-0.2617293066290729,0.38096394664030514,2.497758272313537,0.054086073358173906,521,0.10022553996427486,0.14074062296037143,0.7498984981919079,1.0890242594293353,-0.16978278487641996,0.5903162681494839,2.3882389986134727,0.023928317659184985,261,0.05733465485459277,0.14787088185748634,0.45211395695716916,0.5949803211309176,-0.261729306629073,0.2190608900204224,2.7651954780308854,0.013879154226270406,293,0.14263091445241227,0.13562369156224224,1.0517581463330414,1.6805739318935526,-0.14298590829154678,0.9975172809448419,2.529731994216556,0.014254066813566365,0.46826342408161015,0.04841275641494349,0.14556831728953779,-0.10733549974130542,0,True,False,22
exp-867c96959a7dfc58,momentum_core,xsmom_global+multi_mom_invvol+tsmom_vol_scaled,1,score_inverse_volatility,4,10.0,0.8941835781801002,1126,0.09656667585903622,0.13515945284439815,0.7505514226233132,1.0854413575502413,-0.26025575075378227,0.3710453105429903,3.408952500232417,0.07381693298580196,521,0.0954514348246569,0.13542483726626064,0.7417544860103554,1.0679225135206893,-0.15655055322110423,0.6097163686789789,3.4761082645224874,0.03482793088108108,261,0.06392921719048172,0.1453716897217695,0.5001159997045961,0.661432324516422,-0.2602557507537824,0.2456399791563592,3.638863866663753,0.01826429748460076,293,0.14677588187278623,0.1371756904106634,1.0677418496102455,1.7417165256733826,-0.1709763952251938,0.8584569915599579,3.6781045742192684,0.020724704620120105,0.4523009178195145,0.046973206494254384,0.14559032969395017,-0.1304109533890857,0,True,False,23
exp-258c5d0f584a04aa,xsmom_only,xsmom_global,4,inverse_volatility,6,10.0,0.8906960388194466,1126,0.09002630046333615,0.11648509343680397,0.7991869279826377,1.1403423459580524,-0.21479503867142735,0.4191265357904736,2.155570250029847,0.046676386567954,521,0.08381063278236378,0.1152705294283079,0.7566608940902687,1.0721943025297143,-0.1563221216191204,0.5361405789167114,2.192036093620926,0.0219625154764712,261,0.0786406511326081,0.12885065351966354,0.6527731287554955,0.8880395612026161,-0.21479503867142735,0.3661194952128524,2.3675669321131654,0.011883364793875693,293,0.12831831765974488,0.11737450815144054,1.0883272166256213,1.6696268108597347,-0.12174941648162174,1.0539542723731634,2.2770864418961407,0.0128305062976071,0.45972343365395524,0.03772855213236441,0.12665520501419086,-0.21584055175922834,0,True,False,24
exp-f0d9521ead3dca34,momentum_core,xsmom_global+multi_mom_invvol+tsmom_vol_scaled,1,inverse_volatility,6,10.0,0.888592131803706,1126,0.08540237685351393,0.11086189049203207,0.7954597387833895,1.146353016307163,-0.23331491662905357,0.36603907751554016,2.5524437646758376,0.055270224596634485,521,0.07907566286411782,0.10670545666715368,0.7671577678999868,1.1195567623380025,-0.16279506953817036,0.4857374556148769,2.4085271506681125,0.024131589336501665,261,0.07095340907708692,0.12720884770951146,0.6033696218445265,0.8095042821967285,-0.23331491662905357,0.30411004192198926,2.856901342415538,0.014339447122508758,293,0.1258610569212304,0.11229630016068534,1.1128478366890366,1.7284210063948762,-0.12997811842920737,0.9683249645576357,2.981425881080039,0.016799188137624065,0.4408478753299528,0.035094555180288145,0.1261823292456436,-0.25553913177791227,0,True,False,25
exp-35469438c653e5b2,xsmom_only,xsmom_global,1,inverse_volatility,4,10.0,0.8865839953756663,1126,0.09909621531437685,0.13021488051502464,0.7916798950456322,1.146156050293386,-0.19529144754168848,0.5074273172829188,2.9303687747533096,0.06345375462254282,521,0.095616923100593,0.13266438728996163,0.7555685606366815,1.08438500486138,-0.1824535469639238,0.5240617389559391,2.8598508014004373,0.028653505144800532,261,0.07669979679370309,0.13388198428765413,0.6198158015171574,0.8359189923662484,-0.19529144754168848,0.39274529304377315,2.9917885000322495,0.015016476894392637,293,0.14443601361366798,0.13397476275401912,1.0749263596889975,1.7070955211222338,-0.15568744921906308,0.9277306188659848,3.5111132229835564,0.01978377258334966,0.49162206253675494,0.04388211710026005,0.13217516894637021,-0.13120611467115526,0,True,False,26
exp-b832f1f8b7200fd7,time_series_momentum_only,tsmom_vol_scaled,1,inverse_volatility,4,10.0,0.8854894687638531,1126,0.06953563930870654,0.10956245923439714,0.6690529042048818,0.9503708256699374,-0.2294065154043985,0.30311100443738015,2.872106248263546,0.06219214683739909,521,0.07686002873319908,0.10543907375737337,0.7556532288512148,1.0906390980726175,-0.1479941747868606,0.5193449596505535,3.032182151121397,0.03038013270642784,261,0.051906695536029446,0.13507264664351956,0.44315252149660134,0.5832051133945585,-0.2294065154043986,0.22626513220223124,2.629972579266164,0.013200439292085937,293,0.08501639873772793,0.10088952020726487,0.8594376213229198,1.372805746489172,-0.18159302458884385,0.46816995823611,3.303078128402854,0.018611574838885314,0.3818494168508388,0.027316691530102195,0.13877226343494173,-0.33960397131133246,0,True,False,27
exp-4411d16167eabc5f,all_five_v4,xsmom_global+multi_mom_invvol+tsmom_vol_scaled+trend_clarity_momentum+moving_average_distance,8,inverse_volatility,6,10.0,0.8851073493429269,1126,0.09148132039892265,0.11772580646574944,0.8032857536239767,1.162809409822816,-0.2583024414338524,0.3541635916838584,1.8749018873687149,0.04059883702263794,521,0.08261355045097263,0.1158893463177235,0.7434828671119111,1.0832054452591224,-0.14583204321307708,0.566497928924063,1.7476298042221026,0.017509906307686837,261,0.08165721141783999,0.134311350408237,0.65255144107664,0.8933864392199218,-0.2583024414338524,0.3161302346371792,2.1146184887817276,0.010613758184077518,293,0.12246320170163916,0.11377550889253017,1.0732091106101378,1.6607203918786093,-0.11465732264701223,1.0680800743852912,1.8423720076346386,0.010381057658402866,0.4723584837641379,0.03768100347585107,0.12472532034684891,-0.20736150505140352,0,True,False,28
exp-36a0f3d51675c16f,all_five_v4,xsmom_global+multi_mom_invvol+tsmom_vol_scaled+trend_clarity_momentum+moving_average_distance,4,inverse_volatility,6,10.0,0.8844975457613167,1126,0.0974587900193935,0.11106785886178962,0.8936568349256244,1.322853315737574,-0.18483786430101834,0.5272663714653003,2.1275223135111148,0.04606904086564453,521,0.08223269543994993,0.11301019615398541,0.7563224660961274,1.1148880051688423,-0.1603913484094429,0.5127003186607573,1.9892636903145091,0.01993089197411268,261,0.09218770566520407,0.11295231081401934,0.8379352941130819,1.1778584043674778,-0.18483786430101845,0.49874903074551546,2.4105726858057834,0.012099220596063645,293,0.13301614955055063,0.11351639677920047,1.1580203939060711,1.8105724665685707,-0.10857338325763755,1.2251266890607249,2.1466624383658646,0.012095617200792276,0.4419271742167968,0.04603495522762191,0.12610086277056962,-0.16791433171319994,0,True,False,29
exp-69720421db726b02,time_series_momentum_only,tsmom_vol_scaled,4,inverse_volatility,6,10.0,0.8837579136515714,1126,0.06712260697206696,0.0962983032254373,0.7233207823831376,1.0393690082610185,-0.19574759185076807,0.34290387093619606,2.073406066539473,0.04489721597929705,521,0.06710832191318938,0.09110649559240502,0.7589792121008822,1.0942601651470185,-0.1344546807251551,0.4991148062027572,1.9643449012830205,0.01968122487631642,261,0.06335824707711457,0.11791685716976882,0.5804384356915884,0.7969577171533959,-0.19574759185076818,0.32367318789503635,2.4935653663871324,0.012515780012058492,293,0.08268666065634678,0.09244212538937123,0.9060633300515523,1.3980925346744957,-0.15198898502667058,0.5440306127568203,2.253962377911096,0.012700211090922139,0.3711594001291382,0.02495558014401339,0.13108577804426663,-0.38735040550800554,0,True,False,30
exp-65b74784442321a9,time_series_momentum_only,tsmom_vol_scaled,1,inverse_volatility,2,10.0,0.8822019600719204,1126,0.08087954377862516,0.13299678801608644,0.652050886001924,0.9366596564345742,-0.2275463037954033,0.3554421338847475,3.996686250514464,0.08654362919383243,521,0.09815260680795412,0.13839475857433958,0.7467080647993152,1.0752678835219336,-0.18110152972293914,0.5419755810904212,4.235970846596301,0.04244116944378217,261,0.044508555239877845,0.14547222688545142,0.3728718646121613,0.5018570807624081,-0.22186196013919102,0.20061372941965452,4.425166677284408,0.022210932745600587,293,0.09813335818581126,0.1230431079177083,0.8224258895949504,1.2943783580326211,-0.14329742897921927,0.6848228812258899,3.885185679970589,0.021891527004449667,0.2894757168394294,0.05185891218505747,0.17496628607269657,-0.19266580212867768,0,True,False,31
