effective_date,scenario,selected,available,missing,missing_ciks,turnover,cost,adverse_loss,candidate,cost_bps
2026-04-03,base,10,10,0,,0.45519546627228125,0.004135860111139674,0.0,composite_value__top10__floor25m,50
2023-01-06,adverse,10,10,0,,1.0,0.005,0.0,composite_value__top10__floor25m,50
2023-04-07,adverse,10,10,0,,0.16205087632247409,0.0008639327036019042,0.0,composite_value__top10__floor25m,50
2023-07-07,adverse,10,10,0,,0.3388463421947947,0.0020140876298794606,0.0,composite_value__top10__floor25m,50
2023-10-06,adverse,10,10,0,,0.24633819498120257,0.0013918993357084671,0.0,composite_value__top10__floor25m,50
2024-01-05,adverse,10,10,0,,0.39999999999999997,0.0025527604922261243,0.0,composite_value__top10__floor25m,50
2024-04-05,adverse,10,10,0,,0.4609105190847523,0.0032924075830138223,0.0,composite_value__top10__floor25m,50
2024-07-05,adverse,10,10,0,,0.32553610964334656,0.0023230871234206796,0.0,composite_value__top10__floor25m,50
2024-10-04,adverse,10,10,0,,0.46764398171506516,0.00381909951869168,0.0,composite_value__top10__floor25m,50
2025-01-03,adverse,10,10,0,,0.4790315689221829,0.004365937128846367,0.0,composite_value__top10__floor25m,50
2025-04-04,adverse,10,10,0,,0.2517985002215038,0.0018149646637795524,0.0,composite_value__top10__floor25m,50
2025-07-04,adverse,10,10,0,,0.46615732995317644,0.004439528278717622,0.0,composite_value__top10__floor25m,50
2025-10-03,adverse,10,10,0,,0.5028260248371398,0.0049990038779237495,0.0,composite_value__top10__floor25m,50
2026-01-02,adverse,10,10,0,,0.547913471963216,0.005195837181671181,0.0,composite_value__top10__floor25m,50
2026-04-03,adverse,10,10,0,,0.45519546627228125,0.004135860111139674,0.0,composite_value__top10__floor25m,50
2023-01-06,base,10,10,0,,1.0,0.005,0.0,composite_value__top10__floor500m,50
2023-04-07,base,10,10,0,,0.2161493770850951,0.0010795847109188884,0.0,composite_value__top10__floor500m,50
2023-07-07,base,10,10,0,,0.4091084556944337,0.002227324922322525,0.0,composite_value__top10__floor500m,50
2023-10-06,base,10,10,0,,0.4297518861028657,0.002320380151462019,0.0,composite_value__top10__floor500m,50
2024-01-05,base,10,10,0,,0.5198158579846751,0.003257059546817327,0.0,composite_value__top10__floor500m,50
2024-04-05,base,10,10,0,,0.2514691191155797,0.0017891973653727166,0.0,composite_value__top10__floor500m,50
2024-07-05,base,10,10,0,,0.34024759919038,0.002401523643939491,0.0,composite_value__top10__floor500m,50
2024-10-04,base,10,10,0,,0.4171561493856243,0.003122724359362546,0.0,composite_value__top10__floor500m,50
2025-01-03,base,10,10,0,,0.423201056111514,0.0031564172436054643,0.0,composite_value__top10__floor500m,50
2025-04-04,base,10,10,0,,0.4398258414440944,0.002592260889589768,0.0,composite_value__top10__floor500m,50
2025-07-04,base,10,10,0,,0.4562392386765829,0.003808806802378359,0.0,composite_value__top10__floor500m,50
2025-10-03,base,10,10,0,,0.4063744891432037,0.003606556715058799,0.0,composite_value__top10__floor500m,50
2026-01-02,base,10,10,0,,0.43605658682803483,0.003713468013504816,0.0,composite_value__top10__floor500m,50
2026-04-03,base,10,10,0,,0.5678675201043114,0.005042580913422329,0.0,composite_value__top10__floor500m,50
2023-01-06,adverse,10,10,0,,1.0,0.005,0.0,composite_value__top10__floor500m,50
2023-04-07,adverse,10,10,0,,0.2161493770850951,0.0010795847109188884,0.0,composite_value__top10__floor500m,50
2023-07-07,adverse,10,10,0,,0.4091084556944337,0.002227324922322525,0.0,composite_value__top10__floor500m,50
2023-10-06,adverse,10,10,0,,0.4297518861028657,0.002320380151462019,0.0,composite_value__top10__floor500m,50
2024-01-05,adverse,10,10,0,,0.5198158579846751,0.003257059546817327,0.0,composite_value__top10__floor500m,50
2024-04-05,adverse,10,10,0,,0.2514691191155797,0.0017891973653727166,0.0,composite_value__top10__floor500m,50
2024-07-05,adverse,10,10,0,,0.34024759919038,0.002401523643939491,0.0,composite_value__top10__floor500m,50
2024-10-04,adverse,10,10,0,,0.4171561493856243,0.003122724359362546,0.0,composite_value__top10__floor500m,50
2025-01-03,adverse,10,10,0,,0.423201056111514,0.0031564172436054643,0.0,composite_value__top10__floor500m,50
2025-04-04,adverse,10,10,0,,0.4398258414440944,0.002592260889589768,0.0,composite_value__top10__floor500m,50
2025-07-04,adverse,10,10,0,,0.4562392386765829,0.003808806802378359,0.0,composite_value__top10__floor500m,50
2025-10-03,adverse,10,10,0,,0.4063744891432037,0.003606556715058799,0.0,composite_value__top10__floor500m,50
2026-01-02,adverse,10,10,0,,0.43605658682803483,0.003713468013504816,0.0,composite_value__top10__floor500m,50
2026-04-03,adverse,10,10,0,,0.5678675201043114,0.005042580913422329,0.0,composite_value__top10__floor500m,50
2023-01-06,base,10,10,0,,1.0,0.005,0.0,composite_value__top10__floor50m,50
2023-04-07,base,10,10,0,,0.3238382822436951,0.0015898904577251677,0.0,composite_value__top10__floor50m,50
2023-07-07,base,10,10,0,,0.3388463421947947,0.0018532632047496282,0.0,composite_value__top10__floor50m,50
2023-10-06,base,10,10,0,,0.3403858925586549,0.001769727363813313,0.0,composite_value__top10__floor50m,50
2024-01-05,base,10,10,0,,0.4162316457815032,0.0024166636679898035,0.0,composite_value__top10__floor50m,50
2024-04-05,base,10,10,0,,0.4609105190847521,0.0029950861084318625,0.0,composite_value__top10__floor50m,50
2024-07-05,base,10,10,0,,0.32553610964334656,0.002113300311884565,0.0,composite_value__top10__floor50m,50
2024-10-04,base,10,10,0,,0.46764398171506516,0.0034742150316278897,0.0,composite_value__top10__floor50m,50
2025-01-03,base,10,10,0,,0.4790315689221829,0.003971670370448104,0.0,composite_value__top10__floor50m,50
2025-04-04,base,10,10,0,,0.25179850022150385,0.0016510639447637392,0.0,composite_value__top10__floor50m,50
2025-07-04,base,10,10,0,,0.4661573299531765,0.0040386158579448755,0.0,composite_value__top10__floor50m,50
2025-10-03,base,10,10,0,,0.5028260248371397,0.004547567909882191,0.0,composite_value__top10__floor50m,50
2026-01-02,base,10,10,0,,0.547913471963216,0.0047266261457981195,0.0,composite_value__top10__floor50m,50
2026-04-03,base,10,10,0,,0.4551954662722813,0.0037623705002989907,0.0,composite_value__top10__floor50m,50
2023-01-06,adverse,10,10,0,,1.0,0.005,0.0,composite_value__top10__floor50m,50
2023-04-07,adverse,10,10,0,,0.3238382822436951,0.0015898904577251677,0.0,composite_value__top10__floor50m,50
2023-07-07,adverse,10,10,0,,0.3388463421947947,0.0018532632047496282,0.0,composite_value__top10__floor50m,50
2023-10-06,adverse,10,10,0,,0.3403858925586549,0.001769727363813313,0.0,composite_value__top10__floor50m,50
2024-01-05,adverse,10,10,0,,0.4162316457815032,0.0024166636679898035,0.0,composite_value__top10__floor50m,50
2024-04-05,adverse,10,10,0,,0.4609105190847521,0.0029950861084318625,0.0,composite_value__top10__floor50m,50
2024-07-05,adverse,10,10,0,,0.32553610964334656,0.002113300311884565,0.0,composite_value__top10__floor50m,50
2024-10-04,adverse,10,10,0,,0.46764398171506516,0.0034742150316278897,0.0,composite_value__top10__floor50m,50
2025-01-03,adverse,10,10,0,,0.4790315689221829,0.003971670370448104,0.0,composite_value__top10__floor50m,50
2025-04-04,adverse,10,10,0,,0.25179850022150385,0.0016510639447637392,0.0,composite_value__top10__floor50m,50
2025-07-04,adverse,10,10,0,,0.4661573299531765,0.0040386158579448755,0.0,composite_value__top10__floor50m,50
2025-10-03,adverse,10,10,0,,0.5028260248371397,0.004547567909882191,0.0,composite_value__top10__floor50m,50
2026-01-02,adverse,10,10,0,,0.547913471963216,0.0047266261457981195,0.0,composite_value__top10__floor50m,50
2026-04-03,adverse,10,10,0,,0.4551954662722813,0.0037623705002989907,0.0,composite_value__top10__floor50m,50
2023-01-06,base,20,20,0,,1.0,0.005,0.0,composite_value__top20__floor0m,50
2023-04-07,base,20,20,0,,0.28208354380944584,0.001459725007201174,0.0,composite_value__top20__floor0m,50
2023-07-07,base,20,20,0,,0.42959245864647183,0.002419568520194187,0.0,composite_value__top20__floor0m,50
2023-10-06,base,20,20,0,,0.2958391343103822,0.001579351099885264,0.0,composite_value__top20__floor0m,50
2024-01-05,base,20,20,0,,0.4782395493307541,0.0028240771133582047,0.0,composite_value__top20__floor0m,50
2024-04-05,base,20,20,0,,0.27746297103524564,0.0018743741316582002,0.0,composite_value__top20__floor0m,50
2024-07-05,base,20,20,0,,0.4323493557885596,0.002812049384014782,0.0,composite_value__top20__floor0m,50
2024-10-04,base,20,20,0,,0.3974123853258939,0.002747622221415603,0.0,composite_value__top20__floor0m,50
2025-01-03,base,20,20,0,,0.44776119252897295,0.003361637656455792,0.0,composite_value__top20__floor0m,50
2025-04-04,base,20,20,0,,0.3195582007095103,0.001900913781525857,0.0,composite_value__top20__floor0m,50
2025-07-04,base,20,20,0,,0.45389481572790397,0.0035057564734685856,0.0,composite_value__top20__floor0m,50
2025-10-03,base,20,20,0,,0.3368313761633698,0.002930434276024997,0.0,composite_value__top20__floor0m,50
2026-01-02,base,20,20,0,,0.46577185835382795,0.003837660684358734,0.0,composite_value__top20__floor0m,50
2026-04-03,base,20,20,0,,0.4176563976211626,0.0032964163313681447,0.0,composite_value__top20__floor0m,50
2023-01-06,adverse,20,20,0,,1.0,0.005,0.0,composite_value__top20__floor0m,50
2023-04-07,adverse,20,20,0,,0.28208354380944584,0.001459725007201174,0.0,composite_value__top20__floor0m,50
2023-07-07,adverse,20,20,0,,0.42959245864647183,0.002419568520194187,0.0,composite_value__top20__floor0m,50
2023-10-06,adverse,20,20,0,,0.2958391343103822,0.001579351099885264,0.0,composite_value__top20__floor0m,50
2024-01-05,adverse,20,20,0,,0.4782395493307541,0.0028240771133582047,0.0,composite_value__top20__floor0m,50
2024-04-05,adverse,20,20,0,,0.27746297103524564,0.0018743741316582002,0.0,composite_value__top20__floor0m,50
2024-07-05,adverse,20,20,0,,0.4323493557885596,0.002812049384014782,0.0,composite_value__top20__floor0m,50
2024-10-04,adverse,20,20,0,,0.3974123853258939,0.002747622221415603,0.0,composite_value__top20__floor0m,50
2025-01-03,adverse,20,20,0,,0.44776119252897295,0.003361637656455792,0.0,composite_value__top20__floor0m,50
2025-04-04,adverse,20,20,0,,0.3195582007095103,0.001900913781525857,0.0,composite_value__top20__floor0m,50
2025-07-04,adverse,20,20,0,,0.45389481572790397,0.0035057564734685856,0.0,composite_value__top20__floor0m,50
2025-10-03,adverse,20,20,0,,0.3368313761633698,0.002930434276024997,0.0,composite_value__top20__floor0m,50
2026-01-02,adverse,20,20,0,,0.46577185835382795,0.003837660684358734,0.0,composite_value__top20__floor0m,50
2026-04-03,adverse,20,20,0,,0.4176563976211626,0.0032964163313681447,0.0,composite_value__top20__floor0m,50
2023-01-06,base,20,20,0,,1.0,0.005,0.0,composite_value__top20__floor100m,50
2023-04-07,base,20,20,0,,0.38317525941037883,0.0019987605922492826,0.0,composite_value__top20__floor100m,50
2023-07-07,base,20,20,0,,0.45774458073218993,0.0025477499368595125,0.0,composite_value__top20__floor100m,50
2023-10-06,base,20,20,0,,0.4011690472813448,0.0021116489511479757,0.0,composite_value__top20__floor100m,50
2024-01-05,base,20,20,0,,0.44451769344647335,0.0025885891679094226,0.0,composite_value__top20__floor100m,50
2024-04-05,base,20,20,0,,0.42354946141415756,0.002744127063313712,0.0,composite_value__top20__floor100m,50
2024-07-05,base,20,20,0,,0.47847437181891106,0.0030344372631042104,0.0,composite_value__top20__floor100m,50
2024-10-04,base,20,20,0,,0.3504731352552067,0.002287105319313083,0.0,composite_value__top20__floor100m,50
2025-01-03,base,20,20,0,,0.43976459684968267,0.003032109708033556,0.0,composite_value__top20__floor100m,50
2025-04-04,base,20,20,0,,0.4046276186492864,0.002112252120754667,0.0,composite_value__top20__floor100m,50
2025-07-04,base,20,20,0,,0.5798996117303261,0.003915739129711608,0.0,composite_value__top20__floor100m,50
2025-10-03,base,20,20,0,,0.29081347622746434,0.002172935843034721,0.0,composite_value__top20__floor100m,50
2026-01-02,base,20,20,0,,0.39637362580445046,0.002878622177178124,0.0,composite_value__top20__floor100m,50
2026-04-03,base,20,20,0,,0.5205642332172497,0.0037962673751845474,0.0,composite_value__top20__floor100m,50
2023-01-06,adverse,20,20,0,,1.0,0.005,0.0,composite_value__top20__floor100m,50
2023-04-07,adverse,20,20,0,,0.38317525941037883,0.0019987605922492826,0.0,composite_value__top20__floor100m,50
2023-07-07,adverse,20,20,0,,0.45774458073218993,0.0025477499368595125,0.0,composite_value__top20__floor100m,50
2023-10-06,adverse,20,20,0,,0.4011690472813448,0.0021116489511479757,0.0,composite_value__top20__floor100m,50
2024-01-05,adverse,20,20,0,,0.44451769344647335,0.0025885891679094226,0.0,composite_value__top20__floor100m,50
2024-04-05,adverse,20,20,0,,0.42354946141415756,0.002744127063313712,0.0,composite_value__top20__floor100m,50
2024-07-05,adverse,20,20,0,,0.47847437181891106,0.0030344372631042104,0.0,composite_value__top20__floor100m,50
2024-10-04,adverse,20,20,0,,0.3504731352552067,0.002287105319313083,0.0,composite_value__top20__floor100m,50
2025-01-03,adverse,20,20,0,,0.43976459684968267,0.003032109708033556,0.0,composite_value__top20__floor100m,50
2025-04-04,adverse,20,20,0,,0.4046276186492864,0.002112252120754667,0.0,composite_value__top20__floor100m,50
2025-07-04,adverse,20,20,0,,0.5798996117303261,0.003915739129711608,0.0,composite_value__top20__floor100m,50
2025-10-03,adverse,20,20,0,,0.29081347622746434,0.002172935843034721,0.0,composite_value__top20__floor100m,50
2026-01-02,adverse,20,20,0,,0.39637362580445046,0.002878622177178124,0.0,composite_value__top20__floor100m,50
2026-04-03,adverse,20,20,0,,0.5205642332172497,0.0037962673751845474,0.0,composite_value__top20__floor100m,50
2023-01-06,base,20,20,0,,1.0,0.005,0.0,composite_value__top20__floor250m,50
2023-04-07,base,20,20,0,,0.33460711377005775,0.0017865750563333858,0.0,composite_value__top20__floor250m,50
2023-07-07,base,20,20,0,,0.46285837995612905,0.0026562231274868363,0.0,composite_value__top20__floor250m,50
2023-10-06,base,20,20,0,,0.3594949659142382,0.001979836654763982,0.0,composite_value__top20__floor250m,50
2024-01-05,base,20,20,0,,0.34757897049367725,0.002113498629036114,0.0,composite_value__top20__floor250m,50
2024-04-05,base,20,20,0,,0.3809722744499257,0.0026082574617164777,0.0,composite_value__top20__floor250m,50
2024-07-05,base,20,20,0,,0.47583910262319845,0.003167409955259546,0.0,composite_value__top20__floor250m,50
2024-10-04,base,20,20,0,,0.320847726918323,0.0021797001301422083,0.0,composite_value__top20__floor250m,50
2025-01-03,base,20,20,0,,0.39134606728765176,0.0028264656075526074,0.0,composite_value__top20__floor250m,50
2025-04-04,base,20,20,0,,0.34526724418590043,0.0018264688068998724,0.0,composite_value__top20__floor250m,50
2025-07-04,base,20,20,0,,0.5788809895293547,0.004057463717761661,0.0,composite_value__top20__floor250m,50
2025-10-03,base,20,20,0,,0.3536399422550203,0.002689366665833352,0.0,composite_value__top20__floor250m,50
2026-01-02,base,20,20,0,,0.3503445234161591,0.002653586970494789,0.0,composite_value__top20__floor250m,50
2026-04-03,base,20,20,0,,0.42708264837724724,0.0033058129979766883,0.0,composite_value__top20__floor250m,50
2023-01-06,adverse,20,20,0,,1.0,0.005,0.0,composite_value__top20__floor250m,50
2023-04-07,adverse,20,20,0,,0.33460711377005775,0.0017865750563333858,0.0,composite_value__top20__floor250m,50
2023-07-07,adverse,20,20,0,,0.46285837995612905,0.0026562231274868363,0.0,composite_value__top20__floor250m,50
2023-10-06,adverse,20,20,0,,0.3594949659142382,0.001979836654763982,0.0,composite_value__top20__floor250m,50
2024-01-05,adverse,20,20,0,,0.34757897049367725,0.002113498629036114,0.0,composite_value__top20__floor250m,50
2024-04-05,adverse,20,20,0,,0.3809722744499257,0.0026082574617164777,0.0,composite_value__top20__floor250m,50
2024-07-05,adverse,20,20,0,,0.47583910262319845,0.003167409955259546,0.0,composite_value__top20__floor250m,50
2024-10-04,adverse,20,20,0,,0.320847726918323,0.0021797001301422083,0.0,composite_value__top20__floor250m,50
2025-01-03,adverse,20,20,0,,0.39134606728765176,0.0028264656075526074,0.0,composite_value__top20__floor250m,50
2025-04-04,adverse,20,20,0,,0.34526724418590043,0.0018264688068998724,0.0,composite_value__top20__floor250m,50
2025-07-04,adverse,20,20,0,,0.5788809895293547,0.004057463717761661,0.0,composite_value__top20__floor250m,50
2025-10-03,adverse,20,20,0,,0.3536399422550203,0.002689366665833352,0.0,composite_value__top20__floor250m,50
2026-01-02,adverse,20,20,0,,0.3503445234161591,0.002653586970494789,0.0,composite_value__top20__floor250m,50
2026-04-03,adverse,20,20,0,,0.42708264837724724,0.0033058129979766883,0.0,composite_value__top20__floor250m,50
2023-01-06,base,20,20,0,,1.0,0.005,0.0,composite_value__top20__floor25m,50
2023-04-07,base,20,20,0,,0.2830426515697289,0.0014749279766095476,0.0,composite_value__top20__floor25m,50
2023-07-07,base,20,20,0,,0.4195294505371699,0.002385564831230942,0.0,composite_value__top20__floor25m,50
2023-10-06,base,20,20,0,,0.341728673765508,0.0018135280585676562,0.0,composite_value__top20__floor25m,50
2024-01-05,base,20,20,0,,0.4800437678165574,0.002847199915400417,0.0,composite_value__top20__floor25m,50
2024-04-05,base,20,20,0,,0.27746297103524564,0.001882601576990039,0.0,composite_value__top20__floor25m,50
2024-07-05,base,20,20,0,,0.43234935578855965,0.0028243926948760697,0.0,composite_value__top20__floor25m,50
