annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_exposure,average_risky_exposure,active_weeks,strategy_name,algorithm,reward_variant,seed,split,total_timesteps
0.029023189332768817,0.11953517681938661,0.2428004049102786,-0.44362231188737467,0.06542319571189,-0.0414551489360802,0.09038905729688625,0.004700230979438084,0.04835247655691051,0.7975039870849551,938,ppo__turnover_penalized__seed2__softmax_long_only,PPO,turnover_penalized,2,train,25000
0.06102513369253404,0.09621553472844507,0.634254477354088,-0.1281032812112627,0.4763744778082139,-0.031443561844691846,0.10666366590602884,0.005546510627113499,0.05565267063460304,0.7892358897669801,103,ppo__turnover_penalized__seed2__softmax_long_only,PPO,turnover_penalized,2,validation,25000
0.09808379038781001,0.14685602496047337,0.6678908162890115,-0.2899311081227859,0.3383003328717369,-0.048882570425499636,0.0887670577067623,0.004615887000751639,0.05861058131175459,0.7958498374302941,331,ppo__turnover_penalized__seed2__softmax_long_only,PPO,turnover_penalized,2,holdout,25000
0.028593664714158917,0.11999686398264686,0.23828676654661526,-0.4660071540835946,0.06135885353603316,-0.04175563229081341,0.07477926137620833,0.003888521591562833,0.04809596179835578,0.7974578156304766,938,ppo__risk_aware__seed0__softmax_long_only,PPO,risk_aware,0,train,25000
0.05299777340186451,0.09698062360827553,0.5464779605453282,-0.1372432157825515,0.3861595132384126,-0.03177624626906464,0.08952103915072761,0.004655094035837836,0.04970480573987498,0.7960782179844033,103,ppo__risk_aware__seed0__softmax_long_only,PPO,risk_aware,0,validation,25000
0.09687517601622009,0.14792447939056672,0.6548961768554847,-0.29116730319045336,0.3327130998388709,-0.049741657657266625,0.07591421811017025,0.0039475393417288535,0.051276132104259964,0.7970237921011772,331,ppo__risk_aware__seed0__softmax_long_only,PPO,risk_aware,0,holdout,25000
0.02985367487156565,0.11589604977050173,0.25759009846049225,-0.43785717141956393,0.06818130847275591,-0.03989450774953476,0.0779825870448084,0.004055094526330037,0.052965189548713695,0.8080790682769279,938,ppo__risk_aware__seed1__softmax_long_only,PPO,risk_aware,1,train,25000
0.05499949805992288,0.10289676564898524,0.5345114369050654,-0.14056604452596855,0.3912715780357761,-0.034806263122667026,0.09162273746237014,0.004764382348043247,0.05569247706133185,0.8103091533033593,103,ppo__risk_aware__seed1__softmax_long_only,PPO,risk_aware,1,validation,25000
0.10244308985009387,0.1465472861904244,0.6990446054182042,-0.28330075088973616,0.36160543001866546,-0.04883766365966004,0.08080666713709198,0.004201946691128783,0.059627479550026334,0.7927339945855097,331,ppo__risk_aware__seed1__softmax_long_only,PPO,risk_aware,1,holdout,25000
0.02904113457366231,0.1188412249727779,0.24436919579308067,-0.44135518963803877,0.06579991638362591,-0.041264520802477965,0.10465235638616881,0.005441922532080778,0.0553434610879148,0.7938884410745045,938,ppo__risk_aware__seed2__softmax_long_only,PPO,risk_aware,2,train,25000
0.052347854132678506,0.09913434190478171,0.5280496458327074,-0.13629904634733847,0.3840661804725878,-0.03254248330134625,0.1179737009252738,0.0061346324481142385,0.05713064458619044,0.7887578098808677,103,ppo__risk_aware__seed2__softmax_long_only,PPO,risk_aware,2,validation,25000
0.09190435660902407,0.14757348263915127,0.6227701275692591,-0.2994551778907246,0.30690521785721553,-0.04936454379378962,0.0950852363311272,0.004944432289218615,0.05671638789448853,0.7933279336669293,331,ppo__risk_aware__seed2__softmax_long_only,PPO,risk_aware,2,holdout,25000
0.028730960519157245,0.12057738937474945,0.23827817692969475,-0.4656099565499071,0.061706069887441664,-0.04186712113895224,0.07454163468341583,0.003876165003537623,0.04843951995049649,0.7981551922142887,938,ppo__defensive_regime_aware__seed0__softmax_long_only,PPO,defensive_regime_aware,0,train,25000
0.05208309117118515,0.09778307596971565,0.5326391162752517,-0.14075397208160345,0.3700292815963267,-0.03209255291724949,0.09055143746646863,0.0047086747482563696,0.0499101948824901,0.7965403957274354,103,ppo__defensive_regime_aware__seed0__softmax_long_only,PPO,defensive_regime_aware,0,validation,25000
0.0953199831444731,0.14960613291494035,0.6371395429268129,-0.29914461000327164,0.31864182056775353,-0.05030267604534344,0.07478841452147485,0.003888997555116692,0.05154722285234676,0.797946718614267,331,ppo__defensive_regime_aware__seed0__softmax_long_only,PPO,defensive_regime_aware,0,holdout,25000
0.029551425840150136,0.11611842258790737,0.25449386222740195,-0.43985359775715827,0.0671846859746851,-0.04005408708391692,0.0775937507254705,0.004034875037724466,0.05236546046682385,0.8088184445619837,938,ppo__defensive_regime_aware__seed1__softmax_long_only,PPO,defensive_regime_aware,1,train,25000
0.054325139721292715,0.10216237117054289,0.5317529252586164,-0.14129838053111354,0.3844710711976664,-0.03451658419689188,0.09213165861093303,0.004790846247768517,0.056648707143890045,0.8070846629663578,103,ppo__defensive_regime_aware__seed1__softmax_long_only,PPO,defensive_regime_aware,1,validation,25000
0.10242545228714173,0.1462719449580265,0.7002399012095808,-0.28091331375711337,0.36461586998935214,-0.048681769581146506,0.08226189355498174,0.004277618464859051,0.060636357165130245,0.7938768182096164,331,ppo__defensive_regime_aware__seed1__softmax_long_only,PPO,defensive_regime_aware,1,holdout,25000
0.029162922724406792,0.11911220707593792,0.2448357178522809,-0.44213003657822747,0.06596005770181801,-0.041326278833459316,0.10159694142877929,0.005283040954296523,0.05448035752650962,0.7950154657302889,938,ppo__defensive_regime_aware__seed2__softmax_long_only,PPO,defensive_regime_aware,2,train,25000
0.051171853667478784,0.09879336131110374,0.5179685455416061,-0.13660655252219434,0.37459296587669133,-0.03247050222311661,0.1170898201215325,0.006088670646319691,0.05559760547306353,0.7911644330591832,103,ppo__defensive_regime_aware__seed2__softmax_long_only,PPO,defensive_regime_aware,2,validation,25000
0.09170293567172827,0.14707188387253317,0.6235245871413939,-0.29752711991670566,0.3082170650440236,-0.04923494465029586,0.09176982122155475,0.004772030703520847,0.055279068356194165,0.7937548300560867,331,ppo__defensive_regime_aware__seed2__softmax_long_only,PPO,defensive_regime_aware,2,holdout,25000
