strategy_name,audit_type,item,category,average_weight,max_weight,holding_frequency
ppo__defensive_regime_aware__seed0__softmax_long_only,ticker,IWM,US broad equity,0.043411724201862185,0.08564122766256332,1.0
ppo__defensive_regime_aware__seed0__softmax_long_only,ticker,HYG,Credit,0.04193399920834515,0.07203289866447449,1.0
ppo__defensive_regime_aware__seed0__softmax_long_only,ticker,TLT,Bonds,0.03906882280241867,0.08748351037502289,1.0
ppo__defensive_regime_aware__seed0__softmax_long_only,category,Bonds,Bonds,0.14548537948835652,0.17078762501478195,1.0
ppo__defensive_regime_aware__seed0__softmax_long_only,category,Commodities,Commodities,0.19957193532491557,0.2680186592042446,1.0
ppo__defensive_regime_aware__seed0__softmax_long_only,category,Credit,Credit,0.09850190151088907,0.12627118825912476,1.0
ppo__defensive_regime_aware__seed0__softmax_long_only,category,International equity,International equity,0.12284221452888765,0.20165689289569855,1.0
ppo__defensive_regime_aware__seed0__softmax_long_only,category,Real estate,Real estate,0.04666285118330101,0.08873036503791809,1.0
ppo__defensive_regime_aware__seed0__softmax_long_only,category,US broad equity,US broad equity,0.147047978693625,0.18547217547893524,1.0
ppo__defensive_regime_aware__seed0__softmax_long_only,category,US sectors,US sectors,0.23988773942759029,0.28606538102030754,1.0
ppo__defensive_regime_aware__seed0__softmax_long_only,summary,average_SPY_QQQ_SMH_weight,,0.1537199323079647,0.18392666801810265,
ppo__defensive_regime_aware__seed0__softmax_long_only,summary,average_BIL_weight,,0.05154722285234676,0.07188395410776138,
ppo__defensive_regime_aware__seed0__softmax_long_only,summary,average_safe_asset_weight,,0.20205328179090046,0.2343545239418745,
ppo__defensive_regime_aware__seed0__softmax_long_only,summary,average_top3_weight,,0.21949222384532774,0.28893544524908066,
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,QQQ,US broad equity,0.0658326053322262,0.11778780817985535,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,BIL,Bonds,0.060636357165130245,0.092331662774086,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,IEF,Bonds,0.057672290058294454,0.0899103507399559,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,SMH,US sectors,0.05455535741415989,0.07272060960531235,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,XLF,US sectors,0.05401247846148345,0.09446258097887039,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,GLD,Commodities,0.05397686638568283,0.11941616237163544,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,SPY,US broad equity,0.05239223530712985,0.07585519552230835,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,HYG,Credit,0.048980661715715676,0.07076041400432587,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,EFA,International equity,0.04892731462450546,0.06736793369054794,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,USO,Commodities,0.048023436094698946,0.07767724990844727,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,XLE,US sectors,0.0475415697945929,0.07295522838830948,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,IWM,US broad equity,0.04744578760646261,0.06293627619743347,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,SLV,Commodities,0.047394756655408536,0.07857364416122437,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,XLV,US sectors,0.04723934033531076,0.06647095829248428,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,XLK,US sectors,0.04638292737237636,0.09456627070903778,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,DBC,Commodities,0.04566680773349867,0.08375634253025055,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,LQD,Credit,0.04536521715024807,0.0715201199054718,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,EEM,International equity,0.04279218869582044,0.06940901279449463,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,VNQ,Real estate,0.04271248485499098,0.07353299111127853,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,ticker,TLT,Bonds,0.04244931723100901,0.06501862406730652,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,category,Bonds,Bonds,0.16075796445443372,0.2051853910088539,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,category,Commodities,Commodities,0.195061866869289,0.2950510196387768,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,category,Credit,Credit,0.09434587886596374,0.1384289711713791,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,category,International equity,International equity,0.0917195033203259,0.1239895224571228,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,category,Real estate,Real estate,0.04271248485499098,0.07353299111127853,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,category,US broad equity,US broad equity,0.16567062824581866,0.22207294031977654,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,category,US sectors,US sectors,0.24973167337792337,0.3155357576906681,1.0
ppo__defensive_regime_aware__seed1__softmax_long_only,summary,average_SPY_QQQ_SMH_weight,,0.17278019805351594,0.22326117753982544,
ppo__defensive_regime_aware__seed1__softmax_long_only,summary,average_BIL_weight,,0.060636357165130245,0.092331662774086,
ppo__defensive_regime_aware__seed1__softmax_long_only,summary,average_safe_asset_weight,,0.20612318160468177,0.2548160180449486,
ppo__defensive_regime_aware__seed1__softmax_long_only,summary,average_top3_weight,,0.2226231805417473,0.26560740172863007,
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,LQD,Credit,0.05812254639798241,0.11970747262239456,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,BIL,Bonds,0.055279068356194165,0.11512384563684464,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,IWM,US broad equity,0.054583205140879505,0.0766829401254654,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,VNQ,Real estate,0.05303809688260548,0.11757012456655502,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,USO,Commodities,0.05302740337490315,0.07477080821990967,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,HYG,Credit,0.052210184692030946,0.07255825400352478,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,SPY,US broad equity,0.05183449080298314,0.07504697889089584,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,DBC,Commodities,0.05177171811956653,0.09448511153459549,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,XLK,US sectors,0.05069672951075246,0.07766997814178467,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,EEM,International equity,0.049366604885666035,0.06546840816736221,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,GLD,Commodities,0.04921200821947115,0.06442644447088242,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,SLV,Commodities,0.04899346009121921,0.07604839652776718,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,QQQ,US broad equity,0.04860795698947417,0.06302734464406967,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,SMH,US sectors,0.0483698460788345,0.06812865287065506,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,XLV,US sectors,0.0482458147442593,0.059339575469493866,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,IEF,Bonds,0.04785756326176429,0.07550030201673508,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,XLE,US sectors,0.04726360929606544,0.06252957135438919,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,XLF,US sectors,0.04557519884965751,0.07044195383787155,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,TLT,Bonds,0.04498599147778624,0.06059415265917778,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,ticker,EFA,International equity,0.04095850284478635,0.06955131888389587,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,category,Bonds,Bonds,0.1481226230957447,0.21621081233024597,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,category,Commodities,Commodities,0.20300458980516004,0.25081367418169975,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,category,Credit,Credit,0.11033273109001335,0.16151362657546997,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,category,International equity,International equity,0.09032510773045238,0.11623647063970566,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,category,Real estate,Real estate,0.05303809688260548,0.11757012456655502,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,category,US broad equity,US broad equity,0.1550256529333368,0.18279797583818436,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,category,US sectors,US sectors,0.2401511984795692,0.2654769495129585,1.0
ppo__defensive_regime_aware__seed2__softmax_long_only,summary,average_SPY_QQQ_SMH_weight,,0.1488122938712918,0.19046325609087944,
ppo__defensive_regime_aware__seed2__softmax_long_only,summary,average_BIL_weight,,0.055279068356194165,0.11512384563684464,
ppo__defensive_regime_aware__seed2__softmax_long_only,summary,average_safe_asset_weight,,0.2062451694937271,0.24775684997439384,
ppo__defensive_regime_aware__seed2__softmax_long_only,summary,average_top3_weight,,0.20802860362652206,0.2725699134171009,
ppo__return_only__seed0__softmax_long_only,ticker,LQD,Credit,0.06338553611200382,0.09487875550985336,1.0
ppo__return_only__seed0__softmax_long_only,ticker,EFA,International equity,0.06006637498106121,0.1191268041729927,1.0
ppo__return_only__seed0__softmax_long_only,ticker,IEF,Bonds,0.05851468934010703,0.08567817509174347,1.0
ppo__return_only__seed0__softmax_long_only,ticker,EEM,International equity,0.054519019559520966,0.07630311697721481,1.0
ppo__return_only__seed0__softmax_long_only,ticker,XLK,US sectors,0.05386885675936487,0.08065321296453476,1.0
ppo__return_only__seed0__softmax_long_only,ticker,SMH,US sectors,0.05275095832672004,0.07779696583747864,1.0
ppo__return_only__seed0__softmax_long_only,ticker,SPY,US broad equity,0.05205189954388178,0.06938610970973969,1.0
ppo__return_only__seed0__softmax_long_only,ticker,BIL,Bonds,0.05118033763730274,0.07430671900510788,1.0
ppo__return_only__seed0__softmax_long_only,ticker,XLV,US sectors,0.04948232392710141,0.07323117554187775,1.0
ppo__return_only__seed0__softmax_long_only,ticker,GLD,Commodities,0.049474807382980504,0.06533554941415787,1.0
ppo__return_only__seed0__softmax_long_only,ticker,XLE,US sectors,0.04916313705892721,0.06676307320594788,1.0
ppo__return_only__seed0__softmax_long_only,ticker,HYG,Credit,0.048526226337492644,0.06156820058822632,1.0
ppo__return_only__seed0__softmax_long_only,ticker,VNQ,Real estate,0.04817270949550446,0.08202514052391052,1.0
ppo__return_only__seed0__softmax_long_only,ticker,QQQ,US broad equity,0.04780050943355186,0.0719672441482544,1.0
ppo__return_only__seed0__softmax_long_only,ticker,USO,Commodities,0.046436592947770465,0.06085467338562012,1.0
ppo__return_only__seed0__softmax_long_only,ticker,DBC,Commodities,0.04567400644057827,0.0647498145699501,1.0
ppo__return_only__seed0__softmax_long_only,ticker,SLV,Commodities,0.0450760317105361,0.07567224651575089,1.0
ppo__return_only__seed0__softmax_long_only,ticker,IWM,US broad equity,0.043107185101986294,0.07556971907615662,1.0
ppo__return_only__seed0__softmax_long_only,ticker,TLT,Bonds,0.04081599229209553,0.08994287252426147,1.0
ppo__return_only__seed0__softmax_long_only,ticker,XLF,US sectors,0.03993280540892905,0.09248828887939453,1.0
ppo__return_only__seed0__softmax_long_only,category,Bonds,Bonds,0.1505110192695053,0.17925455793738365,1.0
ppo__return_only__seed0__softmax_long_only,category,Commodities,Commodities,0.18666143848186534,0.23347997292876244,1.0
ppo__return_only__seed0__softmax_long_only,category,Credit,Credit,0.11191176244949647,0.14152433723211288,1.0
ppo__return_only__seed0__softmax_long_only,category,International equity,International equity,0.11458539454058218,0.18662602454423904,1.0
ppo__return_only__seed0__softmax_long_only,category,Real estate,Real estate,0.04817270949550446,0.08202514052391052,1.0
ppo__return_only__seed0__softmax_long_only,category,US broad equity,US broad equity,0.14295959407941994,0.17829996719956398,1.0
ppo__return_only__seed0__softmax_long_only,category,US sectors,US sectors,0.24519808148104258,0.2956800013780594,1.0
ppo__return_only__seed0__softmax_long_only,summary,average_SPY_QQQ_SMH_weight,,0.15260336730415366,0.18941407650709152,
ppo__return_only__seed0__softmax_long_only,summary,average_BIL_weight,,0.05118033763730274,0.07430671900510788,
ppo__return_only__seed0__softmax_long_only,summary,average_safe_asset_weight,,0.21389655538150912,0.2532811239361763,
ppo__return_only__seed0__softmax_long_only,summary,average_top3_weight,,0.2157673983415448,0.2581034079194069,
ppo__return_only__seed1__softmax_long_only,ticker,USO,Commodities,0.06578716021199961,0.09994172304868698,1.0
ppo__return_only__seed1__softmax_long_only,ticker,BIL,Bonds,0.06297036363909252,0.09122014790773392,1.0
ppo__return_only__seed1__softmax_long_only,ticker,SMH,US sectors,0.06229162771040939,0.09248368442058563,1.0
ppo__return_only__seed1__softmax_long_only,ticker,SPY,US broad equity,0.056533872147071035,0.07723358273506165,1.0
ppo__return_only__seed1__softmax_long_only,ticker,IEF,Bonds,0.052766469129983035,0.08496929705142975,1.0
ppo__return_only__seed1__softmax_long_only,ticker,GLD,Commodities,0.05266582421125602,0.07582459598779678,1.0
ppo__return_only__seed1__softmax_long_only,ticker,XLV,US sectors,0.05261513046087455,0.07905734330415726,1.0
ppo__return_only__seed1__softmax_long_only,ticker,XLK,US sectors,0.051705567278755755,0.08464817702770233,1.0
ppo__return_only__seed1__softmax_long_only,ticker,IWM,US broad equity,0.050579385004735064,0.07438229024410248,1.0
ppo__return_only__seed1__softmax_long_only,ticker,VNQ,Real estate,0.04857465995650097,0.06632548570632935,1.0
ppo__return_only__seed1__softmax_long_only,ticker,QQQ,US broad equity,0.048371207199743145,0.07239438593387604,1.0
ppo__return_only__seed1__softmax_long_only,ticker,DBC,Commodities,0.04679957657962407,0.08172903209924698,1.0
ppo__return_only__seed1__softmax_long_only,ticker,LQD,Credit,0.046266064272906485,0.06793589890003204,1.0
ppo__return_only__seed1__softmax_long_only,ticker,EEM,International equity,0.04585278703862086,0.06629979610443115,1.0
ppo__return_only__seed1__softmax_long_only,ticker,XLE,US sectors,0.04575298772702765,0.0665455088019371,1.0
ppo__return_only__seed1__softmax_long_only,ticker,XLF,US sectors,0.04440082028913354,0.07659788429737091,1.0
ppo__return_only__seed1__softmax_long_only,ticker,EFA,International equity,0.043554980302190134,0.06135108321905136,1.0
ppo__return_only__seed1__softmax_long_only,ticker,SLV,Commodities,0.042572971270208634,0.09742532670497894,1.0
ppo__return_only__seed1__softmax_long_only,ticker,HYG,Credit,0.041258100110733616,0.0886431559920311,1.0
ppo__return_only__seed1__softmax_long_only,ticker,TLT,Bonds,0.03868044578270519,0.11345856636762619,1.0
ppo__return_only__seed1__softmax_long_only,category,Bonds,Bonds,0.15441727855178075,0.200828205794096,1.0
ppo__return_only__seed1__softmax_long_only,category,Commodities,Commodities,0.20782553227308834,0.2326288651674986,1.0
ppo__return_only__seed1__softmax_long_only,category,Credit,Credit,0.08752416438364011,0.15061352401971817,1.0
ppo__return_only__seed1__softmax_long_only,category,International equity,International equity,0.089407767340811,0.12671325355768204,1.0
ppo__return_only__seed1__softmax_long_only,category,Real estate,Real estate,0.04857465995650097,0.06632548570632935,1.0
ppo__return_only__seed1__softmax_long_only,category,US broad equity,US broad equity,0.15548446435154925,0.18300733342766762,1.0
ppo__return_only__seed1__softmax_long_only,category,US sectors,US sectors,0.25676613346620086,0.28531285747885704,1.0
ppo__return_only__seed1__softmax_long_only,summary,average_SPY_QQQ_SMH_weight,,0.1671967070572236,0.1942756623029709,
ppo__return_only__seed1__softmax_long_only,summary,average_BIL_weight,,0.06297036363909252,0.09122014790773392,
ppo__return_only__seed1__softmax_long_only,summary,average_safe_asset_weight,,0.20068334282468722,0.23962880671024323,
ppo__return_only__seed1__softmax_long_only,summary,average_top3_weight,,0.2199806704937151,0.2686200514435768,
ppo__return_only__seed2__softmax_long_only,ticker,IWM,US broad equity,0.060828636982829906,0.09797940403223038,1.0
ppo__return_only__seed2__softmax_long_only,ticker,BIL,Bonds,0.05806200627203795,0.091909259557724,1.0
ppo__return_only__seed2__softmax_long_only,ticker,XLV,US sectors,0.05470197724904358,0.0930776447057724,1.0
ppo__return_only__seed2__softmax_long_only,ticker,USO,Commodities,0.05369292276143307,0.09781638532876968,1.0
ppo__return_only__seed2__softmax_long_only,ticker,LQD,Credit,0.05350882421019754,0.10565736889839172,1.0
ppo__return_only__seed2__softmax_long_only,ticker,XLE,US sectors,0.05169288114028395,0.07624568790197372,1.0
ppo__return_only__seed2__softmax_long_only,ticker,XLF,US sectors,0.05143252003859177,0.09085682779550552,1.0
ppo__return_only__seed2__softmax_long_only,ticker,HYG,Credit,0.05124463829186568,0.09179412573575974,1.0
ppo__return_only__seed2__softmax_long_only,ticker,VNQ,Real estate,0.050845088999932266,0.09339496493339539,1.0
ppo__return_only__seed2__softmax_long_only,ticker,GLD,Commodities,0.050688494807193646,0.06742259114980698,1.0
ppo__return_only__seed2__softmax_long_only,ticker,XLK,US sectors,0.04900388386989648,0.07120095938444138,1.0
ppo__return_only__seed2__softmax_long_only,ticker,SLV,Commodities,0.048710799356781825,0.08459262549877167,1.0
ppo__return_only__seed2__softmax_long_only,ticker,SPY,US broad equity,0.04740033892413821,0.0814937874674797,1.0
ppo__return_only__seed2__softmax_long_only,ticker,SMH,US sectors,0.046993053763024394,0.07128119468688965,1.0
ppo__return_only__seed2__softmax_long_only,ticker,IEF,Bonds,0.04637939717024114,0.06437607854604721,1.0
ppo__return_only__seed2__softmax_long_only,ticker,QQQ,US broad equity,0.04636810429596829,0.05996142327785492,1.0
ppo__return_only__seed2__softmax_long_only,ticker,TLT,Bonds,0.04593964505186614,0.06183605641126633,1.0
ppo__return_only__seed2__softmax_long_only,ticker,EEM,International equity,0.04526807702064874,0.06004852056503296,1.0
ppo__return_only__seed2__softmax_long_only,ticker,EFA,International equity,0.04382404428414348,0.0724017471075058,1.0
ppo__return_only__seed2__softmax_long_only,ticker,DBC,Commodities,0.043414665003422524,0.07959755510091782,1.0
ppo__return_only__seed2__softmax_long_only,category,Bonds,Bonds,0.15038104849414524,0.1795470304787159,1.0
ppo__return_only__seed2__softmax_long_only,category,Commodities,Commodities,0.19650688192883106,0.22505885362625122,1.0
ppo__return_only__seed2__softmax_long_only,category,Credit,Credit,0.10475346250206322,0.140459842979908,1.0
ppo__return_only__seed2__softmax_long_only,category,International equity,International equity,0.08909212130479222,0.13006727024912834,1.0
ppo__return_only__seed2__softmax_long_only,category,Real estate,Real estate,0.050845088999932266,0.09339496493339539,1.0
ppo__return_only__seed2__softmax_long_only,category,US broad equity,US broad equity,0.15459708020293642,0.187003493309021,1.0
ppo__return_only__seed2__softmax_long_only,category,US sectors,US sectors,0.25382431606084016,0.29440465196967125,1.0
ppo__return_only__seed2__softmax_long_only,summary,average_SPY_QQQ_SMH_weight,,0.1407614969831309,0.181760523468256,
ppo__return_only__seed2__softmax_long_only,summary,average_BIL_weight,,0.05806200627203795,0.091909259557724,
ppo__return_only__seed2__softmax_long_only,summary,average_safe_asset_weight,,0.20388987270434278,0.24571749940514565,
ppo__return_only__seed2__softmax_long_only,summary,average_top3_weight,,0.21302375637467535,0.25499922037124634,
ppo__risk_aware__seed0__softmax_long_only,ticker,EFA,International equity,0.06413653704515036,0.11069628596305847,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,SPY,US broad equity,0.05859157414909936,0.08158855140209198,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,LQD,Credit,0.05639750377649267,0.08602777123451233,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,EEM,International equity,0.05619626860289055,0.07667884230613708,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,IEF,Bonds,0.055315578187565426,0.0802111029624939,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,XLV,US sectors,0.05296966567455462,0.092888243496418,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,USO,Commodities,0.05200335339522073,0.08790145814418793,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,GLD,Commodities,0.0519468658786616,0.07344521582126617,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,SMH,US sectors,0.05159783472512424,0.07521407306194305,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,SLV,Commodities,0.05155558801422126,0.09863593429327011,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,BIL,Bonds,0.051276132104259964,0.07071203738451004,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,XLE,US sectors,0.05069386476251294,0.07161819189786911,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,DBC,Commodities,0.046118943684725966,0.06737577170133591,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,QQQ,US broad equity,0.045757242807628884,0.06158674135804176,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,VNQ,Real estate,0.04547220159018148,0.07887774705886841,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,XLF,US sectors,0.043197575450123614,0.06881897151470184,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,IWM,US broad equity,0.042865251289438626,0.08967963606119156,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,XLK,US sectors,0.042677139762079964,0.0716952458024025,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,HYG,Credit,0.041243885123252506,0.07464388012886047,1.0
ppo__risk_aware__seed0__softmax_long_only,ticker,TLT,Bonds,0.0399869940555978,0.0897650346159935,1.0
ppo__risk_aware__seed0__softmax_long_only,category,Bonds,Bonds,0.1465787043474232,0.17459053918719292,1.0
ppo__risk_aware__seed0__softmax_long_only,category,Commodities,Commodities,0.20162475097282956,0.2539358474314213,1.0
ppo__risk_aware__seed0__softmax_long_only,category,Credit,Credit,0.09764138889974518,0.1364145129919052,1.0
ppo__risk_aware__seed0__softmax_long_only,category,International equity,International equity,0.12033280564804091,0.1806693896651268,1.0
ppo__risk_aware__seed0__softmax_long_only,category,Real estate,Real estate,0.04547220159018148,0.07887774705886841,1.0
ppo__risk_aware__seed0__softmax_long_only,category,US broad equity,US broad equity,0.14721406824616687,0.18860827386379242,1.0
ppo__risk_aware__seed0__softmax_long_only,category,US sectors,US sectors,0.24113608037439538,0.2824258990585804,1.0
ppo__risk_aware__seed0__softmax_long_only,summary,average_SPY_QQQ_SMH_weight,,0.15594665168185248,0.18755187094211578,
ppo__risk_aware__seed0__softmax_long_only,summary,average_BIL_weight,,0.051276132104259964,0.07071203738451004,
ppo__risk_aware__seed0__softmax_long_only,summary,average_safe_asset_weight,,0.20297620812391587,0.23792813904583454,
ppo__risk_aware__seed0__softmax_long_only,summary,average_top3_weight,,0.21687618441587128,0.26628477871418,
ppo__risk_aware__seed1__softmax_long_only,ticker,QQQ,US broad equity,0.06690973675390564,0.1280166059732437,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,IEF,Bonds,0.05990987381366084,0.08994130790233612,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,BIL,Bonds,0.059627479550026334,0.09355298429727554,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,SMH,US sectors,0.05507503831449592,0.07183798402547836,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,GLD,Commodities,0.053149975802513044,0.11662182211875916,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,SPY,US broad equity,0.05249305789181653,0.0798741802573204,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,XLF,US sectors,0.0522119558649841,0.0967644676566124,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,EFA,International equity,0.05086164209102576,0.07004177570343018,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,SLV,Commodities,0.04844836336405796,0.08481322228908539,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,USO,Commodities,0.048256627371213945,0.07091308385133743,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,HYG,Credit,0.04788157526189827,0.07058257609605789,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,XLE,US sectors,0.047831764923031594,0.07775895297527313,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,IWM,US broad equity,0.04769172819944667,0.06101853400468826,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,LQD,Credit,0.04737252909183682,0.08136402815580368,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,XLV,US sectors,0.04637036291359054,0.06652241200208664,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,XLK,US sectors,0.045849130699956886,0.102582186460495,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,DBC,Commodities,0.0453212271891872,0.0783521756529808,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,EEM,International equity,0.04368643594337374,0.06956727057695389,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,VNQ,Real estate,0.04069537171964559,0.06586046516895294,1.0
ppo__risk_aware__seed1__softmax_long_only,ticker,TLT,Bonds,0.04035612276763714,0.06579545885324478,1.0
ppo__risk_aware__seed1__softmax_long_only,category,Bonds,Bonds,0.15989347613132432,0.19819265604019165,1.0
ppo__risk_aware__seed1__softmax_long_only,category,Commodities,Commodities,0.19517619372697215,0.29750748723745346,1.0
ppo__risk_aware__seed1__softmax_long_only,category,Credit,Credit,0.09525410435373509,0.14467769116163254,1.0
ppo__risk_aware__seed1__softmax_long_only,category,International equity,International equity,0.0945480780343995,0.12880416214466095,1.0
ppo__risk_aware__seed1__softmax_long_only,category,Real estate,Real estate,0.04069537171964559,0.06586046516895294,1.0
