date,factor,variant,rank_ic,assets
1993-02-08,old_042,primary,,0
1993-02-08,old_042,inverted,,0
1993-02-08,old_042,asset_permutation,,0
1993-02-08,old_042,return_permutation,,0
1993-02-08,old_042,stale_1,,0
1993-02-08,old_042,stale_5,,0
1993-02-09,best_001,primary,,0
1993-02-09,best_001,inverted,,0
1993-02-09,best_001,asset_permutation,,0
1993-02-09,best_001,return_permutation,,0
1993-02-09,best_001,stale_1,,0
1993-02-09,best_001,stale_5,,0
1993-02-09,best_002,primary,,0
1993-02-09,best_002,inverted,,0
1993-02-09,best_002,asset_permutation,,0
1993-02-09,best_002,return_permutation,,0
1993-02-09,best_002,stale_1,,0
1993-02-09,best_002,stale_5,,0
1993-02-09,original_001,primary,,0
1993-02-09,original_001,inverted,,0
1993-02-09,original_001,asset_permutation,,0
1993-02-09,original_001,return_permutation,,0
1993-02-09,original_001,stale_1,,0
1993-02-09,original_001,stale_5,,0
1993-02-09,stock_001,primary,,0
1993-02-09,stock_001,inverted,,0
1993-02-09,stock_001,asset_permutation,,0
1993-02-09,stock_001,return_permutation,,0
1993-02-09,stock_001,stale_1,,0
1993-02-09,stock_001,stale_5,,0
1993-02-09,add_015,primary,,0
1993-02-09,add_015,inverted,,0
1993-02-09,add_015,asset_permutation,,0
1993-02-09,add_015,return_permutation,,0
1993-02-09,add_015,stale_1,,0
1993-02-09,add_015,stale_5,,0
1993-02-09,old_042,primary,,0
1993-02-09,old_042,inverted,,0
1993-02-09,old_042,asset_permutation,,0
1993-02-09,old_042,return_permutation,,0
1993-02-09,old_042,stale_1,,0
1993-02-09,old_042,stale_5,,0
1993-02-10,best_001,primary,,0
1993-02-10,best_001,inverted,,0
1993-02-10,best_001,asset_permutation,,0
1993-02-10,best_001,return_permutation,,0
1993-02-10,best_001,stale_1,,0
1993-02-10,best_001,stale_5,,0
1993-02-10,best_002,primary,,0
1993-02-10,best_002,inverted,,0
1993-02-10,best_002,asset_permutation,,0
1993-02-10,best_002,return_permutation,,0
1993-02-10,best_002,stale_1,,0
1993-02-10,best_002,stale_5,,0
1993-02-10,original_001,primary,,0
1993-02-10,original_001,inverted,,0
1993-02-10,original_001,asset_permutation,,0
1993-02-10,original_001,return_permutation,,0
1993-02-10,original_001,stale_1,,0
1993-02-10,original_001,stale_5,,0
1993-02-10,stock_001,primary,,0
1993-02-10,stock_001,inverted,,0
1993-02-10,stock_001,asset_permutation,,0
1993-02-10,stock_001,return_permutation,,0
1993-02-10,stock_001,stale_1,,0
1993-02-10,stock_001,stale_5,,0
1993-02-10,add_015,primary,,0
1993-02-10,add_015,inverted,,0
1993-02-10,add_015,asset_permutation,,0
1993-02-10,add_015,return_permutation,,0
1993-02-10,add_015,stale_1,,0
1993-02-10,add_015,stale_5,,0
1993-02-10,old_042,primary,,0
1993-02-10,old_042,inverted,,0
1993-02-10,old_042,asset_permutation,,0
1993-02-10,old_042,return_permutation,,0
1993-02-10,old_042,stale_1,,0
1993-02-10,old_042,stale_5,,0
1993-02-11,best_001,primary,,0
1993-02-11,best_001,inverted,,0
1993-02-11,best_001,asset_permutation,,0
1993-02-11,best_001,return_permutation,,0
1993-02-11,best_001,stale_1,,0
1993-02-11,best_001,stale_5,,0
1993-02-11,best_002,primary,,0
1993-02-11,best_002,inverted,,0
1993-02-11,best_002,asset_permutation,,0
1993-02-11,best_002,return_permutation,,0
1993-02-11,best_002,stale_1,,0
1993-02-11,best_002,stale_5,,0
1993-02-11,original_001,primary,,0
1993-02-11,original_001,inverted,,0
1993-02-11,original_001,asset_permutation,,0
1993-02-11,original_001,return_permutation,,0
1993-02-11,original_001,stale_1,,0
1993-02-11,original_001,stale_5,,0
1993-02-11,stock_001,primary,,0
1993-02-11,stock_001,inverted,,0
1993-02-11,stock_001,asset_permutation,,0
1993-02-11,stock_001,return_permutation,,0
1993-02-11,stock_001,stale_1,,0
1993-02-11,stock_001,stale_5,,0
1993-02-11,add_015,primary,,0
1993-02-11,add_015,inverted,,0
1993-02-11,add_015,asset_permutation,,0
1993-02-11,add_015,return_permutation,,0
1993-02-11,add_015,stale_1,,0
1993-02-11,add_015,stale_5,,0
1993-02-11,old_042,primary,,0
1993-02-11,old_042,inverted,,0
1993-02-11,old_042,asset_permutation,,0
1993-02-11,old_042,return_permutation,,0
1993-02-11,old_042,stale_1,,0
1993-02-11,old_042,stale_5,,0
1993-02-12,best_001,primary,,0
1993-02-12,best_001,inverted,,0
1993-02-12,best_001,asset_permutation,,0
1993-02-12,best_001,return_permutation,,0
1993-02-12,best_001,stale_1,,0
1993-02-12,best_001,stale_5,,0
1993-02-12,best_002,primary,,0
1993-02-12,best_002,inverted,,0
1993-02-12,best_002,asset_permutation,,0
1993-02-12,best_002,return_permutation,,0
1993-02-12,best_002,stale_1,,0
1993-02-12,best_002,stale_5,,0
1993-02-12,original_001,primary,,0
1993-02-12,original_001,inverted,,0
1993-02-12,original_001,asset_permutation,,0
1993-02-12,original_001,return_permutation,,0
1993-02-12,original_001,stale_1,,0
1993-02-12,original_001,stale_5,,0
1993-02-12,stock_001,primary,,0
1993-02-12,stock_001,inverted,,0
1993-02-12,stock_001,asset_permutation,,0
1993-02-12,stock_001,return_permutation,,0
1993-02-12,stock_001,stale_1,,0
1993-02-12,stock_001,stale_5,,0
1993-02-12,add_015,primary,,0
1993-02-12,add_015,inverted,,0
1993-02-12,add_015,asset_permutation,,0
1993-02-12,add_015,return_permutation,,0
1993-02-12,add_015,stale_1,,0
1993-02-12,add_015,stale_5,,0
1993-02-12,old_042,primary,,0
1993-02-12,old_042,inverted,,0
1993-02-12,old_042,asset_permutation,,0
1993-02-12,old_042,return_permutation,,0
1993-02-12,old_042,stale_1,,0
1993-02-12,old_042,stale_5,,0
1993-02-16,best_001,primary,,0
1993-02-16,best_001,inverted,,0
1993-02-16,best_001,asset_permutation,,0
1993-02-16,best_001,return_permutation,,0
1993-02-16,best_001,stale_1,,0
1993-02-16,best_001,stale_5,,0
1993-02-16,best_002,primary,,0
1993-02-16,best_002,inverted,,0
1993-02-16,best_002,asset_permutation,,0
1993-02-16,best_002,return_permutation,,0
1993-02-16,best_002,stale_1,,0
1993-02-16,best_002,stale_5,,0
1993-02-16,original_001,primary,,0
1993-02-16,original_001,inverted,,0
1993-02-16,original_001,asset_permutation,,0
1993-02-16,original_001,return_permutation,,0
1993-02-16,original_001,stale_1,,0
1993-02-16,original_001,stale_5,,0
1993-02-16,stock_001,primary,,0
1993-02-16,stock_001,inverted,,0
1993-02-16,stock_001,asset_permutation,,0
1993-02-16,stock_001,return_permutation,,0
1993-02-16,stock_001,stale_1,,0
1993-02-16,stock_001,stale_5,,0
1993-02-16,add_015,primary,,0
1993-02-16,add_015,inverted,,0
1993-02-16,add_015,asset_permutation,,0
1993-02-16,add_015,return_permutation,,0
1993-02-16,add_015,stale_1,,0
1993-02-16,add_015,stale_5,,0
1993-02-16,old_042,primary,,0
1993-02-16,old_042,inverted,,0
1993-02-16,old_042,asset_permutation,,0
1993-02-16,old_042,return_permutation,,0
1993-02-16,old_042,stale_1,,0
1993-02-16,old_042,stale_5,,0
1993-02-17,best_001,primary,,0
1993-02-17,best_001,inverted,,0
1993-02-17,best_001,asset_permutation,,0
1993-02-17,best_001,return_permutation,,0
1993-02-17,best_001,stale_1,,0
1993-02-17,best_001,stale_5,,0
1993-02-17,best_002,primary,,0
1993-02-17,best_002,inverted,,0
1993-02-17,best_002,asset_permutation,,0
1993-02-17,best_002,return_permutation,,0
1993-02-17,best_002,stale_1,,0
1993-02-17,best_002,stale_5,,0
1993-02-17,original_001,primary,,0
1993-02-17,original_001,inverted,,0
1993-02-17,original_001,asset_permutation,,0
1993-02-17,original_001,return_permutation,,0
1993-02-17,original_001,stale_1,,0
1993-02-17,original_001,stale_5,,0
1993-02-17,stock_001,primary,,0
1993-02-17,stock_001,inverted,,0
1993-02-17,stock_001,asset_permutation,,0
1993-02-17,stock_001,return_permutation,,0
1993-02-17,stock_001,stale_1,,0
1993-02-17,stock_001,stale_5,,0
1993-02-17,add_015,primary,,0
1993-02-17,add_015,inverted,,0
1993-02-17,add_015,asset_permutation,,0
1993-02-17,add_015,return_permutation,,0
1993-02-17,add_015,stale_1,,0
1993-02-17,add_015,stale_5,,0
1993-02-17,old_042,primary,,0
1993-02-17,old_042,inverted,,0
1993-02-17,old_042,asset_permutation,,0
1993-02-17,old_042,return_permutation,,0
1993-02-17,old_042,stale_1,,0
1993-02-17,old_042,stale_5,,0
1993-02-18,best_001,primary,,0
1993-02-18,best_001,inverted,,0
1993-02-18,best_001,asset_permutation,,0
1993-02-18,best_001,return_permutation,,0
1993-02-18,best_001,stale_1,,0
1993-02-18,best_001,stale_5,,0
1993-02-18,best_002,primary,,0
1993-02-18,best_002,inverted,,0
1993-02-18,best_002,asset_permutation,,0
1993-02-18,best_002,return_permutation,,0
1993-02-18,best_002,stale_1,,0
1993-02-18,best_002,stale_5,,0
1993-02-18,original_001,primary,,0
1993-02-18,original_001,inverted,,0
1993-02-18,original_001,asset_permutation,,0
1993-02-18,original_001,return_permutation,,0
1993-02-18,original_001,stale_1,,0
1993-02-18,original_001,stale_5,,0
1993-02-18,stock_001,primary,,0
1993-02-18,stock_001,inverted,,0
1993-02-18,stock_001,asset_permutation,,0
1993-02-18,stock_001,return_permutation,,0
1993-02-18,stock_001,stale_1,,0
1993-02-18,stock_001,stale_5,,0
1993-02-18,add_015,primary,,0
1993-02-18,add_015,inverted,,0
1993-02-18,add_015,asset_permutation,,0
1993-02-18,add_015,return_permutation,,0
1993-02-18,add_015,stale_1,,0
1993-02-18,add_015,stale_5,,0
1993-02-18,old_042,primary,,0
1993-02-18,old_042,inverted,,0
1993-02-18,old_042,asset_permutation,,0
1993-02-18,old_042,return_permutation,,0
1993-02-18,old_042,stale_1,,0
1993-02-18,old_042,stale_5,,0
1993-02-19,best_001,primary,,0
1993-02-19,best_001,inverted,,0
1993-02-19,best_001,asset_permutation,,0
1993-02-19,best_001,return_permutation,,0
1993-02-19,best_001,stale_1,,0
1993-02-19,best_001,stale_5,,0
1993-02-19,best_002,primary,,0
1993-02-19,best_002,inverted,,0
1993-02-19,best_002,asset_permutation,,0
1993-02-19,best_002,return_permutation,,0
1993-02-19,best_002,stale_1,,0
1993-02-19,best_002,stale_5,,0
1993-02-19,original_001,primary,,0
1993-02-19,original_001,inverted,,0
1993-02-19,original_001,asset_permutation,,0
1993-02-19,original_001,return_permutation,,0
1993-02-19,original_001,stale_1,,0
1993-02-19,original_001,stale_5,,0
1993-02-19,stock_001,primary,,0
1993-02-19,stock_001,inverted,,0
1993-02-19,stock_001,asset_permutation,,0
1993-02-19,stock_001,return_permutation,,0
1993-02-19,stock_001,stale_1,,0
1993-02-19,stock_001,stale_5,,0
1993-02-19,add_015,primary,,0
1993-02-19,add_015,inverted,,0
1993-02-19,add_015,asset_permutation,,0
1993-02-19,add_015,return_permutation,,0
1993-02-19,add_015,stale_1,,0
1993-02-19,add_015,stale_5,,0
1993-02-19,old_042,primary,,0
1993-02-19,old_042,inverted,,0
1993-02-19,old_042,asset_permutation,,0
1993-02-19,old_042,return_permutation,,0
1993-02-19,old_042,stale_1,,0
1993-02-19,old_042,stale_5,,0
1993-02-22,best_001,primary,,0
1993-02-22,best_001,inverted,,0
1993-02-22,best_001,asset_permutation,,0
1993-02-22,best_001,return_permutation,,0
1993-02-22,best_001,stale_1,,0
1993-02-22,best_001,stale_5,,0
1993-02-22,best_002,primary,,0
1993-02-22,best_002,inverted,,0
1993-02-22,best_002,asset_permutation,,0
1993-02-22,best_002,return_permutation,,0
1993-02-22,best_002,stale_1,,0
1993-02-22,best_002,stale_5,,0
1993-02-22,original_001,primary,,0
1993-02-22,original_001,inverted,,0
1993-02-22,original_001,asset_permutation,,0
1993-02-22,original_001,return_permutation,,0
1993-02-22,original_001,stale_1,,0
1993-02-22,original_001,stale_5,,0
1993-02-22,stock_001,primary,,0
1993-02-22,stock_001,inverted,,0
1993-02-22,stock_001,asset_permutation,,0
1993-02-22,stock_001,return_permutation,,0
1993-02-22,stock_001,stale_1,,0
1993-02-22,stock_001,stale_5,,0
1993-02-22,add_015,primary,,0
1993-02-22,add_015,inverted,,0
1993-02-22,add_015,asset_permutation,,0
1993-02-22,add_015,return_permutation,,0
1993-02-22,add_015,stale_1,,0
1993-02-22,add_015,stale_5,,0
1993-02-22,old_042,primary,,0
1993-02-22,old_042,inverted,,0
1993-02-22,old_042,asset_permutation,,0
1993-02-22,old_042,return_permutation,,0
1993-02-22,old_042,stale_1,,0
1993-02-22,old_042,stale_5,,0
1993-02-23,best_001,primary,,0
1993-02-23,best_001,inverted,,0
1993-02-23,best_001,asset_permutation,,0
1993-02-23,best_001,return_permutation,,0
1993-02-23,best_001,stale_1,,0
1993-02-23,best_001,stale_5,,0
1993-02-23,best_002,primary,,0
1993-02-23,best_002,inverted,,0
1993-02-23,best_002,asset_permutation,,0
1993-02-23,best_002,return_permutation,,0
1993-02-23,best_002,stale_1,,0
1993-02-23,best_002,stale_5,,0
1993-02-23,original_001,primary,,0
1993-02-23,original_001,inverted,,0
1993-02-23,original_001,asset_permutation,,0
1993-02-23,original_001,return_permutation,,0
1993-02-23,original_001,stale_1,,0
1993-02-23,original_001,stale_5,,0
1993-02-23,stock_001,primary,,0
1993-02-23,stock_001,inverted,,0
1993-02-23,stock_001,asset_permutation,,0
1993-02-23,stock_001,return_permutation,,0
1993-02-23,stock_001,stale_1,,0
1993-02-23,stock_001,stale_5,,0
1993-02-23,add_015,primary,,0
1993-02-23,add_015,inverted,,0
1993-02-23,add_015,asset_permutation,,0
1993-02-23,add_015,return_permutation,,0
1993-02-23,add_015,stale_1,,0
1993-02-23,add_015,stale_5,,0
1993-02-23,old_042,primary,,0
1993-02-23,old_042,inverted,,0
1993-02-23,old_042,asset_permutation,,0
1993-02-23,old_042,return_permutation,,0
1993-02-23,old_042,stale_1,,0
1993-02-23,old_042,stale_5,,0
1993-02-24,best_001,primary,,0
1993-02-24,best_001,inverted,,0
1993-02-24,best_001,asset_permutation,,0
1993-02-24,best_001,return_permutation,,0
1993-02-24,best_001,stale_1,,0
1993-02-24,best_001,stale_5,,0
1993-02-24,best_002,primary,,0
1993-02-24,best_002,inverted,,0
1993-02-24,best_002,asset_permutation,,0
1993-02-24,best_002,return_permutation,,0
1993-02-24,best_002,stale_1,,0
1993-02-24,best_002,stale_5,,0
1993-02-24,original_001,primary,,0
1993-02-24,original_001,inverted,,0
1993-02-24,original_001,asset_permutation,,0
1993-02-24,original_001,return_permutation,,0
1993-02-24,original_001,stale_1,,0
1993-02-24,original_001,stale_5,,0
1993-02-24,stock_001,primary,,0
1993-02-24,stock_001,inverted,,0
1993-02-24,stock_001,asset_permutation,,0
1993-02-24,stock_001,return_permutation,,0
1993-02-24,stock_001,stale_1,,0
1993-02-24,stock_001,stale_5,,0
1993-02-24,add_015,primary,,0
1993-02-24,add_015,inverted,,0
1993-02-24,add_015,asset_permutation,,0
1993-02-24,add_015,return_permutation,,0
1993-02-24,add_015,stale_1,,0
1993-02-24,add_015,stale_5,,0
1993-02-24,old_042,primary,,0
1993-02-24,old_042,inverted,,0
1993-02-24,old_042,asset_permutation,,0
1993-02-24,old_042,return_permutation,,0
1993-02-24,old_042,stale_1,,0
1993-02-24,old_042,stale_5,,0
1993-02-25,best_001,primary,,0
1993-02-25,best_001,inverted,,0
1993-02-25,best_001,asset_permutation,,0
1993-02-25,best_001,return_permutation,,0
1993-02-25,best_001,stale_1,,0
1993-02-25,best_001,stale_5,,0
1993-02-25,best_002,primary,,0
1993-02-25,best_002,inverted,,0
1993-02-25,best_002,asset_permutation,,0
1993-02-25,best_002,return_permutation,,0
1993-02-25,best_002,stale_1,,0
1993-02-25,best_002,stale_5,,0
1993-02-25,original_001,primary,,0
1993-02-25,original_001,inverted,,0
1993-02-25,original_001,asset_permutation,,0
1993-02-25,original_001,return_permutation,,0
1993-02-25,original_001,stale_1,,0
1993-02-25,original_001,stale_5,,0
1993-02-25,stock_001,primary,,0
1993-02-25,stock_001,inverted,,0
1993-02-25,stock_001,asset_permutation,,0
1993-02-25,stock_001,return_permutation,,0
1993-02-25,stock_001,stale_1,,0
1993-02-25,stock_001,stale_5,,0
1993-02-25,add_015,primary,,0
1993-02-25,add_015,inverted,,0
1993-02-25,add_015,asset_permutation,,0
1993-02-25,add_015,return_permutation,,0
1993-02-25,add_015,stale_1,,0
1993-02-25,add_015,stale_5,,0
1993-02-25,old_042,primary,,0
1993-02-25,old_042,inverted,,0
1993-02-25,old_042,asset_permutation,,0
1993-02-25,old_042,return_permutation,,0
1993-02-25,old_042,stale_1,,0
1993-02-25,old_042,stale_5,,0
1993-02-26,best_001,primary,,1
1993-02-26,best_001,inverted,,1
1993-02-26,best_001,asset_permutation,,0
1993-02-26,best_001,return_permutation,,0
1993-02-26,best_001,stale_1,,0
1993-02-26,best_001,stale_5,,0
1993-02-26,best_002,primary,,1
1993-02-26,best_002,inverted,,1
1993-02-26,best_002,asset_permutation,,0
1993-02-26,best_002,return_permutation,,0
1993-02-26,best_002,stale_1,,0
1993-02-26,best_002,stale_5,,0
1993-02-26,original_001,primary,,1
1993-02-26,original_001,inverted,,1
1993-02-26,original_001,asset_permutation,,0
1993-02-26,original_001,return_permutation,,0
1993-02-26,original_001,stale_1,,0
1993-02-26,original_001,stale_5,,0
1993-02-26,stock_001,primary,,1
1993-02-26,stock_001,inverted,,1
1993-02-26,stock_001,asset_permutation,,0
1993-02-26,stock_001,return_permutation,,0
1993-02-26,stock_001,stale_1,,0
1993-02-26,stock_001,stale_5,,0
1993-02-26,add_015,primary,,1
1993-02-26,add_015,inverted,,1
1993-02-26,add_015,asset_permutation,,0
1993-02-26,add_015,return_permutation,,0
1993-02-26,add_015,stale_1,,0
1993-02-26,add_015,stale_5,,0
1993-02-26,old_042,primary,,1
1993-02-26,old_042,inverted,,1
1993-02-26,old_042,asset_permutation,,0
1993-02-26,old_042,return_permutation,,0
1993-02-26,old_042,stale_1,,0
1993-02-26,old_042,stale_5,,0
1993-03-01,best_001,primary,,1
1993-03-01,best_001,inverted,,1
1993-03-01,best_001,asset_permutation,,0
1993-03-01,best_001,return_permutation,,0
1993-03-01,best_001,stale_1,,1
1993-03-01,best_001,stale_5,,0
1993-03-01,best_002,primary,,1
1993-03-01,best_002,inverted,,1
