candidate,ensemble,family_set,secondary_total,form4_weight,sector_cap,peak_total_stock_weight,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,severe_recent_cagr,recent_beats,full_beats,severe_beats,surface_gates
cash_profitability+balance_sheet_quality_20__f400__sector70,cash_profitability+balance_sheet_quality_20,profitability+balance_sheet_quality,0.2,0.0,0.7,0.04142931052217515,0.8816284027893333,2.36332970628552,-0.1265001325506654,0.376883816199044,0.7512971317315595,False,False,False,False
cash100__f405__sector70,cash100,cash_only,0.0,0.05,0.7,0.04195924747230616,0.8804492727114599,2.3506654148709343,-0.12948927200789773,0.35400314198913985,0.7444289382664708,False,False,False,False
cash_profitability+shareholder_discipline_40__f405__sector70,cash_profitability+shareholder_discipline_40,profitability+shareholder_discipline,0.4,0.05,0.7,0.047350245077068885,0.874911069314984,2.4391189808363793,-0.11696233154813185,0.36397784239000175,0.743854495534213,False,False,False,False
cash_balance_sheet_quality+shareholder_discipline_40__f400__sector70,cash_balance_sheet_quality+shareholder_discipline_40,balance_sheet_quality+shareholder_discipline,0.4,0.0,0.7,0.042572580831906154,0.8746657089376921,2.3589837036400008,-0.13441888678478997,0.3632873935544809,0.7507794131056571,False,False,False,False
cash_shareholder_discipline_10__f400__sector70,cash_shareholder_discipline_10,shareholder_discipline,0.1,0.0,0.7,0.04184108341386146,0.8728030843796855,2.36111608450908,-0.12197466570194182,0.3632331555038635,0.7431245201131338,False,False,False,False
cash_balance_sheet_quality+quality_acceleration_40__f400__sector70,cash_balance_sheet_quality+quality_acceleration_40,balance_sheet_quality+quality_acceleration,0.4,0.0,0.7,0.04215551737953799,0.8719898933422419,2.3841580190910348,-0.13441888678478975,0.3599123330313023,0.7465362691567576,False,False,False,False
cash_profitability+shareholder_discipline_40__f400__sector70,cash_profitability+shareholder_discipline_40,profitability+shareholder_discipline,0.4,0.0,0.7,0.04822580924043112,0.8711846603627145,2.4303347836188234,-0.11618438267885922,0.353635095912453,0.7405146548629564,False,False,False,False
cash_balance_sheet_quality+shareholder_discipline_40__f405__sector70,cash_balance_sheet_quality+shareholder_discipline_40,balance_sheet_quality+shareholder_discipline,0.4,0.05,0.7,0.0428454937217095,0.8708338648961629,2.3519572987765818,-0.13441888678478986,0.3710249484847612,0.7467499632842982,False,False,False,False
cash_balance_sheet_quality+quality_acceleration_20__f405__sector70,cash_balance_sheet_quality+quality_acceleration_20,balance_sheet_quality+quality_acceleration,0.2,0.05,0.7,0.04094229959716296,0.8672852056687201,2.3342655045092195,-0.13193786673234065,0.36401921215499233,0.7354314511376756,False,False,False,False
cash_profitability_10__f400__sector70,cash_profitability_10,profitability,0.1,0.0,0.7,0.042054477681380036,0.8661839311307145,2.328093238993536,-0.13170207018233582,0.3716814551997374,0.7325302594025362,False,False,False,False
cash_quality_acceleration_20__f400__sector70,cash_quality_acceleration_20,quality_acceleration,0.2,0.0,0.7,0.04061346462189036,0.8660549035481726,2.3700962636733727,-0.11374149721546556,0.36221317729597113,0.7307306043913524,False,False,False,False
cash_profitability_10__f405__sector70,cash_profitability_10,profitability,0.1,0.05,0.7,0.04205447768138003,0.8659005865498803,2.3274662546670535,-0.1317020701823357,0.37093457910169847,0.7314833030405299,False,False,False,False
cash_balance_sheet_quality+quality_acceleration_20__f400__sector70,cash_balance_sheet_quality+quality_acceleration_20,balance_sheet_quality+quality_acceleration,0.2,0.0,0.7,0.04180216235640729,0.865028032948929,2.337989420621824,-0.129494031217826,0.3599003001603476,0.7327599309950781,False,False,False,False
cash_shareholder_discipline+quality_acceleration_40__f400__sector70,cash_shareholder_discipline+quality_acceleration_40,shareholder_discipline+quality_acceleration,0.4,0.0,0.7,0.04126247389083038,0.8642180244052999,2.345780907396821,-0.1201020997661314,0.3587414244545071,0.7292702044027364,False,False,False,False
cash_balance_sheet_quality_10__f400__sector70,cash_balance_sheet_quality_10,balance_sheet_quality,0.1,0.0,0.7,0.04147453496003317,0.8627778851743186,2.3179741765694954,-0.13455810249412115,0.3791701776369947,0.7337105628229854,False,False,False,False
cash_profitability+shareholder_discipline_20__f405__sector100,cash_profitability+shareholder_discipline_20,profitability+shareholder_discipline,0.2,0.05,1.0,0.0408718723788623,0.8619067617123994,2.3292302790445056,-0.13355822318772004,0.3547169934210077,0.7315308689266053,False,False,False,False
cash_profitability_30__f400__sector100,cash_profitability_30,profitability,0.3,0.0,1.0,0.04686451196145855,0.8574720278276935,2.328850501260333,-0.12772712306927347,0.3718135324034373,0.7241072046819808,False,False,False,False
cash_profitability+quality_acceleration_20__f400__sector70,cash_profitability+quality_acceleration_20,profitability+quality_acceleration,0.2,0.0,0.7,0.040704424198272145,0.856459005404216,2.3319541995005646,-0.12455275735987481,0.3767391228713235,0.7243719273190825,False,False,False,False
cash100__f400__sector70,cash100,cash_only,0.0,0.0,0.7,0.04158571145309998,0.8560158340967619,2.310106206223298,-0.1308039043057465,0.3625953083266005,0.7273624150569864,False,False,False,False
cash_all4_20__f405__sector70,cash_all4_20,profitability+balance_sheet_quality+shareholder_discipline+quality_acceleration,0.2,0.05,0.7,0.04124958802342899,0.8551803488089815,2.3134612520008395,-0.13557044219608871,0.367226560982409,0.7258518395920488,False,False,False,False
cash_shareholder_discipline+quality_acceleration_40__f405__sector70,cash_shareholder_discipline+quality_acceleration_40,shareholder_discipline+quality_acceleration,0.4,0.05,0.7,0.04087940088982941,0.8528129626746594,2.317958904396316,-0.1280540355491765,0.35033013348747244,0.7182066445533941,False,False,False,False
cash_shareholder_discipline+quality_acceleration_20__f400__sector70,cash_shareholder_discipline+quality_acceleration_20,shareholder_discipline+quality_acceleration,0.2,0.0,0.7,0.04079370726225641,0.8514050243671611,2.3429150133924335,-0.11593087217154363,0.36515999759118634,0.7199184815763584,False,False,False,False
cash_balance_sheet_quality+quality_acceleration_40__f405__sector70,cash_balance_sheet_quality+quality_acceleration_40,balance_sheet_quality+quality_acceleration,0.4,0.05,0.7,0.04215551737953801,0.8493098945367386,2.331386137709031,-0.13441888678478997,0.35251416981507466,0.7260715944503613,False,False,False,False
cash_profitability_20__f405__sector70,cash_profitability_20,profitability,0.2,0.05,0.7,0.042243906032869406,0.8489744876094567,2.3197026283638205,-0.12470209185695313,0.358640480788301,0.7205937162392531,False,False,False,False
cash_profitability+shareholder_discipline_40__f400__sector100,cash_profitability+shareholder_discipline_40,profitability+shareholder_discipline,0.4,0.0,1.0,0.04784640717253448,0.8480118746815237,2.326291416463559,-0.13441888678478986,0.3707045758984542,0.7149976346397309,False,False,False,False
cash_profitability+quality_acceleration_20__f405__sector70,cash_profitability+quality_acceleration_20,profitability+quality_acceleration,0.2,0.05,0.7,0.04066943003118849,0.8467551066135304,2.3146156853929245,-0.12620761376013057,0.3718162429047185,0.7159278581123258,False,False,False,False
cash_shareholder_discipline_30__f400__sector100,cash_shareholder_discipline_30,shareholder_discipline,0.3,0.0,1.0,0.04616411354389266,0.8465117540173765,2.351643781924715,-0.11765132414543422,0.352227284728704,0.7178900996695614,False,False,False,False
cash_profitability+shareholder_discipline_20__f400__sector100,cash_profitability+shareholder_discipline_20,profitability+shareholder_discipline,0.2,0.0,1.0,0.04079825791596632,0.8465089876816807,2.3055931373233833,-0.1274882458615485,0.35567809537061734,0.7172504435092317,False,False,False,False
cash_shareholder_discipline_10__f405__sector70,cash_shareholder_discipline_10,shareholder_discipline,0.1,0.05,0.7,0.041426261192809684,0.8452890017329575,2.2983966577791337,-0.13510910902823214,0.3627916189226059,0.7175222267534813,False,False,False,False
cash_shareholder_discipline_20__f405__sector100,cash_shareholder_discipline_20,shareholder_discipline,0.2,0.05,1.0,0.045121757926094706,0.8448482808371856,2.3193973504990213,-0.11862332212764748,0.34662691442534777,0.6950133096910163,False,False,False,False
cash_profitability_30__f400__sector70,cash_profitability_30,profitability,0.3,0.0,0.7,0.04194438355055913,0.8434585444896794,2.309722913748227,-0.12399756781254134,0.35464217353659366,0.7160106572431693,False,False,False,False
cash_profitability+balance_sheet_quality_40__f400__sector70,cash_profitability+balance_sheet_quality_40,profitability+balance_sheet_quality,0.4,0.0,0.7,0.042091870662368136,0.8432374587020597,2.291151543594664,-0.13441888678479008,0.3722146361957628,0.7141215670809156,False,False,False,False
cash_profitability_30__f405__sector70,cash_profitability_30,profitability,0.3,0.05,0.7,0.04173539510423598,0.842572242183901,2.3111476947639806,-0.12381147826814576,0.3415219429519718,0.7103362412964243,False,False,False,False
cash_profitability+quality_acceleration_40__f400__sector70,cash_profitability+quality_acceleration_40,profitability+quality_acceleration,0.4,0.0,0.7,0.040996142572100235,0.8409005727085705,2.2953092188905972,-0.13441888678478997,0.3659010737905499,0.7163748121218385,False,False,False,False
cash_profitability_30__f405__sector100,cash_profitability_30,profitability,0.3,0.05,1.0,0.04205472179664431,0.8403965445395136,2.3010973190430097,-0.12597721645226567,0.3511234061588384,0.7083121118775462,False,False,False,False
cash_quality_acceleration_30__f400__sector100,cash_quality_acceleration_30,quality_acceleration,0.3,0.0,1.0,0.04010794164114805,0.8403707614325029,2.2966747190067016,-0.13441888678478986,0.3384225564979346,0.7062947048074455,False,False,False,False
cash_quality_acceleration_30__f405__sector100,cash_quality_acceleration_30,quality_acceleration,0.3,0.05,1.0,0.03962702684852481,0.8403707614325018,2.2966747190066994,-0.13441888678478986,0.33145051425573047,0.7062947048074437,False,False,False,False
cash_quality_acceleration_10__f400__sector70,cash_quality_acceleration_10,quality_acceleration,0.1,0.0,0.7,0.04159012861240503,0.8390433819622407,2.2982151423129067,-0.1286913294614267,0.38066805535849646,0.7077094715566787,False,False,False,False
cash_quality_acceleration_30__f405__sector70,cash_quality_acceleration_30,quality_acceleration,0.3,0.05,0.7,0.040856770849363906,0.8386207243956287,2.290808902731716,-0.13441888678478997,0.3471194449600319,0.7137222830886454,False,False,False,False
cash_shareholder_discipline_20__f400__sector70,cash_shareholder_discipline_20,shareholder_discipline,0.2,0.0,0.7,0.042673980939145775,0.8365623164750164,2.3461202489372064,-0.11387365898963953,0.3474723296159119,0.7082053218767499,False,False,False,False
cash_profitability_20__f400__sector70,cash_profitability_20,profitability,0.2,0.0,0.7,0.042454970705465805,0.8302219856968336,2.278593702064306,-0.12505536762971003,0.35564340882618817,0.7036281355742318,False,False,False,False
cash_quality_acceleration_10__f405__sector70,cash_quality_acceleration_10,quality_acceleration,0.1,0.05,0.7,0.04118069860285477,0.8296404283245464,2.2718240376358545,-0.1336607314782826,0.37548376733328004,0.6990813495608255,False,False,False,False
cash_all4_40__f400__sector70,cash_all4_40,profitability+balance_sheet_quality+shareholder_discipline+quality_acceleration,0.4,0.0,0.7,0.042050086282877194,0.8295922312663182,2.30238528273709,-0.1344188867847902,0.36743401827280286,0.7095461766426421,False,False,False,False
cash_profitability+quality_acceleration_40__f405__sector70,cash_profitability+quality_acceleration_40,profitability+quality_acceleration,0.4,0.05,0.7,0.04076514501402584,0.8282503493337523,2.2700851683599677,-0.13441888678478986,0.35780050474632463,0.7047260488896891,False,False,False,False
cash_profitability+shareholder_discipline_20__f405__sector70,cash_profitability+shareholder_discipline_20,profitability+shareholder_discipline,0.2,0.05,0.7,0.040844698069301806,0.8281823738876188,2.292942789615559,-0.13397680788315314,0.35929895049929295,0.7004434910143376,False,False,False,False
cash_all4_40__f405__sector70,cash_all4_40,profitability+balance_sheet_quality+shareholder_discipline+quality_acceleration,0.4,0.05,0.7,0.041640731765062104,0.8272180845947457,2.2961695162959215,-0.13441888678478997,0.36881279659426336,0.7068720859117037,False,False,False,False
cash_shareholder_discipline_20__f400__sector100,cash_shareholder_discipline_20,shareholder_discipline,0.2,0.0,1.0,0.04489799067699653,0.8219961863063381,2.261708957962247,-0.13441888678478986,0.3513656245114427,0.6707713276290612,False,False,False,False
cash_profitability+quality_acceleration_40__f405__sector100,cash_profitability+quality_acceleration_40,profitability+quality_acceleration,0.4,0.05,1.0,0.04069480971089226,0.8210945708613422,2.261060463907991,-0.13441888678478997,0.35748541703182446,0.67652529314847,False,False,False,False
cash_shareholder_discipline+quality_acceleration_20__f405__sector70,cash_shareholder_discipline+quality_acceleration_20,shareholder_discipline+quality_acceleration,0.2,0.05,0.7,0.040420224004716114,0.8205205485681559,2.2672383457913456,-0.13216171950103783,0.36347870847527153,0.6912554068611807,False,False,False,False
cash_quality_acceleration_20__f405__sector70,cash_quality_acceleration_20,quality_acceleration,0.2,0.05,0.7,0.040963812952598384,0.8142011475207973,2.2494264690092645,-0.13441888678478986,0.352534037455535,0.6830152497500461,False,False,False,False
cash_quality_acceleration_30__f400__sector70,cash_quality_acceleration_30,quality_acceleration,0.3,0.0,0.7,0.04032137019106316,0.8054922199620151,2.259506194985173,-0.13441888678478975,0.3381282736552573,0.6822233866063139,False,False,False,False
cash_shareholder_discipline_30__f405__sector70,cash_shareholder_discipline_30,shareholder_discipline,0.3,0.05,0.7,0.04775389772559984,0.8002013241822272,2.2452755633121972,-0.13441888678478997,0.31358819412571215,0.6743462133425135,False,False,False,False
cash_shareholder_discipline_20__f405__sector70,cash_shareholder_discipline_20,shareholder_discipline,0.2,0.05,0.7,0.04225629011887076,0.7959027241479899,2.2559092162427508,-0.12325204891238195,0.3321007717875437,0.6573175277658194,False,False,False,False
cash_profitability+shareholder_discipline_20__f400__sector70,cash_profitability+shareholder_discipline_20,profitability+shareholder_discipline,0.2,0.0,0.7,0.04054663764480853,0.7939451754598914,2.2365997944672005,-0.13441888678478997,0.3580044897832044,0.6697034146235263,False,False,False,False
cash_shareholder_discipline_30__f400__sector70,cash_shareholder_discipline_30,shareholder_discipline,0.3,0.0,0.7,0.04775389772559982,0.7934262130168548,2.2391535723767295,-0.13441888678478997,0.33105789497341087,0.6686162088307681,False,False,False,False
