ACCESSION_NUMBER,FILING_DATE,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,AFF10B5ONE,cik10,purchase_dollars,transaction_count,earliest_transaction_date,owner_count,is_ceo,is_cfo,is_director,is_officer,is_ten_percent,owner_ciks,filing_date,aff10b5one,decision_at,company_name_as_filed,sector,tradable_member,market_cap,cap_date,purchase_to_market_cap,role_score
0001520006-25-000082,04-MAR-2025,4,0001520006,Matador Resources Co,0,0001520006,49270.0,1,03-MAR-2025,1,False,False,False,True,False,0002020286,2025-03-04 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MATADOR RESOURCES CO,energy,True,7019713074.033131,2025-01-01 00:00:00+00:00,7.018805395658749e-06,0.5
0001520006-25-000084,04-MAR-2025,4,0001520006,Matador Resources Co,0,0001520006,31969.0,1,04-MAR-2025,1,False,False,False,True,False,0001934692,2025-03-04 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MATADOR RESOURCES CO,energy,True,7019713074.033131,2025-01-01 00:00:00+00:00,4.554174745155562e-06,0.5
0001140361-25-006998,04-MAR-2025,4,0001534504,PBF Energy Inc.,false,0001534504,3132550.0,1,03-MAR-2025,1,False,False,False,False,True,0001273693,2025-03-04 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,PBF ENERGY INC.,energy,True,3055484731.897743,2025-01-01 00:00:00+00:00,0.0010252219450805084,0.0
0001539838-25-000043,04-MAR-2025,4,0001539838,"Diamondback Energy, Inc.",0,0001539838,313020.0,1,28-FEB-2025,1,False,False,True,False,False,0001936468,2025-03-04 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"DIAMONDBACK ENERGY, INC.",energy,True,47836590187.66818,2025-01-01 00:00:00+00:00,6.543526592760652e-06,1.0
0001415889-25-006573,04-MAR-2025,4,0001806837,"Vertex, Inc.",0,0001806837,299388.5,2,04-MAR-2025,1,False,False,True,False,False,0001660138,2025-03-04 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"VERTEX, INC.",technology,True,,2025-01-01 00:00:00+00:00,,1.0
0001840502-25-000034,04-MAR-2025,4,0001840502,Taboola.com Ltd.,false,0001840502,707500.0,1,03-MAR-2025,1,False,False,True,False,False,0001201702,2025-03-04 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,TABOOLA.COM LTD.,technology,True,1227159987.6133134,2025-01-01 00:00:00+00:00,0.0005765344430566115,1.0
0001127602-25-008323,05-MAR-2025,4,0000717423,MURPHY OIL CORP,0,0000717423,233950.0,2,05-MAR-2025,1,False,False,True,False,False,0001555464,2025-03-05 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MURPHY OIL CORP,energy,True,4413220076.720897,2025-01-01 00:00:00+00:00,5.3011179123844905e-05,1.0
0000893538-25-000017,05-MAR-2025,4,0000893538,SM Energy Co,0,0000893538,143600.0,1,04-MAR-2025,1,False,False,True,False,False,0001192045,2025-03-05 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,SM ENERGY CO,energy,True,4434857495.832493,2025-01-01 00:00:00+00:00,3.237984538058849e-05,1.0
0000895126-25-000025,05-MAR-2025,4,0000895126,EXPAND ENERGY Corp,0,0000895126,248750.0,1,05-MAR-2025,1,True,False,True,True,False,0001504988,2025-03-05 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,EXPAND ENERGY CORP,energy,True,22999514149.112225,2025-01-01 00:00:00+00:00,1.0815445856259607e-05,3.5
0001683168-25-001354,05-MAR-2025,4,0001022652,INSEEGO CORP.,0,0001022652,97800.0,1,03-MAR-2025,1,True,False,True,True,False,0002050984,2025-03-05 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,INSEEGO CORP.,technology,True,153439401.24295235,2025-01-01 00:00:00+00:00,0.0006373851775212924,3.5
0001104485-25-000045,05-MAR-2025,4,0001104485,"NORTHERN OIL & GAS, INC.",0,0001104485,552400.0,1,04-MAR-2025,1,False,False,True,False,False,0001804333,2025-03-05 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"NORTHERN OIL & GAS, INC.",energy,True,3709503079.007889,2025-01-01 00:00:00+00:00,0.00014891482450197618,1.0
0001415889-25-007095,05-MAR-2025,4,0001110611,ON24 INC.,0,0001110611,467676.75,3,03-MAR-2025,3,False,False,True,False,True,0001734341|0001736572|0001771092,2025-03-05 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,ON24 INC.,technology,True,269064012.96,2025-01-01 00:00:00+00:00,0.0017381616547491488,1.0
0001520006-25-000086,05-MAR-2025,4,0001520006,Matador Resources Co,0,0001520006,109151.84000000001,1,04-MAR-2025,1,True,False,True,True,False,0001540655,2025-03-05 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MATADOR RESOURCES CO,energy,True,7019713074.033131,2025-01-01 00:00:00+00:00,1.5549330698966522e-05,3.5
0001520006-25-000090,05-MAR-2025,4,0001520006,Matador Resources Co,0,0001520006,17976.0,2,04-MAR-2025,1,False,False,True,False,False,0001981193,2025-03-05 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MATADOR RESOURCES CO,energy,True,7019713074.033131,2025-01-01 00:00:00+00:00,2.5607884268796766e-06,1.0
0001520006-25-000091,05-MAR-2025,4,0001520006,Matador Resources Co,0,0001520006,13980.0,1,04-MAR-2025,1,False,False,True,False,False,0001610998,2025-03-05 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MATADOR RESOURCES CO,energy,True,7019713074.033131,2025-01-01 00:00:00+00:00,1.991534390730857e-06,1.0
0001520006-25-000092,05-MAR-2025,4,0001520006,Matador Resources Co,0,0001520006,32263.000000000004,1,04-MAR-2025,1,False,False,True,False,False,0001688490,2025-03-05 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MATADOR RESOURCES CO,energy,True,7019713074.033131,2025-01-01 00:00:00+00:00,4.596056798866212e-06,1.0
0000950170-25-034124,05-MAR-2025,4,0001658566,Permian Resources Corp,false,0001658566,9620000.0,2,03-MAR-2025,1,False,False,True,False,False,0001377293,2025-03-05 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,PERMIAN RESOURCES CORP,energy,True,11552378021.31774,2025-01-01 00:00:00+00:00,0.000832728982920062,1.0
0001415889-25-006847,05-MAR-2025,4,0001698990,Magnolia Oil & Gas Corp,0,0001698990,55150.0,1,03-MAR-2025,1,True,False,True,True,False,0001613357,2025-03-05 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MAGNOLIA OIL & GAS CORP,energy,True,4392143262.342453,2025-01-01 00:00:00+00:00,1.2556512095779626e-05,3.5
0001764046-25-000026,05-MAR-2025,4,0001764046,CLARIVATE PLC,0,0001764046,254079.00000000003,1,03-MAR-2025,1,False,False,True,False,False,0001861926,2025-03-05 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,CLARIVATE PLC,technology,True,3608850066.160509,2025-01-01 00:00:00+00:00,7.040442117073518e-05,1.0
0001764046-25-000027,05-MAR-2025,4,0001764046,CLARIVATE PLC,0,0001764046,100113.66,1,03-MAR-2025,1,False,False,True,False,False,0001733659,2025-03-05 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,CLARIVATE PLC,technology,True,3608850066.160509,2025-01-01 00:00:00+00:00,2.7741152490303348e-05,1.0
0001846069-25-000021,05-MAR-2025,4,0001846069,"Nextdoor Holdings, Inc.",0,0001846069,499000.0,2,03-MAR-2025,1,False,False,True,False,False,0001560399,2025-03-05 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"NEXTDOOR HOLDINGS, INC.",technology,True,896895646.6913223,2025-01-01 00:00:00+00:00,0.0005563634987423872,1.0
0001683168-25-001367,06-MAR-2025,4,0001114925,LANTRONIX INC,0,0001114925,40500.0,1,05-MAR-2025,1,False,False,True,False,False,0001198590,2025-03-06 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,LANTRONIX INC,technology,True,158518408.75684643,2025-01-01 00:00:00+00:00,0.0002554908311130192,1.0
0001176334-25-000047,06-MAR-2025,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,132490.06,3,04-MAR-2025,1,False,False,False,False,True,0001203720,2025-03-06 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,140013895.39250994,2025-01-01 00:00:00+00:00,0.0009462636521081148,0.0
0001415889-25-007230,06-MAR-2025,4,0001262039,"Fortinet, Inc.",1,0001262039,34879.520000000004,1,06-MAR-2025,1,False,False,True,False,False,0001567713,2025-03-06 00:00:00+00:00,True,2025-01-01 00:00:00+00:00,"FORTINET, INC.",technology,True,72414453479.97081,2025-01-01 00:00:00+00:00,4.81665169366325e-07,1.0
0001104659-25-021406,06-MAR-2025,4,0001273441,GRAN TIERRA ENERGY INC.,0,0001273441,51315.0,2,04-MAR-2025,1,False,False,True,False,False,0001642280,2025-03-06 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,GRAN TIERRA ENERGY INC.,energy,True,221608292.26462555,2025-01-01 00:00:00+00:00,0.0002315572196130822,1.0
0001178913-25-000716,06-MAR-2025,4,0001419612,"SOLAREDGE TECHNOLOGIES, INC.",0,0001419612,411000.0,1,04-MAR-2025,1,False,False,True,False,False,0001016156,2025-03-06 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"SOLAREDGE TECHNOLOGIES, INC.",technology,True,788121844.5062219,2025-01-01 00:00:00+00:00,0.0005214929682065872,1.0
0001520006-25-000094,06-MAR-2025,4,0001520006,Matador Resources Co,0,0001520006,89340.0,1,05-MAR-2025,1,False,False,True,False,False,0001729498,2025-03-06 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MATADOR RESOURCES CO,energy,True,7019713074.033131,2025-01-01 00:00:00+00:00,1.2727015913297192e-05,1.0
0001609253-25-000029,06-MAR-2025,4,0001609253,California Resources Corp,0,0001609253,78840.0,1,05-MAR-2025,1,False,False,True,False,False,0001264228,2025-03-06 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,CALIFORNIA RESOURCES CORP,energy,True,4758591074.42749,2025-01-01 00:00:00+00:00,1.6567929197296136e-05,1.0
0001683168-25-001399,07-MAR-2025,4,0001114925,LANTRONIX INC,0,0001114925,26700.0,1,06-MAR-2025,1,False,False,True,False,False,0001654253,2025-03-07 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,LANTRONIX INC,technology,True,158518408.75684643,2025-01-01 00:00:00+00:00,0.00016843469606710158,1.0
0000950170-25-035734,07-MAR-2025,4,0001340476,DIRTT ENVIRONMENTAL SOLUTIONS LTD,false,0001340476,103820.0,3,05-MAR-2025,1,True,False,True,True,False,0001936653,2025-03-07 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,DIRTT ENVIRONMENTAL SOLUTIONS LTD,technology,True,134408052.9967463,2025-01-01 00:00:00+00:00,0.0007724239558958066,3.5
0001062993-25-004981,07-MAR-2025,4,0001376139,CVR ENERGY INC,0,0001376139,3654697.1799999997,3,05-MAR-2025,3,False,False,False,False,True,0000921669|0001034563|0001257324,2025-03-07 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,CVR ENERGY INC,energy,True,1883943402.250372,2025-01-01 00:00:00+00:00,0.001939918776559031,0.0
0000950170-25-035142,07-MAR-2025,4,0001510295,Marathon Petroleum Corp,false,0001510295,133700.0,1,05-MAR-2025,1,False,False,True,False,False,0001520135,2025-03-07 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MARATHON PETROLEUM CORP,energy,True,44833758804.0,2025-01-01 00:00:00+00:00,2.982127833280655e-06,1.0
0001520006-25-000096,07-MAR-2025,4,0001520006,Matador Resources Co,0,0001520006,57575.99999999999,1,05-MAR-2025,1,False,False,False,True,False,0001647280,2025-03-07 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MATADOR RESOURCES CO,energy,True,7019713074.033131,2025-01-01 00:00:00+00:00,8.202044640967081e-06,0.5
0001140361-25-007613,07-MAR-2025,4,0001534504,PBF Energy Inc.,false,0001534504,1913000.0,1,05-MAR-2025,1,False,False,False,False,True,0001273693,2025-03-07 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,PBF ENERGY INC.,energy,True,3055484731.897743,2025-01-01 00:00:00+00:00,0.0006260872391307442,0.0
0000950170-25-035487,07-MAR-2025,4,0001658566,Permian Resources Corp,false,0001658566,3025000.0,1,05-MAR-2025,1,False,False,True,False,False,0001377293,2025-03-07 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,PERMIAN RESOURCES CORP,energy,True,11552378021.31774,2025-01-01 00:00:00+00:00,0.0002618508496188345,1.0
0000950170-25-035515,07-MAR-2025,4,0001837014,"SmartRent, Inc.",false,0001837014,12400.0,1,07-MAR-2025,1,False,True,False,True,False,0001213024,2025-03-07 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"SMARTRENT, INC.",technology,True,336996255.75,2025-01-01 00:00:00+00:00,3.6795661044966964e-05,2.25
0000950170-25-035777,07-MAR-2025,4,0001855747,"Blend Labs, Inc.",false,0001855747,172639.61000000002,1,05-MAR-2025,7,False,False,True,False,True,0001782665|0002022117|0002022120|0002022121|0002022122|0002022284|0002022286,2025-03-07 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"BLEND LABS, INC.",technology,True,1077259019.7610855,2025-01-01 00:00:00+00:00,0.0001602582172282837,1.0
0000807863-25-000059,10-MAR-2025,4,0000807863,MITEK SYSTEMS INC,0,0000807863,108960.0,1,06-MAR-2025,1,False,False,True,False,False,0001590913,2025-03-10 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MITEK SYSTEMS INC,technology,True,499930188.5503836,2025-01-01 00:00:00+00:00,0.00021795043087104724,1.0
0000807863-25-000061,10-MAR-2025,4,0000807863,MITEK SYSTEMS INC,0,0000807863,67550.0,3,06-MAR-2025,1,False,False,True,False,False,0001201624,2025-03-10 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MITEK SYSTEMS INC,technology,True,499930188.5503836,2025-01-01 00:00:00+00:00,0.00013511886568776837,1.0
0001104485-25-000047,10-MAR-2025,4,0001104485,"NORTHERN OIL & GAS, INC.",0,0001104485,27480.0,1,07-MAR-2025,1,True,False,True,True,False,0001741768,2025-03-10 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"NORTHERN OIL & GAS, INC.",energy,True,3709503079.007889,2025-01-01 00:00:00+00:00,7.408000320988966e-06,3.5
0001415889-25-007600,10-MAR-2025,4,0001110611,ON24 INC.,0,0001110611,534727.5,3,06-MAR-2025,3,False,False,True,False,True,0001734341|0001736572|0001771092,2025-03-10 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,ON24 INC.,technology,True,269064012.96,2025-01-01 00:00:00+00:00,0.0019873616472058436,1.0
0001562180-25-002264,10-MAR-2025,4,0001626450,"BigCommerce Holdings, Inc.",false,0001626450,1176329.1199999999,1,06-MAR-2025,1,False,False,True,False,False,0001386430,2025-03-10 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"BIGCOMMERCE HOLDINGS, INC.",technology,True,479685468.6301232,2025-01-01 00:00:00+00:00,0.0024522925894739705,1.0
0000950170-25-036718,10-MAR-2025,4,0001855747,"Blend Labs, Inc.",false,0001855747,1790804.45,1,06-MAR-2025,7,False,False,True,False,True,0001782665|0002022117|0002022120|0002022121|0002022122|0002022284|0002022286,2025-03-10 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"BLEND LABS, INC.",technology,True,1077259019.7610855,2025-01-01 00:00:00+00:00,0.0016623712748278167,1.0
0001176334-25-000049,11-MAR-2025,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,156594.99000000002,3,07-MAR-2025,1,False,False,False,False,True,0001203720,2025-03-11 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,140013895.39250994,2025-01-01 00:00:00+00:00,0.0011184246360763496,0.0
0000950103-25-003277,11-MAR-2025,4,0001275014,"Ultra Clean Holdings, Inc.",0,0001275014,25150.0,1,07-MAR-2025,1,False,False,True,False,False,0001283710,2025-03-11 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"ULTRA CLEAN HOLDINGS, INC.",technology,True,1619909443.0281029,2025-01-01 00:00:00+00:00,1.552555922693247e-05,1.0
0000950103-25-003278,11-MAR-2025,4,0001275014,"Ultra Clean Holdings, Inc.",0,0001275014,242900.0,1,07-MAR-2025,1,False,False,True,False,False,0001227050,2025-03-11 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"ULTRA CLEAN HOLDINGS, INC.",technology,True,1619909443.0281029,2025-01-01 00:00:00+00:00,0.00014994665352770963,1.0
0000950103-25-003279,11-MAR-2025,4,0001275014,"Ultra Clean Holdings, Inc.",0,0001275014,96000.0,1,07-MAR-2025,1,False,False,False,True,False,0001672993,2025-03-11 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"ULTRA CLEAN HOLDINGS, INC.",technology,True,1619909443.0281029,2025-01-01 00:00:00+00:00,5.926257199942414e-05,0.5
0000950103-25-003280,11-MAR-2025,4,0001275014,"Ultra Clean Holdings, Inc.",0,0001275014,103730.0,1,07-MAR-2025,1,False,False,False,True,False,0001927266,2025-03-11 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"ULTRA CLEAN HOLDINGS, INC.",technology,True,1619909443.0281029,2025-01-01 00:00:00+00:00,6.403444368229444e-05,0.5
0000950103-25-003284,11-MAR-2025,4,0001275014,"Ultra Clean Holdings, Inc.",0,0001275014,75510.0,1,07-MAR-2025,1,False,False,False,True,False,0001778203,2025-03-11 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"ULTRA CLEAN HOLDINGS, INC.",technology,True,1619909443.0281029,2025-01-01 00:00:00+00:00,4.661371678829705e-05,0.5
0001628280-25-012139,11-MAR-2025,4,0001384195,"RING ENERGY, INC.",0,0001384195,216000.0,1,10-MAR-2025,1,True,False,True,True,False,0001622419,2025-03-11 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"RING ENERGY, INC.",energy,True,269546609.075217,2025-01-01 00:00:00+00:00,0.0008013456401513297,3.5
0001694426-25-000017,11-MAR-2025,4,0001694426,"Delek US Holdings, Inc.",0,0001694426,9974.25,1,10-MAR-2025,1,True,False,True,True,False,0001642080,2025-03-11 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"DELEK US HOLDINGS, INC.",energy,True,1169110552.5,2025-01-01 00:00:00+00:00,8.531485733895128e-06,3.5
0000950170-25-037146,11-MAR-2025,4,0001837014,"SmartRent, Inc.",false,0001837014,150000.0,1,10-MAR-2025,1,False,False,True,False,False,0001227539,2025-03-11 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"SMARTRENT, INC.",technology,True,336996255.75,2025-01-01 00:00:00+00:00,0.0004451088029633101,1.0
0000950170-25-037581,11-MAR-2025,4,0001855747,"Blend Labs, Inc.",false,0001855747,4318912.85,1,07-MAR-2025,7,False,False,True,False,True,0001782665|0002022117|0002022120|0002022121|0002022122|0002022284|0002022286,2025-03-11 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"BLEND LABS, INC.",technology,True,1077259019.7610855,2025-01-01 00:00:00+00:00,0.004009168427253316,1.0
0000950170-25-037614,12-MAR-2025,4,0000065270,METHODE ELECTRONICS INC,false,0000065270,211455.18,1,11-MAR-2025,1,True,False,True,True,False,0001637951,2025-03-12 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,METHODE ELECTRONICS INC,technology,True,420391572.0198078,2025-01-01 00:00:00+00:00,0.0005029957641254443,3.5
0001062993-25-005273,12-MAR-2025,4,0001376139,CVR ENERGY INC,0,0001376139,5335243.01,3,10-MAR-2025,3,False,False,False,False,True,0000921669|0001034563|0001257324,2025-03-12 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,CVR ENERGY INC,energy,True,1883943402.250372,2025-01-01 00:00:00+00:00,0.0028319550383663584,0.0
0001520006-25-000098,12-MAR-2025,4,0001520006,Matador Resources Co,0,0001520006,13560.0,1,10-MAR-2025,1,False,False,True,False,False,0001786877,2025-03-12 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MATADOR RESOURCES CO,energy,True,7019713074.033131,2025-01-01 00:00:00+00:00,1.9317028854299296e-06,1.0
0001831651-25-000037,12-MAR-2025,4,0001831651,"Shoals Technologies Group, Inc.",0,0001831651,98000.0,1,12-MAR-2025,1,False,True,False,True,False,0001869375,2025-03-12 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"SHOALS TECHNOLOGIES GROUP, INC.",technology,True,925268575.1047134,2025-01-01 00:00:00+00:00,0.00010591519331444847,2.25
0000950170-25-038074,12-MAR-2025,4,0001855747,"Blend Labs, Inc.",false,0001855747,3282559.53,1,10-MAR-2025,7,False,False,True,False,True,0001782665|0002022117|0002022120|0002022121|0002022122|0002022284|0002022286,2025-03-12 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"BLEND LABS, INC.",technology,True,1077259019.7610855,2025-01-01 00:00:00+00:00,0.003047140446062829,1.0
0000889900-25-000043,13-MAR-2025,4,0000889900,PATTERSON UTI ENERGY INC,0,0000889900,197000.0,1,12-MAR-2025,1,True,False,True,True,False,0001546374,2025-03-13 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,PATTERSON UTI ENERGY INC,energy,True,3221040391.033949,2025-01-01 00:00:00+00:00,6.116036313868244e-05,3.5
0001415889-25-008029,13-MAR-2025,4,0001110611,ON24 INC.,0,0001110611,646374.0,3,11-MAR-2025,3,False,False,True,False,True,0001734341|0001736572|0001771092,2025-03-13 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,ON24 INC.,technology,True,269064012.96,2025-01-01 00:00:00+00:00,0.0024023056554058468,1.0
0001562180-25-002390,13-MAR-2025,4,0001110611,ON24 INC.,false,0001110611,49149.15,2,11-MAR-2025,1,False,False,True,False,False,0001336059,2025-03-13 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,ON24 INC.,technology,True,269064012.96,2025-01-01 00:00:00+00:00,0.00018266712615821532,1.0
0000950170-25-038321,13-MAR-2025,4,0001510295,Marathon Petroleum Corp,false,0001510295,269440.0,1,11-MAR-2025,1,False,False,False,True,False,0002012878,2025-03-13 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MARATHON PETROLEUM CORP,energy,True,44833758804.0,2025-01-01 00:00:00+00:00,6.009757093486459e-06,0.5
0001694426-25-000034,13-MAR-2025,4,0001694426,"Delek US Holdings, Inc.",0,0001694426,38360.0,1,11-MAR-2025,1,False,True,False,True,False,0002044248,2025-03-13 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"DELEK US HOLDINGS, INC.",energy,True,1169110552.5,2025-01-01 00:00:00+00:00,3.281126829107122e-05,2.25
0001694426-25-000035,13-MAR-2025,4,0001694426,"Delek US Holdings, Inc.",0,0001694426,73732.5,1,12-MAR-2025,1,False,False,True,True,False,0001361091,2025-03-13 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"DELEK US HOLDINGS, INC.",energy,True,1169110552.5,2025-01-01 00:00:00+00:00,6.306717516348823e-05,1.5
0000950170-25-038724,13-MAR-2025,4,0001837014,"SmartRent, Inc.",false,0001837014,49999.259999999995,1,13-MAR-2025,1,True,False,False,True,False,0002056547,2025-03-13 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"SMARTRENT, INC.",technology,True,336996255.75,2025-01-01 00:00:00+00:00,0.00014836740511767538,2.5
0001175107-25-000002,13-MAR-2025,4,0001866175,Crescent Energy Co,0,0001866175,317180.0,3,11-MAR-2025,1,False,False,True,False,False,0001175107,2025-03-13 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,CRESCENT ENERGY CO,energy,True,,2025-01-01 00:00:00+00:00,,1.0
0001694426-25-000038,14-MAR-2025,4,0001694426,"Delek US Holdings, Inc.",0,0001694426,76084.8,1,13-MAR-2025,1,False,False,True,True,False,0001361091,2025-03-14 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"DELEK US HOLDINGS, INC.",energy,True,1169110552.5,2025-01-01 00:00:00+00:00,6.507921756184815e-05,1.5
0001694426-25-000039,14-MAR-2025,4,0001694426,"Delek US Holdings, Inc.",0,0001694426,22459.0,2,12-MAR-2025,1,False,False,True,False,False,0001350103,2025-03-14 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"DELEK US HOLDINGS, INC.",energy,True,1169110552.5,2025-01-01 00:00:00+00:00,1.9210330410562264e-05,1.0
0001764046-25-000037,14-MAR-2025,4,0001764046,CLARIVATE PLC,0,0001764046,200492.5,1,12-MAR-2025,1,False,False,True,False,False,0001324628,2025-03-14 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,CLARIVATE PLC,technology,True,3608850066.160509,2025-01-01 00:00:00+00:00,5.555578545087797e-05,1.0
0000950170-25-040661,17-MAR-2025,4,0001036044,"Identiv, Inc.",false,0001036044,63080.0,1,13-MAR-2025,1,True,False,True,True,False,0002018287,2025-03-17 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"IDENTIV, INC.",technology,True,87419764.51008154,2025-01-01 00:00:00+00:00,0.0007215759542880649,3.5
0000950170-25-040666,17-MAR-2025,4,0001036044,"Identiv, Inc.",false,0001036044,21008.0,1,14-MAR-2025,1,False,True,False,True,False,0001540963,2025-03-17 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,"IDENTIV, INC.",technology,True,87419764.51008154,2025-01-01 00:00:00+00:00,0.0002403117889613771,2.25
0001176334-25-000052,17-MAR-2025,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,28775.38,1,14-MAR-2025,1,False,False,False,False,True,0001203720,2025-03-17 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,140013895.39250994,2025-01-01 00:00:00+00:00,0.00020551803033071918,0.0
0000950170-25-040271,17-MAR-2025,4,0001325702,MAGNACHIP SEMICONDUCTOR Corp,false,0001325702,73600.0,1,13-MAR-2025,1,False,False,True,False,False,0001657622,2025-03-17 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MAGNACHIP SEMICONDUCTOR CORP,technology,True,149555186.95041323,2025-01-01 00:00:00+00:00,0.0004921260271929114,1.0
0000950170-25-040273,17-MAR-2025,4,0001325702,MAGNACHIP SEMICONDUCTOR Corp,false,0001325702,73200.0,1,13-MAR-2025,1,False,False,True,False,False,0001256187,2025-03-17 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,MAGNACHIP SEMICONDUCTOR CORP,technology,True,149555186.95041323,2025-01-01 00:00:00+00:00,0.0004894514292190368,1.0
0001062993-25-005613,17-MAR-2025,4,0001376139,CVR ENERGY INC,0,0001376139,1595911.25,2,13-MAR-2025,3,False,False,False,False,True,0000921669|0001034563|0001257324,2025-03-17 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,CVR ENERGY INC,energy,True,1883943402.250372,2025-01-01 00:00:00+00:00,0.0008471120990650159,0.0
0001454938-25-000052,17-MAR-2025,4,0001454938,Outbrain Inc.,0,0001454938,79600.0,1,13-MAR-2025,1,True,False,True,True,False,0001874180,2025-03-17 00:00:00+00:00,False,2025-01-01 00:00:00+00:00,OUTBRAIN INC.,technology,True,356482389.09712267,2025-01-01 00:00:00+00:00,0.00022329293798104902,3.5
0001477720-25-000043,17-MAR-2025,4,0001477720,"Asana, Inc.",1,0001477720,9157500.0,3,13-MAR-2025,1,True,False,True,True,True,0001549917,2025-03-17 00:00:00+00:00,True,2025-01-01 00:00:00+00:00,"ASANA, INC.",technology,True,4555236662.872314,2025-01-01 00:00:00+00:00,0.002010323651159261,3.5
