candidate,sleeve,window_days,family,confirmation,breadth,market_cap_floor,sector_cap,allocation,cost_bps,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,full_sharpe,full_drawdown,active_weeks
all_open_market__win7d__none__top5__floor250m__sector50__w0.20__50bps,all_open_market__win7d__none__top5__floor250m__sector50,7,all_open_market,none,5,250000000,0.5,0.2,50,0.7887596642612138,2.691874564272,-0.08120686494790441,0.3211622007502537,1.6234591416273987,-0.17346336627746828,0
all_open_market__win7d__none__top5__floor250m__sector50__w0.30__50bps,all_open_market__win7d__none__top5__floor250m__sector50,7,all_open_market,none,5,250000000,0.5,0.3,50,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.27813659319590567,1.6226160617439302,-0.15279173394600465,0
all_open_market__win7d__none__top5__floor250m__sector50__w0.40__50bps,all_open_market__win7d__none__top5__floor250m__sector50,7,all_open_market,none,5,250000000,0.5,0.4,50,0.5547804662886944,2.691874564272,-0.06135223215219732,0.23585106186769966,1.6214808863717862,-0.13183244218567558,0
all_open_market__win7d__none__top5__floor250m__sector50__w0.10__100bps,all_open_market__win7d__none__top5__floor250m__sector50,7,all_open_market,none,5,250000000,0.5,0.1,100,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.36472455075834187,1.6235896475145104,-0.19384810054889978,0
all_open_market__win7d__none__top5__floor250m__sector50__w0.20__100bps,all_open_market__win7d__none__top5__floor250m__sector50,7,all_open_market,none,5,250000000,0.5,0.2,100,0.7887596642612138,2.691874564272,-0.08120686494790441,0.32080760339180125,1.6222768369909772,-0.17346336627746817,0
all_open_market__win7d__none__top5__floor250m__sector50__w0.30__100bps,all_open_market__win7d__none__top5__floor250m__sector50,7,all_open_market,none,5,250000000,0.5,0.3,100,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.27761967716709557,1.6205636449205105,-0.15279173394600443,0
all_open_market__win7d__none__top5__floor250m__sector50__w0.40__100bps,all_open_market__win7d__none__top5__floor250m__sector50,7,all_open_market,none,5,250000000,0.5,0.4,100,0.5547804662886944,2.691874564272,-0.06135223215219732,0.23518159555323725,1.6182351916324316,-0.13183244218567558,0
all_open_market__win7d__none__top5__floor250m__sector50__w0.10__200bps,all_open_market__win7d__none__top5__floor250m__sector50,7,all_open_market,none,5,250000000,0.5,0.1,200,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.36435967339075304,1.62254077685247,-0.19384810054890012,0
all_open_market__win7d__none__top5__floor250m__sector50__w0.20__200bps,all_open_market__win7d__none__top5__floor250m__sector50,7,all_open_market,none,5,250000000,0.5,0.2,200,0.7887596642612138,2.691874564272,-0.08120686494790441,0.3200976607881443,1.6198704088649074,-0.17346336627746817,0
all_open_market__win7d__none__top5__floor250m__sector50__w0.30__200bps,all_open_market__win7d__none__top5__floor250m__sector50,7,all_open_market,none,5,250000000,0.5,0.3,200,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.27658420103747194,1.6163361263776337,-0.15279173394600465,0
all_open_market__win7d__none__top5__floor250m__sector50__w0.40__200bps,all_open_market__win7d__none__top5__floor250m__sector50,7,all_open_market,none,5,250000000,0.5,0.4,200,0.5547804662886944,2.691874564272,-0.06135223215219732,0.23383980868772625,1.6114477212555802,-0.13183244218567558,0
all_open_market__win7d__none__top5__floor250m__sector70__w0.10__50bps,all_open_market__win7d__none__top5__floor250m__sector70,7,all_open_market,none,5,250000000,0.7,0.1,50,0.9122619987080236,2.657113106974924,-0.10482583564943293,0.3623763561733073,1.5635180006545633,-0.21211764053443294,81
all_open_market__win7d__none__top5__floor250m__sector70__w0.20__50bps,all_open_market__win7d__none__top5__floor250m__sector70,7,all_open_market,none,5,250000000,0.7,0.2,50,0.781241931651862,2.6032458730880066,-0.10995757811406603,0.31616639902420696,1.478790944247369,-0.2172598148260526,81
all_open_market__win7d__none__top5__floor250m__sector70__w0.30__50bps,all_open_market__win7d__none__top5__floor250m__sector70,7,all_open_market,none,5,250000000,0.7,0.3,50,0.6576428859520569,2.5200671812244835,-0.11524547783111916,0.2707436686482225,1.3652452945391076,-0.22292470779125817,81
all_open_market__win7d__none__top5__floor250m__sector70__w0.40__50bps,all_open_market__win7d__none__top5__floor250m__sector70,7,all_open_market,none,5,250000000,0.7,0.4,50,0.5411627960156069,2.3921729315127243,-0.12068910765564,0.22613193832360068,1.2193262687138662,-0.22950786786436594,81
all_open_market__win7d__none__top5__floor250m__sector70__w0.10__100bps,all_open_market__win7d__none__top5__floor250m__sector70,7,all_open_market,none,5,250000000,0.7,0.1,100,0.8900378483900488,2.6085099669356357,-0.10659802381073269,0.3463274435662478,1.5070530801479898,-0.21641783731918085,81
all_open_market__win7d__none__top5__floor250m__sector70__w0.20__100bps,all_open_market__win7d__none__top5__floor250m__sector70,7,all_open_market,none,5,250000000,0.7,0.2,100,0.7400434695282385,2.496026091989748,-0.11348528777115974,0.2853199303447629,1.3586195608176046,-0.2262118166445939,81
all_open_market__win7d__none__top5__floor250m__sector70__w0.30__100bps,all_open_market__win7d__none__top5__floor250m__sector70,7,all_open_market,none,5,250000000,0.7,0.3,100,0.6004150771456536,2.3420969731830708,-0.12051140870399135,0.22630378456867528,1.1750249901548273,-0.23621834576187706,81
all_open_market__win7d__none__top5__floor250m__sector70__w0.40__100bps,all_open_market__win7d__none__top5__floor250m__sector70,7,all_open_market,none,5,250000000,0.7,0.4,100,0.47056575534805956,2.1295324472860124,-0.12767532653891334,0.1692554519908287,0.954930578343809,-0.2509653550027522,81
all_open_market__win7d__none__top5__floor250m__sector70__w0.10__200bps,all_open_market__win7d__none__top5__floor250m__sector70,7,all_open_market,none,5,250000000,0.7,0.1,200,0.8463330968466447,2.511357908444239,-0.11013403491467966,0.31477385394124946,1.3940098139308015,-0.2251872897463424,81
all_open_market__win7d__none__top5__floor250m__sector70__w0.20__200bps,all_open_market__win7d__none__top5__floor250m__sector70,7,all_open_market,none,5,250000000,0.7,0.2,200,0.6603810999310278,2.281999123618545,-0.12050736310159271,0.2257014901987222,1.117961715883745,-0.24415820594417337,81
all_open_market__win7d__none__top5__floor250m__sector70__w0.30__200bps,all_open_market__win7d__none__top5__floor250m__sector70,7,all_open_market,none,5,250000000,0.7,0.3,200,0.4916116455918187,1.9877773128676473,-0.13096851533042242,0.14186957763012398,0.7943628963124629,-0.2847365305049365,81
all_open_market__win7d__none__top5__floor250m__sector70__w0.40__200bps,all_open_market__win7d__none__top5__floor250m__sector70,7,all_open_market,none,5,250000000,0.7,0.4,200,0.3385945879175116,1.6090162677952242,-0.14151535465577747,0.06302561630660186,0.42692305705011546,-0.32436283949990974,81
all_open_market__win7d__none__top10__floor50m__sector50__w0.10__50bps,all_open_market__win7d__none__top10__floor50m__sector50,7,all_open_market,none,10,50000000,0.5,0.1,50,0.9105932028772543,2.664506086253702,-0.09619052290051633,0.35885324515868056,1.58408053041764,-0.1925604291005214,36
all_open_market__win7d__none__top10__floor50m__sector50__w0.20__50bps,all_open_market__win7d__none__top10__floor50m__sector50,7,all_open_market,none,10,50000000,0.5,0.2,50,0.7783321445669169,2.6272093701426247,-0.09257688058284108,0.3093989506138388,1.5275432297024603,-0.17628159410808064,36
all_open_market__win7d__none__top10__floor50m__sector50__w0.30__50bps,all_open_market__win7d__none__top10__floor50m__sector50,7,all_open_market,none,10,50000000,0.5,0.3,50,0.6538593349103672,2.57478532202039,-0.08901044819889636,0.261003067116244,1.4479251147885595,-0.16082206135223076,36
all_open_market__win7d__none__top10__floor50m__sector50__w0.40__50bps,all_open_market__win7d__none__top10__floor50m__sector50,7,all_open_market,none,10,50000000,0.5,0.4,50,0.5368179761245238,2.4984062349066565,-0.08549197916407814,0.21368124796045507,1.335339549800805,-0.14526511641499096,36
all_open_market__win7d__none__top10__floor50m__sector50__w0.10__100bps,all_open_market__win7d__none__top10__floor50m__sector50,7,all_open_market,none,10,50000000,0.5,0.1,100,0.8968947858563177,2.6315677793291954,-0.09802217401102498,0.34972604961152065,1.5505006416857805,-0.19546425402802603,36
all_open_market__win7d__none__top10__floor50m__sector50__w0.20__100bps,all_open_market__win7d__none__top10__floor50m__sector50,7,all_open_market,none,10,50000000,0.5,0.2,100,0.7529332107607616,2.554121036053424,-0.09624816930207902,0.2918567235481553,1.4535076340620159,-0.17983840180524402,36
all_open_market__win7d__none__top10__floor50m__sector50__w0.30__100bps,all_open_market__win7d__none__top10__floor50m__sector50,7,all_open_market,none,10,50000000,0.5,0.3,100,0.6185671215442659,2.4520164423441986,-0.09452910232536116,0.23573032684746287,1.3251942843074145,-0.16623714320898975,36
all_open_market__win7d__none__top10__floor50m__sector50__w0.40__100bps,all_open_market__win7d__none__top10__floor50m__sector50,7,all_open_market,none,10,50000000,0.5,0.4,100,0.4932623887907006,2.3132582054650537,-0.09286546460457401,0.1813348632628844,1.1546458274934432,-0.15259234794595533,36
all_open_market__win7d__none__top10__floor50m__sector50__w0.10__200bps,all_open_market__win7d__none__top10__floor50m__sector50,7,all_open_market,none,10,50000000,0.5,0.1,200,0.8697726029706976,2.5658124537504117,-0.10167712433223863,0.33164272752102053,1.483255934788093,-0.20124459660676286,36
all_open_market__win7d__none__top10__floor50m__sector50__w0.20__200bps,all_open_market__win7d__none__top10__floor50m__sector50,7,all_open_market,none,10,50000000,0.5,0.2,200,0.7031482159799651,2.4086211587461825,-0.10355732005609009,0.2574271075013934,1.3052223692624638,-0.18863370118638845,36
all_open_market__win7d__none__top10__floor50m__sector50__w0.30__200bps,all_open_market__win7d__none__top10__floor50m__sector50,7,all_open_market,none,10,50000000,0.5,0.3,200,0.5500822386833097,2.2086578989090473,-0.10549116064907671,0.18659410762110018,1.0798008762584523,-0.18683193186889613,36
all_open_market__win7d__none__top10__floor50m__sector50__w0.40__200bps,all_open_market__win7d__none__top10__floor50m__sector50,7,all_open_market,none,10,50000000,0.5,0.4,200,0.4095872752513048,1.9486630921572454,-0.10747859237367574,0.11903714982192781,0.7951004000716996,-0.19596061043013446,36
all_open_market__win7d__none__top10__floor50m__sector70__w0.10__50bps,all_open_market__win7d__none__top10__floor50m__sector70,7,all_open_market,none,10,50000000,0.7,0.1,50,0.9185787069507947,2.6676398080289814,-0.10015904400417452,0.3758734611882051,1.6371056242359798,-0.1919968071960234,53
all_open_market__win7d__none__top10__floor50m__sector70__w0.20__50bps,all_open_market__win7d__none__top10__floor50m__sector70,7,all_open_market,none,10,50000000,0.7,0.2,50,0.7932292722099501,2.630423237622951,-0.10055394963963049,0.3423861256685179,1.6410656082461288,-0.1751315409953781,53
all_open_market__win7d__none__top10__floor50m__sector70__w0.30__50bps,all_open_market__win7d__none__top10__floor50m__sector70,7,all_open_market,none,10,50000000,0.7,0.3,50,0.6746857450641033,2.5730787842173877,-0.10103575316558655,0.30892534614504297,1.6301951304753732,-0.15906446122656326,53
all_open_market__win7d__none__top10__floor50m__sector70__w0.40__50bps,all_open_market__win7d__none__top10__floor50m__sector70,7,all_open_market,none,10,50000000,0.7,0.4,50,0.562677549785352,2.4841900095044918,-0.10160485717597512,0.2755295760692056,1.5954111116719285,-0.142877985961274,53
all_open_market__win7d__none__top10__floor50m__sector70__w0.10__100bps,all_open_market__win7d__none__top10__floor50m__sector70,7,all_open_market,none,10,50000000,0.7,0.1,100,0.8995141092414478,2.6255303977544244,-0.10231137586123962,0.3629923752694688,1.5913962504741377,-0.19490577792549357,53
all_open_market__win7d__none__top10__floor50m__sector70__w0.20__100bps,all_open_market__win7d__none__top10__floor50m__sector70,7,all_open_market,none,10,50000000,0.7,0.2,100,0.7577524720225279,2.537629978031299,-0.1048555561082164,0.3173622192673171,1.5412969248713342,-0.1786991131460295,53
all_open_market__win7d__none__top10__floor50m__sector70__w0.30__100bps,all_open_market__win7d__none__top10__floor50m__sector70,7,all_open_market,none,10,50000000,0.7,0.3,100,0.6252112555737852,2.4188846064872553,-0.1074831386333861,0.27248581036556696,1.467070455791846,-0.16449886606213204,53
all_open_market__win7d__none__top10__floor50m__sector70__w0.40__100bps,all_open_market__win7d__none__top10__floor50m__sector70,7,all_open_market,none,10,50000000,0.7,0.4,100,0.5013971387494924,2.25550392069156,-0.1101940855888417,0.22838937580999707,1.3595932270775246,-0.15023532247389004,53
all_open_market__win7d__none__top10__floor50m__sector70__w0.10__200bps,all_open_market__win7d__none__top10__floor50m__sector70,7,all_open_market,none,10,50000000,0.7,0.1,200,0.8619256615338842,2.541324428889288,-0.10660371974646121,0.3375735413233081,1.4997848026836438,-0.20069633370358764,53
all_open_market__win7d__none__top10__floor50m__sector70__w0.20__200bps,all_open_market__win7d__none__top10__floor50m__sector70,7,all_open_market,none,10,50000000,0.7,0.2,200,0.6887972429304947,2.3522061908029244,-0.11340953030559087,0.26863938454251124,1.340933286435418,-0.1875181316147021,53
all_open_market__win7d__none__top10__floor50m__sector70__w0.30__200bps,all_open_market__win7d__none__top10__floor50m__sector70,7,all_open_market,none,10,50000000,0.7,0.3,200,0.5304133419663719,2.111276979888568,-0.12026721890027059,0.20248142413143566,1.1389254784346485,-0.17528407337048013,53
all_open_market__win7d__none__top10__floor50m__sector70__w0.40__200bps,all_open_market__win7d__none__top10__floor50m__sector70,7,all_open_market,none,10,50000000,0.7,0.4,200,0.38564423480766097,1.8007242809843222,-0.12717593982045172,0.13903433899620965,0.884824233188015,-0.1647995977780473,53
all_open_market__win7d__none__top10__floor250m__sector50__w0.10__50bps,all_open_market__win7d__none__top10__floor250m__sector50,7,all_open_market,none,10,250000000,0.5,0.1,50,0.9058798475778551,2.65530395925474,-0.09596101124966938,0.36380958240285,1.604563512151949,-0.1906207781101097,23
all_open_market__win7d__none__top10__floor250m__sector50__w0.20__50bps,all_open_market__win7d__none__top10__floor250m__sector50,7,all_open_market,none,10,250000000,0.5,0.2,50,0.7696149510279782,2.608496968229183,-0.0921170878255041,0.31899886094605856,1.5741235778521547,-0.17047459101691753,23
all_open_market__win7d__none__top10__floor250m__sector50__w0.30__50bps,all_open_market__win7d__none__top10__floor250m__sector50,7,all_open_market,none,10,250000000,0.5,0.3,50,0.6417773954061352,2.5468039182893074,-0.08831964600489706,0.2749404344487951,1.527767435832312,-0.15194552342179102,23
all_open_market__win7d__none__top10__floor250m__sector50__w0.40__50bps,all_open_market__win7d__none__top10__floor250m__sector50,7,all_open_market,none,10,250000000,0.5,0.4,50,0.5219451533478778,2.4625038444872076,-0.0845694807100229,0.23165701677403683,1.4569460077214476,-0.13320620777144254,23
all_open_market__win7d__none__top10__floor250m__sector50__w0.10__100bps,all_open_market__win7d__none__top10__floor250m__sector50,7,all_open_market,none,10,250000000,0.5,0.1,100,0.8945779865117935,2.627264539803795,-0.09779416150416054,0.3578120373953284,1.5827128972837963,-0.19315599507639514,23
all_open_market__win7d__none__top10__floor250m__sector50__w0.20__100bps,all_open_market__win7d__none__top10__floor250m__sector50,7,all_open_market,none,10,250000000,0.5,0.2,100,0.7486982920018552,2.5460773088768907,-0.09579207108993215,0.30741497125528827,1.525700974432043,-0.17339508698610695,23
all_open_market__win7d__none__top10__floor250m__sector50__w0.30__100bps,all_open_market__win7d__none__top10__floor250m__sector50,7,all_open_market,none,10,250000000,0.5,0.3,100,0.6127664018897931,2.441421591421724,-0.09384488711813566,0.2581692656745038,1.4468527300806224,-0.15642118519796222,23
all_open_market__win7d__none__top10__floor250m__sector50__w0.40__100bps,all_open_market__win7d__none__top10__floor250m__sector50,7,all_open_market,none,10,250000000,0.5,0.4,100,0.4862060216358981,2.302282770757889,-0.09195314321431458,0.21008523279918734,1.3363691297450029,-0.13930167438166707,23
all_open_market__win7d__none__top10__floor250m__sector50__w0.10__200bps,all_open_market__win7d__none__top10__floor250m__sector50,7,all_open_market,none,10,250000000,0.5,0.1,200,0.8721580182448228,2.571266721253697,-0.10145209859715565,0.34588775277083306,1.538877920929213,-0.19820606931955842,23
all_open_market__win7d__none__top10__floor250m__sector50__w0.20__200bps,all_open_market__win7d__none__top10__floor250m__sector50,7,all_open_market,none,10,250000000,0.5,0.2,200,0.7075420753488257,2.4217487036087912,-0.10310856070102481,0.284520105960383,1.4282965324780672,-0.18247368261048158,23
all_open_market__win7d__none__top10__floor250m__sector50__w0.30__200bps,all_open_market__win7d__none__top10__floor250m__sector50,7,all_open_market,none,10,250000000,0.5,0.3,200,0.5561468230455795,2.232489742066313,-0.10481999701980249,0.2252183332746116,1.283800794938264,-0.16675665422683883,23
all_open_market__win7d__none__top10__floor250m__sector50__w0.40__200bps,all_open_market__win7d__none__top10__floor250m__sector50,7,all_open_market,none,10,250000000,0.5,0.4,200,0.41702109581813485,1.9871485524484958,-0.10658639087699173,0.16795374692576082,1.0934382550010635,-0.15139673639339501,23
all_open_market__win7d__none__top10__floor250m__sector70__w0.10__50bps,all_open_market__win7d__none__top10__floor250m__sector70,7,all_open_market,none,10,250000000,0.7,0.1,50,0.9069539871612704,2.6517075833236303,-0.0971206108107876,0.3655046720179447,1.6039073161960269,-0.1927395091313051,42
all_open_market__win7d__none__top10__floor250m__sector70__w0.20__50bps,all_open_market__win7d__none__top10__floor250m__sector70,7,all_open_market,none,10,250000000,0.7,0.2,50,0.7715892287436501,2.5981058503696617,-0.09444017459537402,0.3222731050078338,1.5709072969718931,-0.17123386450888423,42
all_open_market__win7d__none__top10__floor250m__sector70__w0.30__50bps,all_open_market__win7d__none__top10__floor250m__sector70,7,all_open_market,none,10,250000000,0.7,0.3,50,0.6444952826990418,2.524572078587956,-0.09180989984615118,0.27968030042848313,1.519471644431336,-0.15109653436496495,42
all_open_market__win7d__none__top10__floor250m__sector70__w0.40__50bps,all_open_market__win7d__none__top10__floor250m__sector70,7,all_open_market,none,10,250000000,0.7,0.4,50,0.5252664226515211,2.4205230076531254,-0.08923037177375481,0.23775160411452845,1.4408734867947681,-0.13202839698710878,42
all_open_market__win7d__none__top10__floor250m__sector70__w0.10__100bps,all_open_market__win7d__none__top10__floor250m__sector70,7,all_open_market,none,10,250000000,0.7,0.1,100,0.8877790472473484,2.6090396702105414,-0.09894618669292055,0.3545980233962329,1.5651116899068511,-0.19548428345315927,42
all_open_market__win7d__none__top10__floor250m__sector70__w0.20__100bps,all_open_market__win7d__none__top10__floor250m__sector70,7,all_open_market,none,10,250000000,0.7,0.2,100,0.736113748719144,2.5034022196934806,-0.09809649129988984,0.3012182836557551,1.4856034846989774,-0.1768474124814906,42
all_open_market__win7d__none__top10__floor250m__sector70__w0.30__100bps,all_open_market__win7d__none__top10__floor250m__sector70,7,all_open_market,none,10,250000000,0.7,0.3,100,0.5953087771340131,2.3655095855358144,-0.0973018604398872,0.24921266763690086,1.3784865082435362,-0.15803959895374675,42
all_open_market__win7d__none__top10__floor250m__sector70__w0.40__100bps,all_open_market__win7d__none__top10__floor250m__sector70,7,all_open_market,none,10,250000000,0.7,0.4,100,0.46469469099831073,2.180821650670922,-0.09656261502038321,0.19858299211620234,1.2339498302321452,-0.13906440846424817,42
all_open_market__win7d__none__top10__floor250m__sector70__w0.10__200bps,all_open_market__win7d__none__top10__floor250m__sector70,7,all_open_market,none,10,250000000,0.7,0.1,200,0.849978774052617,2.5236938919618987,-0.10258903322631163,0.33303053927501525,1.4872776972482933,-0.20094950443733695,42
all_open_market__win7d__none__top10__floor250m__sector70__w0.20__200bps,all_open_market__win7d__none__top10__floor250m__sector70,7,all_open_market,none,10,250000000,0.7,0.2,200,0.6671825981750501,2.314128374705239,-0.1053759015931367,0.26005286184380205,1.3140198480889516,-0.18797542273655543,42
all_open_market__win7d__none__top10__floor250m__sector70__w0.30__200bps,all_open_market__win7d__none__top10__floor250m__sector70,7,all_open_market,none,10,250000000,0.7,0.3,200,0.5011080275090203,2.0483865472422345,-0.10821102770200397,0.19031652806465083,1.0945186145516608,-0.17502944106366403,42
all_open_market__win7d__none__top10__floor250m__sector70__w0.40__200bps,all_open_market__win7d__none__top10__floor250m__sector70,7,all_open_market,none,10,250000000,0.7,0.4,200,0.350355855195684,1.7054367369494634,-0.11109420762688649,0.12372343423133692,0.8175676243833347,-0.1638896702958449,42
all_open_market__win7d__none__top20__floor50m__sector50__w0.10__50bps,all_open_market__win7d__none__top20__floor50m__sector50,7,all_open_market,none,20,50000000,0.5,0.1,50,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.3659665813297497,1.627857542128185,-0.19158300217897095,2
all_open_market__win7d__none__top20__floor50m__sector50__w0.20__50bps,all_open_market__win7d__none__top20__floor50m__sector50,7,all_open_market,none,20,50000000,0.5,0.2,50,0.7887596642612138,2.691874564272,-0.08120686494790441,0.32321400263488087,1.6317994491338934,-0.16881310086969026,2
