cik10,company_name_as_filed,sector,latest_filing,purchase_dollars,purchase_to_market_cap,filing_count,role_score,market_cap,any_ceo,any_cfo,owner_count,price_momentum_4w,score,decision_at
0001463101,"ENPHASE ENERGY, INC.",technology,2023-05-02 00:00:00+00:00,10608313.5,0.00036959317559477346,3,2.25,28702676890.41717,False,True,2,-0.21913639955561715,0.6944444444444444,2023-05-05
0001505952,"DOMO, INC.",technology,2023-04-17 00:00:00+00:00,754950.0,0.0015469574727886531,2,2.25,488022465.5685425,False,True,2,0.11909799746533656,0.6666666666666666,2023-05-05
0001801661,SKILLZ INC.,technology,2023-04-05 00:00:00+00:00,840000.0000000001,0.00017114663108939754,1,3.5,4908072070.441343,True,False,1,0.050590252853162765,0.6111111111111112,2023-05-05
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-04-13 00:00:00+00:00,6722.4297,6.30464787055859e-05,4,3.5,106626568.81112053,True,True,4,-0.04379554099476812,0.5416666666666666,2023-05-05
0001001614,"RILEY EXPLORATION PERMIAN, INC.",energy,2023-04-20 00:00:00+00:00,131370.0,0.0001712221071109967,1,0.0,767249055.724083,False,False,3,0.11191880932898202,0.4722222222222222,2023-05-05
0001653482,GITLAB INC.,technology,2023-05-09 00:00:00+00:00,19670692.660000004,0.0038530712942155257,2,0.0,5105198206.3064575,False,False,4,-0.170359346750255,0.7426470588235294,2023-05-12
0001505952,"DOMO, INC.",technology,2023-04-17 00:00:00+00:00,754950.0,0.0015469574727886531,2,2.25,488022465.5685425,False,True,2,-0.03353865726439076,0.6544117647058824,2023-05-12
0001463101,"ENPHASE ENERGY, INC.",technology,2023-05-02 00:00:00+00:00,10608313.5,0.00036959317559477346,3,2.25,28702676890.41717,False,True,2,-0.16413615761002942,0.6397058823529411,2023-05-12
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-05-09 00:00:00+00:00,11406.9018,0.00010697991998791887,8,3.5,106626568.81112053,True,True,4,-0.0808957282163939,0.5588235294117647,2023-05-12
0001001614,"RILEY EXPLORATION PERMIAN, INC.",energy,2023-04-20 00:00:00+00:00,131370.0,0.0001712221071109967,1,0.0,767249055.724083,False,False,3,-0.030757398297150518,0.47058823529411764,2023-05-12
0000320121,TELOS CORP,technology,2023-05-16 00:00:00+00:00,1943280.12,0.011203352249783619,5,3.5,173455237.02850032,True,False,4,-0.11857705759241144,0.8557692307692308,2023-05-19
0001653482,GITLAB INC.,technology,2023-05-09 00:00:00+00:00,19670692.660000004,0.0038530712942155257,2,0.0,5105198206.3064575,False,False,4,-0.11131726544477616,0.7067307692307692,2023-05-19
0000917491,FARO TECHNOLOGIES INC,technology,2023-05-17 00:00:00+00:00,716022.55,0.001549212814884803,5,1.5,462184758.04,False,False,5,-0.531416837782341,0.701923076923077,2023-05-19
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-05-09 00:00:00+00:00,4684.4721,4.3933441282332975e-05,4,3.5,106626568.81112053,True,True,4,-0.1237376477553157,0.49038461538461536,2023-05-19
0001001614,"RILEY EXPLORATION PERMIAN, INC.",energy,2023-04-20 00:00:00+00:00,131370.0,0.0001712221071109967,1,0.0,767249055.724083,False,False,3,-0.24272930791725544,0.42788461538461536,2023-05-19
0000320121,TELOS CORP,technology,2023-05-16 00:00:00+00:00,1943280.12,0.011203352249783619,5,3.5,173455237.02850032,True,False,4,0.27184463996826014,0.8275862068965517,2023-05-26
0001162194,STANDARD BIOTOOLS INC.,technology,2023-05-22 00:00:00+00:00,5450858.92,0.0353550888378879,3,2.25,154174663.3700619,False,True,8,0.30857140677315864,0.7844827586206896,2023-05-26
0000917491,FARO TECHNOLOGIES INC,technology,2023-05-25 00:00:00+00:00,1165902.55,0.002522589786267024,7,1.5,462184758.04,False,False,5,-0.48553459119496856,0.6982758620689655,2023-05-26
0001538849,CROSSAMERICA PARTNERS LP,energy,2023-05-25 00:00:00+00:00,598774.96,0.0007344416888183271,4,1.0,815279101.2767715,False,False,3,-0.13020913212089236,0.5474137931034483,2023-05-26
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-05-22 00:00:00+00:00,5314.3501,4.984076819928341e-05,10,3.5,106626568.81112053,True,True,6,-0.10220425030058478,0.4913793103448276,2023-05-26
0000320121,TELOS CORP,technology,2023-05-16 00:00:00+00:00,1943280.12,0.011203352249783619,5,3.5,173455237.02850032,True,False,4,0.9529410824231237,0.8362068965517241,2023-06-02
0001162194,STANDARD BIOTOOLS INC.,technology,2023-05-22 00:00:00+00:00,5450858.92,0.0353550888378879,3,2.25,154174663.3700619,False,True,8,0.4647058468788976,0.7931034482758621,2023-06-02
0000917491,FARO TECHNOLOGIES INC,technology,2023-05-25 00:00:00+00:00,1165902.55,0.002522589786267024,7,1.5,462184758.04,False,False,5,-0.3507494646680942,0.7068965517241379,2023-06-02
0001538849,CROSSAMERICA PARTNERS LP,energy,2023-05-30 00:00:00+00:00,1037824.96,0.001272968923617335,5,1.0,815279101.2767715,False,False,3,-0.11608734266415044,0.5948275862068966,2023-06-02
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-05-22 00:00:00+00:00,5314.3501,4.984076819928341e-05,10,3.5,106626568.81112053,True,True,6,-0.19304250489154995,0.4827586206896552,2023-06-02
0000320121,TELOS CORP,technology,2023-05-16 00:00:00+00:00,1943280.12,0.011203352249783619,5,3.5,173455237.02850032,True,False,4,0.5632183986794348,0.8509615384615385,2023-06-09
0001162194,STANDARD BIOTOOLS INC.,technology,2023-05-22 00:00:00+00:00,5450858.92,0.0353550888378879,3,2.25,154174663.3700619,False,True,8,0.46296288801427865,0.8076923076923077,2023-06-09
0000917491,FARO TECHNOLOGIES INC,technology,2023-05-25 00:00:00+00:00,1165902.55,0.002522589786267024,7,1.5,462184758.04,False,False,5,0.14981818181818185,0.7163461538461539,2023-06-09
0001538849,CROSSAMERICA PARTNERS LP,energy,2023-05-30 00:00:00+00:00,1037824.96,0.001272968923617335,5,1.0,815279101.2767715,False,False,3,-0.08041442643225383,0.610576923076923,2023-06-09
0000002178,"ADAMS RESOURCES & ENERGY, INC.",energy,2023-05-22 00:00:00+00:00,43138.0,0.00044297686945353015,3,2.25,97382059.82,False,True,3,-0.08508935716018207,0.4855769230769231,2023-06-09
0001162194,STANDARD BIOTOOLS INC.,technology,2023-05-22 00:00:00+00:00,5450858.92,0.0353550888378879,3,2.25,154174663.3700619,False,True,8,0.25988703000221713,0.8511904761904763,2023-06-16
0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,technology,2023-06-15 00:00:00+00:00,135008.34999999998,0.0003882429939584823,5,3.5,347741883.56490326,True,True,5,-0.12254438890215669,0.6785714285714286,2023-06-16
0001477720,"ASANA, INC.",technology,2023-06-12 00:00:00+00:00,3623510.7800000003,0.0008002433854280258,1,3.5,4528010910.158157,True,False,1,0.2915215248510812,0.6726190476190476,2023-06-16
0001538849,CROSSAMERICA PARTNERS LP,energy,2023-05-30 00:00:00+00:00,1037824.96,0.001272968923617335,5,1.0,815279101.2767715,False,False,3,-0.015432110147784117,0.6607142857142858,2023-06-16
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-06-13 00:00:00+00:00,5318.9259999999995,4.988368339435177e-05,10,3.5,106626568.81112053,True,True,6,-0.022421508965879466,0.5238095238095237,2023-06-16
0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,technology,2023-06-15 00:00:00+00:00,135008.34999999998,0.0003882429939584823,5,3.5,347741883.56490326,True,True,5,-0.3106557394349104,0.7727272727272727,2023-06-23
0001477720,"ASANA, INC.",technology,2023-06-22 00:00:00+00:00,11173167.79,0.0024675664462146217,3,3.5,4528010910.158157,True,False,1,0.254262766250414,0.7272727272727273,2023-06-23
0000935036,"ACI WORLDWIDE, INC.",technology,2023-06-08 00:00:00+00:00,1016269.81,0.00034841359514317644,1,3.5,2916848895.010472,True,False,1,-0.058364162792715724,0.6363636363636364,2023-06-23
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-06-13 00:00:00+00:00,4689.048,4.3976356477401336e-05,4,3.5,106626568.81112053,True,True,4,0.004464152013137435,0.48863636363636365,2023-06-23
0001520006,MATADOR RESOURCES CO,energy,2023-06-02 00:00:00+00:00,39760.05,7.007682967710088e-06,2,3.5,5673779790.439415,True,False,2,0.10167617293361775,0.42045454545454547,2023-06-23
0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,technology,2023-06-28 00:00:00+00:00,1033608.35,0.0029723435653016047,7,3.5,347741883.56490326,True,True,6,-0.23618088726379083,0.8125,2023-06-30
0001477720,"ASANA, INC.",technology,2023-06-26 00:00:00+00:00,14777167.79,0.0032635009241803823,4,3.5,4528010910.158157,True,False,1,0.06023532643037677,0.71875,2023-06-30
0001596961,"RUMBLEON, INC.",technology,2023-06-27 00:00:00+00:00,4792500.0,0.04936497999948285,2,0.0,97082992.84331132,False,False,3,0.016806751123683794,0.6770833333333333,2023-06-30
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-06-13 00:00:00+00:00,4689.048,4.3976356477401336e-05,4,3.5,106626568.81112053,True,True,4,-0.028436089093749284,0.5104166666666666,2023-06-30
0001520006,MATADOR RESOURCES CO,energy,2023-06-02 00:00:00+00:00,28948.8,5.102207182728537e-06,1,3.5,5673779790.439415,True,False,1,0.07283353085103683,0.34375,2023-06-30
0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,technology,2023-06-28 00:00:00+00:00,1033608.35,0.0029723435653016047,7,3.5,347741883.56490326,True,True,6,-0.2593192682087647,0.7916666666666667,2023-07-07
0001477720,"ASANA, INC.",technology,2023-06-30 00:00:00+00:00,18387567.79,0.004060848826302353,5,3.5,4528010910.158157,True,False,1,-0.007207200086191579,0.6944444444444444,2023-07-07
0001596961,"RUMBLEON, INC.",technology,2023-06-27 00:00:00+00:00,4792500.0,0.04936497999948285,2,0.0,97082992.84331132,False,False,3,0.011456578280621965,0.6527777777777777,2023-07-07
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-06-13 00:00:00+00:00,4689.048,4.3976356477401336e-05,4,3.5,106626568.81112053,True,True,4,-0.04017867498618788,0.4722222222222222,2023-07-07
0001449488,CSI COMPRESSCO LP,energy,2023-06-30 00:00:00+00:00,32500.0,0.0001866186201605752,1,3.5,174151968.18,True,False,1,0.17209302330622633,0.41666666666666663,2023-07-07
0001477720,"ASANA, INC.",technology,2023-07-17 00:00:00+00:00,21574567.77,0.004684438154932728,6,3.5,4723017916.191101,True,False,1,-0.07956816285111801,0.6875,2023-07-21
0001596961,"RUMBLEON, INC.",technology,2023-06-27 00:00:00+00:00,4792500.0,0.04936497999948285,2,0.0,97082992.84331132,False,False,3,-0.02321080924337271,0.6875,2023-07-21
0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,technology,2023-06-28 00:00:00+00:00,898600.0,0.0025841005713431223,2,1.0,347741883.56490326,False,False,2,0.03804990495007998,0.5625,2023-07-21
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-07-14 00:00:00+00:00,4671.9924,5.5840433189920574e-05,4,3.5,83666836.61120512,True,True,4,-0.035555254384300516,0.5416666666666666,2023-07-21
0001449488,CSI COMPRESSCO LP,energy,2023-06-30 00:00:00+00:00,32500.0,0.0001866186201605752,1,3.5,174151968.18,True,False,1,-0.17391304347504077,0.4375,2023-07-21
0001792849,"HIGHPEAK ENERGY, INC.",energy,2023-07-21 00:00:00+00:00,92967525.0,0.07549942276517509,8,3.5,1231367361.4320965,True,True,8,0.1630521295823899,0.890625,2023-08-11
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-08-08 00:00:00+00:00,797014.3068,0.009526048062551699,11,3.5,83666836.61120512,True,True,5,0.14648847745142324,0.703125,2023-08-11
0001476840,"EXPENSIFY, INC.",technology,2023-08-10 00:00:00+00:00,5795057.380000001,0.008881149776412328,2,0.0,652512064.979609,False,False,4,-0.23225808912707913,0.578125,2023-08-11
0001477720,"ASANA, INC.",technology,2023-08-09 00:00:00+00:00,21478485.67,0.004547618927374601,6,3.5,4723017916.191101,True,False,1,0.05409292011158118,0.5625,2023-08-11
0001597033,SABRE CORP,technology,2023-08-09 00:00:00+00:00,936058.06,0.0008836946702353594,3,3.5,1059255070.2503324,True,True,3,0.4417910630465569,0.546875,2023-08-11
0001792849,"HIGHPEAK ENERGY, INC.",energy,2023-07-21 00:00:00+00:00,92967525.0,0.07549942276517509,8,3.5,1231367361.4320965,True,True,8,0.17668618822496662,0.90625,2023-08-18
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-08-17 00:00:00+00:00,793006.2224,0.009478142768622333,13,3.5,83666836.61120512,True,True,6,0.22365492396840359,0.78125,2023-08-18
0001597033,SABRE CORP,technology,2023-08-09 00:00:00+00:00,936058.06,0.0008836946702353594,3,3.5,1059255070.2503324,True,True,3,0.5161289847066659,0.70625,2023-08-18
0001476840,"EXPENSIFY, INC.",technology,2023-08-16 00:00:00+00:00,7398666.19,0.011338742357555042,4,0.0,652512064.979609,False,False,4,-0.4195623886804627,0.65625,2023-08-18
0001114995,IMPINJ INC,technology,2023-08-17 00:00:00+00:00,32999423.52,0.013811599501882786,3,1.0,2389254301.4660645,False,False,2,-0.31479768256920615,0.65,2023-08-18
0001049521,MERCURY SYSTEMS INC,technology,2023-08-22 00:00:00+00:00,4329922.1481,0.0021511983208022797,4,3.5,2012795429.519104,True,False,4,0.06876865225162532,0.8028846153846154,2023-09-01
0001597033,SABRE CORP,technology,2023-08-09 00:00:00+00:00,936058.06,0.0008836946702353594,3,3.5,1059255070.2503324,True,True,3,0.22828772991566137,0.7307692307692308,2023-09-01
0001476840,"EXPENSIFY, INC.",technology,2023-08-24 00:00:00+00:00,8262281.300000001,0.01266226594639012,7,0.0,652512064.979609,False,False,4,-0.4228792223607447,0.7019230769230769,2023-09-01
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-08-17 00:00:00+00:00,5345.622399999999,6.38917714176382e-05,10,3.5,83666836.61120512,True,True,6,0.002012219481967392,0.5288461538461539,2023-09-01
0000894627,VAALCO ENERGY INC /DE/,energy,2023-08-31 00:00:00+00:00,36990.0,9.213755370454692e-05,2,3.5,401464967.4617372,True,False,2,0.04904070692355389,0.4519230769230769,2023-09-01
0001049521,MERCURY SYSTEMS INC,technology,2023-08-22 00:00:00+00:00,4329922.1481,0.0021511983208022797,4,3.5,2012795429.519104,True,False,4,0.021237582230031693,0.7849999999999999,2023-09-08
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-09-05 00:00:00+00:00,211956.508,0.0025333395713877586,7,3.5,83666836.61120512,True,True,6,0.24390227247018337,0.7250000000000001,2023-09-08
0001597033,SABRE CORP,technology,2023-08-09 00:00:00+00:00,936058.06,0.0008836946702353594,3,3.5,1059255070.2503324,True,True,3,0.11180123610409631,0.7050000000000001,2023-09-08
0001476840,"EXPENSIFY, INC.",technology,2023-08-24 00:00:00+00:00,5266846.12,0.008071645572047145,6,0.0,652512064.979609,False,False,4,-0.2571428205071079,0.6950000000000001,2023-09-08
0000894627,VAALCO ENERGY INC /DE/,energy,2023-08-31 00:00:00+00:00,36990.0,9.213755370454692e-05,2,3.5,401464967.4617372,True,False,2,0.02796612430241674,0.425,2023-09-08
0001049521,MERCURY SYSTEMS INC,technology,2023-08-22 00:00:00+00:00,4329922.1481,0.0021511983208022797,4,3.5,2012795429.519104,True,False,4,0.02861195915183168,0.8229166666666666,2023-09-15
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-09-14 00:00:00+00:00,351742.962,0.0042040906080210595,12,3.5,83666836.61120512,True,True,6,0.1849058999360209,0.7864583333333334,2023-09-15
0000320121,TELOS CORP,technology,2023-09-01 00:00:00+00:00,547585.5,0.00308260719882558,4,3.5,177637131.38950062,True,False,2,-0.08583683082144511,0.7083333333333333,2023-09-15
0001114995,IMPINJ INC,technology,2023-09-05 00:00:00+00:00,51396305.91,0.021511442243072595,8,1.0,2389254301.4660645,False,False,2,0.06411336608253371,0.6927083333333334,2023-09-15
0000894627,VAALCO ENERGY INC /DE/,energy,2023-08-31 00:00:00+00:00,36990.0,9.213755370454692e-05,2,3.5,401464967.4617372,True,False,2,-0.13696400741451287,0.45833333333333326,2023-09-15
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-09-14 00:00:00+00:00,351079.054,0.004196155468760505,6,3.5,83666836.61120512,True,True,4,0.08487082218827968,0.77,2023-09-22
0001792849,"HIGHPEAK ENERGY, INC.",energy,2023-09-21 00:00:00+00:00,8446324.2,0.006859304919513876,2,3.5,1231367361.4320965,True,False,2,0.12871292977115179,0.77,2023-09-22
0000315374,HURCO COMPANIES INC,technology,2023-09-20 00:00:00+00:00,298336.37,0.0021324167239223065,5,3.5,139905285.23489,True,True,5,0.0023585144507574096,0.73,2023-09-22
0001477720,"ASANA, INC.",technology,2023-09-20 00:00:00+00:00,39834768.56,0.008434176890043417,5,3.5,4723017916.191101,True,False,1,-0.09921027671147131,0.71,2023-09-22
0001505952,"DOMO, INC.",technology,2023-09-19 00:00:00+00:00,1882174.0,0.0036451196739606655,2,3.5,516354514.6255493,True,False,2,-0.4231332391592786,0.71,2023-09-22
0001792849,"HIGHPEAK ENERGY, INC.",energy,2023-09-21 00:00:00+00:00,8446324.2,0.006859304919513876,2,3.5,1231367361.4320965,True,False,2,0.23516480288917063,0.7717391304347826,2023-09-29
