model,window,metric,value
classifier_logistic_reversal,coefficient,score_drawdown_recovery_only,0.16496879351074378
classifier_logistic_reversal,coefficient,score_pullback_in_uptrend,-0.08649612251955165
classifier_logistic_reversal,coefficient,score_oversold_rebound_after_stress,-0.23113888806003013
classifier_logistic_reversal,coefficient,ret_1w,0.048025319025264496
classifier_logistic_reversal,coefficient,ret_2w,0.10860422348277585
classifier_logistic_reversal,coefficient,ret_4w,0.0025056619361237017
classifier_logistic_reversal,coefficient,ret_8w,-0.1026199818273836
classifier_logistic_reversal,coefficient,ret_12w,0.1707085492900585
classifier_logistic_reversal,coefficient,ret_26w,0.013251237251143605
classifier_logistic_reversal,coefficient,loss_magnitude_1w,-0.12038688309046307
classifier_logistic_reversal,coefficient,loss_magnitude_2w,0.05179886914690113
classifier_logistic_reversal,coefficient,loss_magnitude_4w,-0.11345871715416317
classifier_logistic_reversal,coefficient,ret_1w_z_52,-0.12657693908967715
classifier_logistic_reversal,coefficient,ret_2w_z_52,-0.07483323517605818
classifier_logistic_reversal,coefficient,ret_4w_z_52,-0.2962333929442916
classifier_logistic_reversal,coefficient,short_term_oversold_score,-0.024081101193761275
classifier_logistic_reversal,coefficient,recent_loss_magnitude,-0.044050619821128366
classifier_logistic_reversal,coefficient,reversal_pressure_score,0.022446561922258815
classifier_logistic_reversal,coefficient,drawdown_depth_13w,0.06666454361968398
classifier_logistic_reversal,coefficient,drawdown_depth_26w,-0.06958956924377428
classifier_logistic_reversal,coefficient,drawdown_depth_52w,0.2574592987529895
classifier_logistic_reversal,coefficient,recovery_from_4w_low,0.01329423480913489
classifier_logistic_reversal,coefficient,recovery_from_8w_low,0.41962309224011746
classifier_logistic_reversal,coefficient,weeks_since_8w_low,-0.07513073044842757
classifier_logistic_reversal,coefficient,selloff_speed_4w,-0.11345871715416318
classifier_logistic_reversal,coefficient,down_weeks_4w,0.12920241587618528
classifier_logistic_reversal,coefficient,down_weeks_8w,0.03192098639523079
classifier_logistic_reversal,coefficient,above_4w_ma,0.03580004753668369
classifier_logistic_reversal,coefficient,above_8w_ma,-0.17842442000052658
classifier_logistic_reversal,coefficient,reclaim_4w_ma,-0.059608351591923105
classifier_logistic_reversal,coefficient,reclaim_8w_ma,-0.06885229188994456
classifier_logistic_reversal,coefficient,drawdown_depth_x_recovery_confirmation,-0.06724676763799513
classifier_logistic_reversal,coefficient,bounce_from_low_after_drawdown,-0.1665822945714299
classifier_logistic_reversal,coefficient,medium_momentum_8w,-0.10261998182738363
classifier_logistic_reversal,coefficient,medium_momentum_12w,0.1707085492900585
classifier_logistic_reversal,coefficient,medium_momentum_26w,0.0132512372511436
classifier_logistic_reversal,coefficient,medium_uptrend_flag,-0.007970074562139733
classifier_logistic_reversal,coefficient,medium_downtrend_flag,-0.013550905516938985
classifier_logistic_reversal,coefficient,uptrend_short_pullback,0.07069097366906141
classifier_logistic_reversal,coefficient,downtrend_short_bounce,0.0358187512297681
classifier_logistic_reversal,coefficient,trend_negative_recovery_acceleration,0.010936264665341864
classifier_logistic_reversal,coefficient,trend_positive_short_oversold,-0.06475531888142848
classifier_logistic_reversal,coefficient,momentum_reversal_interaction_raw,0.09156908403465364
classifier_ridge_reversal,train,base_rate,0.5351153039832285
classifier_ridge_reversal,train,precision_top_quartile,0.7064989517819706
classifier_ridge_reversal,train,recall_top_quartile,0.33006856023506365
classifier_ridge_reversal,train,false_positive_rate,0.15783540022547915
classifier_ridge_reversal,train,risk_off_false_positive_rate,0.0
classifier_ridge_reversal,train,failed_bounce_rate_top_quartile,0.08176100628930817
classifier_ridge_reversal,train,crash_continuation_rate_top_quartile,0.0880503144654088
classifier_ridge_reversal,train,brier_score,0.23061576271837697
classifier_ridge_reversal,train,threshold,0.6117990104032234
classifier_ridge_reversal,train,n,1908.0
classifier_ridge_reversal,holdout,base_rate,0.5096153846153846
classifier_ridge_reversal,holdout,precision_top_quartile,0.7441860465116279
classifier_ridge_reversal,holdout,recall_top_quartile,0.3018867924528302
classifier_ridge_reversal,holdout,false_positive_rate,0.10784313725490197
classifier_ridge_reversal,holdout,risk_off_false_positive_rate,0.0
classifier_ridge_reversal,holdout,failed_bounce_rate_top_quartile,0.023255813953488372
classifier_ridge_reversal,holdout,crash_continuation_rate_top_quartile,0.06976744186046512
classifier_ridge_reversal,holdout,brier_score,0.23898114324702385
classifier_ridge_reversal,holdout,threshold,0.6117990104032234
classifier_ridge_reversal,holdout,n,208.0
classifier_ridge_reversal,full,base_rate,0.532608695652174
classifier_ridge_reversal,full,precision_top_quartile,0.7096153846153846
classifier_ridge_reversal,full,recall_top_quartile,0.32741792369121564
classifier_ridge_reversal,full,false_positive_rate,0.15267947421638017
classifier_ridge_reversal,full,risk_off_false_positive_rate,0.0
classifier_ridge_reversal,full,failed_bounce_rate_top_quartile,0.07692307692307693
classifier_ridge_reversal,full,crash_continuation_rate_top_quartile,0.08653846153846154
classifier_ridge_reversal,full,brier_score,0.2314380685548413
classifier_ridge_reversal,full,threshold,0.6117990104032234
classifier_ridge_reversal,full,n,2116.0
classifier_ridge_reversal,coefficient,intercept,0.5351153039832284
classifier_ridge_reversal,coefficient,score_short_horizon_reversal,0.00880546979907034
classifier_ridge_reversal,coefficient,score_drawdown_reversal,0.05966252371608493
classifier_ridge_reversal,coefficient,score_momentum_reversal_interaction,-0.11452384693190748
classifier_ridge_reversal,coefficient,score_focused_reversal_composite,0.011446911355362402
classifier_ridge_reversal,coefficient,score_short_reversal_only,0.008805469799128293
classifier_ridge_reversal,coefficient,score_drawdown_recovery_only,0.059662523716120616
classifier_ridge_reversal,coefficient,score_pullback_in_uptrend,-0.05187453032222497
classifier_ridge_reversal,coefficient,score_oversold_rebound_after_stress,-0.03383076931596041
classifier_ridge_reversal,coefficient,ret_1w,0.04616419890879214
classifier_ridge_reversal,coefficient,ret_2w,0.03812448742565883
classifier_ridge_reversal,coefficient,ret_4w,-0.010233449413796157
classifier_ridge_reversal,coefficient,ret_8w,-0.03328562970499045
classifier_ridge_reversal,coefficient,ret_12w,0.05565839763119648
classifier_ridge_reversal,coefficient,ret_26w,0.013180908030221759
classifier_ridge_reversal,coefficient,loss_magnitude_1w,-0.03684956518237456
classifier_ridge_reversal,coefficient,loss_magnitude_2w,0.031696834272550184
classifier_ridge_reversal,coefficient,loss_magnitude_4w,-0.053999933070806666
classifier_ridge_reversal,coefficient,ret_1w_z_52,-0.06434052015598893
classifier_ridge_reversal,coefficient,ret_2w_z_52,-0.007309754863215875
classifier_ridge_reversal,coefficient,ret_4w_z_52,-0.07204591706234828
classifier_ridge_reversal,coefficient,short_term_oversold_score,0.007603466619020137
classifier_ridge_reversal,coefficient,recent_loss_magnitude,0.02848407849179061
classifier_ridge_reversal,coefficient,reversal_pressure_score,0.01084667699407358
classifier_ridge_reversal,coefficient,drawdown_depth_13w,0.07498161031069285
classifier_ridge_reversal,coefficient,drawdown_depth_26w,-0.03757071663152382
classifier_ridge_reversal,coefficient,drawdown_depth_52w,0.06069981174128705
classifier_ridge_reversal,coefficient,recovery_from_4w_low,-0.01709693028008783
classifier_ridge_reversal,coefficient,recovery_from_8w_low,0.1324874711449271
classifier_ridge_reversal,coefficient,weeks_since_8w_low,-0.0167707119425251
classifier_ridge_reversal,coefficient,selloff_speed_4w,-0.053999933070821335
classifier_ridge_reversal,coefficient,down_weeks_4w,0.04412421517441932
classifier_ridge_reversal,coefficient,down_weeks_8w,-0.008467789223322902
classifier_ridge_reversal,coefficient,above_4w_ma,0.012420256863528115
classifier_ridge_reversal,coefficient,above_8w_ma,-0.036262650958683765
classifier_ridge_reversal,coefficient,reclaim_4w_ma,-0.01825275258224253
classifier_ridge_reversal,coefficient,reclaim_8w_ma,-0.016242088026790405
classifier_ridge_reversal,coefficient,drawdown_depth_x_recovery_confirmation,-0.007772257700904683
classifier_ridge_reversal,coefficient,bounce_from_low_after_drawdown,-0.05600151333550221
classifier_ridge_reversal,coefficient,medium_momentum_8w,-0.033285629705063914
classifier_ridge_reversal,coefficient,medium_momentum_12w,0.055658397631229865
classifier_ridge_reversal,coefficient,medium_momentum_26w,0.013180908030223239
classifier_ridge_reversal,coefficient,medium_uptrend_flag,0.04214456824956021
classifier_ridge_reversal,coefficient,medium_downtrend_flag,-0.00659700418613306
classifier_ridge_reversal,coefficient,uptrend_short_pullback,0.010349833800146386
classifier_ridge_reversal,coefficient,downtrend_short_bounce,0.0035791063727543537
classifier_ridge_reversal,coefficient,trend_negative_recovery_acceleration,-0.007618788452641282
classifier_ridge_reversal,coefficient,trend_positive_short_oversold,-0.027366053712736052
classifier_ridge_reversal,coefficient,momentum_reversal_interaction_raw,0.09385008924231197
