Date,price,ret_1w,ret_2w,ret_4w,ret_8w,ret_12w,ret_13w,ret_26w,ret_52w,negative_1w_return_flag,loss_magnitude_1w,ret_1w_z_52,negative_2w_return_flag,loss_magnitude_2w,ret_2w_z_52,negative_4w_return_flag,loss_magnitude_4w,ret_4w_z_52,short_term_oversold_score,recent_loss_magnitude,drawdown_13w_high,drawdown_depth_13w,drawdown_26w_high,drawdown_depth_26w,drawdown_52w_high,drawdown_depth_52w,distance_from_4w_low,recovery_from_4w_low,weeks_since_4w_low,down_weeks_4w,distance_from_8w_low,recovery_from_8w_low,weeks_since_8w_low,down_weeks_8w,distance_from_12w_low,recovery_from_12w_low,weeks_since_12w_low,down_weeks_12w,selloff_speed_4w,selloff_speed_8w,bounce_strength_1w,bounce_strength_2w,bounce_strength_4w,above_4w_ma,reclaim_4w_ma,above_8w_ma,reclaim_8w_ma,above_12w_ma,reclaim_12w_ma,drawdown_depth_x_recovery_confirmation,bounce_from_low_after_drawdown,medium_momentum_8w,medium_momentum_12w,medium_momentum_26w,medium_uptrend_flag,medium_downtrend_flag,uptrend_short_pullback,downtrend_short_bounce,trend_negative_recovery_acceleration,trend_positive_short_oversold,momentum_reversal_interaction_raw,momentum_reversal_state,baseline_weight,baseline_weight_change_4w,realized_vol_13w,realized_vol_pct_52w,realized_vol_change_4w,market_state,market_state_stable,risk_state,signal_environment,risk_regime_score,market_drawdown,market_trend_positive,recent_stress_26w,transition_good_state_prob,transition_non_stress_prob,risk_basket_ret_1w,risk_basket_ret_4w,risk_basket_pct_positive_4w,credit_hyg_lqd_ret_4w,credit_hyg_lqd_trend_8w,credit_hyg_lqd_ma_slope_4w,vix,vix3m,vix_percentile_52w,vix_change_1w,vix_change_2w,vix_change_4w,vix_ratio,vix_fading_from_13w_high,ticker,feature_lag_weeks,filter_non_panic,filter_risk_regime_not_panic,filter_vix_not_extreme,filter_vol_stabilizing,filter_realized_vol_not_exploding,filter_credit_not_deteriorating,filter_market_improving_or_neutral,filter_panic_fading,filter_reversal_entry_ok,recent_loss_x_non_panic,reversal_pressure_score,score_short_horizon_reversal,score_drawdown_reversal,score_momentum_reversal_interaction,score_short_reversal_only,score_drawdown_recovery_only,score_pullback_in_uptrend,score_oversold_rebound_after_stress,score_focused_reversal_composite,active_short_reversal_only,active_drawdown_recovery_only,active_pullback_in_uptrend,active_oversold_rebound_after_stress,active_momentum_reversal_interaction_score,active_focused_reversal_composite
2005-02-11,32.1619758605957,0.022480872906037064,0.018892623482013704,-0.02075299076732451,,,,,,0.0,0.0,,0.0,0.0,,1.0,0.02075299076732451,,0.08647079486385212,0.02075299076732451,,,,,,,0.022480872906037064,0.022480872906037064,1.0,3.0,,,1.0,,,,1.0,,0.005188247691831127,,0.022480872906037064,0.018892623482013704,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,neutral,0.0,0.0,,,,neutral_mixed,neutral_mixed,neutral,reversal_friendly,,0.0,0.0,0.0,,,0.025699396547795225,0.014710491244813374,0.7272727272727273,,,,11.210000038146973,,,-0.15332324532206176,-0.21935931015608046,-0.16901406758009208,,,QQQ,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.02075299076732451,0.3932118037726477,0.38072949901710645,0.10675090927712194,0.09749608165884568,0.38072949901710645,0.10675090927712194,0.014411799143975354,0.1753975258588921,0.19499216331769134,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-11,81.33635711669922,0.023843706156064348,0.029542224444227827,0.015113122034073223,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.029542224444227827,0.029542224444227827,2.0,2.0,,,2.0,,,,2.0,,0.0,,0.023843706156064348,0.029542224444227827,0.015113122034073223,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,neutral,0.0,0.0,,,,neutral_mixed,neutral_mixed,neutral,reversal_friendly,,0.0,0.0,0.0,,,0.025699396547795225,0.014710491244813374,0.7272727272727273,,,,11.210000038146973,,,-0.15332324532206176,-0.21935931015608046,-0.16901406758009208,,,SPY,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.29914487303869663,0.32478621825967413,0.11410648379607065,0.08777854041114895,0.32478621825967413,0.11410648379607065,0.0,0.179486923823218,0.1755570808222979,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-18,32.11939239501953,-0.0013240313891393907,0.021127076135514677,-0.018995237180355784,,,,,,1.0,0.0013240313891393907,,0.0,0.0,,1.0,0.018995237180355784,,0.09385828146414232,0.018995237180355784,,,,,,,0.021127076135514677,0.021127076135514677,2.0,3.0,,,2.0,,,,2.0,,0.004748809295088946,,0.0,0.021127076135514677,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,neutral,0.0,0.0,,,,neutral_mixed,neutral_mixed,neutral,reversal_friendly,,0.0,0.0,0.0,,,0.004329204156641942,0.01772084221247723,0.7272727272727273,,,,11.43000030517578,,,0.019625358276552873,-0.13670691066707807,-0.08045052095321392,,,QQQ,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.018995237180355784,0.29096957606687446,0.357939249565772,0.06367403764116113,0.08432265744138663,0.357939249565772,0.06367403764116113,0.01564304691069039,0.12065011651868626,0.16864531488277326,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-18,81.70167541503906,0.0044914514405371975,0.028442250444963957,0.021396598969714242,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.034166363351301854,0.034166363351301854,3.0,1.0,,,3.0,,,,3.0,,0.0,,0.0044914514405371975,0.028442250444963957,0.021396598969714242,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,neutral,0.0,0.0,,,,neutral_mixed,neutral_mixed,neutral,reversal_friendly,,0.0,0.0,0.0,,,0.004329204156641942,0.01772084221247723,0.7272727272727273,,,,11.43000030517578,,,0.019625358276552873,-0.13670691066707807,-0.08045052095321392,,,SPY,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.21007936874950964,0.30251984218737743,0.07725662849093944,0.07595529413566338,0.30251984218737743,0.07725662849093944,0.0,0.12604762124970578,0.15191058827132675,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-25,31.821189880371097,-0.00928418915840612,-0.010595927989677123,0.0080965106143851,,,,,,1.0,0.00928418915840612,,1.0,0.010595927989677123,,0.0,0.0,,0.1737971772468044,0.010595927989677123,,,,,,,0.011646739205902534,0.011646739205902534,3.0,3.0,,,3.0,,,,3.0,,0.0,,0.0,0.0,0.0080965106143851,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,neutral,0.0,0.0,,,,neutral_mixed,neutral_mixed,neutral,reversal_friendly,,-0.0031462903133329,0.0,0.0,,,-0.0041719573379098,0.030909132548623,1.0,,,,11.18000030517578,,,-0.021872265382774647,-0.0026761581506784538,-0.22144842810095755,,,QQQ,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.010595927989677123,0.0878324628171181,0.33713205717183115,0.012132020006148473,0.06985281543559593,0.33713205717183115,0.012132020006148473,0.028966196207800735,0.03475943544936088,0.13970563087119184,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-25,81.44461822509766,-0.003146290313332911,0.0013310297170441299,0.030912575739914905,,,,,,1.0,0.003146290313332911,,0.0,0.0,,0.0,0.0,,0.03495878125925457,0.003146290313332911,,,,,,,0.02520647255456665,0.02520647255456665,3.0,1.0,,,4.0,,,,4.0,,0.0,,0.0,0.0013310297170441299,0.030912575739914905,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,neutral,0.0,0.0,,,,neutral_mixed,neutral_mixed,neutral,reversal_friendly,,-0.0031462903133329,0.0,0.0,,,-0.0041719573379098,0.030909132548623,1.0,,,,11.18000030517578,,,-0.021872265382774647,-0.0026761581506784538,-0.22144842810095755,,,SPY,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.003146290313332911,0.1381142700535145,0.29763811048559907,0.06792340891100693,0.07311230387932119,0.29763811048559907,0.06792340891100693,0.005826463543209095,0.0758768057802578,0.1462246077586424,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-04,32.051246643066406,0.007229671912338587,-0.002121638887655042,0.018960613221548073,,,,,,0.0,0.0,,1.0,0.002121638887655042,,0.0,0.0,,0.014144259251033612,0.002121638887655042,,,,,,,0.007229671912338587,0.007229671912338587,1.0,2.0,0.018960613221548073,0.018960613221548073,4.0,5.0,,,4.0,,0.0,,0.007229671912338587,0.0,0.018960613221548073,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,neutral,0.0,0.0,,,,neutral_mixed,neutral_mixed,neutral,reversal_friendly,,0.0,0.0,0.0,,,0.009509349592520134,0.0358005228831017,1.0,,,,11.489999771118164,,,0.027728037341722578,0.005249296967666295,-0.1321752288710354,,,QQQ,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.002121638887655042,0.157387245528094,0.2946509086011611,0.10403133409031663,0.09553695955625227,0.2946509086011611,0.10403133409031663,0.0023573765418389353,0.08877464361644297,0.16473973408257667,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-04,82.148193359375,0.008638693993663127,0.005465223841098155,0.03406291755128832,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.009981222069129325,0.009981222069129325,3.0,1.0,0.03981831401595115,0.03981831401595115,5.0,3.0,,,5.0,,0.0,,0.008638693993663127,0.005465223841098155,0.03406291755128832,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,neutral,0.0,0.0,,,,neutral_mixed,neutral_mixed,neutral,reversal_friendly,,0.0,0.0,0.0,,,0.009509349592520134,0.0358005228831017,1.0,,,,11.489999771118164,,,0.027728037341722578,0.005249296967666295,-0.1321752288710354,,,SPY,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.16468648397488655,0.2911716209937216,0.12138204661086467,0.11569266186754323,0.2911716209937216,0.12138204661086467,0.0,0.09881189038493193,0.17608210982404318,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-11,31.96602249145508,-0.0026589964677633526,0.0045514517724971615,-0.006092703072409833,-0.026719252029124507,,,,,1.0,0.0026589964677633526,,0.0,0.0,,1.0,0.006092703072409833,,0.054930667999078225,0.006092703072409833,,,,,,,0.0045514517724971615,0.0045514517724971615,2.0,3.0,0.01625120055020224,0.01625120055020224,5.0,6.0,,,5.0,,0.0015231757681024582,0.0033399065036405634,0.0,0.0045514517724971615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-0.026719252029124507,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,,,,neutral_mixed,neutral_mixed,neutral,reversal_friendly,,0.0,0.0,0.0,,,0.00891812412088766,0.018760769587913787,0.7272727272727273,,,,11.9399995803833,,,0.039164475041703506,0.0679784664098515,0.06512038713221968,,,QQQ,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.006092703072409833,0.055646383325726446,0.28451059633108594,0.016026651533991656,0.07365011669818404,0.28451059633108594,0.016026651533991656,0.009155111333179705,0.01857188655397758,0.12472912152108721,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-11,83.02763366699219,0.010705534372130288,0.01943671020127291,0.020793610757196435,0.03622098916817218,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.01943671020127291,0.01943671020127291,2.0,1.0,0.05095012471741933,0.05095012471741933,6.0,3.0,,,6.0,,0.0,0.0,0.010705534372130288,0.01943671020127291,0.020793610757196435,1.0,0.0,1.0,0.0,0.0,0.0,,,0.03622098916817218,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,,,,neutral_mixed,neutral_mixed,neutral,reversal_friendly,,0.0,0.0,0.0,,,0.00891812412088766,0.018760769587913787,0.7272727272727273,,,,11.9399995803833,,,0.039164475041703506,0.0679784664098515,0.06512038713221968,,,SPY,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.21268212554633714,0.3031705313865843,0.1389619375134227,0.1308849310445175,0.3031705313865843,0.1389619375134227,0.0,0.12760927532780228,0.19100579998150816,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-18,31.667856216430664,-0.009327600113655743,-0.011961794525664149,-0.014058054804887421,-0.032786255899929895,,,,,1.0,0.009327600113655743,,1.0,0.011961794525664149,,1.0,0.014058054804887421,,0.2419605264543002,0.014058054804887421,,,,,,,0.0,0.0,0.0,3.0,0.006772015736447257,0.006772015736447257,6.0,6.0,,,6.0,,0.0035145137012218552,0.004098281987491237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-0.032786255899929895,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,,,,neutral_mixed,neutral_mixed,neutral,reversal_friendly,,-0.0190661274081795,0.0,0.0,,,-0.014902897362665812,-0.0008301705625569846,0.36363636363636365,,,,12.800000190734863,,,0.0720268543195337,0.11401222329956706,0.11986000428527688,,,QQQ,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.014058054804887421,0.11842705888064682,0.3703419621405243,0.0047027887058661505,0.08065229661631747,0.3703419621405243,0.0047027887058661505,0.04032675440905003,0.048392105290860035,0.15189901582090262,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-18,81.44461822509766,-0.01906612740817959,-0.00856470611836102,-0.003146290313332911,0.018182988744304573,,,,,1.0,0.01906612740817959,,1.0,0.00856470611836102,,1.0,0.003146290313332911,,0.2820534438521783,0.01906612740817959,,,,,,,0.0,0.0,3.0,2.0,0.030912575739914905,0.030912575739914905,7.0,3.0,,,7.0,,0.0007865725783332278,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.018182988744304573,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,,,,neutral_mixed,neutral_mixed,neutral,reversal_friendly,,-0.0190661274081795,0.0,0.0,,,-0.014902897362665812,-0.0008301705625569846,0.36363636363636365,,,,12.800000190734863,,,0.0720268543195337,0.11401222329956706,0.11986000428527688,,,SPY,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.01906612740817959,0.15293183735413854,0.39400300078310146,0.06313373315271868,0.11718782657042644,0.39400300078310146,0.06313373315271868,0.047008907308696384,0.05641068877043566,0.19144152016874885,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-25,31.10553741455078,-0.017756768820622826,-0.026918740895409132,-0.022489808473873718,-0.014575386832512804,,,,,1.0,0.017756768820622826,,1.0,0.026918740895409132,,1.0,0.022489808473873718,,0.4704632392841217,0.026918740895409132,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,,,0.0,,0.0056224521184684295,0.0018219233540641006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-0.014575386832512804,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,,,,neutral_mixed,neutral_mixed,neutral,reversal_friendly,,-0.0303461544752456,0.0,0.0,0.0,1.0,-0.014524194748529123,-0.011283809725546474,0.18181818181818182,,,,13.140000343322754,,,0.026562511525116683,0.1005025799926309,0.175313057660615,,,QQQ,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.026918740895409132,0.22795910041073766,0.48341348983423005,0.0,0.096682697966846,0.48341348983423005,0.0,0.07841053988068696,0.09409264785682434,0.19336539593369204,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-25,80.50806427001953,-0.011499273684231204,-0.03034615447524569,-0.011499273684231204,0.019057829886965916,,,,,1.0,0.011499273684231204,,1.0,0.03034615447524569,,1.0,0.011499273684231204,,0.37799104445517023,0.03034615447524569,,,,,,,0.0,0.0,0.0,2.0,0.01341734274381623,0.01341734274381623,7.0,3.0,,,8.0,,0.002874818421057801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.019057829886965916,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,,,,neutral_mixed,neutral_mixed,neutral,reversal_friendly,,-0.0303461544752456,0.0,0.0,0.0,1.0,-0.014524194748529123,-0.011283809725546474,0.18181818181818182,,,,13.140000343322754,,,0.026562511525116683,0.1005025799926309,0.175313057660615,,,SPY,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03034615447524569,0.2315882544938933,0.4496437052941622,0.009317599127650159,0.10297337983754266,0.4496437052941622,0.009317599127650159,0.06299850740919503,0.07559820889103405,0.187311561419785,0.0,0.0,0.0,0.0,0.0,0.0
