bucket,n,mean_pred,mean_actual,model,target,label
4,170,0.5798304369862265,0.24705882352941178,logistic,target_C_spy_bad_return_4w,regime_plus_refined
0,165,0.001720111201706323,0.024242424242424242,logistic,target_D_prod_drawdown_worsens_4w,regime_plus_refined
1,164,0.011184512750926452,0.018292682926829267,logistic,target_D_prod_drawdown_worsens_4w,regime_plus_refined
2,165,0.049144532879059864,0.048484848484848485,logistic,target_D_prod_drawdown_worsens_4w,regime_plus_refined
3,164,0.12781713280845547,0.09146341463414634,logistic,target_D_prod_drawdown_worsens_4w,regime_plus_refined
4,165,0.3470660999071357,0.10303030303030303,logistic,target_D_prod_drawdown_worsens_4w,regime_plus_refined
0,169,0.004904117574983166,0.0,logistic_l2,target_A_stress_transition_4w,all
1,169,0.021614839540413145,0.1242603550295858,logistic_l2,target_A_stress_transition_4w,all
2,169,0.0591769415862573,0.10059171597633136,logistic_l2,target_A_stress_transition_4w,all
3,169,0.21438413082698088,0.23076923076923078,logistic_l2,target_A_stress_transition_4w,all
4,169,0.8529220118874012,0.7514792899408284,logistic_l2,target_A_stress_transition_4w,all
0,170,0.11814881101821134,0.31176470588235294,logistic_l2,target_B_prod_bad_return_4w,all
1,170,0.21404925346384351,0.2529411764705882,logistic_l2,target_B_prod_bad_return_4w,all
2,169,0.29349989493789463,0.2958579881656805,logistic_l2,target_B_prod_bad_return_4w,all
3,170,0.4092441471860271,0.27058823529411763,logistic_l2,target_B_prod_bad_return_4w,all
4,170,0.6004929046432668,0.2235294117647059,logistic_l2,target_B_prod_bad_return_4w,all
0,170,0.056734122659367246,0.24705882352941178,logistic_l2,target_C_spy_bad_return_4w,all
1,170,0.1350121821782618,0.2411764705882353,logistic_l2,target_C_spy_bad_return_4w,all
2,169,0.21594439551252304,0.1834319526627219,logistic_l2,target_C_spy_bad_return_4w,all
3,170,0.3196202031858931,0.2411764705882353,logistic_l2,target_C_spy_bad_return_4w,all
4,170,0.5490621956297135,0.23529411764705882,logistic_l2,target_C_spy_bad_return_4w,all
0,165,0.004697803763449822,0.024242424242424242,logistic_l2,target_D_prod_drawdown_worsens_4w,all
1,164,0.019871364611060528,0.024390243902439025,logistic_l2,target_D_prod_drawdown_worsens_4w,all
2,165,0.06646986955389601,0.05454545454545454,logistic_l2,target_D_prod_drawdown_worsens_4w,all
3,164,0.1454867846406732,0.08536585365853659,logistic_l2,target_D_prod_drawdown_worsens_4w,all
4,165,0.3216308205369297,0.09696969696969697,logistic_l2,target_D_prod_drawdown_worsens_4w,all
0,352,0.0007181992774042277,0.11363636363636363,tree_d3,target_A_stress_transition_4w,all
1,155,0.03610978908239092,0.14838709677419354,tree_d3,target_A_stress_transition_4w,all
2,179,0.2053794112956617,0.11731843575418995,tree_d3,target_A_stress_transition_4w,all
3,159,0.7695599713151647,0.7547169811320755,tree_d3,target_A_stress_transition_4w,all
0,171,0.05238892892434935,0.30994152046783624,tree_d3,target_B_prod_bad_return_4w,all
1,171,0.18160109221784634,0.27485380116959063,tree_d3,target_B_prod_bad_return_4w,all
2,177,0.27754882788175345,0.288135593220339,tree_d3,target_B_prod_bad_return_4w,all
3,169,0.3472728595673759,0.23668639053254437,tree_d3,target_B_prod_bad_return_4w,all
4,161,0.6136981301912084,0.2422360248447205,tree_d3,target_B_prod_bad_return_4w,all
0,173,0.037428116111259416,0.2658959537572254,tree_d3,target_C_spy_bad_return_4w,all
1,173,0.1080317923344712,0.2023121387283237,tree_d3,target_C_spy_bad_return_4w,all
2,165,0.19325764451595961,0.23030303030303031,tree_d3,target_C_spy_bad_return_4w,all
3,173,0.29784676533453086,0.23699421965317918,tree_d3,target_C_spy_bad_return_4w,all
4,165,0.6212789419524277,0.21212121212121213,tree_d3,target_C_spy_bad_return_4w,all
0,329,0.0017891548505816085,0.0668693009118541,tree_d3,target_D_prod_drawdown_worsens_4w,all
1,178,0.03116833079279767,0.07865168539325842,tree_d3,target_D_prod_drawdown_worsens_4w,all
2,151,0.09388947958327042,0.019867549668874173,tree_d3,target_D_prod_drawdown_worsens_4w,all
3,165,0.3536966764582065,0.048484848484848485,tree_d3,target_D_prod_drawdown_worsens_4w,all
0,169,0.028610609865619325,0.10650887573964497,rf_shallow,target_A_stress_transition_4w,all
1,169,0.061706491820133255,0.0650887573964497,rf_shallow,target_A_stress_transition_4w,all
2,169,0.0901368575929078,0.07100591715976332,rf_shallow,target_A_stress_transition_4w,all
3,169,0.22724400268759118,0.1242603550295858,rf_shallow,target_A_stress_transition_4w,all
4,169,0.6885888256455431,0.8402366863905325,rf_shallow,target_A_stress_transition_4w,all
0,170,0.20904487270533673,0.3235294117647059,rf_shallow,target_B_prod_bad_return_4w,all
1,170,0.2514973098990656,0.25882352941176473,rf_shallow,target_B_prod_bad_return_4w,all
2,169,0.2803320756117798,0.31952662721893493,rf_shallow,target_B_prod_bad_return_4w,all
3,170,0.30629600685293834,0.2235294117647059,rf_shallow,target_B_prod_bad_return_4w,all
4,170,0.37459215584461586,0.22941176470588234,rf_shallow,target_B_prod_bad_return_4w,all
0,170,0.16827930575477712,0.27647058823529413,rf_shallow,target_C_spy_bad_return_4w,all
1,170,0.20303979402969377,0.2235294117647059,rf_shallow,target_C_spy_bad_return_4w,all
2,169,0.2221598645052995,0.2603550295857988,rf_shallow,target_C_spy_bad_return_4w,all
3,170,0.2532038537454674,0.18823529411764706,rf_shallow,target_C_spy_bad_return_4w,all
4,170,0.3371204789232159,0.2,rf_shallow,target_C_spy_bad_return_4w,all
0,165,0.0178811648843549,0.012121212121212121,rf_shallow,target_D_prod_drawdown_worsens_4w,all
1,164,0.04354248463780169,0.07317073170731707,rf_shallow,target_D_prod_drawdown_worsens_4w,all
2,165,0.07756385327561263,0.048484848484848485,rf_shallow,target_D_prod_drawdown_worsens_4w,all
3,164,0.11594989617404591,0.07926829268292683,rf_shallow,target_D_prod_drawdown_worsens_4w,all
4,165,0.18785975521689552,0.07272727272727272,rf_shallow,target_D_prod_drawdown_worsens_4w,all
0,171,0.005622510333624175,0.15789473684210525,hgb_shallow,target_A_stress_transition_4w,all
1,167,0.014889261967182193,0.0658682634730539,hgb_shallow,target_A_stress_transition_4w,all
2,169,0.03453995287022183,0.07100591715976332,hgb_shallow,target_A_stress_transition_4w,all
3,169,0.11657168021999993,0.20710059171597633,hgb_shallow,target_A_stress_transition_4w,all
4,169,0.6987524851601095,0.7041420118343196,hgb_shallow,target_A_stress_transition_4w,all
0,170,0.12438468686233042,0.27058823529411763,hgb_shallow,target_B_prod_bad_return_4w,all
1,170,0.21151104120010059,0.21764705882352942,hgb_shallow,target_B_prod_bad_return_4w,all
2,169,0.26408693038181213,0.30177514792899407,hgb_shallow,target_B_prod_bad_return_4w,all
3,170,0.3180267904019882,0.31176470588235294,hgb_shallow,target_B_prod_bad_return_4w,all
4,170,0.473452189950777,0.2529411764705882,hgb_shallow,target_B_prod_bad_return_4w,all
0,170,0.07479016382212683,0.23529411764705882,hgb_shallow,target_C_spy_bad_return_4w,all
1,170,0.14915594686137035,0.31176470588235294,hgb_shallow,target_C_spy_bad_return_4w,all
2,178,0.21244292825983316,0.21348314606741572,hgb_shallow,target_C_spy_bad_return_4w,all
3,161,0.28441116233506125,0.16770186335403728,hgb_shallow,target_C_spy_bad_return_4w,all
4,170,0.48566380284272936,0.21764705882352942,hgb_shallow,target_C_spy_bad_return_4w,all
0,165,0.007230052660764877,0.04242424242424243,hgb_shallow,target_D_prod_drawdown_worsens_4w,all
1,164,0.019089925137857493,0.06707317073170732,hgb_shallow,target_D_prod_drawdown_worsens_4w,all
2,166,0.03816937438511079,0.06626506024096386,hgb_shallow,target_D_prod_drawdown_worsens_4w,all
3,163,0.07041225256024668,0.06748466257668712,hgb_shallow,target_D_prod_drawdown_worsens_4w,all
4,165,0.21829920119071614,0.04242424242424243,hgb_shallow,target_D_prod_drawdown_worsens_4w,all
