name,market_state,weeks,ann_arithmetic_contribution,mean_weekly_return
track_b_aggressive_cash10_offense10,neutral_mixed,493,0.05278933563301816,0.002285698336427296
track_b_aggressive_cash10_offense10,recovery_confirmed,44,0.001354857565678078,0.0006572954099224941
track_b_aggressive_cash10_offense10,recovery_fragile,49,0.0025964740273967217,0.0011311170213541449
track_b_aggressive_cash10_offense10,stressed_panic,229,0.007621302804495491,0.0007104170400562643
track_b_aggressive_cash10_offense20,calm_trend,295,0.012233547271649135,0.0008852175665926037
track_b_aggressive_cash10_offense20,neutral_mixed,493,0.053942510659227,0.002335629069735605
track_b_aggressive_cash10_offense20,recovery_confirmed,44,0.0014010706926252073,0.0006797152398662501
track_b_aggressive_cash10_offense20,recovery_fragile,49,0.002589775292166707,0.0011281988125216031
track_b_aggressive_cash10_offense20,stressed_panic,229,0.007592587684665334,0.0007077403703374639
track_b_aggressive_rerisk_4w,calm_trend,295,0.01133086650582385,0.0008198997276052459
track_b_aggressive_rerisk_4w,neutral_mixed,493,0.04367655940087838,0.0018911289177319006
track_b_aggressive_rerisk_4w,recovery_confirmed,44,0.0010506777507234767,0.0005097256570380503
track_b_aggressive_rerisk_4w,recovery_fragile,49,0.0022890458735000062,0.0009971903138088723
track_b_aggressive_rerisk_4w,stressed_panic,229,0.00761590206616542,0.0007099136121467599
track_b_aggressive_vol_throttled,calm_trend,295,0.012233547271649136,0.0008852175665926038
track_b_aggressive_vol_throttled,neutral_mixed,493,0.05417776640806063,0.0023458152876013145
track_b_aggressive_vol_throttled,recovery_confirmed,44,0.001400662488560268,0.0006795172038032769
track_b_aggressive_vol_throttled,recovery_fragile,49,0.0025285096511315445,0.001101509306419158
track_b_aggressive_vol_throttled,stressed_panic,229,0.007604091484827356,0.0007088126929928086
track_b_aggressive_turnover_banded,calm_trend,295,0.012639836688395582,0.0009146166052228876
track_b_aggressive_turnover_banded,neutral_mixed,493,0.052919483449669645,0.002291333539910021
track_b_aggressive_turnover_banded,recovery_confirmed,44,0.0013489471317204237,0.0006544280228189119
track_b_aggressive_turnover_banded,recovery_fragile,49,0.0026209711844139686,0.0011417888597721763
track_b_aggressive_turnover_banded,stressed_panic,229,0.007861930524869245,0.0007328470677363841
track_b_aggressive_blend_static_growth_30,calm_trend,295,0.014098254157585692,0.0010201474651186518
track_b_aggressive_blend_static_growth_30,neutral_mixed,493,0.050570721242269225,0.002189635691173305
track_b_aggressive_blend_static_growth_30,recovery_confirmed,44,0.0014724711568722638,0.0007143544511049882
track_b_aggressive_blend_static_growth_30,recovery_fragile,49,0.004897744198795526,0.0021336326768693226
track_b_aggressive_blend_static_growth_30,stressed_panic,229,0.013252997945004334,0.001235373506798355
track_b_aggressive_blend_static_growth_50,calm_trend,295,0.015943179258760248,0.0011536459567942554
track_b_aggressive_blend_static_growth_50,neutral_mixed,493,0.0518824378711208,0.0022464310359238604
track_b_aggressive_blend_static_growth_50,recovery_confirmed,44,0.001721603255297817,0.0008352183624915108
track_b_aggressive_blend_static_growth_50,recovery_fragile,49,0.006198075852472284,0.00270010368769397
track_b_aggressive_blend_static_growth_50,stressed_panic,229,0.01688149210670096,0.0015736023042020547
