cik10,accession,filing_date,report_date,primary_document,form,prior_accession,prior_filing_date,has_year_over_year_pair,archive_url
0001609253,0001609253-22-000010,2022-02-25,2021-12-31,crc-20211231.htm,10-K,0001609253-21-000047,2021-03-11,True,https://www.sec.gov/Archives/edgar/data/1609253/000160925322000010/crc-20211231.htm
0001609253,0001609253-23-000017,2023-02-24,2022-12-31,crc-20221231.htm,10-K,0001609253-22-000010,2022-02-25,True,https://www.sec.gov/Archives/edgar/data/1609253/000160925323000017/crc-20221231.htm
0001609253,0001609253-24-000043,2024-02-28,2023-12-31,crc-20231231.htm,10-K,0001609253-23-000017,2023-02-24,True,https://www.sec.gov/Archives/edgar/data/1609253/000160925324000043/crc-20231231.htm
0001609253,0001609253-25-000027,2025-03-03,2024-12-31,crc-20241231.htm,10-K,0001609253-24-000043,2024-02-28,True,https://www.sec.gov/Archives/edgar/data/1609253/000160925325000027/crc-20241231.htm
0001609253,0001609253-26-000051,2026-03-02,2025-12-31,crc-20251231.htm,10-K,0001609253-25-000027,2025-03-03,True,https://www.sec.gov/Archives/edgar/data/1609253/000160925326000051/crc-20251231.htm
0001609711,0001609711-18-000035,2018-02-27,2017-12-31,a12312017-10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1609711/000160971118000035/a12312017-10k.htm
0001609711,0001609711-19-000012,2019-02-22,2018-12-31,a201810-kx10kdocument.htm,10-K,0001609711-18-000035,2018-02-27,True,https://www.sec.gov/Archives/edgar/data/1609711/000160971119000012/a201810-kx10kdocument.htm
0001609711,0001609711-20-000022,2020-02-21,2019-12-31,gddy-20191231.htm,10-K,0001609711-19-000012,2019-02-22,True,https://www.sec.gov/Archives/edgar/data/1609711/000160971120000022/gddy-20191231.htm
0001609711,0001609711-21-000017,2021-02-19,2020-12-31,gddy-20201231.htm,10-K,0001609711-20-000022,2020-02-21,True,https://www.sec.gov/Archives/edgar/data/1609711/000160971121000017/gddy-20201231.htm
0001609711,0001609711-22-000024,2022-02-17,2021-12-31,gddy-20211231.htm,10-K,0001609711-21-000017,2021-02-19,True,https://www.sec.gov/Archives/edgar/data/1609711/000160971122000024/gddy-20211231.htm
0001609711,0001609711-23-000031,2023-02-16,2022-12-31,gddy-20221231.htm,10-K,0001609711-22-000024,2022-02-17,True,https://www.sec.gov/Archives/edgar/data/1609711/000160971123000031/gddy-20221231.htm
0001609711,0001609711-24-000022,2024-02-29,2023-12-31,gddy-20231231.htm,10-K,0001609711-23-000031,2023-02-16,True,https://www.sec.gov/Archives/edgar/data/1609711/000160971124000022/gddy-20231231.htm
0001609711,0001609711-25-000023,2025-02-20,2024-12-31,gddy-20241231.htm,10-K,0001609711-24-000022,2024-02-29,True,https://www.sec.gov/Archives/edgar/data/1609711/000160971125000023/gddy-20241231.htm
0001609711,0001609711-26-000010,2026-02-25,2025-12-31,gddy-20251231.htm,10-K,0001609711-25-000023,2025-02-20,True,https://www.sec.gov/Archives/edgar/data/1609711/000160971126000010/gddy-20251231.htm
0001610682,0001610682-18-000054,2018-03-09,2017-12-31,usdp-2017x10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1610682/000161068218000054/usdp-2017x10k.htm
0001610682,0001610682-19-000054,2019-03-07,2018-12-31,usdp-2018x10k.htm,10-K,0001610682-18-000054,2018-03-09,True,https://www.sec.gov/Archives/edgar/data/1610682/000161068219000054/usdp-2018x10k.htm
0001610682,0001610682-20-000047,2020-03-05,2019-12-31,usdp-2019x10k.htm,10-K,0001610682-19-000054,2019-03-07,True,https://www.sec.gov/Archives/edgar/data/1610682/000161068220000047/usdp-2019x10k.htm
0001610682,0001610682-21-000024,2021-03-04,2020-12-31,usdp-20201231.htm,10-K,0001610682-20-000047,2020-03-05,True,https://www.sec.gov/Archives/edgar/data/1610682/000161068221000024/usdp-20201231.htm
0001610682,0001610682-22-000024,2022-03-03,2021-12-31,usdp-20211231.htm,10-K,0001610682-21-000024,2021-03-04,True,https://www.sec.gov/Archives/edgar/data/1610682/000161068222000024/usdp-20211231.htm
0001610682,0001610682-23-000025,2023-03-02,2022-12-31,usdp-20221231.htm,10-K,0001610682-22-000024,2022-03-03,True,https://www.sec.gov/Archives/edgar/data/1610682/000161068223000025/usdp-20221231.htm
0001610950,0001610950-18-000006,2018-02-28,2017-12-31,a2017form10-k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1610950/000161095018000006/a2017form10-k.htm
0001610950,0001610950-19-000008,2019-03-18,2018-12-31,a2018form10-k.htm,10-K,0001610950-18-000006,2018-02-28,True,https://www.sec.gov/Archives/edgar/data/1610950/000161095019000008/a2018form10-k.htm
0001610950,0001610950-20-000043,2020-02-20,2019-12-31,synh-20191231.htm,10-K,0001610950-19-000008,2019-03-18,True,https://www.sec.gov/Archives/edgar/data/1610950/000161095020000043/synh-20191231.htm
0001610950,0001564590-21-006471,2021-02-18,2020-12-31,synh-10k_20201231.htm,10-K,0001610950-20-000043,2020-02-20,True,https://www.sec.gov/Archives/edgar/data/1610950/000156459021006471/synh-10k_20201231.htm
0001610950,0001564590-22-005428,2022-02-17,2021-12-31,synh-10k_20211231.htm,10-K,0001564590-21-006471,2021-02-18,True,https://www.sec.gov/Archives/edgar/data/1610950/000156459022005428/synh-10k_20211231.htm
0001610950,0000950170-23-002928,2023-02-16,2022-12-31,synh-20221231.htm,10-K,0001564590-22-005428,2022-02-17,True,https://www.sec.gov/Archives/edgar/data/1610950/000095017023002928/synh-20221231.htm
0001611052,0001564590-22-008783,2022-03-04,2021-12-31,pcor-10k_20211231.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1611052/000156459022008783/pcor-10k_20211231.htm
0001611052,0001564590-23-002828,2023-03-01,2022-12-31,pcor-10k_20221231.htm,10-K,0001564590-22-008783,2022-03-04,True,https://www.sec.gov/Archives/edgar/data/1611052/000156459023002828/pcor-10k_20221231.htm
0001611052,0001628280-24-006848,2024-02-26,2023-12-31,pcor-20231231.htm,10-K,0001564590-23-002828,2023-03-01,True,https://www.sec.gov/Archives/edgar/data/1611052/000162828024006848/pcor-20231231.htm
0001611052,0001628280-25-008121,2025-02-26,2024-12-31,pcor-20241231.htm,10-K,0001628280-24-006848,2024-02-26,True,https://www.sec.gov/Archives/edgar/data/1611052/000162828025008121/pcor-20241231.htm
0001611052,0001628280-26-011055,2026-02-24,2025-12-31,pcor-20251231.htm,10-K,0001628280-25-008121,2025-02-26,True,https://www.sec.gov/Archives/edgar/data/1611052/000162828026011055/pcor-20251231.htm
0001611983,0001558370-18-000569,2018-02-09,2017-12-31,lbrd-20171231x10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1611983/000155837018000569/lbrd-20171231x10k.htm
0001611983,0001558370-19-000515,2019-02-08,2018-12-31,lbrd-20181231x10k.htm,10-K,0001558370-18-000569,2018-02-09,True,https://www.sec.gov/Archives/edgar/data/1611983/000155837019000515/lbrd-20181231x10k.htm
0001611983,0001558370-20-000441,2020-02-03,2019-12-31,lbrda-20191231x10k26291c.htm,10-K,0001558370-19-000515,2019-02-08,True,https://www.sec.gov/Archives/edgar/data/1611983/000155837020000441/lbrda-20191231x10k26291c.htm
0001611983,0001558370-21-002026,2021-02-26,2020-12-31,lbrda-20201231x10k.htm,10-K,0001558370-20-000441,2020-02-03,True,https://www.sec.gov/Archives/edgar/data/1611983/000155837021002026/lbrda-20201231x10k.htm
0001611983,0001558370-22-002157,2022-02-25,2021-12-31,lbrda-20211231x10k.htm,10-K,0001558370-21-002026,2021-02-26,True,https://www.sec.gov/Archives/edgar/data/1611983/000155837022002157/lbrda-20211231x10k.htm
0001611983,0001558370-23-001533,2023-02-17,2022-12-31,lbrda-20221231x10k.htm,10-K,0001558370-22-002157,2022-02-25,True,https://www.sec.gov/Archives/edgar/data/1611983/000155837023001533/lbrda-20221231x10k.htm
0001611983,0001558370-24-001302,2024-02-16,2023-12-31,lbrda-20231231x10k.htm,10-K,0001558370-23-001533,2023-02-17,True,https://www.sec.gov/Archives/edgar/data/1611983/000155837024001302/lbrda-20231231x10k.htm
0001611983,0001558370-25-001788,2025-02-27,2024-12-31,lbrda-20241231x10k.htm,10-K,0001558370-24-001302,2024-02-16,True,https://www.sec.gov/Archives/edgar/data/1611983/000155837025001788/lbrda-20241231x10k.htm
0001611983,0001104659-26-010397,2026-02-05,2025-12-31,lbrda-20251231x10k.htm,10-K,0001558370-25-001788,2025-02-27,True,https://www.sec.gov/Archives/edgar/data/1611983/000110465926010397/lbrda-20251231x10k.htm
0001614178,0001614178-19-000075,2019-03-15,2019-01-31,form10-kfy19.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1614178/000161417819000075/form10-kfy19.htm
0001614178,0001614178-20-000078,2020-03-20,2020-01-31,yext-20200131.htm,10-K,0001614178-19-000075,2019-03-15,True,https://www.sec.gov/Archives/edgar/data/1614178/000161417820000078/yext-20200131.htm
0001614178,0001614178-21-000065,2021-03-16,2021-01-31,yext-20210131.htm,10-K,0001614178-20-000078,2020-03-20,True,https://www.sec.gov/Archives/edgar/data/1614178/000161417821000065/yext-20210131.htm
0001614178,0001614178-22-000014,2022-03-18,2022-01-31,yext-20220131.htm,10-K,0001614178-21-000065,2021-03-16,True,https://www.sec.gov/Archives/edgar/data/1614178/000161417822000014/yext-20220131.htm
0001614178,0001614178-23-000017,2023-03-17,2023-01-31,yext-20230131.htm,10-K,0001614178-22-000014,2022-03-18,True,https://www.sec.gov/Archives/edgar/data/1614178/000161417823000017/yext-20230131.htm
0001614178,0001614178-24-000023,2024-03-13,2024-01-31,yext-20240131.htm,10-K,0001614178-23-000017,2023-03-17,True,https://www.sec.gov/Archives/edgar/data/1614178/000161417824000023/yext-20240131.htm
0001614178,0001614178-25-000030,2025-03-13,2025-01-31,yext-20250131.htm,10-K,0001614178-24-000023,2024-03-13,True,https://www.sec.gov/Archives/edgar/data/1614178/000161417825000030/yext-20250131.htm
0001614178,0001628280-26-016402,2026-03-10,2026-01-31,yext-20260131.htm,10-K,0001614178-25-000030,2025-03-13,True,https://www.sec.gov/Archives/edgar/data/1614178/000162828026016402/yext-20260131.htm
0001614806,0001628280-18-002906,2018-03-08,2017-12-31,ajx1231201710-k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1614806/000162828018002906/ajx1231201710-k.htm
0001614806,0001628280-19-002552,2019-03-06,2018-12-31,ajx1231201810k.htm,10-K,0001628280-18-002906,2018-03-08,True,https://www.sec.gov/Archives/edgar/data/1614806/000162828019002552/ajx1231201810k.htm
0001614806,0001628280-20-002804,2020-03-04,2019-12-31,ajx-20191231.htm,10-K,0001628280-19-002552,2019-03-06,True,https://www.sec.gov/Archives/edgar/data/1614806/000162828020002804/ajx-20191231.htm
0001614806,0001628280-21-003949,2021-03-05,2020-12-31,ajx-20201231.htm,10-K,0001628280-20-002804,2020-03-04,True,https://www.sec.gov/Archives/edgar/data/1614806/000162828021003949/ajx-20201231.htm
0001614806,0001628280-22-004987,2022-03-04,2021-12-31,ajx-20211231.htm,10-K,0001628280-21-003949,2021-03-05,True,https://www.sec.gov/Archives/edgar/data/1614806/000162828022004987/ajx-20211231.htm
0001614806,0001628280-23-006118,2023-03-03,2022-12-31,ajx-20221231.htm,10-K,0001628280-22-004987,2022-03-04,True,https://www.sec.gov/Archives/edgar/data/1614806/000162828023006118/ajx-20221231.htm
0001614806,0001628280-24-007349,2024-02-28,2023-12-31,ajx-20231231.htm,10-K,0001628280-23-006118,2023-03-03,True,https://www.sec.gov/Archives/edgar/data/1614806/000162828024007349/ajx-20231231.htm
0001614806,0001614806-25-000009,2025-02-18,2024-12-31,rpt-20241231.htm,10-K,0001628280-24-007349,2024-02-28,True,https://www.sec.gov/Archives/edgar/data/1614806/000161480625000009/rpt-20241231.htm
0001614806,0001614806-26-000010,2026-02-18,2025-12-31,rpt-20251231.htm,10-K,0001614806-25-000009,2025-02-18,True,https://www.sec.gov/Archives/edgar/data/1614806/000161480626000010/rpt-20251231.htm
0001615063,0001615774-18-014163,2018-12-10,2018-09-30,s114509_10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1615063/000161577418014163/s114509_10k.htm
0001615063,0001213900-20-007980,2020-03-30,2019-12-31,f10k2019_inspiredenter.htm,10-K,0001615774-18-014163,2018-12-10,True,https://www.sec.gov/Archives/edgar/data/1615063/000121390020007980/f10k2019_inspiredenter.htm
0001615063,0001213900-21-018067,2021-03-29,2020-12-31,f10k2020_inspiredentertain.htm,10-K,0001213900-20-007980,2020-03-30,True,https://www.sec.gov/Archives/edgar/data/1615063/000121390021018067/f10k2020_inspiredentertain.htm
0001615063,0001493152-22-008568,2022-03-31,2021-12-31,form10-k.htm,10-K,0001213900-21-018067,2021-03-29,True,https://www.sec.gov/Archives/edgar/data/1615063/000149315222008568/form10-k.htm
0001615063,0001493152-23-007974,2023-03-16,2022-12-31,form10-k.htm,10-K,0001493152-22-008568,2022-03-31,True,https://www.sec.gov/Archives/edgar/data/1615063/000149315223007974/form10-k.htm
0001615063,0001493152-24-014609,2024-04-15,2023-12-31,form10-k.htm,10-K,0001493152-23-007974,2023-03-16,True,https://www.sec.gov/Archives/edgar/data/1615063/000149315224014609/form10-k.htm
0001615063,0001641172-25-000737,2025-03-26,2024-12-31,form10-k.htm,10-K,0001493152-24-014609,2024-04-15,True,https://www.sec.gov/Archives/edgar/data/1615063/000164117225000737/form10-k.htm
0001615063,0001493152-26-009479,2026-03-10,2025-12-31,form10-k.htm,10-K,0001641172-25-000737,2025-03-26,True,https://www.sec.gov/Archives/edgar/data/1615063/000149315226009479/form10-k.htm
0001615165,0001193125-18-077593,2018-03-09,2017-12-31,d416431d10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1615165/000119312518077593/d416431d10k.htm
0001615165,0001564590-19-008261,2019-03-18,2018-12-31,veri-10k_20181231.htm,10-K,0001193125-18-077593,2018-03-09,True,https://www.sec.gov/Archives/edgar/data/1615165/000156459019008261/veri-10k_20181231.htm
0001615165,0001564590-20-010119,2020-03-11,2019-12-31,veri-10k_20191231.htm,10-K,0001564590-19-008261,2019-03-18,True,https://www.sec.gov/Archives/edgar/data/1615165/000156459020010119/veri-10k_20191231.htm
0001615165,0001564590-21-011303,2021-03-05,2020-12-31,veri-10k_20201231.htm,10-K,0001564590-20-010119,2020-03-11,True,https://www.sec.gov/Archives/edgar/data/1615165/000156459021011303/veri-10k_20201231.htm
0001615165,0001564590-22-010802,2022-03-17,2021-12-31,veri-10k_20211231.htm,10-K,0001564590-21-011303,2021-03-05,True,https://www.sec.gov/Archives/edgar/data/1615165/000156459022010802/veri-10k_20211231.htm
0001615165,0000950170-23-008493,2023-03-16,2022-12-31,veri-20221231.htm,10-K,0001564590-22-010802,2022-03-17,True,https://www.sec.gov/Archives/edgar/data/1615165/000095017023008493/veri-20221231.htm
0001615165,0000950170-24-038819,2024-04-01,2023-12-31,veri-20231231.htm,10-K,0000950170-23-008493,2023-03-16,True,https://www.sec.gov/Archives/edgar/data/1615165/000095017024038819/veri-20231231.htm
0001615165,0000950170-25-048602,2025-04-01,2024-12-31,veri-20241231.htm,10-K,0000950170-24-038819,2024-04-01,True,https://www.sec.gov/Archives/edgar/data/1615165/000095017025048602/veri-20241231.htm
0001616318,0001616318-18-000051,2018-05-18,2018-03-31,vsto-3312018x10xk.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1616318/000161631818000051/vsto-3312018x10xk.htm
0001616318,0001616318-19-000032,2019-05-23,2019-03-31,vsto-3312019x10xk.htm,10-K,0001616318-18-000051,2018-05-18,True,https://www.sec.gov/Archives/edgar/data/1616318/000161631819000032/vsto-3312019x10xk.htm
0001616318,0001616318-20-000081,2020-06-03,2020-03-31,vsto-3312020x10xk.htm,10-K,0001616318-19-000032,2019-05-23,True,https://www.sec.gov/Archives/edgar/data/1616318/000161631820000081/vsto-3312020x10xk.htm
0001616318,0001616318-21-000080,2021-05-20,2021-03-31,vsto-20210331.htm,10-K,0001616318-20-000081,2020-06-03,True,https://www.sec.gov/Archives/edgar/data/1616318/000161631821000080/vsto-20210331.htm
0001616318,0001616318-22-000063,2022-05-24,2022-03-31,vsto-20220331.htm,10-K,0001616318-21-000080,2021-05-20,True,https://www.sec.gov/Archives/edgar/data/1616318/000161631822000063/vsto-20220331.htm
0001616318,0001616318-23-000091,2023-05-25,2023-03-31,vsto-20230331.htm,10-K,0001616318-22-000063,2022-05-24,True,https://www.sec.gov/Archives/edgar/data/1616318/000161631823000091/vsto-20230331.htm
0001616318,0001616318-24-000061,2024-05-29,2024-03-31,vsto-20240331.htm,10-K,0001616318-23-000091,2023-05-25,True,https://www.sec.gov/Archives/edgar/data/1616318/000161631824000061/vsto-20240331.htm
0001616533,0001564590-18-025456,2018-10-30,2018-08-31,sgh-10k_20180831.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1616533/000156459018025456/sgh-10k_20180831.htm
0001616533,0001564590-19-041109,2019-11-06,2019-08-30,sgh-10k_20190830.htm,10-K,0001564590-18-025456,2018-10-30,True,https://www.sec.gov/Archives/edgar/data/1616533/000156459019041109/sgh-10k_20190830.htm
0001616533,0001564590-20-047291,2020-10-22,2020-08-28,sgh-10k_20200828.htm,10-K,0001564590-19-041109,2019-11-06,True,https://www.sec.gov/Archives/edgar/data/1616533/000156459020047291/sgh-10k_20200828.htm
0001616533,0001564590-21-051710,2021-10-25,2021-08-27,sgh-10k_20210827.htm,10-K,0001564590-20-047291,2020-10-22,True,https://www.sec.gov/Archives/edgar/data/1616533/000156459021051710/sgh-10k_20210827.htm
0001616533,0001628280-22-026409,2022-10-14,2022-08-26,sgh-20220826.htm,10-K,0001564590-21-051710,2021-10-25,True,https://www.sec.gov/Archives/edgar/data/1616533/000162828022026409/sgh-20220826.htm
0001616533,0001628280-23-034807,2023-10-20,2023-08-25,sgh-20230825.htm,10-K,0001628280-22-026409,2022-10-14,True,https://www.sec.gov/Archives/edgar/data/1616533/000162828023034807/sgh-20230825.htm
0001616533,0001628280-24-043646,2024-10-24,2024-08-30,peng-20240830.htm,10-K,0001628280-23-034807,2023-10-20,True,https://www.sec.gov/Archives/edgar/data/1616533/000162828024043646/peng-20240830.htm
0001616533,0001616533-25-000061,2025-10-21,2025-08-29,peng-20250829.htm,10-K,0001628280-24-043646,2024-10-24,True,https://www.sec.gov/Archives/edgar/data/1616533/000161653325000061/peng-20250829.htm
0001616543,0001558370-18-001999,2018-03-13,2017-12-31,sens-20171231x10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1616543/000155837018001999/sens-20171231x10k.htm
0001616543,0001558370-19-002135,2019-03-15,2018-12-31,sens-20181231x10k.htm,10-K,0001558370-18-001999,2018-03-13,True,https://www.sec.gov/Archives/edgar/data/1616543/000155837019002135/sens-20181231x10k.htm
0001616543,0001558370-20-002758,2020-03-16,2019-12-31,sens-20191231x10k.htm,10-K,0001558370-19-002135,2019-03-15,True,https://www.sec.gov/Archives/edgar/data/1616543/000155837020002758/sens-20191231x10k.htm
0001616543,0001558370-21-002458,2021-03-05,2020-12-31,sens-20201231x10k.htm,10-K,0001558370-20-002758,2020-03-16,True,https://www.sec.gov/Archives/edgar/data/1616543/000155837021002458/sens-20201231x10k.htm
0001616543,0001558370-22-002569,2022-03-01,2021-12-31,sens-20211231x10k.htm,10-K,0001558370-21-002458,2021-03-05,True,https://www.sec.gov/Archives/edgar/data/1616543/000155837022002569/sens-20211231x10k.htm
0001616543,0001558370-23-003952,2023-03-16,2022-12-31,sens-20221231x10k.htm,10-K,0001558370-22-002569,2022-03-01,True,https://www.sec.gov/Archives/edgar/data/1616543/000155837023003952/sens-20221231x10k.htm
0001616543,0001558370-24-002218,2024-03-01,2023-12-31,sens-20231231x10k.htm,10-K,0001558370-23-003952,2023-03-16,True,https://www.sec.gov/Archives/edgar/data/1616543/000155837024002218/sens-20231231x10k.htm
0001616543,0001558370-25-002044,2025-03-03,2024-12-31,sens-20241231x10k.htm,10-K,0001558370-24-002218,2024-03-01,True,https://www.sec.gov/Archives/edgar/data/1616543/000155837025002044/sens-20241231x10k.htm
0001616543,0001104659-26-022298,2026-03-02,2025-12-31,sens-20251231x10k.htm,10-K,0001558370-25-002044,2025-03-03,True,https://www.sec.gov/Archives/edgar/data/1616543/000110465926022298/sens-20251231x10k.htm
0001617553,0001617553-22-000012,2022-03-03,2021-12-31,zip-20211231.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1617553/000161755322000012/zip-20211231.htm
0001617553,0001617553-23-000007,2023-02-27,2022-12-31,zip-20221231.htm,10-K,0001617553-22-000012,2022-03-03,True,https://www.sec.gov/Archives/edgar/data/1617553/000161755323000007/zip-20221231.htm
0001617553,0001617553-24-000011,2024-02-28,2023-12-31,zip-20231231.htm,10-K,0001617553-23-000007,2023-02-27,True,https://www.sec.gov/Archives/edgar/data/1617553/000161755324000011/zip-20231231.htm
0001617553,0001617553-25-000011,2025-02-25,2024-12-31,zip-20241231.htm,10-K,0001617553-24-000011,2024-02-28,True,https://www.sec.gov/Archives/edgar/data/1617553/000161755325000011/zip-20241231.htm
0001617553,0001617553-26-000016,2026-02-25,2025-12-31,zip-20251231.htm,10-K,0001617553-25-000011,2025-02-25,True,https://www.sec.gov/Archives/edgar/data/1617553/000161755326000016/zip-20251231.htm
0001617640,0001617640-21-000012,2021-02-12,2020-12-31,z-20201231.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1617640/000161764021000012/z-20201231.htm
0001617640,0001617640-22-000013,2022-02-10,2021-12-31,z-20211231.htm,10-K,0001617640-21-000012,2021-02-12,True,https://www.sec.gov/Archives/edgar/data/1617640/000161764022000013/z-20211231.htm
0001617640,0001617640-23-000010,2023-02-15,2022-12-31,z-20221231.htm,10-K,0001617640-22-000013,2022-02-10,True,https://www.sec.gov/Archives/edgar/data/1617640/000161764023000010/z-20221231.htm
0001617640,0001617640-24-000022,2024-02-15,2023-12-31,z-20231231.htm,10-K,0001617640-23-000010,2023-02-15,True,https://www.sec.gov/Archives/edgar/data/1617640/000161764024000022/z-20231231.htm
0001617640,0001617640-25-000016,2025-02-11,2024-12-31,z-20241231.htm,10-K,0001617640-24-000022,2024-02-15,True,https://www.sec.gov/Archives/edgar/data/1617640/000161764025000016/z-20241231.htm
0001617640,0001617640-26-000015,2026-02-11,2025-12-31,z-20251231.htm,10-K,0001617640-25-000016,2025-02-11,True,https://www.sec.gov/Archives/edgar/data/1617640/000161764026000015/z-20251231.htm
0001618563,0001618563-18-000015,2018-02-27,2017-12-31,nsa-20171231x10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1618563/000161856318000015/nsa-20171231x10k.htm
0001618563,0001618563-19-000018,2019-02-26,2018-12-31,nsa-20181231x10k.htm,10-K,0001618563-18-000015,2018-02-27,True,https://www.sec.gov/Archives/edgar/data/1618563/000161856319000018/nsa-20181231x10k.htm
0001618563,0001618563-20-000022,2020-02-26,2019-12-31,nsa-20191231.htm,10-K,0001618563-19-000018,2019-02-26,True,https://www.sec.gov/Archives/edgar/data/1618563/000161856320000022/nsa-20191231.htm
0001618563,0001618563-21-000018,2021-02-26,2020-12-31,nsa-20201231.htm,10-K,0001618563-20-000022,2020-02-26,True,https://www.sec.gov/Archives/edgar/data/1618563/000161856321000018/nsa-20201231.htm
0001618563,0001628280-22-004019,2022-02-25,2021-12-31,nsa-20211231.htm,10-K,0001618563-21-000018,2021-02-26,True,https://www.sec.gov/Archives/edgar/data/1618563/000162828022004019/nsa-20211231.htm
0001618563,0001628280-23-005252,2023-02-27,2022-12-31,nsa-20221231.htm,10-K,0001628280-22-004019,2022-02-25,True,https://www.sec.gov/Archives/edgar/data/1618563/000162828023005252/nsa-20221231.htm
0001618563,0001628280-24-007624,2024-02-28,2023-12-31,nsa-20231231.htm,10-K,0001628280-23-005252,2023-02-27,True,https://www.sec.gov/Archives/edgar/data/1618563/000162828024007624/nsa-20231231.htm
0001618563,0001628280-25-008656,2025-02-27,2024-12-31,nsa-20241231.htm,10-K,0001628280-24-007624,2024-02-28,True,https://www.sec.gov/Archives/edgar/data/1618563/000162828025008656/nsa-20241231.htm
0001618563,0001628280-26-012248,2026-02-26,2025-12-31,nsa-20251231.htm,10-K,0001628280-25-008656,2025-02-27,True,https://www.sec.gov/Archives/edgar/data/1618563/000162828026012248/nsa-20251231.htm
0001618732,0001618732-18-000131,2018-09-24,2018-07-31,ntnx-07312018x10kxq4x18.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1618732/000161873218000131/ntnx-07312018x10kxq4x18.htm
0001618732,0001618732-19-000114,2019-09-24,2019-07-31,ntnx-07312019x10kxq419.htm,10-K,0001618732-18-000131,2018-09-24,True,https://www.sec.gov/Archives/edgar/data/1618732/000161873219000114/ntnx-07312019x10kxq419.htm
0001618732,0001618732-20-000112,2020-09-23,2020-07-31,ntnx-20200731.htm,10-K,0001618732-19-000114,2019-09-24,True,https://www.sec.gov/Archives/edgar/data/1618732/000161873220000112/ntnx-20200731.htm
0001618732,0000950170-21-001852,2021-09-21,2021-07-31,ntnx-20210731.htm,10-K,0001618732-20-000112,2020-09-23,True,https://www.sec.gov/Archives/edgar/data/1618732/000095017021001852/ntnx-20210731.htm
0001618732,0000950170-22-018732,2022-09-21,2022-07-31,ntnx-20220731.htm,10-K,0000950170-21-001852,2021-09-21,True,https://www.sec.gov/Archives/edgar/data/1618732/000095017022018732/ntnx-20220731.htm
0001618732,0000950170-23-049179,2023-09-21,2023-07-31,ntnx-20230731.htm,10-K,0000950170-22-018732,2022-09-21,True,https://www.sec.gov/Archives/edgar/data/1618732/000095017023049179/ntnx-20230731.htm
0001618732,0000950170-24-108159,2024-09-19,2024-07-31,ntnx-20240731.htm,10-K,0000950170-23-049179,2023-09-21,True,https://www.sec.gov/Archives/edgar/data/1618732/000095017024108159/ntnx-20240731.htm
0001618732,0001193125-25-213801,2025-09-24,2025-07-31,ntnx-20250731.htm,10-K,0000950170-24-108159,2024-09-19,True,https://www.sec.gov/Archives/edgar/data/1618732/000119312525213801/ntnx-20250731.htm
0001618755,0001618755-18-000007,2018-02-23,2017-12-31,qsp_20171231x10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/1618755/000161875518000007/qsp_20171231x10k.htm
0001618755,0001618755-19-000005,2019-02-22,2018-12-31,qsp_20181231x10krounding.htm,10-K,0001618755-18-000007,2018-02-23,True,https://www.sec.gov/Archives/edgar/data/1618755/000161875519000005/qsp_20181231x10krounding.htm
0001618755,0001618755-20-000004,2020-02-21,2019-12-31,qsp2019123110k.htm,10-K,0001618755-19-000005,2019-02-22,True,https://www.sec.gov/Archives/edgar/data/1618755/000161875520000004/qsp2019123110k.htm
0001618755,0001618755-21-000007,2021-02-23,2020-12-31,qsr-20201231.htm,10-K,0001618755-20-000004,2020-02-21,True,https://www.sec.gov/Archives/edgar/data/1618755/000161875521000007/qsr-20201231.htm
0001618755,0001618755-22-000009,2022-02-23,2021-12-31,qsr-20211231.htm,10-K,0001618755-21-000007,2021-02-23,True,https://www.sec.gov/Archives/edgar/data/1618755/000161875522000009/qsr-20211231.htm
0001618755,0001618755-23-000010,2023-02-22,2022-12-31,qsr-20221231.htm,10-K,0001618755-22-000009,2022-02-23,True,https://www.sec.gov/Archives/edgar/data/1618755/000161875523000010/qsr-20221231.htm
0001618755,0001618755-24-000017,2024-02-22,2023-12-31,qsr-20231231.htm,10-K,0001618755-23-000010,2023-02-22,True,https://www.sec.gov/Archives/edgar/data/1618755/000161875524000017/qsr-20231231.htm
0001618755,0001618755-25-000010,2025-02-21,2024-12-31,qsr-20241231.htm,10-K,0001618755-24-000017,2024-02-22,True,https://www.sec.gov/Archives/edgar/data/1618755/000161875525000010/qsr-20241231.htm
