security_id,ticker,universe,effective_from,effective_to,knowledge_at_utc,source_revision,point_in_time_membership
yahoo-ticker:VUG,VUG,portfolio_optimizer_free_current_etfs,,,2026-09-02T04:49:58.340752+00:00,yfinance-1.5.2:2026-09-02T04:49:58.340752+00:00,false
yahoo-ticker:VWO,VWO,portfolio_optimizer_free_current_etfs,,,2026-09-02T04:49:58.763355+00:00,yfinance-1.5.2:2026-09-02T04:49:58.763355+00:00,false
yahoo-ticker:XLB,XLB,portfolio_optimizer_free_current_etfs,,,2026-09-02T04:49:59.184393+00:00,yfinance-1.5.2:2026-09-02T04:49:59.184393+00:00,false
yahoo-ticker:XLE,XLE,portfolio_optimizer_free_current_etfs,,,2026-09-02T04:49:59.672048+00:00,yfinance-1.5.2:2026-09-02T04:49:59.672048+00:00,false
yahoo-ticker:XLF,XLF,portfolio_optimizer_free_current_etfs,,,2026-09-02T04:50:00.188365+00:00,yfinance-1.5.2:2026-09-02T04:50:00.188365+00:00,false
yahoo-ticker:XLI,XLI,portfolio_optimizer_free_current_etfs,,,2026-09-02T04:50:00.703254+00:00,yfinance-1.5.2:2026-09-02T04:50:00.703254+00:00,false
yahoo-ticker:XLK,XLK,portfolio_optimizer_free_current_etfs,,,2026-09-02T04:50:01.227432+00:00,yfinance-1.5.2:2026-09-02T04:50:01.227432+00:00,false
yahoo-ticker:XLP,XLP,portfolio_optimizer_free_current_etfs,,,2026-09-02T04:50:01.749124+00:00,yfinance-1.5.2:2026-09-02T04:50:01.749124+00:00,false
yahoo-ticker:XLU,XLU,portfolio_optimizer_free_current_etfs,,,2026-09-02T04:50:02.174501+00:00,yfinance-1.5.2:2026-09-02T04:50:02.174501+00:00,false
yahoo-ticker:XLV,XLV,portfolio_optimizer_free_current_etfs,,,2026-09-02T04:50:02.558417+00:00,yfinance-1.5.2:2026-09-02T04:50:02.558417+00:00,false
yahoo-ticker:XLY,XLY,portfolio_optimizer_free_current_etfs,,,2026-09-02T04:50:03.074193+00:00,yfinance-1.5.2:2026-09-02T04:50:03.074193+00:00,false
