execution_at,cik10,weight
2024-10-08 00:00:00+00:00,0000068505,0.05
2024-10-08 00:00:00+00:00,0000895421,0.05
2024-10-08 00:00:00+00:00,0001336920,0.05
2024-10-08 00:00:00+00:00,0000732717,0.05
2024-10-08 00:00:00+00:00,0000023217,0.05
2024-10-08 00:00:00+00:00,0000004977,0.05
2024-10-08 00:00:00+00:00,0000074260,0.05
2024-10-08 00:00:00+00:00,0000798354,0.05
2024-10-08 00:00:00+00:00,0000055785,0.05
2024-10-08 00:00:00+00:00,0001032208,0.05
2024-10-08 00:00:00+00:00,0001636519,0.05
2025-01-08 00:00:00+00:00,0000895728,0.05
2025-01-08 00:00:00+00:00,0000055067,0.05
2025-01-08 00:00:00+00:00,0001111711,0.05
2025-01-08 00:00:00+00:00,0001402436,0.05
2025-01-08 00:00:00+00:00,0001156375,0.05
2025-01-08 00:00:00+00:00,0001063761,0.05
2025-01-08 00:00:00+00:00,0001004980,0.05
2025-01-08 00:00:00+00:00,0001300514,0.05
2025-01-08 00:00:00+00:00,0001278680,0.05
2025-01-08 00:00:00+00:00,0001618181,0.05
2025-01-08 00:00:00+00:00,0000063908,0.05
2025-01-08 00:00:00+00:00,0000798354,0.05
2025-01-08 00:00:00+00:00,0000077360,0.05
2025-01-08 00:00:00+00:00,0001222333,0.05
2025-01-08 00:00:00+00:00,0001324404,0.05
2025-01-08 00:00:00+00:00,0001378992,0.05
2025-01-08 00:00:00+00:00,0001766363,0.05
2025-01-08 00:00:00+00:00,0000101829,0.05
2025-01-08 00:00:00+00:00,0001108426,0.05
2025-01-08 00:00:00+00:00,0001133421,0.05
2025-04-08 00:00:00+00:00,0000895126,0.05
2025-04-08 00:00:00+00:00,0000885275,0.05
2025-04-08 00:00:00+00:00,0001276187,0.05
2025-04-08 00:00:00+00:00,0001646972,0.05
2025-04-08 00:00:00+00:00,0000895728,0.05
2025-04-08 00:00:00+00:00,0001506307,0.05
2025-04-08 00:00:00+00:00,0001665918,0.05
2025-04-08 00:00:00+00:00,0001111711,0.05
2025-04-08 00:00:00+00:00,0000107263,0.05
2025-04-08 00:00:00+00:00,0000354190,0.05
2025-04-08 00:00:00+00:00,0000874766,0.05
2025-04-08 00:00:00+00:00,0000773840,0.05
2025-04-08 00:00:00+00:00,0000096021,0.05
2025-04-08 00:00:00+00:00,0001046257,0.05
2025-04-08 00:00:00+00:00,0001383082,0.05
2025-04-08 00:00:00+00:00,0000008670,0.05
2025-04-08 00:00:00+00:00,0001157408,0.05
2025-04-08 00:00:00+00:00,0001707925,0.05
2025-04-08 00:00:00+00:00,0000821189,0.05
2025-04-08 00:00:00+00:00,0000277135,0.05
2025-07-08 00:00:00+00:00,0000200406,0.05
2025-07-08 00:00:00+00:00,0001053507,0.05
2025-07-08 00:00:00+00:00,0001707925,0.05
2025-07-08 00:00:00+00:00,0000732717,0.05
2025-07-08 00:00:00+00:00,0000773840,0.05
2025-07-08 00:00:00+00:00,0000100493,0.05
2025-07-08 00:00:00+00:00,0000064803,0.05
2025-07-08 00:00:00+00:00,0000070858,0.05
2025-07-08 00:00:00+00:00,0001156375,0.05
2025-07-08 00:00:00+00:00,0001222333,0.05
2025-07-08 00:00:00+00:00,0001283699,0.05
2025-07-08 00:00:00+00:00,0000831001,0.05
2025-07-08 00:00:00+00:00,0000874716,0.05
2025-07-08 00:00:00+00:00,0001164727,0.05
2025-07-08 00:00:00+00:00,0001410636,0.05
2025-07-08 00:00:00+00:00,0001133421,0.05
2025-07-08 00:00:00+00:00,0001013462,0.05
2025-07-08 00:00:00+00:00,0000732712,0.05
2025-07-08 00:00:00+00:00,0000715957,0.05
2025-07-08 00:00:00+00:00,0001137789,0.05
2025-10-08 00:00:00+00:00,0001327567,0.05
2025-10-08 00:00:00+00:00,0001403568,0.05
2025-10-08 00:00:00+00:00,0000076334,0.05
2025-10-08 00:00:00+00:00,0000896429,0.05
2025-10-08 00:00:00+00:00,0001385157,0.05
2025-10-08 00:00:00+00:00,0000795403,0.05
2025-10-08 00:00:00+00:00,0001024478,0.05
2025-10-08 00:00:00+00:00,0000319201,0.05
2025-10-08 00:00:00+00:00,0001121788,0.05
2025-10-08 00:00:00+00:00,0000020286,0.05
2025-10-08 00:00:00+00:00,0000764180,0.05
2025-10-08 00:00:00+00:00,0001521332,0.05
2025-10-08 00:00:00+00:00,0000702165,0.05
2025-10-08 00:00:00+00:00,0000350698,0.05
2025-10-08 00:00:00+00:00,0000707549,0.05
2025-10-08 00:00:00+00:00,0000888491,0.05
2025-10-08 00:00:00+00:00,0001798100,0.05
2025-10-08 00:00:00+00:00,0000906553,0.05
2025-10-08 00:00:00+00:00,0001125376,0.05
2025-10-08 00:00:00+00:00,0001277902,0.05
2026-01-08 00:00:00+00:00,0000885275,0.05
2026-01-08 00:00:00+00:00,0000712515,0.05
2026-01-08 00:00:00+00:00,0000200406,0.05
2026-01-08 00:00:00+00:00,0001487712,0.05
2026-01-08 00:00:00+00:00,0000784977,0.05
2026-01-08 00:00:00+00:00,0000702165,0.05
2026-01-08 00:00:00+00:00,0000896159,0.05
2026-01-08 00:00:00+00:00,0000732712,0.05
2026-01-08 00:00:00+00:00,0001515816,0.05
2026-01-08 00:00:00+00:00,0000086312,0.05
2026-01-08 00:00:00+00:00,0000064803,0.05
2026-01-08 00:00:00+00:00,0000753308,0.05
2026-01-08 00:00:00+00:00,0001031296,0.05
2026-01-08 00:00:00+00:00,0001478242,0.05
2026-01-08 00:00:00+00:00,0000912463,0.05
2026-01-08 00:00:00+00:00,0000899051,0.05
2026-01-08 00:00:00+00:00,0000874015,0.05
2026-01-08 00:00:00+00:00,0001652044,0.05
2026-01-08 00:00:00+00:00,0000097745,0.05
2026-01-08 00:00:00+00:00,0001140859,0.05
2026-04-08 00:00:00+00:00,0001866368,0.05
2026-04-08 00:00:00+00:00,0000071691,0.05
2026-04-08 00:00:00+00:00,0001130310,0.05
2026-04-08 00:00:00+00:00,0000731802,0.05
2026-04-08 00:00:00+00:00,0000088121,0.05
2026-04-08 00:00:00+00:00,0000073309,0.05
2026-04-08 00:00:00+00:00,0000014272,0.05
2026-04-08 00:00:00+00:00,0000352541,0.05
2026-04-08 00:00:00+00:00,0000067716,0.05
2026-04-08 00:00:00+00:00,0000872589,0.05
2026-04-08 00:00:00+00:00,0000784977,0.05
2026-04-08 00:00:00+00:00,0001618181,0.05
2026-04-08 00:00:00+00:00,0001178879,0.05
2026-04-08 00:00:00+00:00,0001618756,0.05
2026-04-08 00:00:00+00:00,0001733998,0.05
2026-04-08 00:00:00+00:00,0001641601,0.05
2026-04-08 00:00:00+00:00,0000895417,0.05
2026-04-08 00:00:00+00:00,0000277135,0.05
2026-04-08 00:00:00+00:00,0001585689,0.05
2026-04-08 00:00:00+00:00,0001679688,0.05
