decision_at,feature,family,rank_ic
2025-04-01 00:00:00+00:00,intraday_5,gap,-0.23809118346680228
2025-07-01 00:00:00+00:00,intraday_5,gap,-0.0843580293759599
2025-10-01 00:00:00+00:00,intraday_5,gap,0.045602091781614076
2026-01-01 00:00:00+00:00,intraday_5,gap,-0.06156926719891879
2026-04-01 00:00:00+00:00,intraday_5,gap,-0.032718732151158184
2023-01-01 00:00:00+00:00,volume_ratio_5_63,volume,0.11083579693684112
2023-04-01 00:00:00+00:00,volume_ratio_5_63,volume,-0.005074726034071649
2023-07-01 00:00:00+00:00,volume_ratio_5_63,volume,-0.019100965139803548
2023-10-01 00:00:00+00:00,volume_ratio_5_63,volume,-0.00772659637991794
2024-01-01 00:00:00+00:00,volume_ratio_5_63,volume,-0.09371941971321723
2024-04-01 00:00:00+00:00,volume_ratio_5_63,volume,-0.0020812448605352315
2024-07-01 00:00:00+00:00,volume_ratio_5_63,volume,-0.010089791474242531
2024-10-01 00:00:00+00:00,volume_ratio_5_63,volume,-0.04131740963231464
2025-01-01 00:00:00+00:00,volume_ratio_5_63,volume,-0.08870873643112073
2025-04-01 00:00:00+00:00,volume_ratio_5_63,volume,-0.009162414535628874
2025-07-01 00:00:00+00:00,volume_ratio_5_63,volume,-0.011876608341721967
2025-10-01 00:00:00+00:00,volume_ratio_5_63,volume,0.019223908962257532
2026-01-01 00:00:00+00:00,volume_ratio_5_63,volume,0.053396106777063086
2026-04-01 00:00:00+00:00,volume_ratio_5_63,volume,-0.03630659989240906
2023-01-01 00:00:00+00:00,volume_shock_21,volume,0.156974657826368
2023-04-01 00:00:00+00:00,volume_shock_21,volume,-0.041266140315258604
2023-07-01 00:00:00+00:00,volume_shock_21,volume,0.008060684970959256
2023-10-01 00:00:00+00:00,volume_shock_21,volume,-0.024558229093796072
2024-01-01 00:00:00+00:00,volume_shock_21,volume,-0.05254100714564838
2024-04-01 00:00:00+00:00,volume_shock_21,volume,-0.013943617461700563
2024-07-01 00:00:00+00:00,volume_shock_21,volume,0.0018951012465385402
2024-10-01 00:00:00+00:00,volume_shock_21,volume,0.014784961402840432
2025-01-01 00:00:00+00:00,volume_shock_21,volume,-0.05791871589227111
2025-04-01 00:00:00+00:00,volume_shock_21,volume,-0.026890347062070642
2025-07-01 00:00:00+00:00,volume_shock_21,volume,-0.08051549025125838
2025-10-01 00:00:00+00:00,volume_shock_21,volume,0.009655200638784313
2026-01-01 00:00:00+00:00,volume_shock_21,volume,0.013074756256790013
2026-04-01 00:00:00+00:00,volume_shock_21,volume,-0.020560734614397645
2023-01-01 00:00:00+00:00,dollar_volume_21,liquidity,-0.007518925478293262
2023-04-01 00:00:00+00:00,dollar_volume_21,liquidity,0.0556136745926936
2023-07-01 00:00:00+00:00,dollar_volume_21,liquidity,0.08818484191566195
2023-10-01 00:00:00+00:00,dollar_volume_21,liquidity,0.02700513413221151
2024-01-01 00:00:00+00:00,dollar_volume_21,liquidity,0.12450475454360738
2024-04-01 00:00:00+00:00,dollar_volume_21,liquidity,-0.010387554293722664
2024-07-01 00:00:00+00:00,dollar_volume_21,liquidity,0.10255400488989713
2024-10-01 00:00:00+00:00,dollar_volume_21,liquidity,-0.018952869343249242
2025-01-01 00:00:00+00:00,dollar_volume_21,liquidity,0.16870024117587956
2025-04-01 00:00:00+00:00,dollar_volume_21,liquidity,-0.05647583188066625
2025-07-01 00:00:00+00:00,dollar_volume_21,liquidity,0.03752827376109318
2025-10-01 00:00:00+00:00,dollar_volume_21,liquidity,-0.0007856994889522704
2026-01-01 00:00:00+00:00,dollar_volume_21,liquidity,-0.032097900187150995
2026-04-01 00:00:00+00:00,dollar_volume_21,liquidity,-0.06256102652161605
2023-01-01 00:00:00+00:00,amihud_21,liquidity,0.036911088711621444
2023-04-01 00:00:00+00:00,amihud_21,liquidity,-0.02762456991683463
2023-07-01 00:00:00+00:00,amihud_21,liquidity,-0.08060640329991826
2023-10-01 00:00:00+00:00,amihud_21,liquidity,0.00824298356865459
2024-01-01 00:00:00+00:00,amihud_21,liquidity,-0.14768429631672503
2024-04-01 00:00:00+00:00,amihud_21,liquidity,0.011279063209628121
2024-07-01 00:00:00+00:00,amihud_21,liquidity,-0.10836846856212697
2024-10-01 00:00:00+00:00,amihud_21,liquidity,0.010142023151671741
2025-01-01 00:00:00+00:00,amihud_21,liquidity,-0.21932532302278682
2025-04-01 00:00:00+00:00,amihud_21,liquidity,0.1283688219167146
2025-07-01 00:00:00+00:00,amihud_21,liquidity,-0.0013873005557930246
2025-10-01 00:00:00+00:00,amihud_21,liquidity,-0.013301755230194442
2026-01-01 00:00:00+00:00,amihud_21,liquidity,0.02329470556082996
2026-04-01 00:00:00+00:00,amihud_21,liquidity,0.06721363252427562
2023-01-01 00:00:00+00:00,price_volume_corr_21,price_volume,-0.01623404364631503
2023-04-01 00:00:00+00:00,price_volume_corr_21,price_volume,-0.038376307608090375
2023-07-01 00:00:00+00:00,price_volume_corr_21,price_volume,-0.045377949896786424
2023-10-01 00:00:00+00:00,price_volume_corr_21,price_volume,-0.04873583285832484
2024-01-01 00:00:00+00:00,price_volume_corr_21,price_volume,-0.025824121744909955
2024-04-01 00:00:00+00:00,price_volume_corr_21,price_volume,0.0077900774122136906
2024-07-01 00:00:00+00:00,price_volume_corr_21,price_volume,0.012601171717029458
2024-10-01 00:00:00+00:00,price_volume_corr_21,price_volume,-0.012079939767274455
2025-01-01 00:00:00+00:00,price_volume_corr_21,price_volume,-0.12817435245381661
2025-04-01 00:00:00+00:00,price_volume_corr_21,price_volume,-0.08503161658349657
2025-07-01 00:00:00+00:00,price_volume_corr_21,price_volume,0.0326239541948571
2025-10-01 00:00:00+00:00,price_volume_corr_21,price_volume,-0.03380602679613109
2026-01-01 00:00:00+00:00,price_volume_corr_21,price_volume,-0.024173722861651134
2026-04-01 00:00:00+00:00,price_volume_corr_21,price_volume,-0.02096107438820438
2023-01-01 00:00:00+00:00,price_volume_corr_63,price_volume,-0.02881115535546011
2023-04-01 00:00:00+00:00,price_volume_corr_63,price_volume,0.014978871855555296
2023-07-01 00:00:00+00:00,price_volume_corr_63,price_volume,-0.05973213344045972
2023-10-01 00:00:00+00:00,price_volume_corr_63,price_volume,-0.07936753411187361
2024-01-01 00:00:00+00:00,price_volume_corr_63,price_volume,-0.025869202818047343
2024-04-01 00:00:00+00:00,price_volume_corr_63,price_volume,-0.03012022191718444
2024-07-01 00:00:00+00:00,price_volume_corr_63,price_volume,0.013930744584264677
2024-10-01 00:00:00+00:00,price_volume_corr_63,price_volume,-0.040088016243205814
2025-01-01 00:00:00+00:00,price_volume_corr_63,price_volume,-0.14009738945246986
2025-04-01 00:00:00+00:00,price_volume_corr_63,price_volume,-0.0370254155524425
2025-07-01 00:00:00+00:00,price_volume_corr_63,price_volume,0.06463369003376512
2025-10-01 00:00:00+00:00,price_volume_corr_63,price_volume,-0.014484515607870329
2026-01-01 00:00:00+00:00,price_volume_corr_63,price_volume,-0.017114666130535958
2026-04-01 00:00:00+00:00,price_volume_corr_63,price_volume,-0.025348508575222427
