variant,decision_date,realization_date,gross_return,turnover,short_exposure,gross_exposure,active_pairs,selected_pairs
real,2020-09-25,2020-09-28,0,0,0,0,0,0
inverted,2020-09-25,2020-09-28,0,0,0,0,0,0
random_pairs,2020-09-25,2020-09-28,0,0,0,0,0,1
stale_5d,2020-09-25,2020-09-28,0,0,0,0,0,0
real,2020-09-28,2020-09-29,0,0,0,0,0,0
inverted,2020-09-28,2020-09-29,0,0,0,0,0,0
random_pairs,2020-09-28,2020-09-29,0,0,0,0,0,1
stale_5d,2020-09-28,2020-09-29,0,0,0,0,0,0
real,2020-09-29,2020-09-30,0,0,0,0,0,0
inverted,2020-09-29,2020-09-30,0,0,0,0,0,0
random_pairs,2020-09-29,2020-09-30,0,0,0,0,0,1
stale_5d,2020-09-29,2020-09-30,0,0,0,0,0,0
real,2020-09-30,2020-10-01,0,0,0,0,0,0
inverted,2020-09-30,2020-10-01,0,0,0,0,0,0
random_pairs,2020-09-30,2020-10-01,0,0,0,0,0,1
stale_5d,2020-09-30,2020-10-01,0,0,0,0,0,0
real,2020-10-01,2020-10-02,0,0,0,0,0,0
inverted,2020-10-01,2020-10-02,0,0,0,0,0,0
random_pairs,2020-10-01,2020-10-02,0,0,0,0,0,1
stale_5d,2020-10-01,2020-10-02,0,0,0,0,0,0
real,2020-10-02,2020-10-05,0,0,0,0,0,0
inverted,2020-10-02,2020-10-05,0,0,0,0,0,0
random_pairs,2020-10-02,2020-10-05,0,0,0,0,0,1
stale_5d,2020-10-02,2020-10-05,0,0,0,0,0,0
real,2020-10-05,2020-10-06,0,0,0,0,0,0
inverted,2020-10-05,2020-10-06,0,0,0,0,0,0
random_pairs,2020-10-05,2020-10-06,0,0,0,0,0,1
stale_5d,2020-10-05,2020-10-06,0,0,0,0,0,0
real,2020-10-06,2020-10-07,0,0,0,0,0,0
inverted,2020-10-06,2020-10-07,0,0,0,0,0,0
random_pairs,2020-10-06,2020-10-07,0,0,0,0,0,1
stale_5d,2020-10-06,2020-10-07,0,0,0,0,0,0
real,2020-10-07,2020-10-08,0,0,0,0,0,0
inverted,2020-10-07,2020-10-08,0,0,0,0,0,0
random_pairs,2020-10-07,2020-10-08,0,0,0,0,0,1
stale_5d,2020-10-07,2020-10-08,0,0,0,0,0,0
real,2020-10-08,2020-10-09,0,0,0,0,0,0
inverted,2020-10-08,2020-10-09,0,0,0,0,0,0
random_pairs,2020-10-08,2020-10-09,0,0,0,0,0,1
stale_5d,2020-10-08,2020-10-09,0,0,0,0,0,0
real,2020-10-09,2020-10-12,0,0,0,0,0,0
inverted,2020-10-09,2020-10-12,0,0,0,0,0,0
random_pairs,2020-10-09,2020-10-12,0,0,0,0,0,1
stale_5d,2020-10-09,2020-10-12,0,0,0,0,0,0
real,2020-10-12,2020-10-13,0,0,0,0,0,0
inverted,2020-10-12,2020-10-13,0,0,0,0,0,0
random_pairs,2020-10-12,2020-10-13,0,0,0,0,0,1
stale_5d,2020-10-12,2020-10-13,0,0,0,0,0,0
real,2020-10-13,2020-10-14,0,0,0,0,0,0
inverted,2020-10-13,2020-10-14,0,0,0,0,0,0
random_pairs,2020-10-13,2020-10-14,0,0,0,0,0,1
stale_5d,2020-10-13,2020-10-14,0,0,0,0,0,0
real,2020-10-14,2020-10-15,0,0,0,0,0,0
inverted,2020-10-14,2020-10-15,0,0,0,0,0,0
random_pairs,2020-10-14,2020-10-15,0,0,0,0,0,1
stale_5d,2020-10-14,2020-10-15,0,0,0,0,0,0
real,2020-10-15,2020-10-16,0,0,0,0,0,0
inverted,2020-10-15,2020-10-16,0,0,0,0,0,0
random_pairs,2020-10-15,2020-10-16,0,0,0,0,0,1
stale_5d,2020-10-15,2020-10-16,0,0,0,0,0,0
real,2020-10-16,2020-10-19,0,0,0,0,0,0
inverted,2020-10-16,2020-10-19,0,0,0,0,0,0
random_pairs,2020-10-16,2020-10-19,0,0,0,0,0,1
stale_5d,2020-10-16,2020-10-19,0,0,0,0,0,0
real,2020-10-19,2020-10-20,0,0,0,0,0,0
inverted,2020-10-19,2020-10-20,0,0,0,0,0,0
random_pairs,2020-10-19,2020-10-20,0,0,0,0,0,1
stale_5d,2020-10-19,2020-10-20,0,0,0,0,0,0
real,2020-10-20,2020-10-21,0,0,0,0,0,0
inverted,2020-10-20,2020-10-21,0,0,0,0,0,0
random_pairs,2020-10-20,2020-10-21,0,0,0,0,0,1
stale_5d,2020-10-20,2020-10-21,0,0,0,0,0,0
real,2020-10-21,2020-10-22,0,0,0,0,0,0
inverted,2020-10-21,2020-10-22,0,0,0,0,0,0
random_pairs,2020-10-21,2020-10-22,0,0,0,0,0,1
stale_5d,2020-10-21,2020-10-22,0,0,0,0,0,0
real,2020-10-22,2020-10-23,0,0,0,0,0,0
inverted,2020-10-22,2020-10-23,0,0,0,0,0,0
random_pairs,2020-10-22,2020-10-23,0,0,0,0,0,1
stale_5d,2020-10-22,2020-10-23,0,0,0,0,0,0
real,2020-10-23,2020-10-26,0,0,0,0,0,0
inverted,2020-10-23,2020-10-26,0,0,0,0,0,0
random_pairs,2020-10-23,2020-10-26,0,0,0,0,0,1
stale_5d,2020-10-23,2020-10-26,0,0,0,0,0,0
real,2020-10-26,2020-10-27,0,0,0,0,0,0
inverted,2020-10-26,2020-10-27,0,0,0,0,0,0
random_pairs,2020-10-26,2020-10-27,0,0,0,0,0,1
stale_5d,2020-10-26,2020-10-27,0,0,0,0,0,0
real,2020-10-27,2020-10-28,0,0,0,0,0,0
inverted,2020-10-27,2020-10-28,0,0,0,0,0,0
random_pairs,2020-10-27,2020-10-28,0,0,0,0,0,1
stale_5d,2020-10-27,2020-10-28,0,0,0,0,0,0
real,2020-10-28,2020-10-29,0,0,0,0,0,0
inverted,2020-10-28,2020-10-29,0,0,0,0,0,0
random_pairs,2020-10-28,2020-10-29,0,0,0,0,0,1
stale_5d,2020-10-28,2020-10-29,0,0,0,0,0,0
real,2020-10-29,2020-10-30,0,0,0,0,0,0
inverted,2020-10-29,2020-10-30,0,0,0,0,0,0
random_pairs,2020-10-29,2020-10-30,0,0,0,0,0,1
stale_5d,2020-10-29,2020-10-30,0,0,0,0,0,0
real,2020-10-30,2020-11-02,0,0,0,0,0,0
inverted,2020-10-30,2020-11-02,0,0,0,0,0,0
random_pairs,2020-10-30,2020-11-02,0,0,0,0,0,1
stale_5d,2020-10-30,2020-11-02,0,0,0,0,0,0
real,2020-11-02,2020-11-03,0,0,0,0,0,0
inverted,2020-11-02,2020-11-03,0,0,0,0,0,0
random_pairs,2020-11-02,2020-11-03,0,0,0,0,0,1
stale_5d,2020-11-02,2020-11-03,0,0,0,0,0,0
real,2020-11-03,2020-11-04,0,0,0,0,0,0
inverted,2020-11-03,2020-11-04,0,0,0,0,0,0
random_pairs,2020-11-03,2020-11-04,0,0,0,0,0,1
stale_5d,2020-11-03,2020-11-04,0,0,0,0,0,0
real,2020-11-04,2020-11-05,0,0,0,0,0,0
inverted,2020-11-04,2020-11-05,0,0,0,0,0,0
random_pairs,2020-11-04,2020-11-05,0,0,0,0,0,1
stale_5d,2020-11-04,2020-11-05,0,0,0,0,0,0
real,2020-11-05,2020-11-06,0,0,0,0,0,0
inverted,2020-11-05,2020-11-06,0,0,0,0,0,0
random_pairs,2020-11-05,2020-11-06,0,0,0,0,0,1
stale_5d,2020-11-05,2020-11-06,0,0,0,0,0,0
real,2020-11-06,2020-11-09,0,0,0,0,0,0
inverted,2020-11-06,2020-11-09,0,0,0,0,0,0
random_pairs,2020-11-06,2020-11-09,0,0,0,0,0,1
stale_5d,2020-11-06,2020-11-09,0,0,0,0,0,0
real,2020-11-09,2020-11-10,0,0,0,0,0,0
inverted,2020-11-09,2020-11-10,0,0,0,0,0,0
random_pairs,2020-11-09,2020-11-10,0,0,0,0,0,1
stale_5d,2020-11-09,2020-11-10,0,0,0,0,0,0
real,2020-11-10,2020-11-11,0,0,0,0,0,0
inverted,2020-11-10,2020-11-11,0,0,0,0,0,0
random_pairs,2020-11-10,2020-11-11,0,0,0,0,0,1
stale_5d,2020-11-10,2020-11-11,0,0,0,0,0,0
real,2020-11-11,2020-11-12,0,0,0,0,0,0
inverted,2020-11-11,2020-11-12,0,0,0,0,0,0
random_pairs,2020-11-11,2020-11-12,0,0,0,0,0,1
stale_5d,2020-11-11,2020-11-12,0,0,0,0,0,0
real,2020-11-12,2020-11-13,0,0,0,0,0,0
inverted,2020-11-12,2020-11-13,0,0,0,0,0,0
random_pairs,2020-11-12,2020-11-13,0,0,0,0,0,1
stale_5d,2020-11-12,2020-11-13,0,0,0,0,0,0
real,2020-11-13,2020-11-16,0,0,0,0,0,0
inverted,2020-11-13,2020-11-16,0,0,0,0,0,0
random_pairs,2020-11-13,2020-11-16,0,0,0,0,0,1
stale_5d,2020-11-13,2020-11-16,0,0,0,0,0,0
real,2020-11-16,2020-11-17,0,0,0,0,0,0
inverted,2020-11-16,2020-11-17,0,0,0,0,0,0
random_pairs,2020-11-16,2020-11-17,0,0,0,0,0,1
stale_5d,2020-11-16,2020-11-17,0,0,0,0,0,0
real,2020-11-17,2020-11-18,0,0,0,0,0,0
inverted,2020-11-17,2020-11-18,0,0,0,0,0,0
random_pairs,2020-11-17,2020-11-18,0,0,0,0,0,1
stale_5d,2020-11-17,2020-11-18,0,0,0,0,0,0
real,2020-11-18,2020-11-19,0,0,0,0,0,0
inverted,2020-11-18,2020-11-19,0,0,0,0,0,0
random_pairs,2020-11-18,2020-11-19,0,0,0,0,0,1
stale_5d,2020-11-18,2020-11-19,0,0,0,0,0,0
real,2020-11-19,2020-11-20,0,0,0,0,0,0
inverted,2020-11-19,2020-11-20,0,0,0,0,0,0
random_pairs,2020-11-19,2020-11-20,0,0,0,0,0,1
stale_5d,2020-11-19,2020-11-20,0,0,0,0,0,0
real,2020-11-20,2020-11-23,0,0,0,0,0,0
inverted,2020-11-20,2020-11-23,0,0,0,0,0,0
random_pairs,2020-11-20,2020-11-23,0,0,0,0,0,1
stale_5d,2020-11-20,2020-11-23,0,0,0,0,0,0
real,2020-11-23,2020-11-24,0,0,0,0,0,0
inverted,2020-11-23,2020-11-24,0,0,0,0,0,0
random_pairs,2020-11-23,2020-11-24,0,0,0,0,0,1
stale_5d,2020-11-23,2020-11-24,0,0,0,0,0,0
real,2020-11-24,2020-11-25,0,0,0,0,0,0
inverted,2020-11-24,2020-11-25,0,0,0,0,0,0
random_pairs,2020-11-24,2020-11-25,0,0,0,0,0,1
stale_5d,2020-11-24,2020-11-25,0,0,0,0,0,0
real,2020-11-25,2020-11-27,0,0,0,0,0,0
inverted,2020-11-25,2020-11-27,0,0,0,0,0,0
random_pairs,2020-11-25,2020-11-27,0,0,0,0,0,1
stale_5d,2020-11-25,2020-11-27,0,0,0,0,0,0
real,2020-11-27,2020-11-30,0,0,0,0,0,0
inverted,2020-11-27,2020-11-30,0,0,0,0,0,0
random_pairs,2020-11-27,2020-11-30,0,0,0,0,0,1
stale_5d,2020-11-27,2020-11-30,0,0,0,0,0,0
real,2020-11-30,2020-12-01,0,0,0,0,0,0
inverted,2020-11-30,2020-12-01,0,0,0,0,0,0
random_pairs,2020-11-30,2020-12-01,0,0,0,0,0,1
stale_5d,2020-11-30,2020-12-01,0,0,0,0,0,0
real,2020-12-01,2020-12-02,0,0,0,0,0,0
inverted,2020-12-01,2020-12-02,0,0,0,0,0,0
random_pairs,2020-12-01,2020-12-02,0,0,0,0,0,1
stale_5d,2020-12-01,2020-12-02,0,0,0,0,0,0
real,2020-12-02,2020-12-03,0,0,0,0,0,0
inverted,2020-12-02,2020-12-03,0,0,0,0,0,0
random_pairs,2020-12-02,2020-12-03,0,0,0,0,0,1
stale_5d,2020-12-02,2020-12-03,0,0,0,0,0,0
real,2020-12-03,2020-12-04,0,0,0,0,0,0
inverted,2020-12-03,2020-12-04,0,0,0,0,0,0
random_pairs,2020-12-03,2020-12-04,0,0,0,0,0,1
stale_5d,2020-12-03,2020-12-04,0,0,0,0,0,0
real,2020-12-04,2020-12-07,0,0,0,0,0,0
inverted,2020-12-04,2020-12-07,0,0,0,0,0,0
random_pairs,2020-12-04,2020-12-07,0,0,0,0,0,1
stale_5d,2020-12-04,2020-12-07,0,0,0,0,0,0
real,2020-12-07,2020-12-08,0,0,0,0,0,0
inverted,2020-12-07,2020-12-08,0,0,0,0,0,0
random_pairs,2020-12-07,2020-12-08,0,0,0,0,0,1
stale_5d,2020-12-07,2020-12-08,0,0,0,0,0,0
real,2020-12-08,2020-12-09,0,0,0,0,0,0
inverted,2020-12-08,2020-12-09,0,0,0,0,0,0
random_pairs,2020-12-08,2020-12-09,0,0,0,0,0,1
stale_5d,2020-12-08,2020-12-09,0,0,0,0,0,0
real,2020-12-09,2020-12-10,0,0,0,0,0,0
inverted,2020-12-09,2020-12-10,0,0,0,0,0,0
random_pairs,2020-12-09,2020-12-10,0,0,0,0,0,1
stale_5d,2020-12-09,2020-12-10,0,0,0,0,0,0
real,2020-12-10,2020-12-11,0,0,0,0,0,0
inverted,2020-12-10,2020-12-11,0,0,0,0,0,0
random_pairs,2020-12-10,2020-12-11,0,0,0,0,0,1
stale_5d,2020-12-10,2020-12-11,0,0,0,0,0,0
real,2020-12-11,2020-12-14,0,0,0,0,0,0
inverted,2020-12-11,2020-12-14,0,0,0,0,0,0
random_pairs,2020-12-11,2020-12-14,0,0,0,0,0,1
stale_5d,2020-12-11,2020-12-14,0,0,0,0,0,0
real,2020-12-14,2020-12-15,0,0,0,0,0,0
inverted,2020-12-14,2020-12-15,0,0,0,0,0,0
random_pairs,2020-12-14,2020-12-15,0,0,0,0,0,1
stale_5d,2020-12-14,2020-12-15,0,0,0,0,0,0
real,2020-12-15,2020-12-16,0,0,0,0,0,0
inverted,2020-12-15,2020-12-16,0,0,0,0,0,0
random_pairs,2020-12-15,2020-12-16,0,0,0,0,0,1
stale_5d,2020-12-15,2020-12-16,0,0,0,0,0,0
real,2020-12-16,2020-12-17,0,0,0,0,0,0
inverted,2020-12-16,2020-12-17,0,0,0,0,0,0
random_pairs,2020-12-16,2020-12-17,0,0,0,0,0,1
stale_5d,2020-12-16,2020-12-17,0,0,0,0,0,0
real,2020-12-17,2020-12-18,0,0,0,0,0,0
inverted,2020-12-17,2020-12-18,0,0,0,0,0,0
random_pairs,2020-12-17,2020-12-18,0,0,0,0,0,1
stale_5d,2020-12-17,2020-12-18,0,0,0,0,0,0
real,2020-12-18,2020-12-21,0,0,0,0,0,0
inverted,2020-12-18,2020-12-21,0,0,0,0,0,0
random_pairs,2020-12-18,2020-12-21,0,0,0,0,0,1
stale_5d,2020-12-18,2020-12-21,0,0,0,0,0,0
real,2020-12-21,2020-12-22,0,0,0,0,0,0
inverted,2020-12-21,2020-12-22,0,0,0,0,0,0
random_pairs,2020-12-21,2020-12-22,0,0,0,0,0,1
stale_5d,2020-12-21,2020-12-22,0,0,0,0,0,0
real,2020-12-22,2020-12-23,0,0,0,0,0,0
inverted,2020-12-22,2020-12-23,0,0,0,0,0,0
random_pairs,2020-12-22,2020-12-23,0,0,0,0,0,1
stale_5d,2020-12-22,2020-12-23,0,0,0,0,0,0
real,2020-12-23,2020-12-24,0,0,0,0,0,0
inverted,2020-12-23,2020-12-24,0,0,0,0,0,0
random_pairs,2020-12-23,2020-12-24,0,0,0,0,0,1
stale_5d,2020-12-23,2020-12-24,0,0,0,0,0,0
real,2020-12-24,2020-12-28,0,0,0,0,0,0
inverted,2020-12-24,2020-12-28,0,0,0,0,0,0
random_pairs,2020-12-24,2020-12-28,0,0,0,0,0,1
stale_5d,2020-12-24,2020-12-28,0,0,0,0,0,0
real,2020-12-28,2020-12-29,0,0,0,0,0,0
inverted,2020-12-28,2020-12-29,0,0,0,0,0,0
random_pairs,2020-12-28,2020-12-29,0,0,0,0,0,1
stale_5d,2020-12-28,2020-12-29,0,0,0,0,0,0
real,2020-12-29,2020-12-30,0,0,0,0,0,0
inverted,2020-12-29,2020-12-30,0,0,0,0,0,0
random_pairs,2020-12-29,2020-12-30,0,0,0,0,0,1
stale_5d,2020-12-29,2020-12-30,0,0,0,0,0,0
real,2020-12-30,2020-12-31,0,0,0,0,0,0
inverted,2020-12-30,2020-12-31,0,0,0,0,0,0
random_pairs,2020-12-30,2020-12-31,0,0,0,0,0,1
stale_5d,2020-12-30,2020-12-31,0,0,0,0,0,0
real,2020-12-31,2021-01-04,0,0,0,0,0,0
inverted,2020-12-31,2021-01-04,0,0,0,0,0,0
random_pairs,2020-12-31,2021-01-04,0,0,0,0,0,1
stale_5d,2020-12-31,2021-01-04,0,0,0,0,0,0
real,2021-01-04,2021-01-05,0,0,0,0,0,1
inverted,2021-01-04,2021-01-05,0,0,0,0,0,1
random_pairs,2021-01-04,2021-01-05,0,0,0,0,0,1
stale_5d,2021-01-04,2021-01-05,0,0,0,0,0,1
real,2021-01-05,2021-01-06,0,0,0,0,0,1
inverted,2021-01-05,2021-01-06,0,0,0,0,0,1
random_pairs,2021-01-05,2021-01-06,0,0,0,0,0,1
stale_5d,2021-01-05,2021-01-06,0,0,0,0,0,1
real,2021-01-06,2021-01-07,0,0,0,0,0,1
inverted,2021-01-06,2021-01-07,0,0,0,0,0,1
random_pairs,2021-01-06,2021-01-07,0,0,0,0,0,1
stale_5d,2021-01-06,2021-01-07,0,0,0,0,0,1
real,2021-01-07,2021-01-08,0,0,0,0,0,1
inverted,2021-01-07,2021-01-08,0,0,0,0,0,1
random_pairs,2021-01-07,2021-01-08,0,0,0,0,0,1
stale_5d,2021-01-07,2021-01-08,0,0,0,0,0,1
real,2021-01-08,2021-01-11,0,0,0,0,0,1
inverted,2021-01-08,2021-01-11,0,0,0,0,0,1
random_pairs,2021-01-08,2021-01-11,0,0,0,0,0,1
stale_5d,2021-01-08,2021-01-11,0,0,0,0,0,1
real,2021-01-11,2021-01-12,0,0,0,0,0,1
inverted,2021-01-11,2021-01-12,0,0,0,0,0,1
random_pairs,2021-01-11,2021-01-12,0,0,0,0,0,1
stale_5d,2021-01-11,2021-01-12,0,0,0,0,0,1
real,2021-01-12,2021-01-13,0,0,0,0,0,1
inverted,2021-01-12,2021-01-13,0,0,0,0,0,1
random_pairs,2021-01-12,2021-01-13,0.00847482766935,1,0.5,1,1,1
stale_5d,2021-01-12,2021-01-13,0,0,0,0,0,1
real,2021-01-13,2021-01-14,0,0,0,0,0,1
inverted,2021-01-13,2021-01-14,0,0,0,0,0,1
random_pairs,2021-01-13,2021-01-14,-0.00097864774241,0,0.5,1,1,1
stale_5d,2021-01-13,2021-01-14,0,0,0,0,0,1
real,2021-01-14,2021-01-15,0,0,0,0,0,1
inverted,2021-01-14,2021-01-15,0,0,0,0,0,1
random_pairs,2021-01-14,2021-01-15,0.00317038974187,0,0.5,1,1,1
stale_5d,2021-01-14,2021-01-15,0,0,0,0,0,1
real,2021-01-15,2021-01-19,0,0,0,0,0,1
inverted,2021-01-15,2021-01-19,0,0,0,0,0,1
random_pairs,2021-01-15,2021-01-19,0.00556930501551,0,0.5,1,1,1
stale_5d,2021-01-15,2021-01-19,0,0,0,0,0,1
real,2021-01-19,2021-01-20,0,0,0,0,0,1
inverted,2021-01-19,2021-01-20,0,0,0,0,0,1
random_pairs,2021-01-19,2021-01-20,0.00997707997626,0,0.5,1,1,1
stale_5d,2021-01-19,2021-01-20,0,0,0,0,0,1
real,2021-01-20,2021-01-21,0,0,0,0,0,1
inverted,2021-01-20,2021-01-21,0,0,0,0,0,1
random_pairs,2021-01-20,2021-01-21,0.0113167306005,0,0.5,1,1,1
stale_5d,2021-01-20,2021-01-21,0,0,0,0,0,1
real,2021-01-21,2021-01-22,0,0,0,0,0,1
inverted,2021-01-21,2021-01-22,0,0,0,0,0,1
random_pairs,2021-01-21,2021-01-22,0.000968225375945,0,0.5,1,1,1
stale_5d,2021-01-21,2021-01-22,0,0,0,0,0,1
real,2021-01-22,2021-01-25,0,0,0,0,0,1
inverted,2021-01-22,2021-01-25,0,0,0,0,0,1
random_pairs,2021-01-22,2021-01-25,0.00675493208813,0,0.5,1,1,1
stale_5d,2021-01-22,2021-01-25,0,0,0,0,0,1
real,2021-01-25,2021-01-26,0,0,0,0,0,1
inverted,2021-01-25,2021-01-26,0,0,0,0,0,1
random_pairs,2021-01-25,2021-01-26,0.00762411844767,0,0.5,1,1,1
stale_5d,2021-01-25,2021-01-26,0,0,0,0,0,1
real,2021-01-26,2021-01-27,0,0,0,0,0,1
inverted,2021-01-26,2021-01-27,0,0,0,0,0,1
random_pairs,2021-01-26,2021-01-27,0.000793802211502,0,0.5,1,1,1
stale_5d,2021-01-26,2021-01-27,0,0,0,0,0,1
real,2021-01-27,2021-01-28,0,0,0,0,0,1
inverted,2021-01-27,2021-01-28,0,0,0,0,0,1
random_pairs,2021-01-27,2021-01-28,-0.00565486185886,0,0.5,1,1,1
stale_5d,2021-01-27,2021-01-28,0,0,0,0,0,1
real,2021-01-28,2021-01-29,0,0,0,0,0,1
inverted,2021-01-28,2021-01-29,0,0,0,0,0,1
random_pairs,2021-01-28,2021-01-29,-0.000802370880752,0,0.5,1,1,1
stale_5d,2021-01-28,2021-01-29,0,0,0,0,0,1
real,2021-01-29,2021-02-01,0,0,0,0,0,1
inverted,2021-01-29,2021-02-01,0,0,0,0,0,1
random_pairs,2021-01-29,2021-02-01,0.00661875183053,0,0.5,1,1,1
stale_5d,2021-01-29,2021-02-01,0,0,0,0,0,1
real,2021-02-01,2021-02-02,0,0,0,0,0,1
inverted,2021-02-01,2021-02-02,0,0,0,0,0,1
random_pairs,2021-02-01,2021-02-02,0,1,0,0,0,1
stale_5d,2021-02-01,2021-02-02,0,0,0,0,0,1
real,2021-02-02,2021-02-03,0,0,0,0,0,1
inverted,2021-02-02,2021-02-03,0,0,0,0,0,1
random_pairs,2021-02-02,2021-02-03,0,0,0,0,0,1
stale_5d,2021-02-02,2021-02-03,0,0,0,0,0,1
real,2021-02-03,2021-02-04,0,0,0,0,0,1
inverted,2021-02-03,2021-02-04,0,0,0,0,0,1
random_pairs,2021-02-03,2021-02-04,0,0,0,0,0,1
stale_5d,2021-02-03,2021-02-04,0,0,0,0,0,1
real,2021-02-04,2021-02-05,0,0,0,0,0,1
inverted,2021-02-04,2021-02-05,0,0,0,0,0,1
random_pairs,2021-02-04,2021-02-05,0,0,0,0,0,1
stale_5d,2021-02-04,2021-02-05,0,0,0,0,0,1
real,2021-02-05,2021-02-08,0,0,0,0,0,1
inverted,2021-02-05,2021-02-08,0,0,0,0,0,1
random_pairs,2021-02-05,2021-02-08,0,0,0,0,0,1
stale_5d,2021-02-05,2021-02-08,0,0,0,0,0,1
real,2021-02-08,2021-02-09,0,0,0,0,0,1
inverted,2021-02-08,2021-02-09,0,0,0,0,0,1
random_pairs,2021-02-08,2021-02-09,0,0,0,0,0,1
stale_5d,2021-02-08,2021-02-09,0,0,0,0,0,1
real,2021-02-09,2021-02-10,0,0,0,0,0,1
inverted,2021-02-09,2021-02-10,0,0,0,0,0,1
random_pairs,2021-02-09,2021-02-10,0,0,0,0,0,1
stale_5d,2021-02-09,2021-02-10,0,0,0,0,0,1
real,2021-02-10,2021-02-11,0,0,0,0,0,1
inverted,2021-02-10,2021-02-11,0,0,0,0,0,1
random_pairs,2021-02-10,2021-02-11,0,0,0,0,0,1
stale_5d,2021-02-10,2021-02-11,0,0,0,0,0,1
real,2021-02-11,2021-02-12,0,0,0,0,0,1
inverted,2021-02-11,2021-02-12,0,0,0,0,0,1
random_pairs,2021-02-11,2021-02-12,0,0,0,0,0,1
stale_5d,2021-02-11,2021-02-12,0,0,0,0,0,1
real,2021-02-12,2021-02-16,-0.0029636430115,1,0.5,1,1,1
inverted,2021-02-12,2021-02-16,0.0029636430115,1,0.5,1,1,1
random_pairs,2021-02-12,2021-02-16,0,0,0,0,0,1
stale_5d,2021-02-12,2021-02-16,0,0,0,0,0,1
real,2021-02-16,2021-02-17,0.000524577739346,0,0.5,1,1,1
inverted,2021-02-16,2021-02-17,-0.000524577739346,0,0.5,1,1,1
random_pairs,2021-02-16,2021-02-17,0,0,0,0,0,1
stale_5d,2021-02-16,2021-02-17,0,0,0,0,0,1
real,2021-02-17,2021-02-18,0.00530709333276,0,0.5,1,1,1
inverted,2021-02-17,2021-02-18,-0.00530709333276,0,0.5,1,1,1
random_pairs,2021-02-17,2021-02-18,0,0,0,0,0,1
stale_5d,2021-02-17,2021-02-18,0,0,0,0,0,1
real,2021-02-18,2021-02-19,-0.003045528122,0,0.5,1,1,1
inverted,2021-02-18,2021-02-19,0.003045528122,0,0.5,1,1,1
random_pairs,2021-02-18,2021-02-19,0,0,0,0,0,1
stale_5d,2021-02-18,2021-02-19,0,0,0,0,0,1
real,2021-02-19,2021-02-22,-0.000351530540422,0,0.5,1,1,1
inverted,2021-02-19,2021-02-22,0.000351530540422,0,0.5,1,1,1
random_pairs,2021-02-19,2021-02-22,0,0,0,0,0,1
stale_5d,2021-02-19,2021-02-22,0,0,0,0,0,1
real,2021-02-22,2021-02-23,0.00232799987056,0,0.5,1,1,1
inverted,2021-02-22,2021-02-23,-0.00232799987056,0,0.5,1,1,1
random_pairs,2021-02-22,2021-02-23,0,0,0,0,0,1
stale_5d,2021-02-22,2021-02-23,0.00232799987056,1,0.5,1,1,1
real,2021-02-23,2021-02-24,0.00466873014367,0,0.5,1,1,1
inverted,2021-02-23,2021-02-24,-0.00466873014367,0,0.5,1,1,1
random_pairs,2021-02-23,2021-02-24,0,0,0,0,0,1
stale_5d,2021-02-23,2021-02-24,0.00466873014367,0,0.5,1,1,1
real,2021-02-24,2021-02-25,0.00385013748825,0,0.5,1,1,1
inverted,2021-02-24,2021-02-25,-0.00385013748825,0,0.5,1,1,1
random_pairs,2021-02-24,2021-02-25,0,0,0,0,0,1
stale_5d,2021-02-24,2021-02-25,0.00385013748825,0,0.5,1,1,1
real,2021-02-25,2021-02-26,0.0056528525817,0,0.5,1,1,1
inverted,2021-02-25,2021-02-26,-0.0056528525817,0,0.5,1,1,1
random_pairs,2021-02-25,2021-02-26,0,0,0,0,0,1
stale_5d,2021-02-25,2021-02-26,0.0056528525817,0,0.5,1,1,1
real,2021-02-26,2021-03-01,-0.00266871201684,0,0.5,1,1,1
inverted,2021-02-26,2021-03-01,0.00266871201684,0,0.5,1,1,1
random_pairs,2021-02-26,2021-03-01,0,0,0,0,0,1
stale_5d,2021-02-26,2021-03-01,-0.00266871201684,0,0.5,1,1,1
real,2021-03-01,2021-03-02,0.00415636346435,0,0.5,1,1,1
inverted,2021-03-01,2021-03-02,-0.00415636346435,0,0.5,1,1,1
random_pairs,2021-03-01,2021-03-02,0,0,0,0,0,1
stale_5d,2021-03-01,2021-03-02,0.00415636346435,0,0.5,1,1,1
real,2021-03-02,2021-03-03,0.00137563142058,0,0.5,1,1,1
inverted,2021-03-02,2021-03-03,-0.00137563142058,0,0.5,1,1,1
random_pairs,2021-03-02,2021-03-03,0,0,0,0,0,1
stale_5d,2021-03-02,2021-03-03,0.00137563142058,0,0.5,1,1,1
real,2021-03-03,2021-03-04,0.0028577246659,0,0.5,1,1,1
inverted,2021-03-03,2021-03-04,-0.0028577246659,0,0.5,1,1,1
random_pairs,2021-03-03,2021-03-04,0,0,0,0,0,1
stale_5d,2021-03-03,2021-03-04,0.0028577246659,0,0.5,1,1,1
real,2021-03-04,2021-03-05,-0.00256216958907,0,0.5,1,1,1
inverted,2021-03-04,2021-03-05,0.00256216958907,0,0.5,1,1,1
random_pairs,2021-03-04,2021-03-05,0,0,0,0,0,1
stale_5d,2021-03-04,2021-03-05,-0.00256216958907,0,0.5,1,1,1
real,2021-03-05,2021-03-08,0.00193856609158,0,0.5,1,1,1
inverted,2021-03-05,2021-03-08,-0.00193856609158,0,0.5,1,1,1
random_pairs,2021-03-05,2021-03-08,0,0,0,0,0,1
