candidate,signal_horizon_weeks,calibration_weeks,state_quantile,state_mode,low_active_weight,high_active_weight,high_state_share_when_active,state_transitions,controller_annual_one_way_turnover,peak_total_stock_weight,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,severe_recent_cagr,surface_gates
h26__cal52__q40__breadth_high__w50_80,26,52,0.4,breadth_high,0.5,0.8,0.29411764705882354,15,4.093617021276595,0.07378789503220702,1.1062451451646242,2.7874593577226032,-0.09130115412557327,0.4182581516626187,0.9592308136648138,True
h26__cal26__q40__breadth_high_dispersion_low__w25_80,26,26,0.4,breadth_high_dispersion_low,0.25,0.8,0.09803921568627451,9,2.3510638297872344,0.07378789503220702,1.1040020076665291,2.7587526730035377,-0.09983823483226106,0.4158359787838597,0.9757135198720359,True
h26__cal52__q60__breadth_high__w50_80,26,52,0.6,breadth_high,0.5,0.8,0.17647058823529413,19,3.927659574468085,0.07378789503220702,1.1007330007576281,2.7880469519393642,-0.08708758375337322,0.41748452537920944,0.9536672893175486,True
h13__cal26__q40__breadth_high_dispersion_low__w50_80,13,26,0.4,breadth_high_dispersion_low,0.5,0.8,0.0784313725490196,18,3.6787234042553187,0.07378789503220702,1.0958769940560273,2.759889460513555,-0.0957519240708703,0.41126955337995885,0.9591789665569666,True
h26__cal52__q40__breadth_high_dispersion_low__w50_80,26,52,0.4,breadth_high_dispersion_low,0.5,0.8,0.058823529411764705,5,3.595744680851064,0.07378789503220702,1.0929955190685874,2.769128544021366,-0.09575192407087019,0.4172998627959841,0.9464427352326252,True
h13__cal26__q40__breadth_high__w25_80,13,26,0.4,breadth_high,0.25,0.8,0.5490196078431373,22,4.632978723404255,0.07378789503220702,1.0923561622751836,2.752104244650474,-0.09130115412557316,0.40534274337562537,0.9488963911042956,False
h13__cal26__q40__breadth_or_dispersion_high__w25_80,13,26,0.4,breadth_or_dispersion_high,0.25,0.8,0.6666666666666666,20,4.632978723404255,0.07378789503220702,1.0923561622751836,2.752104244650474,-0.09130115412557327,0.4012984091039611,0.948896391104296,False
h13__cal26__q60__breadth_or_dispersion_high__w50_80,13,26,0.6,breadth_or_dispersion_high,0.5,0.8,0.5294117647058824,26,4.508510638297873,0.07378789503220702,1.0922881489690228,2.767720051785186,-0.09130115412557327,0.4117517694964383,0.9541997724109375,True
h13__cal52__q40__breadth_and_dispersion_high__w50_80,13,52,0.4,breadth_and_dispersion_high,0.5,0.8,0.45098039215686275,28,4.342553191489362,0.07378789503220702,1.092288148969022,2.7677200517851848,-0.09130115412557338,0.4197304655381704,0.9541997724109375,True
h13__cal52__q40__breadth_high__w50_80,13,52,0.4,breadth_high,0.5,0.8,0.5098039215686274,28,4.342553191489362,0.07378789503220702,1.0922881489690215,2.7677200517851834,-0.0913011541255736,0.42061810718186776,0.9541997724109381,True
h13__cal52__q40__breadth_or_dispersion_high__w50_80,13,52,0.4,breadth_or_dispersion_high,0.5,0.8,0.5686274509803921,14,4.342553191489362,0.07378789503220702,1.0922881489690215,2.767720051785184,-0.09130115412557305,0.4172299647636206,0.9541997724109383,True
h13__cal52__q40__dispersion_high__w50_80,13,52,0.4,dispersion_high,0.5,0.8,0.5098039215686274,14,4.342553191489362,0.07378789503220702,1.0922881489690202,2.7677200517851834,-0.09130115412557349,0.4163444401253942,0.9541997724109406,True
h13__cal26__q60__breadth_high__w50_80,13,26,0.6,breadth_high,0.5,0.8,0.45098039215686275,18,4.508510638297873,0.07378789503220702,1.0922881489690197,2.7677200517851808,-0.09130115412557371,0.4124230104022466,0.954199772410937,True
h26__cal26__q40__breadth_high__w25_65,26,26,0.4,breadth_high,0.25,0.65,0.49019607843137253,13,2.807446808510638,0.059952664713668204,1.090027606283158,2.7533151379549925,-0.09346477954472143,0.4123618015665409,0.9658121553688181,True
h26__cal26__q40__breadth_high__w50_65,26,26,0.4,breadth_high,0.5,0.65,0.49019607843137253,13,3.6372340425531915,0.059952664713668204,1.090027606283157,2.7533151379549894,-0.09346477954472165,0.4147757002621173,0.9658121553688166,True
h26__cal26__q40__breadth_or_dispersion_high__w50_65,26,26,0.4,breadth_or_dispersion_high,0.5,0.65,0.5294117647058824,15,3.720212765957447,0.059952664713668204,1.0900276062831566,2.75331513795499,-0.09346477954472154,0.41327011056507645,0.9658121553688159,True
h26__cal26__q40__breadth_or_dispersion_high__w25_65,26,26,0.4,breadth_or_dispersion_high,0.25,0.65,0.5294117647058824,15,3.028723404255319,0.059952664713668204,1.0900276062831566,2.753315137954989,-0.09346477954472154,0.408335866472876,0.9658121553688177,False
h26__cal52__q40__breadth_or_dispersion_high__w25_80,26,52,0.4,breadth_or_dispersion_high,0.25,0.8,0.47058823529411764,9,3.2638297872340427,0.07378789503220702,1.0869704589616682,2.7686533955387262,-0.09130115412557349,0.4228103973295976,0.9251883220127397,False
h26__cal52__q40__breadth_high__w25_80,26,52,0.4,breadth_high,0.25,0.8,0.29411764705882354,15,3.2638297872340423,0.07378789503220702,1.0869704589616673,2.7686533955387245,-0.0913011541255736,0.41423775820917563,0.9251883220127395,False
h26__cal26__q60__breadth_high__w25_80,26,26,0.6,breadth_high,0.25,0.8,0.3333333333333333,19,3.2638297872340423,0.07378789503220702,1.0869704589616673,2.7686533955387254,-0.09130115412557349,0.4111738585454716,0.9251883220127393,False
h26__cal26__q60__breadth_or_dispersion_high__w25_80,26,26,0.6,breadth_or_dispersion_high,0.25,0.8,0.43137254901960786,17,3.568085106382978,0.07378789503220702,1.0869704589616673,2.768653395538726,-0.09130115412557349,0.408620434754692,0.9251883220127379,False
h26__cal26__q60__breadth_and_dispersion_high__w50_80,26,26,0.6,breadth_and_dispersion_high,0.5,0.8,0.27450980392156865,20,4.01063829787234,0.07378789503220702,1.0868125306894316,2.7682614951203828,-0.087087583753373,0.4128593917196066,0.9486505344460205,True
h26__cal26__q60__dispersion_high__w50_80,26,26,0.6,dispersion_high,0.5,0.8,0.37254901960784315,18,4.176595744680851,0.07378789503220702,1.0868125306894303,2.76826149512038,-0.08708758375337322,0.4114490694437216,0.9486505344460205,True
h26__cal52__q60__breadth_and_dispersion_high__w50_80,26,52,0.6,breadth_and_dispersion_high,0.5,0.8,0.1568627450980392,18,3.8446808510638295,0.07378789503220702,1.0868125306894298,2.7682614951203792,-0.08708758375337322,0.4148301926585727,0.9486505344460183,True
h26__cal26__q40__breadth_high_dispersion_low__w50_65,26,26,0.4,breadth_high_dispersion_low,0.5,0.65,0.09803921568627451,9,3.388297872340426,0.059952664713668204,1.083309644985373,2.7416776293582776,-0.09575192407087019,0.41430466869417937,0.9593345038844774,True
h13__cal26__q40__breadth_high__w50_65,13,26,0.4,breadth_high,0.5,0.65,0.5490196078431373,22,4.01063829787234,0.059952664713668204,1.0800787182279383,2.7388867258923186,-0.09346477954472143,0.4114187564460905,0.9520159484138822,True
h13__cal26__q40__breadth_or_dispersion_high__w50_65,13,26,0.4,breadth_or_dispersion_high,0.5,0.65,0.6666666666666666,20,4.01063829787234,0.059952664713668204,1.0800787182279383,2.738886725892318,-0.09346477954472143,0.4103038560654575,0.9520159484138808,True
h13__cal26__q60__breadth_high_dispersion_low__w50_80,13,26,0.6,breadth_high_dispersion_low,0.5,0.8,0.0784313725490196,16,3.8446808510638295,0.07378789503220702,1.0791263212859281,2.749362886931844,-0.09575192407087008,0.4114137180891604,0.9414445320444333,True
h26__cal52__q40__breadth_or_dispersion_high__w50_65,26,52,0.4,breadth_or_dispersion_high,0.5,0.65,0.47058823529411764,9,3.6372340425531915,0.059952664713668204,1.0787249590670012,2.7434525574541606,-0.09346477954472154,0.41617906762413703,0.9459860862732976,True
h26__cal52__q40__breadth_high__w50_65,26,52,0.4,breadth_high,0.5,0.65,0.29411764705882354,15,3.6372340425531915,0.059952664713668204,1.0787249590670007,2.7434525574541584,-0.09346477954472165,0.41389592654369545,0.9459860862732969,True
h26__cal26__q60__breadth_high__w50_65,26,26,0.6,breadth_high,0.5,0.65,0.3333333333333333,19,3.6372340425531915,0.059952664713668204,1.0787249590670007,2.74345255745416,-0.09346477954472121,0.41303011420912816,0.9459860862732965,True
h26__cal26__q60__breadth_or_dispersion_high__w50_65,26,26,0.6,breadth_or_dispersion_high,0.5,0.65,0.43137254901960786,17,3.720212765957447,0.059952664713668204,1.0787249590669994,2.7434525574541566,-0.09346477954472154,0.4123086510138021,0.9459860862732985,True
h26__cal52__q60__breadth_high__w25_80,26,52,0.6,breadth_high,0.25,0.8,0.17647058823529413,19,2.959574468085106,0.07378789503220702,1.076353366717897,2.7588665277493454,-0.08823384495424702,0.41271118394433803,0.9150122160900649,False
h26__cal52__q60__breadth_high__w50_65,26,52,0.6,breadth_high,0.5,0.65,0.17647058823529413,19,3.5542553191489366,0.059952664713668204,1.0759028976961025,2.741660796529804,-0.09275979014889435,0.41346736208149193,0.9431937096508658,True
h13__cal26__q40__breadth_high_dispersion_low__w50_65,13,26,0.4,breadth_high_dispersion_low,0.5,0.65,0.0784313725490196,18,3.429787234042553,0.059952664713668204,1.0733927355723072,2.7272479866245645,-0.09575192407087008,0.4103364156772018,0.9455837575399135,True
h26__cal52__q40__breadth_high_dispersion_low__w50_65,26,52,0.4,breadth_high_dispersion_low,0.5,0.65,0.058823529411764705,5,3.388297872340426,0.059952664713668204,1.072043327790087,2.7317828630192444,-0.0957519240708703,0.4133648883168457,0.9395737647166176,True
h26__cal52__q60__breadth_or_dispersion_high__w50_80,26,52,0.6,breadth_or_dispersion_high,0.5,0.8,0.3137254901960784,13,4.093617021276596,0.07378789503220702,1.0718043192045936,2.7185992378278456,-0.09760926606654963,0.40945704224670276,0.9274061049910889,False
h13__cal52__q40__breadth_and_dispersion_high__w50_65,13,52,0.4,breadth_and_dispersion_high,0.5,0.65,0.45098039215686275,28,3.761702127659574,0.059952664713668204,1.0717390525292223,2.7332526290568566,-0.09346477954472132,0.41458958383986944,0.9431667404553583,True
h13__cal52__q40__breadth_or_dispersion_high__w50_65,13,52,0.4,breadth_or_dispersion_high,0.5,0.65,0.5686274509803921,14,3.761702127659574,0.059952664713668204,1.0717390525292219,2.733252629056856,-0.09346477954472154,0.4133530829483376,0.9431667404553599,True
h13__cal52__q40__dispersion_high__w50_65,13,52,0.4,dispersion_high,0.5,0.65,0.5098039215686274,14,3.761702127659574,0.059952664713668204,1.0717390525292219,2.733252629056855,-0.09346477954472188,0.41290231861025517,0.9431667404553576,True
h13__cal26__q60__breadth_high__w50_65,13,26,0.6,breadth_high,0.5,0.65,0.45098039215686275,18,3.8446808510638295,0.059952664713668204,1.0717390525292219,2.7332526290568557,-0.09346477954472154,0.41096402191131154,0.9431667404553599,True
h13__cal26__q60__breadth_or_dispersion_high__w50_65,13,26,0.6,breadth_or_dispersion_high,0.5,0.65,0.5294117647058824,26,3.8446808510638295,0.059952664713668204,1.0717390525292219,2.7332526290568557,-0.09346477954472143,0.41061879360723785,0.9431667404553588,True
h13__cal52__q40__breadth_high__w50_65,13,52,0.4,breadth_high,0.5,0.65,0.5098039215686274,28,3.761702127659574,0.059952664713668204,1.0717390525292214,2.7332526290568557,-0.09346477954472154,0.41504088647347603,0.9431667404553581,True
h26__cal26__q40__breadth_high_dispersion_low__w25_65,26,26,0.4,breadth_high_dispersion_low,0.25,0.65,0.09803921568627451,9,2.1436170212765955,0.059952664713668204,1.0715576343969415,2.7121526308273025,-0.09983823483226129,0.4109470778258202,0.9482791576362444,True
h26__cal26__q60__breadth_and_dispersion_high__w50_65,26,26,0.6,breadth_and_dispersion_high,0.5,0.65,0.27450980392156865,20,3.595744680851064,0.059952664713668204,1.068926475172503,2.7314526735394393,-0.09275979014889435,0.4111492057296904,0.940378409429866,True
h26__cal26__q60__dispersion_high__w50_65,26,26,0.6,dispersion_high,0.5,0.65,0.37254901960784315,18,3.6787234042553196,0.059952664713668204,1.0689264751725025,2.7314526735394384,-0.09275979014889446,0.41042870288632605,0.9403784094298682,True
h26__cal52__q60__breadth_and_dispersion_high__w50_65,26,52,0.6,breadth_and_dispersion_high,0.5,0.65,0.1568627450980392,18,3.5127659574468084,0.059952664713668204,1.068926475172502,2.7314526735394393,-0.09275979014889435,0.4121265921273791,0.940378409429866,True
h13__cal26__q40__breadth_high_dispersion_low__w25_80,13,26,0.4,breadth_high_dispersion_low,0.25,0.8,0.0784313725490196,18,2.5031914893617024,0.07378789503220702,1.0674632278659715,2.704605870754483,-0.0998382348322614,0.4013844995574738,0.9252226934431771,False
h13__cal26__q60__breadth_high_dispersion_low__w50_65,13,26,0.6,breadth_high_dispersion_low,0.5,0.65,0.0784313725490196,16,3.5127659574468084,0.059952664713668204,1.0650798760034381,2.7215819146386453,-0.0957519240708703,0.4104003836871515,0.936763709074026,True
h26__cal52__q60__breadth_high_dispersion_low__w50_80,26,52,0.6,breadth_high_dispersion_low,0.5,0.8,0.0196078431372549,1,3.2638297872340427,0.07378789503220702,1.0646898319586908,2.711620218941433,-0.10076752452473337,0.4119917242520179,0.9369938131685993,True
h26__cal26__q60__breadth_high_dispersion_low__w50_80,26,26,0.6,breadth_high_dispersion_low,0.5,0.8,0.058823529411764705,5,3.429787234042553,0.07378789503220702,1.064370246458767,2.6974853692911407,-0.10971115373157403,0.41193010639977423,0.921020924323134,False
h13__cal26__q40__breadth_or_dispersion_high__w25_65,13,26,0.4,breadth_or_dispersion_high,0.25,0.65,0.6666666666666666,20,3.8031914893617023,0.059952664713668204,1.0635232657434237,2.7129632223849143,-0.09346477954472121,0.4005181665646371,0.9291252482714332,False
h13__cal26__q40__breadth_high__w25_65,13,26,0.4,breadth_high,0.25,0.65,0.5490196078431373,22,3.8031914893617023,0.059952664713668204,1.0635232657434215,2.7129632223849116,-0.09346477954472165,0.4034604577083216,0.9291252482714321,False
h26__cal52__q40__breadth_high_dispersion_low__w25_80,26,52,0.4,breadth_high_dispersion_low,0.25,0.8,0.058823529411764705,5,2.3510638297872344,0.07378789503220702,1.0621415987104537,2.720602456721432,-0.0998382348322614,0.4123015247957611,0.9018026117799742,False
h26__cal52__q60__breadth_or_dispersion_high__w50_65,26,52,0.6,breadth_or_dispersion_high,0.5,0.65,0.3137254901960784,13,3.6372340425531915,0.059952664713668204,1.0617412612485153,2.70812383100923,-0.09906751397218494,0.4094943520571801,0.9306232032556356,False
h13__cal52__q40__breadth_and_dispersion_high__w25_80,13,52,0.4,breadth_and_dispersion_high,0.25,0.8,0.45098039215686275,28,3.720212765957447,0.07378789503220702,1.0617344790392949,2.7306752247401187,-0.09130115412557338,0.41702965657447466,0.9167123185338282,False
h13__cal26__q60__breadth_high__w25_80,13,26,0.6,breadth_high,0.25,0.8,0.45098039215686275,18,4.024468085106383,0.07378789503220702,1.0617344790392935,2.7306752247401174,-0.09130115412557349,0.4036345415538791,0.9167123185338282,False
h13__cal52__q40__breadth_or_dispersion_high__w25_80,13,52,0.4,breadth_or_dispersion_high,0.25,0.8,0.5686274509803921,14,3.720212765957447,0.07378789503220702,1.061734479039293,2.7306752247401174,-0.09130115412557338,0.41245158120413516,0.9167123185338284,False
h13__cal52__q40__dispersion_high__w25_80,13,52,0.4,dispersion_high,0.25,0.8,0.5098039215686274,14,3.720212765957447,0.07378789503220702,1.061734479039293,2.7306752247401174,-0.09130115412557338,0.4108477290286576,0.9167123185338271,False
h13__cal26__q60__breadth_or_dispersion_high__w25_80,13,26,0.6,breadth_or_dispersion_high,0.25,0.8,0.5294117647058824,26,4.024468085106383,0.07378789503220702,1.061734479039293,2.7306752247401174,-0.09130115412557327,0.4024296684027173,0.916712318533828,False
h13__cal52__q40__breadth_high__w25_80,13,52,0.4,breadth_high,0.25,0.8,0.5098039215686274,28,3.720212765957447,0.07378789503220702,1.0617344790392922,2.7306752247401165,-0.09130115412557349,0.41864053636727694,0.9167123185338282,False
h26__cal26__q60__breadth_or_dispersion_high__w25_65,26,26,0.6,breadth_or_dispersion_high,0.25,0.65,0.43137254901960786,17,3.028723404255319,0.059952664713668204,1.0597058819653213,2.72456236319961,-0.09346477954472132,0.40580185021341086,0.9122302897940091,False
h26__cal52__q40__breadth_or_dispersion_high__w25_65,26,52,0.4,breadth_or_dispersion_high,0.25,0.65,0.47058823529411764,9,2.8074468085106385,0.059952664713668204,1.059705881965321,2.7245623631996105,-0.09346477954472143,0.41609950590709444,0.9122302897940098,False
h26__cal26__q60__breadth_high__w25_65,26,26,0.6,breadth_high,0.25,0.65,0.3333333333333333,19,2.8074468085106385,0.059952664713668204,1.05970588196532,2.7245623631996083,-0.09346477954472154,0.40766380430628546,0.9122302897940096,False
h26__cal52__q40__breadth_high__w25_65,26,52,0.4,breadth_high,0.25,0.65,0.29411764705882354,15,2.8074468085106385,0.059952664713668204,1.0597058819653191,2.724562363199607,-0.09346477954472143,0.4098908314955665,0.9122302897940091,False
h13__cal26__q60__dispersion_high__w50_80,13,26,0.6,dispersion_high,0.5,0.8,0.45098039215686275,28,4.508510638297873,0.07378789503220702,1.0580755445329686,2.6988822437898836,-0.0976092660665493,0.4050734487739396,0.9224567853093297,False
h13__cal52__q60__breadth_or_dispersion_high__w50_80,13,52,0.6,breadth_or_dispersion_high,0.5,0.8,0.43137254901960786,22,4.01063829787234,0.07378789503220702,1.0580755445329681,2.6988822437898827,-0.09760926606654952,0.41175317649265564,0.9224567853093293,False
h13__cal26__q40__dispersion_high__w50_80,13,26,0.4,dispersion_high,0.5,0.8,0.5882352941176471,26,4.674468085106383,0.07378789503220702,1.0580755445329681,2.698882243789882,-0.09760926606654952,0.4068632146946809,0.9224567853093304,False
h26__cal26__q40__breadth_and_dispersion_high__w50_80,26,26,0.4,breadth_and_dispersion_high,0.5,0.8,0.39215686274509803,10,3.8446808510638295,0.07378789503220702,1.0580755445329677,2.698882243789882,-0.09760926606654963,0.40907391258717984,0.9224567853093288,False
h13__cal26__q60__breadth_and_dispersion_high__w50_80,13,26,0.6,breadth_and_dispersion_high,0.5,0.8,0.37254901960784315,20,4.508510638297873,0.07378789503220702,1.0580755445329677,2.6988822437898814,-0.09760926606654985,0.40574151436086514,0.92245678530933,False
h26__cal52__q40__dispersion_high__w50_80,26,52,0.4,dispersion_high,0.5,0.8,0.4117647058823529,8,4.01063829787234,0.07378789503220702,1.0580755445329673,2.6988822437898796,-0.09760926606654952,0.412626366510366,0.92245678530933,False
h13__cal52__q60__breadth_and_dispersion_high__w50_80,13,52,0.6,breadth_and_dispersion_high,0.5,0.8,0.29411764705882354,22,4.176595744680851,0.07378789503220702,1.0580755445329673,2.698882243789881,-0.09760926606654963,0.4085776352802357,0.92245678530933,False
h26__cal26__q40__dispersion_high__w50_80,26,26,0.4,dispersion_high,0.5,0.8,0.43137254901960786,14,4.01063829787234,0.07378789503220702,1.0580755445329673,2.6988822437898814,-0.09760926606654974,0.40606289385312166,0.9224567853093286,False
h13__cal52__q60__breadth_high__w50_80,13,52,0.6,breadth_high,0.5,0.8,0.3333333333333333,26,4.176595744680851,0.07378789503220702,1.0580755445329668,2.698882243789879,-0.09760926606654974,0.4116415939780491,0.9224567853093297,False
h26__cal52__q40__breadth_and_dispersion_high__w50_80,26,52,0.4,breadth_and_dispersion_high,0.5,0.8,0.23529411764705882,12,3.8446808510638295,0.07378789503220702,1.0580755445329668,2.698882243789879,-0.09760926606654985,0.40915972794529987,0.9224567853093293,False
h13__cal52__q60__dispersion_high__w50_80,13,52,0.6,dispersion_high,0.5,0.8,0.39215686274509803,20,4.01063829787234,0.07378789503220702,1.0580755445329668,2.6988822437898805,-0.09760926606654952,0.4086889756057357,0.92245678530933,False
h26__cal52__q60__dispersion_high__w50_80,26,52,0.6,dispersion_high,0.5,0.8,0.29411764705882354,12,4.01063829787234,0.07378789503220702,1.0580755445329668,2.6988822437898796,-0.09760926606654963,0.4068177415146075,0.9224567853093288,False
h13__cal26__q40__breadth_and_dispersion_high__w50_80,13,26,0.4,breadth_and_dispersion_high,0.5,0.8,0.47058823529411764,24,4.508510638297873,0.07378789503220702,1.0580755445329664,2.698882243789877,-0.09760926606654985,0.4102478870413031,0.92245678530933,False
h26__cal26__q60__breadth_high_dispersion_low__w50_65,26,26,0.6,breadth_high_dispersion_low,0.5,0.65,0.058823529411764705,5,3.3053191489361704,0.059952664713668204,1.0580405877807202,2.697503026633227,-0.10265785472440159,0.41070829942017406,0.9275321080124277,False
h26__cal52__q60__breadth_high_dispersion_low__w50_65,26,52,0.6,breadth_high_dispersion_low,0.5,0.65,0.0196078431372549,1,3.222340425531915,0.059952664713668204,1.057924203393874,2.7020654808708944,-0.10076752452473337,0.4106858086230869,0.934823046340522,False
h26__cal52__q60__dispersion_high__w50_65,26,52,0.6,dispersion_high,0.5,0.65,0.29411764705882354,12,3.595744680851064,0.059952664713668204,1.0548124312975693,2.6979352034249393,-0.09906751397218494,0.40815735077336757,0.9278261151918985,False
h13__cal26__q60__dispersion_high__w50_65,13,26,0.6,dispersion_high,0.5,0.65,0.45098039215686275,28,3.8446808510638295,0.059952664713668204,1.0548124312975689,2.6979352034249393,-0.09906751397218505,0.40730620036956977,0.9278261151918992,False
h13__cal52__q60__dispersion_high__w50_65,13,52,0.6,dispersion_high,0.5,0.65,0.39215686274509803,20,3.595744680851064,0.059952664713668204,1.054812431297568,2.697935203424938,-0.09906751397218516,0.4091132562490183,0.927826115191899,False
h13__cal26__q60__breadth_and_dispersion_high__w50_65,13,26,0.6,breadth_and_dispersion_high,0.5,0.65,0.37254901960784315,20,3.8446808510638295,0.059952664713668204,1.054812431297568,2.6979352034249393,-0.09906751397218505,0.4076506179649322,0.9278261151918994,False
h26__cal52__q40__dispersion_high__w50_65,26,52,0.4,dispersion_high,0.5,0.65,0.4117647058823529,8,3.595744680851064,0.059952664713668204,1.0548124312975675,2.697935203424939,-0.09906751397218527,0.4110604048120794,0.9278261151918998,False
h13__cal26__q40__breadth_and_dispersion_high__w50_65,13,26,0.4,breadth_and_dispersion_high,0.5,0.65,0.47058823529411764,24,3.8446808510638295,0.059952664713668204,1.0548124312975675,2.6979352034249375,-0.09906751397218527,0.40988606302951003,0.927826115191899,False
h13__cal52__q60__breadth_and_dispersion_high__w50_65,13,52,0.6,breadth_and_dispersion_high,0.5,0.65,0.29411764705882354,22,3.6787234042553196,0.059952664713668204,1.0548124312975675,2.6979352034249375,-0.09906751397218527,0.4090677862446406,0.9278261151918992,False
h13__cal52__q60__breadth_or_dispersion_high__w50_65,13,52,0.6,breadth_or_dispersion_high,0.5,0.65,0.43137254901960786,22,3.595744680851064,0.059952664713668204,1.054812431297567,2.6979352034249375,-0.09906751397218516,0.41063945056936935,0.9278261151918987,False
h26__cal26__q40__dispersion_high__w50_65,26,26,0.4,dispersion_high,0.5,0.65,0.43137254901960786,14,3.595744680851064,0.059952664713668204,1.054812431297567,2.6979352034249375,-0.09906751397218516,0.40777436253152044,0.9278261151919001,False
h13__cal52__q60__breadth_high__w50_65,13,52,0.6,breadth_high,0.5,0.65,0.3333333333333333,26,3.6787234042553196,0.059952664713668204,1.0548124312975666,2.6979352034249375,-0.09906751397218516,0.41059393131695376,0.9278261151918994,False
h26__cal52__q40__breadth_and_dispersion_high__w50_65,26,52,0.4,breadth_and_dispersion_high,0.5,0.65,0.23529411764705882,12,3.5127659574468084,0.059952664713668204,1.0548124312975666,2.697935203424937,-0.09906751397218527,0.4093342225192127,0.9278261151918994,False
h26__cal26__q40__breadth_and_dispersion_high__w50_65,26,26,0.4,breadth_and_dispersion_high,0.5,0.65,0.39215686274509803,10,3.5127659574468084,0.059952664713668204,1.0548124312975666,2.6979352034249358,-0.09906751397218538,0.40927409747966714,0.9278261151918983,False
h13__cal26__q40__dispersion_high__w50_65,13,26,0.4,dispersion_high,0.5,0.65,0.5882352941176471,26,3.927659574468085,0.059952664713668204,1.0548124312975666,2.6979352034249375,-0.09906751397218538,0.40819138786126463,0.927826115191899,False
h26__cal52__q60__breadth_high__w25_65,26,52,0.6,breadth_high,0.25,0.65,0.17647058823529413,19,2.586170212765958,0.059952664713668204,1.0518151650608978,2.712011612780393,-0.09619738799552091,0.408710468119442,0.9048020411836319,False
h26__cal52__q60__breadth_and_dispersion_high__w25_80,26,52,0.6,breadth_and_dispersion_high,0.25,0.8,0.1568627450980392,18,2.8074468085106385,0.07378789503220702,1.0512457703696874,2.7208005083917137,-0.08823384495424702,0.4078742535753317,0.9065810148303532,False
h26__cal26__q60__dispersion_high__w25_80,26,26,0.6,dispersion_high,0.25,0.8,0.37254901960784315,18,3.4159574468085108,0.07378789503220702,1.051245770369686,2.7208005083917133,-0.08823384495424702,0.40178050712721336,0.906581014830353,False
h26__cal26__q60__breadth_and_dispersion_high__w25_80,26,26,0.6,breadth_and_dispersion_high,0.25,0.8,0.27450980392156865,20,3.1117021276595747,0.07378789503220702,1.0512457703696851,2.7208005083917106,-0.08823384495424724,0.40432153209606736,0.906581014830353,False
h13__cal52__q60__breadth_high_dispersion_low__w50_80,13,52,0.6,breadth_high_dispersion_low,0.5,0.8,0.0392156862745098,6,3.3468085106382977,0.07378789503220702,1.051008201310947,2.6918745642720023,-0.10076752452473337,0.41125342616052696,0.9320198735415846,False
