target,model,bucket,n,mean_pred,mean_actual
target_stress_transition_4w,hist_gradient_shallow,3,167,0.26765260499276644,0.17365269461077845
target_stress_transition_4w,hist_gradient_shallow,4,169,0.7691216004805097,0.8106508875739645
target_triple_barrier_bad_8w,baseline_state_rate,0,175,0.019830511052273184,0.05714285714285714
target_triple_barrier_bad_8w,baseline_state_rate,1,167,0.05928226172885796,0.12574850299401197
target_triple_barrier_bad_8w,baseline_state_rate,2,169,0.0734941795131898,0.04142011834319527
target_triple_barrier_bad_8w,baseline_state_rate,3,176,0.08465599768304542,0.028409090909090908
target_triple_barrier_bad_8w,baseline_state_rate,4,155,0.11649887943024835,0.0064516129032258064
target_triple_barrier_bad_8w,logistic_simple,0,143,0.0003433808176788578,0.006993006993006993
target_triple_barrier_bad_8w,logistic_simple,1,142,0.004872975864850528,0.07042253521126761
target_triple_barrier_bad_8w,logistic_simple,2,142,0.01937058806653737,0.028169014084507043
target_triple_barrier_bad_8w,logistic_simple,3,142,0.06162903266859919,0.06338028169014084
target_triple_barrier_bad_8w,logistic_simple,4,143,0.3538575293141477,0.11888111888111888
target_triple_barrier_bad_8w,logistic_l2_balanced,0,143,0.0015720028784767253,0.0
target_triple_barrier_bad_8w,logistic_l2_balanced,1,142,0.02211947757310013,0.08450704225352113
target_triple_barrier_bad_8w,logistic_l2_balanced,2,142,0.07754093255840643,0.028169014084507043
target_triple_barrier_bad_8w,logistic_l2_balanced,3,142,0.20341740257990168,0.035211267605633804
target_triple_barrier_bad_8w,logistic_l2_balanced,4,143,0.5930227993032746,0.13986013986013987
target_triple_barrier_bad_8w,decision_tree_depth2,0,152,0.011198405877475887,0.05921052631578947
target_triple_barrier_bad_8w,decision_tree_depth2,1,148,0.02400508347977118,0.11486486486486487
target_triple_barrier_bad_8w,decision_tree_depth2,2,134,0.036791250152911244,0.08208955223880597
target_triple_barrier_bad_8w,decision_tree_depth2,3,151,0.04047938975487764,0.013245033112582781
target_triple_barrier_bad_8w,decision_tree_depth2,4,127,0.16008144862260199,0.015748031496062992
target_triple_barrier_bad_8w,random_forest_small,0,143,0.02719869174116223,0.06993006993006994
target_triple_barrier_bad_8w,random_forest_small,1,142,0.04778095304837775,0.06338028169014084
target_triple_barrier_bad_8w,random_forest_small,2,142,0.06792981241664933,0.04225352112676056
target_triple_barrier_bad_8w,random_forest_small,3,142,0.08747432684109457,0.09154929577464789
target_triple_barrier_bad_8w,random_forest_small,4,143,0.11889893307867104,0.02097902097902098
target_triple_barrier_bad_8w,hist_gradient_shallow,0,143,0.00755626350940746,0.013986013986013986
target_triple_barrier_bad_8w,hist_gradient_shallow,1,143,0.011773664502406946,0.07692307692307693
target_triple_barrier_bad_8w,hist_gradient_shallow,2,141,0.019203364590050044,0.0425531914893617
target_triple_barrier_bad_8w,hist_gradient_shallow,3,142,0.03211684116856142,0.035211267605633804
target_triple_barrier_bad_8w,hist_gradient_shallow,4,143,0.09508961306036204,0.11888111888111888
