portfolio,decision_date,first_return_date,one_way_turnover,cost_bps,selected_names,cash_weight
baseline,2021-07-01,2021-07-02,0.3524348115794055,50.0,12,0.0
baseline,2021-08-02,2021-08-03,0.5100733821819916,50.0,12,0.0
baseline,2021-09-01,2021-09-02,0.4638763103604322,50.0,12,0.0
baseline,2021-10-01,2021-10-04,0.31078496309323606,50.0,12,0.0
baseline,2021-11-01,2021-11-02,0.36875271377291674,50.0,12,0.0
baseline,2021-12-01,2021-12-02,0.3068196311782207,50.0,12,0.0
baseline,2022-01-03,2022-01-04,0.3372078292541035,50.0,12,0.0
baseline,2022-02-02,2022-02-03,0.3760660314003857,50.0,12,0.0
baseline,2022-03-01,2022-03-02,0.2521023355041771,50.0,12,0.0
baseline,2022-04-01,2022-04-04,0.40373950270876696,50.0,12,0.0
baseline,2022-05-09,2022-05-10,1.0,50.0,0,1.0
baseline,2022-06-02,2022-06-03,1.0,50.0,12,0.0
baseline,2022-07-01,2022-07-04,0.3523507548451435,50.0,12,0.0
baseline,2022-08-01,2022-08-02,0.298483960726026,50.0,12,0.0
baseline,2022-09-01,2022-09-02,0.2828886042696713,50.0,12,0.0
baseline,2022-10-03,2022-10-04,0.2582121795927966,50.0,12,0.0
baseline,2022-11-01,2022-11-02,0.4659585309557579,50.0,12,0.0
baseline,2022-12-01,2022-12-02,0.37065935093754987,50.0,12,0.0
baseline,2023-01-02,2023-01-03,0.10712192562252643,50.0,12,0.0
baseline,2023-02-01,2023-02-02,0.421518267143074,50.0,12,0.0
baseline,2023-03-01,2023-03-02,0.29849237441463494,50.0,12,0.0
baseline,2023-04-03,2023-04-04,0.2765718707927761,50.0,12,0.0
baseline,2023-05-02,2023-05-03,0.37246543163802215,50.0,12,0.0
baseline,2023-06-05,2023-06-06,0.34912126638648155,50.0,12,0.0
baseline,2023-07-03,2023-07-04,0.2554206879309465,50.0,12,0.0
baseline,2023-08-01,2023-08-02,0.18217892213761946,50.0,12,0.0
baseline,2023-09-01,2023-09-04,0.16031570092571704,50.0,12,0.0
baseline,2023-10-02,2023-10-03,0.17037594112684531,50.0,12,0.0
baseline,2023-11-01,2023-11-02,0.18127290339432806,50.0,12,0.0
baseline,2023-12-01,2023-12-04,0.3303763697791848,50.0,12,0.0
baseline,2024-01-02,2024-01-03,0.15521868205043524,50.0,12,0.0
baseline,2024-02-01,2024-02-02,0.17356236622057497,50.0,12,0.0
baseline,2024-03-01,2024-03-04,0.19497573571966942,50.0,12,0.0
baseline,2024-04-01,2024-04-02,0.10990966715905978,50.0,12,0.0
baseline,2024-05-02,2024-05-03,0.22339786583742757,50.0,12,0.0
baseline,2024-06-03,2024-06-04,0.4027981565833847,50.0,12,0.0
baseline,2024-07-01,2024-07-02,0.3140898909832903,50.0,12,0.0
baseline,2024-08-01,2024-08-02,0.3589919111913038,50.0,12,1.1102230246251565e-16
baseline,2024-09-02,2024-09-03,0.26980327150759587,50.0,12,1.1102230246251565e-16
baseline,2024-10-01,2024-10-02,0.24923467315147907,50.0,12,1.1102230246251565e-16
baseline,2024-11-01,2024-11-04,0.4097830992612072,50.0,12,0.0
baseline,2024-12-02,2024-12-03,0.3569825523238756,50.0,12,0.0
baseline,2025-01-02,2025-01-03,0.4168411953589079,50.0,12,0.0
baseline,2025-02-03,2025-02-04,0.3588628725215229,50.0,12,0.0
baseline,2025-03-03,2025-03-04,0.4421068348728211,50.0,12,0.0
baseline,2025-04-08,2025-04-09,1.0,50.0,0,1.0
baseline,2025-05-02,2025-05-05,1.0,50.0,12,0.0
baseline,2025-06-02,2025-06-03,0.3211063532913915,50.0,12,0.0
baseline,2025-07-01,2025-07-02,0.3504110330494124,50.0,12,0.0
baseline,2025-08-01,2025-08-04,0.3201955078676372,50.0,12,0.0
baseline,2025-09-01,2025-09-02,0.26727078144363,50.0,12,0.0
baseline,2025-10-01,2025-10-02,0.14181166516251617,50.0,12,0.0
baseline,2025-11-03,2025-11-04,0.40383462652354274,50.0,12,0.0
baseline,2025-12-01,2025-12-02,0.2,50.0,12,0.0
baseline,2026-01-02,2026-01-05,0.25880937870470594,50.0,12,0.0
baseline,2026-02-02,2026-02-03,0.39999999999999997,50.0,12,0.0
baseline,2026-03-02,2026-03-03,0.47035752438733397,50.0,12,0.0
baseline,2026-04-01,2026-04-02,0.3785131768723283,50.0,12,0.0
baseline,2026-05-04,2026-05-05,0.3863970297854208,50.0,12,0.0
baseline,2026-06-02,2026-06-03,0.4518012342802149,50.0,12,0.0
baseline,2026-07-01,2026-07-02,0.5,50.0,12,0.0
baseline,2026-08-03,2026-08-04,0.33062052556154764,50.0,12,0.0
challenger,2019-02-01,2019-02-04,1.0,50.0,12,0.0
challenger,2019-03-01,2019-03-04,0.2956568036542038,50.0,12,0.0
challenger,2019-04-01,2019-04-02,0.3470527043267352,50.0,12,0.0
challenger,2019-05-02,2019-05-03,0.5222252966667795,50.0,12,0.0
challenger,2019-06-10,2019-06-11,0.5997393174799519,50.0,12,0.4
challenger,2019-07-01,2019-07-02,0.6007455462541066,50.0,12,0.0
challenger,2019-08-01,2019-08-02,0.6024056898733203,50.0,12,0.4
challenger,2019-09-02,2019-09-03,0.14764660119270118,50.0,12,0.4
challenger,2019-10-01,2019-10-02,0.19575031737070703,50.0,12,0.3999999999999999
challenger,2019-11-01,2019-11-04,0.16593550258460732,50.0,12,0.3999999999999999
challenger,2019-12-02,2019-12-03,0.4193323237967736,50.0,12,0.75
challenger,2020-01-02,2020-01-03,0.45811007945191495,50.0,12,0.3999999999999999
challenger,2020-02-03,2020-02-04,0.41210115133443437,50.0,12,0.75
challenger,2020-03-02,2020-03-03,0.11113816458945003,50.0,12,0.75
challenger,2020-04-01,2020-04-02,0.10769223668058549,50.0,12,0.75
challenger,2020-05-04,2020-05-05,0.028461199112979098,50.0,12,0.75
challenger,2020-06-02,2020-06-03,0.04987701591823446,50.0,12,0.75
challenger,2020-07-01,2020-07-02,0.07081650408343325,50.0,12,0.75
challenger,2020-08-03,2020-08-04,0.06061511458456943,50.0,12,0.75
challenger,2020-09-01,2020-09-02,0.39619145622200486,50.0,12,0.3999999999999999
challenger,2020-10-01,2020-10-02,0.39122482207414283,50.0,12,0.75
challenger,2020-11-02,2020-11-03,0.8362346770956329,50.0,12,0.0
challenger,2020-12-01,2020-12-02,0.3189988357912657,50.0,12,0.0
challenger,2021-01-04,2021-01-05,0.4230976089631047,50.0,12,0.0
challenger,2021-02-01,2021-02-02,0.4439062112749952,50.0,12,0.0
challenger,2021-03-01,2021-03-02,0.18746917532448754,50.0,12,0.0
challenger,2021-04-01,2021-04-05,0.610831242148694,50.0,12,0.0
challenger,2021-05-03,2021-05-04,0.4219652779144332,50.0,12,0.0
challenger,2021-06-02,2021-06-03,0.8107558717570436,50.0,12,0.75
challenger,2021-07-01,2021-07-02,0.08810870289485137,50.0,12,0.75
challenger,2021-08-02,2021-08-03,0.1275183455454979,50.0,12,0.75
challenger,2021-09-01,2021-09-02,0.11596907759010805,50.0,12,0.75
challenger,2021-10-01,2021-10-04,0.42285694028764803,50.0,12,0.3999999999999999
challenger,2021-11-01,2021-11-02,0.2212516282637501,50.0,12,0.4
challenger,2021-12-01,2021-12-02,0.18409177870693244,50.0,12,0.3999999999999999
challenger,2022-01-03,2022-01-04,0.20232469755246207,50.0,12,0.3999999999999999
challenger,2022-02-02,2022-02-03,0.2256396188402314,50.0,12,0.3999999999999999
challenger,2022-03-01,2022-03-02,0.15126140130250626,50.0,12,0.3999999999999999
challenger,2022-04-01,2022-04-04,0.6422437016252601,50.0,12,0.0
challenger,2022-05-09,2022-05-10,1.0,50.0,0,1.0
challenger,2022-06-02,2022-06-03,1.0,50.0,12,0.0
challenger,2022-07-01,2022-07-04,0.5976224737808217,50.0,12,0.4
challenger,2022-08-01,2022-08-02,0.1790903764356156,50.0,12,0.4
challenger,2022-09-01,2022-09-02,0.16973316256180276,50.0,12,0.4
challenger,2022-10-03,2022-10-04,0.154927307755678,50.0,12,0.3999999999999999
challenger,2022-11-01,2022-11-02,0.27957511857345474,50.0,12,0.3999999999999999
challenger,2022-12-01,2022-12-02,0.22239561056252993,50.0,12,0.4
challenger,2023-01-02,2023-01-03,0.3657804958285365,50.0,12,0.75
challenger,2023-02-01,2023-02-02,0.44573991727381884,50.0,12,0.4
challenger,2023-03-01,2023-03-02,0.17909542464878095,50.0,12,0.4
challenger,2023-04-03,2023-04-04,0.4175048197411892,50.0,12,0.75
challenger,2023-05-02,2023-05-03,0.44250481974118927,50.0,12,0.3999999999999999
challenger,2023-06-05,2023-06-06,0.4372803165966204,50.0,12,0.75
challenger,2023-07-03,2023-07-04,0.41148693193274455,50.0,12,0.4
challenger,2023-08-01,2023-08-02,0.10930735328257167,50.0,12,0.4
challenger,2023-09-01,2023-09-04,0.0961894205554302,50.0,12,0.4
challenger,2023-10-02,2023-10-03,0.10222556467610719,50.0,12,0.4
challenger,2023-11-01,2023-11-02,0.38897587004908946,50.0,12,0.75
challenger,2023-12-01,2023-12-04,0.431501037386374,50.0,12,0.3999999999999999
challenger,2024-01-02,2024-01-03,0.09313120923026119,50.0,12,0.4
challenger,2024-02-01,2024-02-02,0.38739252822662296,50.0,12,0.75
challenger,2024-03-01,2024-03-04,0.048743933929917355,50.0,12,0.75
challenger,2024-04-01,2024-04-02,0.37500000000000006,50.0,12,0.3999999999999999
challenger,2024-05-02,2024-05-03,0.13403871950245658,50.0,12,0.4
challenger,2024-06-03,2024-06-04,0.24167889395003087,50.0,12,0.3999999999999999
challenger,2024-07-01,2024-07-02,0.42549850050089755,50.0,12,0.75
challenger,2024-08-01,2024-08-02,0.43519310977018827,50.0,12,0.4
challenger,2024-09-02,2024-09-03,0.16188196290455753,50.0,12,0.4
challenger,2024-10-01,2024-10-02,0.5376099288208708,50.0,12,0.0
challenger,2024-11-01,2024-11-04,0.6418924615069894,50.0,12,0.4
challenger,2024-12-02,2024-12-03,0.4368452629746919,50.0,12,0.75
challenger,2025-01-02,2025-01-03,0.10421029883972698,50.0,12,0.75
challenger,2025-02-03,2025-02-04,0.08971571813038072,50.0,12,0.75
challenger,2025-03-03,2025-03-04,0.11052670871820527,50.0,12,0.75
challenger,2025-04-08,2025-04-09,0.25,50.0,0,1.0
challenger,2025-05-02,2025-05-05,0.25,50.0,12,0.75
challenger,2025-06-02,2025-06-03,0.42429223869464755,50.0,12,0.3999999999999999
challenger,2025-07-01,2025-07-02,0.42450613784075436,50.0,12,0.75
challenger,2025-08-01,2025-08-04,0.42450613784075436,50.0,12,0.3999999999999999
challenger,2025-09-01,2025-09-02,0.5537722621616533,50.0,12,0.0
challenger,2025-10-01,2025-10-02,0.14181166516251617,50.0,12,0.0
challenger,2025-11-03,2025-11-04,0.40383462652354274,50.0,12,0.0
challenger,2025-12-01,2025-12-02,0.2,50.0,12,0.0
challenger,2026-01-02,2026-01-05,0.25880937870470594,50.0,12,0.0
challenger,2026-02-02,2026-02-03,0.39999999999999997,50.0,12,0.0
challenger,2026-03-02,2026-03-03,0.6815793921671884,50.0,12,0.3999999999999999
challenger,2026-04-01,2026-04-02,0.44252280572739333,50.0,12,0.75
challenger,2026-05-04,2026-05-05,0.0965992574463552,50.0,12,0.75
challenger,2026-06-02,2026-06-03,0.11295030857005373,50.0,12,0.75
challenger,2026-07-01,2026-07-02,0.125,50.0,12,0.75
challenger,2026-08-03,2026-08-04,0.08265513139038691,50.0,12,0.75
