version,role,market_state,sleeve,BIL_contribution,SPY_contribution,offense_contribution,defense_contribution,cash_contribution,real_asset_contribution,mixed_sleeve_proxy,total_defense_real
improved_phase2b_regime_confidence_boost,production,neutral_mixed,composite_selective_signals,0.0,0.006415281814914064,0.043251948438037736,0.10864772046452635,0.0,0.03220730733506551,False,0.14085502779959186
improved_phase2b_combo_abc,official_shadow,calm_trend,composite_regime_conditioned,0.034366416530516,0.012459864053372618,0.13561202323517657,0.07866788041742466,0.034366416530516,0.06197415353838387,False,0.14064203395580854
improved_phase2b_combo_abc,official_shadow,neutral_mixed,composite_selective_signals,0.0,0.006434954593614818,0.04317004810990023,0.10823919153421058,0.0,0.03208095940400955,False,0.14032015093822012
improved_phaseggg_confirmed_only_robust_offense,production_candidate,calm_trend,composite_selective_signals,0.0,0.0075441605723535745,0.06686501807887728,0.10283480977374554,0.0,0.03244946920309994,False,0.13528427897684547
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_fragile,composite_selective_signals,0.0,0.0015527677118182916,0.02461684300081595,0.09903625606847336,0.0,0.03324413618535697,False,0.13228039225383031
improved_phaseggg_confirmed_only_robust_offense,production_candidate,neutral_mixed,composite_selective_signals,0.0,0.00580718166748878,0.03650593693038739,0.08750007613231697,0.0,0.02631004179366277,False,0.11381011792597974
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_confirmed,composite_selective_signals,0.0,0.0013886390622905836,0.021852737816608743,0.07627848780237559,0.0,0.0347670272137771,False,0.11104551501615269
improved_phase2b_regime_confidence_boost,production,neutral_mixed,composite_regime_conditioned,0.057162077005210456,0.011776254382842513,0.08209893219430352,0.06856929026692643,0.057162077005210456,0.04121207913941494,True,0.10978136940634137
improved_phase2b_combo_abc,official_shadow,neutral_mixed,composite_regime_conditioned,0.05698065010651249,0.011797297108331986,0.08207736124136353,0.06806662243894965,0.05698065010651249,0.04119405233008155,True,0.1092606747690312
improved_phase2b_regime_confidence_boost,production,stressed_panic,composite_selective_signals,0.0,0.0009465365583680568,0.013512081720850517,0.07591290809729226,0.0,0.027010462147927107,False,0.10292337024521936
improved_phase2b_combo_abc,official_shadow,stressed_panic,composite_selective_signals,0.0,0.0009421926834761486,0.01348791364424358,0.07588868053484123,0.0,0.026990862542679763,False,0.102879543077521
improved_phaseggg_confirmed_only_robust_offense,production_candidate,stressed_panic,composite_selective_signals,0.0,0.0008720455965072932,0.012052965977291268,0.06870713539322293,0.0,0.024007170582328447,False,0.09271430597555137
improved_phase2b_regime_confidence_boost,production,recovery_confirmed,taa_10m_sma,0.0,0.026516090110748715,0.09029935214373275,0.04948931555916056,0.0,0.03809908545865389,False,0.08758840101781445
improved_phase2b_combo_abc,official_shadow,recovery_confirmed,taa_10m_sma,0.0,0.02648796089638401,0.09030804239482035,0.04941902667033376,0.0,0.03814732170576098,False,0.08756634837609474
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_confirmed,cta_trend_long_only,0.0,0.01629222738877706,0.09307655847921545,0.04642061164501778,0.0,0.02419958108517817,False,0.07062019273019596
improved_phase2b_combo_abc,official_shadow,stressed_panic,composite_regime_conditioned,0.08633525788551505,0.0030462101611898446,0.01667463910030576,0.04537688856256622,0.08633525788551505,0.024130295383624958,False,0.06950718394619118
improved_phase2b_regime_confidence_boost,production,stressed_panic,composite_regime_conditioned,0.08638960377097663,0.0030499566519093277,0.01671212885702325,0.04537785338911539,0.08638960377097663,0.024119864653949545,False,0.06949771804306493
improved_phase2b_regime_confidence_boost,production,calm_trend,taa_10m_sma,0.0,0.027144370991431518,0.10018744649787466,0.04106553203210107,0.0,0.0281988825546915,False,0.06926441458679257
improved_phase2b_combo_abc,official_shadow,calm_trend,taa_10m_sma,0.0,0.027089902765712194,0.09998894624750293,0.04099104285243284,0.0,0.02819477246042216,False,0.069185815312855
improved_phaseggg_confirmed_only_robust_offense,production_candidate,calm_trend,taa_10m_sma,0.0,0.023844576991023304,0.0865523996857546,0.035895011321969816,0.0,0.025873521203249056,False,0.06176853252521887
improved_phase2b_regime_confidence_boost,production,recovery_fragile,taa_10m_sma,0.0,0.025420554934695676,0.07813792175412253,0.04019827394858198,0.0,0.020733629975531298,False,0.06093190392411328
improved_phase2b_combo_abc,official_shadow,recovery_fragile,taa_10m_sma,0.0,0.025231327936308657,0.07749938672693231,0.039852474219781595,0.0,0.02052246419162245,False,0.060374938411404046
improved_phase2b_regime_confidence_boost,production,recovery_fragile,dual_momentum_topn,0.02989962969328589,0.021310613579270197,0.054163880232091136,0.03449703723631674,0.02989962969328589,0.02517782535126031,False,0.05967486258757705
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_confirmed,taa_10m_sma,0.0,0.018081983562538012,0.06140660588026048,0.03336125799795829,0.0,0.025610366162310116,False,0.05897162416026841
improved_phase2b_combo_abc,official_shadow,recovery_fragile,dual_momentum_topn,0.0296981195567472,0.021263687826505073,0.05399946100867836,0.033783099697164296,0.0296981195567472,0.02485423854281246,False,0.05863733823997676
improved_phase2b_regime_confidence_boost,production,neutral_mixed,taa_10m_sma,0.00046855977312767707,0.024438730847462016,0.07676760841031201,0.03582074828916172,0.00046855977312767707,0.021661208514923567,False,0.057481956804085285
improved_phase2b_combo_abc,official_shadow,neutral_mixed,taa_10m_sma,0.0004685293509185937,0.024383305941393704,0.0767109085914302,0.03575380552956586,0.0004685293509185937,0.02163880890055415,False,0.05739261443012002
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_fragile,cta_trend_long_only,0.0,0.00844049124329628,0.06844921816092026,0.031653392962004694,0.0,0.020760363918512173,False,0.05241375688051687
improved_phase2b_regime_confidence_boost,production,recovery_fragile,cta_trend_long_only,0.0,0.009677411725991658,0.07219744823546186,0.033463968744461094,0.0,0.01890664374905011,False,0.0523706124935112
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_fragile,taa_10m_sma,0.0,0.021593688430109368,0.07139803568271264,0.03292621747668069,0.0,0.019386853935892484,False,0.05231307141257317
improved_phase2b_combo_abc,official_shadow,recovery_fragile,cta_trend_long_only,0.0,0.009665925859309869,0.07188802289614822,0.03248746506245234,0.0,0.01857962668105073,False,0.051067091743503074
improved_phaseggg_confirmed_only_robust_offense,production_candidate,neutral_mixed,taa_10m_sma,0.0007957431796384862,0.01954697962614772,0.060448475957366826,0.027626153861249052,0.0007957431796384862,0.01902248434695764,False,0.046648638208206694
improved_phase2b_regime_confidence_boost,production,stressed_panic,taa_10m_sma,0.0024208527812154194,0.008062943120187821,0.027979630791185137,0.025049797356870702,0.0024208527812154194,0.020714318978130312,False,0.045764116335001014
improved_phase2b_combo_abc,official_shadow,stressed_panic,taa_10m_sma,0.0024207120440737544,0.008064210808794532,0.027969211020894412,0.025036807851800465,0.0024207120440737544,0.02069427694278697,False,0.045731084794587436
improved_phase2b_combo_abc,official_shadow,recovery_confirmed,dual_momentum_topn,0.0,0.0161582418726224,0.04278685996218498,0.025082139138392846,0.0,0.01992949046276571,False,0.04501162960115855
improved_phase2b_regime_confidence_boost,production,recovery_confirmed,dual_momentum_topn,0.0,0.016073014462125935,0.042798733676251165,0.025072504476690502,0.0,0.019902757169590318,False,0.04497526164628082
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_fragile,dual_momentum_topn,0.02318470090851354,0.012094382883144293,0.033309173776005216,0.02550185219585495,0.02318470090851354,0.01921044375849243,False,0.04471229595434738
improved_phaseggg_confirmed_only_robust_offense,production_candidate,stressed_panic,taa_10m_sma,0.004205595865693411,0.006793092905089513,0.02336405145926123,0.023591860785270043,0.004205595865693411,0.020670108441185754,False,0.0442619692264558
improved_phase2b_regime_confidence_boost,production,recovery_confirmed,cta_trend_long_only,0.0,0.011886760517218447,0.06640318197813933,0.028354468730617692,0.0,0.013598722396271846,False,0.04195319112688954
improved_phase2b_combo_abc,official_shadow,recovery_confirmed,cta_trend_long_only,0.0,0.011928225885561533,0.06651859942233015,0.027973659114750637,0.0,0.013614053473978068,False,0.041587712588728704
improved_phase2b_regime_confidence_boost,production,calm_trend,dual_momentum_topn,0.0005977248920936817,0.03273153587134893,0.10183292438606167,0.015323489471127955,0.0005977248920936817,0.02554939361725957,False,0.040872883088387525
improved_phase2b_combo_abc,official_shadow,calm_trend,dual_momentum_topn,0.0005942207417018224,0.03267977749324735,0.1017104838658074,0.015271862445527626,0.0005942207417018224,0.025535348050317614,False,0.040807210495845236
improved_phase2b_regime_confidence_boost,production,neutral_mixed,dual_momentum_topn,0.0023448528193583933,0.02170030337610453,0.06261025458447272,0.016810618352595043,0.0023448528193583933,0.022522787551685387,False,0.03933340590428043
improved_phase2b_combo_abc,official_shadow,neutral_mixed,dual_momentum_topn,0.0023374692228596873,0.021678340463858907,0.06256329234985182,0.016726945294349264,0.0023374692228596873,0.022432008599093004,False,0.03915895389344227
improved_phaseggg_confirmed_only_robust_offense,production_candidate,stressed_panic,cta_trend_long_only,0.0,0.0034998248736679617,0.02411709208537109,0.020021509481064608,0.0,0.01724434669181148,False,0.03726585617287609
improved_phaseggg_confirmed_only_robust_offense,production_candidate,calm_trend,dual_momentum_topn,0.0004932914502355003,0.02627918495122954,0.08717975985102407,0.013238608842985942,0.0004932914502355003,0.021773561399134528,False,0.03501217024212047
improved_phaseggg_confirmed_only_robust_offense,production_candidate,neutral_mixed,dual_momentum_topn,0.0019156184033221212,0.0172237648533298,0.05337712486654615,0.014578637792131987,0.0019156184033221212,0.01903500199680694,False,0.03361363978893893
improved_phase2b_regime_confidence_boost,production,stressed_panic,cta_trend_long_only,0.0,0.00426070578075846,0.029049321982021453,0.017353758837446644,0.0,0.015548104686472691,False,0.032901863523919335
improved_phase2b_combo_abc,official_shadow,stressed_panic,cta_trend_long_only,0.0,0.004262887927494035,0.029052999814974834,0.017354096787573357,0.0,0.015534390973889086,False,0.03288848776146244
improved_phaseggg_confirmed_only_robust_offense,production_candidate,neutral_mixed,cta_trend_long_only,0.0,0.012940182174064986,0.07622332345547109,0.017075058431794778,0.0,0.014998176777332988,False,0.03207323520912776
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_confirmed,dual_momentum_topn,0.0,0.009732623553440884,0.02990526298986914,0.013968383724133952,0.0,0.01416489475985334,False,0.028133278483987292
improved_phase2b_regime_confidence_boost,production,neutral_mixed,cta_trend_long_only,0.0,0.013246586488657813,0.07660012905370353,0.01594817906555082,0.0,0.012052465119051113,False,0.028000644184601936
improved_phase2b_combo_abc,official_shadow,neutral_mixed,cta_trend_long_only,0.0,0.01324127062083917,0.07659390992101368,0.015812429312231174,0.0,0.012025881201723085,False,0.02783831051395426
improved_phase2b_regime_confidence_boost,production,stressed_panic,dual_momentum_topn,0.009278519912039094,0.01121941176893787,0.030491586479843732,0.00904706065659287,0.009278519912039094,0.014707422980786757,False,0.023754483637379628
improved_phase2b_combo_abc,official_shadow,stressed_panic,dual_momentum_topn,0.009278199379649027,0.01123019033474839,0.030516578508059954,0.009044148606699793,0.009278199379649027,0.014696422092227265,False,0.023740570698927058
improved_phase2b_regime_confidence_boost,production,calm_trend,cta_trend_long_only,0.0,0.017063573387944196,0.10318465733853494,0.010013894425783123,0.0,0.013036237532824681,False,0.023050131958607806
improved_phase2b_combo_abc,official_shadow,calm_trend,cta_trend_long_only,0.0,0.017048619730500682,0.10305096308557248,0.009938742121327478,0.0,0.013038256699097623,False,0.0229769988204251
improved_phaseggg_confirmed_only_robust_offense,production_candidate,stressed_panic,dual_momentum_topn,0.008921693235962399,0.00920535439115001,0.024226528706646967,0.009044976635760229,0.008921693235962399,0.013200139288538965,False,0.022245115924299196
improved_phaseggg_confirmed_only_robust_offense,production_candidate,calm_trend,cta_trend_long_only,0.0,0.014980687252396528,0.09099855811557159,0.008314266029132832,0.0,0.013905168802093082,False,0.022219434831225914
improved_phaseggg_confirmed_only_robust_offense,production_candidate,stressed_panic,cash::BIL,0.509234856569476,0.0,0.0,0.0,0.509234856569476,0.0,False,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_fragile,cash::BIL,0.13020046748786926,0.0,0.0,0.0,0.13020046748786926,0.0,False,0.0
improved_phase2b_combo_abc,official_shadow,calm_trend,cash::BIL,0.034941097529975,0.0,0.0,0.0,0.034941097529975,0.0,False,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_confirmed,cash::BIL,0.08427027380857775,0.0,0.0,0.0,0.08427027380857775,0.0,False,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,neutral_mixed,cash::BIL,0.22707850184789932,0.0,0.0,0.0,0.22707850184789932,0.0,False,0.0
improved_phaseggg_confirmed_only_robust_offense,production_candidate,calm_trend,cash::BIL,0.03632391789975976,0.0,0.0,0.0,0.03632391789975976,0.0,False,0.0
improved_phase2b_regime_confidence_boost,production,stressed_panic,cash::BIL,0.5093247219202601,0.0,0.0,0.0,0.5093247219202601,0.0,False,0.0
improved_phase2b_regime_confidence_boost,production,recovery_fragile,cash::BIL,0.12351317074439858,0.0,0.0,0.0,0.12351317074439858,0.0,False,0.0
improved_phase2b_regime_confidence_boost,production,neutral_mixed,cash::BIL,0.22166445970717152,0.0,0.0,0.0,0.22166445970717152,0.0,False,0.0
improved_phase2b_regime_confidence_boost,production,calm_trend,cash::BIL,0.03351642578324361,0.0,0.0,0.0,0.03351642578324361,0.0,False,0.0
improved_phase2b_combo_abc,official_shadow,stressed_panic,cash::BIL,0.5095176183235942,0.0,0.0,0.0,0.5095176183235942,0.0,False,0.0
improved_phase2b_combo_abc,official_shadow,recovery_fragile,cash::BIL,0.13461722638562235,0.0,0.0,0.0,0.13461722638562235,0.0,False,0.0
improved_phase2b_combo_abc,official_shadow,recovery_confirmed,cash::BIL,0.06373368696666491,0.0,0.0,0.0,0.06373368696666491,0.0,False,0.0
improved_phase2b_combo_abc,official_shadow,neutral_mixed,cash::BIL,0.223552181696669,0.0,0.0,0.0,0.223552181696669,0.0,False,0.0
improved_phase2b_regime_confidence_boost,production,recovery_confirmed,cash::BIL,0.06383761565651909,0.0,0.0,0.0,0.06383761565651909,0.0,False,0.0
