candidate,sleeve,ensemble,breadth,market_cap_floor,sector_cap,cohorts,allocation,cost_bps,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,full_sharpe,full_drawdown
all_valuation__top10__floor100m__sector60__cohort2__w0.10__50bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,2,0.1,50,1.0098940005511436,2.844275367414758,-0.08125655984961722,0.38812470149909917,1.622762026797451,-0.21716157767530253
all_valuation__top10__floor100m__sector60__cohort2__w0.20__50bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,2,0.2,50,0.967380563562066,2.997458627159319,-0.07518239568968688,0.3664705754318274,1.6038150332131662,-0.22469475020555074
all_valuation__top10__floor100m__sector60__cohort2__w0.30__50bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,2,0.3,50,0.9235871530347433,3.1356153778096316,-0.07302423043540363,0.34441473012390045,1.564209476885248,-0.23347681679618515
all_valuation__top10__floor100m__sector60__cohort2__w0.40__50bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,2,0.4,50,0.878634474293001,3.2334568800924246,-0.07087055311371526,0.32198666336164994,1.5019319984098398,-0.24218388398349489
all_valuation__top10__floor100m__sector60__cohort2__w0.10__100bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,2,0.1,100,1.0084123559353295,2.842185569554841,-0.08125655984961733,0.3865388733151016,1.6177979614432199,-0.21738002534371703
all_valuation__top10__floor100m__sector60__cohort2__w0.20__100bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,2,0.2,100,0.9644678947021104,2.992831358733228,-0.07518239568968677,0.36334675161677454,1.593437203083943,-0.22469475020555074
all_valuation__top10__floor100m__sector60__cohort2__w0.30__100bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,2,0.3,100,0.9192975462295396,3.1278398708020805,-0.07302423043540374,0.3398021319262585,1.548078506619204,-0.23347681679618504
all_valuation__top10__floor100m__sector60__cohort2__w0.40__100bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,2,0.4,100,0.8730251808362806,3.221734683696963,-0.07087055311371526,0.3159357726284273,1.4798889319581725,-0.24218388398349466
all_valuation__top10__floor100m__sector60__cohort2__w0.10__200bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,2,0.1,200,1.0054517595149872,2.837990641112725,-0.08125655984961744,0.38337149098978607,1.6078355394497277,-0.2178168293042213
all_valuation__top10__floor100m__sector60__cohort2__w0.20__200bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,2,0.2,200,0.9586531875849253,2.98350111361906,-0.07518239568968688,0.3571159509406223,1.5725369304780634,-0.22469475020555074
all_valuation__top10__floor100m__sector60__cohort2__w0.30__200bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,2,0.3,200,0.9107419134775481,3.112082393955079,-0.07302423043540363,0.33061426920422887,1.5154857723471853,-0.23347681679618482
all_valuation__top10__floor100m__sector60__cohort2__w0.40__200bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,2,0.4,200,0.8618478779829417,3.1978635398104815,-0.07087055311371526,0.30389932662873753,1.435230461202407,-0.24218388398349466
all_valuation__top10__floor100m__sector60__cohort4__w0.10__50bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,4,0.1,50,1.0092158923151797,2.8459785293296025,-0.08125243368716373,0.3863605616802841,1.617398060320906,-0.21708666632026286
all_valuation__top10__floor100m__sector60__cohort4__w0.20__50bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,4,0.2,50,0.9660580616489303,3.0023955299333775,-0.07503410221956597,0.3630040513339303,1.5928340223289719,-0.22440362412448533
all_valuation__top10__floor100m__sector60__cohort4__w0.30__50bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,4,0.3,50,0.9216546730475759,3.1457726549668545,-0.07280061426441775,0.3393086878085063,1.5474834767209262,-0.23304399961667932
all_valuation__top10__floor100m__sector60__cohort4__w0.40__50bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,4,0.4,50,0.8761269709713744,3.2507886620059994,-0.07057082815471227,0.31530492553286327,1.4794723303049868,-0.24161192528997244
all_valuation__top10__floor100m__sector60__cohort4__w0.10__100bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,4,0.1,100,1.007718264605948,2.843569361292401,-0.08125243368716384,0.38477444788332527,1.6123198593986419,-0.21730085677424105
all_valuation__top10__floor100m__sector60__cohort4__w0.20__100bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,4,0.2,100,0.9631200744790123,2.9971039332192135,-0.07503410221956608,0.35988406349150415,1.5822204153882058,-0.22440362412448522
all_valuation__top10__floor100m__sector60__cohort4__w0.30__100bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,4,0.3,100,0.9173367355642306,3.1370237548984634,-0.07280061426441764,0.33470822915956044,1.5309983888810152,-0.23304399961667932
all_valuation__top10__floor100m__sector60__cohort4__w0.40__100bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,4,0.4,100,0.8704923056020759,3.2379265728320608,-0.07057082815471216,0.3092784293375108,1.4569731620908328,-0.24161192528997233
all_valuation__top10__floor100m__sector60__cohort4__w0.10__200bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,4,0.1,200,1.0047260582311872,2.8387430646758083,-0.08125243368716395,0.3816069493512193,1.602142776120163,-0.2177291058720029
all_valuation__top10__floor100m__sector60__cohort4__w0.20__200bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,4,0.2,200,0.9572560904434613,2.9864818047319894,-0.07503410221956619,0.3536626907533078,1.5609065909009037,-0.22440362412448533
all_valuation__top10__floor100m__sector60__cohort4__w0.30__200bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,4,0.3,200,0.9087273545768197,3.119420796560309,-0.07280061426441764,0.32554845380889197,1.4978316581425661,-0.23304399961667932
all_valuation__top10__floor100m__sector60__cohort4__w0.40__200bps,all_valuation__top10__floor100m__sector60,all_valuation,10,100000000,0.6,4,0.4,200,0.859269179525687,3.2119868946896215,-0.07057082815471205,0.2972972918441803,1.4116378752417127,-0.24161192528997266
all_valuation__top10__floor100m__sector70__cohort1__w0.10__50bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,1,0.1,50,1.0058152362081247,2.814976342058188,-0.08119712280420976,0.39136052379879627,1.6299549264026962,-0.21155833641182986
all_valuation__top10__floor100m__sector70__cohort1__w0.20__50bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,1,0.2,50,0.9595640872503814,2.931043222587691,-0.06946873474184678,0.37295119781290587,1.621276507711806,-0.21314326726360988
all_valuation__top10__floor100m__sector70__cohort1__w0.30__50bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,1,0.3,50,0.9123676974822996,3.025359805711098,-0.06443567873393952,0.3541414874722253,1.5953984160686632,-0.21625916190088956
all_valuation__top10__floor100m__sector70__cohort1__w0.40__50bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,1,0.4,50,0.8643392397179628,3.0774209150095877,-0.06155481431077148,0.33495336294709865,1.5500955090729207,-0.21937248413773014
all_valuation__top10__floor100m__sector70__cohort1__w0.10__100bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,1,0.1,100,1.0042817122481256,2.812213650494228,-0.08119712280420965,0.3898171107711701,1.6252471905113435,-0.21173724304638486
all_valuation__top10__floor100m__sector70__cohort1__w0.20__100bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,1,0.2,100,0.9565537223637779,2.924752268970232,-0.06946873474184656,0.3699050581483152,1.6114999658435278,-0.21314326726360966
all_valuation__top10__floor100m__sector70__cohort1__w0.30__100bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,1,0.3,100,0.9079401326807737,3.0145844287779413,-0.0644356787339394,0.34963455145005007,1.5802725890522333,-0.21625916190088967
all_valuation__top10__floor100m__sector70__cohort1__w0.40__100bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,1,0.4,100,0.8585567807991688,3.0611234628083235,-0.06155481431077148,0.3290287120822615,1.5294634256181008,-0.21937248413773025
all_valuation__top10__floor100m__sector70__cohort1__w0.10__200bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,1,0.1,200,1.0012169610041708,2.8066614813807993,-0.08119712280420976,0.3867334360991581,1.6157743369891326,-0.2120950563154943
all_valuation__top10__floor100m__sector70__cohort1__w0.20__200bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,1,0.2,200,0.9505420543694101,2.9120438094892402,-0.06946873474184656,0.36382523886751517,1.5917015005124062,-0.21314326726360977
all_valuation__top10__floor100m__sector70__cohort1__w0.30__200bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,1,0.3,200,0.899105094814503,2.9927088874023267,-0.0644356787339393,0.340648378716617,1.5494472562076493,-0.21625916190088945
all_valuation__top10__floor100m__sector70__cohort1__w0.40__200bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,1,0.4,200,0.8470270257081369,3.027907111038421,-0.06155481431077159,0.3172280422295686,1.487175146959742,-0.21937248413773025
all_valuation__top10__floor100m__sector70__cohort2__w0.10__50bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,2,0.1,50,1.0086256921224819,2.8200061055300902,-0.08122262046391993,0.3899334119069662,1.626217194564909,-0.21201860613176515
all_valuation__top10__floor100m__sector70__cohort2__w0.20__50bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,2,0.2,50,0.9650775754624326,2.942291395676302,-0.06955203491137119,0.37014517964850024,1.6138646411980218,-0.21298863218293307
all_valuation__top10__floor100m__sector70__cohort2__w0.30__50bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,2,0.3,50,0.9204722191205665,3.044252958416313,-0.06456091055538571,0.3500056784382979,1.584434500124394,-0.2160276867146439
all_valuation__top10__floor100m__sector70__cohort2__w0.40__50bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,2,0.4,50,0.8749187168681376,3.105458719985819,-0.06175194680547891,0.3295376774491008,1.5357099355152937,-0.21906448658168864
all_valuation__top10__floor100m__sector70__cohort2__w0.10__100bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,2,0.1,100,1.0070614654396834,2.817772863188772,-0.08122262046392004,0.388387588983258,1.6214217146937437,-0.21219407800957102
all_valuation__top10__floor100m__sector70__cohort2__w0.20__100bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,2,0.2,100,0.96200729511472,2.9374387555851342,-0.06955203491137096,0.36709559382598345,1.6038363625798064,-0.21298863218293285
all_valuation__top10__floor100m__sector70__cohort2__w0.30__100bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,2,0.3,100,0.9159570705214433,3.036297292794538,-0.06456091055538571,0.3454955982972392,1.5688119605501798,-0.21602768671464412
all_valuation__top10__floor100m__sector70__cohort2__w0.40__100bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,2,0.4,100,0.8690225947603365,3.093817413718708,-0.06175194680547891,0.3236114843377731,1.514265623380677,-0.21906448658168887
all_valuation__top10__floor100m__sector70__cohort2__w0.10__200bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,2,0.1,200,1.0039360328290576,2.813290143600865,-0.08122262046391993,0.38529997431767016,1.6117971121278032,-0.21254496316878269
all_valuation__top10__floor100m__sector70__cohort2__w0.20__200bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,2,0.2,200,0.9558786297200346,2.9276553511095678,-0.06955203491137107,0.36101233615714756,1.5836375438143695,-0.21298863218293296
all_valuation__top10__floor100m__sector70__cohort2__w0.30__200bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,2,0.3,200,0.906953095298638,3.0201787662338218,-0.0645609105553856,0.33651076069780794,1.5372384657654103,-0.21602768671464412
all_valuation__top10__floor100m__sector70__cohort2__w0.40__200bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,2,0.4,200,0.8572763249025719,3.0701169739970458,-0.06175194680547891,0.31182101789539285,1.4707993428205595,-0.21906448658168876
all_valuation__top10__floor100m__sector70__cohort4__w0.10__50bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,4,0.1,50,1.007559664401148,2.8214208364806224,-0.08119025377493838,0.38857571423633264,1.622423226881069,-0.21146921052606493
all_valuation__top10__floor100m__sector70__cohort4__w0.20__50bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,4,0.2,50,0.9630048975729233,2.946806795504754,-0.0694679277710385,0.3674730457789961,1.6061348214777265,-0.21250117932850388
all_valuation__top10__floor100m__sector70__cohort4__w0.30__50bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,4,0.3,50,0.9174532959306709,3.0540055997113424,-0.06443348765909673,0.34606321970294696,1.5726796008781891,-0.21529867873997
all_valuation__top10__floor100m__sector70__cohort4__w0.40__50bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,4,0.4,50,0.8710146938520817,3.1225250921353354,-0.06143465876344878,0.3243697593724051,1.5198889713478179,-0.21809537034811466
all_valuation__top10__floor100m__sector70__cohort4__w0.10__100bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,4,0.1,100,1.0059877461123294,2.8188829781262927,-0.08119025377493849,0.3870295048485015,1.6175110107753894,-0.21164203503210144
all_valuation__top10__floor100m__sector70__cohort4__w0.20__100bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,4,0.2,100,0.959924211599364,2.941279845771041,-0.0694679277710386,0.3644261940247684,1.5958643922684859,-0.21250117932850388
all_valuation__top10__floor100m__sector70__cohort4__w0.30__100bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,4,0.3,100,0.9129296962123921,3.044965702894748,-0.06443348765909673,0.34156233301972305,1.556689696312012,-0.21529867873997
all_valuation__top10__floor100m__sector70__cohort4__w0.40__100bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,4,0.4,100,0.8651164197798471,3.109408206776927,-0.06143465876344889,0.31846238588591813,1.4979636300037962,-0.21809537034811466
all_valuation__top10__floor100m__sector70__cohort4__w0.10__200bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,4,0.1,200,1.0028472804743864,2.8137989540628916,-0.08119025377493849,0.38394155284819353,1.6076660300796008,-0.2119875988297284
all_valuation__top10__floor100m__sector70__cohort4__w0.20__200bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,4,0.2,200,0.9537760791662926,2.9301863135505526,-0.0694679277710385,0.3583500935829964,1.575237185752932,-0.21250117932850365
all_valuation__top10__floor100m__sector70__cohort4__w0.30__200bps,all_valuation__top10__floor100m__sector70,all_valuation,10,100000000,0.7,4,0.3,200,0.9039117167822657,3.026781769492481,-0.06443348765909673,0.33259956390908374,1.5245119610083793,-0.21529867873997
