candidate,sleeve,ensemble,breadth,market_cap_floor,sector_cap,cohorts,allocation,cost_bps,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,full_sharpe,full_drawdown,beats_control_both
sales_only__top10__floor25m__sector70__cohort1__w0.20__50bps,sales_only__top10__floor25m__sector70,sales_only,10,25000000,0.7,1,0.2,50,1.0828612624619574,2.575062811644898,-0.12289852501953513,0.41520766440269674,1.5689320019980066,-0.2427708979098544,True
sales_only__top20__floor50m__sector50__cohort1__w0.40__50bps,sales_only__top20__floor50m__sector50,sales_only,20,50000000,0.5,1,0.4,50,1.0823817784948488,3.035983773791371,-0.0866637049151543,0.4271211408345008,1.6914376229036188,-0.2556330119877902,True
sales_only__top20__floor50m__sector50__cohort1__w0.30__50bps,sales_only__top20__floor50m__sector50,sales_only,20,50000000,0.5,1,0.3,50,1.0769406323525845,2.994049615167767,-0.08892325418577418,0.4238985328053879,1.7047796196803209,-0.24280344281168786,True
sales_only__top10__floor50m__sector50__cohort1__w0.20__50bps,sales_only__top10__floor50m__sector50,sales_only,10,50000000,0.5,1,0.2,50,1.0763250938304325,2.6658332483280693,-0.11385100809414672,0.42164241242869216,1.6106436397276742,-0.250039649448084,True
sales_only__top10__floor25m__sector60__cohort4__w0.30__50bps,sales_only__top10__floor25m__sector60,sales_only,10,25000000,0.6,4,0.3,50,1.0728958472462677,2.482590893658775,-0.1313971442905666,0.4146328006873996,1.5204286357431016,-0.25454518614668087,True
sales_only__top10__floor25m__sector60__cohort4__w0.40__50bps,sales_only__top10__floor25m__sector60,sales_only,10,25000000,0.6,4,0.4,50,1.072378588829523,2.3352136005734936,-0.1431107944816291,0.41322076751146186,1.4398350517142764,-0.2710817436026337,True
sales_only__top10__floor25m__sector60__cohort1__w0.10__50bps,sales_only__top10__floor25m__sector60,sales_only,10,25000000,0.6,1,0.1,50,1.0721688750684844,2.6747231337909554,-0.11286364988019393,0.4143998309172048,1.6208571356484998,-0.22676168664661178,True
sales_only__top10__floor25m__sector80__cohort1__w0.10__50bps,sales_only__top10__floor25m__sector80,sales_only,10,25000000,0.8,1,0.1,50,1.0716285159486372,2.647934397085782,-0.11139494539910277,0.41849737168555046,1.625151970800223,-0.22840966604481416,True
sales_only__top10__floor25m__sector60__cohort2__w0.30__50bps,sales_only__top10__floor25m__sector60,sales_only,10,25000000,0.6,2,0.3,50,1.070212656480538,2.469383964746999,-0.13469442975785562,0.4064941509615543,1.4953732855855426,-0.2541811688341834,False
sales_only__top20__floor50m__sector50__cohort1__w0.20__50bps,sales_only__top20__floor50m__sector50,sales_only,20,50000000,0.5,1,0.2,50,1.069887884200666,2.9177517507050683,-0.09119116186756326,0.41985778277014507,1.6978936674136806,-0.23322372992668394,True
sales_only__top10__floor25m__sector60__cohort4__w0.20__50bps,sales_only__top10__floor25m__sector60,sales_only,10,25000000,0.6,4,0.2,50,1.0695264115020868,2.604459325110068,-0.12053339275553188,0.4144667058405571,1.5846193955728396,-0.23774796553784394,True
sales_only__top10__floor25m__sector60__cohort2__w0.40__50bps,sales_only__top10__floor25m__sector60,sales_only,10,25000000,0.6,2,0.4,50,1.0691582716374044,2.324549820180361,-0.1474691208687654,0.4024446928981933,1.4097442757280905,-0.270607156746587,False
sales_only__top10__floor25m__sector70__cohort1__w0.10__50bps,sales_only__top10__floor25m__sector70,sales_only,10,25000000,0.7,1,0.1,50,1.068932662730909,2.664101416477952,-0.11185664349331681,0.41315977534571724,1.6151546054446744,-0.22840966604481416,True
sales_only__top10__floor25m__sector80__cohort4__w0.30__50bps,sales_only__top10__floor25m__sector80,sales_only,10,25000000,0.8,4,0.3,50,1.0681732320880033,2.4238486449404846,-0.12792355179377346,0.4221340920352039,1.5216259457096346,-0.25230943018970775,True
sales_only__top10__floor25m__sector60__cohort2__w0.20__50bps,sales_only__top10__floor25m__sector60,sales_only,10,25000000,0.6,2,0.2,50,1.0675537536609108,2.5913240790662124,-0.12253483077775651,0.409006866027817,1.5662281913843434,-0.2380992994476675,False
sales_only__top10__floor25m__sector80__cohort4__w0.40__50bps,sales_only__top10__floor25m__sector80,sales_only,10,25000000,0.8,4,0.4,50,1.0666635107911593,2.276488224603245,-0.13851128343561192,0.42308274760025033,1.4426899899004175,-0.2678327036866309,True
sales_only__top10__floor25m__sector80__cohort4__w0.20__50bps,sales_only__top10__floor25m__sector80,sales_only,10,25000000,0.8,4,0.2,50,1.066096663202185,2.5543638506900685,-0.1172677828852946,0.4195330511786999,1.5851925791896513,-0.23957678055735976,True
sales_only__top10__floor50m__sector50__cohort1__w0.10__50bps,sales_only__top10__floor50m__sector50,sales_only,10,50000000,0.5,1,0.1,50,1.0654032857495328,2.7099212162457236,-0.10730999125226481,0.416273670700785,1.6353195591752694,-0.23212001010073724,True
sales_only__top10__floor25m__sector80__cohort2__w0.30__50bps,sales_only__top10__floor25m__sector80,sales_only,10,25000000,0.8,2,0.3,50,1.0648201146010332,2.4063844621477988,-0.13180382854838035,0.41608315644701155,1.5012533129697607,-0.25486491741475603,True
sales_only__top10__floor25m__sector50__cohort1__w0.20__50bps,sales_only__top10__floor25m__sector50,sales_only,10,25000000,0.5,1,0.2,50,1.0643798406606404,2.580265214344428,-0.12350482829505638,0.4217907640119951,1.6041584902523822,-0.2500396494480842,True
sales_only__top10__floor25m__sector50__cohort1__w0.30__50bps,sales_only__top10__floor25m__sector50,sales_only,10,25000000,0.5,1,0.3,50,1.0643318821567616,2.439378541267869,-0.1348728615975776,0.4254096649276742,1.5442738359876682,-0.2678939580910995,True
sales_only__top10__floor25m__sector80__cohort2__w0.20__50bps,sales_only__top10__floor25m__sector80,sales_only,10,25000000,0.8,2,0.2,50,1.06374459728013,2.5390698443286306,-0.11987530004730962,0.4154687507471162,1.569826759749174,-0.24129917011045476,True
sales_only__top10__floor25m__sector80__cohort2__w0.40__50bps,sales_only__top10__floor25m__sector80,sales_only,10,25000000,0.8,2,0.4,50,1.0624194168993193,2.2593197156459177,-0.143643764838419,0.41508053653926935,1.4188883066385896,-0.2688950557678528,True
sales_only__top10__floor25m__sector60__cohort4__w0.10__50bps,sales_only__top10__floor25m__sector60,sales_only,10,25000000,0.6,4,0.1,50,1.06223598913506,2.680055744783908,-0.11066569860755882,0.4127083614528073,1.6220308462157844,-0.22525327999492484,True
sales_only__top10__floor25m__sector70__cohort4__w0.20__50bps,sales_only__top10__floor25m__sector70,sales_only,10,25000000,0.7,4,0.2,50,1.061732450556855,2.5817739678056206,-0.1182563412096882,0.41490102179208965,1.5827913765556059,-0.23957678055735976,True
sales_only__top10__floor25m__sector70__cohort4__w0.30__50bps,sales_only__top10__floor25m__sector70,sales_only,10,25000000,0.7,4,0.3,50,1.0612516635689482,2.4519938371483727,-0.12808145903761958,0.41511049084509244,1.5151735981688752,-0.25230943018970775,True
sales_only__top20__floor50m__sector50__cohort1__w0.10__50bps,sales_only__top20__floor50m__sector50,sales_only,20,50000000,0.5,1,0.1,50,1.0612378420884867,2.8142100408857638,-0.0951743847365566,0.41500503436330227,1.6705399453160918,-0.22360709433297188,True
sales_only__top10__floor25m__sector60__cohort2__w0.10__50bps,sales_only__top10__floor25m__sector60,sales_only,10,25000000,0.6,2,0.1,50,1.0611554019776808,2.6711535872481678,-0.11167189523415477,0.40996324978018284,1.6120848708100115,-0.2260453372180874,True
sales_only__top10__floor25m__sector80__cohort4__w0.10__50bps,sales_only__top10__floor25m__sector80,sales_only,10,25000000,0.8,4,0.1,50,1.0603860235049498,2.6498219415950515,-0.10884574593772278,0.4152719651966146,1.6225529939117795,-0.22678835625273652,True
sales_only__top10__floor25m__sector50__cohort1__w0.10__50bps,sales_only__top10__floor25m__sector50,sales_only,10,25000000,0.5,1,0.1,50,1.0599508519179919,2.671938514753342,-0.11216093110078884,0.41643612391935547,1.6338549536036346,-0.23212001010073724,True
sales_only__top10__floor25m__sector50__cohort1__w0.40__50bps,sales_only__top10__floor25m__sector50,sales_only,10,25000000,0.5,1,0.4,50,1.059866691761675,2.274518206580624,-0.14771525832425314,0.4272958057007399,1.4658997710757284,-0.28770064391088823,True
sales_only__top10__floor25m__sector80__cohort2__w0.10__50bps,sales_only__top10__floor25m__sector80,sales_only,10,25000000,0.8,2,0.1,50,1.0591501608048297,2.6402476533792782,-0.11008359726769601,0.41322592163259686,1.614041384902464,-0.2276588910202726,True
sales_only__top10__floor25m__sector70__cohort4__w0.10__50bps,sales_only__top10__floor25m__sector70,sales_only,10,25000000,0.7,4,0.1,50,1.0583335603388564,2.667877343570322,-0.10952324681271208,0.4129838757485984,1.6222837201894986,-0.22678835625273652,True
sales_only__top10__floor25m__sector70__cohort4__w0.40__50bps,sales_only__top10__floor25m__sector70,sales_only,10,25000000,0.7,4,0.4,50,1.0569549525097357,2.2992978779091566,-0.13871421798181383,0.4136283987064129,1.4309121680784256,-0.2678327036866309,True
sales_only__top10__floor25m__sector70__cohort2__w0.20__50bps,sales_only__top10__floor25m__sector70,sales_only,10,25000000,0.7,2,0.2,50,1.0565844780330367,2.5623338826121578,-0.12058875622800014,0.4067744135168605,1.555399315346909,-0.24129917011045476,False
sales_only__top10__floor25m__sector70__cohort2__w0.10__50bps,sales_only__top10__floor25m__sector70,sales_only,10,25000000,0.7,2,0.1,50,1.055700354754241,2.6562698274536243,-0.11069518548593749,0.4089007269160876,1.6075721867618877,-0.2276588910202726,False
sales_only__top10__floor50m__sector50__cohort2__w0.20__50bps,sales_only__top10__floor50m__sector50,sales_only,10,50000000,0.5,2,0.2,50,1.0547270257243309,2.6733583674582295,-0.11013527101000375,0.4121714163642032,1.5956390867985375,-0.2500363063303913,True
sales_only__top10__floor25m__sector50__cohort4__w0.10__50bps,sales_only__top10__floor25m__sector50,sales_only,10,25000000,0.5,4,0.1,50,1.054490659738136,2.6872792932372866,-0.10978565911179039,0.41458708998457916,1.6347832095414248,-0.23142924137395027,True
sales_only__top10__floor50m__sector50__cohort2__w0.10__50bps,sales_only__top10__floor50m__sector50,sales_only,10,50000000,0.5,2,0.1,50,1.0544288770963535,2.71066055050824,-0.10544655186762086,0.41149665768510024,1.6266735250529452,-0.23211923688841785,True
sales_only__top10__floor25m__sector70__cohort2__w0.30__50bps,sales_only__top10__floor25m__sector70,sales_only,10,25000000,0.7,2,0.3,50,1.053712481367738,2.42855091410037,-0.13187938285802414,0.40299166031693945,1.4776534550909806,-0.25486491741475603,False
sales_only__top10__floor25m__sector50__cohort4__w0.20__50bps,sales_only__top10__floor25m__sector50,sales_only,10,25000000,0.5,4,0.2,50,1.0535994188740783,2.6089833166495695,-0.11878115895755015,0.4181426830022579,1.6066852817302213,-0.248683608757035,True
sales_only__top20__floor50m__sector50__cohort2__w0.20__50bps,sales_only__top20__floor50m__sector50,sales_only,20,50000000,0.5,2,0.2,50,1.0534549906131145,2.914648126225703,-0.08822979808592668,0.4118951516745013,1.6806304028524253,-0.23320808912284718,True
sales_only__top20__floor50m__sector50__cohort2__w0.10__50bps,sales_only__top20__floor50m__sector50,sales_only,20,50000000,0.5,2,0.1,50,1.0530293073524355,2.8114479260076126,-0.09360223094363262,0.41102406953766146,1.6616855664169967,-0.22359895339988234,True
sales_only__top20__floor50m__sector50__cohort2__w0.30__50bps,sales_only__top20__floor50m__sector50,sales_only,20,50000000,0.5,2,0.3,50,1.0522857314277463,2.992668155751405,-0.08446800237136076,0.4119601435596396,1.6795433628137177,-0.24281973813651614,True
sales_only__top10__floor50m__sector50__cohort2__w0.30__50bps,sales_only__top10__floor50m__sector50,sales_only,10,50000000,0.5,2,0.3,50,1.051936242486013,2.586968891222268,-0.1159827286457713,0.41138151273482215,1.5375882636383031,-0.26769826335136193,True
sales_only__top10__floor50m__sector50__cohort4__w0.10__50bps,sales_only__top10__floor50m__sector50,sales_only,10,50000000,0.5,4,0.1,50,1.051425719322693,2.720619619219513,-0.10336671803223474,0.41202695553647106,1.6319698616533735,-0.23142924137394993,True
sales_only__top10__floor25m__sector50__cohort2__w0.10__50bps,sales_only__top10__floor25m__sector50,sales_only,10,25000000,0.5,2,0.1,50,1.0505192212562218,2.672178109743366,-0.11090995949497406,0.4118783679610263,1.624985420502962,-0.23211923688841773,False
sales_only__top20__floor50m__sector50__cohort2__w0.40__50bps,sales_only__top20__floor50m__sector50,sales_only,20,50000000,0.5,2,0.4,50,1.049525410236153,3.0373328043001027,-0.08070575735379992,0.41121949624341037,1.6585716932045809,-0.2556545047355845,False
sales_only__top10__floor50m__sector50__cohort4__w0.20__50bps,sales_only__top10__floor50m__sector50,sales_only,10,50000000,0.5,4,0.2,50,1.048974931054707,2.6970824964221984,-0.10598427230297491,0.41327824452523765,1.606752890295122,-0.24868360875703532,False
sales_only__top10__floor25m__sector50__cohort4__w0.30__50bps,sales_only__top10__floor25m__sector50,sales_only,10,25000000,0.5,4,0.3,50,1.048408001567247,2.4754896139467877,-0.12775365645520853,0.4200208776745522,1.5478771240534404,-0.26570977565861675,False
sales_only__top10__floor25m__sector70__cohort2__w0.40__50bps,sales_only__top10__floor25m__sector70,sales_only,10,25000000,0.7,2,0.4,50,1.0471522321991378,2.2746913043947647,-0.14373774305748643,0.3975798075453898,1.3856740290413658,-0.2688950557678528,False
sales_fcf__top10__floor25m__sector60__cohort2__w0.10__50bps,sales_fcf__top10__floor25m__sector60,sales_fcf,10,25000000,0.6,2,0.1,50,1.0470342293142219,2.8253038049233528,-0.08750730275419516,0.4087430327342503,1.6603596601053667,-0.20988985806792748,False
sales_fcf__top10__floor25m__sector60__cohort1__w0.10__50bps,sales_fcf__top10__floor25m__sector60,sales_fcf,10,25000000,0.6,1,0.1,50,1.0462155458981557,2.8188311806907933,-0.08727680483770772,0.4106701246037405,1.6638652338816795,-0.2099315611768866,False
sales_fcf__top10__floor50m__sector50__cohort4__w0.10__50bps,sales_fcf__top10__floor50m__sector50,sales_fcf,10,50000000,0.5,4,0.1,50,1.046159945105925,2.8549899912812364,-0.08788400392587958,0.4040261644447052,1.65502288260199,-0.21018329341273567,False
sales_only__top10__floor50m__sector50__cohort2__w0.40__50bps,sales_only__top10__floor50m__sector50,sales_only,10,50000000,0.5,2,0.4,50,1.0461009506943757,2.465214005702118,-0.12268382486957108,0.4091400692738012,1.4615155750305264,-0.2874113716320299,False
sales_only__top20__floor50m__sector50__cohort4__w0.10__50bps,sales_only__top20__floor50m__sector50,sales_only,20,50000000,0.5,4,0.1,50,1.0460010080821052,2.8153822678333356,-0.09170002552392742,0.40913183179819823,1.6596005083006948,-0.22355829529093152,False
sales_only__top10__floor25m__sector50__cohort2__w0.20__50bps,sales_only__top10__floor25m__sector50,sales_only,10,25000000,0.5,2,0.2,50,1.0458318169296734,2.583560836177117,-0.12101835539650807,0.4127456569107588,1.5884526988236594,-0.2500363063303912,False
sales_fcf__top10__floor50m__sector50__cohort2__w0.10__50bps,sales_fcf__top10__floor50m__sector50,sales_fcf,10,50000000,0.5,2,0.1,50,1.0455768952708433,2.8517058996393265,-0.08800716422443355,0.40262629791454296,1.650013772988212,-0.21096609046255987,False
sales_only__top15__floor50m__sector60__cohort1__w0.10__50bps,sales_only__top15__floor50m__sector60,sales_only,15,50000000,0.6,1,0.1,50,1.0438042578092488,2.72768937733055,-0.09965658929104682,0.41616661229109275,1.6517611169247668,-0.226038267527214,False
sales_only__top15__floor100m__sector60__cohort1__w0.10__50bps,sales_only__top15__floor100m__sector60,sales_only,15,100000000,0.6,1,0.1,50,1.0437383227325792,2.7324819064268095,-0.09691640836155224,0.4046479762518995,1.619942655178787,-0.22763130902338236,False
sales_only__top10__floor50m__sector50__cohort4__w0.30__50bps,sales_only__top10__floor50m__sector50,sales_only,10,50000000,0.5,4,0.3,50,1.0436919030588192,2.624869789317601,-0.11030823482298091,0.4131085604571174,1.5541071841525833,-0.26570977565861675,False
sales_fcf__top10__floor50m__sector50__cohort1__w0.10__50bps,sales_fcf__top10__floor50m__sector50,sales_fcf,10,50000000,0.5,1,0.1,50,1.0435788115318152,2.844195320266308,-0.08759590674070772,0.4029772732128962,1.650559864597351,-0.21100265095063664,False
sales_earnings__top15__floor50m__sector60__cohort1__w0.10__50bps,sales_earnings__top15__floor50m__sector60,sales_earnings,15,50000000,0.6,1,0.1,50,1.0424289538589822,2.9060048265892067,-0.07984658050338167,0.4018263971078493,1.6746279091116236,-0.2211432961661336,False
sales_earnings__top15__floor50m__sector60__cohort4__w0.10__50bps,sales_earnings__top15__floor50m__sector60,sales_earnings,15,50000000,0.6,4,0.1,50,1.0420408653757378,2.911057915173107,-0.07926337005854589,0.40120122380282486,1.6743205245152235,-0.22125310610109128,False
sales_only__top20__floor100m__sector50__cohort1__w0.10__50bps,sales_only__top20__floor100m__sector50,sales_only,20,100000000,0.5,1,0.1,50,1.0414719774015548,2.775421849883945,-0.09397151344107435,0.40906485635595247,1.6532795608624784,-0.22042668345267258,False
sales_fcf__top10__floor25m__sector60__cohort4__w0.10__50bps,sales_fcf__top10__floor25m__sector60,sales_fcf,10,25000000,0.6,4,0.1,50,1.0414697601650436,2.8263966668723763,-0.08704894409588404,0.40693130426216095,1.658281257711773,-0.2100240400013863,False
sales_fcf__top10__floor100m__sector60__cohort2__w0.10__50bps,sales_fcf__top10__floor100m__sector60,sales_fcf,10,100000000,0.6,2,0.1,50,1.0414101875704942,2.833107511573754,-0.08995988007495481,0.41072235660933454,1.6559172485130793,-0.21792690296644646,False
sales_fcf__top10__floor25m__sector60__cohort2__w0.20__50bps,sales_fcf__top10__floor25m__sector60,sales_fcf,10,25000000,0.6,2,0.2,50,1.0412761240116377,2.944229124714845,-0.08323518272757624,0.40727414650705374,1.6769626884347892,-0.21159752854487746,False
sales_earnings__top15__floor25m__sector60__cohort1__w0.10__50bps,sales_earnings__top15__floor25m__sector60,sales_earnings,15,25000000,0.6,1,0.1,50,1.0411202402761566,2.8988933048049583,-0.0808134162272015,0.40205194797896127,1.6769618302804394,-0.2211432961661337,False
sales_earnings__top15__floor50m__sector60__cohort2__w0.10__50bps,sales_earnings__top15__floor50m__sector60,sales_earnings,15,50000000,0.6,2,0.1,50,1.0409432356305701,2.9045678428136967,-0.07973415354886315,0.4004229615643562,1.6704150764035548,-0.22136775984893498,False
sales_only__top15__floor50m__sector70__cohort1__w0.10__50bps,sales_only__top15__floor50m__sector70,sales_only,15,50000000,0.7,1,0.1,50,1.0409002373805873,2.7054712246996058,-0.10151699972702866,0.41789882817927726,1.6525818929865703,-0.22546980352456913,False
sales_only__top20__floor25m__sector50__cohort1__w0.10__50bps,sales_only__top20__floor25m__sector50,sales_only,20,25000000,0.5,1,0.1,50,1.040717716648547,2.7624547367053327,-0.09679010138450683,0.4110335181193274,1.6558674328032486,-0.22360709433297243,False
sales_fcf__top10__floor100m__sector50__cohort2__w0.10__50bps,sales_fcf__top10__floor100m__sector50,sales_fcf,10,100000000,0.5,2,0.1,50,1.0405511253117168,2.845585691054064,-0.09058875073569106,0.3975503365175117,1.6243587537000241,-0.21381748245423826,False
sales_only__top30__floor100m__sector50__cohort1__w0.10__50bps,sales_only__top30__floor100m__sector50,sales_only,30,100000000,0.5,1,0.1,50,1.0403528281818923,2.807527825343736,-0.09050058021079499,0.4034508987253531,1.6466296355751233,-0.22058529807916016,False
sales_only__top15__floor100m__sector60__cohort2__w0.10__50bps,sales_only__top15__floor100m__sector60,sales_only,15,100000000,0.6,2,0.1,50,1.0396573270477,2.738032206823433,-0.09493248616703087,0.40194334361428163,1.6153270103336022,-0.22698556305434003,False
sales_fcf__top10__floor25m__sector60__cohort1__w0.20__50bps,sales_fcf__top10__floor25m__sector60,sales_fcf,10,25000000,0.6,1,0.2,50,1.0395937362536776,2.928491746057346,-0.08352447864137269,0.41109568992938406,1.6830843553364276,-0.21138448128096954,False
sales_earnings__top15__floor25m__sector60__cohort4__w0.10__50bps,sales_earnings__top15__floor25m__sector60,sales_earnings,15,25000000,0.6,4,0.1,50,1.0395643840250273,2.9041822719928008,-0.08005865346891172,0.4013948566268659,1.6769907196478429,-0.22125310610109106,False
sales_only__top20__floor50m__sector50__cohort4__w0.20__50bps,sales_only__top20__floor50m__sector50,sales_only,20,50000000,0.5,4,0.2,50,1.0393990066916063,2.9255857746164176,-0.08472460170126228,0.4080972885372316,1.6762331553982648,-0.23312774535528125,False
sales_fcf__top10__floor100m__sector50__cohort1__w0.10__50bps,sales_fcf__top10__floor100m__sector50,sales_fcf,10,100000000,0.5,1,0.1,50,1.0392927783609922,2.8401916915017535,-0.09008913560190357,0.39800032393144136,1.6237118020082668,-0.21425404708556128,False
sales_fcf__top10__floor50m__sector50__cohort4__w0.20__50bps,sales_fcf__top10__floor50m__sector50,sales_fcf,10,50000000,0.5,4,0.2,50,1.0391821529647665,3.006441128910125,-0.08588304310459072,0.3977895342202209,1.66463670504109,-0.21211617727841992,False
sales_fcf__top10__floor100m__sector60__cohort1__w0.10__50bps,sales_fcf__top10__floor100m__sector60,sales_fcf,10,100000000,0.6,1,0.1,50,1.0390474096682807,2.8253586770328005,-0.08959617753046523,0.4113434578812192,1.6572680787603224,-0.21644912214921064,False
sales_only__top10__floor25m__sector50__cohort4__w0.40__50bps,sales_only__top10__floor25m__sector50,sales_only,10,25000000,0.5,4,0.4,50,1.039010345928845,2.3114584803280755,-0.13713537770350748,0.42023253491759416,1.469431524933108,-0.2847843673380378,False
sales_only__top30__floor50m__sector50__cohort1__w0.10__50bps,sales_only__top30__floor50m__sector50,sales_only,30,50000000,0.5,1,0.1,50,1.0389607913393104,2.808955631802459,-0.09401860890329283,0.4069778682502101,1.6594990193572459,-0.22107125625291468,False
sales_only__top30__floor25m__sector50__cohort1__w0.10__50bps,sales_only__top30__floor25m__sector50,sales_only,30,25000000,0.5,1,0.1,50,1.0388774347285423,2.7943203696047973,-0.09445151745159996,0.4079762781206293,1.6618504264733387,-0.2196630603567845,False
sales_earnings__top20__floor50m__sector50__cohort1__w0.10__50bps,sales_earnings__top20__floor50m__sector50,sales_earnings,20,50000000,0.5,1,0.1,50,1.0388133771078607,2.9128082533027597,-0.07778901916315972,0.4005557886512039,1.6755262565146165,-0.21756105853466046,False
sales_earnings__top15__floor25m__sector60__cohort2__w0.10__50bps,sales_earnings__top15__floor25m__sector60,sales_earnings,15,25000000,0.6,2,0.1,50,1.0387299126908958,2.896757998904246,-0.08062792795254525,0.40042121630154104,1.6721756577193987,-0.22136775984893498,False
sales_fcf__top10__floor250m__sector50__cohort2__w0.10__50bps,sales_fcf__top10__floor250m__sector50,sales_fcf,10,250000000,0.5,2,0.1,50,1.0383241904214313,2.880639385118196,-0.08973128045684753,0.4009085607589822,1.6352556074877296,-0.2223861092215681,False
sales_only__top10__floor50m__sector60__cohort1__w0.10__50bps,sales_only__top10__floor50m__sector60,sales_only,10,50000000,0.6,1,0.1,50,1.038232949203794,2.6517050751197173,-0.11079879878881471,0.4186229523884162,1.6369375765862264,-0.22676168664661223,False
sales_only__top10__floor50m__sector70__cohort1__w0.10__50bps,sales_only__top10__floor50m__sector70,sales_only,10,50000000,0.7,1,0.1,50,1.0382168409690946,2.6317896747780734,-0.1109420233886732,0.4109129059287282,1.6077972118908486,-0.22840966604481416,False
sales_only__top20__floor25m__sector60__cohort1__w0.10__50bps,sales_only__top20__floor25m__sector60,sales_only,20,25000000,0.6,1,0.1,50,1.0382053140621168,2.7379007252149323,-0.09821596600681992,0.4078031186112583,1.6415022203484828,-0.22328476512557238,False
sales_fcf__top10__floor100m__sector60__cohort4__w0.10__50bps,sales_fcf__top10__floor100m__sector60,sales_fcf,10,100000000,0.6,4,0.1,50,1.038184682513886,2.8346413665729475,-0.08971316696163989,0.40961846930098234,1.6536066382730579,-0.21829065665306446,False
sales_fcf__top10__floor50m__sector50__cohort2__w0.20__50bps,sales_fcf__top10__floor50m__sector50,sales_fcf,10,50000000,0.5,2,0.2,50,1.0379608363991086,2.9974419129551833,-0.08604284659196426,0.39498318723031445,1.6538673643205155,-0.21229040832344526,False
sales_only__top30__floor250m__sector50__cohort4__w0.10__50bps,sales_only__top30__floor250m__sector50,sales_only,30,250000000,0.5,4,0.1,50,1.0378977777714642,2.8904218842542084,-0.08347748151350631,0.4010191457574235,1.6514585204151044,-0.22119453291762647,False
sales_earnings__top20__floor50m__sector50__cohort4__w0.10__50bps,sales_earnings__top20__floor50m__sector50,sales_earnings,20,50000000,0.5,4,0.1,50,1.037644074728635,2.914968444791085,-0.07741281866934457,0.3993236260616817,1.6720909074070205,-0.21834968654579345,False
sales_only__top30__floor250m__sector50__cohort2__w0.10__50bps,sales_only__top30__floor250m__sector50,sales_only,30,250000000,0.5,2,0.1,50,1.0375770196163248,2.885855221619858,-0.08399963193975712,0.4014016325739369,1.6516841307381018,-0.2214336758197486,False
sales_only__top10__floor100m__sector50__cohort1__w0.10__50bps,sales_only__top10__floor100m__sector50,sales_only,10,100000000,0.5,1,0.1,50,1.0375337922214896,2.667409918739988,-0.09964219598846524,0.40470295637921705,1.6055508733564887,-0.23009495767790156,False
