candidate,trailing_1y_cagr,trailing_2y_cagr,trailing_3y_cagr,trailing_3y_cagr_vs_leader,trailing_3y_sharpe,trailing_3y_drawdown,trailing_3y_100bps_cagr,full_cagr,full_drawdown,rolling_3y_win_share_vs_leader,rolling_median_cagr_difference,rolling_worst_cagr_difference,raw_pvalue,adjusted_pvalue_35_trials,gate_one_year_return,gate_two_year_return,gate_three_year_return,gate_cost_stress,gate_recent_drawdown,gate_full_drawdown,gate_full_return,gate_rolling_win_share,gate_adjusted_pvalue,qualified
three_way_3,0.18326924851344284,0.1776099731563081,0.1618624684434189,0.0046964300558975935,1.4325972362726334,-0.09163656551233179,0.1453210962221818,0.07413217959522589,-0.21531398372389476,0.7236842105263158,0.012967454297787118,-0.03403136515062721,0.3980200659978001,1.0,True,True,False,True,True,True,True,True,False,False
global_xsmom_45,0.20042912492799547,0.17795900088025296,0.16125825752273393,0.004092219135212627,1.5580322471371992,-0.09101879846744398,0.1437550746348637,0.06694971494420732,-0.17239643263649906,0.6447368421052632,0.0014890434086637372,-0.003249282506736506,0.0033665544481850606,0.11782940568647712,True,True,False,True,True,True,True,True,False,False
three_way_2,0.1868350965420733,0.1760957448142093,0.16056964025144405,0.003403601863922745,1.4893050234039857,-0.09073116309957008,0.1437606589643443,0.07162179366882948,-0.19902192356152015,0.7368421052631579,0.008977859493528806,-0.020976943678323368,0.3984867171094297,1.0,True,True,False,True,True,True,True,True,False,False
three_way_1,0.1900538071595279,0.17430135187581763,0.15895728251759822,0.0017912441300769189,1.5325899435254287,-0.08982812869776124,0.14173358656935675,0.06884180637594906,-0.18262775652882768,0.7631578947368421,0.004255172363323179,-0.008949432544959501,0.3961867937735409,1.0,True,True,False,True,True,True,True,True,False,False
global_top2_score_invvol_40,0.16392960114689492,0.17322366778225518,0.1568364159847031,-0.0003296224028181971,1.4846144314707013,-0.12178536059709721,0.13740478504785325,0.06451772164760095,-0.1887868468732744,0.5131578947368421,0.0011922749216324302,-0.04185589151084268,0.5146828439052031,1.0,False,True,False,True,True,True,True,True,False,False
leader_residual_10,0.19973482285725352,0.17430798214436827,0.15652149973616725,-0.0006445386513540541,1.5268988280281224,-0.0944549611194252,0.1348823547649287,0.064087253148162,-0.1659466129310826,0.3026315789473684,-0.003751407522297301,-0.01378387502811007,0.5204826505783141,1.0,True,True,False,True,True,True,True,False,False,False
sector_top3_equal_20,0.18222967954287772,0.16993329598891305,0.15538760928905226,-0.0017784290984690365,1.4945853540236835,-0.08738687874298168,0.13886176108973802,0.0695894590778039,-0.18961998028532345,0.7105263157894737,0.00986343001707124,-0.0312549702680196,0.5335155494816839,1.0,True,True,False,True,True,True,True,True,False,False
leader_residual_20,0.20560012703587827,0.17582097753397607,0.1553532384746874,-0.0018127999128338956,1.477665697356491,-0.09988416719845106,0.12936895847680052,0.062458910697376524,-0.1825799450749651,0.27631578947368424,-0.0077406099266679185,-0.028070540248896547,0.539215359488017,1.0,True,True,False,True,True,True,True,False,False,False
global_top4_equal_40,0.1876007889329918,0.17048008169928885,0.15479435026195376,-0.0023716881255675393,1.4767235769915257,-0.09319988614327124,0.13621184486450733,0.06902189259495861,-0.1599436111815251,0.6578947368421053,0.003181414975992447,-0.014518730992764795,0.5969134362187927,1.0,True,True,False,True,True,True,True,True,False,False
sector_top3_equal_30,0.17656575821875675,0.16847977423164573,0.15424197607312418,-0.0029240623143971245,1.4409739026497468,-0.08661603828401832,0.13822072022850795,0.07141797233334657,-0.20477474605827983,0.7105263157894737,0.014687749471117506,-0.04723161120707131,0.5328155728142395,1.0,False,True,False,True,True,True,True,True,False,False
sector_top3_score_invvol_20,0.17534704823870673,0.16717532614042985,0.15409654529299655,-0.0030694930945247556,1.4908944105916846,-0.08769223644454427,0.1370618431728854,0.06956125409638214,-0.18905877820715655,0.7236842105263158,0.008724030428419738,-0.024924430049578117,0.5682143928535716,1.0,False,True,False,True,True,True,True,True,False,False
sector_top2_score_invvol_20,0.17243773878942092,0.16723524129582312,0.1538392465688887,-0.0033267918186326018,1.482605749681947,-0.08768244773210399,0.13598722773336536,0.07003456181943313,-0.19459477224634625,0.6842105263157895,0.006295258303355533,-0.022185212160728884,0.5680810639645345,1.0,False,True,False,True,True,True,True,True,False,False
leader_residual_30,0.2105468732762903,0.17675330210715345,0.15377406349895173,-0.003391974888569571,1.4150665570038876,-0.10539410378903191,0.12320620121439485,0.060573774712692874,-0.22931451442499318,0.27631578947368424,-0.011880403865341616,-0.04276000087687182,0.5451818272724243,1.0,True,True,False,True,True,True,True,False,False,False
sector_top2_equal_20,0.1797541807333658,0.17004520949678992,0.1537096386024559,-0.0034563997850654005,1.4695186446015813,-0.08716072362644911,0.1364033781311016,0.0706749425079305,-0.19516988959316328,0.6973684210526315,0.007372705102496324,-0.024449268112352263,0.5609813006233125,1.0,False,True,False,True,True,True,True,True,False,False
sector_top4_score_invvol_20,0.1767834816605396,0.16751789979469556,0.15369988978034188,-0.00346614860717942,1.4912444501478448,-0.08771740240813009,0.13681316375075725,0.06944978628564069,-0.19265461075141455,0.7105263157894737,0.007991425427758991,-0.01821726051426098,0.5935468817706077,1.0,False,True,False,True,True,True,True,True,False,False
sector_top3_equal_40,0.17066611841579582,0.16680806871098408,0.15285667772171396,-0.004309360665807338,1.37736444113947,-0.0858450187224511,0.13723428721446806,0.07303378507154856,-0.23995636103323836,0.7105263157894737,0.019394480226434974,-0.06351539429678965,0.5292490250324989,1.0,False,True,False,True,True,True,True,True,False,False
sector_top3_score_invvol_30,0.16627727374810708,0.16434774006724884,0.15230286121657888,-0.004863177170942423,1.4342395673049908,-0.08708141481165832,0.13551773376829535,0.07140061156867539,-0.20044666136875633,0.7236842105263158,0.012914715137113952,-0.03775793472716704,0.5732808906369787,1.0,False,True,False,True,True,True,True,True,False,False
sector_top2_score_invvol_30,0.16195829655578042,0.1644352636320483,0.15193581690422397,-0.005230221483297326,1.418335250047171,-0.08707455453964152,0.13398341727140717,0.07209521824266552,-0.20865829451308437,0.6842105263157895,0.009281799108856958,-0.03361826648774113,0.5645811806273124,1.0,False,True,False,True,True,True,True,True,False,False
sector_top2_equal_30,0.17285846011766992,0.1686384673733088,0.1517404238910478,-0.0054256144964734965,1.4007824953801542,-0.08629365249775112,0.13460621621051616,0.07302476385072931,-0.20951153781472576,0.6973684210526315,0.010847496930941225,-0.037083696539233824,0.5610479650678311,1.0,False,True,False,True,True,True,True,True,False,False
sector_top4_score_invvol_30,0.1681082952173787,0.16470962508103248,0.15153545268134105,-0.005630585706180247,1.4353565535453292,-0.08711918591574375,0.134783469762346,0.07120215508951411,-0.205772196259017,0.7105263157894737,0.011734455560444279,-0.027705216374509734,0.599413352888237,1.0,False,True,False,True,True,True,True,True,False,False
global_top2_equal_40,0.15477408043334218,0.16411078410357915,0.15050588975743606,-0.006660148630085239,1.4281918272730314,-0.12618809910106288,0.13150419318504758,0.0656427549087828,-0.1929233008782424,0.5263157894736842,0.0018604061267757377,-0.03287177119282392,0.6212126262457918,1.0,False,True,False,True,True,True,True,True,False,False
sector_top3_score_invvol_40,0.1569990036143778,0.16130653168937292,0.15026853578649746,-0.006897502601023842,1.3669574308160883,-0.08647532217949871,0.1336274908259758,0.0730442546009693,-0.2191701876803277,0.7105263157894737,0.016972429697106883,-0.050920043541920146,0.5722475917469417,1.0,False,True,False,True,True,True,True,True,False,False
sector_top2_score_invvol_40,0.1514012172204524,0.16147109919885128,0.14987332749987625,-0.007292710887645049,1.3434299538976293,-0.08647663066313072,0.1318213367339527,0.07397315193071141,-0.222585859291058,0.6842105263157895,0.012117044188305837,-0.04526653177096118,0.5694810172994234,1.0,False,True,False,True,True,True,True,True,False,False
sector_top2_equal_40,0.16583406809097512,0.16705889232807425,0.14961149141327268,-0.0075545469742486215,1.3230812292724536,-0.08543769087480102,0.13264968808744482,0.07517051487322957,-0.22391357206128826,0.6973684210526315,0.014179132021387653,-0.04997739108289645,0.5587480417319423,1.0,False,True,False,True,True,True,True,True,False,False
sector_top4_score_invvol_40,0.15923807469684892,0.16170036398872734,0.14920148314516135,-0.00796455524235995,1.3698087587810377,-0.08652571298417822,0.13253380668636194,0.07278867587548499,-0.21876976296448247,0.7105263157894737,0.015375130323090014,-0.03744639100061198,0.6024799173360887,1.0,False,True,False,True,True,True,True,True,False,False
