candidate,cost_bps,window,weeks,start,end,cagr,sharpe_zero_rf,sortino_zero_target,max_drawdown,annual_one_way_turnover
global_xsmom_50,50,trailing_1y,53,2025-08-08,2026-08-07,0.20773637963500557,1.7125564671621571,2.659557934558271,-0.0930265009565946,2.9196616800600093
global_xsmom_50,50,trailing_2y,105,2024-08-09,2026-08-07,0.18358766738512955,1.6190298205367473,2.5184547395690804,-0.09302650095659482,3.0408723081761138
global_xsmom_50,50,trailing_3y,157,2023-08-11,2026-08-07,0.1653346863883518,1.5571730807654212,2.4719365189859284,-0.09302650095659482,3.006416555143145
global_xsmom_50,50,post_2024,136,2024-01-05,2026-08-07,0.17359292913038926,1.6422376641693934,2.5708963837158954,-0.0930265009565947,3.032743349103969
global_xsmom_50,100,full,1127,2005-01-07,2026-08-07,0.05348379569259598,0.5875241871968772,0.8341290310651432,-0.18034703030581167,2.742410746541665
global_xsmom_50,100,trailing_1y,53,2025-08-08,2026-08-07,0.19032128526263437,1.587901294136863,2.432604116517966,-0.09384053645450563,2.9196616800600093
global_xsmom_50,100,trailing_2y,105,2024-08-09,2026-08-07,0.16571897073721376,1.471379723853226,2.254317390444554,-0.09384053645450541,3.0408723081761138
global_xsmom_50,100,trailing_3y,157,2023-08-11,2026-08-07,0.14796379011377891,1.4057806017192271,2.194525099564033,-0.09384053645450552,3.006416555143145
global_xsmom_50,100,post_2024,136,2024-01-05,2026-08-07,0.1559306391765305,1.4853415654189563,2.288906369056811,-0.09384053645450552,3.032743349103969
global_xsmom_60,50,full,1127,2005-01-07,2026-08-07,0.07001676707138782,0.7164504297135946,1.0294462682384007,-0.19139520598242954,2.722051764943967
global_xsmom_60,50,trailing_1y,53,2025-08-08,2026-08-07,0.22244339963646031,1.7458144691897195,2.7058526605883952,-0.09703619707892197,2.7511267872517764
global_xsmom_60,50,trailing_2y,105,2024-08-09,2026-08-07,0.19488080355719295,1.633498237536327,2.5370860859700137,-0.09703619707892208,2.9239339910193842
global_xsmom_60,50,trailing_3y,157,2023-08-11,2026-08-07,0.17347820110961298,1.5528542019154183,2.462087249562055,-0.09703619707892197,2.940069030510739
global_xsmom_60,50,post_2024,136,2024-01-05,2026-08-07,0.1832138039407456,1.646284120179826,2.5706091209452797,-0.09703619707892197,2.9438643971192704
global_xsmom_60,100,full,1127,2005-01-07,2026-08-07,0.055570033991880985,0.5822942938896795,0.8262288066117944,-0.1929634623908717,2.722051764943967
global_xsmom_60,100,trailing_1y,53,2025-08-08,2026-08-07,0.2058322032998856,1.6335273125136387,2.5012343615313757,-0.09778697965972549,2.7511267872517764
global_xsmom_60,100,trailing_2y,105,2024-08-09,2026-08-07,0.1775279048873435,1.4977437878164206,2.2947006588394525,-0.09778697965972549,2.9239339910193842
global_xsmom_60,100,trailing_3y,157,2023-08-11,2026-08-07,0.15636840392305884,1.4117500744391211,2.204017939299465,-0.09778697965972549,2.940069030510739
global_xsmom_60,100,post_2024,136,2024-01-05,2026-08-07,0.16592460377972662,1.5011603880082318,2.31045694151261,-0.09778697965972549,2.9438643971192704
global_xsmom_70,50,full,1127,2005-01-07,2026-08-07,0.07187970624388607,0.701794875685364,1.0066033092699027,-0.20400446726632693,2.717997081046226
global_xsmom_70,50,trailing_1y,53,2025-08-08,2026-08-07,0.23727515145270184,1.7745739837317718,2.746095510623443,-0.10103736854861323,2.582591894443544
global_xsmom_70,50,trailing_2y,105,2024-08-09,2026-08-07,0.20622170592868638,1.6442386734112364,2.550311264465261,-0.10103736854861312,2.8069956738626534
global_xsmom_70,50,trailing_3y,157,2023-08-11,2026-08-07,0.18160698432154287,1.5458713444993706,2.4482529131967103,-0.10103736854861334,2.8756972328952006
global_xsmom_70,50,post_2024,136,2024-01-05,2026-08-07,0.1928439323639033,1.6471186153906474,2.566100582495908,-0.10103736854861323,2.8572662476466926
global_xsmom_70,100,full,1127,2005-01-07,2026-08-07,0.0574306031787728,0.574688527235975,0.8147394666568506,-0.20554154332750996,2.717997081046226
global_xsmom_70,100,trailing_1y,53,2025-08-08,2026-08-07,0.22149046829335872,1.6736687117589901,2.56218869648131,-0.10172512889694152,2.582591894443544
global_xsmom_70,100,trailing_2y,105,2024-08-09,2026-08-07,0.1893970374408993,1.5195393697707917,2.3282236996096946,-0.10172512889694152,2.8069956738626534
global_xsmom_70,100,trailing_3y,157,2023-08-11,2026-08-07,0.16475210357438308,1.4142744842732744,2.208207199229997,-0.10172512889694141,2.8756972328952006
global_xsmom_70,100,post_2024,136,2024-01-05,2026-08-07,0.17592270005631327,1.5128193705132431,2.326086554150382,-0.10172512889694141,2.8572662476466926
global_xsmom_80,50,full,1127,2005-01-07,2026-08-07,0.07358811972151424,0.6864405890241941,0.982757700742149,-0.21659193200049842,2.7325469350400446
global_xsmom_80,50,trailing_1y,53,2025-08-08,2026-08-07,0.2521947330854315,1.7992761283332253,2.7808215310889524,-0.10503002166200603,2.420009510811181
global_xsmom_80,50,trailing_2y,105,2024-08-09,2026-08-07,0.21758086951612254,1.6517891052270106,2.5588979071186935,-0.10503002166200603,2.6947693393581353
global_xsmom_80,50,trailing_3y,157,2023-08-11,2026-08-07,0.18969955565444385,1.536844480741077,2.431387209944398,-0.10503002166200581,2.8167106688436996
global_xsmom_80,50,post_2024,136,2024-01-05,2026-08-07,0.20245844063884233,1.6453286174284696,2.5581791224038697,-0.10503002166200592,2.776884875156128
global_xsmom_80,100,full,1127,2005-01-07,2026-08-07,0.059040226863750656,0.5650915811804288,0.8002764446599389,-0.2181976115227009,2.7325469350400446
global_xsmom_80,100,trailing_1y,53,2025-08-08,2026-08-07,0.23722319894517208,1.7086166035872525,2.6156664644548613,-0.10565499021053582,2.420009510811181
global_xsmom_80,100,trailing_2y,105,2024-08-09,2026-08-07,0.20126888204348603,1.5371333306907582,2.3552756291667563,-0.10565499021053582,2.6947693393581353
global_xsmom_80,100,trailing_3y,157,2023-08-11,2026-08-07,0.1730733031016014,1.4138368471343985,2.207702994527622,-0.10565499021053593,2.8167106688436996
global_xsmom_80,100,post_2024,136,2024-01-05,2026-08-07,0.18587656269555342,1.5207628822772423,2.336280993636315,-0.10565499021053593,2.776884875156128
global_xsmom_100,50,full,1127,2005-01-07,2026-08-07,0.07664141402285596,0.655685011825665,0.9352644932391772,-0.24139541504841766,2.798046287877651
global_xsmom_100,50,trailing_1y,53,2025-08-08,2026-08-07,0.28175793182776077,1.8353782357752615,2.830304831120241,-0.11307852627843595,2.195470245174249
global_xsmom_100,50,trailing_2y,105,2024-08-09,2026-08-07,0.23989188473499912,1.6565315479607758,2.5597899622588964,-0.11307852627843595,2.5570923658991616
global_xsmom_100,50,trailing_3y,157,2023-08-11,2026-08-07,0.2054746059965855,1.512819938469553,2.388110382936404,-0.11307852627843573,2.7633587009546776
global_xsmom_100,50,post_2024,136,2024-01-05,2026-08-07,0.2213110206974942,1.633803954759933,2.5309684969569095,-0.11307852627843573,2.686931169720678
global_xsmom_100,100,full,1127,2005-01-07,2026-08-07,0.061705990962723334,0.54323376813695,0.7674467982056217,-0.24312942325120923,2.798046287877651
global_xsmom_100,100,trailing_1y,53,2025-08-08,2026-08-07,0.26784367490436956,1.7588068241926147,2.6911340233185266,-0.11366732979077687,2.195470245174249
global_xsmom_100,100,trailing_2y,105,2024-08-09,2026-08-07,0.2241103614733102,1.5560883516477957,2.3823112481244193,-0.11366732979077665,2.5570923658991616
global_xsmom_100,100,trailing_3y,157,2023-08-11,2026-08-07,0.1889362067062963,1.4023405395862565,2.188406501701523,-0.11366732979077665,2.7633587009546776
global_xsmom_100,100,post_2024,136,2024-01-05,2026-08-07,0.20500349251255323,1.5233365494301465,2.3352484765836836,-0.11366732979077676,2.686931169720678
global_top2_equal_40,50,full,1127,2005-01-07,2026-08-07,0.0656427549087828,0.6618470439576083,0.9559772972056038,-0.1929233008782424,3.140627973827672
global_top2_equal_40,50,trailing_1y,53,2025-08-08,2026-08-07,0.15477408043334218,1.2809790482136556,1.9876241642759942,-0.12618809910106288,3.692232644114781
global_top2_equal_40,50,trailing_2y,105,2024-08-09,2026-08-07,0.16411078410357915,1.477753199106592,2.3389525555705806,-0.126188099101063,3.6117730507451733
global_top2_equal_40,50,trailing_3y,157,2023-08-11,2026-08-07,0.15050588975743606,1.4281918272730314,2.2823896839442104,-0.12618809910106288,3.338608835907896
global_top2_equal_40,50,post_2024,136,2024-01-05,2026-08-07,0.1569551970379215,1.4978528345053417,2.36710319909305,-0.12618809910106277,3.3845204851626898
global_top2_equal_40,100,full,1127,2005-01-07,2026-08-07,0.04905218554026458,0.5107423455828578,0.7266183530431196,-0.19760969317700583,3.140627973827672
global_top2_equal_40,100,trailing_1y,53,2025-08-08,2026-08-07,0.13373836528562077,1.1268649481306836,1.7243000283788485,-0.13383206391408242,3.692232644114781
global_top2_equal_40,100,trailing_2y,105,2024-08-09,2026-08-07,0.14328589505314326,1.3040036368949852,2.0327751377134984,-0.13383206391408242,3.6117730507451733
global_top2_equal_40,100,trailing_3y,157,2023-08-11,2026-08-07,0.13150419318504758,1.2642275920583317,1.9856671134096064,-0.1338320639140823,3.338608835907896
global_top2_equal_40,100,post_2024,136,2024-01-05,2026-08-07,0.1375613985374553,1.3266545189033987,2.064847957891669,-0.13383206391408242,3.3845204851626898
global_top2_equal_60,50,full,1127,2005-01-07,2026-08-07,0.06969184630352832,0.6110438178054568,0.8780753419180514,-0.24214585630435492,3.1636158073001535
global_top2_equal_60,50,trailing_1y,53,2025-08-08,2026-08-07,0.1639370030872711,1.207651240333827,1.8484455918602551,-0.15426950098327408,3.6061425174601673
global_top2_equal_60,50,trailing_2y,105,2024-08-09,2026-08-07,0.18284074136499662,1.4610122588842842,2.298209375703137,-0.15426950098327352,3.480864573512655
global_top2_equal_60,50,trailing_3y,157,2023-08-11,2026-08-07,0.16371961208605135,1.3667987680888856,2.166146085250693,-0.15426950098327374,3.2193697971870052
global_top2_equal_60,50,post_2024,136,2024-01-05,2026-08-07,0.17294736130145294,1.4506017524836614,2.2701525079142115,-0.15426950098327374,3.212229343049636
global_top2_equal_60,100,full,1127,2005-01-07,2026-08-07,0.052917951573618005,0.4816857799367699,0.6835552425695933,-0.2450910222481265,3.1636158073001535
global_top2_equal_60,100,trailing_1y,53,2025-08-08,2026-08-07,0.1432339027581453,1.0743931346353643,1.6275072080153477,-0.1613010196166076,3.6061425174601673
global_top2_equal_60,100,trailing_2y,105,2024-08-09,2026-08-07,0.16244730316635603,1.31236721459774,2.041037955150773,-0.16130101961660748,3.480864573512655
global_top2_equal_60,100,trailing_3y,157,2023-08-11,2026-08-07,0.14519872110002385,1.2290636544357785,1.9204012203503917,-0.1613010196166076,3.2193697971870052
global_top2_equal_60,100,post_2024,136,2024-01-05,2026-08-07,0.15429277731405433,1.308851693719713,2.024844790007766,-0.1613010196166078,3.212229343049636
global_top2_score_invvol_40,50,full,1127,2005-01-07,2026-08-07,0.06451772164760095,0.6509012437649336,0.9390088747401323,-0.1887868468732744,3.2333320414415283
global_top2_score_invvol_40,50,trailing_1y,53,2025-08-08,2026-08-07,0.16392960114689492,1.3488001166828958,2.1312191910941243,-0.12178536059709721,3.769865771318502
global_top2_score_invvol_40,50,trailing_2y,105,2024-08-09,2026-08-07,0.17322366778225518,1.551825851241108,2.490168625730641,-0.12178536059709699,3.6336485763696045
global_top2_score_invvol_40,50,trailing_3y,157,2023-08-11,2026-08-07,0.1568364159847031,1.4846144314707013,2.3985509964393636,-0.12178536059709721,3.396597370014293
global_top2_score_invvol_40,50,post_2024,136,2024-01-05,2026-08-07,0.16419753489725952,1.5630093303278931,2.500832338597918,-0.12178536059709699,3.428740437009131
global_top2_score_invvol_40,100,full,1127,2005-01-07,2026-08-07,0.047459743413565514,0.4956233782804955,0.7039577153268128,-0.19321135426765612,3.2333320414415283
global_top2_score_invvol_40,100,trailing_1y,53,2025-08-08,2026-08-07,0.14229949932698083,1.1923836615101582,1.8552764893665241,-0.1297319038968182,3.769865771318502
global_top2_score_invvol_40,100,trailing_2y,105,2024-08-09,2026-08-07,0.15211325597600278,1.3767276853764934,2.1722728235713,-0.12973190389681843,3.6336485763696045
global_top2_score_invvol_40,100,trailing_3y,157,2023-08-11,2026-08-07,0.13740478504785325,1.3177136813162444,2.089487198604926,-0.1297319038968182,3.396597370014293
global_top2_score_invvol_40,100,post_2024,136,2024-01-05,2026-08-07,0.14443312398769037,1.3892191308462665,2.185842427062041,-0.1297319038968182,3.428740437009131
global_top2_score_invvol_60,50,full,1127,2005-01-07,2026-08-07,0.0678226034605065,0.5956592143473508,0.8544701577539374,-0.23442135462965663,3.3335240029184305
global_top2_score_invvol_60,50,trailing_1y,53,2025-08-08,2026-08-07,0.17766346418152135,1.2941048306163432,2.022037548663561,-0.14774529214508314,3.739472934916402
global_top2_score_invvol_60,50,trailing_2y,105,2024-08-09,2026-08-07,0.19650215762922785,1.5538884244171074,2.4851169739714867,-0.14774529214508303,3.5477514030511568
global_top2_score_invvol_60,50,trailing_3y,157,2023-08-11,2026-08-07,0.17315599091253553,1.436966507433784,2.306832263244765,-0.14774529214508292,3.332479842032493
global_top2_score_invvol_60,50,post_2024,136,2024-01-05,2026-08-07,0.18377018702288117,1.531676517698431,2.4326641520037002,-0.14774529214508303,3.3084430656149513
global_top2_score_invvol_60,100,full,1127,2005-01-07,2026-08-07,0.0501864753169714,0.45972897001258295,0.65081065548687,-0.24972271603043794,3.3335240029184305
global_top2_score_invvol_60,100,trailing_1y,53,2025-08-08,2026-08-07,0.1559711645757591,1.157354593757925,1.7864744239468973,-0.1552437453357074,3.739472934916402
global_top2_score_invvol_60,100,trailing_2y,105,2024-08-09,2026-08-07,0.1754841367526785,1.4024608125605436,2.2127282215996558,-0.15524374533570728,3.5477514030511568
global_top2_score_invvol_60,100,trailing_3y,157,2023-08-11,2026-08-07,0.15383887129401086,1.2945769023704425,2.0452706220902748,-0.15524374533570706,3.332479842032493
global_top2_score_invvol_60,100,post_2024,136,2024-01-05,2026-08-07,0.16438832347076904,1.3856154122500492,2.1711919035649445,-0.15524374533570762,3.3084430656149513
global_top4_equal_40,50,full,1127,2005-01-07,2026-08-07,0.06902189259495861,0.7476105328788467,1.0837180447206145,-0.1599436111815251,2.769599941976483
global_top4_equal_40,50,trailing_1y,53,2025-08-08,2026-08-07,0.1876007889329918,1.6019078642043119,2.4530717911707125,-0.09319988614327124,3.5683222920966946
global_top4_equal_40,50,trailing_2y,105,2024-08-09,2026-08-07,0.17048008169928885,1.5336042307726263,2.390801600052306,-0.09319988614327135,3.4407052433412226
global_top4_equal_40,50,trailing_3y,157,2023-08-11,2026-08-07,0.15479435026195376,1.4767235769915257,2.341487798694012,-0.09319988614327124,3.248520851826379
global_top4_equal_40,50,post_2024,136,2024-01-05,2026-08-07,0.16351910455273733,1.5674145505746622,2.4574963211198084,-0.09319988614327135,3.2902535159214015
global_top4_equal_40,100,full,1127,2005-01-07,2026-08-07,0.05433595987564499,0.6018853315834756,0.8595678114608193,-0.1704696690746491,2.769599941976483
global_top4_equal_40,100,trailing_1y,53,2025-08-08,2026-08-07,0.16670949288387304,1.4465387315442517,2.178849030109772,-0.09410435980581555,3.5683222920966946
global_top4_equal_40,100,trailing_2y,105,2024-08-09,2026-08-07,0.15052345320003102,1.3671355703589692,2.0951461399654154,-0.09410435980581577,3.4407052433412226
global_top4_equal_40,100,trailing_3y,157,2023-08-11,2026-08-07,0.13621184486450733,1.3133647824958037,2.0445137746030135,-0.09410435980581577,3.248520851826379
global_top4_equal_40,100,post_2024,136,2024-01-05,2026-08-07,0.14453913175195732,1.3972937394888056,2.153314036749411,-0.09410435980581566,3.2902535159214015
global_top4_equal_60,50,full,1127,2005-01-07,2026-08-07,0.07510711982800267,0.7259163296901667,1.0514696031101054,-0.20602557149013534,2.6220141973741473
global_top4_equal_60,50,trailing_1y,53,2025-08-08,2026-08-07,0.21307124893864993,1.6402298952240635,2.4877744224839455,-0.10347829380499063,3.6052966224040865
global_top4_equal_60,50,trailing_2y,105,2024-08-09,2026-08-07,0.19180428427253116,1.5371696266732322,2.395091100312102,-0.10347829380499063,3.3668193685766887
global_top4_equal_60,50,trailing_3y,157,2023-08-11,2026-08-07,0.1697926204634732,1.4388056582512718,2.276576659815409,-0.10347829380499063,3.18691199038956
global_top4_equal_60,50,post_2024,136,2024-01-05,2026-08-07,0.18246066388883153,1.5524805842947094,2.42443287016484,-0.10347829380499052,3.1812474419868177
global_top4_equal_60,100,full,1127,2005-01-07,2026-08-07,0.061123974832285155,0.6040812007603222,0.8642993156746981,-0.21453927732906797,2.6220141973741473
global_top4_equal_60,100,trailing_1y,53,2025-08-08,2026-08-07,0.19152427662336313,1.497662671180167,2.2370015901358453,-0.10447113019860943,3.6052966224040865
global_top4_equal_60,100,trailing_2y,105,2024-08-09,2026-08-07,0.1719289899405656,1.3922127310553836,2.13823616313699,-0.10447113019860921,3.3668193685766887
global_top4_equal_60,100,trailing_3y,157,2023-08-11,2026-08-07,0.1513318729292128,1.2970321224345038,2.0202234907764742,-0.10447113019860943,3.18691199038956
global_top4_equal_60,100,post_2024,136,2024-01-05,2026-08-07,0.16381619942330627,1.406929063109176,2.1657315736448415,-0.10447113019860932,3.1812474419868177
global_top4_score_invvol_40,50,full,1127,2005-01-07,2026-08-07,0.06920255444116963,0.7478150862879879,1.0838384924294897,-0.15511726026544093,2.9327160011333913
global_top4_score_invvol_40,50,trailing_1y,53,2025-08-08,2026-08-07,0.19769751960723303,1.6800990488990526,2.62892641310717,-0.09225221745362533,3.5556879562952246
global_top4_score_invvol_40,50,trailing_2y,105,2024-08-09,2026-08-07,0.1835442988903091,1.6703512046628235,2.6556284845381604,-0.09225221745362544,3.4461404321423372
global_top4_score_invvol_40,50,trailing_3y,157,2023-08-11,2026-08-07,0.16311460432068703,1.5704333176937815,2.5284351701120484,-0.09225221745362533,3.295861010303175
global_top4_score_invvol_40,50,post_2024,136,2024-01-05,2026-08-07,0.17337640311730595,1.681451893726777,2.6823118296875625,-0.09225221745362533,3.2980826154315888
global_top4_score_invvol_40,100,full,1127,2005-01-07,2026-08-07,0.05365791323598135,0.5940394834847029,0.8478541523673366,-0.15718618269685347,2.9327160011333913
global_top4_score_invvol_40,100,trailing_1y,53,2025-08-08,2026-08-07,0.17670921789424354,1.5257271499672473,2.3468195580121254,-0.09310024709805065,3.5556879562952246
global_top4_score_invvol_40,100,trailing_2y,105,2024-08-09,2026-08-07,0.16334219730042943,1.500038616215276,2.3436526573879246,-0.09310024709805054,3.4461404321423372
global_top4_score_invvol_40,100,trailing_3y,157,2023-08-11,2026-08-07,0.1441412516374141,1.4032475681638468,2.217030459747759,-0.09310024709805054,3.295861010303175
global_top4_score_invvol_40,100,post_2024,136,2024-01-05,2026-08-07,0.15420494069033674,1.50866926465854,2.3651088542114196,-0.09310024709805054,3.2980826154315888
global_top4_score_invvol_60,50,full,1127,2005-01-07,2026-08-07,0.07500424241939196,0.7234186752941878,1.046662419046125,-0.17523339890950917,2.9367533446152367
global_top4_score_invvol_60,50,trailing_1y,53,2025-08-08,2026-08-07,0.22849318380836992,1.7472767538341105,2.7209780811196715,-0.10207824846106006,3.6004103799774088
global_top4_score_invvol_60,50,trailing_2y,105,2024-08-09,2026-08-07,0.2116590007025385,1.7245822964677209,2.7539039467716164,-0.10207824846106028,3.413093096066106
global_top4_score_invvol_60,50,trailing_3y,157,2023-08-11,2026-08-07,0.1822577258830218,1.5627342191852716,2.5191651722653616,-0.10207824846106006,3.298334330928992
global_top4_score_invvol_60,50,post_2024,136,2024-01-05,2026-08-07,0.19729140611468465,1.7048523321551703,2.719327221083167,-0.10207824846106028,3.238860511961199
global_top4_score_invvol_60,100,full,1127,2005-01-07,2026-08-07,0.05936002262800533,0.5875017509372098,0.8388693490160383,-0.17695582612874194,2.9367533446152367
global_top4_score_invvol_60,100,trailing_1y,53,2025-08-08,2026-08-07,0.2067125092871145,1.6054692685215795,2.459676455606189,-0.10299458525736838,3.6004103799774088
global_top4_score_invvol_60,100,trailing_2y,105,2024-08-09,2026-08-07,0.19118499860542282,1.5726330150378336,2.4734984849087533,-0.10299458525736849,3.413093096066106
global_top4_score_invvol_60,100,trailing_3y,157,2023-08-11,2026-08-07,0.16297041233664644,1.4139818282169585,2.241335464226038,-0.10299458525736838,3.298334330928992
global_top4_score_invvol_60,100,post_2024,136,2024-01-05,2026-08-07,0.1780920697957582,1.5537264543977478,2.441051468756957,-0.10299458525736838,3.238860511961199
sector_top2_equal_20,50,full,1127,2005-01-07,2026-08-07,0.0706749425079305,0.7158182594035682,1.0201331564846006,-0.19516988959316328,2.8940639908701855
sector_top2_equal_20,50,trailing_1y,53,2025-08-08,2026-08-07,0.1797541807333658,1.6078022253616218,2.5381624228542004,-0.087160723626449,3.0599326377066784
sector_top2_equal_20,50,trailing_2y,105,2024-08-09,2026-08-07,0.17004520949678992,1.5423075070546732,2.424070697971372,-0.087160723626449,3.07167868814558
sector_top2_equal_20,50,trailing_3y,157,2023-08-11,2026-08-07,0.1537096386024559,1.4695186446015813,2.3485417765729117,-0.08716072362644911,3.024403722617323
sector_top2_equal_20,50,post_2024,136,2024-01-05,2026-08-07,0.15991936046066724,1.5484082997824915,2.438700877552737,-0.087160723626449,3.0361544003070526
sector_top2_equal_20,100,full,1127,2005-01-07,2026-08-07,0.05530294221534682,0.5742631645886079,0.807680786000798,-0.19700880396216824,2.8940639908701855
sector_top2_equal_20,100,trailing_1y,53,2025-08-08,2026-08-07,0.16191368257231775,1.4663852792481895,2.280273143550578,-0.08790021800304681,3.0599326377066784
sector_top2_equal_20,100,trailing_2y,105,2024-08-09,2026-08-07,0.15219093293049357,1.3892145423074398,2.148204295965243,-0.08790021800304693,3.07167868814558
sector_top2_equal_20,100,trailing_3y,157,2023-08-11,2026-08-07,0.1364033781311016,1.3158020653829217,2.0645720560934766,-0.08790021800304693,3.024403722617323
sector_top2_equal_20,100,post_2024,136,2024-01-05,2026-08-07,0.1424310135785405,1.3880622940394745,2.1488651969478014,-0.08790021800304681,3.0361544003070526
sector_top2_equal_30,50,full,1127,2005-01-07,2026-08-07,0.07302476385072931,0.6921272347121364,0.9829703547760714,-0.20951153781472576,2.921959633219227
sector_top2_equal_30,50,trailing_1y,53,2025-08-08,2026-08-07,0.17285846011766992,1.5430156084329065,2.4547249990521203,-0.08629365249775112,3.045365586295229
sector_top2_equal_30,50,trailing_2y,105,2024-08-09,2026-08-07,0.1686384673733088,1.4858604446271233,2.3382894639356824,-0.08629365249775134,3.0281950426035733
sector_top2_equal_30,50,trailing_3y,157,2023-08-11,2026-08-07,0.1517404238910478,1.4007824953801542,2.2348967177015235,-0.08629365249775112,2.9982640853156357
sector_top2_equal_30,50,post_2024,136,2024-01-05,2026-08-07,0.1576540967994382,1.4774963080040742,2.3249813487253697,-0.08629365249775123,2.991193923798083
sector_top2_equal_30,100,full,1127,2005-01-07,2026-08-07,0.0574674862019291,0.5593313423074684,0.7847186197895432,-0.2113299694113293,2.921959633219227
sector_top2_equal_30,100,trailing_1y,53,2025-08-08,2026-08-07,0.15519469554167897,1.402025255770239,2.1980636972830867,-0.08694027750655953,3.045365586295229
sector_top2_equal_30,100,trailing_2y,105,2024-08-09,2026-08-07,0.15104534719240514,1.3391534014887405,2.075281537779383,-0.08694027750655964,3.0281950426035733
sector_top2_equal_30,100,trailing_3y,157,2023-08-11,2026-08-07,0.13460621621051616,1.2540360172175813,1.96574765572768,-0.08694027750655942,2.9982640853156357
sector_top2_equal_30,100,post_2024,136,2024-01-05,2026-08-07,0.14044724597709268,1.3247789856148848,2.050730157356698,-0.08694027750655942,2.991193923798083
sector_top2_equal_40,50,full,1127,2005-01-07,2026-08-07,0.07517051487322957,0.665528646607424,0.9431549424080823,-0.22391357206128826,2.9498552755682694
sector_top2_equal_40,50,trailing_1y,53,2025-08-08,2026-08-07,0.16583406809097512,1.4606168163513076,2.347651072399597,-0.08543769087480124,3.030798534883782
sector_top2_equal_40,50,trailing_2y,105,2024-08-09,2026-08-07,0.16705889232807425,1.4173640538028431,2.2310651391844454,-0.08543769087480091,2.9847113970615657
sector_top2_equal_40,50,trailing_3y,157,2023-08-11,2026-08-07,0.14961149141327268,1.3230812292724536,2.1054709485426826,-0.08543769087480102,2.9721244480139477
sector_top2_equal_40,50,post_2024,136,2024-01-05,2026-08-07,0.15522978972798618,1.3956912603446017,2.1937848130631203,-0.08543769087480124,2.9462334472891127
