candidate,first_hash,second_hash,deterministic
ceiling_blend::gain_to_pain_26__top2__score_invvol::25,1b92fda7a21f9919d1b300cc39fcd07673367465f90fc0673a02ca26dc401280,1b92fda7a21f9919d1b300cc39fcd07673367465f90fc0673a02ca26dc401280,True
xlk_blend::gain_to_pain_26__top2__score_invvol::50,555922a7115f1bd370f27eb5c5ef9cf639eec2836f2d68707ebbf3d6cc63db83,555922a7115f1bd370f27eb5c5ef9cf639eec2836f2d68707ebbf3d6cc63db83,True
ceiling_blend::gain_to_pain_26__top2__score_invvol::50,aeae3dfc814815bbb3276ce418b5954600248a86f1525b34dd2714b2bc5e6f1f,aeae3dfc814815bbb3276ce418b5954600248a86f1525b34dd2714b2bc5e6f1f,True
xlk_blend::gain_to_pain_26__top2__score_invvol::75,a72b07cf6d019af777d714e8e4bae4cbc6f415d05c95fe15fb8df455aa118418,a72b07cf6d019af777d714e8e4bae4cbc6f415d05c95fe15fb8df455aa118418,True
ceiling_blend::gain_to_pain_26__top2__score_invvol::75,81010ca80cc3d01e52fb9ef5dd36bdb0306b464ba94d91e1fbbdb569b6ca5874,81010ca80cc3d01e52fb9ef5dd36bdb0306b464ba94d91e1fbbdb569b6ca5874,True
regime::tech_leadership::gain_to_pain_26__top2__score_invvol,60ff6cbb108060c06c00b9158ecedfa85f17283bcc358bb5f6a1279877cb8b87,60ff6cbb108060c06c00b9158ecedfa85f17283bcc358bb5f6a1279877cb8b87,True
regime::broad_risk_on::gain_to_pain_26__top2__score_invvol,cc7a2520dbd5ca7a2ca91504c879c207f47295f9226819a09e12eb9cb64a2ff4,cc7a2520dbd5ca7a2ca91504c879c207f47295f9226819a09e12eb9cb64a2ff4,True
regime::high_dispersion::gain_to_pain_26__top2__score_invvol,3ab2fb7c9e3684155776c35533bb8ebffceafa227ba6d5d0bb45d2676b26ec7e,3ab2fb7c9e3684155776c35533bb8ebffceafa227ba6d5d0bb45d2676b26ec7e,True
regime::low_volatility_risk_on::gain_to_pain_26__top2__score_invvol,cfd21d5b9d02f68f17b2f3520421f63d3d379926942af0ba9baa2421b9b190e9,cfd21d5b9d02f68f17b2f3520421f63d3d379926942af0ba9baa2421b9b190e9,True
standalone::gain_to_pain_26__top3__equal,bacd87220d02809c801e28613ed64e74d105ab64aff1d77a7bab0bb8c59f982c,bacd87220d02809c801e28613ed64e74d105ab64aff1d77a7bab0bb8c59f982c,True
xlk_blend::gain_to_pain_26__top3__equal::25,42a81d5df69c47a1600f5072ff5c0eba4feb7634bca42fb60466aea973ffb096,42a81d5df69c47a1600f5072ff5c0eba4feb7634bca42fb60466aea973ffb096,True
ceiling_blend::gain_to_pain_26__top3__equal::25,3b799900840faa195855ebf1efc64c835458fa4d945206e0e39a91bdec3d83e0,3b799900840faa195855ebf1efc64c835458fa4d945206e0e39a91bdec3d83e0,True
xlk_blend::gain_to_pain_26__top3__equal::50,ab507b924a4ff700c16ae253cad8f090bb322ed2b5b83dfb648e9219692521fb,ab507b924a4ff700c16ae253cad8f090bb322ed2b5b83dfb648e9219692521fb,True
ceiling_blend::gain_to_pain_26__top3__equal::50,ebb12e6aac39902e753605e4d5bde404a91abf17f0bdce66f175f534c27e96aa,ebb12e6aac39902e753605e4d5bde404a91abf17f0bdce66f175f534c27e96aa,True
xlk_blend::gain_to_pain_26__top3__equal::75,d7b58cefcf3a9c722125c1160aaff26d4d3837f56443fccd6383d81194fd7352,d7b58cefcf3a9c722125c1160aaff26d4d3837f56443fccd6383d81194fd7352,True
ceiling_blend::gain_to_pain_26__top3__equal::75,767c05b5ae9b2131f36a12e574df853f2a12c4e86cabf167888649d1ecce7c6d,767c05b5ae9b2131f36a12e574df853f2a12c4e86cabf167888649d1ecce7c6d,True
regime::tech_leadership::gain_to_pain_26__top3__equal,81f07e5879244747e4acdaa539834e5de3fab82d218f987c927c12a04caf5a09,81f07e5879244747e4acdaa539834e5de3fab82d218f987c927c12a04caf5a09,True
regime::broad_risk_on::gain_to_pain_26__top3__equal,23d7106fce5e77e574b05c27052aa9ff178ec416082b0f657637182ccc022eaf,23d7106fce5e77e574b05c27052aa9ff178ec416082b0f657637182ccc022eaf,True
regime::high_dispersion::gain_to_pain_26__top3__equal,05a2eabbdfd48498d95b2e3a565ed1be4c1c2f144966011389f2774b2d00f532,05a2eabbdfd48498d95b2e3a565ed1be4c1c2f144966011389f2774b2d00f532,True
regime::low_volatility_risk_on::gain_to_pain_26__top3__equal,23aea23488f85083720fbfa77b0748e499e3dfb50468da908a5b86ebd91a99b9,23aea23488f85083720fbfa77b0748e499e3dfb50468da908a5b86ebd91a99b9,True
standalone::gain_to_pain_26__top3__score_invvol,564deea3e835aa9d057b7672646a25d1373dfd0f1c3b53fa7644096b4befcac8,564deea3e835aa9d057b7672646a25d1373dfd0f1c3b53fa7644096b4befcac8,True
xlk_blend::gain_to_pain_26__top3__score_invvol::25,4b4862afa368d9da3ce68c3b266fea0c9ab8b3f7bfcdaacecdf9f7d91b7ca799,4b4862afa368d9da3ce68c3b266fea0c9ab8b3f7bfcdaacecdf9f7d91b7ca799,True
ceiling_blend::gain_to_pain_26__top3__score_invvol::25,82f345fd3479d117dbfa11a167855464ac6b9e292632354ab5453cecea22ea36,82f345fd3479d117dbfa11a167855464ac6b9e292632354ab5453cecea22ea36,True
xlk_blend::gain_to_pain_26__top3__score_invvol::50,cf2379b7c6ab404333fe56e1a350073f36f35db0145dcaa41bb7b26906f4e246,cf2379b7c6ab404333fe56e1a350073f36f35db0145dcaa41bb7b26906f4e246,True
ceiling_blend::gain_to_pain_26__top3__score_invvol::50,e36420fb5de99d1b6294bfe0a0342cb81643ea8e16f4f2c37372f63cc4557201,e36420fb5de99d1b6294bfe0a0342cb81643ea8e16f4f2c37372f63cc4557201,True
xlk_blend::gain_to_pain_26__top3__score_invvol::75,49724b0c0e4c723482210ce67a69d3503ee0017e098e1d439f2e299fbce46292,49724b0c0e4c723482210ce67a69d3503ee0017e098e1d439f2e299fbce46292,True
ceiling_blend::gain_to_pain_26__top3__score_invvol::75,b5da08f678c8b48c1cfec84d6b999d1beb8c4d5a949f5f91c6c2aefc789b4473,b5da08f678c8b48c1cfec84d6b999d1beb8c4d5a949f5f91c6c2aefc789b4473,True
regime::tech_leadership::gain_to_pain_26__top3__score_invvol,3591ed62643a1825b4cc4f34b32c7eced95230f420053df9d5d9198015c8ba8d,3591ed62643a1825b4cc4f34b32c7eced95230f420053df9d5d9198015c8ba8d,True
regime::broad_risk_on::gain_to_pain_26__top3__score_invvol,897e5e242b093b7eb4fed29c741fe54855460fd4a3645355c087e2cc90dbfd01,897e5e242b093b7eb4fed29c741fe54855460fd4a3645355c087e2cc90dbfd01,True
regime::high_dispersion::gain_to_pain_26__top3__score_invvol,194932a281f0ef4e6b9710943e40f2378b239858eda588ef110d1db7e9f5b999,194932a281f0ef4e6b9710943e40f2378b239858eda588ef110d1db7e9f5b999,True
regime::low_volatility_risk_on::gain_to_pain_26__top3__score_invvol,bfefc7c18fef7518e7ddc5f5e7e3f9eacca1811f81033257391212be628e17c9,bfefc7c18fef7518e7ddc5f5e7e3f9eacca1811f81033257391212be628e17c9,True
standalone::gain_to_pain_52__top1__equal,ef8e4f4a31bb6ee5fe38dddf05b4cff510308f23ff08517f568aa0bb8d0c522b,ef8e4f4a31bb6ee5fe38dddf05b4cff510308f23ff08517f568aa0bb8d0c522b,True
xlk_blend::gain_to_pain_52__top1__equal::25,28f8b94730d8092f4424e25598c769edd7c88b4055dd844bccb91b700fc1d51b,28f8b94730d8092f4424e25598c769edd7c88b4055dd844bccb91b700fc1d51b,True
ceiling_blend::gain_to_pain_52__top1__equal::25,8280aaf9180c1e83109af1b223797e6aae7e4fce02fe7034f3e5b753063af892,8280aaf9180c1e83109af1b223797e6aae7e4fce02fe7034f3e5b753063af892,True
xlk_blend::gain_to_pain_52__top1__equal::50,79972791074581364a3bfef241a2625871754975e32f069832cb990905aedce8,79972791074581364a3bfef241a2625871754975e32f069832cb990905aedce8,True
ceiling_blend::gain_to_pain_52__top1__equal::50,6db55288bf6008fd81a217f73c87216d4bf5e5f9614a66941b843801df569bd2,6db55288bf6008fd81a217f73c87216d4bf5e5f9614a66941b843801df569bd2,True
xlk_blend::gain_to_pain_52__top1__equal::75,3219a96b2789316cece9055a59b77515c44fb9beda6d3e9d92c0e0ba930f933a,3219a96b2789316cece9055a59b77515c44fb9beda6d3e9d92c0e0ba930f933a,True
ceiling_blend::gain_to_pain_52__top1__equal::75,7873ae1dd37612f655f22ae49deb7ca6c9cde23db46296340a016ee1bf40536b,7873ae1dd37612f655f22ae49deb7ca6c9cde23db46296340a016ee1bf40536b,True
regime::tech_leadership::gain_to_pain_52__top1__equal,00951f8515d177e5188d3a5bd8fca78a0b9ba7e89a90f1ee7ad2f018eb111883,00951f8515d177e5188d3a5bd8fca78a0b9ba7e89a90f1ee7ad2f018eb111883,True
regime::broad_risk_on::gain_to_pain_52__top1__equal,8ec82e10a8b361c67547e7d2d98ce92986df73e0393217ebd888e533a34fe567,8ec82e10a8b361c67547e7d2d98ce92986df73e0393217ebd888e533a34fe567,True
regime::high_dispersion::gain_to_pain_52__top1__equal,444d1ad606763e609d5fd70508552685eb52d26b2451b8c3d8be503e2069f338,444d1ad606763e609d5fd70508552685eb52d26b2451b8c3d8be503e2069f338,True
regime::low_volatility_risk_on::gain_to_pain_52__top1__equal,a37c8f4d7b5e7154a5acdb352c146c2053b11d709ca3f3220e19a6675f3202c2,a37c8f4d7b5e7154a5acdb352c146c2053b11d709ca3f3220e19a6675f3202c2,True
standalone::gain_to_pain_52__top1__score_invvol,ef8e4f4a31bb6ee5fe38dddf05b4cff510308f23ff08517f568aa0bb8d0c522b,ef8e4f4a31bb6ee5fe38dddf05b4cff510308f23ff08517f568aa0bb8d0c522b,True
xlk_blend::gain_to_pain_52__top1__score_invvol::25,28f8b94730d8092f4424e25598c769edd7c88b4055dd844bccb91b700fc1d51b,28f8b94730d8092f4424e25598c769edd7c88b4055dd844bccb91b700fc1d51b,True
ceiling_blend::gain_to_pain_52__top1__score_invvol::25,8280aaf9180c1e83109af1b223797e6aae7e4fce02fe7034f3e5b753063af892,8280aaf9180c1e83109af1b223797e6aae7e4fce02fe7034f3e5b753063af892,True
xlk_blend::gain_to_pain_52__top1__score_invvol::50,79972791074581364a3bfef241a2625871754975e32f069832cb990905aedce8,79972791074581364a3bfef241a2625871754975e32f069832cb990905aedce8,True
ceiling_blend::gain_to_pain_52__top1__score_invvol::50,6db55288bf6008fd81a217f73c87216d4bf5e5f9614a66941b843801df569bd2,6db55288bf6008fd81a217f73c87216d4bf5e5f9614a66941b843801df569bd2,True
xlk_blend::gain_to_pain_52__top1__score_invvol::75,3219a96b2789316cece9055a59b77515c44fb9beda6d3e9d92c0e0ba930f933a,3219a96b2789316cece9055a59b77515c44fb9beda6d3e9d92c0e0ba930f933a,True
ceiling_blend::gain_to_pain_52__top1__score_invvol::75,7873ae1dd37612f655f22ae49deb7ca6c9cde23db46296340a016ee1bf40536b,7873ae1dd37612f655f22ae49deb7ca6c9cde23db46296340a016ee1bf40536b,True
regime::tech_leadership::gain_to_pain_52__top1__score_invvol,00951f8515d177e5188d3a5bd8fca78a0b9ba7e89a90f1ee7ad2f018eb111883,00951f8515d177e5188d3a5bd8fca78a0b9ba7e89a90f1ee7ad2f018eb111883,True
regime::broad_risk_on::gain_to_pain_52__top1__score_invvol,8ec82e10a8b361c67547e7d2d98ce92986df73e0393217ebd888e533a34fe567,8ec82e10a8b361c67547e7d2d98ce92986df73e0393217ebd888e533a34fe567,True
regime::high_dispersion::gain_to_pain_52__top1__score_invvol,444d1ad606763e609d5fd70508552685eb52d26b2451b8c3d8be503e2069f338,444d1ad606763e609d5fd70508552685eb52d26b2451b8c3d8be503e2069f338,True
regime::low_volatility_risk_on::gain_to_pain_52__top1__score_invvol,a37c8f4d7b5e7154a5acdb352c146c2053b11d709ca3f3220e19a6675f3202c2,a37c8f4d7b5e7154a5acdb352c146c2053b11d709ca3f3220e19a6675f3202c2,True
standalone::gain_to_pain_52__top2__equal,158ab0eb83d8c5549179bc604bbde403c49e12c4a89cd796a55a7f65285750de,158ab0eb83d8c5549179bc604bbde403c49e12c4a89cd796a55a7f65285750de,True
xlk_blend::gain_to_pain_52__top2__equal::25,3d5e8fb1f52c6fd19da8d53c9349bbecffa25d1fbee3b42004d12fdeb9231bce,3d5e8fb1f52c6fd19da8d53c9349bbecffa25d1fbee3b42004d12fdeb9231bce,True
ceiling_blend::gain_to_pain_52__top2__equal::25,4271ba45043db8ed30e7db2c14ae2d25470552632db2badc5f20ae880aef50f9,4271ba45043db8ed30e7db2c14ae2d25470552632db2badc5f20ae880aef50f9,True
xlk_blend::gain_to_pain_52__top2__equal::50,efb3d51e42928fb7d904e52aaa53d952cb256746b699766f113e5fc6224241fe,efb3d51e42928fb7d904e52aaa53d952cb256746b699766f113e5fc6224241fe,True
ceiling_blend::gain_to_pain_52__top2__equal::50,68d6dd28968b95753a5247d5f1d7718d31b25842a401d3f07b1f0ff1d437bc52,68d6dd28968b95753a5247d5f1d7718d31b25842a401d3f07b1f0ff1d437bc52,True
xlk_blend::gain_to_pain_52__top2__equal::75,43b776998094b4e6e25837a9b8b7b379fc34505ab156d4c59ff45ab1ee84fbcb,43b776998094b4e6e25837a9b8b7b379fc34505ab156d4c59ff45ab1ee84fbcb,True
ceiling_blend::gain_to_pain_52__top2__equal::75,8aa1a41f2a0f57b9d8d121839ed6366f679823ada83c422f8e98434860349bbc,8aa1a41f2a0f57b9d8d121839ed6366f679823ada83c422f8e98434860349bbc,True
regime::tech_leadership::gain_to_pain_52__top2__equal,92de4121f6a36d0125c7726b50b6c70c781f1462c61b5b51faa355f54272c53c,92de4121f6a36d0125c7726b50b6c70c781f1462c61b5b51faa355f54272c53c,True
regime::broad_risk_on::gain_to_pain_52__top2__equal,ae8e370d61535df5406696fd068edd4b6baba0d8ff1607157542d02ca7a38948,ae8e370d61535df5406696fd068edd4b6baba0d8ff1607157542d02ca7a38948,True
regime::high_dispersion::gain_to_pain_52__top2__equal,d487114b97fa942a70d0bdcf58167d975e3773e6007c1b180fe565bbada3eb70,d487114b97fa942a70d0bdcf58167d975e3773e6007c1b180fe565bbada3eb70,True
regime::low_volatility_risk_on::gain_to_pain_52__top2__equal,88628502d55f29e889083f23824f24b8bbc576d2b8fe136b51ab56c965b22bf9,88628502d55f29e889083f23824f24b8bbc576d2b8fe136b51ab56c965b22bf9,True
standalone::gain_to_pain_52__top2__score_invvol,bcf6063f9846e64a03d5c0bc99f695b366f60bf2148f1ef258846eae9277b155,bcf6063f9846e64a03d5c0bc99f695b366f60bf2148f1ef258846eae9277b155,True
xlk_blend::gain_to_pain_52__top2__score_invvol::25,919c10ade6ab41a1a0246e4ea523e4bf1fc84debcf6b94163c6e7b089b34d7bc,919c10ade6ab41a1a0246e4ea523e4bf1fc84debcf6b94163c6e7b089b34d7bc,True
ceiling_blend::gain_to_pain_52__top2__score_invvol::25,c7bf9a247ed13187cc408f45c5859f2fc6b7db0eb831e4a114d85d3d47f9cf8e,c7bf9a247ed13187cc408f45c5859f2fc6b7db0eb831e4a114d85d3d47f9cf8e,True
xlk_blend::gain_to_pain_52__top2__score_invvol::50,e89843dce49531b65d6705c404f51a8065461349013136ae85318ec7b14215fc,e89843dce49531b65d6705c404f51a8065461349013136ae85318ec7b14215fc,True
ceiling_blend::gain_to_pain_52__top2__score_invvol::50,17a2fe48f0020347df7e904d5ef722c9497f443aef527a68e2b7ee3a19c91315,17a2fe48f0020347df7e904d5ef722c9497f443aef527a68e2b7ee3a19c91315,True
xlk_blend::gain_to_pain_52__top2__score_invvol::75,2b3045b9fbad68d5f21e78c79aa700f4511b96a384136b855b3c0ab2651f1733,2b3045b9fbad68d5f21e78c79aa700f4511b96a384136b855b3c0ab2651f1733,True
ceiling_blend::gain_to_pain_52__top2__score_invvol::75,d96568d19bd2150f24024f3bdd19367033b3da96761df96b94c12bbc80d528d2,d96568d19bd2150f24024f3bdd19367033b3da96761df96b94c12bbc80d528d2,True
regime::tech_leadership::gain_to_pain_52__top2__score_invvol,683e28ece8b8f2cd4463e0560aaeb56ff8902884a22d95a9ca6eb1dceab53770,683e28ece8b8f2cd4463e0560aaeb56ff8902884a22d95a9ca6eb1dceab53770,True
regime::broad_risk_on::gain_to_pain_52__top2__score_invvol,c7cdc13ea462bc5304f39aca62126dbaa8f6c3f6f0b39f34cc51c034ab28a63f,c7cdc13ea462bc5304f39aca62126dbaa8f6c3f6f0b39f34cc51c034ab28a63f,True
regime::high_dispersion::gain_to_pain_52__top2__score_invvol,37b29627664a8a4b61cff7bc1e1c461becd48629641aae8efbf4768e0ef87df2,37b29627664a8a4b61cff7bc1e1c461becd48629641aae8efbf4768e0ef87df2,True
regime::low_volatility_risk_on::gain_to_pain_52__top2__score_invvol,2cbb20842289ba6fe2b2abb6613f20ee4eb3504a7b760d13d708e990818885fe,2cbb20842289ba6fe2b2abb6613f20ee4eb3504a7b760d13d708e990818885fe,True
standalone::gain_to_pain_52__top3__equal,7ddd9f037cc6453dbf4ab7c84f3b1f75dbfa9a6e909a01733552338dd6d3068e,7ddd9f037cc6453dbf4ab7c84f3b1f75dbfa9a6e909a01733552338dd6d3068e,True
xlk_blend::gain_to_pain_52__top3__equal::25,51ffac65ddd323358d54da65a94561c2af15f3692f5a862205166675360e9aee,51ffac65ddd323358d54da65a94561c2af15f3692f5a862205166675360e9aee,True
ceiling_blend::gain_to_pain_52__top3__equal::25,e84196481297313e2191ac2deaf11b905ecdf34f6c65a4d16b13297f50231924,e84196481297313e2191ac2deaf11b905ecdf34f6c65a4d16b13297f50231924,True
xlk_blend::gain_to_pain_52__top3__equal::50,55699cf73298b4b613404c1588d8b5df6989b3a2ae8c21b8d05077cbdd2a8ea1,55699cf73298b4b613404c1588d8b5df6989b3a2ae8c21b8d05077cbdd2a8ea1,True
ceiling_blend::gain_to_pain_52__top3__equal::50,00a30ad2c416abaf7f989eafb887fea8723ce2d0f803ae4908e96dde4f23da05,00a30ad2c416abaf7f989eafb887fea8723ce2d0f803ae4908e96dde4f23da05,True
xlk_blend::gain_to_pain_52__top3__equal::75,3c2e7043dac9a723907af9603381e53b5eea4b37ea6b32ac9b34503e72c75608,3c2e7043dac9a723907af9603381e53b5eea4b37ea6b32ac9b34503e72c75608,True
ceiling_blend::gain_to_pain_52__top3__equal::75,5b6da7c79eafa762956eec47fb661be8cf75238888eac1c85a837ec8c333a264,5b6da7c79eafa762956eec47fb661be8cf75238888eac1c85a837ec8c333a264,True
regime::tech_leadership::gain_to_pain_52__top3__equal,f9e0eb520ebad150dd7b857a515ddde956ab3e5b1f54ee8c196047edca972664,f9e0eb520ebad150dd7b857a515ddde956ab3e5b1f54ee8c196047edca972664,True
regime::broad_risk_on::gain_to_pain_52__top3__equal,6e986e2e065010c450df0b476bb8123e4e32b0eb6234ddc96ea040f01a177bd1,6e986e2e065010c450df0b476bb8123e4e32b0eb6234ddc96ea040f01a177bd1,True
regime::high_dispersion::gain_to_pain_52__top3__equal,950d528bffbc52a4af3a947fe8653219bcde38ad0f8703502aed0aa0b86f9e1f,950d528bffbc52a4af3a947fe8653219bcde38ad0f8703502aed0aa0b86f9e1f,True
regime::low_volatility_risk_on::gain_to_pain_52__top3__equal,84fb7fe8f4655c02453d49ffe9f5d4f5debdbf90f0a62eb3dbee04549177ba91,84fb7fe8f4655c02453d49ffe9f5d4f5debdbf90f0a62eb3dbee04549177ba91,True
standalone::gain_to_pain_52__top3__score_invvol,1bc8796e29838d163eb742f0ac450932cd6dde4189bf3e9d0eb90f0a35410b71,1bc8796e29838d163eb742f0ac450932cd6dde4189bf3e9d0eb90f0a35410b71,True
xlk_blend::gain_to_pain_52__top3__score_invvol::25,705bd621e1b7506d5daf4884c3891576e0820376cdf47112d48ef0b2d32647ab,705bd621e1b7506d5daf4884c3891576e0820376cdf47112d48ef0b2d32647ab,True
ceiling_blend::gain_to_pain_52__top3__score_invvol::25,140c66dd64599056a203e5c9222d3e076fea44c21ae0a8a7c279bf38836c96df,140c66dd64599056a203e5c9222d3e076fea44c21ae0a8a7c279bf38836c96df,True
xlk_blend::gain_to_pain_52__top3__score_invvol::50,fc838731d299d467444ae2fde6a6c4cebde68e7ea95f63fd442fa79049f8c192,fc838731d299d467444ae2fde6a6c4cebde68e7ea95f63fd442fa79049f8c192,True
ceiling_blend::gain_to_pain_52__top3__score_invvol::50,4ae44cf86bd3c2b4dce83c1b951fc5398fa5d00b02eb798fa89e0f056599d943,4ae44cf86bd3c2b4dce83c1b951fc5398fa5d00b02eb798fa89e0f056599d943,True
xlk_blend::gain_to_pain_52__top3__score_invvol::75,17dd6b5089273a0e0bbf5cff2a697f325db258432f0da0b49739b17bf8ae92e1,17dd6b5089273a0e0bbf5cff2a697f325db258432f0da0b49739b17bf8ae92e1,True
ceiling_blend::gain_to_pain_52__top3__score_invvol::75,d59583f4c222583eb231fa3a6284b0514a2dfd3dde06c399b65282aa39d6e915,d59583f4c222583eb231fa3a6284b0514a2dfd3dde06c399b65282aa39d6e915,True
regime::tech_leadership::gain_to_pain_52__top3__score_invvol,ecf6f11dc681c3ac546218a459b934ea9a9bd1bdfc6f77947abeec64a793bad3,ecf6f11dc681c3ac546218a459b934ea9a9bd1bdfc6f77947abeec64a793bad3,True
regime::broad_risk_on::gain_to_pain_52__top3__score_invvol,9a17399bd6a2f6979a4bb0ab002441568f068ff82f40b79d85b495936b8c6bb5,9a17399bd6a2f6979a4bb0ab002441568f068ff82f40b79d85b495936b8c6bb5,True
regime::high_dispersion::gain_to_pain_52__top3__score_invvol,a9f078d7f2821a4970021f58a3b36ba3847968ab16304097c2e3eb1833c11374,a9f078d7f2821a4970021f58a3b36ba3847968ab16304097c2e3eb1833c11374,True
regime::low_volatility_risk_on::gain_to_pain_52__top3__score_invvol,8b2a261349e3e95a7baec50833aab80c92c777f9edeaf9b8a43b3c485876daca,8b2a261349e3e95a7baec50833aab80c92c777f9edeaf9b8a43b3c485876daca,True
standalone::downside_efficiency_52__top1__equal,d28ef66d8b20630d7017fe5a9f1bde037ec6df155126c31088e1b409f8583425,d28ef66d8b20630d7017fe5a9f1bde037ec6df155126c31088e1b409f8583425,True
xlk_blend::downside_efficiency_52__top1__equal::25,cd99f58974227bb186bcb0d304d49d67aea74475d3c6d0e8b030658a8a50b71f,cd99f58974227bb186bcb0d304d49d67aea74475d3c6d0e8b030658a8a50b71f,True
ceiling_blend::downside_efficiency_52__top1__equal::25,229f1b9f7118f44ae7b23a9ec8a9aa4e241cdc4c0252ae224874d38a77f615b8,229f1b9f7118f44ae7b23a9ec8a9aa4e241cdc4c0252ae224874d38a77f615b8,True
xlk_blend::downside_efficiency_52__top1__equal::50,d2826594e04def40c8026fe8a7ad5a44ba64bec4122abfa38b29683c355fe998,d2826594e04def40c8026fe8a7ad5a44ba64bec4122abfa38b29683c355fe998,True
ceiling_blend::downside_efficiency_52__top1__equal::50,38881aafab12c1c6c8f6cacc784018c47185d43ebeec6e81cfa6958e1a64c804,38881aafab12c1c6c8f6cacc784018c47185d43ebeec6e81cfa6958e1a64c804,True
xlk_blend::downside_efficiency_52__top1__equal::75,cba109f8aa8553a95fb4353e00018a3875659f67e6c0aa4ccddef10c3fb45e87,cba109f8aa8553a95fb4353e00018a3875659f67e6c0aa4ccddef10c3fb45e87,True
ceiling_blend::downside_efficiency_52__top1__equal::75,d10cbdbe58b06027e8dfac343683d0517eb477b9f8112603a6d535ecb8e6f97e,d10cbdbe58b06027e8dfac343683d0517eb477b9f8112603a6d535ecb8e6f97e,True
regime::tech_leadership::downside_efficiency_52__top1__equal,5a3505205925bb65a9031477267fb2772842a9896ff31374ed2c338529a915ad,5a3505205925bb65a9031477267fb2772842a9896ff31374ed2c338529a915ad,True
regime::broad_risk_on::downside_efficiency_52__top1__equal,74c410e544a61eb7a1e92e766a6fb673a1fad9f35f8c0b35f172c82487630796,74c410e544a61eb7a1e92e766a6fb673a1fad9f35f8c0b35f172c82487630796,True
regime::high_dispersion::downside_efficiency_52__top1__equal,99052e874fd178fccc8052f1946b6de323cf1148c1f197f7e026e50db2bb580a,99052e874fd178fccc8052f1946b6de323cf1148c1f197f7e026e50db2bb580a,True
regime::low_volatility_risk_on::downside_efficiency_52__top1__equal,438672f67f29d1c3399dd47b3b2827819873eb530bad0a5d29f43e856f27b491,438672f67f29d1c3399dd47b3b2827819873eb530bad0a5d29f43e856f27b491,True
standalone::downside_efficiency_52__top1__score_invvol,d28ef66d8b20630d7017fe5a9f1bde037ec6df155126c31088e1b409f8583425,d28ef66d8b20630d7017fe5a9f1bde037ec6df155126c31088e1b409f8583425,True
xlk_blend::downside_efficiency_52__top1__score_invvol::25,cd99f58974227bb186bcb0d304d49d67aea74475d3c6d0e8b030658a8a50b71f,cd99f58974227bb186bcb0d304d49d67aea74475d3c6d0e8b030658a8a50b71f,True
ceiling_blend::downside_efficiency_52__top1__score_invvol::25,229f1b9f7118f44ae7b23a9ec8a9aa4e241cdc4c0252ae224874d38a77f615b8,229f1b9f7118f44ae7b23a9ec8a9aa4e241cdc4c0252ae224874d38a77f615b8,True
xlk_blend::downside_efficiency_52__top1__score_invvol::50,d2826594e04def40c8026fe8a7ad5a44ba64bec4122abfa38b29683c355fe998,d2826594e04def40c8026fe8a7ad5a44ba64bec4122abfa38b29683c355fe998,True
ceiling_blend::downside_efficiency_52__top1__score_invvol::50,38881aafab12c1c6c8f6cacc784018c47185d43ebeec6e81cfa6958e1a64c804,38881aafab12c1c6c8f6cacc784018c47185d43ebeec6e81cfa6958e1a64c804,True
xlk_blend::downside_efficiency_52__top1__score_invvol::75,cba109f8aa8553a95fb4353e00018a3875659f67e6c0aa4ccddef10c3fb45e87,cba109f8aa8553a95fb4353e00018a3875659f67e6c0aa4ccddef10c3fb45e87,True
ceiling_blend::downside_efficiency_52__top1__score_invvol::75,d10cbdbe58b06027e8dfac343683d0517eb477b9f8112603a6d535ecb8e6f97e,d10cbdbe58b06027e8dfac343683d0517eb477b9f8112603a6d535ecb8e6f97e,True
regime::tech_leadership::downside_efficiency_52__top1__score_invvol,5a3505205925bb65a9031477267fb2772842a9896ff31374ed2c338529a915ad,5a3505205925bb65a9031477267fb2772842a9896ff31374ed2c338529a915ad,True
regime::broad_risk_on::downside_efficiency_52__top1__score_invvol,74c410e544a61eb7a1e92e766a6fb673a1fad9f35f8c0b35f172c82487630796,74c410e544a61eb7a1e92e766a6fb673a1fad9f35f8c0b35f172c82487630796,True
regime::high_dispersion::downside_efficiency_52__top1__score_invvol,99052e874fd178fccc8052f1946b6de323cf1148c1f197f7e026e50db2bb580a,99052e874fd178fccc8052f1946b6de323cf1148c1f197f7e026e50db2bb580a,True
regime::low_volatility_risk_on::downside_efficiency_52__top1__score_invvol,438672f67f29d1c3399dd47b3b2827819873eb530bad0a5d29f43e856f27b491,438672f67f29d1c3399dd47b3b2827819873eb530bad0a5d29f43e856f27b491,True
standalone::downside_efficiency_52__top2__equal,3ac51a11af0c499adf34abedb1824dabd4a848c6afb5fae8458770a87eb481ab,3ac51a11af0c499adf34abedb1824dabd4a848c6afb5fae8458770a87eb481ab,True
xlk_blend::downside_efficiency_52__top2__equal::25,c5b0e6c1679128134aac5da529b7c9a961ce19460ce84fa45acf51115f5fc51e,c5b0e6c1679128134aac5da529b7c9a961ce19460ce84fa45acf51115f5fc51e,True
ceiling_blend::downside_efficiency_52__top2__equal::25,460880e81cc3e4dd964324d4c5fe09b3c02cf70c5809e46565f4f5b8c7a54043,460880e81cc3e4dd964324d4c5fe09b3c02cf70c5809e46565f4f5b8c7a54043,True
