name,state,n_weeks,stage1_risky_budget,stage1_cash_budget,intended_risky_budget,intended_cash_budget,post_overlay_risky_budget,post_overlay_cash_budget,final_etf_risky_budget,final_etf_cash_budget,overlay_cash_added,overlay_absorption,lookthrough_absorption,total_absorption,duplicated_cash_over_intended,recovery_regime_relief_cash,guardrail_cash_added,excess_cash_not_guardrail,target_vol_active_share,panic_guardrail_active_share,avg_target_vol_required_cash,target_vol_shortfall_avg,avg_self_gated_overlay_cut_risky,avg_non_self_gated_overlay_cut_risky
improved_phasevv_recovery_neutral_budget_aware_overlay,recovery_fragile,49,1.0,0.0,0.9,0.09999999999999999,0.8729096698715821,0.12709033012841794,0.7845883212085635,0.2154116787914366,0.12709033012841794,0.12709033012841794,0.08832134866301866,0.2154116787914366,0.0750393817406706,0.0750393817406706,0.052050948387747355,0.0750393817406706,0.02040816326530612,0.0,0.0016965696767658705,1.1328806373726086e-18,0.0036718690486294953,0.0030517516247703658
improved_phasevv_recovery_neutral_budget_aware_overlay,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.4904963846156571,0.5095036153843427,0.3926140184690222,0.6073859815309778,0.5007699909301944,0.5007699909301944,0.09788236614663487,0.5986523570768293,0.5007699909301944,0.0,0.5095036153843427,0.0,0.0,1.0,0.0003403937870604185,0.0,0.045404216715217445,0.04867542595560581
improved_phaseww_confirmed_only_lighter_both,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9650631991509264,0.03493680084907359,0.9309814610361644,0.0690185389638357,0.007818156781276982,0.007818156781276986,0.03408173811476211,0.041899894896039104,0.007818156781276986,0.0,0.027249753318017662,0.007687047531055931,0.003389830508474576,0.0,0.00013110925022105372,1.6465171975373085e-19,6.185861881151356e-05,6.925063140954e-05
improved_phaseww_confirmed_only_lighter_both,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8436981232201837,0.15630187677981636,0.7868568807250774,0.21314311927492247,0.04708685971496996,0.047086859714969974,0.05684124249510608,0.10392810221007606,0.04708685971496996,0.04705845798643594,0.10924341879338045,0.04705845798643594,0.0034129692832764505,0.0,2.8401728534019087e-05,3.13789570739832e-19,0.004777121025880806,0.004313458138135785
improved_phaseww_confirmed_only_lighter_both,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6671304285877558,0.3328695714122443,0.6142505732299705,0.3857494267700295,0.15786957141224423,0.15786957141224423,0.05287985535778522,0.21074942677002945,0.15786957141224423,0.0,0.1750934449532999,0.15777612645894432,0.0,0.0,9.344495329990876e-05,0.0,0.015119228177068131,0.017509065421906424
improved_phaseww_confirmed_only_lighter_both,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.9549999999999997,0.04499999999999999,0.9400839201132023,0.05991607988679736,0.8969373529569874,0.10306264704301271,0.05991607988679735,0.059916079886797376,0.043146567156215294,0.1030626470430127,0.021044043430577027,0.020681818181818194,0.03923426170497917,0.020681818181818194,0.0,0.0,0.003060038117816736,0.0,0.007416662788259848,0.005570603108115426
improved_phaseww_confirmed_only_lighter_both,recovery_fragile,49,1.0,0.0,1.0,0.0,0.8733292546598964,0.12667074534010359,0.7849340544063973,0.21506594559360293,0.12667074534010359,0.12667074534010359,0.0883952002534993,0.21506594559360293,0.12667074534010359,0.1249741862914208,0.0016965590486827818,0.1249741862914208,0.02040816326530612,0.0,0.0016965590486827833,1.699320956058913e-18,0.0031709756128792716,0.002966101294272849
improved_phaseww_confirmed_only_lighter_both,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.49019402341783275,0.5098059765821671,0.39226269438645206,0.6077373056135481,0.5010723521280186,0.5010723521280187,0.09793132903138081,0.5990036811593995,0.5010723521280186,0.0,0.5098059765821671,0.0,0.0,1.0,0.0003403937870604185,0.0,0.04536578967479982,0.048699828986941765
improved_phasexx_guardrail_only_overlay,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9648089618627906,0.03519103813720919,0.9307405885124118,0.06925941148758813,0.008072394069412576,0.008072394069412578,0.034068373350378954,0.04214076741979154,0.008072394069412578,0.0,0.027249753318017662,0.007941284819191523,0.003389830508474576,0.0,0.00013110925022105372,1.6465171975373085e-19,6.185861881151356e-05,6.925063140954e-05
improved_phasexx_guardrail_only_overlay,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8385599013802493,0.16144009861975073,0.7820056076675096,0.21799439233249035,0.0522250815549043,0.05222508155490431,0.056554293712739644,0.10877937526764395,0.0522250815549043,0.05219667982637028,0.10924341879338045,0.05219667982637028,0.0034129692832764505,0.0,2.8401728534019087e-05,3.13789570739832e-19,0.004776792041694441,0.004313749446559288
improved_phasexx_guardrail_only_overlay,neutral_mixed,200,0.825,0.175,0.825,0.175,0.664725345486619,0.3352746545133811,0.6120030851091284,0.3879969148908717,0.16027465451338102,0.16027465451338102,0.05272226037749071,0.21299691489087175,0.16027465451338102,0.0,0.1750934449532999,0.1601812095600811,0.0,0.0,9.344495329990876e-05,0.0,0.01511854926061796,0.01750964129819737
improved_phasexx_guardrail_only_overlay,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.9399999999999996,0.060000000000000005,0.9236363636363634,0.07636363636363636,0.8810935142244678,0.11890648577553214,0.07636363636363633,0.07636363636363636,0.04254284941189574,0.1189064857755321,0.020454545454545458,0.020454545454545458,0.05590909090909089,0.020454545454545458,0.0,0.0,0.003060038117816736,0.0,0.007965505460264276,0.0057834704525869364
improved_phasexx_guardrail_only_overlay,recovery_fragile,49,1.0,0.0,0.9,0.09999999999999999,0.8299152109162473,0.17008478908375263,0.7453102251727685,0.2546897748272316,0.17008478908375263,0.17008478908375263,0.08460498574347894,0.2546897748272316,0.07503938174067058,0.07503938174067058,0.09504540734308206,0.07503938174067058,0.02040816326530612,0.0,0.0016965590486827833,0.0,0.003309021041253785,0.0029130139572214474
improved_phasexx_guardrail_only_overlay,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.4891102823113872,0.5108897176886128,0.3912383110360803,0.6087616889639197,0.5021560932344643,0.5021560932344643,0.09787197127530685,0.6000280645097712,0.5021560932344643,0.0,0.5108897176886128,0.0,0.0,1.0,0.0003403937870604185,0.0,0.04536421715930576,0.04870083959625798
improved_phasexx_guardrail_overlay_fragile_floor,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9648937076255024,0.035106292374497326,0.9308212741274912,0.06917872587250885,0.007987648306700713,0.007987648306700713,0.034072433498011534,0.04206008180471225,0.007987648306700717,0.0,0.027249753318017662,0.007856539056479662,0.003389830508474576,0.0,0.00013110925022105372,1.6465171975373085e-19,6.185861881151356e-05,6.925063140954e-05
improved_phasexx_guardrail_overlay_fragile_floor,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8378431778307612,0.16215682216923874,0.7813367364246305,0.21866326357536958,0.05294180510439236,0.05294180510439237,0.05650644140613079,0.10944824651052316,0.05294180510439236,0.05291340337585834,0.10924341879338045,0.05291340337585834,0.0034129692832764505,0.0,2.8401728534019087e-05,3.13789570739832e-19,0.004776918706536068,0.004313649221932733
improved_phasexx_guardrail_overlay_fragile_floor,neutral_mixed,200,0.825,0.175,0.825,0.175,0.664050345486619,0.3359496545133811,0.6113850305430123,0.3886149694569877,0.160949654513381,0.160949654513381,0.05266531494360667,0.21361496945698769,0.160949654513381,0.0,0.1750934449532999,0.1608562095600811,0.0,0.0,9.344495329990876e-05,0.0,0.015118599501211609,0.01750959854381177
improved_phasexx_guardrail_overlay_fragile_floor,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.945,0.05500000000000002,0.9238636363636364,0.07613636363636359,0.8813081157707096,0.11869188422929047,0.07613636363636357,0.07613636363636361,0.04255552059292684,0.11869188422929043,0.024886363636363606,0.024886363636363606,0.05124999999999999,0.024886363636363606,0.0,0.0,0.003060038117816736,0.0,0.007789929319997683,0.0057393208934481185
improved_phasexx_guardrail_overlay_fragile_floor,recovery_fragile,49,1.0,0.0,0.8800000000000001,0.12,0.818486639487676,0.1815133605123241,0.7349963578282647,0.26500364217173533,0.1815133605123241,0.18151336051232414,0.08349028165941118,0.26500364217173533,0.06810060623046653,0.06810060623046653,0.1134127542818576,0.06810060623046653,0.02040816326530612,0.0,0.0016965590486827833,0.0,0.003319214983692638,0.0028759120418649677
improved_phasexx_guardrail_overlay_fragile_floor,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.4888482735777627,0.5111517264222373,0.3909905360540643,0.6090094639459356,0.5024181019680887,0.5024181019680888,0.09785773752369828,0.6002758394917872,0.5024181019680887,0.0,0.5111517264222373,0.0,0.0,1.0,0.0003403937870604185,0.0,0.04536371017624783,0.04870116530690766
improved_phasexx_recovery_neutral_overlay_simplified,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9548349924446943,0.045165007555305794,0.9214675129177009,0.07853248708229925,0.018046363487509185,0.018046363487509185,0.03336747952699346,0.051413843014502636,0.01804636348750919,0.0,0.027249753318017662,0.017915254237288132,0.003389830508474576,0.0,0.00013110925022105372,1.6465171975373085e-19,6.185861881151356e-05,6.925063140954e-05
improved_phasexx_recovery_neutral_overlay_simplified,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.87,0.13,0.7928210303254872,0.20717896967451294,0.7400936269387599,0.25990637306124004,0.09796395260966657,0.09796395260966657,0.052727403386727066,0.15069135599639363,0.09960217786563928,0.09960217786563928,0.10757679180887368,0.09960217786563928,0.0034129692832764505,0.0,2.8401728534019087e-05,0.0,0.003182959795607027,0.0035278010897640943
improved_phasexx_recovery_neutral_overlay_simplified,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6555953667954582,0.3444046332045419,0.6034011930213636,0.3965988069786364,0.16940463320454185,0.16940463320454185,0.052194173774094604,0.22159880697863646,0.16940463320454185,0.0,0.17509344659575476,0.1693111866087871,0.0,0.0,9.344659575476976e-05,0.0,0.015133662208278236,0.017497341505788952
improved_phasexx_recovery_neutral_overlay_simplified,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.945,0.05500000000000002,0.9101136363636364,0.08988636363636358,0.868452392667588,0.1315476073324121,0.08988636363636357,0.0898863636363636,0.04166124369604852,0.1315476073324121,0.03863636363636361,0.03863636363636361,0.05124999999999999,0.03863636363636361,0.0,0.0,0.003060038117816736,0.0,0.007789929319997683,0.0057393208934481185
improved_phasexx_recovery_neutral_overlay_simplified,recovery_fragile,49,1.0,0.0,0.8849999999999999,0.11500000000000002,0.8139402100960642,0.18605978990393585,0.7309206091942873,0.2690793908057127,0.18605978990393585,0.18605978990393585,0.08301960090177689,0.2690793908057127,0.0710597899039359,0.0710597899039359,0.11499999999999992,0.0710597899039359,0.02040816326530612,0.0,0.0016965703386823763,0.0,0.003339412986210729,0.0028907104419037817
improved_phasexx_recovery_neutral_overlay_simplified,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.4861854593367861,0.5138145406632137,0.3887944538043635,0.6112055461956365,0.5050809162090654,0.5050809162090654,0.09739100553242255,0.602471921741488,0.5050809162090654,0.0,0.5138145406632137,0.0,0.0,1.0,0.0003403937870604185,0.0,0.045409068911502794,0.04867232599185601
improved_phasexx_conservative_hybrid_overlay,calm_trend,295,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9659472307625149,0.03405276923748503,0.9318425177195377,0.06815748228046213,0.006934125169688409,0.006934125169688409,0.03410471304297712,0.041038838212665525,0.006934125169688413,0.0,0.027249753318017662,0.00680301591946736,0.003389830508474576,0.0,0.00013110925022105372,1.6465171975373085e-19,6.185861881151356e-05,6.925063140954e-05
improved_phasexx_conservative_hybrid_overlay,neutral_healthy_proxy,293,0.8907849829351536,0.10921501706484642,0.87,0.13,0.8480616431744161,0.1519383568255837,0.7911867363660235,0.2088132636339763,0.04272333976073732,0.04272333976073732,0.05687490680839258,0.09959824656912988,0.09960217786563928,0.09960217786563928,0.052336178959944454,0.09960217786563928,0.0034129692832764505,0.0,2.8401728534019087e-05,3.13789570739832e-19,0.0035468694112396996,0.003918267883228431
improved_phasexx_conservative_hybrid_overlay,neutral_mixed,200,0.825,0.175,0.825,0.175,0.6676852111893311,0.3323147888106689,0.6148266723054956,0.38517332769450446,0.1573147888106689,0.15731478881066896,0.05285853888383553,0.21017332769450447,0.1573147888106689,0.0,0.17509344659666123,0.1572213422140077,0.0,0.0,9.344659666124411e-05,0.0,0.01513321550983963,0.01749772085767227
improved_phasexx_conservative_hybrid_overlay,recovery_confirmed,44,1.0,1.0092936587501423e-17,0.945,0.05500000000000002,0.9371819390920503,0.06281806090794975,0.8942020325907509,0.10579796740924934,0.06281806090794974,0.06281806090794974,0.0429799065012996,0.10579796740924934,0.017649296131241846,0.017649296131241846,0.045168764776707886,0.017649296131241846,0.0,0.0,0.003060038117816736,0.0,0.008216544560037016,0.005882711343508665
improved_phasexx_conservative_hybrid_overlay,recovery_fragile,49,1.0,0.0,0.8849999999999999,0.11500000000000002,0.8726020446658352,0.1273979553341647,0.7843189251261827,0.21568107487381738,0.1273979553341647,0.1273979553341647,0.08828311953965265,0.21568107487381738,0.06983530010801751,0.06983530010801751,0.057562655226147195,0.06983530010801751,0.02040816326530612,0.0,0.0016965703449133421,1.1328806373726086e-18,0.003717485802311904,0.0031674288728426956
improved_phasexx_conservative_hybrid_overlay,stressed_panic,229,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.49047990533972086,0.509520094660279,0.3926085089823846,0.6073914910176152,0.5007864702061307,0.5007864702061305,0.09787139635733626,0.5986578665634669,0.5007864702061307,0.0,0.509520094660279,0.0,0.0,1.0,0.0003403937870604185,0.0,0.04540854667861451,0.04867266184300306
