candidate,cost_bps,window,weeks,start,end,total_return,cagr,arithmetic_ann_return,ann_vol,sharpe_zero_rf,sortino_zero_target,max_drawdown,annual_one_way_turnover
minimum_change_025,100,full,1110,2005-01-07,2026-04-10,1.4558333590457564,0.0429886631268408,0.04505306972670297,0.07667507635335478,0.5875842825258791,0.8334396550565316,-0.13109524075158863,2.956478150026653
minimum_change_025,100,recent_3y,157,2023-04-14,2026-04-10,0.3786300716951869,0.11220928170197997,0.10974643238706126,0.08135715819870927,1.3489462367775082,2.1239490534824483,-0.074743844514081,3.2607906963061377
minimum_change_025,100,post_2024,119,2024-01-05,2026-04-10,0.339825319441013,0.13636239138691741,0.13133323311578193,0.08209249340633294,1.5998202474582208,2.5370550793883075,-0.074743844514081,3.378251167599767
stagger_50,10,full,1110,2005-01-07,2026-04-10,2.880750214049659,0.06558682728762344,0.06653286490787198,0.07695825088129653,0.8645319266740472,1.251351678945583,-0.12570924576340003,2.5772324858190365
stagger_50,10,recent_3y,157,2023-04-14,2026-04-10,0.4971734236751333,0.14301494491098188,0.1370668763289484,0.08057789283092374,1.7010481599035514,2.7622267089473813,-0.07482538991014942,2.880348772199337
stagger_50,10,post_2024,119,2024-01-05,2026-04-10,0.4328961986963853,0.17020486433076987,0.1606382141605647,0.0805905761087937,1.9932630081178506,3.2569557407077343,-0.07482538991014953,2.947554472752453
stagger_50,50,full,1110,2005-01-07,2026-04-10,2.115103943354725,0.05467252538864065,0.05623322228886907,0.07703922893969632,0.7299297132489022,1.0422649300089613,-0.12767451981467803,2.5772324858190365
stagger_50,50,recent_3y,157,2023-04-14,2026-04-10,0.4460833516242757,0.1299459300068253,0.12554548124015102,0.08064975116819839,1.5566753699998495,2.4881406176208603,-0.07560320409486077,2.880348772199337
stagger_50,50,post_2024,119,2024-01-05,2026-04-10,0.39481189826354024,0.15651080043656518,0.14884799626955494,0.08077144848179023,1.842829354522625,2.964987773464381,-0.07560320409486065,2.947554472752453
stagger_50,100,full,1110,2005-01-07,2026-04-10,1.366521207989282,0.04118018096964593,0.0433586690151154,0.07718448230203916,0.5617537064696992,0.7887839241970992,-0.13813784036736187,2.5772324858190365
stagger_50,100,recent_3y,157,2023-04-14,2026-04-10,0.38463639709762365,0.11381186154243728,0.11114373737915434,0.08078142586741494,1.375857583419888,2.156494405228797,-0.07657489922007232,2.880348772199337
stagger_50,100,post_2024,119,2024-01-05,2026-04-10,0.3486044919911082,0.13961011846114935,0.1341102239057927,0.08104011076143271,1.654862297764976,2.6121958414551347,-0.07657489922007243,2.947554472752453
breadth_cash_50,10,full,1110,2005-01-07,2026-04-10,3.403532538906199,0.07191428015098045,0.07256164741043505,0.07830417161882726,0.926663878952121,1.3659521404584376,-0.11645533666874586,3.4094772346011357
breadth_cash_50,10,recent_3y,157,2023-04-14,2026-04-10,0.5041237685383826,0.14476970147457568,0.13874485061142064,0.08231803144155399,1.6854733790606964,2.7552687631927237,-0.07455228105501843,3.9489173743454504
breadth_cash_50,10,post_2024,119,2024-01-05,2026-04-10,0.43976722387579326,0.17265358867402036,0.1628602175494746,0.0821566025847664,1.982314414492018,3.2760064500575123,-0.07455228105501832,4.10988334804147
breadth_cash_50,50,full,1110,2005-01-07,2026-04-10,2.2928787860639996,0.057418225631078235,0.058936024876479524,0.07837318737142047,0.7519921908646413,1.088656605832558,-0.11872732187122259,3.4094772346011357
breadth_cash_50,50,recent_3y,157,2023-04-14,2026-04-10,0.43415713189141814,0.12685084622127651,0.12294918111403882,0.08254335874354601,1.4895102766054102,2.383518211286843,-0.07564730687869636,3.9489173743454504
breadth_cash_50,50,post_2024,119,2024-01-05,2026-04-10,0.38662634207866775,0.1535401077978249,0.14642068415730872,0.08265495090864339,1.7714690112047144,2.8657825396319745,-0.07564730687869603,4.10988334804147
breadth_cash_50,100,full,1110,2005-01-07,2026-04-10,1.2888411902984926,0.03955353547871443,0.0419039967090351,0.07864029947835677,0.5328565250513554,0.7543395530079429,-0.1351494795747532,3.4094772346011357
breadth_cash_50,100,recent_3y,157,2023-04-14,2026-04-10,0.3511669862616107,0.1048216123750767,0.10320459424231157,0.08301246898475803,1.2432420756122917,1.936918271983721,-0.07701543130678346,3.9489173743454504
breadth_cash_50,100,post_2024,119,2024-01-05,2026-04-10,0.32287900835018535,0.13005929318311682,0.1258712674171014,0.08346789652477116,1.5080201210024022,2.374839605310156,-0.07701543130678334,4.10988334804147
breadth_cash_100,10,full,1110,2005-01-07,2026-04-10,3.494329954000757,0.07293965089718957,0.07370466005286563,0.08064437083785152,0.9139467428056536,1.349188872755976,-0.11645533666874597,3.667665549576904
breadth_cash_100,10,recent_3y,157,2023-04-14,2026-04-10,0.5027315907149903,0.14441865273288634,0.13859180284361147,0.08418256344985421,1.6463243356347506,2.677195388607344,-0.07645915395429526,4.365922455362111
breadth_cash_100,10,post_2024,119,2024-01-05,2026-04-10,0.4443307233476723,0.17427631317294812,0.1643755863301841,0.08371303566080951,1.963560215355289,3.2367438652090175,-0.07645915395429514,4.55580115814963
breadth_cash_100,50,full,1110,2005-01-07,2026-04-10,2.287572668636714,0.0573383412254298,0.059047214667349295,0.08072501013075252,0.7314612233768555,1.0598818737423137,-0.12327288446454088,3.667665549576904
breadth_cash_100,50,recent_3y,157,2023-04-14,2026-04-10,0.42562803799509497,0.12462680944309024,0.12112811302216304,0.0844569535225829,1.434199411298617,2.282127279876943,-0.07765916715434829,4.365922455362111
breadth_cash_100,50,post_2024,119,2024-01-05,2026-04-10,0.38535069461054516,0.15307626286111842,0.1461523816975856,0.08428247856275954,1.7340778794106733,2.798603098035166,-0.07765916715434829,4.55580115814963
breadth_cash_100,100,full,1110,2005-01-07,2026-04-10,1.2229640177948244,0.03813226857026186,0.040725407935453845,0.08102833545414406,0.5026069918282026,0.7114756920767752,-0.1453579700862757,3.667665549576904
breadth_cash_100,100,recent_3y,157,2023-04-14,2026-04-10,0.33467265557657666,0.10033619517495307,0.09929850074535249,0.08503950587579549,1.1676749496920051,1.8056381439111648,-0.07915825372130181,4.365922455362111
breadth_cash_100,100,post_2024,119,2024-01-05,2026-04-10,0.3149073952890613,0.12707856672862272,0.12337337590683745,0.0852496330984149,1.4472012538096355,2.2695361700083905,-0.07915825372130181,4.55580115814963
breadth_conditional_vol14,10,full,1110,2005-01-07,2026-04-10,3.333416038699604,0.07110857355005407,0.07167953232141105,0.07663473834198467,0.9353399499002545,1.377366991364862,-0.11645533666874597,3.2161840365738925
breadth_conditional_vol14,10,recent_3y,157,2023-04-14,2026-04-10,0.5053286673144601,0.14507335093090235,0.1388640635401592,0.08050710698685974,1.7248671420129953,2.834523575966221,-0.0726458401174861,3.5664288854788424
breadth_conditional_vol14,10,post_2024,119,2024-01-05,2026-04-10,0.43509809775197583,0.17099030465210197,0.16131195954446229,0.08061683559441891,2.000971116703443,3.315746875636396,-0.07264584011748587,3.696854779200491
breadth_conditional_vol14,50,full,1110,2005-01-07,2026-04-10,2.294258221040918,0.05743897313982349,0.058826386027499525,0.07670469664228119,0.766920261764952,1.1095525135352262,-0.11872732187122248,3.2161840365738925
breadth_conditional_vol14,50,recent_3y,157,2023-04-14,2026-04-10,0.4419464506459516,0.12887426494366738,0.12459834799824383,0.08070925181467724,1.5437926284379857,2.4836776133291725,-0.07364740799161285,3.5664288854788424
breadth_conditional_vol14,50,post_2024,119,2024-01-05,2026-04-10,0.38736123889324636,0.1538072184557111,0.1465245404276604,0.08107769124413174,1.807211554488678,2.930020240711905,-0.07364740799161296,3.696854779200491
breadth_conditional_vol14,100,full,1110,2005-01-07,2026-04-10,1.3374315737218794,0.04057707825376,0.04275995316011012,0.07698339208090477,0.5554438691811874,0.7861916343284564,-0.13300464199396533,3.2161840365738925
breadth_conditional_vol14,100,recent_3y,157,2023-04-14,2026-04-10,0.36637000012392407,0.10892355497649286,0.1067662035708496,0.08115899838997412,1.3155189897469068,2.061727908623137,-0.07489893667139857,3.5664288854788424
breadth_conditional_vol14,100,post_2024,119,2024-01-05,2026-04-10,0.32984849562751806,0.13265703203848034,0.12804026653165787,0.08185410633264505,1.5642497642246307,2.4689951884526278,-0.07489893667139869,3.696854779200491
target_vol_14,10,full,1110,2005-01-07,2026-04-10,3.3175559905019787,0.07092460370673392,0.0715095201001823,0.07666049586313536,0.9328079514102116,1.373219139864086,-0.11645533666874597,3.2211231768343755
target_vol_14,10,recent_3y,157,2023-04-14,2026-04-10,0.5053286752012702,0.14507335291794443,0.1388640653059284,0.08050710731172382,1.7248671569858574,2.834523607686324,-0.07264584011748598,3.566428898549206
target_vol_14,10,post_2024,119,2024-01-05,2026-04-10,0.4350980977601919,0.17099030465503162,0.16131195954697544,0.08061683559446654,2.0009711167334348,3.3157468756880486,-0.07264584011748587,3.6968547786186026
target_vol_14,50,full,1110,2005-01-07,2026-04-10,2.280823037260728,0.057236546720589754,0.05863663504393249,0.0767293193230943,0.7642011627527079,1.1052422869625838,-0.11872732187122248,3.2211231768343755
target_vol_14,50,recent_3y,157,2023-04-14,2026-04-10,0.44194645794421916,0.12887426683609782,0.12459834971173156,0.080709252230441,1.5437926417157037,2.4836776431425616,-0.07364740799161307,3.566428898549206
target_vol_14,50,post_2024,119,2024-01-05,2026-04-10,0.3873612389085528,0.15380721846127354,0.1465245404325011,0.0810776912442145,1.8072115545465377,2.930020240808699,-0.07364740799161307,3.6968547786186026
target_vol_14,100,full,1110,2005-01-07,2026-04-10,1.3266751580212022,0.04035225689745037,0.04254552872362023,0.07700677118204893,0.5524907494568222,0.7817137208357839,-0.13300464199396533,3.2211231768343755
target_vol_14,100,recent_3y,157,2023-04-14,2026-04-10,0.36637000674118836,0.10892355675524512,0.10676620521898555,0.08115899890048857,1.3155190017793927,2.061727936263633,-0.0748989366713988,3.566428898549206
target_vol_14,100,post_2024,119,2024-01-05,2026-04-10,0.3298484956510226,0.13265703204722823,0.12804026653940803,0.08185410633273876,1.5642497643175224,2.4689951886020705,-0.07489893667139846,3.6968547786186026
target_vol_16,10,full,1110,2005-01-07,2026-04-10,3.3176720263198165,0.07092595201062557,0.07151085562782596,0.07666147091602782,0.9328135081853092,1.3732285756689109,-0.11645533666874597,3.2210892130025446
target_vol_16,10,recent_3y,157,2023-04-14,2026-04-10,0.5053286752012709,0.14507335291794465,0.13886406530592849,0.08050710731172382,1.7248671569858585,2.8345236076863256,-0.07264584011748598,3.5664288985492067
target_vol_16,10,post_2024,119,2024-01-05,2026-04-10,0.4350980977601919,0.17099030465503162,0.16131195954697544,0.08061683559446654,2.0009711167334348,3.3157468756880486,-0.07264584011748587,3.6968547786186026
target_vol_16,50,full,1110,2005-01-07,2026-04-10,2.2809205708051854,0.057238019092694215,0.058638106304511266,0.07673032324163245,0.7642103385887382,1.105257352013937,-0.11872732187122248,3.2210892130025446
target_vol_16,50,recent_3y,157,2023-04-14,2026-04-10,0.44194645794421916,0.12887426683609782,0.12459834971173162,0.080709252230441,1.5437926417157044,2.483677643142563,-0.07364740799161307,3.5664288985492067
target_vol_16,50,post_2024,119,2024-01-05,2026-04-10,0.3873612389085528,0.15380721846127354,0.1465245404325011,0.0810776912442145,1.8072115545465377,2.930020240808699,-0.07364740799161307,3.6968547786186026
target_vol_16,100,full,1110,2005-01-07,2026-04-10,1.3267526469170496,0.04035388004352236,0.04254716965036793,0.07700780355546061,0.5525046512945365,0.781735314862711,-0.13300464199396533,3.2210892130025446
target_vol_16,100,recent_3y,157,2023-04-14,2026-04-10,0.3663700067411888,0.10892355675524534,0.10676620521898562,0.08115899890048857,1.3155190017793936,2.0617279362636345,-0.07489893667139869,3.5664288985492067
target_vol_16,100,post_2024,119,2024-01-05,2026-04-10,0.3298484956510226,0.13265703204722823,0.12804026653940803,0.08185410633273876,1.5642497643175224,2.4689951886020705,-0.07489893667139846,3.6968547786186026
target_vol_14_buffer_010,10,full,1110,2005-01-07,2026-04-10,3.3195348170816157,0.07094759239415627,0.07153190426476264,0.07666950961342983,0.9329902411718665,1.3727331025757277,-0.11700266134821147,2.9024345500935604
target_vol_14_buffer_010,10,recent_3y,157,2023-04-14,2026-04-10,0.5057128968054705,0.14517014735132827,0.13893977721966302,0.08039590817373818,1.7281946354708704,2.8433702073233946,-0.07304757929148753,3.201083218336917
target_vol_14_buffer_010,10,post_2024,119,2024-01-05,2026-04-10,0.4363601158284569,0.17144017377905452,0.16168552812904508,0.08047268537531753,2.0091976224598196,3.3350716011021833,-0.07304757929148742,3.3163970701355288
target_vol_14_buffer_010,50,full,1110,2005-01-07,2026-04-10,2.372649003344459,0.058604616067930326,0.05993262528799233,0.07674646437101622,0.7809170856166014,1.1306625931808962,-0.11917833583643267,2.9024345500935604
target_vol_14_buffer_010,50,recent_3y,157,2023-04-14,2026-04-10,0.4486819471746506,0.13061804863248416,0.12613544434631532,0.08058687564146587,1.565210753516451,2.526091533480027,-0.07392512547661956,3.201083218336917
target_vol_14_buffer_010,50,post_2024,119,2024-01-05,2026-04-10,0.3934172726941114,0.15600535957983075,0.148419939848503,0.08091723717156829,1.8342190741610365,2.984852433916195,-0.07392512547661956,3.3163970701355288
target_vol_14_buffer_010,100,full,1110,2005-01-07,2026-04-10,1.4744104360490606,0.04335694271877144,0.04543352656702945,0.07702957346761585,0.5898192670913626,0.8371566145698662,-0.1297068610185359,2.9024345500935604
target_vol_14_buffer_010,100,recent_3y,157,2023-04-14,2026-04-10,0.380337730344843,0.11266538553480432,0.11013002825463077,0.08101951970472297,1.3593024083085352,2.1422447401960567,-0.07502189414156313,3.201083218336917
target_vol_14_buffer_010,100,post_2024,119,2024-01-05,2026-04-10,0.3414748689422773,0.13697353032481563,0.13183795449782537,0.08167106863674621,1.6142552889103206,2.5636462309278514,-0.0750218941415629,3.3163970701355288
breadth_cash_100_buffer_010,10,full,1110,2005-01-07,2026-04-10,3.5090691396762557,0.07310423441438396,0.07386049644733367,0.08066917117078257,0.9155975619355945,1.3509145436741867,-0.11700266135394755,3.333931039084849
breadth_cash_100_buffer_010,10,recent_3y,157,2023-04-14,2026-04-10,0.5041833922117702,0.144784731205865,0.1389082520504441,0.08413419029038026,1.6510321377197186,2.687949576203855,-0.07675340393101304,4.000916992230181
breadth_cash_100_buffer_010,10,post_2024,119,2024-01-05,2026-04-10,0.4465812055331859,0.17507549431469682,0.16505299763619274,0.08365517331483821,1.9730160263372105,3.258149208209403,-0.07675340393101315,4.178629950704383
breadth_cash_100_buffer_010,50,full,1110,2005-01-07,2026-04-10,2.393484542538629,0.05891008872884829,0.06053678645690089,0.08075486692871366,0.7496363842731575,1.0874683536144192,-0.12283142447684658,3.333931039084849
breadth_cash_100_buffer_010,50,recent_3y,157,2023-04-14,2026-04-10,0.4332999144865415,0.12662771970041775,0.12290458408152338,0.08439846883317799,1.4562418700326967,2.324280235109593,-0.0778304903785042,4.000916992230181
breadth_cash_100_buffer_010,50,post_2024,119,2024-01-05,2026-04-10,0.3923003961246123,0.15560037522538162,0.14833847783337523,0.08420793065333715,1.7615737221241952,2.8535882829205748,-0.07783049037850454,4.178629950704383
breadth_cash_100_buffer_010,100,full,1110,2005-01-07,2026-04-10,1.3776740012447277,0.04140953479258602,0.043882148968859905,0.08105871947800235,0.5413624746535579,0.768824257951482,-0.1428451790192734,3.333931039084849
breadth_cash_100_buffer_010,100,recent_3y,157,2023-04-14,2026-04-10,0.34926504611210074,0.10430627907182166,0.10289999912037248,0.08496339367090397,1.2111098047583164,1.8829987292769186,-0.07917624230175391,4.000916992230181
breadth_cash_100_buffer_010,100,post_2024,119,2024-01-05,2026-04-10,0.3272157885104101,0.1316766453432039,0.12744532807985334,0.08514988396593984,1.496717577804707,2.361742811463339,-0.07917624230175391,4.178629950704383
breadth_conditional_vol14_buffer_010,10,full,1110,2005-01-07,2026-04-10,3.3349646962502346,0.07112650291517997,0.07169713053328,0.07664305630844499,0.9354680513357866,1.3767820122067027,-0.11700266134821147,2.8975444750135697
breadth_conditional_vol14_buffer_010,10,recent_3y,157,2023-04-14,2026-04-10,0.5057129033980363,0.14517014901200853,0.1389397786730093,0.08039590816052967,1.7281946538321673,2.843370225957544,-0.07304757929148742,3.2010812979065286
breadth_conditional_vol14_buffer_010,10,post_2024,119,2024-01-05,2026-04-10,0.4363601158235999,0.17144017377732368,0.16168552812756373,0.08047268537532062,2.0091976224413344,3.3350716010697288,-0.07304757929148742,3.316397070138787
breadth_conditional_vol14_buffer_010,50,full,1110,2005-01-07,2026-04-10,2.3861035996391946,0.05880208070939408,0.0601173942349375,0.0767212125887873,0.7835824305483354,1.134893490888961,-0.11917833583643267,2.8975444750135697
breadth_conditional_vol14_buffer_010,50,recent_3y,157,2023-04-14,2026-04-10,0.44868198718983665,0.13061805897607637,0.1261354534813832,0.08058687519332092,1.565210875577384,2.526091727252431,-0.07392512547661967,3.2010812979065286
breadth_conditional_vol14_buffer_010,50,post_2024,119,2024-01-05,2026-04-10,0.39341727268935567,0.1560053595781068,0.14841993984700858,0.08091723717158508,1.8342190741421873,2.9848524338844737,-0.07392512547661956,3.316397070138787
breadth_conditional_vol14_buffer_010,100,full,1110,2005-01-07,2026-04-10,1.4855741603334933,0.043576991299438816,0.045642723862009356,0.0770056790416922,0.5927189322919625,0.8415820203860465,-0.1297068610185359,2.8975444750135697
breadth_conditional_vol14_buffer_010,100,recent_3y,157,2023-04-14,2026-04-10,0.3803378085861342,0.11266540642386502,0.11013004699185054,0.08101951875704785,1.3593026554760963,2.142245135489699,-0.07502189414156302,3.2010812979065286
breadth_conditional_vol14_buffer_010,100,post_2024,119,2024-01-05,2026-04-10,0.34147486893763546,0.13697353032309634,0.1318379544963147,0.08167106863681378,1.6142552888904877,2.5636462308970844,-0.0750218941415629,3.316397070138787
