variant,cost_bps,full_observations,full_years,full_total_return,full_annual_return,full_annual_volatility,full_sharpe_zero_rf,full_sortino_zero_target,full_max_drawdown,full_max_drawdown_duration_weeks,full_calmar,full_cvar_5_weekly,full_positive_week_share,full_worst_week,full_best_week,full_annual_turnover,full_mean_invested_weight,oos_2016_2020_observations,oos_2016_2020_years,oos_2016_2020_total_return,oos_2016_2020_annual_return,oos_2016_2020_annual_volatility,oos_2016_2020_sharpe_zero_rf,oos_2016_2020_sortino_zero_target,oos_2016_2020_max_drawdown,oos_2016_2020_max_drawdown_duration_weeks,oos_2016_2020_calmar,oos_2016_2020_cvar_5_weekly,oos_2016_2020_positive_week_share,oos_2016_2020_worst_week,oos_2016_2020_best_week,oos_2016_2020_annual_turnover,oos_2016_2020_mean_invested_weight,oos_2021_present_observations,oos_2021_present_years,oos_2021_present_total_return,oos_2021_present_annual_return,oos_2021_present_annual_volatility,oos_2021_present_sharpe_zero_rf,oos_2021_present_sortino_zero_target,oos_2021_present_max_drawdown,oos_2021_present_max_drawdown_duration_weeks,oos_2021_present_calmar,oos_2021_present_cvar_5_weekly,oos_2021_present_positive_week_share,oos_2021_present_worst_week,oos_2021_present_best_week,oos_2021_present_annual_turnover,oos_2021_present_mean_invested_weight
source_literal_fx_units_inverted,50,1112,21.3846153846,4.23682992995,0.0805018231104,0.126335574431,0.676950955697,0.961146611616,-0.398971055285,122,0.201773592455,-0.0413132196586,0.579136690647,-0.13684992269,0.0967706110712,0.836484806272,1,261,5.01923076923,0.539572748244,0.0897739977377,0.126158883356,0.745427372307,1.05118480862,-0.238772937146,74,0.375980623309,-0.0413875656953,0.609195402299,-0.100983677087,0.0967706110712,0.66891927517,1,293,5.63461538462,0.647914078533,0.0926984629757,0.106737363278,0.884475624823,1.33710758981,-0.212364869635,120,0.436505638316,-0.0293741761048,0.559726962457,-0.0554628916254,0.0467978352178,0.724777607005,1
source_literal_fx_units_inverted,100,1112,21.3846153846,3.78868141236,0.0759910508984,0.126381876355,0.643613096967,0.910526676451,-0.403407745493,124,0.188372810754,-0.0414423205331,0.57464028777,-0.137087727137,0.09645200381,0.836484806272,1,261,5.01923076923,0.5139495311,0.0861361363739,0.126202615897,0.718693362006,1.01030923395,-0.239759931777,74,0.359259930279,-0.0415188720885,0.609195402299,-0.101253422453,0.09645200381,0.66891927517,1,293,5.63461538462,0.614613955799,0.0887467424649,0.106735360385,0.850494076004,1.2808209035,-0.215649293465,122,0.411532730012,-0.0294504609048,0.556313993174,-0.0555666606228,0.0466715658882,0.724777607005,1
source_literal_fx_units_asset_permuted,10,1112,21.3846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
source_literal_fx_units_asset_permuted,50,1112,21.3846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
source_literal_fx_units_asset_permuted,100,1112,21.3846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scale_normalized,10,1112,21.3846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scale_normalized,50,1112,21.3846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scale_normalized,100,1112,21.3846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scale_normalized_stale_1d,10,1111,21.3653846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scale_normalized_stale_1d,50,1111,21.3653846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scale_normalized_stale_1d,100,1111,21.3653846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scale_normalized_stale_5d,10,1111,21.3653846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scale_normalized_stale_5d,50,1111,21.3653846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scale_normalized_stale_5d,100,1111,21.3653846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scale_normalized_inverted,10,1112,21.3846153846,4.62524829107,0.084123025781,0.126305661792,0.703600795039,1.0018201353,-0.39539812418,121,0.212755247525,-0.0412099268604,0.580035971223,-0.136659642714,0.0970255499172,0.836484806272,1,261,5.01923076923,0.560382829516,0.0926930044471,0.126124283934,0.766826843285,1.08408983653,-0.237982458462,73,0.389495112564,-0.0412825061656,0.609195402299,-0.100767835572,0.0970255499172,0.66891927517,1,293,5.63461538462,0.675047554761,0.095870113601,0.106739141344,0.911659893243,1.38243843789,-0.209727482775,119,0.457117552418,-0.0293131447933,0.559726962457,-0.0553798705814,0.0468988589608,0.724777607005,1
scale_normalized_inverted,50,1112,21.3846153846,4.23682992995,0.0805018231104,0.126335574431,0.676950955697,0.961146611616,-0.398971055285,122,0.201773592455,-0.0413132196586,0.579136690647,-0.13684992269,0.0967706110712,0.836484806272,1,261,5.01923076923,0.539572748244,0.0897739977377,0.126158883356,0.745427372307,1.05118480862,-0.238772937146,74,0.375980623309,-0.0413875656953,0.609195402299,-0.100983677087,0.0967706110712,0.66891927517,1,293,5.63461538462,0.647914078533,0.0926984629757,0.106737363278,0.884475624823,1.33710758981,-0.212364869635,120,0.436505638316,-0.0293741761048,0.559726962457,-0.0554628916254,0.0467978352178,0.724777607005,1
scale_normalized_inverted,100,1112,21.3846153846,3.78868141236,0.0759910508984,0.126381876355,0.643613096967,0.910526676451,-0.403407745493,124,0.188372810754,-0.0414423205331,0.57464028777,-0.137087727137,0.09645200381,0.836484806272,1,261,5.01923076923,0.5139495311,0.0861361363739,0.126202615897,0.718693362006,1.01030923395,-0.239759931777,74,0.359259930279,-0.0415188720885,0.609195402299,-0.101253422453,0.09645200381,0.66891927517,1,293,5.63461538462,0.614613955799,0.0887467424649,0.106735360385,0.850494076004,1.2808209035,-0.215649293465,122,0.411532730012,-0.0294504609048,0.556313993174,-0.0555666606228,0.0466715658882,0.724777607005,1
scale_normalized_asset_permuted,10,1112,21.3846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scale_normalized_asset_permuted,50,1112,21.3846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scale_normalized_asset_permuted,100,1112,21.3846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,5.01923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5.63461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
