,SPY,QQQ,IWM,EFA,VEA,VWO,EWJ,VNQ,HYG,LQD,GLD,PDBC,DBA,TLT
2005-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19447378083350642,0.0,0.25359159802404524,0.33665263017656216,0.0,0.0,0.21528199096588613
2005-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19447378083350642,0.0,0.25359159802404524,0.33665263017656216,0.0,0.0,0.21528199096588613
2005-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19447378083350642,0.0,0.25359159802404524,0.33665263017656216,0.0,0.0,0.21528199096588613
2005-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964920305328493,0.0,0.26594260503835193,0.32845417380621256,0.0,0.0,0.20911119062258635
2005-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964920305328493,0.0,0.26594260503835193,0.32845417380621256,0.0,0.0,0.20911119062258635
2005-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964920305328493,0.0,0.26594260503835193,0.32845417380621256,0.0,0.0,0.20911119062258635
2005-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964920305328493,0.0,0.26594260503835193,0.32845417380621256,0.0,0.0,0.20911119062258635
2005-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964920305328493,0.0,0.26594260503835193,0.32845417380621256,0.0,0.0,0.20911119062258635
2005-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20497868120671978,0.0,0.3120194252556185,0.16644107114030224,0.0,0.0,0.31656082239735933
2005-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20497868120671978,0.0,0.3120194252556185,0.16644107114030224,0.0,0.0,0.31656082239735933
2005-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20497868120671978,0.0,0.3120194252556185,0.16644107114030224,0.0,0.0,0.31656082239735933
2005-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20497868120671978,0.0,0.3120194252556185,0.16644107114030224,0.0,0.0,0.31656082239735933
2005-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17136109757073492,0.0,0.31442453880318244,0.1882042770605933,0.0,0.0,0.3260100865654892
2005-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17136109757073492,0.0,0.31442453880318244,0.1882042770605933,0.0,0.0,0.3260100865654892
2005-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17136109757073492,0.0,0.31442453880318244,0.1882042770605933,0.0,0.0,0.3260100865654892
2005-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17136109757073492,0.0,0.31442453880318244,0.1882042770605933,0.0,0.0,0.3260100865654892
2005-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056513905251092914,0.0,0.26491450625195356,0.3552925691080333,0.0,0.0,0.3232790193889203
2005-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056513905251092914,0.0,0.26491450625195356,0.3552925691080333,0.0,0.0,0.3232790193889203
2005-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056513905251092914,0.0,0.26491450625195356,0.3552925691080333,0.0,0.0,0.3232790193889203
2005-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056513905251092914,0.0,0.26491450625195356,0.3552925691080333,0.0,0.0,0.3232790193889203
2005-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056513905251092914,0.0,0.26491450625195356,0.3552925691080333,0.0,0.0,0.3232790193889203
2005-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001102602509545134,0.0,0.3988681550872216,0.21106503439732574,0.0,0.0,0.38896420800590753
2006-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001102602509545134,0.0,0.3988681550872216,0.21106503439732574,0.0,0.0,0.38896420800590753
2006-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001102602509545134,0.0,0.3988681550872216,0.21106503439732574,0.0,0.0,0.38896420800590753
2006-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001102602509545134,0.0,0.3988681550872216,0.21106503439732574,0.0,0.0,0.38896420800590753
2006-01-27,0.0,0.0,0.0,0.1056216966743426,0.0,0.0,0.0,0.0,0.0,0.40054276118870724,0.1732563539094327,0.0,0.0,0.32057918822751746
2006-02-03,0.0,0.0,0.0,0.1056216966743426,0.0,0.0,0.0,0.0,0.0,0.40054276118870724,0.1732563539094327,0.0,0.0,0.32057918822751746
2006-02-10,0.0,0.0,0.0,0.1056216966743426,0.0,0.0,0.0,0.0,0.0,0.40054276118870724,0.1732563539094327,0.0,0.0,0.32057918822751746
2006-02-17,0.0,0.0,0.0,0.1056216966743426,0.0,0.0,0.0,0.0,0.0,0.40054276118870724,0.1732563539094327,0.0,0.0,0.32057918822751746
2006-02-24,0.0,0.0,0.0,0.0932932534583774,0.0,0.0,0.0,0.0,0.0,0.32451989584946844,0.31388106124943127,0.0,0.0,0.2683057894427229
2006-03-03,0.0,0.0,0.0,0.0932932534583774,0.0,0.0,0.0,0.0,0.0,0.32451989584946844,0.31388106124943127,0.0,0.0,0.2683057894427229
2006-03-10,0.0,0.0,0.0,0.0932932534583774,0.0,0.0,0.0,0.0,0.0,0.32451989584946844,0.31388106124943127,0.0,0.0,0.2683057894427229
2006-03-17,0.0,0.0,0.0,0.0932932534583774,0.0,0.0,0.0,0.0,0.0,0.32451989584946844,0.31388106124943127,0.0,0.0,0.2683057894427229
2006-03-24,0.0,0.0,0.0,0.0932932534583774,0.0,0.0,0.0,0.0,0.0,0.32451989584946844,0.31388106124943127,0.0,0.0,0.2683057894427229
2006-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13123010562905663,0.0,0.3247391892256764,0.26433919762718194,0.0,0.0,0.2796915075180851
2006-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13123010562905663,0.0,0.3247391892256764,0.26433919762718194,0.0,0.0,0.2796915075180851
2006-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13123010562905663,0.0,0.3247391892256764,0.26433919762718194,0.0,0.0,0.2796915075180851
2006-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13123010562905663,0.0,0.3247391892256764,0.26433919762718194,0.0,0.0,0.2796915075180851
2006-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22470293910643568,0.0,0.3425665676440797,0.2533876872869796,0.0,0.0,0.17934280596250493
2006-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22470293910643568,0.0,0.3425665676440797,0.2533876872869796,0.0,0.0,0.17934280596250493
2006-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22470293910643568,0.0,0.3425665676440797,0.2533876872869796,0.0,0.0,0.17934280596250493
2006-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22470293910643568,0.0,0.3425665676440797,0.2533876872869796,0.0,0.0,0.17934280596250493
2006-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17792501338677622,0.0,0.4359022071630466,0.3144246894989432,0.0,0.0,0.07174808995123398
2006-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17792501338677622,0.0,0.4359022071630466,0.3144246894989432,0.0,0.0,0.07174808995123398
2006-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17792501338677622,0.0,0.4359022071630466,0.3144246894989432,0.0,0.0,0.07174808995123398
2006-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17792501338677622,0.0,0.4359022071630466,0.3144246894989432,0.0,0.0,0.07174808995123398
2006-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17792501338677622,0.0,0.4359022071630466,0.3144246894989432,0.0,0.0,0.07174808995123398
2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1790251077015833,0.0,0.3839072326365534,0.35158366489602416,0.0,0.0,0.08548399476583914
2006-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1790251077015833,0.0,0.3839072326365534,0.35158366489602416,0.0,0.0,0.08548399476583914
2006-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1790251077015833,0.0,0.3839072326365534,0.35158366489602416,0.0,0.0,0.08548399476583914
2006-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1790251077015833,0.0,0.3839072326365534,0.35158366489602416,0.0,0.0,0.08548399476583914
2006-07-28,0.0,0.0,0.0,0.07810893763817926,0.0,0.0,0.0,0.3302281711414091,0.0,0.12999169879945324,0.46167119242095833,0.0,0.0,0.0
2006-08-04,0.0,0.0,0.0,0.07810893763817926,0.0,0.0,0.0,0.3302281711414091,0.0,0.12999169879945324,0.46167119242095833,0.0,0.0,0.0
2006-08-11,0.0,0.0,0.0,0.07810893763817926,0.0,0.0,0.0,0.3302281711414091,0.0,0.12999169879945324,0.46167119242095833,0.0,0.0,0.0
2006-08-18,0.0,0.0,0.0,0.07810893763817926,0.0,0.0,0.0,0.3302281711414091,0.0,0.12999169879945324,0.46167119242095833,0.0,0.0,0.0
2006-08-25,0.0,0.0,0.0,0.04784070231943456,0.0,0.0,0.0,0.3840680353232006,0.0,0.16151938262925414,0.40657187972811076,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,0.04784070231943456,0.0,0.0,0.0,0.3840680353232006,0.0,0.16151938262925414,0.40657187972811076,0.0,0.0,0.0
2006-09-08,0.0,0.0,0.0,0.04784070231943456,0.0,0.0,0.0,0.3840680353232006,0.0,0.16151938262925414,0.40657187972811076,0.0,0.0,0.0
2006-09-15,0.0,0.0,0.0,0.04784070231943456,0.0,0.0,0.0,0.3840680353232006,0.0,0.16151938262925414,0.40657187972811076,0.0,0.0,0.0
2006-09-22,0.0,0.0,0.0,0.04784070231943456,0.0,0.0,0.0,0.3840680353232006,0.0,0.16151938262925414,0.40657187972811076,0.0,0.0,0.0
2006-09-29,0.0,0.0,0.0,0.0518113171160265,0.0,0.0,0.0,0.4253656052168973,0.0,0.16968459569638655,0.35313848197068964,0.0,0.0,0.0
2006-10-06,0.0,0.0,0.0,0.0518113171160265,0.0,0.0,0.0,0.4253656052168973,0.0,0.16968459569638655,0.35313848197068964,0.0,0.0,0.0
2006-10-13,0.0,0.0,0.0,0.0518113171160265,0.0,0.0,0.0,0.4253656052168973,0.0,0.16968459569638655,0.35313848197068964,0.0,0.0,0.0
2006-10-20,0.0,0.0,0.0,0.0518113171160265,0.0,0.0,0.0,0.4253656052168973,0.0,0.16968459569638655,0.35313848197068964,0.0,0.0,0.0
2006-10-27,0.0,0.0,0.0,0.07054791532248524,0.0,0.0,0.0,0.6339415948856378,0.0,0.18802284254628537,0.10748764724559148,0.0,0.0,0.0
2006-11-03,0.0,0.0,0.0,0.07054791532248524,0.0,0.0,0.0,0.6339415948856378,0.0,0.18802284254628537,0.10748764724559148,0.0,0.0,0.0
2006-11-10,0.0,0.0,0.0,0.07054791532248524,0.0,0.0,0.0,0.6339415948856378,0.0,0.18802284254628537,0.10748764724559148,0.0,0.0,0.0
2006-11-17,0.0,0.0,0.0,0.07054791532248524,0.0,0.0,0.0,0.6339415948856378,0.0,0.18802284254628537,0.10748764724559148,0.0,0.0,0.0
2006-11-24,0.06281214880910786,0.0,0.0,0.08126010494455987,0.0,0.0,0.0,0.6821936965144969,0.0,0.17373404973183543,0.0,0.0,0.0,0.0
2006-12-01,0.06281214880910786,0.0,0.0,0.08126010494455987,0.0,0.0,0.0,0.6821936965144969,0.0,0.17373404973183543,0.0,0.0,0.0,0.0
2006-12-08,0.06281214880910786,0.0,0.0,0.08126010494455987,0.0,0.0,0.0,0.6821936965144969,0.0,0.17373404973183543,0.0,0.0,0.0,0.0
2006-12-15,0.06281214880910786,0.0,0.0,0.08126010494455987,0.0,0.0,0.0,0.6821936965144969,0.0,0.17373404973183543,0.0,0.0,0.0,0.0
2006-12-22,0.06281214880910786,0.0,0.0,0.08126010494455987,0.0,0.0,0.0,0.6821936965144969,0.0,0.17373404973183543,0.0,0.0,0.0,0.0
2006-12-29,0.0,0.0,0.0,0.09982102913430577,0.0,0.0,0.0,0.5458404655701055,0.0,0.17853691311611233,0.17580159217947625,0.0,0.0,0.0
2007-01-05,0.0,0.0,0.0,0.09982102913430577,0.0,0.0,0.0,0.5458404655701055,0.0,0.17853691311611233,0.17580159217947625,0.0,0.0,0.0
2007-01-12,0.0,0.0,0.0,0.09982102913430577,0.0,0.0,0.0,0.5458404655701055,0.0,0.17853691311611233,0.17580159217947625,0.0,0.0,0.0
2007-01-19,0.0,0.0,0.0,0.09982102913430577,0.0,0.0,0.0,0.5458404655701055,0.0,0.17853691311611233,0.17580159217947625,0.0,0.0,0.0
2007-01-26,0.0,0.0,0.0,0.15142451926552924,0.0,0.0,0.0,0.46483153027786006,0.0,0.23113619485219733,0.0,0.0,0.0,0.15260775560441342
2007-02-02,0.0,0.0,0.0,0.15142451926552924,0.0,0.0,0.0,0.46483153027786006,0.0,0.23113619485219733,0.0,0.0,0.0,0.15260775560441342
2007-02-09,0.0,0.0,0.0,0.15142451926552924,0.0,0.0,0.0,0.46483153027786006,0.0,0.23113619485219733,0.0,0.0,0.0,0.15260775560441342
2007-02-16,0.0,0.0,0.0,0.15142451926552924,0.0,0.0,0.0,0.46483153027786006,0.0,0.23113619485219733,0.0,0.0,0.0,0.15260775560441342
2007-02-23,0.0,0.0,0.0,0.22957088396240052,0.0,0.0,0.0,0.3618124307606064,0.0,0.2729881982590893,0.0,0.0,0.0,0.13562848701790386
2007-03-02,0.0,0.0,0.0,0.22957088396240052,0.0,0.0,0.0,0.3618124307606064,0.0,0.2729881982590893,0.0,0.0,0.0,0.13562848701790386
2007-03-09,0.0,0.0,0.0,0.22957088396240052,0.0,0.0,0.0,0.3618124307606064,0.0,0.2729881982590893,0.0,0.0,0.0,0.13562848701790386
2007-03-16,0.0,0.0,0.0,0.22957088396240052,0.0,0.0,0.0,0.3618124307606064,0.0,0.2729881982590893,0.0,0.0,0.0,0.13562848701790386
2007-03-23,0.0,0.0,0.0,0.22957088396240052,0.0,0.0,0.0,0.3618124307606064,0.0,0.2729881982590893,0.0,0.0,0.0,0.13562848701790386
2007-03-30,0.0,0.0,0.0,0.14380605476511715,0.0,0.0,0.0,0.4515770384572472,0.0,0.2710323099957556,0.1335845967818799,0.0,0.0,0.0
2007-04-06,0.0,0.0,0.0,0.14380605476511715,0.0,0.0,0.0,0.4515770384572472,0.0,0.2710323099957556,0.1335845967818799,0.0,0.0,0.0
2007-04-13,0.0,0.0,0.0,0.14380605476511715,0.0,0.0,0.0,0.4515770384572472,0.0,0.2710323099957556,0.1335845967818799,0.0,0.0,0.0
2007-04-20,0.0,0.0,0.0,0.14380605476511715,0.0,0.0,0.0,0.4515770384572472,0.0,0.2710323099957556,0.1335845967818799,0.0,0.0,0.0
2007-04-27,0.0,0.0,0.0,0.05007453959222632,0.0,0.0,0.0,0.2131159841222738,0.0,0.2682065717125928,0.0,0.0,0.0,0.4686029045729072
2007-05-04,0.0,0.0,0.0,0.05007453959222632,0.0,0.0,0.0,0.2131159841222738,0.0,0.2682065717125928,0.0,0.0,0.0,0.4686029045729072
2007-05-11,0.0,0.0,0.0,0.05007453959222632,0.0,0.0,0.0,0.2131159841222738,0.0,0.2682065717125928,0.0,0.0,0.0,0.4686029045729072
2007-05-18,0.0,0.0,0.0,0.05007453959222632,0.0,0.0,0.0,0.2131159841222738,0.0,0.2682065717125928,0.0,0.0,0.0,0.4686029045729072
2007-05-25,0.0,0.0,0.0,0.06545205594676615,0.0,0.0,0.0,0.27814234633738,0.0,0.2643833358550359,0.0,0.0,0.0,0.3920222618608178
2007-06-01,0.0,0.0,0.0,0.06545205594676615,0.0,0.0,0.0,0.27814234633738,0.0,0.2643833358550359,0.0,0.0,0.0,0.3920222618608178
2007-06-08,0.0,0.0,0.0,0.06545205594676615,0.0,0.0,0.0,0.27814234633738,0.0,0.2643833358550359,0.0,0.0,0.0,0.3920222618608178
2007-06-15,0.0,0.0,0.0,0.06545205594676615,0.0,0.0,0.0,0.27814234633738,0.0,0.2643833358550359,0.0,0.0,0.0,0.3920222618608178
2007-06-22,0.0,0.0,0.0,0.06545205594676615,0.0,0.0,0.0,0.27814234633738,0.0,0.2643833358550359,0.0,0.0,0.0,0.3920222618608178
2007-06-29,0.016733397335637383,0.0,0.0,0.16026607210733715,0.0,0.0,0.0,0.0,0.0,0.47096319355336835,0.0,0.0,0.0,0.35203733700365725
2007-07-06,0.016733397335637383,0.0,0.0,0.16026607210733715,0.0,0.0,0.0,0.0,0.0,0.47096319355336835,0.0,0.0,0.0,0.35203733700365725
2007-07-13,0.016733397335637383,0.0,0.0,0.16026607210733715,0.0,0.0,0.0,0.0,0.0,0.47096319355336835,0.0,0.0,0.0,0.35203733700365725
2007-07-20,0.016733397335637383,0.0,0.0,0.16026607210733715,0.0,0.0,0.0,0.0,0.0,0.47096319355336835,0.0,0.0,0.0,0.35203733700365725
2007-07-27,0.0,0.0,0.0,0.060417163700928506,0.0,0.0,0.0,0.0,0.3923850785357755,0.34139974624844344,0.0,0.0,0.0,0.20579801151485255
2007-08-03,0.0,0.0,0.0,0.060417163700928506,0.0,0.0,0.0,0.0,0.3923850785357755,0.34139974624844344,0.0,0.0,0.0,0.20579801151485255
2007-08-10,0.0,0.0,0.0,0.060417163700928506,0.0,0.0,0.0,0.0,0.3923850785357755,0.34139974624844344,0.0,0.0,0.0,0.20579801151485255
2007-08-17,0.0,0.0,0.0,0.060417163700928506,0.0,0.0,0.0,0.0,0.3923850785357755,0.34139974624844344,0.0,0.0,0.0,0.20579801151485255
2007-08-24,0.0,0.0,0.0,0.060417163700928506,0.0,0.0,0.0,0.0,0.3923850785357755,0.34139974624844344,0.0,0.0,0.0,0.20579801151485255
2007-08-31,0.0,0.0,0.0,0.04068403863387818,0.0,0.0,0.0,0.0,0.5946925069780016,0.22942350312373697,0.0,0.0,0.0,0.13519995126438325
2007-09-07,0.0,0.0,0.0,0.04068403863387818,0.0,0.0,0.0,0.0,0.5946925069780016,0.22942350312373697,0.0,0.0,0.0,0.13519995126438325
2007-09-14,0.0,0.0,0.0,0.04068403863387818,0.0,0.0,0.0,0.0,0.5946925069780016,0.22942350312373697,0.0,0.0,0.0,0.13519995126438325
2007-09-21,0.0,0.0,0.0,0.04068403863387818,0.0,0.0,0.0,0.0,0.5946925069780016,0.22942350312373697,0.0,0.0,0.0,0.13519995126438325
2007-09-28,0.0,0.0,0.0,0.031890374641497216,0.0,0.0,0.0,0.0,0.6228981127464169,0.1811927852955857,0.0,0.0,0.0,0.16401872731650008
2007-10-05,0.0,0.0,0.0,0.031890374641497216,0.0,0.0,0.0,0.0,0.6228981127464169,0.1811927852955857,0.0,0.0,0.0,0.16401872731650008
2007-10-12,0.0,0.0,0.0,0.031890374641497216,0.0,0.0,0.0,0.0,0.6228981127464169,0.1811927852955857,0.0,0.0,0.0,0.16401872731650008
2007-10-19,0.0,0.0,0.0,0.031890374641497216,0.0,0.0,0.0,0.0,0.6228981127464169,0.1811927852955857,0.0,0.0,0.0,0.16401872731650008
2007-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5112059653596157,0.17248374406574654,0.06342804998682346,0.0,0.0,0.2528822405878143
2007-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5112059653596157,0.17248374406574654,0.06342804998682346,0.0,0.0,0.2528822405878143
2007-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5112059653596157,0.17248374406574654,0.06342804998682346,0.0,0.0,0.2528822405878143
2007-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5112059653596157,0.17248374406574654,0.06342804998682346,0.0,0.0,0.2528822405878143
2007-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5112059653596157,0.17248374406574654,0.06342804998682346,0.0,0.0,0.2528822405878143
2007-11-30,0.0,0.0,0.0,0.046890089621166066,0.0,0.0,0.0,0.0,0.7633691901932966,0.14050736443522246,0.0,0.0,0.0,0.04923335575031481
2007-12-07,0.0,0.0,0.0,0.046890089621166066,0.0,0.0,0.0,0.0,0.7633691901932966,0.14050736443522246,0.0,0.0,0.0,0.04923335575031481
2007-12-14,0.0,0.0,0.0,0.046890089621166066,0.0,0.0,0.0,0.0,0.7633691901932966,0.14050736443522246,0.0,0.0,0.0,0.04923335575031481
2007-12-21,0.0,0.0,0.0,0.046890089621166066,0.0,0.0,0.0,0.0,0.7633691901932966,0.14050736443522246,0.0,0.0,0.0,0.04923335575031481
2007-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5634401902646666,0.1791772437997099,0.09030822218603171,0.0,0.0,0.16707434374959168
2008-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5634401902646666,0.1791772437997099,0.09030822218603171,0.0,0.0,0.16707434374959168
2008-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5634401902646666,0.1791772437997099,0.09030822218603171,0.0,0.0,0.16707434374959168
2008-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5634401902646666,0.1791772437997099,0.09030822218603171,0.0,0.0,0.16707434374959168
2008-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5834088469978762,0.13321260276685554,0.0,0.0,0.09899228432801459,0.18438626590725357
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5834088469978762,0.13321260276685554,0.0,0.0,0.09899228432801459,0.18438626590725357
2008-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5834088469978762,0.13321260276685554,0.0,0.0,0.09899228432801459,0.18438626590725357
2008-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5834088469978762,0.13321260276685554,0.0,0.0,0.09899228432801459,0.18438626590725357
2008-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5834088469978762,0.13321260276685554,0.0,0.0,0.09899228432801459,0.18438626590725357
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43149013065596536,0.19013776806959087,0.0,0.0,0.14710445206906814,0.2312676492053758
2008-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43149013065596536,0.19013776806959087,0.0,0.0,0.14710445206906814,0.2312676492053758
2008-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43149013065596536,0.19013776806959087,0.0,0.0,0.14710445206906814,0.2312676492053758
2008-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43149013065596536,0.19013776806959087,0.0,0.0,0.14710445206906814,0.2312676492053758
2008-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4591840760792435,0.19315134563067166,0.13552351125225423,0.0,0.0,0.21214106703783064
2008-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4591840760792435,0.19315134563067166,0.13552351125225423,0.0,0.0,0.21214106703783064
2008-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4591840760792435,0.19315134563067166,0.13552351125225423,0.0,0.0,0.21214106703783064
