,IWM,QQQ,SPY,XLF,XLI,XLY,VNQ,HYG,PDBC,VWO,EEM,LQD,TLT,BIL
2012-06-29,0.0,0.0,0.0,0.0,0.0,0.17187127229678148,0.17362017453438422,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-07-06,0.0,0.0,0.0,0.0,0.0,0.14636192750743907,0.18461323804269184,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-07-13,0.0,0.0,0.0,0.0,0.0,0.1226539607469002,0.2230367833477882,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-07-20,0.0,0.0,0.0,0.0,0.0,0.11440045294613665,0.23756855788004033,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.41664280224632694,0.18950570207930392,0.0,0.0,0.0,0.39385149567436906,0.0,0.0
2012-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.22480087059836176,0.2660025981600599,0.0,0.0,0.0,0.2,0.0,0.15
2012-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.22815205228019128,0.24871249257853104,0.0,0.0,0.0,0.2,0.0,0.15
2012-08-17,0.0,0.12364349148455817,0.13947542125737883,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-08-24,0.0,0.19508681226877742,0.11540635807295051,0.0,0.0,0.0,0.18950682965827206,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-08-31,0.0,0.15768258971517143,0.13291233346391515,0.0,0.0,0.0,0.2094050768209134,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-09-07,0.0,0.2878805214971339,0.28405225857221955,0.0,0.0,0.0,0.42806721993064656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-14,0.0,0.18251136161508053,0.1519042452424636,0.0,0.0,0.0,0.1655843931424559,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-09-21,0.0,0.18813375634941443,0.0,0.0,0.0,0.14703910956589158,0.164827134084694,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-09-28,0.0,0.43796719051237465,0.2138302411826637,0.0,0.0,0.34820256830496177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-05,0.0,0.13772654132583126,0.0,0.0,0.0,0.21279340262033203,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-10-12,0.0,0.0,0.14983247138968242,0.0,0.0,0.2606874755159498,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-10-19,0.0,0.0,0.14971599450782916,0.19558130467228024,0.0,0.15470270081989065,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-10-26,0.0,0.0,0.1236293120869398,0.16644954069381843,0.0,0.20992114721924174,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-11-02,0.0,0.0,0.0,0.0,0.0,0.1520216306691049,0.0,0.27994338211322245,0.0,0.0,0.0,0.2,0.0,0.15
2012-11-09,0.0,0.0,0.11670281440748136,0.21534010251914362,0.0,0.16795708307337492,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2012-11-23,0.0,0.0,0.0,0.26504701442615114,0.0,0.10443839865838096,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-11-30,0.0,0.0,0.0,0.5311313392880417,0.0,0.3008372289451848,0.0,0.0,0.0,0.0,0.0,0.16803143176677346,0.0,0.0
2012-12-07,0.0,0.0,0.0,0.4562450546216578,0.0,0.3522461176705742,0.0,0.0,0.0,0.0,0.191508827707768,0.0,0.0,0.0
2012-12-14,0.0,0.0,0.0,0.4626863460860165,0.0,0.0,0.0,0.0,0.0,0.0,0.24704167487202439,0.2902719790419591,0.0,0.0
2012-12-21,0.0,0.0,0.0,0.1761382970137415,0.0,0.10021829615368272,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-12-28,0.0,0.0,0.0,0.24730568083132845,0.0,0.12835131849801257,0.0,0.15,0.0,0.0,0.12434300067065898,0.2,0.0,0.15
2013-01-04,0.0,0.0,0.0,0.21868935422192326,0.0,0.1598107815000662,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-01-11,0.0,0.0,0.0,0.21598192468119928,0.0,0.14801120566805404,0.0,0.15,0.0,0.0,0.13600686965074668,0.2,0.0,0.15
2013-01-18,0.0,0.0,0.0,0.20632014178305852,0.0,0.1608955465480769,0.0,0.15,0.0,0.13278431166886456,0.0,0.2,0.0,0.15
2013-01-25,0.0,0.0,0.0,0.1927147695535532,0.0,0.16130655969151916,0.0,0.15,0.0,0.14597867075492754,0.0,0.2,0.0,0.15
2013-02-01,0.0,0.0,0.0,0.1885167922149199,0.12435750878293741,0.18712569900214268,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-02-08,0.2938869549058801,0.0,0.0,0.439688373385791,0.0,0.26642467170832884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-15,0.13736778173046144,0.0,0.0,0.2112300839639913,0.0,0.1514021343055473,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-02-22,0.1382564071331808,0.0,0.0,0.224409483231192,0.0,0.13733410963562723,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-03-01,0.16805508870258368,0.0,0.0,0.20661118845710716,0.12533372284030914,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-03-08,0.13974368536420975,0.0,0.0,0.22698264916906255,0.13327366546672767,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-03-15,0.1387061992782333,0.0,0.0,0.21693160896539196,0.14436219175637477,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-03-22,0.0,0.0,0.0,0.19550947827959378,0.15228527158642563,0.1522052501339806,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-03-29,0.0,0.0,0.0,0.1985602930598293,0.16076651305312198,0.14067319388704871,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-04-05,0.3387363211379925,0.0,0.0,0.3602092579392533,0.3010544209227542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-12,0.2794312098021287,0.0,0.0,0.38795530417664015,0.0,0.33261348602123125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-19,0.2879168218987338,0.0,0.0,0.37687689703249333,0.0,0.3352062810687729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-26,0.14333019437793273,0.0,0.0,0.17355814116177568,0.0,0.18311166446029153,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-05-03,0.11982577480290472,0.0,0.0,0.1884070026145108,0.0,0.1917672225825845,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-05-10,0.0,0.0,0.0,0.17708206699613335,0.0,0.1970730491528335,0.12584488385103315,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-05-17,0.0,0.0,0.0,0.19244020385055488,0.0,0.20922710724390864,0.09833268890553647,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-05-24,0.0,0.0,0.0,0.18989376150597706,0.0,0.18405793767777,0.126048300816253,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-05-31,0.11935026724459419,0.0,0.0,0.20730640856930263,0.0,0.1733433241861032,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-06-07,0.1166917862089643,0.0,0.0,0.2202128147280376,0.0,0.16309539906299814,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-06-14,0.0,0.0,0.10803752234164007,0.2149569147952224,0.0,0.17700556286313754,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-06-21,0.10967404316211146,0.0,0.0,0.19373820007719314,0.0,0.19658775676069543,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-06-28,0.1051686521962631,0.0,0.0,0.21046370474019518,0.0,0.18436764306354173,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-07-05,0.11675770545204325,0.0,0.0,0.2012787410068744,0.0,0.18196355354108235,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-07-12,0.12726170026090963,0.0,0.0,0.19576204600543895,0.0,0.17697625373365142,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-07-19,0.13447833630940664,0.0,0.0,0.18268234132084424,0.0,0.1828393223697491,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-07-26,0.14779543438452156,0.0,0.0,0.19569496454013172,0.0,0.15650960107534673,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-08-02,0.14556696719285162,0.0,0.0,0.1925192740217098,0.0,0.16191375878543857,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-08-09,0.1511056355185122,0.0,0.0,0.1785059695490488,0.0,0.17038839493243899,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-08-16,0.15866057388947966,0.0,0.0,0.16560750223532988,0.0,0.17573192387519046,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-08-23,0.17062839314757178,0.0,0.0,0.15477573999346414,0.0,0.17459586685896408,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-08-30,0.17264128744514656,0.0,0.0,0.149880597896583,0.0,0.17747811465827043,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-09-06,0.16836288965806698,0.132747151008771,0.0,0.0,0.0,0.19888995933316211,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-09-13,0.17188217183009252,0.1439915552474408,0.0,0.0,0.0,0.18412627292246672,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-09-20,0.1702487664164926,0.0,0.0,0.0,0.15615243177917346,0.17359880180433396,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-09-27,0.15982782055106132,0.16361442216334504,0.0,0.0,0.0,0.17655775728559367,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-10-04,0.16619111322348468,0.1622832609066609,0.0,0.0,0.0,0.17152562586985437,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-10-11,0.18704786933505818,0.16911226403306281,0.0,0.0,0.0,0.14383986663187898,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-10-18,0.1802053972811956,0.15493005209973185,0.0,0.0,0.16486455061907251,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-10-25,0.17404422430371802,0.17971622223745784,0.0,0.0,0.14623955345882414,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-11-01,0.16105780363499672,0.17856260351382539,0.0,0.0,0.16037959285117787,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-11-08,0.0,0.18112226479797483,0.0,0.0,0.1761905466995792,0.142687188502446,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-11-15,0.0,0.17149432630561673,0.0,0.0,0.18365103379661496,0.14485463989776826,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-11-22,0.0,0.17206342508411485,0.0,0.0,0.15036143015720288,0.17757514475868222,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-11-29,0.0,0.1584903037072054,0.0,0.0,0.16851216954824377,0.17299752674455082,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-12-06,0.0,0.155222673008674,0.0,0.0,0.16664466159365177,0.17813266539767422,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-12-13,0.0,0.16593359824404608,0.0,0.0,0.17467321565838687,0.15939318609756706,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-12-20,0.0,0.16946453057201677,0.0,0.0,0.16830071719283668,0.16223475223514652,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2013-12-27,0.0,0.17052628966788627,0.0,0.0,0.1718469944776895,0.15762671585442425,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-01-03,0.0,0.16926591337950478,0.0,0.0,0.18674436426961777,0.14398972235087742,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-01-10,0.0,0.16420311800256418,0.0,0.0,0.1971951311290204,0.13860175086841545,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-01-17,0.0,0.16325882591552388,0.0,0.0,0.18545183969477666,0.1512893343896994,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-01-24,0.0,0.18534757472802924,0.0,0.0,0.19624573207490034,0.11840669319707041,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-01-31,0.11792355646095139,0.21210288609990044,0.0,0.0,0.1699735574391482,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-02-07,0.13273476785421956,0.20916746182805956,0.0,0.0,0.15809777031772093,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-02-14,0.10018365567332056,0.23173757219623242,0.0,0.0,0.16807877213044703,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-02-21,0.13204743045102624,0.22422707216393514,0.0,0.0,0.1437254973850386,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-02-28,0.12768569630188578,0.25076425849209305,0.0,0.0,0.12155004520602111,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-03-07,0.11989162696109326,0.2369762027975322,0.0,0.0,0.14313217024137453,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-03-14,0.12097096970787577,0.20474029875537192,0.0,0.0,0.17428873153675234,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2014-03-28,0.17929132723886979,0.21857651022154598,0.0,0.0,0.10213216253958428,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-04-04,0.0,0.0,0.19528753314499456,0.12395925546682914,0.0,0.0,0.18075321138817632,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-04-11,0.0,0.0,0.2575461630572269,0.0,0.5129548566853419,0.0,0.22949898025743123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2014-04-25,0.0,0.0,0.28919458972111584,0.0,0.5188801436879076,0.0,0.19192526659097656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-02,0.0,0.0,0.1355887499093737,0.09827076412441804,0.26614048596620826,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-05-09,0.0,0.0,0.14315396637662536,0.12578687113519718,0.2310591624881775,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-05-16,0.0,0.0,0.11999992830067924,0.0,0.20025847909662803,0.0,0.17974159260269273,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-05-23,0.0,0.0,0.0,0.0,0.2185707826008089,0.0,0.19719172014182035,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-05-30,0.0,0.0,0.0,0.0,0.3356229058086862,0.0,0.49140707576892695,0.0,0.0,0.0,0.0,0.17297001842238677,0.0,0.0
2014-06-06,0.0,0.0,0.0,0.0,0.3408502565322287,0.0,0.4873695806592014,0.0,0.0,0.0,0.0,0.17178016280857,0.0,0.0
2014-06-13,0.0,0.0,0.0,0.0,0.33959558482848784,0.0,0.485732217746665,0.0,0.0,0.0,0.0,0.1746721974248472,0.0,0.0
2014-06-20,0.0,0.0,0.0,0.0,0.3895247588743492,0.0,0.393410274818619,0.0,0.0,0.21706496630703193,0.0,0.0,0.0,0.0
2014-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.5478233993229538,0.0,0.0,0.30474054793677946,0.14743605274026672,0.0,0.0,0.0
2014-07-04,0.0,0.26051861803684917,0.17399334304242045,0.0,0.0,0.0,0.5654880389207305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-11,0.0,0.20762842016887825,0.0,0.0,0.0,0.0,0.16748233226632922,0.15,0.0,0.1248892475647926,0.0,0.2,0.0,0.15
2014-07-18,0.0,0.21099756599091324,0.1154452856588203,0.0,0.0,0.0,0.17355714835026648,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-07-25,0.0,0.15973758421485654,0.14415977408628045,0.0,0.0,0.0,0.196102641698863,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-08-01,0.0,0.18085141782232736,0.14395283150007496,0.0,0.0,0.0,0.0,0.15,0.0,0.17519575067759766,0.0,0.2,0.0,0.15
2014-08-08,0.0,0.209249664627734,0.12341971710061826,0.0,0.0,0.0,0.0,0.15,0.0,0.16733061827164766,0.0,0.2,0.0,0.15
2014-08-15,0.0,0.1932840842763491,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1791035876518322,0.1276123280718187,0.2,0.0,0.15
2014-08-22,0.0,0.2111667104814154,0.0,0.0,0.0,0.0,0.12268162536321878,0.15,0.0,0.1661516641553659,0.0,0.2,0.0,0.15
2014-08-29,0.0,0.21564700641031992,0.0,0.0,0.0,0.0,0.11769522644490375,0.15,0.0,0.1666577671447763,0.0,0.2,0.0,0.15
2014-09-05,0.0,0.39568771716244344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348765874292924,0.2555464085446327,0.0,0.0,0.0
2014-09-12,0.0,0.1915103815131136,0.0,0.0,0.0,0.0,0.13245330820652224,0.15,0.0,0.17603631028036412,0.0,0.2,0.0,0.15
2014-09-19,0.0,0.2546991567902194,0.11978883401093345,0.0,0.0,0.0,0.0,0.15,0.0,0.12551200919884714,0.0,0.2,0.0,0.15
2014-09-26,0.0,0.2689074437871568,0.11215994640851665,0.0,0.0,0.0,0.0,0.15,0.0,0.11893260980432656,0.0,0.2,0.0,0.15
2014-10-03,0.0,0.2830722555211894,0.11644120681466014,0.0,0.0,0.0,0.0,0.15,0.0,0.10048653766415043,0.0,0.2,0.0,0.15
2014-10-10,0.0,0.29947002095095204,0.10710480631504948,0.0,0.0,0.0,0.09342517273399847,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2014-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2014-10-31,0.0,0.4559871983938722,0.16800715178213094,0.22600564982399693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
2014-11-07,0.0,0.44291871654648485,0.20819513031999487,0.34888615313352034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-14,0.0,0.48264611646926475,0.19007208017432212,0.32728180335641305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-21,0.0,0.46389996696605657,0.0,0.3297032603122684,0.0,0.0,0.2063967727216751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-28,0.0,0.21574045317127014,0.0,0.15305453460087065,0.0,0.0,0.1312050122278592,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-12-05,0.0,0.2117800481967709,0.0,0.13232302081232716,0.0,0.0,0.1558969309909019,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-12-12,0.0,0.22000155606142338,0.0,0.16065011408715413,0.0,0.0,0.11934832985142255,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2014-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2014-12-26,0.0,0.1953271727170588,0.0,0.11410186588154257,0.0,0.0,0.19057096140139862,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-01-02,0.0,0.1705976536917014,0.0,0.11838414923061746,0.0,0.0,0.21101819707768113,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-01-09,0.0,0.15676952907301892,0.0,0.11196989000163023,0.0,0.0,0.23126058092535087,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-01-30,0.0,0.2724195460586296,0.0,0.0,0.0,0.20517671557134293,0.5224037383700274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-02-13,0.0,0.2025468735140732,0.0,0.0,0.0,0.256713489346626,0.5407396371393008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-20,0.0,0.18578583658308462,0.0,0.0,0.0,0.2644438807600899,0.5497702826568256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-27,0.0,0.2729825204813397,0.0,0.0,0.0,0.22144919410311034,0.50556828541555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-06,0.0,0.0,0.0,0.0,0.0,0.13449590817742407,0.27357547766239315,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-03-13,0.0,0.13497241265903856,0.0,0.0,0.0,0.18109546579777985,0.18393212154318156,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-03-20,0.0,0.11887201671691368,0.0,0.0,0.0,0.1858620690402398,0.19526591424284656,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-03-27,0.0,0.11296307562603952,0.0,0.0,0.0,0.17845456053938055,0.20858236383457995,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-04-03,0.0,0.2232516259863461,0.0,0.0,0.0,0.3870562447693799,0.3896921292442741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-10,0.2407609012798274,0.0,0.0,0.0,0.0,0.4355221526835954,0.3237169460365772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-17,0.3104100589754779,0.24599586175215793,0.0,0.0,0.0,0.44359407927236405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-24,0.27815943785303227,0.2919076621984943,0.0,0.0,0.0,0.42993289994847356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,0.14216483907427116,0.13212929674986304,0.0,0.0,0.0,0.22570586417586583,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-05-08,0.09286635994722556,0.13852990210947003,0.0,0.0,0.0,0.2686037379433044,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-05-15,0.08872897695224072,0.17286463332594218,0.0,0.0,0.0,0.23840638972181707,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-05-22,0.14377102854653015,0.12770702671148382,0.0,0.0,0.0,0.2285219447419861,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-05-29,0.12948919792641886,0.14852577020097207,0.0,0.0,0.0,0.22198503187260907,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-06-05,0.14246835005707428,0.16093704503993747,0.0,0.0,0.0,0.19659460490298827,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-06-12,0.17845626040914095,0.12111272113732062,0.0,0.0,0.0,0.2004310184535384,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-06-19,0.0,0.15487584237724275,0.0,0.0,0.0,0.16627667332683133,0.0,0.15,0.0,0.17884748429592598,0.0,0.2,0.0,0.15
2015-06-26,0.1439223593536182,0.1817977101513747,0.0,0.0,0.0,0.17427993049500715,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-07-03,0.11396502697902115,0.16878991144847785,0.0,0.0,0.0,0.217245061572501,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-07-10,0.0,0.20786923089204462,0.0,0.08759937935240449,0.0,0.20453138975555082,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-07-24,0.12408457316965443,0.17448981033360247,0.0,0.0,0.0,0.20142561649674315,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-07-31,0.0,0.13733725644322006,0.0,0.1445759026996766,0.0,0.21808684085710328,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-08-07,0.0,0.14610143656666852,0.0,0.1489309916238163,0.0,0.20496757180951516,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-08-14,0.0,0.15735656518813326,0.0,0.1319696236018207,0.0,0.210673811210046,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-10-23,0.0,0.0,0.0,0.0,0.0,0.35909482320633196,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-10-30,0.0,0.10090374744616502,0.0,0.0,0.0,0.23073716372105654,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-11-06,0.0,0.1184903511833469,0.0,0.0,0.0,0.2312263629380162,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-11-27,0.0,0.20799281752957935,0.0,0.0,0.0,0.22081303852258277,0.07119414394783792,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-12-04,0.0,0.1849066861322733,0.0,0.0,0.0,0.20096237879873707,0.11413093506898965,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2015-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2015-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2016-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
