treatment,trend_lookback_weeks,forward_horizon_weeks,cs_observations,cs_mean_ic,cs_ic_std,cs_t_stat,cs_bootstrap_p,cs_clears_bonferroni,ts_assets,ts_mean_ic,ts_share_positive,ts_t_stat,ts_p_value,ts_clears_bonferroni
minus_6J,26,2,552,-0.017927226009892005,0.2702915965245173,-1.5582964778363508,0.148,False,40,-0.024700345187773285,0.25,-3.7529522693927,0.0005687678927777528,True
minus_6J,26,4,275,-0.03857902325843242,0.26224525333620774,-2.439551208245804,0.0088,False,40,-0.029466197069798784,0.4,-3.050364778027243,0.0040969046963392495,True
minus_6J,52,1,1079,0.01664680998595382,0.2777542506392929,1.9687067518370636,0.082,False,40,0.002360414243303044,0.475,0.40913009874249046,0.6846824210069914,False
minus_6J,52,2,539,0.014595058637784698,0.2799962014637045,1.2101747498431545,0.27,False,40,-0.01067537626733152,0.325,-1.4162126819116276,0.1646510856264917,False
minus_6J,52,4,269,-0.0009697104663534273,0.2702523394365472,-0.05885031082850169,0.9316,False,40,-0.01696874564546011,0.325,-1.7066003985599192,0.09584832223576475,False
minus_6J_and_extremes,4,1,1127,-0.007603005535146058,0.25679915728343033,-0.9939251281884597,0.374,False,40,-0.010983925616773532,0.4,-1.8989013726446202,0.06499346728003555,False
minus_6J_and_extremes,4,2,563,-0.018927078237204523,0.2547659900425937,-1.7627727297699725,0.0396,False,40,-0.030387402748481944,0.3,-3.795937581058117,0.0005014368851346413,True
minus_6J_and_extremes,4,4,281,-0.024383735012521505,0.24479902854906685,-1.6697201951196932,0.0868,False,40,-0.05103497552936333,0.275,-4.584719244249239,4.598407286418363e-05,True
minus_6J_and_extremes,12,1,1119,-0.007837173989665158,0.2535368580236311,-1.0340306874489857,0.4256,False,40,-0.013265593426770538,0.4,-2.4022337985138935,0.021155141892413108,False
minus_6J_and_extremes,12,2,559,-0.016161297193894454,0.2528674528965911,-1.511086016439121,0.224,False,40,-0.02058823110240254,0.35,-2.808665771284004,0.007733332106403636,False
minus_6J_and_extremes,12,4,279,-0.026564795004344784,0.24865146405676536,-1.7845040988454814,0.0564,False,40,-0.01706925854935023,0.475,-1.9293511199273232,0.06098603283218749,False
minus_6J_and_extremes,26,1,1105,-0.0048455800629386755,0.264936271038219,-0.6079746808442298,0.594,False,40,-0.007971020498623114,0.4,-1.6460968129875153,0.10778028180611146,False
minus_6J_and_extremes,26,2,552,-0.01585176170904621,0.264599023538491,-1.407533813828595,0.2132,False,40,-0.021521946040036672,0.275,-3.3418624702036874,0.0018442891498231747,True
minus_6J_and_extremes,26,4,275,-0.03253058591539612,0.25810672761081865,-2.0900607413548618,0.0372,False,40,-0.026306197171811894,0.375,-2.7508656568707988,0.008967313970698002,False
minus_6J_and_extremes,52,1,1079,0.017982816805680847,0.2732262060284938,2.161952215697237,0.056,False,40,0.0036274606974080748,0.475,0.6162832655662352,0.5412883180824025,False
minus_6J_and_extremes,52,2,539,0.018005454906350426,0.27301015398515155,1.5311568475615451,0.1408,False,40,-0.007366877500908767,0.375,-0.977903711302578,0.33414929111389696,False
minus_6J_and_extremes,52,4,269,0.006920524753337592,0.26223922261818267,0.43283016236883226,0.6292,False,40,-0.011821819552682637,0.325,-1.1832676660056782,0.24386595479017756,False
spearman_raw,4,1,1127,-0.00818468698195008,0.2576665910249938,-1.066365095150157,0.3244,False,41,-0.011837813372888145,0.3902439024390244,-2.031291281894813,0.0489069189387268,False
spearman_raw,4,2,563,-0.019001499711389327,0.25550564818451654,-1.7645808907155418,0.0424,False,41,-0.03157043106743223,0.2926829268292683,-3.9187878693137868,0.0003393181061454473,True
spearman_raw,4,4,281,-0.026893503698813107,0.24817735578869335,-1.8165125091239847,0.0504,False,41,-0.05211348231067914,0.2682926829268293,-4.815840487057559,2.1252587785602423e-05,True
spearman_raw,12,1,1119,-0.00680850109413292,0.25868394437011516,-0.8804345574695513,0.4932,False,41,-0.011919076069910429,0.4146341463414634,-2.210910417144,0.03282229598602807,False
spearman_raw,12,2,559,-0.015532294372606932,0.2593873473205767,-1.415770076792842,0.2236,False,41,-0.01943187937391031,0.34146341463414637,-2.7413082206217636,0.0091048426663431,False
spearman_raw,12,4,279,-0.02784619564671563,0.25601046390526955,-1.816813110649395,0.0368,False,41,-0.013933914270671794,0.4634146341463415,-1.6852670020396576,0.09972453172536337,False
spearman_raw,26,1,1105,-0.005016439225726972,0.2693600154607686,-0.619075426933077,0.5532,False,41,-0.008707162371139356,0.3902439024390244,-1.8266082909350252,0.0752281888176252,False
spearman_raw,26,2,552,-0.017066296777183534,0.27129473488560907,-1.477976290186886,0.1648,False,41,-0.024036994078982805,0.2682926829268293,-3.7248011805357613,0.0006030323306598428,True
spearman_raw,26,4,275,-0.03697816967611989,0.26378696851188277,-2.324654529783242,0.0144,False,41,-0.028819286906664004,0.3902439024390244,-3.051751352567886,0.0040298573144408245,True
spearman_raw,52,1,1079,0.01771398795096588,0.27809241068160456,2.092367330203435,0.064,False,41,0.0037152288294341096,0.4878048780487805,0.6419203081857063,0.5245868468161687,False
spearman_raw,52,2,539,0.015937465632301497,0.27994583875924184,1.3217205046541642,0.2224,False,41,-0.008256069883763734,0.34146341463414637,-1.0667223848761231,0.2924935015364466,False
spearman_raw,52,4,269,0.0013583425541420129,0.2706007712738982,0.08232967791175998,0.9632,False,41,-0.01432484162385791,0.34146341463414637,-1.4251557692674677,0.16186892131969957,False
