,market_state,market_state_stable,market_state_reason,risk_state,signal_environment,risk_regime_score,market_drawdown,market_trend_positive,breadth_sma_43,breadth_26w_mom,breadth_13w_mom,breadth_change_4w,canary_breadth_default,canary_breadth_pair,recent_stress_26w,avg_corr_risk_off_z,google_fear_z_tradable,transition_persistence_prob,transition_good_state_prob,transition_non_stress_prob
2005-05-13,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,,-0.053413624209954325,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0
2005-05-20,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,,-0.025601607263265658,1.0,0.2857142857142857,0.0,0.21428571428571427,0.2857142857142857,0.0,0.0,0.0,,,1.0,0.0,1.0
2005-05-27,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,,-0.016358501894492505,1.0,0.42857142857142855,0.0,0.21428571428571427,0.42857142857142855,0.0,0.0,0.0,,,1.0,0.0,1.0
2005-06-03,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,,-0.01717650509556634,1.0,0.42857142857142855,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,,,1.0,0.0,1.0
2005-06-10,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,,-0.016767319715384144,1.0,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,,,1.0,0.0,1.0
2005-06-17,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,,-0.0032720128042954544,1.0,0.5714285714285714,0.0,0.5,0.2857142857142857,0.0,0.0,0.0,,,1.0,0.0,1.0
2005-06-24,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,,-0.022818999654310446,1.0,0.5,0.0,0.5714285714285714,0.07142857142857145,0.0,0.0,0.0,,,1.0,0.0,1.0
2005-07-01,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,,-0.01830169597370035,1.0,0.35714285714285715,0.0,0.5714285714285714,-0.0714285714285714,0.0,0.0,0.0,,,1.0,0.0,1.0
2005-07-08,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.0,-0.0036003351405611284,1.0,0.42857142857142855,0.5,0.5,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0
2005-07-15,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.0,0.0,1.0,0.5,0.5,0.6428571428571429,-0.0714285714285714,0.0,0.0,0.0,,,1.0,0.0,1.0
2005-07-22,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.0,0.0,1.0,0.5714285714285714,0.5,0.6428571428571429,0.0714285714285714,0.0,0.0,0.0,,,1.0,0.0,1.0
2005-07-29,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.0,0.0,1.0,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.28571428571428575,0.0,0.0,0.0,,,1.0,0.0,1.0
2005-08-05,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.0,-0.0069503605608608465,1.0,0.6428571428571429,0.5,0.6428571428571429,0.21428571428571436,0.0,0.0,0.0,,,1.0,0.0,1.0
2005-08-12,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.0,-0.0054955308970918715,1.0,0.7142857142857143,0.6428571428571429,0.7142857142857143,0.2142857142857143,0.0,0.0,0.0,,,1.0,0.0,1.0
2005-08-19,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-0.5369479673277878,-0.010263827798802083,1.0,0.7142857142857143,0.6428571428571429,0.7142857142857143,0.1428571428571429,0.0,0.0,0.0,,,,,
2005-08-26,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-1.0446675051954935,-0.024083082076082674,1.0,0.7142857142857143,0.6428571428571429,0.7142857142857143,0.0714285714285714,0.0,0.0,0.0,,,,,
2005-09-02,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-0.7932353656481488,-0.011880054041180421,1.0,0.7142857142857143,0.6428571428571429,0.7142857142857143,0.0714285714285714,0.0,0.0,0.0,,,,,
2005-09-09,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-0.6389655852373717,0.0,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.0,,,,,
2005-09-16,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.37937396130558615,-0.0046090480437743775,1.0,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.0,0.0,0.0,0.0,,,0.96875,0.03125,1.0
2005-09-23,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.4358816801126106,-0.021211821625916727,1.0,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.0,0.0,0.0,0.0,,,0.96875,0.03125,1.0
2005-09-30,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-0.5259654631868009,-0.008316562015981077,1.0,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.0,0.0,0.0,0.0,,,,,
2005-10-07,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-0.7885482520826229,-0.035962050444063864,1.0,0.7142857142857143,0.7142857142857143,0.35714285714285715,0.0,0.0,0.0,0.0,-1.543924580410859,,,,
2005-10-14,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.006494444747170776,-0.04353772026636915,0.0,0.5,0.7142857142857143,0.2857142857142857,-0.2142857142857143,0.0,0.0,0.0,-0.25482813759317496,,0.9411764705882353,0.058823529411764705,1.0
2005-10-21,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.41917433032131085,-0.04789013640012951,0.0,0.5714285714285714,0.7142857142857143,0.2857142857142857,-0.1428571428571429,0.0,0.0,0.0,1.2681730646173794,,0.9411764705882353,0.058823529411764705,1.0
2005-10-28,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.06385378080516128,-0.03443007108201057,1.0,0.5714285714285714,0.5714285714285714,0.2857142857142857,-0.1428571428571429,0.0,0.0,0.0,0.3097208757775497,,0.9428571428571428,0.05714285714285714,1.0
2005-11-04,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.14975837065920955,-0.015811866002225283,1.0,0.5714285714285714,0.5714285714285714,0.35714285714285715,-0.1428571428571429,0.0,0.0,0.0,0.1431309330426349,,0.9444444444444444,0.05555555555555555,1.0
2005-11-11,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.10518270655414563,-0.0025131609158400847,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0714285714285714,0.0,0.0,0.0,-0.55799106367575,,0.9459459459459459,0.05405405405405406,1.0
2005-11-18,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.5615639369237634,0.0,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,0.5918348747211193,,0.9473684210526315,0.05263157894736842,1.0
2005-11-25,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.7183915161439067,0.0,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,1.0206750331028378,,0.9487179487179487,0.05128205128205128,1.0
2005-12-02,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.7054792363678352,-0.0022028595547992635,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,1.1966029229474742,,0.95,0.05,1.0
2005-12-09,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.6727623622206704,-0.006292920466665852,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,1.1732732229856728,,0.9512195121951219,0.04878048780487805,1.0
2005-12-16,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.5113253193238515,-0.0007880062504178609,1.0,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.07142857142857151,0.0,0.0,0.0,1.0538411391798093,,0.9523809523809523,0.047619047619047616,1.0
2005-12-23,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.3317088168247166,0.0,1.0,0.7142857142857143,0.5714285714285714,0.6428571428571429,0.1428571428571429,0.0,0.0,0.0,0.5656402063866424,,0.9534883720930233,0.046511627906976744,1.0
2005-12-30,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.41244477577160527,-0.017750293600107825,1.0,0.7142857142857143,0.5714285714285714,0.6428571428571429,0.1428571428571429,0.0,0.0,0.0,1.4491424977858236,,0.9545454545454546,0.045454545454545456,1.0
2006-01-06,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.19085850062588341,0.0,1.0,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.1428571428571429,0.4,0.5,0.0,1.4266896409464782,,0.9555555555555556,0.044444444444444446,1.0
2006-01-13,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-1.069357523159968,0.0,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0714285714285714,0.4,0.5,0.0,3.8380185780500122,,,,
2006-01-20,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-0.7463941503393283,-0.0210603725915538,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.4,0.5,0.0,3.3442401493912457,,,,
2006-01-27,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.408737246918102,-0.001088065998428478,1.0,0.6428571428571429,0.5714285714285714,0.7142857142857143,-0.0714285714285714,0.4,0.5,0.0,3.0781275085445405,,0.9361702127659575,0.06382978723404255,1.0
2006-02-03,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.1887864381477187,-0.018728704169719723,1.0,0.6428571428571429,0.6428571428571429,0.7142857142857143,-0.0714285714285714,0.4,0.5,0.0,2.4551215018013757,,0.9361702127659575,0.06382978723404255,1.0
2006-02-10,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.19711794982889502,-0.015853519480980238,1.0,0.5714285714285714,0.5714285714285714,0.7142857142857143,-0.1428571428571429,0.4,0.5,0.0,2.3876118397817683,,0.9375,0.0625,1.0
2006-02-17,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.19661551479419243,0.0,1.0,0.7142857142857143,0.5714285714285714,0.6428571428571429,0.0,0.4,0.5,0.0,2.404234985122098,,0.9387755102040817,0.061224489795918366,1.0
2006-02-24,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.003237050246498607,0.0,1.0,0.7142857142857143,0.5714285714285714,0.6428571428571429,0.0714285714285714,0.4,0.5,0.0,2.1138915232316697,,0.94,0.06,1.0
2006-03-03,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.16684295537267446,-0.005023761473750832,1.0,0.5714285714285714,0.5714285714285714,0.6428571428571429,-0.07142857142857151,0.4,0.5,0.0,2.0553866011113544,,0.9411764705882353,0.058823529411764705,1.0
2006-03-10,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.05061973024561661,-0.006336992453567669,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.6,1.0,0.0,1.8239356365817867,,0.9423076923076923,0.057692307692307696,1.0
2006-03-17,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.27343606875561405,0.0,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,-0.1428571428571429,0.6,1.0,0.0,1.814445326120308,,0.9433962264150944,0.05660377358490566,1.0
2006-03-24,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.009614247961184619,-0.0031385871287507028,1.0,0.5714285714285714,0.5714285714285714,0.5,-0.1428571428571429,0.6,1.0,0.0,2.08939692512943,,0.9444444444444444,0.05555555555555555,1.0
2006-03-31,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.21182571729099503,-0.006048075988625556,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.6,1.0,0.0,2.01997860625009,,0.9454545454545454,0.05454545454545454,1.0
2006-04-07,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.29131188611843856,-0.008267396806483474,1.0,0.5714285714285714,0.5714285714285714,0.5,0.0,0.6,1.0,0.0,1.773002897853981,,0.9464285714285714,0.05357142857142857,1.0
2006-04-14,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4121441287394171,-0.014622063912586247,1.0,0.5714285714285714,0.5714285714285714,0.5,0.0,0.6,1.0,0.0,1.3037848006570387,,0.9473684210526315,0.05263157894736842,1.0
2006-04-21,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3680428373105029,0.0,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.6,1.0,0.0,1.1132607178291938,,0.9482758620689655,0.05172413793103448,1.0
2006-04-28,neutral_mixed,neutral_mixed,mixed inputs,calm,trend_friendly,-0.5156865648954264,0.0,1.0,0.5714285714285714,0.5714285714285714,0.5,0.0,0.6,0.5,0.0,1.6972353298748772,,0.9491525423728814,0.05084745762711865,1.0
2006-05-05,neutral_mixed,neutral_mixed,mixed inputs,calm,trend_friendly,-0.5835389421620454,0.0,1.0,0.5714285714285714,0.6428571428571429,0.5714285714285714,0.0,0.6,0.5,0.0,1.7913962871886644,,0.95,0.05,1.0
2006-05-12,neutral_mixed,neutral_mixed,mixed inputs,calm,trend_friendly,-0.6194367752746883,-0.024751022116226262,1.0,0.5,0.5,0.5,-0.0714285714285714,0.6,0.5,0.0,2.2008163768000957,,0.9508196721311475,0.04918032786885246,1.0
2006-05-19,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.373525925099501,-0.040899642196849384,1.0,0.5,0.5,0.2857142857142857,-0.0714285714285714,0.6,0.5,0.0,2.114320480591601,,0.9516129032258065,0.04838709677419355,1.0
2006-05-26,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.0195932084526809,-0.031240722989593794,1.0,0.5,0.5,0.21428571428571427,-0.0714285714285714,0.6,0.5,1.0,1.6284403524719153,,,,
2006-06-02,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.2930512830883649,-0.026562361001022494,1.0,0.5,0.5,0.42857142857142855,-0.0714285714285714,0.6,0.5,1.0,1.457417665939546,,0.9375,0.046875,0.984375
2006-06-09,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.3093962646602092,-0.05410502400403017,0.0,0.21428571428571427,0.5,0.14285714285714285,-0.2857142857142857,0.6,0.5,1.0,1.409335569573594,,0.9375,0.046875,0.984375
2006-06-16,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.7462330628967332,-0.05523000988548232,0.0,0.21428571428571427,0.35714285714285715,0.07142857142857142,-0.2857142857142857,0.6,0.5,1.0,1.3938432163286227,-0.6919869166777373,0.9384615384615385,0.046153846153846156,0.9846153846153847
2006-06-23,stressed_panic,neutral_mixed,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.7522576474560474,-0.0568215325596203,0.0,0.21428571428571427,0.2857142857142857,0.07142857142857142,-0.2857142857142857,0.6,0.5,1.0,1.454387058375846,-0.6824184220183644,,,
2006-06-30,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.6296817339726096,-0.035296119673309256,1.0,0.5,0.5,0.14285714285714285,0.0,0.6,0.5,1.0,1.3491822463143817,-0.6732382280310633,0.9253731343283582,0.04477611940298507,0.9701492537313433
2006-07-07,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.5161692137424855,-0.040374132354847214,1.0,0.5,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.6,0.5,1.0,2.011057466478267,-0.6732382280310633,0.9253731343283582,0.04477611940298507,0.9701492537313433
2006-07-14,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.5630173151563372,-0.06379467916495496,0.0,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.0,0.6,0.5,1.0,1.403770799282569,-0.6732382280310633,0.9264705882352942,0.04411764705882353,0.9705882352941176
2006-07-21,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.9002181003095652,-0.06053550194227908,0.0,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.6,0.5,1.0,1.0329899765627955,-1.60527645896808,,,
2006-07-28,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.7255520760829679,-0.029990211140175638,1.0,0.5,0.2857142857142857,0.21428571428571427,0.0,0.6,0.5,1.0,0.9897789337718029,-1.5551164264655442,0.9142857142857143,0.04285714285714286,0.9571428571428572
2006-08-04,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.6586617634752331,-0.02832305636324195,1.0,0.5714285714285714,0.35714285714285715,0.21428571428571427,0.0714285714285714,0.6,0.5,1.0,1.6111183041601247,-1.5094026698302738,0.9142857142857143,0.04285714285714286,0.9571428571428572
2006-08-11,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.592092206673347,-0.03734235121216267,1.0,0.42857142857142855,0.35714285714285715,0.21428571428571427,0.21428571428571427,0.6,0.5,1.0,1.5626947529189945,-1.5094026698302738,0.9154929577464789,0.04225352112676056,0.9577464788732394
2006-08-18,recovery_fragile,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,mixed,0.45026342015011306,-0.009450347857695718,1.0,0.6428571428571429,0.5,0.35714285714285715,0.3571428571428572,0.6,0.5,1.0,1.583449886225878,-1.7065623000012011,,,
2006-08-25,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.22193323070606916,-0.016120466280243217,1.0,0.5714285714285714,0.35714285714285715,0.35714285714285715,0.0714285714285714,0.6,0.5,1.0,1.7296332389262463,-1.6513263573212602,0.9041095890410958,0.0547945205479452,0.958904109589041
2006-09-01,recovery_fragile,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,mixed,0.2538700880791551,-0.003917543016174974,1.0,0.6428571428571429,0.5714285714285714,0.42857142857142855,0.07142857142857151,0.6,0.5,1.0,1.6042863388955997,-1.601149093591772,,,
2006-09-08,recovery_fragile,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,mixed,0.19544517262697855,-0.012557927693710669,1.0,0.5,0.5714285714285714,0.7142857142857143,0.07142857142857145,0.6,0.5,1.0,1.5946353208536426,-1.601149093591772,,,
2006-09-15,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.2858959627211444,0.0,1.0,0.5714285714285714,0.42857142857142855,0.6428571428571429,-0.07142857142857151,0.6,1.0,1.0,1.6074982872830597,-1.1672510708162975,0.8918918918918919,0.06756756756756757,0.9594594594594594
2006-09-22,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.07294876837840304,-0.003712895710406894,1.0,0.5,0.42857142857142855,0.7142857142857143,-0.0714285714285714,0.6,1.0,1.0,1.162582219401539,-1.145232566492004,0.8918918918918919,0.06756756756756757,0.9594594594594594
2006-09-29,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.13778787764465594,0.0,1.0,0.6428571428571429,0.42857142857142855,0.5714285714285714,0.0,0.6,1.0,1.0,1.0528886249192393,-1.1244209575508963,0.8933333333333333,0.06666666666666667,0.96
2006-10-06,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.03789614736374095,0.0,1.0,0.5714285714285714,0.35714285714285715,0.6428571428571429,0.0714285714285714,0.6,1.0,1.0,1.2018183905817963,-1.1244209575508963,0.8947368421052632,0.06578947368421052,0.9605263157894737
2006-10-13,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.05114544340036131,0.0,1.0,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.0,0.6,1.0,1.0,1.2345329119962296,-1.1244209575508963,0.8961038961038961,0.06493506493506493,0.961038961038961
2006-10-20,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.279457415629665,0.0,1.0,0.5714285714285714,0.42857142857142855,0.6428571428571429,0.0714285714285714,0.6,1.0,1.0,0.984116425547748,-0.5488386327304331,0.8974358974358975,0.0641025641025641,0.9615384615384616
2006-10-27,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3527723424592852,0.0,1.0,0.6428571428571429,0.5,0.6428571428571429,0.0,0.6,1.0,1.0,0.7647392234168799,-0.5433893501476252,0.8987341772151899,0.06329113924050633,0.9620253164556962
2006-11-03,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4887897677500456,-0.009933521318425065,1.0,0.6428571428571429,0.2857142857142857,0.6428571428571429,0.07142857142857151,0.6,1.0,1.0,0.8378104435898929,-0.5380997782713137,0.9,0.0625,0.9625
2006-11-10,recovery_confirmed,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,mixed,-0.3980162981538365,0.0,1.0,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.07142857142857151,0.6,1.0,1.0,0.7424627032808403,-0.5380997782713137,,,
2006-11-17,recovery_confirmed,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,mixed,-0.47180694576584775,0.0,1.0,0.6428571428571429,0.5714285714285714,0.6428571428571429,0.07142857142857151,0.6,1.0,1.0,0.6381963214217677,-0.4512481164144021,,,
2006-11-24,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.6334759333539053,-0.0004985350953746748,1.0,0.6428571428571429,0.5714285714285714,0.6428571428571429,0.0,0.6,1.0,1.0,0.6731218093387346,-0.4472883955367098,,,
2006-12-01,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5794234540651929,-0.0014245418277024635,1.0,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.0714285714285714,0.6,1.0,1.0,0.5342682786655621,-0.4434313829051391,,,
2006-12-08,recovery_confirmed,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,mixed,-0.4770581999911871,0.0,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0714285714285714,0.6,1.0,1.0,0.33726945713778395,-0.4434313829051391,,,
2006-12-15,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5774068850987787,0.0,1.0,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.0,0.6,1.0,1.0,-0.08029375733760262,-0.6889616123174839,0.6,0.7,1.0
2006-12-22,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8580027833214727,-0.011170308970937293,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0714285714285714,0.6,1.0,1.0,-0.45669993103287765,-0.6818539994809487,0.6,0.7,1.0
2006-12-29,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.6477548789561699,-0.005058191098702758,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.6,1.0,1.0,-0.5739635701800135,-0.6749627758347383,0.6363636363636364,0.7272727272727273,1.0
2007-01-05,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8624860002580149,-0.012645974629619694,1.0,0.6428571428571429,0.6428571428571429,0.7142857142857143,-0.0714285714285714,0.6,1.0,1.0,-2.0350297099865484,-0.6749627758347383,0.6666666666666666,0.75,1.0
2007-01-12,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.7218565266897915,0.0,1.0,0.7142857142857143,0.6428571428571429,0.7142857142857143,0.0714285714285714,0.6,1.0,1.0,-1.8616036962150913,-0.6749627758347383,0.6923076923076923,0.7692307692307693,1.0
