decision_date,realization_date,net_return
2010-04-30,2010-05-07,-0.055388028574
2010-05-07,2010-05-14,0.02823531223
2010-05-14,2010-05-21,-0.033421663892
2010-05-21,2010-05-28,0.008440101718
2010-05-28,2010-06-04,-0.005922877275
2010-06-04,2010-06-11,0.009314027646
2010-06-11,2010-06-18,0.013168724466
2010-06-18,2010-06-25,-0.002810370614
2010-06-25,2010-07-02,-0.0139303615
2010-07-02,2010-07-09,0.008505895842
2010-07-09,2010-07-16,-0.001486425335
2010-07-16,2010-07-23,0.009974197997
2010-07-23,2010-07-30,0.001170097879
2010-07-30,2010-08-06,0.006552845107
2010-08-06,2010-08-13,-0.00425322931
2010-08-13,2010-08-20,0.009473333736
2010-08-20,2010-08-27,-0.000353756943
2010-08-27,2010-09-03,0.007604174017
2010-09-03,2010-09-10,-0.001773573453
2010-09-10,2010-09-17,0.0106164865
2010-09-17,2010-09-24,0.006916155752
2010-09-24,2010-10-01,0.001632889161
2010-10-01,2010-10-08,0.017468542605
2010-10-08,2010-10-15,-0.004859017447
2010-10-15,2010-10-22,0.002231720178
2010-10-22,2010-10-29,0.005782003328
2010-10-29,2010-11-05,0.016361560131
2010-11-05,2010-11-12,-0.023101886968
2010-11-12,2010-11-19,-0.002037346332
2010-11-19,2010-11-26,0.00051912662
2010-11-26,2010-12-03,0.020059815502
2010-12-03,2010-12-10,-0.004596474875
2010-12-10,2010-12-17,0.001046373971
2010-12-17,2010-12-24,0.006570863004
2010-12-24,2010-12-31,0.011233430344
2010-12-31,2011-01-07,0.001462993596
2011-01-07,2011-01-14,0.014454951942
2011-01-14,2011-01-21,-0.007227128069
2011-01-21,2011-01-28,0.000608822519
2011-01-28,2011-02-04,0.011680223289
2011-02-04,2011-02-11,0.005707402183
2011-02-11,2011-02-18,0.008174040699
2011-02-18,2011-02-25,-0.004846972638
2011-02-25,2011-03-04,0.001760189896
2011-03-04,2011-03-11,-0.01806114296
2011-03-11,2011-03-18,-0.015870231614
2011-03-18,2011-03-25,0.014842748748
2011-03-25,2011-04-01,0.004203645329
2011-04-01,2011-04-08,0.00321299145
2011-04-08,2011-04-15,0.001294466481
2011-04-15,2011-04-22,0.008429874045
2011-04-22,2011-04-29,0.012452393707
2011-04-29,2011-05-06,-0.018872603771
2011-05-06,2011-05-13,-0.000144191422
2011-05-13,2011-05-20,0.002418557276
2011-05-20,2011-05-27,0.004956508447
2011-05-27,2011-06-03,-0.010107706921
2011-06-03,2011-06-10,-0.01424473826
2011-06-10,2011-06-17,-0.000527959806
2011-06-17,2011-06-24,0.00213265183
2011-06-24,2011-07-01,0.017373599716
2011-07-01,2011-07-08,0.017270015572
2011-07-08,2011-07-15,-0.003736418183
2011-07-15,2011-07-22,0.012663324307
2011-07-22,2011-07-29,-0.011828098136
2011-07-29,2011-08-05,-0.022959118138
2011-08-05,2011-08-12,0.014544616248
2011-08-12,2011-08-19,0.011647504921
2011-08-19,2011-08-26,0.002424034581
2011-08-26,2011-09-02,0.012350837076
2011-09-02,2011-09-09,-0.001268389093
2011-09-09,2011-09-16,0.000338031474
2011-09-16,2011-09-23,-0.017021277584
2011-09-23,2011-09-30,-0.005560940254
2011-09-30,2011-10-07,-0.003922057973
2011-10-07,2011-10-14,0.00146277721
2011-10-14,2011-10-21,-0.004344581527
2011-10-21,2011-10-28,0.011742400679
2011-10-28,2011-11-04,0.01026531591
2011-11-04,2011-11-11,-0.004896323667
2011-11-11,2011-11-18,0.000946985253
2011-11-18,2011-11-25,-0.003172981375
2011-11-25,2011-12-02,0.004832084918
2011-12-02,2011-12-09,-0.003515134215
2011-12-09,2011-12-16,0.006063303811
2011-12-16,2011-12-23,-0.004480668113
2011-12-23,2011-12-30,0.005324081468
2011-12-30,2012-01-06,-0.001936927654
2012-01-06,2012-01-13,0.005764923013
2012-01-13,2012-01-20,-0.00314798591
2012-01-20,2012-01-27,0.008922253817
2012-01-27,2012-02-03,0.00268148399
2012-02-03,2012-02-10,8.0986792e-05
2012-02-10,2012-02-17,0.001982242978
2012-02-17,2012-02-24,0.00781987468
2012-02-24,2012-03-02,0.001043147327
2012-03-02,2012-03-09,-0.001968705256
2012-03-09,2012-03-16,-0.000578222086
2012-03-16,2012-03-23,0.0014765411
2012-03-23,2012-03-30,0.003836543233
2012-03-30,2012-04-06,-0.008721986422
2012-04-06,2012-04-13,-0.004587021265
2012-04-13,2012-04-20,0.001662990911
2012-04-20,2012-04-27,0.0103964055
2012-04-27,2012-05-04,-0.010002728102
2012-05-04,2012-05-11,0.000724550296
2012-05-11,2012-05-18,-0.027630564145
2012-05-18,2012-05-25,0.01124246892
2012-05-25,2012-06-01,0.000992450156
2012-06-01,2012-06-08,0.009996590772
2012-06-08,2012-06-15,0.005625995298
2012-06-15,2012-06-22,-0.001914072668
2012-06-22,2012-06-29,0.013472328816
2012-06-29,2012-07-06,0.002082172612
2012-07-06,2012-07-13,0.002294233324
2012-07-13,2012-07-20,0.003505349998
2012-07-20,2012-07-27,0.002858585144
2012-07-27,2012-08-03,0.000651020101
2012-08-03,2012-08-10,-0.002826603079
2012-08-10,2012-08-17,-0.006163307872
2012-08-17,2012-08-24,0.007910233737
2012-08-24,2012-08-31,0.008175646073
2012-08-31,2012-09-07,0.005823539677
2012-09-07,2012-09-14,0.005809542015
2012-09-14,2012-09-21,-0.000344375854
2012-09-21,2012-09-28,-0.006356364338
2012-09-28,2012-10-05,0.005120060806
2012-10-05,2012-10-12,-0.011047757424
2012-10-12,2012-10-19,-0.002990115828
2012-10-19,2012-10-26,-0.006838139672
2012-10-26,2012-11-02,-0.002838180575
2012-11-02,2012-11-09,-0.00586728985
2012-11-09,2012-11-16,-0.007563236235
2012-11-16,2012-11-23,0.01719732959
2012-11-23,2012-11-30,0.001408300033
2012-11-30,2012-12-07,-0.00020900617
2012-12-07,2012-12-14,-0.002700673705
2012-12-14,2012-12-21,0.00017403649
2012-12-21,2012-12-28,-0.00122667822
2012-12-28,2013-01-04,0.01851814648
2013-01-04,2013-01-11,0.004242206833
2013-01-11,2013-01-18,0.00333749368
2013-01-18,2013-01-25,0.004794529212
2013-01-25,2013-02-01,-0.001234317094
2013-02-01,2013-02-08,-0.004276122027
2013-02-08,2013-02-15,0.000675879191
2013-02-15,2013-02-22,0.002243458942
2013-02-22,2013-03-01,0.00188543454
2013-03-01,2013-03-08,0.008655044059
2013-03-08,2013-03-15,0.006170490513
2013-03-15,2013-03-22,9.6831203e-05
2013-03-22,2013-03-29,0.003313095552
2013-03-29,2013-04-05,0.00465471352
2013-04-05,2013-04-12,0.017719542991
2013-04-12,2013-04-19,-0.007223584918
2013-04-19,2013-04-26,0.011252688346
2013-04-26,2013-05-03,0.015648525162
2013-05-03,2013-05-10,0.003257691314
2013-05-10,2013-05-17,0.012712343872
2013-05-17,2013-05-24,-0.022697359853
2013-05-24,2013-05-31,-0.025214453745
2013-05-31,2013-06-07,0.001832336679
2013-06-07,2013-06-14,-0.00579309854
2013-06-14,2013-06-21,-0.024494559294
2013-06-21,2013-06-28,0.012376510524
2013-06-28,2013-07-05,0.010507472282
2013-07-05,2013-07-12,0.018644315775
2013-07-12,2013-07-19,0.0048080326
2013-07-19,2013-07-26,-0.001287988011
2013-07-26,2013-08-02,0.007806601566
2013-08-02,2013-08-09,-0.006424414429
2013-08-09,2013-08-16,-0.011794002169
2013-08-16,2013-08-23,0.006585575245
2013-08-23,2013-08-30,-0.014006954155
2013-08-30,2013-09-06,0.017554262393
2013-09-06,2013-09-13,0.016678619037
2013-09-13,2013-09-20,0.01375356276
2013-09-20,2013-09-27,-0.001090738854
2013-09-27,2013-10-04,-0.00251629188
2013-10-04,2013-10-11,0.006204006693
2013-10-11,2013-10-18,0.023058637303
2013-10-18,2013-10-25,0.004116628154
2013-10-25,2013-11-01,-0.009092512916
2013-11-01,2013-11-08,-0.00019973371
2013-11-08,2013-11-15,0.015226598235
2013-11-15,2013-11-22,0.002214635942
2013-11-22,2013-11-29,0.007099580703
2013-11-29,2013-12-06,-0.003019111744
2013-12-06,2013-12-13,-0.009605896194
2013-12-13,2013-12-20,0.015636642327
2013-12-20,2013-12-27,0.008211319054
2013-12-27,2014-01-03,-0.00335939859
2014-01-03,2014-01-10,0.004105562173
2014-01-10,2014-01-17,0.000996232091
2014-01-17,2014-01-24,-0.010805619732
2014-01-24,2014-01-31,-0.00345827846
2014-01-31,2014-02-07,0.001986177602
2014-02-07,2014-02-14,0.017088840926
2014-02-14,2014-02-21,0.003446449147
2014-02-21,2014-02-28,0.009649717311
2014-02-28,2014-03-07,0.005715516668
2014-03-07,2014-03-14,-0.008744129706
2014-03-14,2014-03-21,0.000637906829
2014-03-21,2014-03-28,-0.001227414204
2014-03-28,2014-04-04,-0.000831277754
2014-04-04,2014-04-11,-0.009060304646
2014-04-11,2014-04-18,0.010933535766
2014-04-18,2014-04-25,0.001440627718
2014-04-25,2014-05-02,0.006837731754
2014-05-02,2014-05-09,-0.003504906919
2014-05-09,2014-05-16,0.004970877116
2014-05-16,2014-05-23,0.00166745184
2014-05-23,2014-05-30,0.005816622001
2014-05-30,2014-06-06,0.004898489624
2014-06-06,2014-06-13,-0.004559246758
2014-06-13,2014-06-20,0.008108221124
2014-06-20,2014-06-27,0.00244359133
2014-06-27,2014-07-04,0.007588697221
2014-07-04,2014-07-11,-0.010482506572
2014-07-11,2014-07-18,0.004319065048
2014-07-18,2014-07-25,0.002114014738
2014-07-25,2014-08-01,-0.018426050848
2014-08-01,2014-08-08,0.002951799209
2014-08-08,2014-08-15,0.01576004509
2014-08-15,2014-08-22,0.007299005269
2014-08-22,2014-08-29,0.006939898013
2014-08-29,2014-09-05,-0.002555727675
2014-09-05,2014-09-12,-0.01959453936
2014-09-12,2014-09-19,0.005343157608
2014-09-19,2014-09-26,-0.008078318427
2014-09-26,2014-10-03,-0.000283958244
2014-10-03,2014-10-10,-0.012051689962
2014-10-10,2014-10-17,-0.001477435403
2014-10-17,2014-10-24,0.021026115291
2014-10-24,2014-10-31,0.010340178878
2014-10-31,2014-11-07,0.001768984906
2014-11-07,2014-11-14,-0.001860919037
2014-11-14,2014-11-21,0.00575317468
2014-11-21,2014-11-28,0.009093254151
2014-11-28,2014-12-05,-0.00424066334
2014-12-05,2014-12-12,-0.001770160154
2014-12-12,2014-12-19,0.012227653615
2014-12-19,2014-12-26,0.003594133594
2014-12-26,2015-01-02,0.001396303826
2015-01-02,2015-01-09,0.011870564219
2015-01-09,2015-01-16,0.005047427693
2015-01-16,2015-01-23,0.009076197325
2015-01-23,2015-01-30,-0.002755586845
2015-01-30,2015-02-06,-0.00817620162
2015-02-06,2015-02-13,0.001052344261
2015-02-13,2015-02-20,-0.001377258126
2015-02-20,2015-02-27,0.002232324615
2015-02-27,2015-03-06,-0.018702038874
2015-03-06,2015-03-13,0.003411229971
2015-03-13,2015-03-20,0.028505454434
2015-03-20,2015-03-27,-0.017866964151
2015-03-27,2015-04-03,0.003763401045
2015-04-03,2015-04-10,0.002816167658
2015-04-10,2015-04-17,-0.004284813901
2015-04-17,2015-04-24,0.011160068416
2015-04-24,2015-05-01,-0.017132746122
2015-05-01,2015-05-08,0.003826706449
2015-05-08,2015-05-15,0.004333630482
2015-05-15,2015-05-22,-0.001302080109
2015-05-22,2015-05-29,-0.007790510518
2015-05-29,2015-06-05,-0.0142873536
2015-06-05,2015-06-12,0.002170613701
2015-06-12,2015-06-19,0.002377923542
2015-06-19,2015-06-26,0.000720827174
2015-06-26,2015-07-03,-0.017444691082
2015-07-03,2015-07-10,-0.002072526071
2015-07-10,2015-07-17,0.018004892303
2015-07-17,2015-07-24,-0.022349031835
2015-07-24,2015-07-31,0.01206110938
2015-07-31,2015-08-07,-0.008748050283
2015-08-07,2015-08-14,-0.000613262
2015-08-14,2015-08-21,-0.053407959803
2015-08-21,2015-08-28,0.012575313759
2015-08-28,2015-09-04,-0.011246491586
2015-09-04,2015-09-11,0.004857561955
2015-09-11,2015-09-18,-0.000874099179
2015-09-18,2015-09-25,-0.003103808519
2015-09-25,2015-10-02,0.001522613353
2015-10-02,2015-10-09,0.00446052297
2015-10-09,2015-10-16,0.001737209465
2015-10-16,2015-10-23,0.00327528882
2015-10-23,2015-10-30,-0.000982541098
2015-10-30,2015-11-06,0.001217071148
2015-11-06,2015-11-13,-0.004231870167
2015-11-13,2015-11-20,0.004727998511
2015-11-20,2015-11-27,0.0008661654
2015-11-27,2015-12-04,-0.000870559877
2015-12-04,2015-12-11,-0.001496098697
2015-12-11,2015-12-18,0.000101411543
2015-12-18,2015-12-25,0.001884462558
2015-12-25,2016-01-01,-0.003076381147
2016-01-01,2016-01-08,-0.01139059312
2016-01-08,2016-01-15,-0.005697656474
2016-01-15,2016-01-22,0.004269331673
2016-01-22,2016-01-29,0.005573050631
2016-01-29,2016-02-05,-0.007367017139
2016-02-05,2016-02-12,-0.001488929632
2016-02-12,2016-02-19,0.006419450422
2016-02-19,2016-02-26,0.002094654754
2016-02-26,2016-03-04,0.005632647414
2016-03-04,2016-03-11,-0.001836282824
2016-03-11,2016-03-18,0.004225318033
2016-03-18,2016-03-25,-0.004292600503
2016-03-25,2016-04-01,0.0093563253
2016-04-01,2016-04-08,0.003639313674
2016-04-08,2016-04-15,-5.107644e-06
2016-04-15,2016-04-22,-0.008180317881
2016-04-22,2016-04-29,0.011544423194
2016-04-29,2016-05-06,0.008809250638
2016-05-06,2016-05-13,-0.00103755843
2016-05-13,2016-05-20,-0.01004648306
2016-05-20,2016-05-27,0.005075324424
2016-05-27,2016-06-03,0.016710246992
2016-06-03,2016-06-10,0.015643670434
2016-06-10,2016-06-17,0.002836491197
2016-06-17,2016-06-24,-0.004860958899
2016-06-24,2016-07-01,0.02721463415
2016-07-01,2016-07-08,0.009223681581
2016-07-08,2016-07-15,-0.007862651614
2016-07-15,2016-07-22,0.002020711088
2016-07-22,2016-07-29,0.004840647489
2016-07-29,2016-08-05,-0.005829955326
2016-08-05,2016-08-12,0.004288947916
2016-08-12,2016-08-19,-0.003678850991
2016-08-19,2016-08-26,-0.002979874034
2016-08-26,2016-09-02,0.004667671391
2016-09-02,2016-09-09,-0.01680610822
2016-09-09,2016-09-16,0.00404862267
2016-09-16,2016-09-23,0.013025750022
2016-09-23,2016-09-30,2.6510643e-05
2016-09-30,2016-10-07,-0.008976594016
2016-10-07,2016-10-14,-0.007580184954
2016-10-14,2016-10-21,0.006663811893
2016-10-21,2016-10-28,-0.012235003325
2016-10-28,2016-11-04,-0.01135619168
2016-11-04,2016-11-11,-0.004492063814
2016-11-11,2016-11-18,0.004128263089
2016-11-18,2016-11-25,0.008302279017
2016-11-25,2016-12-02,-0.006165030292
2016-12-02,2016-12-09,0.015784547935
2016-12-09,2016-12-16,-0.006262181278
2016-12-16,2016-12-23,0.003200207964
2016-12-23,2016-12-30,-0.003505047941
2016-12-30,2017-01-06,0.013082280991
2017-01-06,2017-01-13,0.00374139795
2017-01-13,2017-01-20,-0.002448672099
2017-01-20,2017-01-27,0.00742753816
2017-01-27,2017-02-03,0.001520811287
2017-02-03,2017-02-10,0.005775289879
2017-02-10,2017-02-17,0.004642823251
2017-02-17,2017-02-24,0.001608251729
2017-02-24,2017-03-03,0.002503586982
2017-03-03,2017-03-10,-0.006458111753
2017-03-10,2017-03-17,0.013318383833
2017-03-17,2017-03-24,-0.005177017175
2017-03-24,2017-03-31,0.006518302436
2017-03-31,2017-04-07,-0.005181648976
2017-04-07,2017-04-14,-0.007583869516
2017-04-14,2017-04-21,0.010521974315
2017-04-21,2017-04-28,0.018120674232
2017-04-28,2017-05-05,0.008399847914
2017-05-05,2017-05-12,-0.001014138938
2017-05-12,2017-05-19,0.002849831205
2017-05-19,2017-05-26,0.009541798309
2017-05-26,2017-06-02,0.011119283523
2017-06-02,2017-06-09,-0.007050610034
2017-06-09,2017-06-16,0.002213533259
2017-06-16,2017-06-23,0.003294496691
2017-06-23,2017-06-30,-0.004930198152
2017-06-30,2017-07-07,-0.005732288484
2017-07-07,2017-07-14,0.014447474883
2017-07-14,2017-07-21,0.006681161099
2017-07-21,2017-07-28,-0.001157530089
2017-07-28,2017-08-04,0.00013651137
