candidate,increment_multiplier,tranches,policy,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,severe_recent_cagr,delay1_recent_cagr,delay2_recent_cagr,worst_current_delay_recent_cagr,peak_total_stock_weight,annual_one_way_turnover,increment_active_share,selection_gates
inc050__tranches4__frontloaded,0.5,4,frontloaded,1.1497770276399293,2.925554769272984,-0.087087583753373,0.4154549500527882,0.9885249006076737,1.1375560669979503,1.1696580750234906,1.1375560669979503,0.07378789503220702,4.807234042553192,0.2222222222222222,False
inc025__tranches4__frontloaded,0.25,4,frontloaded,1.1398916076934498,2.8708047583751752,-0.08708758375337322,0.41784141890653426,0.9946159078172154,1.1337737709320317,1.1496150132748784,1.1337737709320317,0.07378789503220702,4.450425531914894,0.2222222222222222,False
inc025__tranches3__frontloaded,0.25,3,frontloaded,1.1357460520201368,2.8652141082555582,-0.08708758375337311,0.41623855006925403,0.9851083873962134,1.1260535534907725,1.1533577870792118,1.1260535534907725,0.07378789503220702,4.559219858156029,0.18518518518518517,False
inc025__tranches3__exit_decay,0.25,3,exit_decay,1.1358326700510561,2.8888184006622097,-0.08708758375337311,0.412299926894117,0.9725247285304208,1.1232693995828211,1.14740936639895,1.1232693995828211,0.07378789503220702,4.74822695035461,0.18518518518518517,False
inc025__tranches2__exit_decay,0.25,2,exit_decay,1.1309935611719029,2.875864573969102,-0.08708758375337322,0.4119021498046529,0.9642639005704936,1.1228560279685866,1.1476291345726408,1.1228560279685866,0.07378789503220702,4.847340425531915,0.14814814814814814,False
inc025__tranches2__symmetric_equal,0.25,2,symmetric_equal,1.1263476290828955,2.8478929090994654,-0.08708758375337278,0.4156981112802278,0.9731480072583598,1.1227785164406416,1.1549226340915273,1.1227785164406416,0.07378789503220702,4.501595744680851,0.14814814814814814,False
inc050__tranches3__frontloaded,0.5,3,frontloaded,1.1413889991530133,2.913144122394693,-0.08708758375337289,0.41223864705397784,0.9695054825956739,1.1220309192870799,1.177102066956755,1.1220309192870799,0.07378789503220702,5.024822695035461,0.18518518518518517,False
inc025__tranches4__exit_decay,0.25,4,exit_decay,1.131549500805062,2.884955042604698,-0.08708758375337311,0.4116039426869562,0.9739301953007493,1.1215859811609725,1.1410865197159774,1.1215859811609725,0.07378789503220702,4.650265957446809,0.2222222222222222,False
inc075__tranches3__frontloaded,0.75,3,frontloaded,1.1462649369542652,2.9483886434887205,-0.08708758375337333,0.4080819835307903,0.9532220265620606,1.117268918609712,1.200557933225725,1.117268918609712,0.07378789503220702,5.490425531914894,0.18518518518518517,False
inc050__tranches3__exit_decay,0.5,3,exit_decay,1.1408931168773742,2.9488629983950316,-0.08708758375337333,0.40422388508824936,0.9442316738704006,1.1158867590289927,1.1643757909000274,1.1158867590289927,0.07378789503220702,5.402836879432625,0.18518518518518517,False
inc050__tranches2__symmetric_equal,0.5,2,symmetric_equal,1.1225283435500728,2.876022894463152,-0.08708758375337311,0.411158243861681,0.9458993256188462,1.1154907430918906,1.1801653379972894,1.1154907430918906,0.07378789503220702,4.909574468085107,0.14814814814814814,False
inc050__tranches2__exit_decay,0.5,2,exit_decay,1.1313032476132516,2.9243289566060007,-0.08708758375337311,0.4034598874176807,0.9280127540120509,1.115215816936137,1.1650039976949542,1.115215816936137,0.07378789503220702,5.6010638297872335,0.14814814814814814,False
inc025__tranches2__frontloaded,0.25,2,frontloaded,1.133475516005745,2.8638197121464573,-0.08708758375337333,0.4154683503676784,0.9721045082277775,1.1127536011318235,1.1496057429329074,1.1127536011318235,0.07378789503220702,4.706737588652483,0.14814814814814814,False
inc050__tranches4__exit_decay,0.5,4,exit_decay,1.1322265573363595,2.939321469441593,-0.087087583753373,0.40281937271451396,0.9469760072805151,1.1124150028573117,1.1515138537250085,1.1124150028573117,0.07378789503220702,5.2069148936170215,0.2222222222222222,False
inc100__tranches3__frontloaded,1.0,3,frontloaded,1.150375604716106,2.969638391477086,-0.087087583753373,0.4037711863724265,0.9362809257227847,1.1117697712427699,1.2237156627879084,1.1117697712427699,0.07378789503220702,5.956028368794326,0.18518518518518517,False
inc025__tranches4__entry_ramp,0.25,4,entry_ramp,1.1359925272854032,2.8370315579964887,-0.08708758375337333,0.41929870867604735,0.9884813868344302,1.1104141721750613,1.1372722374955289,1.1104141721750613,0.07378789503220702,4.470478723404256,0.08465608465608465,False
inc075__tranches2__symmetric_equal,0.75,2,symmetric_equal,1.1178903973790577,2.88913716061284,-0.08708758375337322,0.40646264257600184,0.918289786608971,1.1074674365412367,1.2050508774725044,1.1074674365412367,0.07378789503220702,5.317553191489362,0.14814814814814814,False
inc075__tranches3__exit_decay,0.75,3,exit_decay,1.1445169060596676,2.9817970766675783,-0.08708758375337311,0.3958577275915902,0.9151653203314334,1.1071983495392157,1.180206242767413,1.1071983495392157,0.07378789503220702,6.057446808510638,0.18518518518518517,False
inc075__tranches2__exit_decay,0.75,2,exit_decay,1.1302759766565362,2.9478979995949017,-0.087087583753373,0.3947591840530087,0.8912975164314936,1.1064226059784543,1.181434187390931,1.1064226059784543,0.07378789503220702,6.354787234042553,0.14814814814814814,False
inc025__tranches3__entry_ramp,0.25,3,entry_ramp,1.1381738274167827,2.8467208038155545,-0.087087583753373,0.4190296573639951,0.9846069059937954,1.1041086385700756,1.1398996927916487,1.1041086385700756,0.07378789503220702,4.596099290780142,0.08465608465608465,False
inc075__tranches4__exit_decay,0.75,4,exit_decay,1.1313741462543803,2.964466257739472,-0.087087583753373,0.3937326853091101,0.91918094527798,1.1018390237634144,1.1605984750309535,1.1018390237634144,0.07378789503220702,5.763563829787235,0.2222222222222222,False
inc100__tranches2__symmetric_equal,1.0,2,symmetric_equal,1.1124475101160165,2.886297165665675,-0.08708758375337278,0.4016144497812064,0.8903468017928247,1.098704648938766,1.2295672007786123,1.098704648938766,0.07378789503220702,5.725531914893618,0.14814814814814814,False
inc100__tranches3__exit_decay,1.0,3,exit_decay,1.1467067384986294,2.984954665138565,-0.08708758375337289,0.38719001455202595,0.885363008578409,1.0972167844042287,1.1948736800742163,1.0972167844042287,0.07378789503220702,6.712056737588652,0.18518518518518517,False
inc100__tranches2__exit_decay,1.0,2,exit_decay,1.127925387118828,2.9444590459388786,-0.087087583753373,0.3857886986841683,0.8541612027152854,1.096485546487942,1.1968948446417182,1.096485546487942,0.07378789503220702,7.108510638297872,0.14814814814814814,False
inc050__tranches2__frontloaded,0.5,2,frontloaded,1.1366411606168616,2.9073164479722378,-0.08708758375337311,0.41066192999993123,0.9435126498060997,1.0954577591845274,1.169411534250124,1.0954577591845274,0.07378789503220702,5.319858156028369,0.14814814814814814,False
inc025__tranches2__entry_ramp,0.25,2,entry_ramp,1.1424794689250777,2.8652363062138435,-0.08708758375337311,0.4185223492484693,0.9768103510204107,1.0914999196716226,1.1451270499824981,1.0914999196716226,0.07378789503220702,4.792021276595745,0.08465608465608465,False
inc050__tranches4__entry_ramp,0.5,4,entry_ramp,1.1424794689250803,2.865236306213849,-0.08708758375337322,0.41847820788188406,0.97681035102041,1.0914999196716222,1.1451270499824977,1.0914999196716222,0.07378789503220702,4.847340425531915,0.08465608465608465,False
inc025__tranches1__symmetric_equal,0.25,1,symmetric_equal,1.1470106331909338,2.893043954824685,-0.08708758375337311,0.4145260947641667,0.9673478943917941,1.0906500911290298,1.1368465255190325,1.0906500911290298,0.07378789503220702,5.158510638297872,0.08465608465608465,False
inc100__tranches4__exit_decay,1.0,4,exit_decay,1.1290026474596173,2.9577623565573825,-0.087087583753373,0.38433303008661746,0.8905815889899087,1.0898766516920948,1.1683234731793086,1.0898766516920948,0.07378789503220702,6.3202127659574465,0.2222222222222222,False
inc050__tranches3__entry_ramp,0.5,3,entry_ramp,1.1467090737147165,2.8825538891020828,-0.08708758375337289,0.41790903741623864,0.9689512041183166,1.0788946563745268,1.1503176050218622,1.0788946563745268,0.07378789503220702,5.098581560283689,0.08465608465608465,False
inc075__tranches2__frontloaded,0.75,2,frontloaded,1.1388391621082885,2.934767720261832,-0.08708758375337311,0.4056638237307364,0.9142777868227627,1.0774572307042476,1.1887413946543122,1.0774572307042476,0.07378789503220702,5.932978723404256,0.14814814814814814,False
inc075__tranches4__entry_ramp,0.75,4,entry_ramp,1.1487953289590616,2.890746604098091,-0.08708758375337311,0.4176178347068453,0.9649984831546583,1.0725934415664757,1.1528990576972746,1.0725934415664757,0.07378789503220702,5.224202127659574,0.08465608465608465,False
inc100__tranches2__frontloaded,1.0,2,frontloaded,1.1400776187648245,2.9448309453764847,-0.08708758375337344,0.40047801592354104,0.8844449104464804,1.05876207680428,1.2075845651913455,1.05876207680428,0.07378789503220702,6.546099290780143,0.14814814814814814,False
inc075__tranches3__entry_ramp,0.75,3,entry_ramp,1.1549397523192675,2.9133858217236375,-0.08708758375337289,0.4167178894950514,0.953049286111572,1.053696040761794,1.1605880014072056,1.053696040761794,0.07378789503220702,5.6010638297872335,0.08465608465608465,False
inc100__tranches4__entry_ramp,1.0,4,entry_ramp,1.1549397523192675,2.9133858217236375,-0.08708758375337289,0.4167178894950514,0.953049286111572,1.053696040761794,1.1605880014072056,1.053696040761794,0.07378789503220702,5.6010638297872335,0.08465608465608465,False
inc050__tranches2__entry_ramp,0.5,2,entry_ramp,1.1549397523192666,2.913385821723636,-0.08708758375337333,0.41681013022868507,0.953049286111572,1.0536960407617926,1.1605880014072052,1.0536960407617926,0.07378789503220702,5.490425531914894,0.08465608465608465,False
inc050__tranches1__symmetric_equal,0.5,1,symmetric_equal,1.1635731386488137,2.961664235614951,-0.087087583753373,0.4087040411688756,0.9340482868892694,1.0516419373080619,1.143563768883583,1.0516419373080619,0.07378789503220702,6.223404255319149,0.08465608465608465,False
inc100__tranches3__entry_ramp,1.0,3,entry_ramp,1.1628650645676486,2.9388431302488773,-0.08708758375337311,0.41545691852777766,0.9369094442603403,1.0285158502055438,1.1707102704132941,1.0285158502055438,0.07378789503220702,6.103546099290781,0.08465608465608465,False
inc075__tranches2__entry_ramp,0.75,2,entry_ramp,1.1667129774694915,2.9494619709950505,-0.087087583753373,0.4149447102161652,0.9287528878811511,1.0159336070851723,1.1757156673370246,1.0159336070851723,0.07378789503220702,6.188829787234043,0.08465608465608465,False
inc075__tranches1__symmetric_equal,0.75,1,symmetric_equal,1.1790085926542133,3.008798278112699,-0.08708758375337278,0.4026182043810198,0.9001495945819011,1.0123492422589209,1.1494774525905895,1.0123492422589209,0.07378789503220702,7.288297872340426,0.08465608465608465,False
inc100__tranches2__entry_ramp,1.0,2,entry_ramp,1.177796737538789,2.9725680498579456,-0.087087583753373,0.41292836588598236,0.903949054998036,0.9782227407934678,1.1905080038245077,0.9782227407934678,0.07378789503220702,6.887234042553192,0.08465608465608465,False
inc100__tranches1__symmetric_equal,1.0,1,symmetric_equal,1.193304436309016,3.0323364981509897,-0.08708758375337322,0.3962555175783007,0.8656925321954299,0.9728097921943999,1.1545786018402042,0.9728097921943999,0.07378789503220702,8.353191489361702,0.08465608465608465,False
