label,ann_return,ann_vol,sharpe,sortino,calmar,max_drawdown,avg_drawdown,cvar_5pct,hit_rate,n_weeks,avg_weekly_turnover,ann_turnover,ann_cost_drag,candidate,window,bl_sharpe,sharpe_delta
decade_2010s,0.061853,0.073972,0.836164,1.026146,0.668804,-0.092483,-0.026042,-0.025801,0.595785,522,0.074735,3.886244,0.003886,D_nm_slow_fc|act2_deact2_hold4|offense_budget|int10pct,decade_2010s,0.8202,0.016
2x_cost_sensitivity,0.069907,0.076152,0.917984,1.140602,0.60205,-0.116115,-0.020735,-0.025285,0.551351,1110,0.069655,3.622042,0.003622,D_nm_slow_fc|act2_deact2_hold4|offense_budget|int10pct,2x_cost_sensitivity,0.9542,-0.0362
alt_intensity_0.050,0.072654,0.075731,0.959374,1.191166,0.626019,-0.116057,-0.019812,-0.025081,0.554955,1110,0.069202,3.598497,0.003598,D_nm_slow_fc|act2_deact2_hold4|offense_budget|int10pct,alt_intensity_0.050,0.9542,0.0052
alt_intensity_0.150,0.074335,0.07654,0.971183,1.207336,0.6405,-0.116057,-0.019868,-0.025288,0.554955,1110,0.069997,3.639861,0.00364,D_nm_slow_fc|act2_deact2_hold4|offense_budget|int10pct,alt_intensity_0.150,0.9542,0.017
alt_activate_1wk,0.073913,0.076472,0.966543,1.204834,0.636869,-0.116057,-0.01989,-0.025273,0.554955,1110,0.069957,3.637746,0.003638,D_nm_slow_fc|act2_deact2_hold4|offense_budget|int10pct,alt_activate_1wk,0.9542,0.0123
alt_activate_3wk,0.072797,0.07589,0.959242,1.192053,0.627254,-0.116057,-0.01982,-0.025113,0.554955,1110,0.06923,3.599939,0.0036,D_nm_slow_fc|act2_deact2_hold4|offense_budget|int10pct,alt_activate_3wk,0.9542,0.005
full_period,0.073271,0.075884,0.965555,1.201222,0.631332,-0.116057,-0.01981,-0.025062,0.554955,1110,0.069832,3.631283,0.003631,E_nm_slow_credit_fc|act2_deact2_hold4|offense_budget|int10pct,full_period,0.9542,0.0114
holdout,0.175853,0.084166,2.089343,2.982371,2.413334,-0.072867,-0.008317,-0.023118,0.663462,104,0.085738,4.45836,0.004458,E_nm_slow_credit_fc|act2_deact2_hold4|offense_budget|int10pct,holdout,2.0479,0.0414
dev,0.062666,0.074868,0.837016,1.023722,0.539956,-0.116057,-0.020935,-0.0251,0.543738,1006,0.068188,3.54578,0.003546,E_nm_slow_credit_fc|act2_deact2_hold4|offense_budget|int10pct,dev,0.8309,0.0061
dev_ex_2020,0.064239,0.070538,0.910696,1.172185,0.694597,-0.092483,-0.020557,-0.023358,0.542132,985,0.068161,3.544359,0.003544,E_nm_slow_credit_fc|act2_deact2_hold4|offense_budget|int10pct,dev_ex_2020,0.9049,0.0058
dev_ex_2022,0.066726,0.075517,0.883586,1.063724,0.57494,-0.116057,-0.019946,-0.025588,0.545073,954,0.069306,3.603922,0.003604,E_nm_slow_credit_fc|act2_deact2_hold4|offense_budget|int10pct,dev_ex_2022,0.8774,0.0062
pre_2010,0.064808,0.060752,1.066773,1.250991,0.773884,-0.083744,-0.011813,-0.019511,0.415385,260,0.054644,2.841481,0.002841,E_nm_slow_credit_fc|act2_deact2_hold4|offense_budget|int10pct,pre_2010,1.0678,-0.001
decade_2010s,0.061106,0.073842,0.827523,1.013433,0.660722,-0.092483,-0.026057,-0.025802,0.595785,522,0.07474,3.886474,0.003886,E_nm_slow_credit_fc|act2_deact2_hold4|offense_budget|int10pct,decade_2010s,0.8202,0.0073
2x_cost_sensitivity,0.069639,0.07588,0.917757,1.14149,0.599747,-0.116115,-0.020701,-0.025158,0.551351,1110,0.069832,3.631283,0.003631,E_nm_slow_credit_fc|act2_deact2_hold4|offense_budget|int10pct,2x_cost_sensitivity,0.9542,-0.0364
alt_intensity_0.050,0.072493,0.075572,0.959257,1.191594,0.624628,-0.116057,-0.01979,-0.025006,0.554955,1110,0.069308,3.603993,0.003604,E_nm_slow_credit_fc|act2_deact2_hold4|offense_budget|int10pct,alt_intensity_0.050,0.9542,0.0051
alt_intensity_0.150,0.074051,0.076196,0.971854,1.210685,0.638056,-0.116057,-0.01982,-0.025118,0.554955,1110,0.070173,3.64898,0.003649,E_nm_slow_credit_fc|act2_deact2_hold4|offense_budget|int10pct,alt_intensity_0.150,0.9542,0.0177
alt_activate_1wk,0.073771,0.07604,0.970164,1.209943,0.635643,-0.116057,-0.019839,-0.025142,0.555856,1110,0.070278,3.654462,0.003654,E_nm_slow_credit_fc|act2_deact2_hold4|offense_budget|int10pct,alt_activate_1wk,0.9542,0.016
alt_activate_3wk,0.072206,0.075555,0.955675,1.189007,0.622161,-0.116057,-0.019781,-0.024984,0.554054,1110,0.069476,3.612726,0.003613,E_nm_slow_credit_fc|act2_deact2_hold4|offense_budget|int10pct,alt_activate_3wk,0.9542,0.0015
