Date,active_sleeves,train_observations,market_state,reallocation_speed,regime_multiplier,target_vol_multiplier,predicted_ann_vol,cash_weight
2011-04-29,6,156,calm_trend,0.8,1.0,1.0,0.11597262443662786,0.0
2011-05-27,6,156,calm_trend,0.8,1.0,1.0,0.1149434980318028,0.0
2011-06-24,6,156,neutral_mixed,0.4,1.0,1.0,0.11819652667438395,0.0
2011-07-29,6,156,calm_trend,0.8,1.0,1.0,0.11722343171787306,2.220446049250313e-16
2011-08-26,6,156,stressed_panic,0.4,0.4,1.0,0.11785769056630052,0.6000000000000001
2011-09-30,6,156,stressed_panic,0.4,0.4,1.0,0.1133971394901662,0.6
2011-10-28,6,156,stressed_panic,0.4,0.4,1.0,0.11416975421647077,0.5999999999999999
2011-11-25,6,156,stressed_panic,0.4,0.8,1.0,0.11256619493953639,0.19999999999999984
2011-12-30,6,156,neutral_mixed,0.4,0.8450000000000001,1.0,0.104623370630481,0.15499999999999992
2012-01-27,6,156,recovery_fragile,0.6,0.9909769177414474,1.0,0.10580942291413441,0.007284301774824753
2012-02-24,6,156,recovery_confirmed,0.8,0.942439332156532,1.0,0.11634528622262168,0.04516145559307971
2012-03-30,6,156,neutral_mixed,0.4,0.9678950901976333,1.0,0.1131149367018724,0.027399230196984425
2012-04-27,6,156,neutral_mixed,0.4,0.968938904871118,1.0,0.11221899311170458,0.026453464189750697
2012-05-25,6,156,neutral_mixed,0.4,0.8131422840777014,1.0,0.10805799568469815,0.1868577159222986
2012-06-29,6,156,neutral_mixed,0.4,0.94,1.0,0.10932839629241793,0.051095962281746954
2012-07-27,6,156,calm_trend,0.8,1.0,1.0,0.10168131087372075,0.0
2012-08-31,6,156,calm_trend,0.8,1.0,1.0,0.10028676224791465,0.0
2012-09-28,6,156,calm_trend,0.8,1.0,1.0,0.09892429866187034,0.0
2012-10-26,6,156,calm_trend,0.8,1.0,1.0,0.0956651737094044,0.0
2012-11-30,6,156,calm_trend,0.8,1.0,1.0,0.09516700601328155,0.0
2012-12-28,6,156,calm_trend,0.8,1.0,1.0,0.09387461303295673,0.0
2013-01-25,6,156,calm_trend,0.8,1.0,1.0,0.09062894435626297,0.0
2013-02-22,6,156,calm_trend,0.8,1.0,1.0,0.08807802124771721,0.0
2013-03-29,6,156,calm_trend,0.8,1.0,1.0,0.08819698048455844,0.0
2013-04-26,6,156,neutral_mixed,0.4,0.9410314877188196,1.0,0.0896119889981898,0.049801951875258266
2013-05-31,6,156,neutral_mixed,0.4,1.0,1.0,0.08674722493849212,0.0
2013-06-28,6,156,neutral_mixed,0.4,0.8375141108895979,1.0,0.08322685456565791,0.16248588911040218
2013-07-26,6,156,neutral_mixed,0.4,0.9640328368841109,1.0,0.08622966476971167,0.030355319372429412
2013-08-30,6,156,neutral_mixed,0.4,0.839329854975114,1.0,0.08572939588990512,0.16067014502488597
2013-09-27,6,156,neutral_mixed,0.4,0.838630343778863,1.0,0.08544780253532179,0.16136965622113686
2013-10-25,6,156,neutral_mixed,0.4,0.9586354131249156,1.0,0.08740639280043941,0.03489398803497812
2013-11-29,6,156,neutral_mixed,0.4,0.9625662807506272,1.0,0.08589791807425352,0.031551448472840304
2013-12-27,6,156,neutral_mixed,0.4,0.9566553246241152,1.0,0.08628936712184106,0.036530647790701476
2014-01-31,6,156,neutral_mixed,0.4,0.9521445267752007,1.0,0.08697726155018927,0.04033123039880371
2014-02-28,6,156,neutral_mixed,0.4,0.94,1.0,0.08697993651394992,0.05056463563732816
2014-03-28,6,156,neutral_mixed,0.4,0.9460873094192381,1.0,0.08671091404107639,0.04541470977688522
2014-04-25,6,156,recovery_fragile,0.6,0.9641795027251059,1.0,0.084538641210897,0.028425945093458527
2014-05-30,6,156,recovery_confirmed,0.8,0.923069748331729,1.0,0.08909814748899358,0.0596968894144243
2014-06-27,6,156,calm_trend,0.8,1.0,1.0,0.07888825935252078,0.0
2014-07-25,6,156,calm_trend,0.8,1.0,1.0,0.07564363627835194,0.0
2014-08-29,6,156,calm_trend,0.8,1.0,1.0,0.07298399390058653,2.220446049250313e-16
2014-09-26,6,156,neutral_mixed,0.4,1.0,1.0,0.06816320430422694,0.0
2014-10-31,6,156,recovery_fragile,0.6,0.9961871834406318,1.0,0.06784288226239575,0.003046989877836248
2014-11-28,6,156,neutral_mixed,0.4,0.9703911038423934,1.0,0.06647491566184358,0.02499501104630153
2014-12-26,6,156,neutral_mixed,0.4,0.8378598436423544,1.0,0.06441929972836127,0.16214015635764556
2015-01-30,6,156,recovery_fragile,0.6,1.0,1.0,0.06701986747548272,1.1102230246251565e-16
2015-02-27,6,156,recovery_confirmed,0.8,0.9412502033329386,1.0,0.07630915392143013,0.04563540114544273
2015-03-27,6,156,neutral_mixed,0.4,0.9655625769232459,1.0,0.0772195547630915,0.029118225400231568
2015-04-24,6,156,recovery_fragile,0.6,0.9740753173908607,1.0,0.07595616977012684,0.020528232827301984
2015-05-29,6,156,neutral_mixed,0.4,0.9705393673254809,1.0,0.07433073732180571,0.024917855546566114
2015-06-26,6,156,neutral_mixed,0.4,0.8359077431555515,1.0,0.0727400152580933,0.16409225684444861
2015-07-31,6,156,neutral_mixed,0.4,0.827845183939334,1.0,0.07261195444204037,0.17215481606066607
2015-08-28,6,156,stressed_panic,0.4,0.4,1.0,0.0738801807544845,0.6
2015-09-25,6,156,stressed_panic,0.4,0.4,1.0,0.0742590394280195,0.5999999999999999
2015-10-30,6,156,neutral_mixed,0.4,0.8250413882665628,1.0,0.07413205821443719,0.17495861173343719
2015-11-27,6,156,neutral_mixed,0.4,0.8343106431082747,1.0,0.07429768715721563,0.16568935689172526
2015-12-25,6,156,stressed_panic,0.4,0.4,1.0,0.07464594543277643,0.5999999999999999
2016-01-29,6,156,stressed_panic,0.4,0.4,1.0,0.07679444622231771,0.6
2016-02-26,6,156,stressed_panic,0.4,0.4,1.0,0.07736625487369157,0.5999999999999999
2016-03-25,6,156,neutral_mixed,0.4,0.8112205751273938,1.0,0.07833217238642526,0.18877942487260624
2016-04-29,6,156,recovery_fragile,0.6,0.96,1.0,0.07906544754491845,0.03151536240427921
2016-05-27,6,156,recovery_confirmed,0.8,0.92,1.0,0.08600108663762002,0.062018534922649415
2016-06-24,6,156,neutral_mixed,0.4,0.94,1.0,0.08303602716663308,0.05074007182680795
2016-07-29,6,156,calm_trend,0.8,1.0,1.0,0.07465285217434574,0.0
2016-08-26,6,156,calm_trend,0.8,1.0,1.0,0.07249243531495114,0.0
2016-09-30,6,156,calm_trend,0.8,1.0,1.0,0.07683885764699817,0.0
2016-10-28,6,156,calm_trend,0.8,1.0,1.0,0.07503152120282214,0.0
2016-11-25,6,156,neutral_mixed,0.4,0.9496697742419803,1.0,0.07866471446945053,0.04184392457385
2016-12-30,6,156,calm_trend,0.8,1.0,1.0,0.07691132576709328,0.0
2017-01-27,6,156,calm_trend,0.8,1.0,1.0,0.0759687048113292,0.0
2017-02-24,6,156,calm_trend,0.8,1.0,1.0,0.07537525782606205,0.0
2017-03-31,6,156,calm_trend,0.8,1.0,1.0,0.07634024706717078,0.0
2017-04-28,6,156,calm_trend,0.8,1.0,1.0,0.07631277699557928,0.0
2017-05-26,6,156,calm_trend,0.8,1.0,1.0,0.07643861082814037,0.0
2017-06-30,6,156,calm_trend,0.8,1.0,1.0,0.07647984431339154,0.0
2017-07-28,6,156,calm_trend,0.8,1.0,1.0,0.07639420428731503,0.0
2017-08-25,6,156,neutral_mixed,0.4,0.9454349199151555,1.0,0.0776181695691445,0.045194999087864174
2017-09-29,6,156,calm_trend,0.8,1.0,1.0,0.07486222884310721,0.0
2017-10-27,6,156,neutral_mixed,0.4,0.9470054653948317,1.0,0.07564681300025687,0.043855136131819794
2017-11-24,6,156,neutral_mixed,0.4,0.9472191069020247,1.0,0.07648839068766103,0.043671310922757
2017-12-29,6,156,neutral_mixed,0.4,0.9467039230637873,1.0,0.07671588148713059,0.04409641409527265
2018-01-26,6,156,neutral_mixed,0.4,0.9519261514164826,1.0,0.07907186765762923,0.03980224984021785
2018-02-23,6,156,stressed_panic,0.4,0.4,1.0,0.08005233932197182,0.6000000000000001
2018-03-30,6,156,stressed_panic,0.4,0.4,1.0,0.07729655265739936,0.6
2018-04-27,6,156,stressed_panic,0.4,0.4,1.0,0.07567054294587088,0.6000000000000001
2018-05-25,6,156,stressed_panic,0.4,0.4,1.0,0.0737620328301675,0.6
2018-06-29,6,156,neutral_mixed,0.4,0.8068722880224348,1.0,0.07392722029145044,0.1931277119775653
2018-07-27,6,156,neutral_mixed,0.4,0.801846665470676,1.0,0.07375720297317717,0.19815333452932404
2018-08-31,6,156,recovery_fragile,0.6,0.9626882218128265,1.0,0.07439021117117725,0.029195463318791193
2018-09-28,6,156,neutral_mixed,0.4,0.8,1.0,0.07342236273985195,0.19999999999999996
2018-10-26,6,156,stressed_panic,0.4,0.4,1.0,0.07377684122794942,0.6
2018-11-30,6,156,stressed_panic,0.4,0.4,1.0,0.07305372601446491,0.6
2018-12-28,6,156,stressed_panic,0.4,0.4,1.0,0.07539477907611661,0.6
2019-01-25,6,156,stressed_panic,0.4,0.4,1.0,0.07554389194891989,0.5999999999999999
2019-02-22,6,156,neutral_mixed,0.4,0.8,1.0,0.07553907854046289,0.20000000000000007
2019-03-29,6,156,neutral_mixed,0.4,0.8,1.0,0.07483843644808824,0.19999999999999996
2019-04-26,6,156,recovery_confirmed,0.8,0.92,1.0,0.08493202924102941,0.06227154722058148
2019-05-31,6,156,neutral_mixed,0.4,0.8,1.0,0.0772682195163254,0.19999999999999996
2019-06-28,6,156,recovery_confirmed,0.8,0.92,1.0,0.08244637950012479,0.06239736107335292
2019-07-26,6,156,neutral_mixed,0.4,0.94,1.0,0.07920142029959043,0.050980558207332716
2019-08-30,6,156,neutral_mixed,0.4,0.9491115168406485,1.0,0.07640799293861739,0.043408041660605745
2019-09-27,6,156,neutral_mixed,0.4,0.9497207570618397,1.0,0.07520448964064716,0.042775361396692024
2019-10-25,6,156,calm_trend,0.8,1.0,1.0,0.07022791817855101,0.0
2019-11-29,6,156,calm_trend,0.8,1.0,1.0,0.06497721141820226,0.0
2019-12-27,6,156,calm_trend,0.8,1.0,1.0,0.06339454742545686,0.0
2020-01-31,6,156,calm_trend,0.8,1.0,1.0,0.06311374882116223,0.0
2020-02-28,6,156,neutral_mixed,0.4,0.8,1.0,0.06719189457307613,0.19999999999999996
2020-03-27,6,156,stressed_panic,0.4,0.4,1.0,0.11047621847470294,0.5999999999999999
2020-04-24,6,156,stressed_panic,0.4,0.4,1.0,0.11527506640688077,0.5999999999999999
2020-05-29,6,156,stressed_panic,0.4,0.4,1.0,0.11595275068438014,0.6000000000000001
2020-06-26,6,156,stressed_panic,0.4,0.4,1.0,0.11650208313085465,0.5999999999999999
2020-07-31,6,156,recovery_fragile,0.6,0.96,0.9662913800941396,0.12418614350912367,0.03528146492939532
2020-08-28,6,156,recovery_confirmed,0.8,0.92,0.8709830146823504,0.13777536183500005,0.1290169853176496
2020-09-25,6,156,neutral_mixed,0.4,0.94,0.8845740427730998,0.13565851381282384,0.11542595722690019
2020-10-30,6,156,neutral_mixed,0.4,0.94,0.8703907379617285,0.13786911414178726,0.1296092620382715
2020-11-27,6,156,recovery_confirmed,0.8,0.92,0.8297664687128241,0.14461900368925498,0.170233531287176
2020-12-25,6,156,recovery_confirmed,0.8,0.92,0.8232253500195974,0.14576810589851652,0.1767746499804026
2021-01-29,6,156,neutral_mixed,0.4,0.9490065659619319,0.8625515237407297,0.1391221239510212,0.13744847625927026
2021-02-26,6,156,neutral_mixed,0.4,0.9521837340922984,0.8823449989909553,0.1360012241665463,0.11765500100904469
2021-03-26,6,156,calm_trend,0.8,1.0,0.9741203015805535,0.12318807010314296,0.025879698419446484
2021-04-30,6,156,calm_trend,0.8,1.0,0.9886383540705169,0.12137906597081173,0.011361645929483077
2021-05-28,6,156,calm_trend,0.8,1.0,0.9891230960179903,0.12131958143844356,0.010876903982009578
2021-06-25,6,156,calm_trend,0.8,1.0,0.9876184780037894,0.12150440951909727,0.012381521996210565
2021-07-30,6,156,calm_trend,0.8,1.0,0.9910424695967582,0.12108461915746796,0.008957530403241765
2021-08-27,6,156,calm_trend,0.8,1.0,0.9900389078080616,0.12120735766403268,0.009961092191938303
2021-09-24,6,156,calm_trend,0.8,1.0,0.9903978866624445,0.12116342493862708,0.009602113337555451
2021-10-29,6,156,calm_trend,0.8,1.0,0.9937189450502661,0.12075849071583307,0.006281054949733855
2021-11-26,6,156,neutral_mixed,0.4,1.0,1.0,0.11974483812803079,0.0
2021-12-31,6,156,neutral_mixed,0.4,0.9472722780676601,0.9857557502607982,0.12173400963499527,0.043889278614626326
2022-01-28,6,156,neutral_mixed,0.4,0.8260043751614592,0.991119334513141,0.12107522860397689,0.1739956248385407
2022-02-25,6,156,neutral_mixed,0.4,0.8,0.9776008550028008,0.12274948347877232,0.19999999999999996
2022-03-25,6,156,stressed_panic,0.4,0.4,0.978269244165986,0.12266561656275399,0.5999999999999999
2022-04-29,6,156,stressed_panic,0.4,0.4,0.9748245865431734,0.12309906998297215,0.6
2022-05-27,6,156,stressed_panic,0.4,0.4,0.9659784442026571,0.12422637453266466,0.6
2022-06-24,6,156,stressed_panic,0.4,0.4,0.9492037080863523,0.12642175644459575,0.6
2022-07-29,6,156,stressed_panic,0.4,0.4,0.9405320442150049,0.1275873594505283,0.6
2022-08-26,6,156,stressed_panic,0.4,0.4,0.9328443140204843,0.12863882879106547,0.5999999999999999
2022-09-30,6,156,stressed_panic,0.4,0.4,0.9313890692716408,0.12883981996250146,0.5999999999999999
2022-10-28,6,156,stressed_panic,0.4,0.4,0.9393459378573583,0.12774846322721017,0.6
2022-11-25,6,156,stressed_panic,0.4,0.4,0.9377570720396746,0.12796491071935423,0.6
2022-12-30,6,156,stressed_panic,0.4,0.8,0.9355759022514514,0.12826324375309534,0.19999999999999984
2023-01-27,6,156,recovery_fragile,0.6,0.9638628802836791,0.8839909425348568,0.13574799720899658,0.11600905746514323
2023-02-24,6,156,neutral_mixed,0.4,0.8081563886383948,0.9153346768935315,0.13109958906752744,0.1918436113616051
2023-03-31,6,156,recovery_fragile,0.6,0.96,1.0,0.09467999348182402,0.03182454722263217
2023-04-28,6,156,neutral_mixed,0.4,0.94,1.0,0.09534267913271369,0.05070543413439743
2023-05-26,6,156,calm_trend,0.8,1.0,1.0,0.08801534349083859,0.0
2023-06-30,6,156,calm_trend,0.8,1.0,1.0,0.0866541633367523,0.0
2023-07-28,6,156,calm_trend,0.8,1.0,1.0,0.08576350070718687,0.0
2023-08-25,6,156,calm_trend,0.8,1.0,1.0,0.08473538096898332,0.0
2023-09-29,6,156,neutral_mixed,0.4,0.9233367901522921,1.0,0.0859271558661287,0.0766632098477078
2023-10-27,6,156,neutral_mixed,0.4,0.8,1.0,0.0863984575549517,0.19999999999999984
2023-11-24,6,156,calm_trend,0.8,1.0,1.0,0.08863119880201761,0.0
2023-12-29,6,156,calm_trend,0.8,1.0,1.0,0.08935837660460094,0.0
2024-01-26,6,156,neutral_mixed,0.4,0.946600989287992,1.0,0.09132644288745814,0.045405408290076554
2024-02-23,6,156,calm_trend,0.8,1.0,1.0,0.08794595992721797,1.1102230246251565e-16
2024-03-29,6,156,calm_trend,0.8,1.0,1.0,0.0884499456817577,0.0
2024-04-26,6,156,neutral_mixed,0.4,0.950603651710282,1.0,0.09102152320481721,0.04216300201752432
2024-05-31,6,156,calm_trend,0.8,1.0,1.0,0.08869570833342065,0.0
2024-06-28,6,156,calm_trend,0.8,1.0,1.0,0.08856163640973923,0.0
2024-07-26,6,156,calm_trend,0.8,1.0,1.0,0.08884154816087572,0.0
2024-08-30,6,156,neutral_mixed,0.4,0.946509317114631,1.0,0.091672077129264,0.045579124434420026
2024-09-27,6,156,neutral_mixed,0.4,0.947337000406596,1.0,0.09539955972397043,0.04477211283833227
2024-10-25,6,156,neutral_mixed,0.4,0.947025086920657,1.0,0.09730285095288661,0.04496887523498072
2024-11-29,6,156,neutral_mixed,0.4,0.9450050288467278,1.0,0.1000217771692865,0.04662913393693402
2024-12-27,6,156,neutral_mixed,0.4,0.9497198775674112,1.0,0.10089828304288301,0.042595390842290914
2025-01-31,6,156,neutral_mixed,0.4,0.945461747565909,1.0,0.10185784171135608,0.04617664749537953
2025-02-28,6,156,neutral_mixed,0.4,0.9418155313320448,1.0,0.09795520745705444,0.04919213487608742
2025-03-28,6,156,stressed_panic,0.4,0.4,1.0,0.09723621021448633,0.6
2025-04-25,6,156,stressed_panic,0.4,0.4,1.0,0.09651586535141514,0.6
2025-05-30,6,156,stressed_panic,0.4,0.4,1.0,0.09388079275310177,0.5999999999999999
2025-06-27,6,156,recovery_fragile,0.6,0.96,1.0,0.09237596982944593,0.03211702427253571
2025-07-25,6,156,recovery_confirmed,0.8,0.92,1.0,0.10019500629926646,0.06258225464401757
2025-08-29,6,156,calm_trend,0.8,1.0,1.0,0.08555695271033295,0.0
2025-09-26,6,156,recovery_confirmed,0.8,0.92,1.0,0.09255778711477236,0.062040715498761556
2025-10-31,6,156,neutral_mixed,0.4,0.94,1.0,0.09036865303329222,0.05075235231195441
2025-11-28,6,156,neutral_mixed,0.4,0.9403069721667476,1.0,0.08912058121543362,0.050373808204795534
2025-12-26,6,156,neutral_mixed,0.4,0.9422890904821821,1.0,0.08867596462953715,0.04862852052092248
2026-01-30,6,156,neutral_mixed,0.4,0.9424549828664616,1.0,0.08804133056301747,0.04844157092999091
2026-02-27,6,156,neutral_mixed,0.4,0.9408226824249516,1.0,0.08849943281512988,0.049791331350031665
2026-03-27,6,156,neutral_mixed,0.4,0.8,1.0,0.08824685721450742,0.19999999999999984
2026-04-10,6,156,recovery_confirmed,0.8,0.92,1.0,0.09788476957441458,0.062102564879407796
