variant,cost_bps,sessions,total_return,cagr,annual_volatility,sharpe_zero_rf,max_drawdown,hit_rate,mean_session_bps,traded_share,bootstrap_mean_session_bps,bootstrap_p_value_mean_le_zero,bootstrap_ci_low_bps,bootstrap_ci_high_bps
orb_momentum__loo_drop_MBB,2.0,730,-0.10713214121123882,-0.03836232845578924,0.0450765073219843,-0.8453712629961809,-0.1211440777764411,0.4602739726027397,-1.512158092311209,1.0,,,,
orb_momentum__loo_drop_PDBC,2.0,730,-0.10568830981797905,-0.03782580506889621,0.04534894090926421,-0.8277494362066076,-0.12192635320549938,0.473972602739726,-1.4895857250083415,1.0,,,,
orb_momentum__loo_drop_QQQ,2.0,730,-0.1197626318916839,-0.043080184451091186,0.04297685745929739,-1.0032095719582583,-0.13220376400951672,0.44794520547945205,-1.710904554597334,1.0,,,,
orb_momentum__loo_drop_SHY,2.0,730,-0.1089915029744043,-0.03905409920241687,0.045362550524337825,-0.8556206445124769,-0.12333033292005302,0.46164383561643835,-1.540203758585862,1.0,,,,
orb_momentum__loo_drop_SLV,2.0,730,-0.10146334643796762,-0.03625907230050218,0.04380027594151161,-0.8214276390202634,-0.11757448593065056,0.4657534246575342,-1.427728462502854,1.0,,,,
orb_momentum__loo_drop_SPY,2.0,730,-0.11362701325692681,-0.04078285461415443,0.043220454206440356,-0.9418473970285125,-0.12682134876900486,0.4589041095890411,-1.6153600116161058,1.0,,,,
orb_momentum__loo_drop_TIP,2.0,730,-0.10959120996851657,-0.039277420227860405,0.04518536828981814,-0.8642938590906776,-0.12364766544382588,0.4602739726027397,-1.549739537049224,1.0,,,,
orb_momentum__loo_drop_TLT,2.0,730,-0.10634773678978682,-0.038070775720354555,0.045303100752755815,-0.834239406849151,-0.12023191335743466,0.4671232876712329,-1.4997472976351718,1.0,,,,
orb_momentum__loo_drop_USO,2.0,730,-0.09932454827461001,-0.035467785627805615,0.04487212750370957,-0.7825117381770105,-0.11336707188131945,0.473972602739726,-1.3933716860566752,1.0,,,,
orb_momentum__loo_drop_UUP,2.0,730,-0.10916347142800376,-0.03911812735985776,0.045163627450067675,-0.8610611774999551,-0.12376321792363554,0.46301369863013697,-1.543200247314467,1.0,,,,
orb_momentum__loo_drop_VEA,2.0,730,-0.11313906248641747,-0.04060060112467789,0.043463467787593225,-0.9319752300558551,-0.12726580872643878,0.4602739726027397,-1.607415690093946,1.0,,,,
orb_momentum__loo_drop_VNQ,2.0,730,-0.10778337494697887,-0.038604510859842955,0.043866009002327344,-0.8756469299041038,-0.1216920744444252,0.46164383561643835,-1.5242514329378458,1.0,,,,
orb_momentum__loo_drop_VTV,2.0,730,-0.10848641685601124,-0.03886608977688133,0.043884199124802396,-0.881466293780977,-0.12361259215184173,0.4684931506849315,-1.5350175538922999,1.0,,,,
orb_momentum__loo_drop_VUG,2.0,730,-0.11242423708916527,-0.04033372667227564,0.0430083089035236,-0.9358191056162557,-0.12485617693627693,0.4547945205479452,-1.5971427449271072,1.0,,,,
orb_momentum__loo_drop_VWO,2.0,730,-0.11099463978481738,-0.03980041962208358,0.04391442480869193,-0.9029770500108985,-0.12442219568000079,0.46164383561643835,-1.5735602288364305,1.0,,,,
orb_momentum__loo_drop_XLB,2.0,730,-0.10566372562445236,-0.037816674569429054,0.043599595090594474,-0.862477442823025,-0.12005781745221444,0.4643835616438356,-1.4922090191212394,1.0,,,,
orb_momentum__loo_drop_XLE,2.0,730,-0.1090720078560129,-0.03908407217638854,0.043760109562507574,-0.8892610162769428,-0.12401987640615209,0.4657534246575342,-1.5442126786486445,1.0,,,,
orb_momentum__loo_drop_XLF,2.0,730,-0.10394327312988139,-0.03717811117001013,0.0437909567165554,-0.8433699656458706,-0.118332032023996,0.4780821917808219,-1.4655546691127432,1.0,,,,
orb_momentum__loo_drop_XLI,2.0,730,-0.10650689752692555,-0.0381299201036317,0.0435405484217075,-0.8711827324490089,-0.12085681367246026,0.4602739726027397,-1.505229124855219,1.0,,,,
orb_momentum__loo_drop_XLK,2.0,730,-0.1271022960148931,-0.04584215510401324,0.04324554552096463,-1.0635252609966448,-0.13861885076478597,0.4506849315068493,-1.825108336790722,1.0,,,,
orb_momentum__loo_drop_XLP,2.0,730,-0.10799165915736886,-0.03868199253355176,0.044637294887369276,-0.8615699911696679,-0.12330438132187349,0.4602739726027397,-1.5261172127757383,1.0,,,,
orb_momentum__loo_drop_XLU,2.0,730,-0.10309014859339638,-0.03686176306335853,0.04534748156520257,-0.805700427252225,-0.11954224029084448,0.4643835616438356,-1.449860526662544,1.0,,,,
orb_momentum__loo_drop_XLV,2.0,730,-0.10686137401064233,-0.03826166892532601,0.0443520701860675,-0.8575339997920244,-0.12118073740035273,0.4643835616438356,-1.5092622280045656,1.0,,,,
orb_momentum__loo_drop_XLY,2.0,730,-0.10704057321877658,-0.038328285201354784,0.04308677044152831,-0.8855963064053507,-0.12111816619678784,0.46301369863013697,-1.5141859030933618,1.0,,,,
orb_long_only,0.0,730,0.07559267336422115,0.02547483224809266,0.04282392130177482,0.6085819627920329,-0.030913279106427827,0.5575342465753425,1.0342010349319708,1.0,1.0342010349319708,0.1145,-0.5534795067527069,2.620979346341264
orb_long_only,1.0,730,0.0365328033689003,0.012463451008600801,0.042804320363771,0.3105019510050306,-0.033162564583302134,0.5452054794520548,0.5274136898569545,1.0,0.5274136898569545,0.2825,-1.0677794974119603,2.1192216023396138
orb_long_only,2.0,730,-0.0011107712335115538,-0.0003835838464129049,0.042786987908764756,0.012148176674954951,-0.04411771320045654,0.5260273972602739,0.02062634478193792,1.0,0.02062634478193792,0.527,-1.5792273765306437,1.6073474323112782
orb_long_only,5.0,730,-0.10604728387925344,-0.03795914573760262,0.04274862722879338,-0.8840831121171229,-0.12090763426990525,0.46986301369863015,-1.499735690443112,1.0,-1.499735690443112,0.964,-3.101709612500632,0.09456841361916904
orb_long_only,10.0,730,-0.25705298883819094,-0.09748601714747895,0.042730249041512576,-2.3788427907327803,-0.26318552780382987,0.3958904109589041,-4.033672415818194,1.0,-4.033672415818194,1.0,-5.637525425909907,-2.4357119034100707
orb_long_only__control_sign_shuffled,2.0,730,-0.03697537464327483,-0.012921850469628016,0.022868004031079064,-0.5573633860161126,-0.05070388518973845,0.4643835616438356,-0.5057852443727118,1.0,,,,
orb_long_only__control_random_sign,2.0,730,-0.06959319118007745,-0.02459336266614809,0.012607919203129722,-1.968615303389907,-0.07562614842712423,0.4438356164383562,-0.9849262971105018,1.0,,,,
orb_long_only__loo_drop_BIL,2.0,730,0.0006773222129137224,0.00023376350925996547,0.044012046467751774,0.027023072208767474,-0.04488508761574039,0.5273972602739726,0.04719605991086053,1.0,,,,
orb_long_only__loo_drop_DBA,2.0,730,-0.004604788003807814,-0.0015920006263476782,0.04364394117511471,-0.01496769323367406,-0.04661305188449749,0.5219178082191781,-0.025922584246731474,1.0,,,,
orb_long_only__loo_drop_DIA,2.0,730,-5.016211236053003e-05,-1.7316520439125682e-05,0.04209818366509731,0.02036678003168006,-0.04339566999012334,0.5260273972602739,0.034023985969853315,1.0,,,,
orb_long_only__loo_drop_EEM,2.0,730,-0.003983663300391682,-0.001376979919704202,0.04253559955305353,-0.011398225052007162,-0.04702458626370043,0.5260273972602739,-0.019239299064593623,1.0,,,,
orb_long_only__loo_drop_EFA,2.0,730,-0.0047768533913558064,-0.0016515816941766737,0.04239444451204725,-0.01806118031188876,-0.04570172760073066,0.5246575342465754,-0.03038467089501779,1.0,,,,
orb_long_only__loo_drop_EWJ,2.0,730,-0.0025552378473147064,-0.0008828210784201929,0.04233924444063108,4.1807301434174355e-05,-0.044711570058657,0.5232876712328767,7.024164900097833e-05,1.0,,,,
orb_long_only__loo_drop_GLD,2.0,730,-0.0007417991518837708,-0.0002561353480341477,0.04334553430095582,0.015465362738136227,-0.04407347125192107,0.5287671232876713,0.026601365517563803,1.0,,,,
orb_long_only__loo_drop_HYG,2.0,730,-0.002715317459205946,-0.0009381770014209589,0.0434776621481033,-0.00013124012608856436,-0.04533081396160099,0.5273972602739726,-0.00022642912152194758,1.0,,,,
orb_long_only__loo_drop_IAU,2.0,730,-0.0007924843055944208,-0.0002736409353988334,0.04332941807629819,0.015050964652769668,-0.04403024892482421,0.5301369863013699,0.025878949995692187,1.0,,,,
orb_long_only__loo_drop_IEF,2.0,730,0.00020543420902163767,7.091224538258167e-05,0.043872322429257024,0.02325786272262283,-0.04491686444661602,0.5273972602739726,0.04049112906278994,1.0,,,,
orb_long_only__loo_drop_IWM,2.0,730,-0.0014991822913956732,-0.0005177801682677563,0.04174004476264873,0.00819807380311378,-0.04376649470190486,0.5219178082191781,0.01357888759958203,1.0,,,,
orb_long_only__loo_drop_LQD,2.0,730,-0.0014595868203499673,-0.0005040983378218344,0.04351483387508056,0.009886342128545797,-0.044774865159394994,0.5219178082191781,0.017071529180788914,1.0,,,,
orb_long_only__loo_drop_MBB,2.0,730,0.0009452270244112437,0.000326196623182895,0.04371049350209834,0.0290264739003138,-0.04468051243537996,0.5246575342465754,0.05034767852414655,1.0,,,,
orb_long_only__loo_drop_PDBC,2.0,730,-0.00029335279778619494,-0.00010127672075843641,0.043702608699760115,0.019237023136256543,-0.04703537554426784,0.5383561643835616,0.03336143232825602,1.0,,,,
orb_long_only__loo_drop_QQQ,2.0,730,-0.007455546002157254,-0.0025800034942560224,0.04155453055797444,-0.04165151382570617,-0.046810716926162566,0.5273972602739726,-0.06868290095461119,1.0,,,,
orb_long_only__loo_drop_SHY,2.0,730,0.0006440185095981654,0.00022227185914824865,0.043988514780638734,0.026752920448138835,-0.044783568554013664,0.5273972602739726,0.046699255418976474,1.0,,,,
orb_long_only__loo_drop_SLV,2.0,730,0.00017328789524651,5.98165374632309e-05,0.042582286393034595,0.022396627645373104,-0.04379542692408667,0.5191780821917809,0.03784522272354895,0.9986301369863013,,,,
orb_long_only__loo_drop_SPY,2.0,730,-0.003438694069436532,-0.0011883949858599863,0.041817438823553287,-0.007794554434692291,-0.045335094406115384,0.5287671232876713,-0.012934456477365111,1.0,,,,
orb_long_only__loo_drop_TIP,2.0,730,-0.00016625992649721422,-5.739696204798417e-05,0.043790348228122604,0.020292969180165245,-0.044756324457211116,0.5287671232876713,0.035263340753253804,1.0,,,,
orb_long_only__loo_drop_TLT,2.0,730,-0.0003241807470391045,-0.00011192084989308793,0.043722249063747665,0.019005233716264572,-0.04508466876321571,0.5219178082191781,0.03297426833560532,1.0,,,,
orb_long_only__loo_drop_USO,2.0,730,0.001534217140034544,0.0005293543609041773,0.04341751938472709,0.03359632187417592,-0.04692111129407439,0.5273972602739726,0.057883688739189025,1.0,,,,
orb_long_only__loo_drop_UUP,2.0,730,-0.0002339311567928215,-8.076050278316149e-05,0.04401750507898563,0.0198842995318054,-0.045577063807891616,0.5260273972602739,0.03473243077909982,1.0,,,,
orb_long_only__loo_drop_VEA,2.0,730,-0.005408647859437399,-0.001870410984509463,0.04236649545336544,-0.023276269100725538,-0.0464744797588571,0.5232876712328767,-0.039132299564571385,1.0,,,,
orb_long_only__loo_drop_VNQ,2.0,730,0.001621843606554263,0.0005595722820566085,0.04238836251544366,0.034123906959884306,-0.044098239543371665,0.5232876712328767,0.057399068994398686,1.0,,,,
orb_long_only__loo_drop_VTV,2.0,730,0.0005669656361919628,0.00019568332556518797,0.04242942671311405,0.025558594665948703,-0.04304227259232807,0.5287671232876713,0.04303319520908961,1.0,,,,
orb_long_only__loo_drop_VUG,2.0,730,-0.0035666242860110664,-0.0012326587790995047,0.04156583593114669,-0.009153861026135437,-0.04517338327574649,0.5232876712328767,-0.015098725617018397,1.0,,,,
orb_long_only__loo_drop_VWO,2.0,730,-0.0027426927172715665,-0.0009476440154482235,0.042744798928196104,-0.0010799163034321112,-0.046158451949685375,0.5301369863013699,-0.0018317779860907303,1.0,,,,
orb_long_only__loo_drop_XLB,2.0,730,0.0021071885064773976,0.0007269117678250225,0.04209886888243832,0.0380454429690865,-0.04323103701067277,0.5328767123287671,0.06355833790197846,1.0,,,,
orb_long_only__loo_drop_XLE,2.0,730,0.0001744732315056563,6.022567545338475e-05,0.042550101360830185,0.022435306348742867,-0.04328014097775146,0.5301369863013699,0.03788192695239229,1.0,,,,
orb_long_only__loo_drop_XLF,2.0,730,0.0036142021683269743,0.001246169018315646,0.04207945520260148,0.050368056127109775,-0.04350317243674828,0.5260273972602739,0.08410556989852509,1.0,,,,
orb_long_only__loo_drop_XLI,2.0,730,0.0016937219810546633,0.0005843581932045705,0.04202635057486091,0.034647475046811205,-0.043032817419387914,0.5342465753424658,0.05778202114488226,1.0,,,,
orb_long_only__loo_drop_XLK,2.0,730,-0.012602964154729723,-0.004368689522801561,0.04161204692537848,-0.08466274333518835,-0.04763052539255508,0.5191780821917809,-0.13980119240060043,1.0,,,,
orb_long_only__loo_drop_XLP,2.0,730,0.0005920499965825776,0.00020433929996599431,0.04323116641653591,0.0260605980822966,-0.04359773636982289,0.5273972602739726,0.044707541770246856,1.0,,,,
orb_long_only__loo_drop_XLU,2.0,730,0.002470012803946986,0.0008519733653826744,0.04351235273124392,0.04102882239173015,-0.04584051356568908,0.5219178082191781,0.07084367428795718,1.0,,,,
orb_long_only__loo_drop_XLV,2.0,730,0.0014057023659790335,0.0004850330061210162,0.042795101391483785,0.03245705337238819,-0.043826261639813624,0.5287671232876713,0.055119162299212425,1.0,,,,
orb_long_only__loo_drop_XLY,2.0,730,0.0009828412349610627,0.0003391730648287794,0.041598406367332086,0.02868595816974423,-0.042779317268269,0.5287671232876713,0.047352783531004375,1.0,,,,
orb_breakout,0.0,730,0.15313322386550632,0.05041553803828691,0.037895436999393815,1.3169704534242768,-0.034440606577233246,0.5273972602739726,1.9804432876112217,1.0,1.9804432876112217,0.0025,0.47615972044885785,3.5920305751904826
orb_breakout,1.0,730,0.08122613945383739,0.02732575091091083,0.03789198193059077,0.7304178260635356,-0.035084651128359234,0.5041095890410959,1.0982928201182887,1.0,1.0982928201182887,0.0785,-0.40946797035349036,2.71238539790188
orb_breakout,2.0,730,0.013797236967645565,0.004741529274109313,0.03788890753016082,0.1437567784667088,-0.04143579580140311,0.4684931506849315,0.21614235262535494,1.0,0.21614235262535494,0.3875,-1.2950561671370897,1.8326564988568776
orb_breakout,5.0,730,-0.16432022680974645,-0.06008681243711622,0.03788196920855182,-1.6167002227139011,-0.16714877268725725,0.4178082191780822,-2.430309049853447,1.0,-2.430309049853447,0.9975,-3.9409692239115195,-0.8135179329095645
orb_breakout,10.0,730,-0.394466557003849,-0.15900601423964,0.037878025101000516,-4.551312971062549,-0.3934111597031079,0.29315068493150687,-6.8410613873181125,1.0,-6.8410613873181125,1.0,-8.3525109886658,-5.226325004078416
orb_breakout__control_sign_shuffled,2.0,730,-0.08925897931730675,-0.03176027636149492,0.013393567387289593,-2.4029380603218797,-0.09000836206921758,0.4095890410958904,-1.2771393983493666,1.0,,,,
orb_breakout__control_random_sign,2.0,730,-0.14098314648470722,-0.05110748716735769,0.017277446203896506,-3.027332381456786,-0.14137404578463064,0.4123287671232877,-2.075578268330695,1.0,,,,
orb_breakout__loo_drop_BIL,2.0,730,0.01427350329708199,0.004904445381639144,0.03897140970411078,0.1449892644472949,-0.042595983822746875,0.4684931506849315,0.22422365188385682,1.0,,,,
orb_breakout__loo_drop_DBA,2.0,730,0.004827200146655164,0.0016637493702607031,0.038938329228541624,0.06212881447307067,-0.04470185748635491,0.4780821917808219,0.09599969176711934,1.0,,,,
orb_breakout__loo_drop_DIA,2.0,730,0.012228949869993233,0.004204711870174238,0.03796592393826441,0.12947944725527483,-0.043075931779638754,0.473972602739726,0.19507170024056675,1.0,,,,
orb_breakout__loo_drop_EEM,2.0,730,0.014167790680072345,0.0048682886627926525,0.037293792006577765,0.14883210531287563,-0.040056329645356104,0.47534246575342465,0.22025847537458176,1.0,,,,
orb_breakout__loo_drop_EFA,2.0,730,0.014514276836001816,0.00498678756416826,0.037380958140817426,0.1517239932344517,-0.03996715835011477,0.473972602739726,0.22506302539899625,1.0,,,,
orb_breakout__loo_drop_EWJ,2.0,730,0.015209593593520365,0.005224507246630372,0.037302197125866354,0.15830506150333165,-0.03973439296355319,0.4712328767123288,0.2343304210404632,1.0,,,,
orb_breakout__loo_drop_GLD,2.0,730,0.008380585191290146,0.0028851225974655392,0.038502997058966024,0.09404126657168517,-0.04537483857753777,0.4657534246575342,0.1436853416758347,1.0,,,,
orb_breakout__loo_drop_HYG,2.0,730,0.013522265976190218,0.004647447309076735,0.0388653342341641,0.13870361452750038,-0.04304228630062945,0.4767123287671233,0.21391914040071275,1.0,,,,
orb_breakout__loo_drop_IAU,2.0,730,0.006621021802898808,0.002280676488101374,0.038535106962687575,0.0783497414269302,-0.04616878241740019,0.4671232876712329,0.11981014549149481,1.0,,,,
orb_breakout__loo_drop_IEF,2.0,730,0.01565814005881916,0.005377802837283507,0.03879406544156284,0.15761375695388102,-0.04255673874881072,0.4780821917808219,0.24263803181585078,1.0,,,,
orb_breakout__loo_drop_IWM,2.0,730,0.012694740405588378,0.00436420663179149,0.03674995990467149,0.13683145650363676,-0.03863442445141141,0.4794520547945205,0.19954565635739885,1.0,,,,
orb_breakout__loo_drop_LQD,2.0,730,0.016307826706038586,0.0055997616690628416,0.038634296999952945,0.16381424946714965,-0.041325985141354105,0.4780821917808219,0.25114477645786676,1.0,,,,
orb_breakout__loo_drop_MBB,2.0,730,0.014852353457331935,0.00510238484890424,0.038862359834270985,0.15035600394049756,-0.042452981659452216,0.47534246575342465,0.23187258445947148,1.0,,,,
orb_breakout__loo_drop_PDBC,2.0,730,0.008230372999012525,0.0028335486040564906,0.03793654459309075,0.09351658641412161,-0.04123643850223313,0.4712328767123288,0.14078159328146622,1.0,,,,
orb_breakout__loo_drop_QQQ,2.0,730,0.007909112379929528,0.002723229795650095,0.03770051078319687,0.09097045729284012,-0.04423761516754232,0.4794520547945205,0.13609653595718527,1.0,,,,
orb_breakout__loo_drop_SHY,2.0,730,0.017621961531985475,0.00604843859400872,0.038916030812280636,0.17437713734215982,-0.041887197009390253,0.4712328767123288,0.2692883353081263,1.0,,,,
orb_breakout__loo_drop_SLV,2.0,730,-0.0005011973508437517,-0.0001730444699673539,0.037703041152444855,0.01422773214369134,-0.05057843723291355,0.46986301369863015,0.02128685597299829,1.0,,,,
orb_breakout__loo_drop_SPY,2.0,730,0.015581290121852609,0.005351541690078898,0.03679048701433426,0.1634265859247763,-0.03788612541156544,0.47534246575342465,0.2385930034627962,1.0,,,,
orb_breakout__loo_drop_TIP,2.0,730,0.016408017284675447,0.005633982491310752,0.03893127634367584,0.16374009916690743,-0.04273566173371979,0.4767123287671233,0.2529607559209428,1.0,,,,
orb_breakout__loo_drop_TLT,2.0,730,0.0149536134583792,0.005137003397981399,0.03858297516171338,0.1520511012426663,-0.04155116375536816,0.47534246575342465,0.23280094692686343,1.0,,,,
orb_breakout__loo_drop_USO,2.0,730,0.0005979658503934004,0.00020638068985689983,0.036773821058045386,0.023957565700659007,-0.04002026014839466,0.4684931506849315,0.03496076325644444,1.0,,,,
orb_breakout__loo_drop_UUP,2.0,730,0.013209688512408446,0.004540477901309847,0.03891545056669908,0.13583367257290985,-0.04284900810706849,0.4767123287671233,0.20976303850413736,1.0,,,,
orb_breakout__loo_drop_VEA,2.0,730,0.015135322960658781,0.005199120177678207,0.03730472388632013,0.1576211791166029,-0.03994340322179635,0.4712328767123288,0.2333339113325825,1.0,,,,
orb_breakout__loo_drop_VNQ,2.0,730,0.019130383764194958,0.006562982433804931,0.03836473045142822,0.1896709680912098,-0.041438108018364006,0.4780821917808219,0.28875696687621855,1.0,,,,
orb_breakout__loo_drop_VTV,2.0,730,0.021805130595482725,0.007474151090415715,0.03729579255294476,0.21826553427375214,-0.038365611719264,0.4780821917808219,0.3230311939575997,1.0,,,,
orb_breakout__loo_drop_VUG,2.0,730,0.008863982966083261,0.0030510587025824876,0.03775409531320147,0.09955334043013778,-0.04199128433450805,0.4863013698630137,0.14914866283123074,1.0,,,,
orb_breakout__loo_drop_VWO,2.0,730,0.015595452796376641,0.0053563814545756205,0.03757799189789961,0.1609119239638785,-0.03962619765523434,0.473972602739726,0.2399502767853199,1.0,,,,
orb_breakout__loo_drop_XLB,2.0,730,0.01805864799658541,0.006197449764519636,0.03709699105379853,0.185054160837367,-0.040670303846128686,0.48356164383561645,0.27241875194650783,1.0,,,,
orb_breakout__loo_drop_XLE,2.0,730,0.018013866989623928,0.006182171001143377,0.037686383650291554,0.18233768010664378,-0.03803688744835998,0.48356164383561645,0.2726844351747267,1.0,,,,
orb_breakout__loo_drop_XLF,2.0,730,0.024152325852877965,0.008272451597665764,0.03725544839134751,0.2397217056984466,-0.03932628911373237,0.4808219178082192,0.3544023664656458,1.0,,,,
orb_breakout__loo_drop_XLI,2.0,730,0.014071204873814969,0.004835251415086672,0.03851437402798696,0.1444759117416637,-0.04324791362863878,0.4726027397260274,0.22080949614495507,1.0,,,,
orb_breakout__loo_drop_XLK,2.0,730,0.0062637421690732165,0.002157859122901229,0.0374527485431997,0.07626740914865206,-0.0425882223543933,0.47534246575342465,0.11335016257483307,1.0,,,,
orb_breakout__loo_drop_XLP,2.0,730,0.017264845572030563,0.005926548260461129,0.03875948268176334,0.17180558343208135,-0.04214966816152865,0.473972602739726,0.264249822843889,1.0,,,,
orb_breakout__loo_drop_XLU,2.0,730,0.01827910226730234,0.006272659805438785,0.03809136370059845,0.1831648298804694,-0.03944076924125495,0.46986301369863015,0.27686500603711117,1.0,,,,
orb_breakout__loo_drop_XLV,2.0,730,0.0204328964142777,0.007006886580473992,0.03784451538109539,0.20338712972903863,-0.041261352227156434,0.4780821917808219,0.30543997457727956,1.0,,,,
orb_breakout__loo_drop_XLY,2.0,730,0.022600384454534606,0.0077447578687432905,0.03654602110763419,0.22933406935765663,-0.038103142283312796,0.4780821917808219,0.33258919600970477,1.0,,,,
