cik10,covers_first_eligible_decision,first_eligible_decision,first_price_date,issuer_name_match,issuer_name_score,last_eligible_decision,last_price_date,price_file,price_rows,provider_end_date,provider_exchange,provider_name,provider_start_date,sec_company_name,status,terminal,tiingo_symbol,strict_issuer_name_score,strict_issuer_name_match,covers_last_eligible_decision,audit_status
0001005757,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/project/data/tiingo_delisted_price_probe_cache_v1/CSGS/prices.csv.gz,3526,2026-05-14,NASDAQ,CSG Systems International Inc,1996-02-28,CSG SYSTEMS INTERNATIONAL INC,validated_candidate,True,CSGS,1.0,True,True,validated_history_through_last_decision
0001433714,True,2016-04-01 00:00:00+00:00,2016-04-01,True,1.0,2023-01-01 00:00:00+00:00,2022-02-17,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/CSLT/prices.csv.gz,1483,2022-02-17,NYSE,Castlight Health Inc - Class B,2014-03-14,"CASTLIGHT HEALTH, INC.",identity_and_start_validated,True,CSLT,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001401680,True,2013-04-01 00:00:00+00:00,2013-04-01,True,1.0,2022-10-01 00:00:00+00:00,2021-10-15,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/CSOD/prices.csv.gz,2154,2021-10-15,NASDAQ,Cornerstone OnDemand Inc,2011-03-17,CORNERSTONE ONDEMAND INC,identity_and_start_validated,True,CSOD,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000023111,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2025-01-01 00:00:00+00:00,2023-12-13,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/CTG/prices.csv.gz,2945,2023-12-13,NASDAQ,Computer Task Group Inc,1988-01-05,COMPUTER TASK GROUP INC,identity_and_start_validated,True,CTG,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000896429,True,2017-01-01 00:00:00+00:00,2017-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/project/data/tiingo_delisted_price_probe_cache_v1/CTLP/prices.csv.gz,2330,2026-05-08,NASDAQ,Cantaloupe Inc,1999-06-07,"CANTALOUPE, INC.",validated_candidate,True,CTLP,1.0,True,True,validated_history_through_last_decision
0000858470,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/project/data/tiingo_delisted_price_probe_cache_v1/CTRA/prices.csv.gz,3526,2026-05-06,NYSE,Coterra Energy Inc,1990-02-08,COTERRA ENERGY INC.,validated_candidate,True,CTRA,1.0,True,True,validated_history_through_last_decision
0000877890,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2023-10-01 00:00:00+00:00,2022-11-02,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/CTXS/prices.csv.gz,2649,2022-11-02,NASDAQ,Citrix Systems Inc,1995-12-08,CITRIX SYSTEMS INC,identity_and_start_validated,True,CTXS,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001827075,True,2022-04-01 00:00:00+00:00,2022-04-01,True,1.0,2024-07-01 00:00:00+00:00,2023-06-15,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/CVT/prices.csv.gz,303,2023-06-15,NASDAQ,Cvent Holding Corp,2021-12-09,CVENT HOLDING CORP.,identity_and_start_validated,True,CVT,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001122897,False,2015-04-01 00:00:00+00:00,,True,1.0,2018-01-01 00:00:00+00:00,,,0,2023-06-15,NASDAQ,Cvent Holding Corp,2021-12-09,CVENT INC,rejected_missing_start_of_eligibility,True,CVT,1.0,True,False,rejected_missing_start_of_eligibility
0001358071,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2022-01-01 00:00:00+00:00,2021-01-15,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/CXO/prices.csv.gz,2213,2021-01-15,NYSE,Concho Resources Inc,2007-08-03,CONCHO RESOURCES INC,identity_and_start_validated,True,CXO,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000791915,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2021-04-01 00:00:00+00:00,2020-04-16,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/CY/prices.csv.gz,2023,2020-04-16,NASDAQ,Cypress Semiconductor Corp,1989-04-05,CYPRESS SEMICONDUCTOR CORP /DE/,identity_and_start_validated,True,CY,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001303652,True,2015-04-01 00:00:00+00:00,2015-04-01,True,1.0,2020-10-01 00:00:00+00:00,2019-08-19,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/DATA/prices.csv.gz,1103,2019-08-19,NYSE,Tableau Software Inc,2013-05-17,TABLEAU SOFTWARE INC,identity_and_start_validated,True,DATA,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001725057,True,2020-04-01 00:00:00+00:00,2020-04-01,True,1.0,2026-04-01 00:00:00+00:00,2026-02-03,/project/data/tiingo_delisted_price_probe_cache_v1/DAY/prices.csv.gz,1468,2026-02-03,NYSE,Dayforce Inc,2018-04-26,"DAYFORCE, INC.",validated_candidate,True,DAY,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001160951,True,2022-01-01 00:00:00+00:00,2022-01-03,True,1.0,2024-04-01 00:00:00+00:00,2023-03-30,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/DCT/prices.csv.gz,312,2023-03-30,NASDAQ,Duck Creek Technologies Inc,2020-08-14,"DUCK CREEK TECHNOLOGIES, INC.",identity_and_start_validated,True,DCT,1.0,True,False,validated_early_delisting_needs_terminal_audit
0000949039,False,2012-04-01 00:00:00+00:00,2022-03-30,True,1.0,2025-10-01 00:00:00+00:00,2024-09-04,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/DO/prices.csv.gz,611,2024-09-04,NYSE,Diamond Offshore Drilling Inc,2022-03-30,"DIAMOND OFFSHORE DRILLING, INC.",rejected_missing_start_of_eligibility,True,DO,1.0,True,False,rejected_missing_start_of_eligibility
0000915778,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2023-01-01 00:00:00+00:00,2021-12-02,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/DSPG/prices.csv.gz,2435,2021-12-02,NASDAQ,DSP Group Inc,1994-02-14,DSP GROUP INC /DE/,identity_and_start_validated,True,DSPG,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001301031,False,2014-04-01 00:00:00+00:00,2016-01-04,True,1.0,2017-07-01 00:00:00+00:00,2016-07-11,/Users/nicholasturangan/Projects/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/DWRE/prices.csv.gz,131,2016-07-11,NYSE,Demandware Inc,2016-01-04,DEMANDWARE INC,rejected_missing_start_of_eligibility,True,DWRE,1.0,True,False,rejected_missing_start_of_eligibility
0001475115,True,2020-04-01 00:00:00+00:00,2020-04-01,True,1.0,2026-04-01 00:00:00+00:00,2026-03-10,/project/data/tiingo_delisted_price_probe_cache_v1/EB/prices.csv.gz,1492,2026-03-10,NYSE,Eventbrite Inc - Class A,2018-09-20,"EVENTBRITE, INC.",validated_candidate,True,EB,1.0,True,False,validated_early_delisting_needs_terminal_audit
0001169652,True,2015-04-01 00:00:00+00:00,2015-04-01,True,1.0,2024-01-01 00:00:00+00:00,2022-11-15,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/ECOM/prices.csv.gz,1922,2022-11-15,NYSE,ChannelAdvisor Corp,2013-05-23,CHANNELADVISOR CORP,identity_and_start_validated,True,ECOM,1.0,True,False,validated_early_delisting_needs_terminal_audit
