cik10,status,source,price_file,rows,first_date,last_date,split_events
0000029002,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/DIOD.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000031235,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/KODK.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000031791,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/RVTY.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000033213,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/EQT.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000045012,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/HAL.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000046129,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/ALNT.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000046765,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/HP.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000047217,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/HPQ.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000048898,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/HUBB.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000049938,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/IMO.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000050863,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/INTC.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000051143,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/IBM.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000056978,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/KLIC.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000065270,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/MEI.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000065770,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/MVIS.csv.gz,927.0,2022-12-01,2026-08-13,1.0
0000068505,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/MSI.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000069633,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/NSSC.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000073756,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/OII.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000077159,missing_mapping,missing,,,,,
0000077877,loaded,tiingo_identity_validated,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/PDCE/prices.csv.gz,2875.0,2012-04-02,2023-09-05,0.0
0000078749,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205441Z-yahoo-recent-current-sec-agys-retry-v1/histories/AGYS.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000087347,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/SLB.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000088941,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/SMTC.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000093410,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/CVX.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000097210,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/TER.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000097476,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/TXN.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000097745,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/TMO.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000099302,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/TRNS.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000101778,loaded,tiingo_identity_validated,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/MRO/prices.csv.gz,3183.0,2012-04-02,2024-11-22,0.0
0000101984,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/UEIC.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000103730,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/VSH.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000106040,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/WDC.csv.gz,927.0,2022-12-01,2026-08-13,1.0
0000202058,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/LHX.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000275880,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/PSN.csv.gz,926.0,2022-12-01,2026-08-13,0.0
0000313616,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/DHR.csv.gz,927.0,2022-12-01,2026-08-13,1.0
0000315374,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/HURC.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000315852,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/RRC.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000319201,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/KLAC.csv.gz,927.0,2022-12-01,2026-08-13,1.0
0000320121,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/TLS.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000320193,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/AAPL.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000350868,loaded,tiingo_identity_validated,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/ITI/prices.csv.gz,1847.0,2017-07-03,2024-11-01,0.0
0000351817,missing_mapping,missing,,,,,
0000704532,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/ONTO.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000708818,loaded,tiingo_identity_validated,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/NXGN/prices.csv.gz,2922.0,2012-04-02,2023-11-09,0.0
0000708821,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/PAR.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000709283,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/QMCO.csv.gz,927.0,2022-12-01,2026-08-13,1.0
0000712515,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/EA.csv.gz,913.0,2022-12-01,2026-08-10,0.0
0000713425,loaded,tiingo_identity_validated,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/LGTY/prices.csv.gz,3272.0,2012-04-02,2025-04-04,0.0
0000717423,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/MUR.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000718877,loaded,tiingo_identity_validated,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/ATVI/prices.csv.gz,2903.0,2012-04-02,2023-10-13,0.0
0000719733,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/KTCC.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000722572,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/FKWL.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000723125,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/MU.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000724004,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/MLAB.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000730255,loaded,yahoo_recovered_former,/workspace/2.0/data/sec_recovered_price_probe_vintages/20260813T100449Z-recovered-yahoo-price-probe-v1/histories/CAMP.csv.gz,458.0,2024-10-11,2026-08-12,0.0
0000732834,missing_mapping,missing,,,,,
0000733269,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/RAMP.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000742278,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/RES.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000746838,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/UIS.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000751978,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/VICR.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000769397,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/ADSK.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000772406,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/CRUS.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000779152,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/JKHY.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000780571,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/ITRI.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000785786,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/PLXS.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000788965,loaded,yahoo_repair_v1,/workspace/2.0/data/daily_audit_price_source_repairs_v1/yahoo/HNRG.csv.gz,2163.0,2018-01-02,2026-08-11,0.0
0000789019,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/MSFT.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000789460,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/WKC.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000789933,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/NC.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000796343,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/ADBE.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000796505,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/CLFD.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000797721,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/VSAT.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000798354,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/FISV.csv.gz,926.0,2022-12-01,2026-08-13,0.0
0000804328,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/QCOM.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000807863,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/MITK.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000808326,loaded,tiingo_identity_validated,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/EMKR/prices.csv.gz,3247.0,2012-04-02,2025-02-28,1.0
0000810136,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/PLAB.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000813672,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/CDNS.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000813762,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/IEP.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000814549,missing_mapping,missing,,,,,
0000816761,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/TDC.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000817720,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/SYNA.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000820313,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/APH.csv.gz,927.0,2022-12-01,2026-08-13,1.0
0000821189,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/EOG.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000821483,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/PARR.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000833640,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/POWI.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000844965,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/TTI.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000851205,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/CGNX.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000851310,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/HLIT.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000854775,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/DGII.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000855658,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/LSCC.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000857005,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/PTC.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000858470,loaded,tiingo_identity_validated,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/CTRA/prices.csv.gz,3526.0,2012-04-02,2026-04-10,1.0
0000858877,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/CSCO.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000860731,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/TYL.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000863436,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/BHE.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000864749,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/TRMB.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000866291,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/ALGM.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000866374,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/FLEX.csv.gz,927.0,2022-12-01,2026-08-13,1.0
0000866706,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/ESE.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000866829,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/HLX.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000867773,loaded,yahoo_recovered_former,/workspace/2.0/data/sec_recovered_price_probe_vintages/20260813T100449Z-recovered-yahoo-price-probe-v1/histories/SPWR.csv.gz,905.0,2023-01-03,2026-08-12,0.0
0000874499,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/GPOR.csv.gz,926.0,2022-12-01,2026-08-13,0.0
0000876167,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/PRGS.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000882835,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/ROP.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000883241,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/SNPS.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000884144,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/ASUR.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000889900,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/PTEN.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000890447,missing_mapping,missing,,,,,
0000891103,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/MTCH.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000893538,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/SM.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000894627,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/EGY.csv.gz,927.0,2022-12-01,2026-08-13,0.0
0000895126,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/EXE.csv.gz,926.0,2022-12-01,2026-08-13,0.0
0000895419,loaded,yahoo_current_sec,/workspace/2.0/data/yahoo_recent_current_sec_price_vintages/20260813T205326Z-yahoo-recent-current-sec-v1/histories/WOLF.csv.gz,220.0,2025-09-29,2026-08-13,0.0
0000896429,loaded,tiingo_identity_validated,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/CTLP/prices.csv.gz,2330.0,2017-01-03,2026-04-10,0.0
0000896841,loaded,tiingo_identity_validated,/workspace/2.0/data/tiingo_delisted_price_probe_cache_v1/AVID/prices.csv.gz,2920.0,2012-04-02,2023-11-07,0.0
