security_id,ticker,universe,effective_from,effective_to,knowledge_at_utc,source_revision,point_in_time_membership
yahoo-ticker:TIP,TIP,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:49.968511+00:00,yfinance-1.5.2:2026-09-11T21:01:49.968511+00:00,false
yahoo-ticker:TLT,TLT,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:50.538472+00:00,yfinance-1.5.2:2026-09-11T21:01:50.538472+00:00,false
yahoo-ticker:USO,USO,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:51.188645+00:00,yfinance-1.5.2:2026-09-11T21:01:51.188645+00:00,false
yahoo-ticker:UUP,UUP,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:51.591575+00:00,yfinance-1.5.2:2026-09-11T21:01:51.591575+00:00,false
yahoo-ticker:VEA,VEA,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:52.054746+00:00,yfinance-1.5.2:2026-09-11T21:01:52.054746+00:00,false
yahoo-ticker:VNQ,VNQ,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:52.614346+00:00,yfinance-1.5.2:2026-09-11T21:01:52.614346+00:00,false
yahoo-ticker:VTV,VTV,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:53.066117+00:00,yfinance-1.5.2:2026-09-11T21:01:53.066117+00:00,false
yahoo-ticker:VUG,VUG,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:53.609595+00:00,yfinance-1.5.2:2026-09-11T21:01:53.609595+00:00,false
yahoo-ticker:VWO,VWO,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:54.099823+00:00,yfinance-1.5.2:2026-09-11T21:01:54.099823+00:00,false
yahoo-ticker:XLB,XLB,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:54.759745+00:00,yfinance-1.5.2:2026-09-11T21:01:54.759745+00:00,false
yahoo-ticker:XLE,XLE,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:55.466741+00:00,yfinance-1.5.2:2026-09-11T21:01:55.466741+00:00,false
yahoo-ticker:XLF,XLF,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:56.012894+00:00,yfinance-1.5.2:2026-09-11T21:01:56.012894+00:00,false
yahoo-ticker:XLI,XLI,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:56.620098+00:00,yfinance-1.5.2:2026-09-11T21:01:56.620098+00:00,false
yahoo-ticker:XLK,XLK,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:57.264812+00:00,yfinance-1.5.2:2026-09-11T21:01:57.264812+00:00,false
yahoo-ticker:XLP,XLP,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:57.811462+00:00,yfinance-1.5.2:2026-09-11T21:01:57.811462+00:00,false
yahoo-ticker:XLU,XLU,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:58.323868+00:00,yfinance-1.5.2:2026-09-11T21:01:58.323868+00:00,false
yahoo-ticker:XLV,XLV,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:58.885755+00:00,yfinance-1.5.2:2026-09-11T21:01:58.885755+00:00,false
yahoo-ticker:XLY,XLY,portfolio_optimizer_free_current_etfs,,,2026-09-11T21:01:59.621742+00:00,yfinance-1.5.2:2026-09-11T21:01:59.621742+00:00,false
