file_path,category,row_count,column_count,start_date,end_date,frequency,key_columns,useful_for_signal_discovery,leakage_risk_notes,recommended_use
data/02_layer1_signals/signal_trend_quality.csv,layer1_signal,38850.0,8.0,2005-01-07,2007-09-28,daily,Date|Ticker|trend_clarity_r2_observed|trend_clarity_momentum_raw_observed|trend_clarity_momentum_raw_tradable|trend_clarity_momentum_score_observed|trend_clarity_momentum_score_tradable|asset_class,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_tsmom.csv,layer1_signal,38850.0,10.0,2005-01-07,2007-09-28,daily,Date|Ticker|raw_tsmom_52_4w|realized_vol_ann_26w|tsmom_vol_scaled_observed|tsmom_score_observed|tsmom_bucket_observed|tsmom_vol_scaled_tradable|tsmom_score_tradable|asset_class,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_value.csv,layer1_signal,38850.0,11.0,2005-01-07,2007-09-28,daily,Date|Ticker|value_gap_5y_ma_over_price|value_price_vs_ma_z_observed|value_gap_score_observed|value_z_score_observed|value_score_observed|value_score_tradable|value_score_asset_class_neutral_observed|value_score_asset_class_neutral_tradable|asset_class,True,,Layer 1 signal validation or live signal feature source
data/02_layer1_signals/signal_xsmom.csv,layer1_signal,38850.0,10.0,2005-01-07,2007-09-28,daily,Date|Ticker|xsmom_raw_return_52_4w|xsmom_raw_rank|xsmom_score_observed|xsmom_score_tradable|xsmom_bucket_observed|xsmom_asset_class_neutral_observed|xsmom_asset_class_neutral_tradable|asset_class,True,,Layer 1 signal validation or live signal feature source
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_diversifying_sleeves.csv,prior_signal_audit,1.0,4.0,,,unknown,sleeve|avg_abs_corr_to_used_sleeves|sharpe|flag,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_ggg1_non_allocator_sanity_check.csv,prior_signal_audit,4.0,3.0,,,unknown,check|result|readiness_category,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_missing_data_instrumentation.csv,prior_signal_audit,1.0,3.0,,,unknown,limitation|recommendation|severity,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_next_frontier_recommendation.csv,prior_signal_audit,1.0,4.0,,,unknown,recommendation|reason|another_research_phase_justified|next_phase_prompt,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_rebuild_retire_candidates.csv,prior_signal_audit,11.0,9.0,,,unknown,item|item_type|problem_type|evidence|affected_states|current_avg_weight_ggg1|already_mitigated_by_ggg1|recommended_future_action|severity,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_redundant_weak_sleeves.csv,prior_signal_audit,3.0,5.0,,,unknown,sleeve|paired_with|correlation|weaker_sharpe|flag,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_signal_inventory.csv,prior_signal_audit,26.0,8.0,,,unknown,file|size_kb|suffix|rows_sampled|columns|column_preview|first_date_sample|last_date_sample,True,,Layer 1 signal validation or live signal feature source
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_signal_quality_summary.csv,prior_signal_audit,25.0,9.0,,,unknown,signal_name|avg_mean_ic|avg_ic_tstat_nw|hit_rate|mean_coverage|avg_abs_redundancy|validation_quality_score|summary_recommendation|signal_flag,True,,Layer 1 signal validation or live signal feature source
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_signal_redundancy_summary.csv,prior_signal_audit,22.0,4.0,,,unknown,signal_name|avg_abs_redundancy_from_pairs|max_abs_redundancy|redundant_pair_count_075,True,,Layer 1 signal validation or live signal feature source
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_signal_usage_map.csv,prior_signal_audit,25.0,6.0,,,unknown,signal_name|manifest_file|category|used_by_layer2_manifest|used_by_signal_subset_tests|usage_instrumentation_quality,True,,Layer 1 signal validation or live signal feature source
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_sleeve_correlation_matrix.csv,prior_signal_audit,6.0,7.0,,,unknown,sleeve|dual_momentum_topn|cta_trend_long_only|composite_selective_signals|composite_regime_offense_component|composite_regime_defense_component|taa_10m_sma,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_sleeve_exposure_summary.csv,prior_signal_audit,37.0,6.0,,,unknown,sleeve|avg_cash_BIL|avg_SPY|avg_offense|avg_defense|avg_commodity,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_sleeve_inventory.csv,prior_signal_audit,37.0,4.0,,,unknown,sleeve|return_file_exists|position_file_exists|used_in_ggg1,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_sleeve_issue_rankings.csv,prior_signal_audit,10.0,9.0,,,unknown,item|item_type|problem_type|evidence|affected_states|current_avg_weight_ggg1|already_mitigated_by_ggg1|recommended_future_action|severity,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_sleeve_quality_summary.csv,prior_signal_audit,37.0,13.0,,,unknown,sleeve|ann_return|ann_vol|sharpe|max_drawdown|cvar_5|corr_with_ggg1|corr_with_production|corr_with_SPY|corr_with_BIL|avg_weight_ggg1|max_weight_ggg1,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_sleeve_redundancy_clusters.csv,prior_signal_audit,3.0,4.0,,,unknown,left_sleeve|right_sleeve|correlation|cluster_flag,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_sleeve_usage_in_ggg1.csv,prior_signal_audit,37.0,5.0,,,unknown,sleeve|used_in_ggg1|avg_weight_ggg1|max_weight_ggg1|approx_contribution_to_ggg1,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_state_harmful_sleeves.csv,prior_signal_audit,7.0,12.0,,,unknown,version|state|sleeve|avg_weight|ann_return|sharpe|contribution_proxy|n_weeks|weight_rank|performance_rank|rank_gap_weight_minus_perf|state_flag,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_state_sleeve_contribution.csv,prior_signal_audit,65.0,12.0,,,unknown,version|state|sleeve|avg_weight|ann_return|sharpe|contribution_proxy|n_weeks|weight_rank|performance_rank|rank_gap_weight_minus_perf|state_flag,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_state_specific_keep_candidates.csv,prior_signal_audit,24.0,12.0,,,unknown,version|state|sleeve|avg_weight|ann_return|sharpe|contribution_proxy|n_weeks|weight_rank|performance_rank|rank_gap_weight_minus_perf|state_flag,True,,
data/research/phase_kkk_signal_sleeve_contribution_audit/phase_kkk_state_weight_vs_performance_rank.csv,prior_signal_audit,65.0,9.0,,,unknown,version|state|sleeve|avg_weight|sharpe|weight_rank|performance_rank|rank_gap_weight_minus_perf|state_flag,True,,
