weeks,start,end,cagr,total_return,sharpe_zero_rf,max_drawdown,annual_volatility,annual_allocation_turnover,high_confidence_share,average_growth_allocation,scenario,variant,cost_bps,window
53,2025-08-08,2026-08-07,0.9038568652484087,0.9275776273231515,2.2455232878364875,-0.13401203352820645,0.30913504913013595,2.402411554900367,0.7169811320754716,0.41509433962264153,base,dual_13_26w_20_50,50,trailing_1y
32,2026-01-02,2026-08-07,0.7994323323727828,0.43551083105832644,1.89726449046595,-0.13401203352820645,0.3405926390529465,2.816961923722368,0.75,0.425,base,dual_13_26w_20_50,50,ytd
188,2023-01-06,2026-08-07,0.3735151457157051,2.1500753662857517,1.5668209459545663,-0.1921506378788026,0.21822886040347741,0.2694753095688589,0.31382978723404253,0.19999999999999998,adverse,fixed_20,50,full_recent
157,2023-08-11,2026-08-07,0.4190472551086124,1.8768259686599666,1.66055445229963,-0.1921506378788026,0.22679334989169272,0.2656646442114822,0.37579617834394907,0.19999999999999996,adverse,fixed_20,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5742382076027766,1.4999464950844885,1.943432486412641,-0.1921506378788027,0.25041480917013154,0.2816825232503771,0.5333333333333333,0.2,adverse,fixed_20,50,trailing_2y
53,2025-08-08,2026-08-07,0.8282891724575236,0.8496272368699609,2.3950182755981744,-0.11993011159218947,0.2679799986666281,0.3315840975995402,0.9245283018867925,0.19999999999999993,adverse,fixed_20,50,trailing_1y
32,2026-01-02,2026-08-07,0.710881223692019,0.39161760388287004,1.972299674129855,-0.11993011159218936,0.2948949611094654,0.3674894674227824,1.0,0.2,adverse,fixed_20,50,ytd
188,2023-01-06,2026-08-07,0.39085880012713603,2.296274025012499,1.6097161456171307,-0.18704572299039723,0.2205432129899845,1.2347078638596638,0.3617021276595745,0.17234042553191492,adverse,relative_13w_10_30,50,full_recent
157,2023-08-11,2026-08-07,0.4125854509612501,1.8374556705703857,1.6152723959038724,-0.1870457229903968,0.23084436605753186,1.3810858353421336,0.4267515923566879,0.18535031847133762,adverse,relative_13w_10_30,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5578064820934232,1.4475366066800546,1.8698219804997578,-0.187045722990397,0.2552066627790443,1.7760426435632262,0.5333333333333333,0.20666666666666667,adverse,relative_13w_10_30,50,trailing_2y
53,2025-08-08,2026-08-07,0.8310130009114256,0.8524358881530198,2.2737015518515094,-0.13321858004720222,0.28495060465274535,1.6510702669842028,0.7547169811320755,0.2509433962264151,adverse,relative_13w_10_30,50,trailing_1y
32,2026-01-02,2026-08-07,0.6855603154330487,0.3789069243531735,1.8340422315632405,-0.1332185800472021,0.31155824163725643,1.9341958616371802,0.75,0.25,adverse,relative_13w_10_30,50,ytd
188,2023-01-06,2026-08-07,0.38742826559301724,2.2669748499493285,1.55618618507971,-0.19601059045953595,0.22751902625505147,1.7761449856853184,0.3617021276595745,0.2085106382978723,adverse,relative_13w_10_40,50,full_recent
157,2023-08-11,2026-08-07,0.4087652385087037,1.8143503580381353,1.5577575618643766,-0.19601059045953562,0.23879362748832675,1.9963099047894142,0.4267515923566879,0.22802547770700635,adverse,relative_13w_10_40,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5596086830293101,1.4532574601917876,1.8163444656858698,-0.19601059045953606,0.26467768324801105,2.588638998432981,0.5333333333333333,0.25999999999999995,adverse,relative_13w_10_40,50,trailing_2y
53,2025-08-08,2026-08-07,0.8669468678261618,0.8894962507026283,2.247550574625674,-0.1304248022459208,0.29873072918956334,2.372907470278235,0.7547169811320755,0.3264150943396227,adverse,relative_13w_10_40,50,trailing_1y
32,2026-01-02,2026-08-07,0.7138353976166056,0.39309582236945095,1.8140723105127923,-0.13042480224592057,0.3267486471832103,2.786743289509093,0.75,0.32500000000000007,adverse,relative_13w_10_40,50,ytd
188,2023-01-06,2026-08-07,0.3904806653394548,2.293035203631841,1.586164063996702,-0.17231055297107245,0.2241264121391835,1.2713286533832902,0.31382978723404253,0.1941489361702127,adverse,relative_26w_10_40,50,full_recent
157,2023-08-11,2026-08-07,0.41142746232857474,1.8304386060484066,1.5871283607253133,-0.17231055297107223,0.2350019045285775,1.4905134423228865,0.37579617834394907,0.21273885350318467,adverse,relative_26w_10_40,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5994038695346482,1.5813004479215254,1.956846075670477,-0.17231055297107223,0.25773066143015505,1.6038070167389988,0.5333333333333333,0.25999999999999995,adverse,relative_26w_10_40,50,trailing_2y
53,2025-08-08,2026-08-07,0.9256147568720343,0.9500326998170021,2.4350944444899207,-0.13493683197528306,0.28720161883833967,0.7482553682601446,0.9245283018867925,0.3773584905660376,adverse,relative_26w_10_40,50,trailing_1y
32,2026-01-02,2026-08-07,0.887175753399841,0.47819141521405717,2.1502943615835433,-0.13493683197528317,0.31990754058191795,0.5479474187329141,1.0,0.4,adverse,relative_26w_10_40,50,ytd
188,2023-01-06,2026-08-07,0.35842207221669353,2.0267162927262987,1.449124579264113,-0.19580189545466087,0.23008633725124764,1.1626209517463806,0.2393617021276596,0.24787234042553188,adverse,dual_13_26w_20_40,50,full_recent
157,2023-08-11,2026-08-07,0.40039520865877254,1.7641675256005267,1.5238412870398017,-0.19580189545466087,0.24045957491124637,1.3351638845259672,0.28662420382165604,0.25732484076433115,adverse,dual_13_26w_20_40,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5822932352896397,1.5258431865463442,1.860837498980729,-0.19580189545466065,0.2664578136643322,1.536705956737811,0.4,0.27999999999999997,adverse,dual_13_26w_20_40,50,trailing_2y
53,2025-08-08,2026-08-07,0.8797634608659382,0.9027179659365279,2.306323876328582,-0.1226975022836323,0.2934398663361185,1.7050464339257632,0.7169811320754716,0.3433962264150942,adverse,dual_13_26w_20_40,50,trailing_1y
32,2026-01-02,2026-08-07,0.7711648393556347,0.4215913041590067,1.9346512604977568,-0.12269750228363241,0.3229111889257128,1.9917491495362296,0.75,0.35,adverse,dual_13_26w_20_40,50,ytd
188,2023-01-06,2026-08-07,0.3502060480966045,1.9610540240639351,1.3848013512108208,-0.1977011329381516,0.23761371479174465,1.6352699891435272,0.2393617021276596,0.27180851063829786,adverse,dual_13_26w_20_50,50,full_recent
157,2023-08-11,2026-08-07,0.39025899010138243,1.7042010493470543,1.4499865664843792,-0.1977011329381516,0.24909348639115175,1.9011385280333786,0.28662420382165604,0.2859872611464968,adverse,dual_13_26w_20_50,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5852233294423068,1.5352967730522948,1.8099765850440543,-0.19770113293815184,0.2764185948653412,2.185473264387744,0.4,0.32,adverse,dual_13_26w_20_50,50,trailing_2y
53,2025-08-08,2026-08-07,0.9038568652484074,0.92757762732315,2.245523287836486,-0.134012033528207,0.3091350491301359,2.4024115549003673,0.7169811320754716,0.41509433962264153,adverse,dual_13_26w_20_50,50,trailing_1y
32,2026-01-02,2026-08-07,0.7994323323727772,0.4355108310583238,1.8972644904659424,-0.134012033528207,0.34059263905294634,2.816961923722368,0.75,0.425,adverse,dual_13_26w_20_50,50,ytd
188,2023-01-06,2026-08-07,0.3806328680499378,2.209494227540388,1.5943109018094073,-0.19649780601751665,0.21765493228758187,0.25191280681519107,0.30851063829787234,0.19999999999999998,base,fixed_20,100,full_recent
157,2023-08-11,2026-08-07,0.3937481179143878,1.7247436973209704,1.5768043286129634,-0.19649780601751665,0.22745617932704656,0.26557517930792396,0.36942675159235666,0.19999999999999996,base,fixed_20,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5469757088217408,1.4132977164932985,1.8679057455220966,-0.19649780601751676,0.25121898241618873,0.28189677979912775,0.5238095238095238,0.2,base,fixed_20,100,trailing_2y
53,2025-08-08,2026-08-07,0.7975674513427007,0.8179544098682003,2.326995908546624,-0.12225120160341785,0.26850880341908595,0.3319811980992803,0.9245283018867925,0.19999999999999993,base,fixed_20,100,trailing_1y
32,2026-01-02,2026-08-07,0.6843442313199759,0.37829462870017205,1.9173140015962622,-0.12225120160341785,0.2951574452886734,0.3667620716823242,1.0,0.2,base,fixed_20,100,ytd
188,2023-01-06,2026-08-07,0.3768442971571053,2.17776719949028,1.560737195860225,-0.19404355119841987,0.22100595590891442,1.1147969257927512,0.35638297872340424,0.17127659574468088,base,relative_13w_10_30,100,full_recent
157,2023-08-11,2026-08-07,0.38015134579244925,1.645276282388239,1.5100146456665948,-0.19404355119841998,0.2315711751868337,1.3146553208791254,0.4267515923566879,0.18535031847133762,base,relative_13w_10_30,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5189162872443387,1.3257268859750684,1.7641520781080844,-0.1940435511984202,0.2561900115366633,1.776059566618501,0.5333333333333333,0.20666666666666667,base,relative_13w_10_30,100,trailing_2y
53,2025-08-08,2026-08-07,0.790160823890576,0.810320033106299,2.190334791595524,-0.13774092710885277,0.28544034435647636,1.6505452909954303,0.7547169811320755,0.2509433962264151,base,relative_13w_10_30,100,trailing_1y
32,2026-01-02,2026-08-07,0.648104959623691,0.3599694371352493,1.7598081273710522,-0.13774092710885277,0.31185832247837275,1.9315212635856678,0.75,0.25,base,relative_13w_10_30,100,ytd
188,2023-01-06,2026-08-07,0.3707279685140754,2.1270262721509052,1.5003477900940125,-0.20419162089959897,0.22793568274322154,1.600871269233266,0.35638297872340424,0.20691489361702123,base,relative_13w_10_40,100,full_recent
157,2023-08-11,2026-08-07,0.3728129664814286,1.6030378919678405,1.4453431177340619,-0.20419162089959875,0.2394892082249658,1.8967061270371943,0.4267515923566879,0.22802547770700635,base,relative_13w_10_40,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5147912478943797,1.3129907567988175,1.6996287503067011,-0.20419162089959875,0.26572466058488126,2.5886643233995192,0.5333333333333333,0.25999999999999995,base,relative_13w_10_40,100,trailing_2y
53,2025-08-08,2026-08-07,0.8204047710064046,0.8414977610112326,2.159364505930525,-0.13603557408325917,0.29916109002581326,2.3722654952793665,0.7547169811320755,0.3264150943396227,base,relative_13w_10_40,100,trailing_1y
32,2026-01-02,2026-08-07,0.6699683868307298,0.3710434890335008,1.7328189045535694,-0.13603557408325917,0.32700261330598307,2.7836315413999007,0.75,0.32500000000000007,base,relative_13w_10_40,100,ytd
188,2023-01-06,2026-08-07,0.37169715588272734,2.1350272677259636,1.5225421567565365,-0.2015469440810307,0.22457916531981062,1.260285852964462,0.30851063829787234,0.19255319148936165,base,relative_26w_10_40,100,full_recent
157,2023-08-11,2026-08-07,0.3739753684847127,1.609698179679782,1.468582840549079,-0.2015469440810309,0.23565735569957033,1.488871361059263,0.36942675159235666,0.21082802547770696,base,relative_26w_10_40,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5541817861073117,1.4360508936740848,1.8410514135421463,-0.18975486487203408,0.2583127245790072,1.6013634391861897,0.5238095238095238,0.25714285714285706,base,relative_26w_10_40,100,trailing_2y
53,2025-08-08,2026-08-07,0.8915465430838618,0.914875031850654,2.370878116668066,-0.13557358823672505,0.2873828144568228,0.748135466123151,0.9245283018867925,0.3773584905660376,base,relative_26w_10_40,100,trailing_1y
32,2026-01-02,2026-08-07,0.8585563647377246,0.46435578452610526,2.1015039070235306,-0.13557358823672516,0.31999217689911613,0.5467868919537304,1.0,0.4,base,relative_26w_10_40,100,ytd
188,2023-01-06,2026-08-07,0.3577586094304199,2.0213751932649537,1.450137886362361,-0.2084530839129597,0.22950513850677437,1.1438503929790005,0.23404255319148937,0.24680851063829784,base,dual_13_26w_20_40,100,full_recent
157,2023-08-11,2026-08-07,0.3661425186291998,1.5650374892244634,1.417486655059195,-0.20845308391295958,0.24102901567572366,1.3336278302556703,0.2802547770700637,0.2560509554140127,base,dual_13_26w_20_40,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5412841907345152,1.3954029324064332,1.7582709392022238,-0.2084530839129598,0.26703217134437335,1.5344381291176776,0.3904761904761905,0.27809523809523806,base,dual_13_26w_20_40,100,trailing_2y
53,2025-08-08,2026-08-07,0.8382581389417192,0.859907038051539,2.227429176336806,-0.12415527544076144,0.29372996402731,1.7037341002884698,0.7169811320754716,0.3433962264150942,base,dual_13_26w_20_40,100,trailing_1y
32,2026-01-02,2026-08-07,0.7324191860181819,0.4023724626158709,1.8644306590945354,-0.12415527544076155,0.3231193353224565,1.9888438526050145,0.75,0.35,base,dual_13_26w_20_40,100,ytd
188,2023-01-06,2026-08-07,0.3455557494641919,1.9243490563300716,1.3730416384485404,-0.21449537977426625,0.23703656420337785,1.6163961170475347,0.23404255319148937,0.2702127659574468,base,dual_13_26w_20_50,100,full_recent
157,2023-08-11,2026-08-07,0.3514530253433623,1.4826658330238827,1.3334334632697018,-0.21449537977426614,0.24961914292466247,1.8994787609874186,0.2802547770700637,0.28407643312101905,base,dual_13_26w_20_50,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5371902057400002,1.382572544565539,1.6954542543620508,-0.21449537977426614,0.27686855792266163,2.18301823429899,0.3904761904761905,0.3171428571428571,base,dual_13_26w_20_50,100,trailing_2y
53,2025-08-08,2026-08-07,0.8566975794345439,0.8789242459814186,2.162609347793883,-0.13583416086039002,0.3092704636867614,2.4010297700276753,0.7169811320754716,0.41509433962264153,base,dual_13_26w_20_50,100,trailing_1y
32,2026-01-02,2026-08-07,0.754242747651166,0.41321760785582606,1.821104450674422,-0.13583416086039002,0.34074614983712076,2.8138965754063876,0.75,0.425,base,dual_13_26w_20_50,100,ytd
188,2023-01-06,2026-08-07,0.34948120659109105,1.9553110224306742,1.4822362108669869,-0.19649780601751632,0.21878895493634845,0.2697747635825157,0.30851063829787234,0.19999999999999998,adverse,fixed_20,100,full_recent
157,2023-08-11,2026-08-07,0.39374811791438846,1.724743697320974,1.5768043286129645,-0.19649780601751643,0.22745617932704673,0.2655751793079239,0.36942675159235666,0.19999999999999996,adverse,fixed_20,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5469757088217406,1.413297716493298,1.8679057455220975,-0.19649780601751676,0.2512189824161888,0.28189677979912775,0.5238095238095238,0.2,adverse,fixed_20,100,trailing_2y
53,2025-08-08,2026-08-07,0.7975674513427007,0.8179544098682003,2.3269959085466247,-0.12225120160341785,0.2685088034190861,0.3319811980992804,0.9245283018867925,0.19999999999999993,adverse,fixed_20,100,trailing_1y
32,2026-01-02,2026-08-07,0.6843442313199777,0.37829462870017294,1.9173140015962646,-0.12225120160341763,0.2951574452886736,0.36676207168232394,1.0,0.2,adverse,fixed_20,100,ytd
188,2023-01-06,2026-08-07,0.3596522258991097,2.03663751330666,1.501873839935725,-0.19404355119842076,0.2212929065272815,1.2345485267736602,0.3617021276595745,0.17234042553191492,adverse,relative_13w_10_30,100,full_recent
157,2023-08-11,2026-08-07,0.3792399422958095,1.6400056619472503,1.506702068038671,-0.19404355119842065,0.23165146084253874,1.380647643417494,0.4267515923566879,0.18535031847133762,adverse,relative_13w_10_30,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.518916287244338,1.3257268859750657,1.7641520781080815,-0.19404355119842076,0.2561900115366634,1.7760595666185013,0.5333333333333333,0.20666666666666667,adverse,relative_13w_10_30,100,trailing_2y
53,2025-08-08,2026-08-07,0.7901608238905735,0.8103200331062965,2.190334791595519,-0.13774092710885277,0.2854403443564765,1.6505452909954312,0.7547169811320755,0.2509433962264151,adverse,relative_13w_10_30,100,trailing_1y
32,2026-01-02,2026-08-07,0.6481049596236896,0.35996943713524865,1.7598081273710489,-0.13774092710885288,0.3118583224783728,1.931521263585669,0.75,0.25,adverse,relative_13w_10_30,100,ytd
188,2023-01-06,2026-08-07,0.3527680188675568,1.9814175199946842,1.4402521876720886,-0.20419162089959897,0.2282900048567299,1.775921120140101,0.3617021276595745,0.2085106382978723,adverse,relative_13w_10_40,100,full_recent
157,2023-08-11,2026-08-07,0.37145130302272267,1.5952503530711404,1.4405807443108576,-0.2041916208995992,0.23960746829963814,1.9957944431174357,0.4267515923566879,0.22802547770700635,adverse,relative_13w_10_40,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5147912478943795,1.3129907567988166,1.699628750306698,-0.20419162089959908,0.2657246605848813,2.5886643233995192,0.5333333333333333,0.25999999999999995,adverse,relative_13w_10_40,100,trailing_2y
53,2025-08-08,2026-08-07,0.8204047710064046,0.8414977610112326,2.1593645059305246,-0.1360355740832595,0.2991610900258131,2.3722654952793665,0.7547169811320755,0.3264150943396227,adverse,relative_13w_10_40,100,trailing_1y
32,2026-01-02,2026-08-07,0.6699683868307293,0.3710434890335006,1.7328189045535694,-0.1360355740832596,0.32700261330598307,2.7836315413999007,0.75,0.32500000000000007,adverse,relative_13w_10_40,100,ytd
188,2023-01-06,2026-08-07,0.3562484963357,2.0092436977625177,1.4710930019787716,-0.20154694408103002,0.22470723589959782,1.2701640892398784,0.30851063829787234,0.19255319148936165,adverse,relative_26w_10_40,100,full_recent
157,2023-08-11,2026-08-07,0.37397536848471313,1.6096981796797838,1.4685828405490806,-0.2015469440810307,0.23565735569957028,1.488871361059263,0.36942675159235666,0.21082802547770696,adverse,relative_26w_10_40,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5541817861073128,1.4360508936740883,1.8410514135421485,-0.1897548648720343,0.25831272457900717,1.6013634391861897,0.5238095238095238,0.25714285714285706,adverse,relative_26w_10_40,100,trailing_2y
53,2025-08-08,2026-08-07,0.8915465430838629,0.9148750318506551,2.370878116668069,-0.13557358823672494,0.2873828144568227,0.7481354661231514,0.9245283018867925,0.3773584905660376,adverse,relative_26w_10_40,100,trailing_1y
32,2026-01-02,2026-08-07,0.8585563647377297,0.4643557845261077,2.101503907023538,-0.13557358823672472,0.31999217689911597,0.5467868919537308,1.0,0.4,adverse,relative_26w_10_40,100,ytd
188,2023-01-06,2026-08-07,0.32712306719278295,1.782090503523773,1.3450279557789577,-0.20845308391296002,0.23055385228007624,1.161712349746325,0.23404255319148937,0.24680851063829784,adverse,dual_13_26w_20_40,100,full_recent
157,2023-08-11,2026-08-07,0.3661425186291989,1.565037489224458,1.4174866550591916,-0.20845308391296002,0.2410290156757237,1.3336278302556706,0.2802547770700637,0.2560509554140127,adverse,dual_13_26w_20_40,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5412841907345138,1.3954029324064292,1.7582709392022193,-0.2084530839129599,0.26703217134437335,1.5344381291176776,0.3904761904761905,0.27809523809523806,adverse,dual_13_26w_20_40,100,trailing_2y
53,2025-08-08,2026-08-07,0.838258138941719,0.8599070380515388,2.2274291763368037,-0.12415527544076155,0.29372996402731,1.7037341002884696,0.7169811320754716,0.3433962264150942,adverse,dual_13_26w_20_40,100,trailing_1y
32,2026-01-02,2026-08-07,0.7324191860181846,0.40237246261587223,1.8644306590945374,-0.12415527544076166,0.32311933532245646,1.988843852605015,0.75,0.35,adverse,dual_13_26w_20_40,100,ytd
188,2023-01-06,2026-08-07,0.31519554426313934,1.6927485724846156,1.2718459624766894,-0.21449537977426636,0.23803853735730046,1.6342580738148595,0.23404255319148937,0.2702127659574468,adverse,dual_13_26w_20_50,100,full_recent
157,2023-08-11,2026-08-07,0.3514530253433623,1.4826658330238818,1.3334334632697016,-0.2144953797742668,0.24961914292466253,1.8994787609874186,0.2802547770700637,0.28407643312101905,adverse,dual_13_26w_20_50,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5371902057400002,1.382572544565539,1.6954542543620512,-0.21449537977426647,0.27686855792266163,2.18301823429899,0.3904761904761905,0.3171428571428571,adverse,dual_13_26w_20_50,100,trailing_2y
53,2025-08-08,2026-08-07,0.8566975794345442,0.8789242459814188,2.1626093477938846,-0.13583416086038969,0.30927046368676125,2.4010297700276753,0.7169811320754716,0.41509433962264153,adverse,dual_13_26w_20_50,100,trailing_1y
32,2026-01-02,2026-08-07,0.7542427476511651,0.4132176078558256,1.8211044506744236,-0.1358341608603899,0.34074614983712054,2.8138965754063876,0.75,0.425,adverse,dual_13_26w_20_50,100,ytd
188,2023-01-06,2026-08-07,0.33300080403639676,1.826896764705646,1.424658366571246,-0.2051567858240111,0.21900209560963924,0.25250246812751936,0.324468085106383,0.19999999999999998,base,fixed_20,200,full_recent
157,2023-08-11,2026-08-07,0.3443796804078867,1.4436409532282712,1.4091638323799078,-0.20515678582401098,0.22903568328566198,0.2659896509385565,0.3885350318471338,0.19999999999999996,base,fixed_20,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.49371121231829007,1.248456881267951,1.716658239434696,-0.20515678582401076,0.253055508990312,0.28321559687106695,0.5428571428571428,0.2,base,fixed_20,200,trailing_2y
53,2025-08-08,2026-08-07,0.7375142080051023,0.756072215655416,2.1898790871871343,-0.12687721094213422,0.2697927135721638,0.33277445056968885,0.9245283018867925,0.19999999999999993,base,fixed_20,200,trailing_1y
32,2026-01-02,2026-08-07,0.6324237608330281,0.3519919226155255,1.806502033497413,-0.12687721094213422,0.2958821878469177,0.3652931536576894,1.0,0.2,base,fixed_20,200,ytd
188,2023-01-06,2026-08-07,0.31538525839561027,1.6941531366552605,1.3428515775231795,-0.2079137452227625,0.2230083372448839,1.114249993227787,0.35638297872340424,0.17127659574468088,base,relative_13w_10_30,200,full_recent
157,2023-08-11,2026-08-07,0.31424823441575356,1.2819938228684857,1.2875747002792675,-0.2079137452227624,0.2337697170794981,1.3138351663378895,0.4267515923566879,0.18535031847133762,base,relative_13w_10_30,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.45498699689678324,1.132308951856798,1.5851040341368123,-0.2079137452227624,0.2581153400852857,1.588499536805832,0.5238095238095238,0.20476190476190473,base,relative_13w_10_30,200,trailing_2y
