kind,cik10,path,sha256,source,observations,first_week,last_week
,0001098972,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AGEN.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001439222,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AGIO.csv.gz,,yahoo_full_history,3300,2013-07-24,2026-09-04
,0001831097,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AGL.csv.gz,,yahoo_full_history,1355,2021-04-15,2026-09-04
,0000845877,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AGM-A.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001423689,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AGNC.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001495932,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AGNT.csv.gz,,yahoo_full_history,2156,2018-02-07,2026-09-04
,0001273813,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AGO.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000100591,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AGX.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000078749,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AGYS.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001725255,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AHCO.csv.gz,,yahoo_full_history,2078,2018-05-31,2026-09-04
,0001632970,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AHR.csv.gz,,yahoo_full_history,647,2024-02-07,2026-09-04
,0001232582,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AHT.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001577526,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AI.csv.gz,,yahoo_full_history,1441,2020-12-09,2026-09-04
,0000005272,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AIG.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000819793,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AIN.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001774170,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AIOT.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000001750,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AIR.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001870940,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AIRS.csv.gz,,yahoo_full_history,1217,2021-10-29,2026-09-04
,0000109563,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AIT.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000922864,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AIV.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001267238,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AIZ.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000354190,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AJG.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001086222,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AKAM.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001517022,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AKBA.csv.gz,,yahoo_full_history,3135,2014-03-20,2026-09-04
,0000899629,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AKR.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001736297,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALAB.csv.gz,,yahoo_full_history,618,2024-03-20,2026-09-04
,0000915913,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALB.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000003545,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALCO.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001653087,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALEC.csv.gz,,yahoo_full_history,1905,2019-02-07,2026-09-04
,0000897077,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALG.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000866291,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALGM.csv.gz,,yahoo_full_history,1469,2020-10-29,2026-09-04
,0001097149,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALGN.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001362468,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALGT.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001832466,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALHC.csv.gz,,yahoo_full_history,1368,2021-03-26,2026-09-04
,0001809104,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALIT.csv.gz,,yahoo_full_history,1542,2020-07-17,2026-09-04
,0000766421,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALK.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001520262,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALKS.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001529274,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALKT.csv.gz,,yahoo_full_history,1356,2021-04-14,2026-09-04
,0000899051,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALL.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001579241,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALLE.csv.gz,,yahoo_full_history,3218,2013-11-18,2026-09-04
,0001737287,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALLO.csv.gz,,yahoo_full_history,1985,2018-10-11,2026-09-04
,0000040729,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALLY.csv.gz,,yahoo_full_history,3171,2014-01-28,2026-09-04
,0000046129,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALNT.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001178670,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALNY.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000008146,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALOT.csv.gz,,yahoo_full_history,3911,2011-01-03,2026-08-28
,0001459200,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALRM.csv.gz,,yahoo_full_history,2815,2015-06-26,2026-09-04
,0000903419,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALRS.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001411207,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALSN.csv.gz,,yahoo_full_history,3640,2012-03-15,2026-09-04
,0001759824,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALTG.csv.gz,,yahoo_full_history,1852,2019-04-25,2026-09-04
,0001838615,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALTI.csv.gz,,yahoo_full_history,1347,2021-04-27,2026-09-04
,0000778164,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALTO.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001034670,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALV.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000003499,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALX.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001810182,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ALXO.csv.gz,,yahoo_full_history,1542,2020-07-17,2026-09-04
,0001623925,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AM.csv.gz,,yahoo_full_history,2348,2017-05-04,2026-09-04
,0001823608,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMAL.csv.gz,,yahoo_full_history,2029,2018-08-09,2026-09-04
,0000006951,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMAT.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001280263,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMBA.csv.gz,,yahoo_full_history,3495,2012-10-10,2026-09-04
,0001411579,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMC.csv.gz,,yahoo_full_history,3197,2013-12-18,2026-09-04
,0001748790,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMCR.csv.gz,,yahoo_full_history,3598,2012-05-15,2026-09-04
,0001514991,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMCX.csv.gz,,yahoo_full_history,3828,2011-06-16,2026-09-04
,0000002488,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMD.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001037868,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AME.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001004434,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMG.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000318154,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMGN.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001562401,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMH.csv.gz,,yahoo_full_history,3294,2013-08-01,2026-09-04
,0001047127,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMKR.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001658551,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMLX.csv.gz,,yahoo_full_history,1169,2022-01-07,2026-09-04
,0001142750,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMN.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000820027,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMP.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001297184,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMPH.csv.gz,,yahoo_full_history,3068,2014-06-25,2026-09-04
,0001866692,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMPL.csv.gz,,yahoo_full_history,1240,2021-09-28,2026-09-04
,0001533924,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMPY.csv.gz,,yahoo_full_history,3615,2012-04-20,2026-09-04
,0001704715,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMR.csv.gz,,yahoo_full_history,1401,2021-02-08,2026-09-04
,0001488139,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMRC.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000897448,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMRN.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001723128,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMRX.csv.gz,,yahoo_full_history,2095,2018-05-07,2026-09-04
,0000880807,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMSC.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001018979,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMSF.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001053507,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMT.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001734342,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMTB.csv.gz,,yahoo_full_history,1980,2018-10-18,2026-09-04
,0002011286,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMTM.csv.gz,,yahoo_full_history,489,2024-09-24,2026-09-04
,0000738214,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMTX.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001393584,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMWL.csv.gz,,yahoo_full_history,1499,2020-09-17,2026-09-04
,0001018724,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AMZN.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000350698,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AN.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000821026,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ANDE.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001596532,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ANET.csv.gz,,yahoo_full_history,3081,2014-06-06,2026-09-04
,0001018840,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ANF.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001705110,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ANGI.csv.gz,,yahoo_full_history,3720,2011-11-17,2026-09-04
,0001275187,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ANGO.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000898437,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ANIK.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001023024,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ANIP.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0001528115,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/ANNX.csv.gz,,yahoo_full_history,1537,2020-07-24,2026-09-04
,0001766478,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AOMR.csv.gz,,yahoo_full_history,1311,2021-06-17,2026-09-04
,0000315293,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AON.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000784199,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AORT.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
,0000091142,data/broad_full_history_price_vintages/20260905T100403Z-broad-full-history-v1/histories/AOS.csv.gz,,yahoo_full_history,3942,2011-01-03,2026-09-04
