name,state,n_weeks,target_vol_active_share,panic_guardrail_active_share,avg_target_vol_required_cash,avg_target_vol_justified_extra_cash,avg_panic_guardrail_cash,avg_panic_justified_extra_cash,target_vol_shortfall_avg
improved_phasett_recovery_two_stage_bucket,neutral_mixed,200,0.0,0.0,9.344495329990876e-05,9.344495329990876e-05,0.0,0.0,0.0
improved_phasett_recovery_two_stage_bucket,recovery_confirmed,44,0.0,0.0,0.003060038117816736,0.0,0.0,0.0,0.0
improved_phasett_recovery_two_stage_bucket,recovery_fragile,49,0.02040816326530612,0.0,0.0016965590486827833,0.0,0.0,0.0,1.699320956058913e-18
improved_phasett_recovery_two_stage_bucket,stressed_panic,229,0.0,1.0,0.0003403937870604185,0.0003403937870604185,0.5098276684082245,0.5007536501670156,0.0
improved_phaseuu_tt1_budget_aware_lighter_both,calm_trend,295,0.003389830508474576,0.0,0.00013110925022105372,0.00013110925022105356,0.0,0.0,1.6465171975373085e-19
improved_phaseuu_tt1_budget_aware_lighter_both,neutral_healthy_proxy,293,0.0034129692832764505,0.0,2.8401728534019087e-05,2.8401728534018775e-05,0.0,0.0,3.13789570739832e-19
improved_phaseuu_tt1_budget_aware_lighter_both,neutral_mixed,200,0.0,0.0,9.344495329990876e-05,9.344495329990876e-05,0.0,0.0,0.0
improved_phaseuu_tt1_budget_aware_lighter_both,recovery_confirmed,44,0.0,0.0,0.003060038117816736,6.400355567664782e-05,0.0,0.0,0.0
improved_phaseuu_tt1_budget_aware_lighter_both,recovery_fragile,49,0.02040816326530612,0.0,0.0016965590486827833,0.0,0.0,0.0,1.699320956058913e-18
improved_phaseuu_tt1_budget_aware_lighter_both,stressed_panic,229,0.0,1.0,0.0003403937870604185,0.0003403937870604185,0.5098115958361112,0.5007375775949024,0.0
improved_phasevv_recovery_neutral_budget_aware_overlay,calm_trend,295,0.003389830508474576,0.0,0.00013110925022105372,0.00013110925022105356,0.0,0.0,1.6465171975373085e-19
improved_phasevv_recovery_neutral_budget_aware_overlay,neutral_healthy_proxy,293,0.0034129692832764505,0.0,2.8401728534019087e-05,0.0,0.0,0.0,3.13789570739832e-19
improved_phasevv_recovery_neutral_budget_aware_overlay,neutral_mixed,200,0.0,0.0,9.344649945997597e-05,9.344649945997597e-05,0.0,0.0,0.0
improved_phasevv_recovery_neutral_budget_aware_overlay,recovery_confirmed,44,0.0,0.0,0.003060038117816736,0.0,0.0,0.0,0.0
improved_phasevv_recovery_neutral_budget_aware_overlay,recovery_fragile,49,0.02040816326530612,0.0,0.0016965696767658705,0.0,0.0,0.0,1.1328806373726086e-18
improved_phasevv_recovery_neutral_budget_aware_overlay,stressed_panic,229,0.0,1.0,0.0003403937870604185,0.0003403937870604185,0.5095036153843427,0.500429597143134,0.0
improved_phaseww_confirmed_only_lighter_both,calm_trend,295,0.003389830508474576,0.0,0.00013110925022105372,0.00013110925022105356,0.0,0.0,1.6465171975373085e-19
improved_phaseww_confirmed_only_lighter_both,neutral_healthy_proxy,293,0.0034129692832764505,0.0,2.8401728534019087e-05,2.8401728534018775e-05,0.0,0.0,3.13789570739832e-19
improved_phaseww_confirmed_only_lighter_both,neutral_mixed,200,0.0,0.0,9.344495329990876e-05,9.344495329990876e-05,0.0,0.0,0.0
improved_phaseww_confirmed_only_lighter_both,recovery_confirmed,44,0.0,0.0,0.003060038117816736,0.0003622252487588342,0.0,0.0,0.0
improved_phaseww_confirmed_only_lighter_both,recovery_fragile,49,0.02040816326530612,0.0,0.0016965590486827833,0.0016965590486827818,0.0,0.0,1.699320956058913e-18
improved_phaseww_confirmed_only_lighter_both,stressed_panic,229,0.0,1.0,0.0003403937870604185,0.0003403937870604185,0.5098059765821671,0.5007319583409583,0.0
improved_phaseww_fragile_defense_lighter_both,calm_trend,295,0.003389830508474576,0.0,0.00013110925022105372,0.00013110925022105356,0.0,0.0,1.6465171975373085e-19
improved_phaseww_fragile_defense_lighter_both,neutral_healthy_proxy,293,0.0034129692832764505,0.0,2.8401728534019087e-05,2.8401728534018775e-05,0.0,0.0,3.13789570739832e-19
improved_phaseww_fragile_defense_lighter_both,neutral_mixed,200,0.0,0.0,9.344495329990876e-05,9.344495329990876e-05,0.0,0.0,0.0
improved_phaseww_fragile_defense_lighter_both,recovery_confirmed,44,0.0,0.0,0.003060038117816736,0.000134952521486108,0.0,0.0,0.0
improved_phaseww_fragile_defense_lighter_both,recovery_fragile,49,0.02040816326530612,0.0,0.0016965590486827833,0.0,0.0,0.0,0.0
improved_phaseww_fragile_defense_lighter_both,stressed_panic,229,0.0,1.0,0.0003403937870604185,0.0003403937870604185,0.511020722055425,0.5019467038142161,0.0
improved_phaseww_recovery_budget_native_lighter_both,calm_trend,295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_recovery_budget_native_lighter_both,neutral_healthy_proxy,293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_recovery_budget_native_lighter_both,neutral_mixed,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_recovery_budget_native_lighter_both,recovery_confirmed,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_recovery_budget_native_lighter_both,recovery_fragile,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_recovery_budget_native_lighter_both,stressed_panic,229,0.0,1.0,0.0,0.0,0.5108242155052067,0.5020905910510582,0.0
improved_phaseww_split_recovery_lighter_both,calm_trend,295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_split_recovery_lighter_both,neutral_healthy_proxy,293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_split_recovery_lighter_both,neutral_mixed,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_split_recovery_lighter_both,recovery_confirmed,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_split_recovery_lighter_both,recovery_fragile,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_split_recovery_lighter_both,stressed_panic,229,0.0,1.0,0.0,0.0,0.5109552198720189,0.5022215954178704,0.0
improved_phaseww_vv_direct_lighter_both_rewrite,calm_trend,295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_vv_direct_lighter_both_rewrite,neutral_healthy_proxy,293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_vv_direct_lighter_both_rewrite,neutral_mixed,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_vv_direct_lighter_both_rewrite,recovery_confirmed,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_vv_direct_lighter_both_rewrite,recovery_fragile,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
improved_phaseww_vv_direct_lighter_both_rewrite,stressed_panic,229,0.0,1.0,0.0,0.0,0.5132031869514235,0.504469562497275,0.0
improved_phaseww_vv_shadow_polish,calm_trend,295,0.003389830508474576,0.0,0.00013110925022105372,0.00013110925022105356,0.0,0.0,1.6465171975373085e-19
improved_phaseww_vv_shadow_polish,neutral_healthy_proxy,293,0.0034129692832764505,0.0,2.8401728534019087e-05,0.0,0.0,0.0,0.0
improved_phaseww_vv_shadow_polish,neutral_mixed,200,0.0,0.0,9.344659575476976e-05,9.344659575476976e-05,0.0,0.0,0.0
improved_phaseww_vv_shadow_polish,recovery_confirmed,44,0.0,0.0,0.003060038117816736,6.400355567664908e-05,0.0,0.0,0.0
improved_phaseww_vv_shadow_polish,recovery_fragile,49,0.02040816326530612,0.0,0.0016965703386823763,0.0,0.0,0.0,0.0
improved_phaseww_vv_shadow_polish,stressed_panic,229,0.0,1.0,0.0003403937870604185,0.0003403937870604185,0.5133734926282794,0.5042994743870705,0.0
