target,model,feature_family,mean_abs_importance,n_refits,feature_count
target_etf_forward_top_quantile_4w,logistic_l2_interactions,trend_breadth,0.018869665060298284,33,22
target_etf_forward_top_quantile_4w,logistic_l2_base,relative_strength_leadlag,0.015339062714193058,33,25
target_etf_forward_top_quantile_4w,random_forest_depth4,style_layer1,0.014612725948659856,33,8
target_etf_forward_top_quantile_4w,random_forest_depth4,momentum,0.012189136123637546,33,11
target_etf_forward_top_quantile_4w,logistic_l2_base,trend_breadth,0.01051581067138237,33,33
target_etf_forward_top_quantile_4w,random_forest_depth4,explicit_interaction,0.010184781549208327,33,20
target_etf_forward_top_quantile_4w,logistic_l2_interactions,regime_state_context,0.007871171703568249,2,1
target_etf_forward_top_quantile_4w,random_forest_depth4,trend_breadth,0.007140504364268542,33,21
target_etf_forward_top_quantile_4w,random_forest_depth4,relative_strength_leadlag,0.006772559738284549,33,27
target_etf_forward_top_quantile_4w,logistic_l2_base,regime_state_context,0.003974452580427537,1,1
target_etf_forward_top_quantile_8w,decision_tree_depth3,volatility_quality,0.3066289604731748,33,8
target_etf_forward_top_quantile_8w,logistic_l2_interactions,volatility_quality,0.11808000206906304,33,11
target_etf_forward_top_quantile_8w,logistic_l2_base,volatility_quality,0.11090765784657737,33,11
target_etf_forward_top_quantile_8w,decision_tree_depth3,explicit_interaction,0.09878859185124317,17,6
target_etf_forward_top_quantile_8w,logistic_l2_base,style_layer1,0.09791231829707175,33,9
target_etf_forward_top_quantile_8w,logistic_l2_interactions,style_layer1,0.09767656017806199,33,9
target_etf_forward_top_quantile_8w,decision_tree_depth3,drawdown_stress,0.09125220360970888,7,2
target_etf_forward_top_quantile_8w,decision_tree_depth3,style_layer1,0.0907916494690564,27,6
target_etf_forward_top_quantile_8w,logistic_l2_interactions,drawdown_stress,0.08978525377767882,33,3
target_etf_forward_top_quantile_8w,decision_tree_depth3,momentum,0.0837205364549545,15,5
target_etf_forward_top_quantile_8w,decision_tree_depth3,relative_strength_leadlag,0.07886147260046068,20,7
target_etf_forward_top_quantile_8w,decision_tree_depth3,trend_breadth,0.07663950970084793,26,10
target_etf_forward_top_quantile_8w,logistic_l2_interactions,explicit_interaction,0.07109781808330716,33,22
target_etf_forward_top_quantile_8w,logistic_l2_base,drawdown_stress,0.05858923643199023,33,3
target_etf_forward_top_quantile_8w,logistic_l2_interactions,momentum,0.05265776460514146,33,11
target_etf_forward_top_quantile_8w,logistic_l2_base,momentum,0.050090625815256716,33,11
target_etf_forward_top_quantile_8w,random_forest_depth4,volatility_quality,0.04917922437412795,33,10
target_etf_forward_top_quantile_8w,random_forest_depth4,drawdown_stress,0.03199035273758253,33,2
target_etf_forward_top_quantile_8w,random_forest_depth4,style_layer1,0.020876379446621175,33,9
target_etf_forward_top_quantile_8w,logistic_l2_interactions,trend_breadth,0.01847763772657526,33,24
target_etf_forward_top_quantile_8w,logistic_l2_interactions,relative_strength_leadlag,0.017826816985466263,33,25
target_etf_forward_top_quantile_8w,logistic_l2_base,trend_breadth,0.0104206748890655,33,33
target_etf_forward_top_quantile_8w,logistic_l2_interactions,regime_state_context,0.010103365484922652,5,1
target_etf_forward_top_quantile_8w,random_forest_depth4,explicit_interaction,0.009892022490640848,33,18
target_etf_forward_top_quantile_8w,logistic_l2_base,relative_strength_leadlag,0.009077946028002125,33,26
target_etf_forward_top_quantile_8w,random_forest_depth4,momentum,0.008272033919985324,33,11
target_etf_forward_top_quantile_8w,random_forest_depth4,trend_breadth,0.007328363895496825,33,21
target_etf_forward_top_quantile_8w,random_forest_depth4,relative_strength_leadlag,0.005503879982638035,33,27
