target,feature,mean_importance,mean_abs_importance,sign_stability,n_models,n_refits,interaction_source
target_etf_forward_top_quantile_8w,z_l1_multi_horizon_mom_multi_mom_invvol_score_tradable__PAIR__z_l1_quality_quality_score_asset_class_neutral_tradable,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_quality_quality_score_asset_class_neutral_tradable__PAIR__int_real_asset_strength_x_stress,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_quality_quality_score_asset_class_neutral_tradable__PAIR__regime_breadth_26w_mom,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_quality_quality_score_tradable__PAIR__int_market_trend_x_mom13,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_quality_quality_score_tradable__PAIR__ooo2_breadth_ret13_positive_x_stressed_panic_signal,10.0,10.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_xsmom_xsmom_asset_class_neutral_tradable__PAIR__ooo3_market_trend_positive_signal__percentile,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_xsmom_xsmom_score_tradable__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_xsmom_xsmom_score_tradable__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__strength_scaled_score,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_xsmom_xsmom_score_tradable__PAIR__ooo3_market_trend_positive_signal__zscore,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_xsmom_xsmom_score_tradable__PAIR__regime_canary_breadth_pair,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_xsmom_xsmom_score_tradable__PAIR__z_drawdown_26w,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_ma_distance_26w__PAIR__ooo2_breadth_ret26_positive_signal,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_ma_distance_26w__PAIR__ooo3_market_trend_positive_signal__zscore,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_13w__PAIR__int_reversal_x_drawdown,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_13w__PAIR__ooo3_ggg1_trailing_vol_13w,10.0,10.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_13w__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__zscore,10.0,10.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_13w__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__raw,10.0,10.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_13w__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__raw,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_13w__PAIR__z_downside_vol_13w,10.0,10.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_13w__PAIR__z_l1_reversal_reversal_4w_score_tradable,10.0,10.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_26w__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__strength_scaled_score,10.0,10.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_26w__PAIR__z_l1_reversal_reversal_4w_asset_class_neutral_tradable,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_26w__PAIR__z_rel_strength_TLT_13w,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_26w__PAIR__z_vol_13w,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_52w__PAIR__ooo3_market_trend_positive_signal__percentile,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_52w__PAIR__z_downside_vol_13w,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_52w__PAIR__z_l1_carry_carry_score_asset_class_neutral_tradable,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_52w__PAIR__z_rel_strength_TLT_13w,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_GLD_13w__PAIR__ooo3_ggg1_trailing_vol_13w,10.0,10.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_GLD_13w__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__zscore,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_GLD_13w__PAIR__ooo3_market_trend_positive_signal__percentile,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_GLD_13w__PAIR__ooo3_market_trend_positive_signal__strength_scaled_score,10.0,10.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_GLD_13w__PAIR__z_vol_13w,10.0,10.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_HYG_13w__PAIR__int_credit_strength_x_trend,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_HYG_13w__PAIR__ooo3_ggg1_trailing_vol_13w,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_HYG_13w__PAIR__z_l1_bab_bab_score_asset_class_neutral_tradable,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_LQD_13w__PAIR__int_carry_x_lowvol,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_LQD_13w__PAIR__int_real_asset_strength_x_stress,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_LQD_13w__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_LQD_13w__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__percentile,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_LQD_13w__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__zscore,10.0,10.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_LQD_13w__PAIR__z_l1_bab_bab_score_tradable,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_LQD_13w__PAIR__z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_LQD_13w__PAIR__z_l1_reversal_reversal_4w_score_tradable,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_SPY_13w__PAIR__int_reversal_x_drawdown,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_SPY_13w__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__zscore,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_SPY_13w__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__zscore,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_SPY_13w__PAIR__z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,10.0,10.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_SPY_13w__PAIR__z_mom_26w,10.0,10.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_trend_consistency_13w__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__percentile,10.0,10.0,,,5,tree_path_pair
target_etf_forward_top_quantile_8w,z_trend_consistency_13w__PAIR__z_l1_xsmom_xsmom_score_tradable,10.0,10.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_vol_13w__PAIR__int_ppp_equity_factor_x_lowvol_mom,10.0,10.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_efa_spy_strength_x_market_trend__PAIR__ooo3_market_trend_positive_signal__percentile,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,int_mom13_x_lowvol13__PAIR__int_mom26_x_lowvol26,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_quality_x_highvol__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__zscore,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,int_real_asset_strength_x_stress__PAIR__int_breadth_x_mom13,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,int_reversal_x_drawdown__PAIR__z_trend_consistency_13w,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_trend_consistency_x_lowdownsidevol__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__zscore,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_breadth_ret13_positive_signal__PAIR__z_l1_bab_bab_score_asset_class_neutral_tradable,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_breadth_ret13_positive_x_stressed_panic_signal__PAIR__z_ma_distance_26w,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_breadth_ret26_positive_signal__PAIR__int_breadth_x_mom13,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_breadth_ret26_positive_signal__PAIR__z_vol_26w,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_canary_breadth_pair_signal__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__direction_strength,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_leadlag_EFA_minus_SPY_13w_signal__PAIR__ooo3_market_trend_positive_signal__zscore,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__percentile__PAIR__int_quality_x_highvol,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__percentile__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,ooo3_ggg1_trailing_vol_26w__PAIR__z_mom_26w,9.0,9.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,ooo3_leadlag_DBA_minus_SPY_13w_signal__raw__PAIR__z_l1_bab_bab_score_tradable,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,ooo3_leadlag_DBA_minus_SPY_13w_signal__strength_scaled_score__PAIR__int_credit_strength_x_trend,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,ooo3_leadlag_EFA_minus_SPY_13w_signal__raw__PAIR__z_vol_13w,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,ooo3_leadlag_GLD_minus_SPY_13w_signal__percentile__PAIR__ooo3_market_trend_positive_signal__strength_scaled_score,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,ooo3_market_trend_positive_signal__percentile__PAIR__z_vol_13w,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,ooo3_market_trend_positive_signal__strength_scaled_score__PAIR__int_breadth_x_mom13,9.0,9.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,ooo3_market_trend_positive_signal__zscore__PAIR__int_gld_spy_strength_x_stress,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_bab_bab_score_asset_class_neutral_tradable__PAIR__ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__int_bab_x_highvol,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable__PAIR__z_vol_26w,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_carry_carry_score_asset_class_neutral_tradable__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__abs_strength,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_carry_carry_score_asset_class_neutral_tradable__PAIR__z_rel_strength_TLT_13w,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_carry_carry_score_tradable__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_carry_carry_score_tradable__PAIR__ooo3_market_trend_positive_signal__percentile,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__int_international_strength_x_calm,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__ooo2_canary_breadth_pair_signal,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_l1_multi_horizon_mom_multi_mom_equal_score_tradable__PAIR__ooo2_breadth_ret13_positive_signal,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_ma_distance_26w__PAIR__int_quality_x_highvol,9.0,9.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,z_ma_distance_26w__PAIR__ooo3_ggg1_trailing_vol_13w,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_ma_distance_26w__PAIR__z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable,9.0,9.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_13w__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_13w__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__direction_strength,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_26w__PAIR__int_credit_strength_x_trend,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_26w__PAIR__ooo2_leadlag_GLD_minus_SPY_13w_signal,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_mom_26w__PAIR__z_l1_multi_horizon_mom_multi_mom_invvol_score_tradable,9.0,9.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_GLD_13w__PAIR__ooo2_leadlag_DBA_minus_SPY_13w_signal,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_GLD_13w__PAIR__ooo2_leadlag_GLD_minus_SPY_13w_signal,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_GLD_13w__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__abs_strength,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_HYG_13w__PAIR__regime_canary_breadth_default,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_rel_strength_SPY_13w__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__zscore,9.0,9.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,z_vol_13w__PAIR__ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,z_vol_13w__PAIR__regime_canary_breadth_pair,9.0,9.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_bab_x_highvol__PAIR__int_mom26_x_lowvol26,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_bab_x_highvol__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__raw,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_bab_x_highvol__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__strength_scaled_score,8.0,8.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,int_bab_x_highvol__PAIR__regime_canary_breadth_default,8.0,8.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,int_bab_x_highvol__PAIR__z_l1_bab_bab_score_asset_class_neutral_tradable,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_bab_x_highvol__PAIR__z_l1_multi_horizon_mom_multi_mom_invvol_score_tradable,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_breadth_x_mom13__PAIR__int_ppp_duration_factor_x_quality,8.0,8.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,int_breadth_x_mom13__PAIR__ooo3event_market_trend_vol_scaled_score_event,8.0,8.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,int_breadth_x_mom13__PAIR__regime_canary_breadth_default,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_breadth_x_mom13__PAIR__z_l1_xsmom_xsmom_asset_class_neutral_tradable,8.0,8.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,int_calm_neutral_trend_x_relspy__PAIR__int_carry_x_lowvol,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_calm_neutral_trend_x_relspy__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__zscore,8.0,8.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,int_carry_x_lowvol__PAIR__int_mom13_x_drawdown_repair,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_carry_x_lowvol__PAIR__ooo2_breadth_ret13_positive_signal,8.0,8.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,int_carry_x_lowvol__PAIR__ooo2_breadth_ret26_positive_signal,8.0,8.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,int_carry_x_lowvol__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__abs_strength,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_carry_x_lowvol__PAIR__ooo3_market_trend_positive_signal__direction_strength,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_carry_x_lowvol__PAIR__ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event,8.0,8.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,int_carry_x_lowvol__PAIR__z_l1_bab_bab_score_asset_class_neutral_tradable,8.0,8.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,int_carry_x_lowvol__PAIR__z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_credit_strength_x_trend__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__abs_strength,8.0,8.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,int_credit_strength_x_trend__PAIR__z_drawdown_26w,8.0,8.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,int_credit_strength_x_trend__PAIR__z_l1_xsmom_xsmom_score_tradable,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_efa_spy_strength_x_market_trend__PAIR__int_market_trend_x_mom13,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_efa_spy_strength_x_market_trend__PAIR__ooo3_ggg1_trailing_vol_26w,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_efa_spy_strength_x_market_trend__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__strength_scaled_score,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_efa_spy_strength_x_market_trend__PAIR__z_rel_strength_GLD_13w,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_market_trend_x_mom13__PAIR__int_quality_x_highvol,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_mom13_x_lowvol13__PAIR__ooo2_breadth_ret26_positive_signal,8.0,8.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,int_mom13_x_lowvol13__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__direction_strength,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_mom13_x_lowvol13__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__raw,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_mom13_x_lowvol13__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__abs_strength,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_mom13_x_lowvol13__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__zscore,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_mom13_x_lowvol13__PAIR__z_l1_carry_carry_score_tradable,8.0,8.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,int_mom26_x_lowvol26__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__raw,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_mom26_x_lowvol26__PAIR__z_l1_quality_quality_score_tradable,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_mom26_x_lowvol26__PAIR__z_mom_52w,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_mom26_x_ma_distance26__PAIR__int_real_asset_strength_x_stress,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_mom26_x_ma_distance26__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__percentile,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_mom26_x_ma_distance26__PAIR__z_vol_26w,8.0,8.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,int_ppp_duration_factor_x_quality__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__raw,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_ppp_duration_factor_x_quality__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__percentile,8.0,8.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,int_quality_x_highvol__PAIR__ooo2_breadth_ret13_positive_signal,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_quality_x_highvol__PAIR__ooo2_breadth_ret26_positive_signal,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_quality_x_highvol__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__strength_scaled_score,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_quality_x_highvol__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__direction_strength,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_real_asset_strength_x_stress__PAIR__ooo2_leadlag_GLD_minus_SPY_13w_signal,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_real_asset_strength_x_stress__PAIR__ooo3_breadth_ret26_positive_signal,8.0,8.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,int_real_asset_strength_x_stress__PAIR__z_l1_multi_horizon_mom_multi_mom_invvol_score_tradable,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_reversal_x_drawdown__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_reversal_x_drawdown__PAIR__z_mom_13w,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_trend_consistency_x_lowdownsidevol__PAIR__int_bab_x_highvol,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_trend_consistency_x_lowdownsidevol__PAIR__int_market_trend_x_mom13,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_trend_consistency_x_lowdownsidevol__PAIR__ooo2_breadth_ret13_positive_signal,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_trend_consistency_x_lowdownsidevol__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__percentile,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_trend_consistency_x_lowdownsidevol__PAIR__ooo3_breadth_ret26_positive_signal,8.0,8.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,int_trend_consistency_x_lowdownsidevol__PAIR__z_l1_xsmom_xsmom_score_tradable,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,int_trend_consistency_x_lowdownsidevol__PAIR__z_rel_strength_HYG_13w,8.0,8.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_breadth_ret13_positive_signal__PAIR__int_quality_x_highvol,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_breadth_ret13_positive_signal__PAIR__ooo2_breadth_ret26_positive_signal,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_breadth_ret13_positive_signal__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__direction_strength,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_breadth_ret13_positive_x_neutral_mixed_signal__PAIR__z_mom_52w,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_breadth_ret13_positive_x_stressed_panic_signal__PAIR__ooo2_leadlag_DBA_minus_SPY_13w_signal,8.0,8.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_breadth_ret13_positive_x_stressed_panic_signal__PAIR__z_vol_26w,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_breadth_ret26_positive_signal__PAIR__z_mom_52w,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_canary_breadth_pair_signal__PAIR__z_l1_carry_carry_score_asset_class_neutral_tradable,8.0,8.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_leadlag_DBA_minus_SPY_13w_signal__PAIR__int_reversal_x_drawdown,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_leadlag_DBA_minus_SPY_13w_signal__PAIR__z_rel_strength_GLD_13w,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_leadlag_EFA_minus_SPY_13w_signal__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__percentile,8.0,8.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_leadlag_EFA_minus_SPY_13w_signal__PAIR__z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,ooo2_leadlag_GLD_minus_SPY_13w_signal__PAIR__z_downside_vol_26w,8.0,8.0,,,4,tree_path_pair
target_etf_forward_top_quantile_8w,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength__PAIR__int_mom13_x_drawdown_repair,8.0,8.0,,,2,tree_path_pair
target_etf_forward_top_quantile_8w,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__percentile,8.0,8.0,,,3,tree_path_pair
target_etf_forward_top_quantile_8w,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength__PAIR__z_l1_reversal_reversal_1w_asset_class_neutral_tradable,8.0,8.0,,,4,tree_path_pair
