candidate,window_days,feature_weight,penalty_strength,sector_cap,peak_total_stock_weight,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,severe_recent_cagr,adverse_recent_cagr,recent_beats,full_beats,severe_beats,surface_gates
win90__f4w20__pen05__sector100,90,0.2,0.05,1.0,0.04169447625849474,0.9894163547210528,2.5356889669089946,-0.1303684831768106,0.3806436082730562,0.8741986758387421,0.9894163547210539,False,False,False,False
win30__f4w20__pen05__sector100,30,0.2,0.05,1.0,0.0438631597480924,0.9894163547210528,2.535688966908996,-0.13036848317681027,0.37542976737432476,0.8741986758387426,0.9894163547210544,False,False,False,False
win90__f4w20__pen00__sector100,90,0.2,0.0,1.0,0.04169447625849475,0.9894163547210524,2.5356889669089937,-0.1303684831768105,0.3684929199872524,0.8741986758387428,0.9894163547210548,False,False,False,False
win90__f4w20__pen10__sector100,90,0.2,0.1,1.0,0.04169447625849475,0.9894163547210515,2.535688966908993,-0.1303684831768106,0.3763955835571078,0.8741986758387417,0.9894163547210544,False,False,False,False
win30__f4w20__pen00__sector100,30,0.2,0.0,1.0,0.0434702222717549,0.9894163547210515,2.5356889669089933,-0.1303684831768106,0.3711174584977699,0.8741986758387421,0.9894163547210544,False,False,False,False
win30__f4w20__pen10__sector100,30,0.2,0.1,1.0,0.04386315974809241,0.9894163547210506,2.535688966908991,-0.13036848317681082,0.3724844243294243,0.8741986758387421,0.9894163547210553,False,False,False,False
win90__f4w20__pen00__sector70,90,0.2,0.0,0.7,0.041959247472306144,0.9876524951115784,2.537972303408886,-0.12948927200789784,0.36835915231557337,0.8725721730946776,0.987652495111583,False,False,False,False
win90__f4w20__pen10__sector70,90,0.2,0.1,0.7,0.04196856807792102,0.9855766442194902,2.5340207311044862,-0.12978597482284204,0.3652852736582617,0.8705967245349313,0.9855766442194935,False,False,False,False
win90__f4w20__pen05__sector70,90,0.2,0.05,0.7,0.04196856807792102,0.9855766442194893,2.534020731104483,-0.12978597482284204,0.3669531441205591,0.870596724534932,0.9855766442194931,False,False,False,False
win30__f4w20__pen00__sector70,30,0.2,0.0,0.7,0.041863038024682615,0.9748578696155143,2.51837464585382,-0.13100355420058496,0.37376869940756485,0.8605652916067816,0.9748578696155168,False,False,False,False
win30__f4w20__pen05__sector70,30,0.2,0.05,0.7,0.04175972588112067,0.9727795001953932,2.5143615176669094,-0.13130114128989379,0.3650905187428617,0.8585876192863391,0.9727795001953947,False,False,False,False
win30__f4w20__pen10__sector70,30,0.2,0.1,0.7,0.04175972588112067,0.9727795001953927,2.51436151766691,-0.1313011412898939,0.36506925111790167,0.8585876192863389,0.9727795001953947,False,False,False,False
win30__f4w30__pen00__sector100,30,0.3,0.0,1.0,0.042201387116359235,0.9668204006271799,2.5055323140324726,-0.13247271337377076,0.36065478208089674,0.8529539884822968,0.9668204006271821,False,False,False,False
win30__f4w30__pen10__sector100,30,0.3,0.1,1.0,0.04220138711635922,0.9668204006271786,2.505532314032471,-0.13247271337377098,0.3682866314807829,0.8529539884822974,0.9668204006271828,False,False,False,False
win30__f4w30__pen05__sector100,30,0.3,0.05,1.0,0.042201387116359214,0.9668204006271777,2.5055323140324686,-0.13247271337377098,0.372416970018532,0.8529539884822961,0.9668204006271837,False,False,False,False
win90__f4w20__pen00__sector50,90,0.2,0.0,0.5,0.042721324213793585,0.92237988790869,2.543649047160952,-0.12539450642900907,0.3474297428206785,0.7864814685553378,0.922379887908692,False,False,False,False
win90__f4w20__pen05__sector50,90,0.2,0.05,0.5,0.0427213242137936,0.9223798879086882,2.5436490471609483,-0.12539450642900896,0.3568137483077425,0.7864814685553374,0.9223798879086915,False,False,False,False
win30__f4w30__pen00__sector50,30,0.3,0.0,0.5,0.0427090219583878,0.9195794565550923,2.558295514181385,-0.11573348924935722,0.3530002623245696,0.7848628532879713,0.9195794565550928,False,False,False,False
win30__f4w30__pen05__sector50,30,0.3,0.05,0.5,0.0427090219583878,0.919579456555091,2.5582955141813817,-0.11573348924935745,0.36360571233439165,0.7848628532879705,0.9195794565550939,False,False,False,False
win30__f4w30__pen10__sector50,30,0.3,0.1,0.5,0.042709021958387806,0.9195794565550903,2.558295514181382,-0.11573348924935711,0.3628074801441421,0.7848628532879707,0.9195794565550937,False,False,False,False
win30__f4w20__pen00__sector50,30,0.2,0.0,0.5,0.04293320915532165,0.903463610172474,2.509746332347802,-0.1275536989273327,0.3481053924841302,0.7697811970452477,0.9034636101724767,False,False,False,False
win90__f4w10__pen05__sector50,90,0.1,0.05,0.5,0.042489101321960696,0.8974205883139938,2.5048063651292627,-0.12970303889883428,0.3558304173972664,0.7630913292474866,0.8974205883139994,False,False,False,False
win30__f4w10__pen00__sector50,30,0.1,0.0,0.5,0.04248910132196069,0.893096928211667,2.495457905200523,-0.12970303889883417,0.34335819324766526,0.7595608193292791,0.8930969282116699,False,False,False,False
win30__f4w10__pen10__sector50,30,0.1,0.1,0.5,0.04248910132196068,0.8930969282116668,2.495457905200522,-0.12970303889883383,0.3502710382701888,0.7595608193292793,0.8930969282116701,False,False,False,False
win30__f4w10__pen05__sector50,30,0.1,0.05,0.5,0.04248910132196068,0.8930969282116663,2.495457905200521,-0.12970303889883406,0.3573074010882977,0.7595608193292791,0.8930969282116703,False,False,False,False
win30__f4w20__pen05__sector50,30,0.2,0.05,0.5,0.04248910132196068,0.8930969282116663,2.495457905200521,-0.12970303889883406,0.3573074010882977,0.7595608193292791,0.8930969282116703,False,False,False,False
win30__f4w20__pen10__sector50,30,0.2,0.1,0.5,0.04248910132196068,0.8930969282116661,2.4954579052005217,-0.12970303889883428,0.3566250946334337,0.7595608193292798,0.8930969282116701,False,False,False,False
win90__f4w10__pen00__sector50,90,0.1,0.0,0.5,0.04248910132196069,0.8921550712067816,2.493220990137308,-0.1297030388988345,0.33791249376630406,0.7581747490728776,0.8921550712067847,False,False,False,False
win90__f4w10__pen05__sector70,90,0.1,0.05,0.7,0.04195924747230616,0.8806301981202089,2.351065516577696,-0.1294892720078975,0.34396201403692284,0.7450974552398677,0.8806301981202118,False,False,False,False
win90__f4w10__pen10__sector70,90,0.1,0.1,0.7,0.04195924747230615,0.8806301981202089,2.351065516577695,-0.1294892720078974,0.34394107558655374,0.7450974552398673,0.8806301981202118,False,False,False,False
win90__f4w30__pen05__sector50,90,0.3,0.05,0.5,0.04319772764276096,0.8804690082349742,2.4976651027585626,-0.11433141063005425,0.3439828704358232,0.7345847511575567,0.8804690082349769,False,False,False,False
win90__f4w30__pen00__sector50,90,0.3,0.0,0.5,0.04319772764276096,0.8804690082349738,2.497665102758563,-0.11433141063005403,0.3321562798764992,0.7345847511575561,0.8804690082349769,False,False,False,False
win90__f4w10__pen00__sector70,90,0.1,0.0,0.7,0.04195924747230614,0.880449272711461,2.3506654148709365,-0.12948927200789728,0.3528225715507409,0.7444289382664717,0.8804492727114639,False,False,False,False
win30__f4w10__pen10__sector70,30,0.1,0.1,0.7,0.041863038024682615,0.8747361740105821,2.3450276184335674,-0.13100355420058496,0.3460046294590551,0.7400915854394099,0.8747361740105846,False,False,False,False
win30__f4w10__pen00__sector70,30,0.1,0.0,0.7,0.04186303802468262,0.8747361740105808,2.3450276184335643,-0.13100355420058496,0.35376585710975705,0.7400915854394097,0.8747361740105843,False,False,False,False
win30__f4w10__pen05__sector70,30,0.1,0.05,0.7,0.041863038024682615,0.8747361740105806,2.345027618433565,-0.13100355420058485,0.34602560005936,0.7400915854394099,0.8747361740105835,False,False,False,False
win90__f4w05__pen10__sector70,90,0.05,0.1,0.7,0.041523905270597086,0.86213083652478,2.3207488718134752,-0.13089888159697072,0.36139837217413673,0.733138365337946,0.862130836524782,False,False,False,False
win90__f4w05__pen00__sector70,90,0.05,0.0,0.7,0.04152390527059709,0.8621308365247786,2.3207488718134743,-0.1308988815969706,0.3502715915681598,0.7331383653379462,0.8621308365247822,False,False,False,False
win90__f4w05__pen05__sector70,90,0.05,0.05,0.7,0.04152390527059709,0.8621308365247786,2.3207488718134757,-0.13089888159697083,0.34022178524850255,0.7331383653379466,0.8621308365247815,False,False,False,False
win30__f4w00__pen10__sector70,30,0.0,0.1,0.7,0.041523905270597086,0.8592418269034756,2.31493832019734,-0.1308988815969705,0.37242906234600004,0.7297473597021089,0.859241826903479,False,False,False,False
win90__f4w00__pen10__sector70,90,0.0,0.1,0.7,0.041523905270597086,0.8592418269034756,2.31493832019734,-0.1308988815969705,0.37242906234600004,0.7297473597021089,0.859241826903479,False,False,False,False
win30__f4w00__pen05__sector70,30,0.0,0.05,0.7,0.04152390527059709,0.8592418269034732,2.3149383201973364,-0.13089888159697094,0.37226860846541165,0.7297473597021089,0.8592418269034774,False,False,False,False
win90__f4w00__pen05__sector70,90,0.0,0.05,0.7,0.04152390527059709,0.8592418269034732,2.3149383201973364,-0.13089888159697094,0.37226860846541165,0.7297473597021089,0.8592418269034774,False,False,False,False
win30__f4w00__pen00__sector70,30,0.0,0.0,0.7,0.04158571145309998,0.8560158340967619,2.310106206223298,-0.1308039043057465,0.3625953083266005,0.7273624150569864,0.8560158340967643,False,False,False,False
win90__f4w00__pen00__sector70,90,0.0,0.0,0.7,0.04158571145309998,0.8560158340967619,2.310106206223298,-0.1308039043057465,0.3625953083266005,0.7273624150569864,0.8560158340967643,False,False,False,False
win30__f4w05__pen00__sector70,30,0.05,0.0,0.7,0.04186303802468261,0.8529025689311129,2.3051006927296456,-0.13100355420058474,0.3504798997925227,0.7245194089116249,0.8529025689311134,False,False,False,False
win30__f4w05__pen10__sector70,30,0.05,0.1,0.7,0.04186303802468261,0.8529025689311116,2.305100692729643,-0.13100355420058507,0.3594929663129174,0.7245194089116249,0.8529025689311129,False,False,False,False
win30__f4w05__pen05__sector70,30,0.05,0.05,0.7,0.04186303802468263,0.8529025689311114,2.305100692729643,-0.13100355420058496,0.3415876643986513,0.7245194089116251,0.8529025689311149,False,False,False,False
win90__f4w30__pen00__sector70,90,0.3,0.0,0.7,0.04264631649880637,0.8487752194227804,2.2904159107988744,-0.12828865809083556,0.33788552727663523,0.7181343123173354,0.8487752194227827,False,False,False,False
win90__f4w20__pen10__sector50,90,0.2,0.1,0.5,0.042461686778152576,0.8399248725163708,2.348875279493837,-0.1274658968256277,0.3393636797348456,0.7098218825007192,0.8399248725163742,False,False,False,False
win90__f4w30__pen05__sector100,90,0.3,0.05,1.0,0.04223455224202174,0.8382795801058358,2.270783145770247,-0.1326435730490778,0.34559390919609734,0.7077093258188247,0.8382795801058378,False,False,False,False
win90__f4w30__pen00__sector100,90,0.3,0.0,1.0,0.042234552242021745,0.8382795801058356,2.270783145770246,-0.13264357304907803,0.3316918500060564,0.7077093258188247,0.8382795801058371,False,False,False,False
win90__f4w30__pen10__sector100,90,0.3,0.1,1.0,0.04223455224202173,0.8382795801058347,2.2707831457702445,-0.13264357304907826,0.34377221187921303,0.7077093258188245,0.8382795801058376,False,False,False,False
win90__f4w30__pen10__sector70,90,0.3,0.1,0.7,0.04243096913970381,0.8362780474920148,2.2721166793201624,-0.12959889207127717,0.33376383197302495,0.7065307687149134,0.8362780474920162,False,False,False,False
win90__f4w30__pen05__sector70,90,0.3,0.05,0.7,0.04243096913970381,0.8362780474920144,2.272116679320163,-0.1295988920712774,0.33982141157458545,0.706530768714914,0.836278047492016,False,False,False,False
win30__f4w30__pen00__sector70,30,0.3,0.0,0.7,0.042573445042794734,0.8344017359945546,2.273546881821611,-0.13191893418686818,0.3470848313792594,0.7062470423510556,0.8344017359945581,False,False,False,False
win30__f4w30__pen10__sector70,30,0.3,0.1,0.7,0.042573445042794734,0.8344017359945544,2.2735468818216096,-0.13191893418686806,0.3354253781403369,0.7062470423510576,0.8344017359945584,False,False,False,False
win30__f4w30__pen05__sector70,30,0.3,0.05,0.7,0.04257344504279474,0.8344017359945537,2.27354688182161,-0.1319189341868685,0.3364761256441635,0.7062470423510561,0.8344017359945584,False,False,False,False
win90__f4w10__pen10__sector50,90,0.1,0.1,0.5,0.0424891013219607,0.8291305610105557,2.330815831368135,-0.12970303889883417,0.3349357217318938,0.6998078316392606,0.8291305610105584,False,False,False,False
win30__f4w00__pen10__sector50,30,0.0,0.1,0.5,0.04215019596654411,0.8171683951576256,2.3055175433583175,-0.1313043939095977,0.34227505605752073,0.6903138151443613,0.8171683951576274,False,False,False,False
win30__f4w05__pen10__sector50,30,0.05,0.1,0.5,0.04215019596654411,0.8171683951576256,2.3055175433583175,-0.1313043939095977,0.34227505605752073,0.6903138151443613,0.8171683951576274,False,False,False,False
win90__f4w00__pen10__sector50,90,0.0,0.1,0.5,0.04215019596654411,0.8171683951576256,2.3055175433583175,-0.1313043939095977,0.34227505605752073,0.6903138151443613,0.8171683951576274,False,False,False,False
win30__f4w05__pen05__sector50,30,0.05,0.05,0.5,0.04215019596654412,0.8171683951576254,2.305517543358316,-0.13130439390959792,0.34162027491369873,0.6903138151443611,0.8171683951576274,False,False,False,False
win90__f4w05__pen05__sector50,90,0.05,0.05,0.5,0.04215019596654412,0.8171683951576252,2.3055175433583153,-0.13130439390959792,0.34162027491369873,0.6903138151443613,0.8171683951576278,False,False,False,False
win30__f4w00__pen00__sector50,30,0.0,0.0,0.5,0.04215019596654411,0.8171683951576252,2.305517543358316,-0.13130439390959792,0.3286784800587792,0.6903138151443622,0.8171683951576287,False,False,False,False
win30__f4w05__pen00__sector50,30,0.05,0.0,0.5,0.04215019596654411,0.8171683951576252,2.305517543358316,-0.13130439390959792,0.3286784800587792,0.6903138151443622,0.8171683951576287,False,False,False,False
win90__f4w00__pen00__sector50,90,0.0,0.0,0.5,0.04215019596654411,0.8171683951576252,2.305517543358316,-0.13130439390959792,0.3286784800587792,0.6903138151443622,0.8171683951576287,False,False,False,False
win90__f4w05__pen00__sector50,90,0.05,0.0,0.5,0.04215019596654412,0.8171683951576252,2.305517543358317,-0.13130439390959792,0.3286784800587792,0.6903138151443622,0.8171683951576294,False,False,False,False
win30__f4w00__pen05__sector50,30,0.0,0.05,0.5,0.042150195966544124,0.817168395157625,2.305517543358315,-0.1313043939095978,0.3429501452465491,0.690313815144362,0.8171683951576272,False,False,False,False
win90__f4w00__pen05__sector50,90,0.0,0.05,0.5,0.042150195966544124,0.817168395157625,2.305517543358315,-0.1313043939095978,0.3429501452465491,0.690313815144362,0.8171683951576272,False,False,False,False
win90__f4w05__pen10__sector50,90,0.05,0.1,0.5,0.04215019596654411,0.8171683951576247,2.3055175433583157,-0.13130439390959792,0.3422750560575203,0.6903138151443609,0.8171683951576272,False,False,False,False
win90__f4w30__pen10__sector50,90,0.3,0.1,0.5,0.04319772764276096,0.8104923762383083,2.3162837361855497,-0.11433141063005414,0.32891257728751144,0.6706081142391032,0.8104923762383116,False,False,False,False
