candidate,past_only_selector,embargoed_hgb,xlk,breadth_ceiling,training_score,training_5y_cagr,training_3y_cagr,training_5y_sharpe,training_5y_drawdown
clean_180,0.4,0.1,0.1,0.4,0.10536387976959646,0.0718627226876416,0.05656518113510378,0.4527669181648037,-0.2900529862555066
clean_212,0.5,0.2,0.1,0.2,0.1047122254522516,0.07544075004502848,0.04568984132014231,0.4574082302919182,-0.28994865720151386
clean_224,0.6,0.0,0.3,0.1,0.10468025808799114,0.08237138616894812,0.02723202459029883,0.4708781900953261,-0.3061110438789204
clean_137,0.3,0.0,0.1,0.6,0.1024102293649104,0.06627687511523428,0.06527003204225168,0.4306309468309433,-0.29016807635143815
clean_101,0.2,0.1,0.0,0.7,0.10209302030163145,0.06198477144601333,0.07956288230384878,0.4103329274286881,-0.29015981100589316
clean_202,0.5,0.0,0.2,0.3,0.10171402715226427,0.07400012680273949,0.040084780988774105,0.45288516773988347,-0.2900624951477041
clean_234,0.6,0.3,0.1,0.0,0.1012660387918021,0.07737120483262516,0.032984753624039964,0.44947889805015007,-0.3097243986691025
clean_228,0.6,0.1,0.2,0.1,0.10008612326045221,0.07713082283644268,0.02857484929653875,0.45235174769624975,-0.29484579587522564
clean_185,0.4,0.2,0.0,0.4,0.09938955850824147,0.06598861020326008,0.057213732043962295,0.4263227277309672,-0.2895625772091093
clean_215,0.5,0.3,0.0,0.2,0.09897005761164371,0.0695862131227738,0.04643664782836909,0.43287335389468706,-0.2894577169499851
clean_207,0.5,0.1,0.1,0.3,0.09673147450238033,0.06870262200429145,0.041240450304718124,0.43137766208390027,-0.2895683075456146
clean_144,0.3,0.1,0.0,0.6,0.09672836690615787,0.06075950358396032,0.06607335931284442,0.40450656961928355,-0.2896732033438293
clean_235,0.6,0.4,0.0,0.0,0.09574319703245276,0.07152257091174175,0.033824748016808126,0.42682230080365274,-0.3014183247256639
clean_173,0.4,0.0,0.1,0.5,0.09548754866066739,0.06411598287047982,0.05094528296275236,0.417343740495538,-0.2896818346653961
clean_231,0.6,0.2,0.1,0.1,0.09497951157074568,0.07158918083613908,0.02964155099959309,0.431335377691843,-0.2894647098441989
clean_239,0.7,0.0,0.3,0.0,0.09421309947959366,0.07795242432981708,0.01074140952077185,0.44219222025471866,-0.34958632259626365
clean_223,0.6,0.0,0.2,0.2,0.09237169888948141,0.07038648094304212,0.024379876183188154,0.42825847468699696,-0.289578187128125
clean_211,0.5,0.2,0.0,0.3,0.09110026051331138,0.0630157324435936,0.04203491963770545,0.4068034515584359,-0.2890770388370357
clean_179,0.4,0.1,0.0,0.5,0.09006750875321512,0.05873097308996145,0.05187571379139744,0.39266210761819026,-0.28918693392840267
clean_242,0.7,0.1,0.2,0.0,0.08963279594960674,0.07268667449837163,0.012058374498564284,0.42403278901014474,-0.3389004107346276
clean_233,0.6,0.3,0.0,0.1,0.08948615381463604,0.06584818889884114,0.030500765804218455,0.40827010734065816,-0.28897290942374576
clean_227,0.6,0.1,0.1,0.2,0.08756431910152954,0.06516002933347687,0.025623343774165752,0.40781298369193697,-0.2890839703794008
clean_201,0.5,0.0,0.1,0.4,0.08750776093880296,0.061272465136120946,0.036074246211491356,0.39922007993682984,-0.2891959329148017
clean_136,0.3,0.0,0.0,0.7,0.08528815476045748,0.05226491358519092,0.05936972469820079,0.36118289199882697,-0.2893084396323712
clean_244,0.7,0.2,0.1,0.0,0.08469632157257098,0.06722306857697458,0.013211060353162551,0.40399162320437465,-0.32829502540164135
clean_238,0.7,0.0,0.2,0.1,0.0826255503209217,0.06639757404386981,0.008410733872337373,0.4026378573289859,-0.31424401704092186
clean_206,0.5,0.1,0.0,0.4,0.08228787784519151,0.055969686602096,0.03711206171472892,0.3757244736951524,-0.28870100404296817
clean_230,0.6,0.2,0.0,0.2,0.08220094769993824,0.0596034839803492,0.02655681961046019,0.3847181142859067,-0.288591840944007
clean_245,0.7,0.3,0.0,0.0,0.07943452646850227,0.06159150299230398,0.014199475166973174,0.3821978212302793,-0.3177780508332325
clean_172,0.4,0.0,0.0,0.6,0.07930625383944669,0.0505889362120584,0.04568838936223507,0.3524637530354112,-0.2888209454160624
clean_222,0.6,0.0,0.1,0.3,0.0789714176079146,0.0580579715024947,0.020909004249252128,0.37863933431642144,-0.2887103723870137
clean_241,0.7,0.1,0.1,0.1,0.07796261897121382,0.061231019551250876,0.00972847408869204,0.38305465013855666,-0.3031108073970673
clean_226,0.6,0.1,0.0,0.3,0.07393653797352036,0.05283159975688689,0.02204294785593719,0.3562469376260707,-0.2882154149722941
clean_243,0.7,0.2,0.0,0.1,0.07282457933136778,0.055785667772883185,0.010775113814747384,0.3612064452321365,-0.2921816352835923
clean_200,0.5,0.0,0.0,0.5,0.07226492581609667,0.04822386217378116,0.031445843155089914,0.33896855565300993,-0.28833379040020113
clean_237,0.7,0.0,0.1,0.2,0.06997912754645316,0.054475235194971106,0.0054671537179320495,0.35653840314090873,-0.2882251543708081
clean_240,0.7,0.1,0.0,0.2,0.0651103962188167,0.04931935866102832,0.006687218298801367,0.33512615532559303,-0.2877301680025611
clean_221,0.6,0.0,0.0,0.4,0.06453119854058834,0.04540070306393118,0.01682477457486886,0.3224334432976897,-0.28784697587217756
clean_236,0.7,0.0,0.0,0.3,0.05630739225709479,0.0422120654923368,0.0019152924693890405,0.3040556522087599,-0.2873605031208012
