group,variant,window,metric,value
reference,v1_rejected,train,var_5,-0.019482529878707976
reference,v1_rejected,train,cvar_5,-0.03864064090712558
reference,v1_rejected,train,hit_rate,0.5288270377733598
reference,v1_rejected,train,n_weeks,1006.0
reference,v1_rejected,holdout,cagr,0.1848868058812747
reference,v1_rejected,holdout,ann_return,0.1779301932251467
reference,v1_rejected,holdout,ann_vol,0.12632129869474262
reference,v1_rejected,holdout,sharpe,1.4636233777809438
reference,v1_rejected,holdout,sortino,1.5817865177670845
reference,v1_rejected,holdout,max_drawdown,-0.09472882002102556
reference,v1_rejected,holdout,calmar,1.9517482202379182
reference,v1_rejected,holdout,var_5,-0.026095532792522184
reference,v1_rejected,holdout,cvar_5,-0.042781055614060835
reference,v1_rejected,holdout,hit_rate,0.6346153846153846
reference,v1_rejected,holdout,n_weeks,104.0
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,cagr,0.07134169431933501
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,ann_return,0.07265723889284952
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,ann_vol,0.0860049041071328
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,sharpe,0.8295072828692138
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,sortino,0.9867216910990612
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,max_drawdown,-0.1885981900662791
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,calmar,0.37827348340015027
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,var_5,-0.017179236615332615
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,cvar_5,-0.029480603814966106
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,hit_rate,0.5567567567567567
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,n_weeks,1110.0
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,train,cagr,0.059672129251671535
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,train,ann_return,0.06171502181993463
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,train,ann_vol,0.0862766410762772
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,train,sharpe,0.6916371396391683
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,train,sortino,0.8120328977074089
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,train,max_drawdown,-0.1885981900662791
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,train,calmar,0.3163982073778171
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,train,var_5,-0.017183143393868894
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,train,cvar_5,-0.029981431569117412
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,train,hit_rate,0.5467196819085487
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,train,n_weeks,1006.0
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,holdout,cagr,0.19107182035166081
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,holdout,ann_return,0.17850214634816086
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,holdout,ann_vol,0.08229120333917682
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,holdout,sharpe,2.32189848487361
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,holdout,sortino,3.2281239673321602
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,holdout,max_drawdown,-0.07285258948618933
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,holdout,calmar,2.622718309661214
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,holdout,var_5,-0.01565909077372913
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,holdout,cvar_5,-0.02294392987886044
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,holdout,hit_rate,0.6538461538461539
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,holdout,n_weeks,104.0
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,n_trades,27.0
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,option_hit_rate,0.1111111111111111
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,avg_trade_return,-0.5248151836731
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,median_trade_return,-1.0
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,worst_trade_return,-1.0
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,best_trade_return,5.736606162295116
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,avg_premium_fraction,0.01
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,activations_per_year,1.2648648648648648
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,premium_spent_per_year,0.012648648648648649
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,avg_dte,60.0
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,avg_moneyness,0.050000000000000044
main,spread_3_7_10_20|dte=45-75|L5|b=0.01,full,sharpe_ex_best,0.776386057396712
dte_sweep,21-45,full,cagr,0.07134169431933479
dte_sweep,21-45,full,ann_return,0.07179317236603246
dte_sweep,21-45,full,ann_vol,0.07527545820388967
dte_sweep,21-45,full,sharpe,0.9477417477300508
dte_sweep,21-45,full,sortino,1.1758004869885257
dte_sweep,21-45,full,max_drawdown,-0.11603457885760937
dte_sweep,21-45,full,calmar,0.6148313289168827
dte_sweep,21-45,full,var_5,-0.015565518815831075
dte_sweep,21-45,full,cvar_5,-0.024888411906398702
dte_sweep,21-45,full,hit_rate,0.5567567567567567
dte_sweep,21-45,full,n_weeks,1110.0
dte_sweep,21-45,train,cagr,0.06078003578390767
dte_sweep,21-45,train,ann_return,0.06180715033840122
dte_sweep,21-45,train,ann_vol,0.0743780041353576
dte_sweep,21-45,train,sharpe,0.8171775579416797
dte_sweep,21-45,train,sortino,0.9966663634074745
dte_sweep,21-45,train,max_drawdown,-0.11603457885760937
dte_sweep,21-45,train,calmar,0.5238096814096534
dte_sweep,21-45,train,var_5,-0.015468083001715288
dte_sweep,21-45,train,cvar_5,-0.0249338617184352
dte_sweep,21-45,train,hit_rate,0.5467196819085487
dte_sweep,21-45,train,n_weeks,1006.0
dte_sweep,21-45,holdout,cagr,0.17909299664100753
dte_sweep,21-45,holdout,ann_return,0.16838873159485007
dte_sweep,21-45,holdout,ann_vol,0.08265574111303613
dte_sweep,21-45,holdout,sharpe,2.166733904134842
dte_sweep,21-45,holdout,sortino,3.090799785528744
dte_sweep,21-45,holdout,max_drawdown,-0.07285258948618911
dte_sweep,21-45,holdout,calmar,2.4582928061185627
dte_sweep,21-45,holdout,var_5,-0.015637968114050143
dte_sweep,21-45,holdout,cvar_5,-0.02294392987886044
dte_sweep,21-45,holdout,hit_rate,0.6538461538461539
dte_sweep,21-45,holdout,n_weeks,104.0
dte_sweep,21-45,full,n_trades,3.0
dte_sweep,21-45,full,option_hit_rate,0.0
dte_sweep,21-45,full,avg_trade_return,-1.0
dte_sweep,21-45,full,median_trade_return,-1.0
dte_sweep,21-45,full,worst_trade_return,-1.0
dte_sweep,21-45,full,best_trade_return,-1.0
dte_sweep,21-45,full,avg_premium_fraction,0.01
dte_sweep,21-45,full,activations_per_year,0.14054054054054055
dte_sweep,21-45,full,premium_spent_per_year,0.0014054054054054054
dte_sweep,21-45,full,avg_dte,33.0
dte_sweep,21-45,full,avg_moneyness,0.050000000000000044
dte_sweep,21-45,full,sharpe_ex_best,0.9515240758015496
dte_sweep,45-75,full,cagr,0.07134169431933501
dte_sweep,45-75,full,ann_return,0.07265723889284952
dte_sweep,45-75,full,ann_vol,0.0860049041071328
dte_sweep,45-75,full,sharpe,0.8295072828692138
dte_sweep,45-75,full,sortino,0.9867216910990612
dte_sweep,45-75,full,max_drawdown,-0.1885981900662791
dte_sweep,45-75,full,calmar,0.37827348340015027
dte_sweep,45-75,full,var_5,-0.017179236615332615
dte_sweep,45-75,full,cvar_5,-0.029480603814966106
dte_sweep,45-75,full,hit_rate,0.5567567567567567
dte_sweep,45-75,full,n_weeks,1110.0
dte_sweep,45-75,train,cagr,0.059672129251671535
dte_sweep,45-75,train,ann_return,0.06171502181993463
dte_sweep,45-75,train,ann_vol,0.0862766410762772
dte_sweep,45-75,train,sharpe,0.6916371396391683
dte_sweep,45-75,train,sortino,0.8120328977074089
dte_sweep,45-75,train,max_drawdown,-0.1885981900662791
dte_sweep,45-75,train,calmar,0.3163982073778171
dte_sweep,45-75,train,var_5,-0.017183143393868894
dte_sweep,45-75,train,cvar_5,-0.029981431569117412
dte_sweep,45-75,train,hit_rate,0.5467196819085487
dte_sweep,45-75,train,n_weeks,1006.0
dte_sweep,45-75,holdout,cagr,0.19107182035166081
dte_sweep,45-75,holdout,ann_return,0.17850214634816086
dte_sweep,45-75,holdout,ann_vol,0.08229120333917682
dte_sweep,45-75,holdout,sharpe,2.32189848487361
dte_sweep,45-75,holdout,sortino,3.2281239673321602
dte_sweep,45-75,holdout,max_drawdown,-0.07285258948618933
dte_sweep,45-75,holdout,calmar,2.622718309661214
dte_sweep,45-75,holdout,var_5,-0.01565909077372913
dte_sweep,45-75,holdout,cvar_5,-0.02294392987886044
dte_sweep,45-75,holdout,hit_rate,0.6538461538461539
dte_sweep,45-75,holdout,n_weeks,104.0
dte_sweep,45-75,full,n_trades,27.0
dte_sweep,45-75,full,option_hit_rate,0.1111111111111111
dte_sweep,45-75,full,avg_trade_return,-0.5248151836731
dte_sweep,45-75,full,median_trade_return,-1.0
dte_sweep,45-75,full,worst_trade_return,-1.0
dte_sweep,45-75,full,best_trade_return,5.736606162295116
dte_sweep,45-75,full,avg_premium_fraction,0.01
dte_sweep,45-75,full,activations_per_year,1.2648648648648648
dte_sweep,45-75,full,premium_spent_per_year,0.012648648648648649
dte_sweep,45-75,full,avg_dte,60.0
dte_sweep,45-75,full,avg_moneyness,0.050000000000000044
dte_sweep,45-75,full,sharpe_ex_best,0.776386057396712
dte_sweep,75-100,full,cagr,0.07134169431933479
dte_sweep,75-100,full,ann_return,0.072453702254065
dte_sweep,75-100,full,ann_vol,0.08358389316963453
dte_sweep,75-100,full,sharpe,0.853533995772917
dte_sweep,75-100,full,sortino,1.0644617505375564
dte_sweep,75-100,full,max_drawdown,-0.13983238200288994
dte_sweep,75-100,full,calmar,0.510194371986457
dte_sweep,75-100,full,var_5,-0.017769214320875363
dte_sweep,75-100,full,cvar_5,-0.0280647373110492
dte_sweep,75-100,full,hit_rate,0.554954954954955
dte_sweep,75-100,full,n_weeks,1110.0
dte_sweep,75-100,train,cagr,0.0604089365146947
dte_sweep,75-100,train,ann_return,0.06219145212190809
dte_sweep,75-100,train,ann_vol,0.0836733588562715
dte_sweep,75-100,train,sharpe,0.7219614144863138
dte_sweep,75-100,train,sortino,0.8891442123787856
dte_sweep,75-100,train,max_drawdown,-0.13983238200288994
dte_sweep,75-100,train,calmar,0.4320096364620766
dte_sweep,75-100,train,var_5,-0.017854548650999752
dte_sweep,75-100,train,cvar_5,-0.02842675462364003
dte_sweep,75-100,train,hit_rate,0.5467196819085487
dte_sweep,75-100,train,n_weeks,1006.0
dte_sweep,75-100,holdout,cagr,0.1830904978185195
dte_sweep,75-100,holdout,ann_return,0.17172123718627513
dte_sweep,75-100,holdout,ann_vol,0.08183500338129296
dte_sweep,75-100,holdout,sharpe,2.237312766585319
dte_sweep,75-100,holdout,sortino,3.1770637197960916
dte_sweep,75-100,holdout,max_drawdown,-0.07285258948618933
dte_sweep,75-100,holdout,calmar,2.5131638986316056
dte_sweep,75-100,holdout,var_5,-0.015712307644074976
dte_sweep,75-100,holdout,cvar_5,-0.02294392987886044
dte_sweep,75-100,holdout,hit_rate,0.6346153846153846
dte_sweep,75-100,holdout,n_weeks,104.0
dte_sweep,75-100,full,n_trades,29.0
dte_sweep,75-100,full,option_hit_rate,0.2413793103448276
dte_sweep,75-100,full,avg_trade_return,-0.31281287564387855
dte_sweep,75-100,full,median_trade_return,-1.0
dte_sweep,75-100,full,worst_trade_return,-1.0
dte_sweep,75-100,full,best_trade_return,3.6531351530831397
dte_sweep,75-100,full,avg_premium_fraction,0.010000000000000002
dte_sweep,75-100,full,activations_per_year,1.3585585585585584
dte_sweep,75-100,full,premium_spent_per_year,0.013585585585585588
dte_sweep,75-100,full,avg_dte,87.0
dte_sweep,75-100,full,avg_moneyness,0.050000000000000044
dte_sweep,75-100,full,sharpe_ex_best,0.8370252331891515
dte_sweep,100-150,full,cagr,0.07134169431933479
dte_sweep,100-150,full,ann_return,0.07389390463975551
dte_sweep,100-150,full,ann_vol,0.09880809980277974
dte_sweep,100-150,full,sharpe,0.7220227335788493
dte_sweep,100-150,full,sortino,0.7822148058387
dte_sweep,100-150,full,max_drawdown,-0.16545823496379186
dte_sweep,100-150,full,calmar,0.43117644966384955
dte_sweep,100-150,full,var_5,-0.018899465378690694
dte_sweep,100-150,full,cvar_5,-0.032845433945374876
dte_sweep,100-150,full,hit_rate,0.5495495495495496
dte_sweep,100-150,full,n_weeks,1110.0
dte_sweep,100-150,train,cagr,0.06211243857444715
dte_sweep,100-150,train,ann_return,0.06493943082459695
dte_sweep,100-150,train,ann_vol,0.09585678821591899
dte_sweep,100-150,train,sharpe,0.6479712050704001
dte_sweep,100-150,train,sortino,0.7042350511955364
dte_sweep,100-150,train,max_drawdown,-0.16545823496379186
dte_sweep,100-150,train,calmar,0.3753964774738444
dte_sweep,100-150,train,var_5,-0.017141826602693228
dte_sweep,100-150,train,cvar_5,-0.031855443449722055
dte_sweep,100-150,train,hit_rate,0.5397614314115308
dte_sweep,100-150,train,n_weeks,1006.0
dte_sweep,100-150,holdout,cagr,0.16486262365466686
dte_sweep,100-150,holdout,ann_return,0.16051121865946238
dte_sweep,100-150,holdout,ann_vol,0.12370451801859315
dte_sweep,100-150,holdout,sharpe,1.3327130350234058
dte_sweep,100-150,holdout,sortino,1.3956272517156256
dte_sweep,100-150,holdout,max_drawdown,-0.10499788576585922
dte_sweep,100-150,holdout,calmar,1.5701518411742446
dte_sweep,100-150,holdout,var_5,-0.021480465422164967
dte_sweep,100-150,holdout,cvar_5,-0.03807155116331551
dte_sweep,100-150,holdout,hit_rate,0.6442307692307693
dte_sweep,100-150,holdout,n_weeks,104.0
dte_sweep,100-150,full,n_trades,36.0
dte_sweep,100-150,full,option_hit_rate,0.4166666666666667
dte_sweep,100-150,full,avg_trade_return,1.4990582069805312
dte_sweep,100-150,full,median_trade_return,-1.0
dte_sweep,100-150,full,worst_trade_return,-1.0
dte_sweep,100-150,full,best_trade_return,15.750824696176124
dte_sweep,100-150,full,avg_premium_fraction,0.01
dte_sweep,100-150,full,activations_per_year,1.6864864864864864
dte_sweep,100-150,full,premium_spent_per_year,0.016864864864864864
dte_sweep,100-150,full,avg_dte,125.0
dte_sweep,100-150,full,avg_moneyness,0.050000000000000044
dte_sweep,100-150,full,sharpe_ex_best,0.6436672968532706
structure_sweep,spread_3_7_10_20,full,cagr,0.07134169431933501
structure_sweep,spread_3_7_10_20,full,ann_return,0.07265723889284952
structure_sweep,spread_3_7_10_20,full,ann_vol,0.0860049041071328
structure_sweep,spread_3_7_10_20,full,sharpe,0.8295072828692138
structure_sweep,spread_3_7_10_20,full,sortino,0.9867216910990612
structure_sweep,spread_3_7_10_20,full,max_drawdown,-0.1885981900662791
structure_sweep,spread_3_7_10_20,full,calmar,0.37827348340015027
structure_sweep,spread_3_7_10_20,full,var_5,-0.017179236615332615
structure_sweep,spread_3_7_10_20,full,cvar_5,-0.029480603814966106
structure_sweep,spread_3_7_10_20,full,hit_rate,0.5567567567567567
structure_sweep,spread_3_7_10_20,full,n_weeks,1110.0
structure_sweep,spread_3_7_10_20,train,cagr,0.059672129251671535
structure_sweep,spread_3_7_10_20,train,ann_return,0.06171502181993463
structure_sweep,spread_3_7_10_20,train,ann_vol,0.0862766410762772
structure_sweep,spread_3_7_10_20,train,sharpe,0.6916371396391683
structure_sweep,spread_3_7_10_20,train,sortino,0.8120328977074089
structure_sweep,spread_3_7_10_20,train,max_drawdown,-0.1885981900662791
structure_sweep,spread_3_7_10_20,train,calmar,0.3163982073778171
structure_sweep,spread_3_7_10_20,train,var_5,-0.017183143393868894
structure_sweep,spread_3_7_10_20,train,cvar_5,-0.029981431569117412
structure_sweep,spread_3_7_10_20,train,hit_rate,0.5467196819085487
structure_sweep,spread_3_7_10_20,train,n_weeks,1006.0
structure_sweep,spread_3_7_10_20,holdout,cagr,0.19107182035166081
structure_sweep,spread_3_7_10_20,holdout,ann_return,0.17850214634816086
structure_sweep,spread_3_7_10_20,holdout,ann_vol,0.08229120333917682
structure_sweep,spread_3_7_10_20,holdout,sharpe,2.32189848487361
structure_sweep,spread_3_7_10_20,holdout,sortino,3.2281239673321602
structure_sweep,spread_3_7_10_20,holdout,max_drawdown,-0.07285258948618933
structure_sweep,spread_3_7_10_20,holdout,calmar,2.622718309661214
structure_sweep,spread_3_7_10_20,holdout,var_5,-0.01565909077372913
structure_sweep,spread_3_7_10_20,holdout,cvar_5,-0.02294392987886044
structure_sweep,spread_3_7_10_20,holdout,hit_rate,0.6538461538461539
structure_sweep,spread_3_7_10_20,holdout,n_weeks,104.0
structure_sweep,spread_3_7_10_20,full,n_trades,27.0
structure_sweep,spread_3_7_10_20,full,option_hit_rate,0.1111111111111111
structure_sweep,spread_3_7_10_20,full,avg_trade_return,-0.5248151836731
structure_sweep,spread_3_7_10_20,full,median_trade_return,-1.0
structure_sweep,spread_3_7_10_20,full,worst_trade_return,-1.0
structure_sweep,spread_3_7_10_20,full,best_trade_return,5.736606162295116
structure_sweep,spread_3_7_10_20,full,avg_premium_fraction,0.01
structure_sweep,spread_3_7_10_20,full,activations_per_year,1.2648648648648648
structure_sweep,spread_3_7_10_20,full,premium_spent_per_year,0.012648648648648649
structure_sweep,spread_3_7_10_20,full,avg_dte,60.0
structure_sweep,spread_3_7_10_20,full,avg_moneyness,0.050000000000000044
structure_sweep,spread_3_7_10_20,full,sharpe_ex_best,0.776386057396712
structure_sweep,spread_atm_10,full,cagr,0.07134169431933501
structure_sweep,spread_atm_10,full,ann_return,0.07222892351652743
structure_sweep,spread_atm_10,full,ann_vol,0.08082816426618807
structure_sweep,spread_atm_10,full,sharpe,0.8826341036818348
structure_sweep,spread_atm_10,full,sortino,1.099385354499445
structure_sweep,spread_atm_10,full,max_drawdown,-0.15793362601046557
structure_sweep,spread_atm_10,full,calmar,0.4517194730564061
structure_sweep,spread_atm_10,full,var_5,-0.017063045280824196
structure_sweep,spread_atm_10,full,cvar_5,-0.02649355089635857
structure_sweep,spread_atm_10,full,hit_rate,0.5576576576576576
structure_sweep,spread_atm_10,full,n_weeks,1110.0
structure_sweep,spread_atm_10,train,cagr,0.06226393578899714
structure_sweep,spread_atm_10,train,ann_return,0.06365062913152361
structure_sweep,spread_atm_10,train,ann_vol,0.08010240023734023
structure_sweep,spread_atm_10,train,sharpe,0.7773042456219984
structure_sweep,spread_atm_10,train,sortino,0.9529476173005674
structure_sweep,spread_atm_10,train,max_drawdown,-0.15793362601046557
structure_sweep,spread_atm_10,train,calmar,0.39424115916183156
structure_sweep,spread_atm_10,train,var_5,-0.016951679589900792
structure_sweep,spread_atm_10,train,cvar_5,-0.026486406915156857
structure_sweep,spread_atm_10,train,hit_rate,0.5506958250497018
structure_sweep,spread_atm_10,train,n_weeks,1006.0
structure_sweep,spread_atm_10,holdout,cagr,0.16325663311986593
structure_sweep,spread_atm_10,holdout,ann_return,0.15520742497146833
structure_sweep,spread_atm_10,holdout,ann_vol,0.08711331165308508
structure_sweep,spread_atm_10,holdout,sharpe,1.874072171311883
structure_sweep,spread_atm_10,holdout,sortino,2.672677831104471
structure_sweep,spread_atm_10,holdout,max_drawdown,-0.07285258948618945
structure_sweep,spread_atm_10,holdout,calmar,2.2409173685008716
structure_sweep,spread_atm_10,holdout,var_5,-0.018467304092046638
structure_sweep,spread_atm_10,holdout,cvar_5,-0.02498232083512993
structure_sweep,spread_atm_10,holdout,hit_rate,0.625
structure_sweep,spread_atm_10,holdout,n_weeks,104.0
structure_sweep,spread_atm_10,full,n_trades,50.0
structure_sweep,spread_atm_10,full,option_hit_rate,0.52
structure_sweep,spread_atm_10,full,avg_trade_return,0.20146226049765537
structure_sweep,spread_atm_10,full,median_trade_return,0.038176529707032114
structure_sweep,spread_atm_10,full,worst_trade_return,-1.0
structure_sweep,spread_atm_10,full,best_trade_return,2.875903370189641
structure_sweep,spread_atm_10,full,avg_premium_fraction,0.01
structure_sweep,spread_atm_10,full,activations_per_year,2.3423423423423424
structure_sweep,spread_atm_10,full,premium_spent_per_year,0.023423423423423424
structure_sweep,spread_atm_10,full,avg_dte,60.0
structure_sweep,spread_atm_10,full,avg_moneyness,0.0
structure_sweep,spread_atm_10,full,sharpe_ex_best,0.864145401117446
structure_sweep,spread_delta_40_20,full,cagr,0.07134169431933501
structure_sweep,spread_delta_40_20,full,ann_return,0.07240611859833171
structure_sweep,spread_delta_40_20,full,ann_vol,0.08300588910536096
structure_sweep,spread_delta_40_20,full,sharpe,0.8594775032019674
structure_sweep,spread_delta_40_20,full,sortino,1.0648950777433133
structure_sweep,spread_delta_40_20,full,max_drawdown,-0.15127489576873854
structure_sweep,spread_delta_40_20,full,calmar,0.47160299768706243
structure_sweep,spread_delta_40_20,full,var_5,-0.017702489282316186
structure_sweep,spread_delta_40_20,full,cvar_5,-0.02760571082843649
structure_sweep,spread_delta_40_20,full,hit_rate,0.5567567567567567
structure_sweep,spread_delta_40_20,full,n_weeks,1110.0
structure_sweep,spread_delta_40_20,train,cagr,0.06224452348209031
structure_sweep,spread_delta_40_20,train,ann_return,0.06381127041745012
structure_sweep,spread_delta_40_20,train,ann_vol,0.0823194607620861
structure_sweep,spread_delta_40_20,train,sharpe,0.7561337611526032
structure_sweep,spread_delta_40_20,train,sortino,0.9249709048873429
structure_sweep,spread_delta_40_20,train,max_drawdown,-0.15127489576873854
structure_sweep,spread_delta_40_20,train,calmar,0.4114663121450542
structure_sweep,spread_delta_40_20,train,var_5,-0.017141826602693228
structure_sweep,spread_delta_40_20,train,cvar_5,-0.027658556230970632
structure_sweep,spread_delta_40_20,train,hit_rate,0.5467196819085487
structure_sweep,spread_delta_40_20,train,n_weeks,1006.0
structure_sweep,spread_delta_40_20,holdout,cagr,0.16346228242433813
structure_sweep,spread_delta_40_20,holdout,ann_return,0.15554474619416697
structure_sweep,spread_delta_40_20,holdout,ann_vol,0.08897233717587613
structure_sweep,spread_delta_40_20,holdout,sharpe,1.8372259020375508
structure_sweep,spread_delta_40_20,holdout,sortino,2.548794666683273
structure_sweep,spread_delta_40_20,holdout,max_drawdown,-0.07285258948618945
structure_sweep,spread_delta_40_20,holdout,calmar,2.2437401824313388
structure_sweep,spread_delta_40_20,holdout,var_5,-0.019366065598639747
structure_sweep,spread_delta_40_20,holdout,cvar_5,-0.02512540724375456
structure_sweep,spread_delta_40_20,holdout,hit_rate,0.6538461538461539
structure_sweep,spread_delta_40_20,holdout,n_weeks,104.0
structure_sweep,spread_delta_40_20,full,n_trades,47.0
structure_sweep,spread_delta_40_20,full,option_hit_rate,0.46808510638297873
structure_sweep,spread_delta_40_20,full,avg_trade_return,0.3697956274371262
structure_sweep,spread_delta_40_20,full,median_trade_return,-0.32516239889060095
structure_sweep,spread_delta_40_20,full,worst_trade_return,-1.0
structure_sweep,spread_delta_40_20,full,best_trade_return,2.286898537196485
structure_sweep,spread_delta_40_20,full,avg_premium_fraction,0.010000000000000002
structure_sweep,spread_delta_40_20,full,activations_per_year,2.201801801801802
structure_sweep,spread_delta_40_20,full,premium_spent_per_year,0.02201801801801802
structure_sweep,spread_delta_40_20,full,avg_dte,60.0
structure_sweep,spread_delta_40_20,full,avg_moneyness,0.01780467183380507
structure_sweep,spread_delta_40_20,full,sharpe_ex_best,0.8448859272413501
structure_sweep,naked_call_5otm,full,cagr,0.07134169431933501
structure_sweep,naked_call_5otm,full,ann_return,0.07265549005508648
structure_sweep,naked_call_5otm,full,ann_vol,0.08598435824015599
structure_sweep,naked_call_5otm,full,sharpe,0.8297054927138756
structure_sweep,naked_call_5otm,full,sortino,0.9876304330699468
structure_sweep,naked_call_5otm,full,max_drawdown,-0.1885727256811316
structure_sweep,naked_call_5otm,full,calmar,0.3783245644970459
structure_sweep,naked_call_5otm,full,var_5,-0.017179236615332615
structure_sweep,naked_call_5otm,full,cvar_5,-0.029419442738675063
structure_sweep,naked_call_5otm,full,hit_rate,0.5567567567567567
structure_sweep,naked_call_5otm,full,n_weeks,1110.0
structure_sweep,naked_call_5otm,train,cagr,0.05967205433776912
structure_sweep,naked_call_5otm,train,ann_return,0.06171263096915217
structure_sweep,naked_call_5otm,train,ann_vol,0.08624940069352117
structure_sweep,naked_call_5otm,train,sharpe,0.6918547127047056
structure_sweep,naked_call_5otm,train,sortino,0.8128185873846301
structure_sweep,naked_call_5otm,train,max_drawdown,-0.1885727256811316
structure_sweep,naked_call_5otm,train,calmar,0.3164405357255747
structure_sweep,naked_call_5otm,train,var_5,-0.017183143393868894
structure_sweep,naked_call_5otm,train,cvar_5,-0.029914274308876266
