Date,baseline_equity,overlay_equity,baseline_return,overlay_return
2006-06-30,1.0048338107612982,1.0048338107612982,0.004833810761298185,0.004833810761298185
2006-07-07,1.0084031697864326,1.0084031697864326,0.0035521884185307773,0.0035521884185307773
2006-07-14,0.9956905513980364,0.9956905513980364,-0.012606682296614102,-0.012606682296614102
2006-07-21,1.01855242814597,1.01855242814597,0.02296082524418197,0.02296082524418197
2006-07-28,1.0268960969222296,1.0268960969222296,0.008191692980838772,0.008191692980838772
2006-08-04,1.0100363295351134,1.0100363295351134,-0.016418182362994305,-0.016418182362994305
2006-08-11,1.015674042108397,1.015674042108397,0.005581692864333299,0.005581692864333299
2006-08-18,1.0176705742627774,1.0176705742627774,0.0019657213550874353,0.0019657213550874353
2006-08-25,1.0267817321810737,1.0267817321810737,0.008952954078383035,0.008952954078383035
2006-09-01,1.01612382379232,1.01612382379232,-0.010379916251640253,-0.010379916251640253
2006-09-08,1.005175520888174,1.005175520888174,-0.010774575546595555,-0.010774575546595555
2006-09-15,1.0082447447723741,1.0082447447723741,0.003053420840857912,0.003053420840857912
2006-09-22,1.0183486175460255,1.0183486175460255,0.010021250124078174,0.010021250124078174
2006-09-29,1.015512651349881,1.015512651349881,-0.002784867723372164,-0.002784867723372164
2006-10-06,1.0286012590934375,1.0286012590934375,0.012888670294908033,0.012888670294908033
2006-10-13,1.0311395784939956,1.0311395784939956,0.002467738959210708,0.002467738959210708
2006-10-20,1.0379804865307787,1.0379804865307787,0.006634318165513964,0.006634318165513964
2006-10-27,1.0380985204443853,1.0380985204443853,0.00011371496395007341,0.00011371496395007341
2006-11-03,1.0473829995286323,1.0473829995286323,0.00894373597630449,0.00894373597630449
2006-11-10,1.0528485459988381,1.0528485459988381,0.005218288317325737,0.005218288317325737
2006-11-17,1.0779489104787559,1.0779489104787559,0.023840432297035585,0.023840432297035585
2006-11-24,1.0818858823442667,1.0785507897759201,0.003652280574004463,0.0005583560513058305
2006-12-01,1.084954812538447,1.0790835098188174,0.002836648711535439,0.0004939220739044181
2006-12-08,1.086209009113642,1.0831566039436313,0.0011559896879582698,0.0037745865706888537
2006-12-15,1.0799220943119607,1.0831659268115796,-0.005787942052525863,8.60712838224309e-06
2006-12-22,1.0927142823940215,1.0853227279405067,0.011845473066472323,0.001991201048278768
2006-12-29,1.069258098862996,1.0629554733466335,-0.021465980548579844,-0.02060885119057343
2007-01-05,1.0918396818263205,1.078835406680022,0.021118926279199313,0.014939415367411168
2007-01-12,1.1034654938066768,1.0988035225174644,0.010647911203327753,0.018508954854282722
2007-01-19,1.1091961381357183,1.0986534316342955,0.0051933153879348826,-0.00013659483255479277
2007-01-26,1.1259075827636829,1.1094594246235412,0.015066266509052628,0.009835670356184378
2007-02-02,1.1294334670771498,1.1198242687404882,0.003131593007671407,0.009342247122254177
2007-02-09,1.1428518178900327,1.123516538087909,0.011880603155498992,0.0032971863983388694
2007-02-16,1.1415598397714428,1.1190609555602682,-0.0011304861210923445,-0.003965747166680522
2007-02-23,1.1017250137204209,1.0951602202150288,-0.03489508360682825,-0.02135784938835017
2007-03-02,1.1132440193647586,1.092083141543453,0.010455427171830456,-0.0028097063925235366
2007-03-09,1.102870681816605,1.0820753049517753,-0.009318116574363322,-0.009163987805482998
2007-03-16,1.1319705835362526,1.1104544399397818,0.026385597331969546,0.02622658040354331
2007-03-23,1.1263498314628368,1.1071714370726597,-0.004965457720514821,-0.0029564498542596906
2007-03-30,1.139427758593054,1.1180099883459769,0.011610892783845195,0.009789406509595366
2007-04-06,1.1419325628475376,1.1215582087118763,0.002198300186732949,0.0031736929033601147
2007-04-13,1.1559499447753045,1.1358026224014606,0.012275139867115259,0.01270055676017412
2007-04-20,1.152584860127612,1.1421391393438718,-0.002911098930279854,0.005578889163870615
2007-04-27,1.1565668960893043,1.1473537403214462,0.00345487443002801,0.004565644235403843
2007-05-04,1.1553201521987029,1.152762834591634,-0.001077969544880708,0.0047144085386190415
2007-05-11,1.13915951097953,1.1244247907700677,-0.013988019847500532,-0.024582718119642633
2007-05-18,1.1396490128916104,1.125600785081419,0.0004297044508361214,0.00104586302348042
2007-05-25,1.159038694768113,1.159038694768113,0.017013731119992492,0.02970672207222691
2007-06-01,1.1362726768771718,1.1362726768771718,-0.019642155170234377,-0.019642155170234377
2007-06-08,1.1454712390082056,1.1454712390082056,0.0080953826649377,0.0080953826649377
2007-06-15,1.1361234971099587,1.1361234971099587,-0.008160608123465862,-0.008160608123465862
2007-06-22,1.142606716556289,1.142606716556289,0.005706439011975428,0.005706439011975428
2007-06-29,1.1562947428177823,1.1562947428177823,0.0119796479953731,0.0119796479953731
2007-07-06,1.1692768282102544,1.1692768282102544,0.011227315070927224,0.011227315070927224
2007-07-13,1.1659221177037868,1.1659221177037868,-0.002869047282500592,-0.002869047282500592
2007-07-20,1.1259258239898822,1.1259258239898822,-0.034304430035751454,-0.034304430035751454
2007-07-27,1.1266662076568652,1.1266662076568652,0.0006575776584991644,0.0006575776584991644
2007-08-03,1.1252692202746704,1.1252692202746704,-0.001239930134320999,-0.001239930134320999
2007-08-10,1.1182866892136318,1.1182866892136318,-0.006205209327003636,-0.006205209327003636
2007-08-17,1.1424845075006433,1.1424845075006433,0.021638295904270466,0.021638295904270466
2007-08-24,1.1516589008048166,1.1516589008048166,0.008030212439592344,0.008030212439592344
2007-08-31,1.1510074053271537,1.1510074053271537,-0.0005657017691675925,-0.0005657017691675925
2007-09-07,1.1569403364530302,1.1569403364530302,0.005154555130068905,0.005154555130068905
2007-09-14,1.1629036131253458,1.1629036131253458,0.005154351079674546,0.005154351079674546
2007-09-21,1.1692807933651665,1.1692807933651665,0.005483842485175305,0.005483842485175305
2007-09-28,1.185641226447838,1.185641226447838,0.013991877037154099,0.013991877037154099
2007-10-05,1.1919849761441086,1.1919849761441086,0.0053504800227606175,0.0053504800227606175
2007-10-12,1.187400581171901,1.187400581171901,-0.003846017411257452,-0.003846017411257452
2007-10-19,1.2067565632734794,1.2067565632734794,0.01630113915093001,0.01630113915093001
2007-10-26,1.210859110705293,1.210859110705293,0.003399647912984971,0.003399647912984971
2007-11-02,1.2100553331691217,1.2100553331691217,-0.000663807646211767,-0.000663807646211767
2007-11-09,1.2053369031148762,1.2053369031148762,-0.0038993506535672795,-0.0038993506535672795
2007-11-16,1.2080331370860715,1.2080331370860715,0.002236913152022124,0.002236913152022124
2007-11-23,1.2091960028506568,1.2091960028506568,0.0009626108166123082,0.0009626108166123082
2007-11-30,1.2112192120579774,1.2112192120579774,0.0016731854906490984,0.0016731854906490984
2007-12-07,1.2032096335679985,1.2032096335679985,-0.006612823186952221,-0.006612823186952221
2007-12-14,1.2092690667570938,1.2092690667570938,0.005036057740932964,0.005036057740932964
2007-12-21,1.2116512135800117,1.2116512135800117,0.001969906357818463,0.001969906357818463
2007-12-28,1.2170203025212858,1.2170203025212858,0.004431216575445207,0.004431216575445207
2008-01-04,1.2237468101966171,1.2237468101966171,0.005527029961124086,0.005527029961124086
2008-01-11,1.2136599971567175,1.2136599971567175,-0.008242565337742591,-0.008242565337742591
2008-01-18,1.222289666669251,1.222289666669251,0.007110450647422439,0.007110450647422439
2008-01-25,1.2282098561673689,1.2282098561673689,0.004843524133072652,0.004843524133072652
2008-02-01,1.2216490255014523,1.2216490255014523,-0.0053417831105749825,-0.0053417831105749825
2008-02-08,1.2193112328624327,1.2193112328624327,-0.001913636887697745,-0.001913636887697745
2008-02-15,1.224885529776209,1.224885529776209,0.00457167683159132,0.00457167683159132
2008-02-22,1.2314944999498225,1.2314944999498225,0.005395581883330003,0.005395581883330003
2008-02-29,1.2232819856339883,1.2232819856339883,-0.006668738119552153,-0.006668738119552153
2008-03-07,1.2294241052488446,1.2294241052488446,0.005021016974817272,0.005021016974817272
2008-03-14,1.2231672458582052,1.2231672458582052,-0.005089260381284766,-0.005089260381284766
2008-03-21,1.2258149376905714,1.2258149376905714,0.0021646196309879073,0.0021646196309879073
2008-03-28,1.2291676179649045,1.2291676179649045,0.002735062341995498,0.002735062341995498
2008-04-04,1.2305597917996844,1.2305597917996844,0.0011326151246036087,0.0011326151246036087
2008-04-11,1.2259643401403286,1.2259643401403286,-0.0037344399597478706,-0.0037344399597478706
2008-04-18,1.220850598334988,1.220850598334988,-0.004171199469598985,-0.004171199469598985
2008-04-25,1.2184371155909226,1.2184371155909226,-0.001976886236003783,-0.001976886236003783
2008-05-02,1.2245086492297552,1.2245086492297552,0.004983050467801897,0.004983050467801897
2008-05-09,1.2270269402200933,1.2270269402200933,0.0020565726439925047,0.0020565726439925047
2008-05-16,1.2269015516715178,1.2269015516715178,-0.00010218891245616923,-0.00010218891245616923
2008-05-23,1.2181645822329703,1.2181645822329703,-0.00712116585609035,-0.00712116585609035
2008-05-30,1.2226804136141822,1.2226804136141822,0.003707078211824255,0.003707078211824255
2008-06-06,1.2092914794964105,1.2092914794964105,-0.01095047730272769,-0.01095047730272769
2008-06-13,1.2147899096773327,1.2147899096773327,0.004546819583324924,0.004546819583324924
2008-06-20,1.2234666967764205,1.2234666967764205,0.007142623617439003,0.007142623617439003
2008-06-27,1.221429261109834,1.221429261109834,-0.0016652972017584533,-0.0016652972017584533
2008-07-04,1.2289169885692401,1.2289169885692401,0.006130299721657684,0.006130299721657684
2008-07-11,1.2167496557117663,1.2167496557117663,-0.009900858211456254,-0.009900858211456254
2008-07-18,1.2071113082325629,1.2071113082325629,-0.00792138911563145,-0.00792138911563145
2008-07-25,1.206909958460995,1.206909958460995,-0.00016680298676241545,-0.00016680298676241545
2008-08-01,1.1861891333184749,1.1861891333184749,-0.017168492974357852,-0.017168492974357852
2008-08-08,1.177188524410275,1.177188524410275,-0.00758783625257109,-0.00758783625257109
2008-08-15,1.193436331690108,1.193436331690108,0.013802213445779588,0.013802213445779588
2008-08-22,1.1940813314358119,1.1940813314358119,0.0005404559326516178,0.0005404559326516178
2008-08-29,1.1878335853531499,1.1878335853531499,-0.005232261754858358,-0.005232261754858358
2008-09-05,1.1752119847111373,1.1752119847111373,-0.010625731413597017,-0.010625731413597017
2008-09-12,1.1868826910125634,1.1868826910125634,0.009930724374202837,0.009930724374202837
2008-09-19,1.1800147863720862,1.1800147863720862,-0.005786506697319838,-0.005786506697319838
2008-09-26,1.167248363479425,1.167248363479425,-0.010818866882093103,-0.010818866882093103
2008-10-03,1.1343083074711073,1.1343083074711073,-0.028220263175291582,-0.028220263175291582
2008-10-10,1.129546910964048,1.129546910964048,-0.004197621119142458,-0.004197621119142458
2008-10-17,1.1284880065672882,1.1284880065672882,-0.0009374594242004264,-0.0009374594242004264
2008-10-24,1.1342574487519634,1.1342574487519634,0.005112541871158394,0.005112541871158394
2008-10-31,1.1429365983434152,1.1429365983434152,0.007651833894502191,0.007651833894502191
2008-11-07,1.141891538404101,1.141891538404101,-0.0009143638770766627,-0.0009143638770766627
2008-11-14,1.1503255178889322,1.1503255178889322,0.0073859724861595755,0.0073859724861595755
2008-11-21,1.15978951058031,1.15978951058031,0.008227230070272595,0.008227230070272595
2008-11-28,1.1644206840304927,1.1644206840304927,0.003993115481675247,0.003993115481675247
2008-12-05,1.1766748070011859,1.1766748070011859,0.010523793624377387,0.010523793624377387
2008-12-12,1.2037480388036803,1.2037480388036803,0.023008253122621003,0.023008253122621003
2008-12-19,1.2125196892334669,1.2125196892334669,0.007286948885502742,0.007286948885502742
2008-12-26,1.2070911599979615,1.2070911599979615,-0.004477064812809073,-0.004477064812809073
2009-01-02,1.2068578760113415,1.2068578760113415,-0.00019326128328234216,-0.00019326128328234216
2009-01-09,1.203439055240982,1.203439055240982,-0.002832827989372566,-0.002832827989372566
2009-01-16,1.1908606379261326,1.1908606379261326,-0.01045206008569377,-0.01045206008569377
2009-01-23,1.1888445964810226,1.1888445964810226,-0.001692928106701852,-0.001692928106701852
2009-01-30,1.1843847216604408,1.1843847216604408,-0.003751436338931935,-0.003751436338931935
2009-02-06,1.185126294534044,1.185126294534044,0.00062612499134862,0.00062612499134862
2009-02-13,1.1840941755748722,1.1840941755748722,-0.0008708936456240934,-0.0008708936456240934
2009-02-20,1.1685673946358406,1.1685673946358406,-0.013112792258684558,-0.013112792258684558
2009-02-27,1.1646592091840064,1.1646592091840064,-0.003344424523372913,-0.003344424523372913
2009-03-06,1.1685460391115476,1.1685460391115476,0.003337310946319061,0.003337310946319061
2009-03-13,1.1766129087223338,1.1766129087223338,0.006903339141793197,0.006903339141793197
2009-03-20,1.181059027895842,1.181059027895842,0.0037787441736774063,0.0037787441736774063
2009-03-27,1.1761684709283096,1.1761684709283096,-0.0041408234914772635,-0.0041408234914772635
2009-04-03,1.1763530548072862,1.1763530548072862,0.0001569365984033233,0.0001569365984033233
2009-04-10,1.1785005053960673,1.1785005053960673,0.0018255153756818743,0.0018255153756818743
2009-04-17,1.1837673457266944,1.1837673457266944,0.004469103158218024,0.004469103158218024
2009-04-24,1.172568866119427,1.172568866119427,-0.009460034226905445,-0.009460034226905445
2009-05-01,1.1790377602830875,1.1790377602830875,0.005516856493955169,0.005516856493955169
2009-05-08,1.1860574461775495,1.1860574461775495,0.0059537413736237,0.0059537413736237
2009-05-15,1.18897730347725,1.18897730347725,0.002461817772073882,0.002461817772073882
2009-05-22,1.1995373564261302,1.1995373564261302,0.00888162702349038,0.00888162702349038
2009-05-29,1.1887285008871524,1.1887285008871524,-0.009010853627086202,-0.009010853627086202
2009-06-05,1.1913629111454827,1.1913629111454827,0.0022161580683597304,0.0022161580683597304
2009-06-12,1.1848327292548833,1.1848327292548833,-0.00548127008949828,-0.00548127008949828
2009-06-19,1.1964394186182183,1.1964394186182183,0.00979605734780331,0.00979605734780331
2009-06-26,1.1906763113618122,1.1906763113618122,-0.004816881796708139,-0.004816881796708139
2009-07-03,1.186747848609852,1.186747848609852,-0.0032993540851309344,-0.0032993540851309344
2009-07-10,1.1968687655238741,1.1968687655238741,0.008528279133497296,0.008528279133497296
2009-07-17,1.220066868400008,1.220066868400008,0.01938232790792238,0.01938232790792238
2009-07-24,1.2411170098852866,1.2411170098852866,0.01725326867771093,0.01725326867771093
2009-07-31,1.240575911612907,1.240575911612907,-0.00043597684027363304,-0.00043597684027363304
2009-08-07,1.238007334248256,1.238007334248256,-0.002070471738655155,-0.002070471738655155
2009-08-14,1.24757799289115,1.24757799289115,0.00773069623913436,0.00773069623913436
2009-08-21,1.2563112884147627,1.2563112884147627,0.007000200046310745,0.007000200046310745
2009-08-28,1.2621281657427026,1.2621281657427026,0.004630124222858578,0.004630124222858578
2009-09-04,1.2820608881362825,1.2820608881362825,0.015792946338259117,0.015792946338259117
2009-09-11,1.2903803027247083,1.2903803027247083,0.006489094757831326,0.006489094757831326
2009-09-18,1.2890233896411536,1.2890233896411536,-0.0010515605985998988,-0.0010515605985998988
2009-09-25,1.2796515876870431,1.2796515876870431,-0.00727046695151079,-0.00727046695151079
2009-10-02,1.3083198791666546,1.3083198791666546,0.022403200805173107,0.022403200805173107
2009-10-09,1.3139087586046323,1.3139087586046323,0.004271798913227265,0.004271798913227265
2009-10-16,1.3176263892897095,1.3176263892897095,0.0028294435673184015,0.0028294435673184015
2009-10-23,1.2927852312874843,1.2927852312874843,-0.018852960295988153,-0.018852960295988153
2009-10-30,1.3196288351359777,1.3196288351359777,0.020764163450227358,0.020764163450227358
2009-11-06,1.3409632200135966,1.3409632200135966,0.016166958700489786,0.016166958700489786
2009-11-13,1.3342064150740731,1.3342064150740731,-0.00503876977286144,-0.00503876977286144
2009-11-20,1.3296426103070458,1.3296426103070458,-0.003420613718735588,-0.003420613718735588
2009-11-27,1.3622729364193464,1.3622729364193464,0.02454067420775985,0.02454067420775985
2009-12-04,1.3547730352304228,1.3547730352304228,-0.005505432126279075,-0.005505432126279075
2009-12-11,1.3513269444412235,1.3513269444412235,-0.002543666503233344,-0.002543666503233344
2009-12-18,1.374621488558563,1.374621488558563,0.01723827398925426,0.01723827398925426
2009-12-25,1.3675477635818174,1.3675477635818174,-0.005145943836628919,-0.005145943836628919
2010-01-01,1.4013546411357762,1.4013546411357762,0.02472080204746452,0.02472080204746452
2010-01-08,1.391635857546525,1.391635857546525,-0.006935277697709852,-0.006935277697709852
2010-01-15,1.345049689382332,1.345049689382332,-0.0334758319941002,-0.0334758319941002
2010-01-22,1.328118319308272,1.328118319308272,-0.012587914192103367,-0.012587914192103367
2010-01-29,1.314427874584066,1.314427874584066,-0.010308151408781385,-0.010308151408781385
2010-02-05,1.330320168858603,1.330320168858603,0.012090655243876203,0.012090655243876203
2010-02-12,1.3715374842214325,1.3715374842214325,0.03098300418777633,0.03098300418777633
2010-02-19,1.371268541196337,1.371268541196337,-0.00019608871663334693,-0.00019608871663334693
2010-02-26,1.4091084299529886,1.4091084299529886,0.02759480555401561,0.02759480555401561
2010-03-05,1.4251365383789212,1.4251365383789212,0.011374645190695087,0.011374645190695087
2010-03-12,1.429664542457351,1.429664542457351,0.0031772422897671238,0.0031772422897671238
2010-03-19,1.4353887990433667,1.4353887990433667,0.004003915894966958,0.004003915894966958
2010-03-26,1.4426835429701783,1.4426835429701783,0.005082068309069543,0.005082068309069543
2010-04-02,1.465119610308726,1.465119610308726,0.01555162076109684,0.01555162076109684
2010-04-09,1.4541351027995828,1.4541351027995828,-0.007497345221410767,-0.007497345221410767
2010-04-16,1.4865546272297154,1.4865546272297154,0.022294712759300506,0.022294712759300506
2010-04-23,1.4706834424973867,1.4706834424973867,-0.010676489408199985,-0.010676489408199985
2010-04-30,1.4197170203240004,1.4197170203240004,-0.034654923487028255,-0.034654923487028255
2010-05-07,1.4538883469924397,1.4538883469924397,0.0240691110828839,0.0240691110828839
2010-05-14,1.395353381846041,1.395353381846041,-0.04026097689515562,-0.04026097689515562
2010-05-21,1.4184919507444722,1.4184919507444722,0.016582587034561058,0.016582587034561058
2010-05-28,1.3949148614138547,1.3949148614138547,-0.016621235896505104,-0.016621235896505104
2010-06-04,1.4234008660312267,1.4234008660312267,0.020421321333188303,0.020421321333188303
2010-06-11,1.4421469919112504,1.4421469919112504,0.013169955370543107,0.013169955370543107
2010-06-18,1.425594439568477,1.425594439568477,-0.011477715125860155,-0.011477715125860155
2010-06-25,1.3831246867195457,1.3831246867195457,-0.029790908038184183,-0.029790908038184183
2010-07-02,1.4051145559187146,1.4051145559187146,0.0158986889687609,0.0158986889687609
2010-07-09,1.3931107677372276,1.3931107677372276,-0.008542924938699015,-0.008542924938699015
2010-07-16,1.4150461280787252,1.4150461280787252,0.015745596724606736,0.015745596724606736
2010-07-23,1.417759991692263,1.417759991692263,0.0019178622941589119,0.0019178622941589119
2010-07-30,1.4287745556613347,1.4287745556613347,0.007768990543966847,0.007768990543966847
2010-08-06,1.4252769423657596,1.4252769423657596,-0.002447981230989993,-0.002447981230989993
2010-08-13,1.4413771628846723,1.4413771628846723,0.011296204997316872,0.011296204997316872
2010-08-20,1.4429231025889573,1.4429231025889573,0.0010725434980467519,0.0010725434980467519
2010-08-27,1.4608749745625347,1.4608749745625347,0.012441322715928127,0.012441322715928127
2010-09-03,1.4557956824009948,1.4557956824009948,-0.003476883545808551,-0.003476883545808551
2010-09-10,1.4685855498551623,1.4685855498551623,0.00878548247448685,0.00878548247448685
2010-09-17,1.4802604186501478,1.4802604186501478,0.00794973693983092,0.00794973693983092
2010-09-24,1.4918571382438588,1.4918571382438588,0.007834242845111028,0.007834242845111028
2010-10-01,1.5085170670027024,1.5085170670027024,0.01116724137436842,0.01116724137436842
2010-10-08,1.5032158987440847,1.5032158987440847,-0.003514158622779595,-0.003514158622779595
2010-10-15,1.5048335799462287,1.5048335799462287,0.0010761469483495656,0.0010761469483495656
2010-10-22,1.506227014474142,1.506227014474142,0.0009259725105039696,0.0009259725105039696
2010-10-29,1.5272818111483966,1.5272818111483966,0.01397850156180147,0.01397850156180147
2010-11-05,1.48726547521572,1.48726547521572,-0.026201016499101448,-0.026201016499101448
2010-11-12,1.4824748501608425,1.4824748501608425,-0.003221096122185352,-0.003221096122185352
2010-11-19,1.4839888710922826,1.4839888710922826,0.0010212793365607098,0.0010212793365607098
2010-11-26,1.5135484794710443,1.5135484794710443,0.019919022948605036,0.019919022948605036
2010-12-03,1.4964382009732367,1.4964382009732367,-0.011304744268110456,-0.011304744268110456
2010-12-10,1.4949959525190575,1.4949959525190575,-0.0009637875144066221,-0.0009637875144066221
2010-12-17,1.5083411552636565,1.5083411552636565,0.00892658118713463,0.00892658118713463
2010-12-24,1.534923542383529,1.534923542383529,0.017623590675828193,0.017623590675828193
2010-12-31,1.50854123529819,1.50854123529819,-0.01718802686703924,-0.01718802686703924
2011-01-07,1.5146581173490612,1.5146581173490612,0.004054832514844842,0.004054832514844842
2011-01-14,1.5049164817457867,1.5049164817457867,-0.006431573892281439,-0.006431573892281439
2011-01-21,1.5084456737517802,1.5084456737517802,0.0023451082161711767,0.0023451082161711767
2011-01-28,1.5266502881380613,1.5266502881380613,0.012068458747342747,0.012068458747342747
2011-02-04,1.5370886816536726,1.5370886816536726,0.006837449019409858,0.006837449019409858
2011-02-11,1.5572198999042923,1.5572198999042923,0.013096979042849677,0.013096979042849677
2011-02-18,1.5569192922676314,1.5613086867594728,-0.000193041224736068,0.0026256965091646656
2011-02-25,1.5688593785050076,1.5585375340873426,0.007669046363980581,-0.0017748909588671813
2011-03-04,1.549835147119484,1.537631216842769,-0.01212615461026978,-0.013414060802081407
2011-03-11,1.5385591189030885,1.518297525308847,-0.0072756307258569075,-0.01257368562900274
2011-03-18,1.5618151486443204,1.535306960435513,0.015115460599143038,0.011202965718597024
2011-03-25,1.576852500434337,1.5551021809983503,0.009628125199751869,0.012893330827616456
2011-04-01,1.5760800198887954,1.5577524573657962,-0.0004898876371307592,0.0017042458044425057
2011-04-08,1.5781344305838745,1.555701401725305,0.0013034939020570846,-0.001316676234913161
2011-04-15,1.5942813916335465,1.5673036460015917,0.010231676552230118,0.007457886367794986
2011-04-22,1.617092347126453,1.5909632954685773,0.014307985787586519,0.015095766239901609
2011-04-29,1.5742506016713618,1.5531388222001192,-0.026493072910288795,-0.023774573163435453
2011-05-06,1.5691474745895362,1.5381024505969008,-0.003241623078566791,-0.009681279862619463
2011-05-13,1.5779314278654217,1.5464331917397585,0.0055979144204933995,0.005416245933178798
2011-05-20,1.590693978220667,1.590693978220667,0.008088152710482577,0.02862120828583259
2011-05-27,1.5840950762687909,1.5840950762687909,-0.004148442153064313,-0.004148442153064313
2011-06-03,1.555434742465992,1.555434742465992,-0.018092559109713302,-0.018092559109713302
2011-06-10,1.5522111066887365,1.5522111066887365,-0.0020724982471104214,-0.0020724982471104214
2011-06-17,1.5505879561931835,1.5505879561931835,-0.0010457021525993593,-0.0010457021525993593
2011-06-24,1.600422123733916,1.600422123733916,0.03213888469963311,0.03213888469963311
2011-07-01,1.6116499522538135,1.6116499522538135,0.007015541933213187,0.007015541933213187
2011-07-08,1.5943682287637921,1.6099651134751247,-0.010723000652749448,-0.0010454123591370212
2011-07-15,1.619022472463253,1.642726942416822,0.015463331026469795,0.020349403019659595
2011-07-22,1.5901867007223796,1.607839855121447,-0.017810606233896964,-0.021237301461707436
2011-07-29,1.535451742045775,1.5830523649933306,-0.0344204605985825,-0.015416641184232915
2011-08-05,1.5627702993699844,1.7391473846988628,0.01779186969940927,0.09860382584766225
2011-08-12,1.5748293158057438,1.850552770497559,0.007716435640363173,0.0640574725171934
2011-08-19,1.5903491294407837,1.9646051054079596,0.009854917913500572,0.061631495588064356
2011-08-26,1.6019443284521717,1.9515410974983698,0.007290977054494441,-0.006649686429923585
2011-09-02,1.594467637446267,1.9818468634131283,-0.004667260199440859,0.015529145634497032
2011-09-09,1.598340634421779,1.98824131216471,0.0024290220036795596,0.003226510014284978
2011-09-16,1.563075901740393,1.9536223575117164,-0.02206333989259024,-0.017411847566582317
2011-09-23,1.5552872766188794,1.9435949939075647,-0.00498288350094922,-0.0051327031376336985
2011-09-30,1.554460947172442,1.942944097401632,-0.0005313034182559129,-0.00033489307596124007
2011-10-07,1.5641386316375183,1.5641386316375183,0.006225749500288202,-0.19496467565418052
2011-10-14,1.5620652808274593,1.5620652808274593,-0.0013255543774201017,-0.0013255543774201017
2011-10-21,1.5783075896517809,1.5783075896517809,0.010397970573750692,0.010397970573750692
