trade_id,variant,underlying,pilot_date,open_date,add_date,exit_date,exit_index,exit_reason,profit_variant,dte_bucket,moneyness_bucket,avg_dte,avg_moneyness,pilot_spot,exit_spot,weeks_held,stage_count,addon_taken,partial_taken,premium_fraction,total_budget,trade_return,incremental_dollars,tilt_incremental_dollars,vol_scaled_tilt_incremental_dollars,pilot_surplus,peak_option_return,partial_date,runner_return,runner_best_return,runner_worst_return
8,v3|dte=60-90|mny=itm_atm|profit=partial_runner,QQQ,2014-09-19,2014-09-19,,2014-10-17,510,thesis_invalidated:panic_returned|credit_deteriorated|lost_recovery_ma,partial_runner,60-90,itm_atm,75.0,-0.010000000000000009,91.60169982910156,85.20659637451172,4,1,False,False,0.00125,0.002374676562069673,-0.9836401775211195,-0.0021700410253169076,-0.00016578624975254735,-0.000248679374628821,0.025553202376027352,-0.35852533476824244,,,,
9,v3|dte=60-90|mny=itm_atm|profit=partial_runner,QQQ,2015-04-17,2015-04-17,,2015-04-24,537,thesis_invalidated:lost_recovery_ma|surplus_materially_negative,partial_runner,60-90,itm_atm,75.0,-0.010000000000000009,97.71247100830078,101.88793182373048,1,1,False,False,0.00125,0.0026135743305263155,0.5206537536466785,0.001249083719618557,0.00011168356600457389,0.0001027328884503814,0.0098779669234949,0.6006881617333459,,,,
10,v3|dte=60-90|mny=itm_atm|profit=partial_runner,SPY,2016-06-03,2016-06-03,2016-06-10,2016-06-24,598,thesis_invalidated:lost_recovery_ma,partial_runner,60-90,itm_atm,75.0,-0.010000000000000009,178.65170288085938,173.5685272216797,3,2,True,False,0.0025,0.005034919823623753,-0.6977396730107253,-0.0033722577310818106,-0.00014080558028864554,-0.0002112083704329683,0.014854063171944445,-0.10947146969017571,,,,
11,v3|dte=60-90|mny=itm_atm|profit=partial_runner,SPY,2018-08-17,2018-08-17,2018-08-24,2018-10-12,718,time_stop,partial_runner,60-90,itm_atm,75.0,-0.010000000000000009,253.03610229492188,246.0583953857422,8,2,True,False,0.0025,0.005592727001624468,-0.9613687237397225,-0.005199242837642516,-0.0001774299821338837,-0.00026614497320082554,0.016242083579952736,0.7439504234138473,,,,
12,v3|dte=60-90|mny=itm_atm|profit=partial_runner,SPY,2020-07-31,2020-07-31,,2020-09-04,817,thesis_invalidated:surplus_materially_negative,partial_runner,60-90,itm_atm,75.0,-0.009999999999999898,301.4715270996094,316.290283203125,5,1,False,False,0.00125,0.0031785265543551613,0.35025996471047977,0.0009570709358280977,0.0001562396629316639,0.00011995702054302159,0.043146859658995264,0.8792103021328785,,,,
13,v3|dte=60-90|mny=itm_atm|profit=partial_runner,SPY,2020-10-16,2020-10-16,2020-10-23,2020-11-06,826,thesis_invalidated:lost_recovery_ma|surplus_materially_negative,partial_runner,60-90,itm_atm,75.0,-0.010000000000000009,321.93170166015625,324.5921630859375,3,2,True,False,0.0025,0.006113896555351983,-0.01839175650425732,-0.00017627264734919245,6.382735061094122e-05,7.319070082348499e-05,0.021563692812280152,0.0332718352586765,,,,
14,v3|dte=60-90|mny=itm_atm|profit=partial_runner,QQQ,2020-10-16,2020-10-16,,2020-11-06,826,thesis_invalidated:lost_recovery_ma|surplus_materially_negative,partial_runner,60-90,itm_atm,75.0,-0.009999999999999898,279.1197204589844,285.0211181640625,3,1,False,False,0.00125,0.0030927268769259894,0.0342074734665203,4.040518666560408e-05,6.538918591603588e-05,5.001036448397383e-05,0.02032237257700835,0.08863944575423184,,,,
15,v3|dte=60-90|mny=itm_atm|profit=partial_runner,SPY,2023-06-09,2023-06-09,2023-06-16,2023-08-04,969,time_stop,partial_runner,60-90,itm_atm,75.0,-0.010000000000000009,413.6953430175781,431.5650329589844,8,2,True,True,0.0025,0.007232071062822365,0.6966707510636522,0.004736631246009516,0.0003017411330726459,0.0003872648886163777,0.04231642544880034,1.1845343409717415,2023-07-28,0.31803387820414986,0.31803387820414986,0.31803387820414986
16,v3|dte=60-90|mny=itm_atm|profit=partial_runner,SPY,2024-02-09,2024-02-09,2024-02-23,2024-04-05,1004,time_stop,partial_runner,60-90,itm_atm,75.0,-0.010000000000000009,487.776611328125,506.1127624511719,8,2,True,True,0.0025,0.007719864906611824,0.8926746085355964,0.006632746225309063,0.0002585811581483351,0.0003878717372225026,0.0603073017522191,1.14637731670417,2024-03-22,0.7600459360682146,0.7600459360682146,0.7600459360682146
17,v3|dte=60-90|mny=itm_atm|profit=partial_runner,SPY,2025-09-05,2025-09-05,2025-09-12,2025-10-31,1086,time_stop,partial_runner,60-90,itm_atm,75.0,-0.010000000000000009,641.796142578125,678.1983642578125,8,2,True,False,0.0025,0.009704572015649664,0.9501791467658844,0.008750218035567843,0.0004708639219902344,0.0007049463749826601,0.02750555742538793,1.0528201544904046,,,,
18,v3|dte=60-90|mny=itm_atm|profit=partial_runner,SPY,2025-11-14,2025-11-14,,2025-11-28,1090,thesis_invalidated:lost_recovery_ma|vix_stress_returned,partial_runner,60-90,itm_atm,75.0,-0.010000000000000009,668.125732421875,679.5208129882812,2,1,False,False,0.00125,0.004989808759385776,0.2625296965379351,0.0012248703256991403,8.510265368473803e-05,0.00012765398052710705,0.009688501030682497,0.3289786279346685,,,,
19,v3|dte=60-90|mny=itm_atm|profit=partial_runner,QQQ,2025-11-14,2025-11-14,,2025-11-28,1090,thesis_invalidated:lost_recovery_ma|vix_stress_returned,partial_runner,60-90,itm_atm,75.0,-0.01000000000000012,607.310791015625,617.6743774414062,2,1,False,False,0.00125,0.004989808759385776,0.14801333970429364,0.0006534085875074958,8.514967145493105e-05,0.00010605469423336802,0.00913319621845704,0.20843509442557231,,,,
1,v3|dte=60-90|mny=otm_5_8|profit=partial_runner,SPY,2009-10-09,2009-10-09,,2009-10-23,250,thesis_invalidated:surplus_materially_negative,partial_runner,60-90,otm_5_8,75.0,0.06499999999999995,79.82488250732422,80.4351577758789,2,1,False,False,0.00125,0.0016423859482557904,-0.16285518471544908,-0.0002800273964594846,1.2556329482229926e-05,1.0411296205460925e-05,0.01913006760227831,0.13721259160122526,,,,
