group,variant,strategy,window,metric,value
reference,prior_recovery_main,baseline,holdout,n_weeks,104.0
reference,prior_recovery_main,options,full,cagr,0.0717170586077131
reference,prior_recovery_main,options,full,ann_return,0.0721122592759603
reference,prior_recovery_main,options,full,ann_vol,0.0748479368833102
reference,prior_recovery_main,options,full,sharpe,0.9581701459523432
reference,prior_recovery_main,options,full,sortino,1.1855936651606147
reference,prior_recovery_main,options,full,max_drawdown,-0.1162181209122771
reference,prior_recovery_main,options,full,calmar,0.6170901580988913
reference,prior_recovery_main,options,full,var_5,-0.0154203097271436
reference,prior_recovery_main,options,full,cvar_5,-0.0247857337393997
reference,prior_recovery_main,options,full,hit_rate,0.5612612612612613
reference,prior_recovery_main,options,full,n_weeks,1110.0
reference,prior_recovery_main,options,full,cvar_1,-0.0378399187336296
reference,prior_recovery_main,options,full,upside_capture,0.9943795861480728
reference,prior_recovery_main,options,full,downside_capture,0.9896592763720587
reference,prior_recovery_main,options,train,cagr,0.0614302578304952
reference,prior_recovery_main,options,train,ann_return,0.0624060116036149
reference,prior_recovery_main,options,train,ann_vol,0.0741799845518322
reference,prior_recovery_main,options,train,sharpe,0.8281244354745274
reference,prior_recovery_main,options,train,sortino,1.0112208805037406
reference,prior_recovery_main,options,train,max_drawdown,-0.1162181209122771
reference,prior_recovery_main,options,train,calmar,0.528577276489125
reference,prior_recovery_main,options,train,var_5,-0.01510326574304
reference,prior_recovery_main,options,train,cvar_5,-0.0248308770212072
reference,prior_recovery_main,options,train,hit_rate,0.5506958250497018
reference,prior_recovery_main,options,train,n_weeks,1006.0
reference,prior_recovery_main,options,holdout,cagr,0.1765152599340296
reference,prior_recovery_main,options,holdout,ann_return,0.1660015396449936
reference,prior_recovery_main,options,holdout,ann_vol,0.08024346849704
reference,prior_recovery_main,options,holdout,sharpe,2.1997461380989627
reference,prior_recovery_main,options,holdout,sortino,3.0258616989343747
reference,prior_recovery_main,options,holdout,max_drawdown,-0.0723285193232151
reference,prior_recovery_main,options,holdout,calmar,2.440465553362625
reference,prior_recovery_main,options,holdout,var_5,-0.0156803944419658
reference,prior_recovery_main,options,holdout,cvar_5,-0.0227571882397525
reference,prior_recovery_main,options,holdout,hit_rate,0.6634615384615384
reference,prior_recovery_main,options,holdout,n_weeks,104.0
reference,prior_recovery_main,tilt,full,cagr,0.0714003656009556
reference,prior_recovery_main,tilt,full,ann_return,0.0718394885859742
reference,prior_recovery_main,tilt,full,ann_vol,0.0751595887356209
reference,prior_recovery_main,tilt,full,sharpe,0.949983452571985
reference,prior_recovery_main,tilt,full,sortino,1.1779076043850063
reference,prior_recovery_main,tilt,full,max_drawdown,-0.1159561305643943
reference,prior_recovery_main,tilt,full,calmar,0.6157532616294453
reference,prior_recovery_main,tilt,full,var_5,-0.0155754494645307
reference,prior_recovery_main,tilt,full,cvar_5,-0.0249188728377538
reference,prior_recovery_main,tilt,full,hit_rate,0.554954954954955
reference,prior_recovery_main,tilt,full,n_weeks,1110.0
reference,prior_recovery_main,tilt,full,cvar_1,-0.0380353216218885
reference,prior_recovery_main,tilt,full,upside_capture,0.9993516222500728
reference,prior_recovery_main,tilt,full,downside_capture,0.998728634391526
reference,prior_recovery_main,tilt,train,cagr,0.060854534819666
reference,prior_recovery_main,tilt,train,ann_return,0.0618730705816629
reference,prior_recovery_main,tilt,train,ann_vol,0.0743184586566765
reference,prior_recovery_main,tilt,train,sharpe,0.8188347271946427
reference,prior_recovery_main,tilt,train,sortino,0.9997997387453772
reference,prior_recovery_main,tilt,train,max_drawdown,-0.1159561305643943
reference,prior_recovery_main,tilt,train,calmar,0.5248065326384058
reference,prior_recovery_main,tilt,train,var_5,-0.0154864587069253
reference,prior_recovery_main,tilt,train,cvar_5,-0.0249614281143825
reference,prior_recovery_main,tilt,train,hit_rate,0.5447316103379721
reference,prior_recovery_main,tilt,train,n_weeks,1006.0
reference,prior_recovery_main,tilt,holdout,cagr,0.1789811851841691
reference,prior_recovery_main,tilt,holdout,ann_return,0.1682454165892158
reference,prior_recovery_main,tilt,holdout,ann_vol,0.0820455425126134
reference,prior_recovery_main,tilt,holdout,sharpe,2.181485790732059
reference,prior_recovery_main,tilt,holdout,sortino,3.0582748580518024
reference,prior_recovery_main,tilt,holdout,max_drawdown,-0.0727704218783382
reference,prior_recovery_main,tilt,holdout,calmar,2.4595320538803542
reference,prior_recovery_main,tilt,holdout,var_5,-0.0160129992497054
reference,prior_recovery_main,tilt,holdout,cvar_5,-0.0229641610725172
reference,prior_recovery_main,tilt,holdout,hit_rate,0.6538461538461539
reference,prior_recovery_main,tilt,holdout,n_weeks,104.0
reference,prior_recovery_main,options,full,n_trades,22.0
reference,prior_recovery_main,options,full,option_hit_rate,0.5909090909090909
reference,prior_recovery_main,options,full,avg_trade_return,0.1947525432091397
reference,prior_recovery_main,options,full,median_trade_return,0.2059223588474686
reference,prior_recovery_main,options,full,worst_trade_return,-0.9996937654109512
reference,prior_recovery_main,options,full,best_trade_return,1.9118233031187049
reference,prior_recovery_main,options,full,avg_premium_fraction,0.005
reference,prior_recovery_main,options,full,sharpe_ex_best,0.953880238493542
reference,prior_recovery_main,options,full,sharpe_ex_top3,0.946199886620951
reference,prior_recovery_main,options,full,activations_per_year,1.0306306306306303
reference,prior_recovery_main,options,full,premium_at_risk_per_year,0.0051531531531531
reference,prior_recovery_main,options,full,cash_premium_per_year,0.0051531531531531
reference,prior_recovery_main,options,full,max_concurrent_risk,0.01
reference,prior_recovery_main,options,full,avg_dte,90.0
reference,prior_recovery_main,options,full,avg_moneyness,0.02
reference,prior_recovery_main,options,full,n_trades,22.0
reference,prior_recovery_main,options,full,incremental_cagr_vs_baseline,0.0003753642883783
reference,prior_recovery_main,options,full,incremental_sharpe_vs_baseline,0.0099145021115226
reference,prior_recovery_main,options,full,incremental_drawdown_impact,-0.0001835420546677
reference,prior_recovery_main,options,full,incremental_cvar5_impact,0.0001621951180001
reference,prior_recovery_main,options,full,options_minus_tilt_sharpe,0.008186693380358
reference,prior_recovery_main,options,full,options_minus_tilt_cagr,0.0003166930067575
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,full,cagr,0.07134169431933479
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,full,ann_return,0.07179028923478889
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,full,ann_vol,0.07523466354534096
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,full,sharpe,0.9482556438408204
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,full,sortino,1.1760208459590407
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,full,max_drawdown,-0.11603457885760937
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,full,calmar,0.6148313289168827
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,full,var_5,-0.0155902506165986
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,full,cvar_5,-0.02494792885739993
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,full,hit_rate,0.554954954954955
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,full,n_weeks,1110.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,full,cvar_1,-0.03806773897428264
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,train,cagr,0.06078003578390767
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,train,ann_return,0.06180760636914862
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,train,ann_vol,0.07438362069854018
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,train,sharpe,0.8171158544464415
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,train,sortino,0.9977960973656987
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,train,max_drawdown,-0.11603457885760937
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,train,calmar,0.5238096814096534
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,train,var_5,-0.015468083001715288
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,train,cvar_5,-0.024988289222441222
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,train,hit_rate,0.5447316103379721
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,train,n_weeks,1006.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,holdout,cagr,0.17909299664100753
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,holdout,ann_return,0.16835354849280926
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,holdout,ann_vol,0.08220610256668094
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,holdout,sharpe,2.178585178584977
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,holdout,sortino,3.058182941995818
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,holdout,max_drawdown,-0.07285258948618911
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,holdout,calmar,2.4582928061185627
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,holdout,var_5,-0.01609280452556348
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,holdout,cvar_5,-0.02300079828386331
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,holdout,hit_rate,0.6538461538461539
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,baseline,holdout,n_weeks,104.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,cagr,0.0714649867248911
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,ann_return,0.07190117343651697
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,ann_vol,0.07517324484978452
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,sharpe,0.95067050607828
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,sortino,1.1763948668856292
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,max_drawdown,-0.11630447446285064
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,calmar,0.6144646373662783
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,var_5,-0.015666470006590653
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,cvar_5,-0.02497717040088101
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,hit_rate,0.554954954954955
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,n_weeks,1110.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,cvar_1,-0.03808959007293438
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,upside_capture,1.0000682558566425
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,downside_capture,0.9993786562324346
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,train,cagr,0.06102461761891953
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,train,ann_return,0.06203964645582585
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,train,ann_vol,0.0743972614622835
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,train,sharpe,0.8202535472338135
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,train,sortino,0.9998689143370996
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,train,max_drawdown,-0.11630447446285064
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,train,calmar,0.5246970755059961
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,train,var_5,-0.01551359576676234
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,train,cvar_5,-0.025031443183362284
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,train,hit_rate,0.5447316103379721
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,train,n_weeks,1006.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,holdout,cagr,0.17791233378563254
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,holdout,ann_return,0.16729248249974066
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,holdout,ann_vol,0.08150703577724734
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,holdout,sharpe,2.182784984008665
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,holdout,sortino,3.051277171070404
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,holdout,max_drawdown,-0.07268003027197412
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,holdout,calmar,2.4478846956979967
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,holdout,var_5,-0.01603530662851998
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,holdout,cvar_5,-0.022924973760803602
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,holdout,hit_rate,0.6538461538461539
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,holdout,n_weeks,104.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,full,cagr,0.07134972242754434
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,full,ann_return,0.0717969857810854
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,full,ann_vol,0.07522370603430092
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,full,sharpe,0.9485004952429477
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,full,sortino,1.1761709678832863
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,full,max_drawdown,-0.11603555010012123
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,full,calmar,0.6148953692724364
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,full,var_5,-0.015589947261024084
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,full,cvar_5,-0.024946210946332998
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,full,hit_rate,0.554954954954955
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,full,n_weeks,1110.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,full,cvar_1,-0.03806675512347329
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,full,upside_capture,0.9999294712333582
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,full,downside_capture,0.9998529543536107
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,train,cagr,0.060791570352088486
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,train,ann_return,0.061817822574893495
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,train,ann_vol,0.07437438675813807
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,train,sharpe,0.8173723912478063
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,train,sortino,0.9979823826615918
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,train,max_drawdown,-0.11603555010012123
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,train,calmar,0.5239047024781156
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,train,var_5,-0.015486752183170527
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,train,cvar_5,-0.024987417696535893
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,train,hit_rate,0.5447316103379721
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,train,n_weeks,1006.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,holdout,cagr,0.1790632806352892
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,holdout,ann_return,0.16832619910251867
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,holdout,ann_vol,0.08218050850569163
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,holdout,sharpe,2.178902076553684
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,holdout,sortino,3.0583371884086064
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,holdout,max_drawdown,-0.07284134078295634
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,holdout,calmar,2.458264478805242
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,holdout,var_5,-0.016089984494894915
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,holdout,cvar_5,-0.02299679658262545
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,holdout,hit_rate,0.6538461538461539
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,tactical_tilt,holdout,n_weeks,104.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,full,cagr,0.07135248607126665
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,full,ann_return,0.07179944202219371
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,full,ann_vol,0.07522200287023162
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,full,sharpe,0.9485587108649524
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,full,sortino,1.176222588486724
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,full,max_drawdown,-0.11603597417263745
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,full,calmar,0.6149169391649951
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,full,var_5,-0.015589784565439075
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,full,cvar_5,-0.024945715317242084
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,full,hit_rate,0.554954954954955
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,full,n_weeks,1110.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,full,cvar_1,-0.03806630466875388
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,full,upside_capture,0.9999185195160096
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,full,downside_capture,0.999820905085927
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,train,cagr,0.06079544327876518
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,train,ann_return,0.061821426663536516
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,train,ann_vol,0.07437369541262576
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,train,sharpe,0.8174320630630448
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,train,sortino,0.9980440668817024
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,train,max_drawdown,-0.11603597417263745
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,train,calmar,0.5239361647303807
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,train,var_5,-0.015496138029447742
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,train,cvar_5,-0.024987296971486838
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,train,hit_rate,0.5447316103379721
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,train,n_weeks,1006.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,holdout,cagr,0.17905410285115453
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,holdout,ann_return,0.16831755212612776
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,holdout,ann_vol,0.08217010671863065
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,holdout,sharpe,2.179066207912775
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,holdout,sortino,3.0584277989595594
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,holdout,max_drawdown,-0.07283746886940212
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,holdout,calmar,2.4582691522710554
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,holdout,var_5,-0.016089034517045648
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,holdout,cvar_5,-0.022995440175538746
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,holdout,hit_rate,0.6538461538461539
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,vol_scaled_tilt,holdout,n_weeks,104.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,n_trades,12.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,option_hit_rate,0.4166666666666667
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,avg_trade_return,0.07492948098411843
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,median_trade_return,-0.10237327783673575
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,worst_trade_return,-0.9789191534791855
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,best_trade_return,1.7555854406326898
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,avg_premium_fraction,0.0019791666666666664
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,runner_avg_return,
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,runner_best_return,
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,runner_worst_return,
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,sharpe_ex_best,0.9485665618754157
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,sharpe_ex_top3,0.9465688812187656
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,activations_per_year,0.5621621621621622
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,premium_at_risk_per_year,0.0011126126126126124
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,cash_premium_per_year,0.0011126126126126124
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,max_concurrent_risk,0.00375
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,avg_dte,75.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,avg_moneyness,0.020000000000000018
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,n_trades,12.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,addon_success_rate,0.5833333333333334
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,partial_trigger_rate,0.0
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,late_entry_block_rate,0.8979274611398964
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,incremental_cagr_vs_baseline,0.00012329240555630783
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,incremental_sharpe_vs_baseline,0.0024148622374595696
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,incremental_drawdown_impact,-0.000269895605241266
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,incremental_cvar5_impact,-2.924154348107888e-05
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,options_minus_tilt_sharpe,0.0021700108353323033
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=no_target,v3_options,full,options_minus_tilt_cagr,0.00011526429734676213
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=full_100,baseline,full,cagr,0.07134169431933479
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=full_100,baseline,full,ann_return,0.07179028923478889
v3_variant,v3|dte=60-90|mny=atm_5otm|profit=full_100,baseline,full,ann_vol,0.07523466354534096
