Date,Ticker,residual_beta_used,residual_alpha_used,residual_log_return,residual_mom_52_4w_observed,residual_mom_score_observed,residual_mom_score_tradable,asset_class
2019-06-14,BIL,-0.00038572525715165854,0.0003971461327755872,0.00026054299663747025,0.004400501166470449,-0.11764705882352944,-0.11764705882352944,Bonds
2019-06-14,VEA,0.7346748802693677,-0.0018046981787886757,-0.009123603949237474,0.014434999841246987,-0.05882352941176472,-0.05882352941176472,Equities
2019-06-14,PDBC,0.342441342142817,-0.0033116164630392084,0.007391189954644786,-0.0869493161627386,-0.8235294117647058,-0.8823529411764706,Commodities
2019-06-21,TIP,-0.024309729947373567,0.0008274984662722172,0.008745034934911682,0.027260817760392738,0.11764705882352944,0.3529411764705883,Bonds
2019-06-21,SPY,0.9999999999999986,1.5178830414797062e-18,3.122502256758253e-17,-1.6333505728494122e-16,-0.23529411764705888,-0.17647058823529416,Equities
2019-06-21,XLV,1.034007289770691,0.00034922585295285883,0.00890041378943885,0.011884489961159483,-0.11764705882352944,-0.2941176470588235,Equities
2019-06-21,XLU,0.3148605964258404,0.004070057582913212,0.00019133518945663348,0.12532552258989788,0.9705882352941178,0.9705882352941178,Equities
2019-06-21,XLP,0.7083910719583327,0.0022602000056758578,-0.015899838640550022,0.13190716638727198,0.9705882352941178,0.9705882352941178,Equities
2019-06-21,XLK,1.125064401565884,0.00010474809853877306,0.008304027231772853,-0.040099152769022754,-0.6470588235294117,-0.5294117647058824,Equities
2019-06-21,XLI,1.092840698369708,-0.00081420717282454,0.003992165303458556,0.04163908561445642,0.2941176470588236,0.05882352941176472,Equities
2019-06-21,XLF,1.0920677998889967,-0.0010682229097137524,-0.01763280905781443,0.04123186096036888,0.23529411764705888,0.17647058823529416,Equities
2019-06-21,XLE,1.1129519015461256,-0.004527367529966795,0.03107087819791171,-0.1624050720923804,-0.9705882352941176,-0.9705882352941176,Equities
2019-06-21,XLB,1.0105962071542303,-0.0014283483598092098,-0.01740036882558716,-0.006604476562238284,-0.2941176470588235,-0.3529411764705882,Equities
2019-06-21,VUG,1.0775657988634562,-0.00014950875781974166,0.003436319870384459,-0.02584939961453143,-0.5882352941176471,-0.47058823529411764,Equities
2019-06-21,VTV,0.9380949240923943,5.603033248734743e-05,-0.002865843856907288,0.020546015115056836,0.0,0.0,Equities
2019-06-21,VNQ,0.5795160984936134,0.0024444031830773588,-0.008784463936867538,0.07072075323832776,0.6470588235294117,0.8235294117647058,REITs
2019-06-21,TLT,-0.2590172833043712,0.00249542420316358,0.002742645705876499,0.10796665852598168,0.8823529411764706,0.8823529411764706,Bonds
2019-06-21,XLY,1.0817977598441264,6.476749110475677e-05,-0.010799991407460591,-0.0787692353725098,-0.7647058823529411,-0.7647058823529411,Equities
2019-06-21,IEF,-0.10454111446108773,0.0019455716404823682,0.0022712470810017614,0.07389764528418295,0.7058823529411764,0.7058823529411764,Bonds
2019-06-21,EEM,0.5784711359605662,-0.002069899501762556,0.03728535328253764,0.055511899706345125,0.47058823529411775,0.41176470588235303,Equities
2019-06-21,QQQ,1.1143785651691562,-0.0004628221609473248,0.008895235214949955,-0.06011238227048065,-0.7058823529411764,-0.6470588235294117,Equities
2019-06-21,EFA,0.7104667258495496,-0.0015804829744607268,0.011146502423729148,0.04278483870062124,0.3529411764705883,0.2941176470588236,Equities
2019-06-21,EWJ,0.7647773145820633,-0.0026780832710007283,0.004078685371051246,-0.017074495580374077,-0.5294117647058824,-0.5882352941176471,Equities
2019-06-21,GLD,-0.09719273520134143,0.000917609550847945,0.04306759003056883,0.05815617888046427,0.588235294117647,0.5294117647058822,Commodities
2019-06-21,LQD,0.007762218068860026,0.0018582163753554557,0.013217970376655432,0.09817794980711464,0.8235294117647058,0.7647058823529411,Bonds
2019-06-21,SHY,-0.018730593349197446,0.0007301590532218346,0.001437057233069749,0.020133270124167744,-0.05882352941176472,0.11764705882352944,Bonds
2019-06-21,IWM,1.1238676167967718,-0.002945514641914537,-0.002729936965981873,-0.12309689719056707,-0.8823529411764706,-0.8823529411764706,Equities
2019-06-21,IAU,-0.09386506915152726,0.0009308533041762262,0.043772247363252005,0.05765746723936478,0.5294117647058822,0.47058823529411775,Commodities
2019-06-21,VWO,0.5287121610030815,-0.0016284793992993438,0.035369497734412926,0.07714186119373807,0.7647058823529411,0.6470588235294117,Equities
2019-06-21,USO,0.8657461556388624,-0.004350119861981116,0.07605572432569482,-0.23022019441752262,-0.9705882352941176,-0.9705882352941176,Commodities
2019-06-21,SLV,-0.042167650004904605,-0.00215836949915983,0.03488689202277995,-0.008197128292866568,-0.4117647058823529,-0.4117647058823529,Commodities
2019-06-21,DBA,0.026746649807643675,-0.0016598758117697572,-0.011498508100528167,-0.011560503620049074,-0.47058823529411764,-0.7058823529411764,Commodities
2019-06-21,UUP,-0.033474727875057016,0.0012480414625684149,-0.014318891315699597,-0.00692529347212279,-0.3529411764705882,-0.23529411764705888,FX
2019-06-21,MBB,-0.03809570606469696,0.0011824753545395844,0.002140305210188078,0.04558956594441467,0.41176470588235303,0.588235294117647,Bonds
2019-06-21,HYG,0.30122335653747395,0.0007423457243728026,0.004880005495435023,0.023667435033293212,0.05882352941176472,0.23529411764705888,Bonds
2019-06-21,BIL,-0.0003423280767136446,0.0004034215488570598,-6.883788863755474e-05,0.004540970291844402,-0.17647058823529416,-0.11764705882352944,Bonds
2019-06-21,VEA,0.7329887535051772,-0.0018356659535034535,0.012493121052891893,0.028500593752058163,0.17647058823529416,-0.05882352941176472,Equities
2019-06-21,PDBC,0.343183203086605,-0.002578734004112313,0.01986707962690746,-0.10901740532788437,-0.8235294117647058,-0.8235294117647058,Commodities
2019-06-28,TIP,-0.01717806423679069,0.0009488268045087016,0.0004655835609222237,0.033682159336288944,0.17647058823529416,0.11764705882352944,Bonds
2019-06-28,SPY,0.9999999999999983,2.8189256484623115e-18,-8.239936510889834e-18,-1.841517389966629e-16,-0.3529411764705882,-0.23529411764705888,Equities
2019-06-28,XLV,1.041477038695917,0.0004619581680029802,-0.008611115408699608,0.015438802827993706,-0.11764705882352944,-0.11764705882352944,Equities
2019-06-28,XLU,0.32391073845442553,0.003620296571789929,-0.02506786128496562,0.0678608906600934,0.5294117647058822,0.9705882352941178,Equities
2019-06-28,XLP,0.6989107273369225,0.0018622771777299435,-0.010612481015748923,0.10052088966354554,0.8823529411764706,0.9705882352941178,Equities
2019-06-28,XLK,1.1298846750172011,0.0003192371711948001,7.634374840829929e-05,-0.02355114108230641,-0.6470588235294117,-0.6470588235294117,Equities
2019-06-28,XLI,1.0865050867654267,-0.00027094218686363387,0.00837376269534586,0.0479686475547534,0.41176470588235303,0.2941176470588236,Equities
2019-06-28,XLF,1.077498194208876,-0.0013032018988815763,0.018837748025716798,0.0434985738872106,0.2941176470588236,0.23529411764705888,Equities
2019-06-28,XLE,1.1464428431460008,-0.004510974458068135,0.010773780644394802,-0.19087235582988812,-0.9705882352941176,-0.9705882352941176,Equities
2019-06-28,XLB,0.9937955867639489,-0.00153697548738946,0.019212225947817328,-0.003825417669790989,-0.4117647058823529,-0.2941176470588235,Equities
2019-06-28,VUG,1.07984440915646,-7.519214151550349e-05,-0.003624416244428548,-0.01352668085384543,-0.5882352941176471,-0.5882352941176471,Equities
2019-06-28,VTV,0.9357147548898452,1.8459226997369436e-05,0.0034011694067964462,0.009973478512936416,-0.23529411764705888,0.0,Equities
2019-06-28,VNQ,0.5830389359203222,0.0017789306763131643,-0.02208799327386451,0.0531370119648339,0.47058823529411775,0.6470588235294117,REITs
2019-06-28,TLT,-0.258368812149207,0.002614261604059515,0.006951039041109634,0.11994178520931234,0.9705882352941178,0.8823529411764706,Bonds
2019-06-28,XLY,1.0747389796276345,-0.0001740233914252888,0.0011546257625885512,-0.0635242139084887,-0.7647058823529411,-0.7647058823529411,Equities
2019-06-28,IEF,-0.1029141552643648,0.0019885414383107747,0.002033306900955489,0.07973626844075019,0.588235294117647,0.7058823529411764,Bonds
2019-06-28,EEM,0.5996786030919696,-0.001084672943574831,0.006395713457498332,0.09575603061493347,0.7647058823529411,0.47058823529411775,Equities
2019-06-28,QQQ,1.1220178704921888,-0.0003590013212820468,-0.0033619007550143775,-0.046064914766115905,-0.7058823529411764,-0.7058823529411764,Equities
2019-06-28,EFA,0.716884301355653,-0.0012898943795632335,0.009224247024563146,0.043220508947883894,0.23529411764705888,0.3529411764705883,Equities
2019-06-28,EWJ,0.7649780313506828,-0.0024625115871195922,0.007269758964118324,-0.007122387781910078,-0.5294117647058824,-0.5294117647058824,Equities
2019-06-28,GLD,-0.06948501761366827,0.00189227260686803,0.0070723775132333555,0.08618828996377007,0.6470588235294117,0.588235294117647,Commodities
2019-06-28,LQD,0.014546946983106209,0.0022447981176630907,0.0036917882068746863,0.09808763556163332,0.8235294117647058,0.8235294117647058,Bonds
2019-06-28,SHY,-0.01769566902990575,0.0007570660438919304,-0.0003458795632100844,0.02251530999122793,0.0,-0.05882352941176472,Bonds
2019-06-28,IWM,1.1268433984851645,-0.0032480030301033787,0.017104944429698597,-0.11056561043772138,-0.8235294117647058,-0.8823529411764706,Equities
2019-06-28,IAU,-0.06591333829278928,0.0019321114871577805,0.006024835115768923,0.08620076503078988,0.7058823529411764,0.5294117647058822,Commodities
2019-06-28,VWO,0.5469658495200718,-0.0005990582396916049,0.006939903933888627,0.11905105822028786,0.9705882352941178,0.7647058823529411,Equities
2019-06-28,USO,0.9542692318134273,-0.0046428395705018785,0.013724737915164865,-0.33207355664870286,-0.9705882352941176,-0.9705882352941176,Commodities
2019-06-28,SLV,-0.01835814770600573,-0.0014382706864238613,-0.0007155750295014926,0.010763721420756378,-0.17647058823529416,-0.4117647058823529,Commodities
2019-06-28,DBA,0.013710102834361977,-0.0016332636463547757,0.0016799712116376598,0.022416183963393302,-0.05882352941176472,-0.47058823529411764,Commodities
2019-06-28,UUP,-0.04569013030423897,0.001076758163756435,-0.0004622043324472053,-0.006876626921855666,-0.47058823529411764,-0.3529411764705882,FX
2019-06-28,MBB,-0.03688893112752166,0.0012395701455407465,0.0009606233260726102,0.04373618911119458,0.3529411764705883,0.41176470588235303,Bonds
2019-06-28,HYG,0.30458265707097915,0.0008416082851407235,-0.0015225958874361132,0.028236161582927816,0.05882352941176472,0.05882352941176472,Bonds
2019-06-28,BIL,-0.0004664734757946501,0.0004059258193396993,2.9624405351787143e-05,0.004233804590719579,-0.2941176470588235,-0.17647058823529416,Bonds
2019-06-28,VEA,0.7406380076485936,-0.0015331850092859985,0.00934506893633749,0.0313235792919398,0.11764705882352944,0.17647058823529416,Equities
2019-06-28,PDBC,0.36404799525734904,-0.0025402903446994636,0.008065956298084282,-0.14000588307939119,-0.8823529411764706,-0.8235294117647058,Commodities
2019-07-05,TIP,-0.015608257616457564,0.0008970509667447645,-0.0025954739305857205,0.03405816750032407,0.0,0.17647058823529416,Bonds
2019-07-05,SPY,0.9999999999999986,2.6020852139652106e-18,2.42861286636753e-17,-1.3211003471735872e-16,-0.4117647058823529,-0.3529411764705882,Equities
2019-07-05,XLV,1.0405905557620347,0.00038881578589489195,-0.007690642492482608,-0.004345304910671738,-0.47058823529411764,-0.11764705882352944,Equities
2019-07-05,XLU,0.3422380749739117,0.0026417298722386214,0.00849489118087952,0.06407389050789,0.5294117647058822,0.5294117647058822,Equities
2019-07-05,XLP,0.7038351721132333,0.0015517966988716784,0.008098416684005336,0.11718825934201327,0.8235294117647058,0.8823529411764706,Equities
2019-07-05,XLK,1.1271236656410473,0.00042128044550467396,0.0029482349923490546,-0.017865066277270886,-0.5882352941176471,-0.6470588235294117,Equities
2019-07-05,XLI,1.0850770096897837,-0.00011595243108512908,-0.01875604222494324,0.058454793858673984,0.47058823529411775,0.41176470588235303,Equities
2019-07-05,XLF,1.0721011517255752,-0.0008745420412044791,0.0011669205655464275,0.05155155443290648,0.2941176470588236,0.2941176470588236,Equities
2019-07-05,XLE,1.1606026595053447,-0.004897373500938584,-0.026310200391287227,-0.17744384266587418,-0.9705882352941176,-0.9705882352941176,Equities
2019-07-05,XLB,0.9934929190376098,-0.001290276981449043,-0.009898557959097557,0.052945606001812674,0.3529411764705883,-0.4117647058823529,Equities
2019-07-05,VUG,1.0792822130960937,-9.905388087795217e-05,0.0007676479206898297,-0.02179453720173223,-0.6470588235294117,-0.5882352941176471,Equities
2019-07-05,VTV,0.9358590136775581,5.488779957538441e-05,-0.0023903502735120145,0.016935302433294608,-0.2941176470588235,-0.23529411764705888,Equities
2019-07-05,VNQ,0.5950705789588825,0.0010674541534863142,0.013029329309527877,0.0365657175673532,0.05882352941176472,0.47058823529411775,REITs
2019-07-05,TLT,-0.25758451961692114,0.0026707873076419206,0.0011795962990225218,0.12130401930769895,0.9705882352941178,0.9705882352941178,Bonds
2019-07-05,XLY,1.0720084468296989,-5.987231925750724e-05,0.001023607543324409,-0.06339270468734783,-0.7647058823529411,-0.7647058823529411,Equities
2019-07-05,IEF,-0.1029806988619779,0.0020159143108463354,-0.002283843924613325,0.08497758197261066,0.588235294117647,0.588235294117647,Bonds
2019-07-05,EEM,0.595719415721283,-0.0008612533911508888,-0.009671761332186824,0.09672309148969076,0.6470588235294117,0.7647058823529411,Equities
2019-07-05,QQQ,1.1190538273604898,-0.0002916889864414342,0.0024484531891818782,-0.05881999300084989,-0.7058823529411764,-0.7058823529411764,Equities
2019-07-05,EFA,0.7139613011490247,-0.0010697309917267832,-0.005440428255899359,0.04992877286049916,0.23529411764705888,0.23529411764705888,Equities
2019-07-05,EWJ,0.7610573296783267,-0.002229782243615557,0.003992580937875544,0.017289631349635435,-0.23529411764705888,-0.5294117647058824,Equities
2019-07-05,GLD,-0.08026066161783867,0.0023736064271579474,-0.008881522413083284,0.12130420853457247,0.9705882352941178,0.6470588235294117,Commodities
2019-07-05,LQD,0.015426464405530926,0.0022578659177650826,-0.004035520198926286,0.09907994469146085,0.7058823529411764,0.8235294117647058,Bonds
2019-07-05,SHY,-0.01777098457339041,0.0007555822690500587,-0.002248527195810413,0.024346822382091036,-0.11764705882352944,0.0,Bonds
2019-07-05,IWM,1.1195984255217841,-0.002772923491080025,-0.010338779941047527,-0.13692858923766238,-0.8823529411764706,-0.8235294117647058,Equities
2019-07-05,IAU,-0.07596722385940345,0.002374167962212863,-0.008406587680182051,0.12112620075494936,0.8823529411764706,0.7058823529411764,Commodities
2019-07-05,VWO,0.5420604360405831,-0.00033431443813939027,-0.002644379747799782,0.11415021858043953,0.7647058823529411,0.9705882352941178,Equities
2019-07-05,USO,1.0003645479029015,-0.006162513312840141,-0.019810449352191513,-0.3342153444514187,-0.9705882352941176,-0.9705882352941176,Commodities
2019-07-05,SLV,-0.030182972078420852,-0.0010140262295507123,-0.017450024104177262,0.05490184507193633,0.41176470588235303,-0.17647058823529416,Commodities
2019-07-05,DBA,0.008877565893681452,-0.0014356953280835836,0.0024780681085709282,0.020210613017612886,-0.17647058823529416,-0.05882352941176472,Commodities
2019-07-05,UUP,-0.045625600011646276,0.0010687267088620989,0.011639952754362392,-0.013889881515548418,-0.5294117647058824,-0.47058823529411764,FX
2019-07-05,MBB,-0.035951161713815474,0.0012170103159861254,0.0003220746852650142,0.04757041464767602,0.17647058823529416,0.3529411764705883,Bonds
2019-07-05,HYG,0.3011872185408471,0.0009472750104324656,-0.004252842060162049,0.029412019620414318,-0.05882352941176472,0.05882352941176472,Bonds
2019-07-05,BIL,-0.0003980346610311781,0.00040378292638975694,-0.00012325678994786382,0.004185786874772678,-0.3529411764705882,-0.2941176470588235,Bonds
2019-07-05,VEA,0.7386506439045382,-0.0013458025017194473,-0.006316159993184542,0.04076518992431355,0.11764705882352944,0.11764705882352944,Equities
2019-07-05,PDBC,0.37423636729473514,-0.0028144649783333033,-0.007154093570745179,-0.13198841677838025,-0.8235294117647058,-0.8823529411764706,Commodities
2019-07-12,TIP,-0.019445534040158724,0.0007698133202342946,0.0009405597952213737,0.02775141260980659,-0.11764705882352944,0.0,Bonds
2019-07-12,SPY,0.9999999999999983,3.2526065174565133e-18,8.673617379884035e-18,-1.4858990773913838e-16,-0.4117647058823529,-0.4117647058823529,Equities
2019-07-12,XLV,1.0287710064575455,-4.5666312851713915e-06,-0.021588176546772246,-0.008604132099867799,-0.47058823529411764,-0.47058823529411764,Equities
2019-07-12,XLU,0.33994630195221254,0.0025172845207280968,-0.006156955391266762,0.08859431728788257,0.588235294117647,0.5294117647058822,Equities
2019-07-12,XLP,0.7083692509530312,0.0016778680964228611,0.0003563816037263374,0.1164244741315335,0.8235294117647058,0.8235294117647058,Equities
2019-07-12,XLK,1.1263966471045335,0.00038058034329342856,0.006159421546500881,-0.027208868608179195,-0.6470588235294117,-0.5882352941176471,Equities
2019-07-12,XLI,1.0777973558899887,-0.000290611318301255,0.0037002580790392106,0.04061682598927533,0.05882352941176472,0.47058823529411775,Equities
2019-07-12,XLF,1.0790322173937603,-0.000627734632202181,-0.0015949946139814297,0.05538488556012163,0.23529411764705888,0.2941176470588236,Equities
2019-07-12,XLE,1.15224361140648,-0.005074906089674957,0.017823591711396317,-0.17613311347147723,-0.9705882352941176,-0.9705882352941176,Equities
2019-07-12,XLB,0.990911556764023,-0.0013365451882514996,-0.015286452552137397,0.06745740483695126,0.41176470588235303,0.3529411764705883,Equities
2019-07-12,VUG,1.0789868491931962,-0.00011351422106961996,0.0051520284609664485,-0.02490469837816565,-0.5882352941176471,-0.6470588235294117,Equities
2019-07-12,VTV,0.9349693381759937,3.401524288378912e-05,-0.002880376606665459,0.018924267780872195,-0.23529411764705888,-0.2941176470588235,Equities
2019-07-12,VNQ,0.5987246952160798,0.0011376912557232808,-0.007302226666594648,0.05640419378116387,0.2941176470588236,0.05882352941176472,REITs
2019-07-12,TLT,-0.26282238874828606,0.0024743289253018547,-0.017381940923060574,0.1191877755836469,0.8823529411764706,0.9705882352941178,Bonds
2019-07-12,XLY,1.076196072025855,8.770757029449416e-05,0.011412146456557446,-0.05253728987115393,-0.7058823529411764,-0.7647058823529411,Equities
2019-07-12,IEF,-0.1056043073779191,0.0019313764444371005,-0.0060988594972362035,0.08385573851232646,0.5294117647058822,0.588235294117647,Bonds
2019-07-12,EEM,0.5928199466385905,-0.0009202013590484257,-0.005278941135012708,0.09875482686678098,0.7058823529411764,0.6470588235294117,Equities
2019-07-12,QQQ,1.1175050965256597,-0.0003599058718975687,0.00508769107422667,-0.05984179553825035,-0.7647058823529411,-0.7058823529411764,Equities
2019-07-12,EFA,0.710887517443982,-0.0011554383039993764,-0.009649027242800205,0.0493791706370361,0.17647058823529416,0.23529411764705888,Equities
2019-07-12,EWJ,0.7744122836171634,-0.0017626405727002115,-0.01041243829762507,0.013864356095179733,-0.2941176470588235,-0.23529411764705888,Equities
2019-07-12,GLD,-0.08613866048464686,0.0022023655905212183,0.008891573940562945,0.13475404900281515,0.9705882352941178,0.9705882352941178,Commodities
2019-07-12,LQD,0.00996836977875517,0.002078542803205898,-0.00830760783959589,0.09574454662317582,0.6470588235294117,0.7058823529411764,Bonds
2019-07-12,SHY,-0.019118488367599412,0.0007173510425119076,1.3885189913560836e-05,0.02392680422191024,-0.17647058823529416,-0.11764705882352944,Bonds
2019-07-12,IWM,1.104877932597226,-0.0032591873550708856,-0.008462682272911814,-0.11749792278636614,-0.8823529411764706,-0.8823529411764706,Equities
2019-07-12,IAU,-0.0810445210249852,0.0022297985366141297,0.008756284576681102,0.13509458254160853,0.9705882352941178,0.8823529411764706,Commodities
2019-07-12,VWO,0.5437574755370379,-0.00025975091574653643,-0.005819439784537918,0.11044432117571852,0.7647058823529411,0.7647058823529411,Equities
2019-07-12,USO,0.9957862497938313,-0.006233700020897603,0.04554988687056357,-0.32002158770630473,-0.9705882352941176,-0.9705882352941176,Commodities
2019-07-12,SLV,-0.03954545624918519,-0.0012708436847922776,0.015684465781829512,0.06384717115994125,0.3529411764705883,0.41176470588235303,Commodities
2019-07-12,DBA,0.013128892530434786,-0.0012928112339463916,0.019118364134493346,0.07433525294170806,0.47058823529411775,-0.17647058823529416,Commodities
2019-07-12,UUP,-0.03571474119081615,0.0013735424867408396,-0.004542922317145509,-0.012885229098926356,-0.5294117647058824,-0.5294117647058824,FX
2019-07-12,MBB,-0.036193126120615725,0.0012066441448435245,-0.0017803074437457021,0.04495377634372563,0.11764705882352944,0.17647058823529416,Bonds
2019-07-12,HYG,0.2975593117101169,0.0008356574395202315,-0.0037009135512646833,0.029596544079129407,-0.05882352941176472,-0.05882352941176472,Bonds
2019-07-12,BIL,-0.00042366507834983003,0.00040344399360622195,0.00014628028984575242,0.004460760804476676,-0.3529411764705882,-0.3529411764705882,Bonds
2019-07-12,VEA,0.73740786490221,-0.0013605985535502746,-0.009047934639223956,0.03908416795287021,0.0,0.11764705882352944,Equities
2019-07-12,PDBC,0.3777429264307526,-0.0026522435046223286,0.02709072443620256,-0.09841901579770612,-0.8235294117647058,-0.8235294117647058,Commodities
2019-07-19,TIP,-0.01833460427312876,0.000820643160126572,0.0024433913872935467,0.044074041154120606,0.05882352941176472,-0.11764705882352944,Bonds
2019-07-19,SPY,0.9999999999999983,3.0357660829594124e-18,-2.2551405187698492e-17,-1.119980844177526e-16,-0.47058823529411764,-0.4117647058823529,Equities
2019-07-19,XLV,1.023920705790929,-0.00042221529509193535,0.004959293219507415,0.006762317729936742,-0.2941176470588235,-0.47058823529411764,Equities
2019-07-19,XLU,0.34852479201085246,0.0027595377715194814,-0.0026694785756040578,0.09425246879251914,0.588235294117647,0.588235294117647,Equities
2019-07-19,XLP,0.709664707052087,0.0017288511767835683,0.008370080314920442,0.09422317219970924,0.5294117647058822,0.8235294117647058,Equities
2019-07-19,XLK,1.1260263289811479,0.0004361082748091166,0.007112160629207133,-0.017128602346702517,-0.5294117647058824,-0.6470588235294117,Equities
2019-07-19,XLI,1.0756018526259905,-0.0003288254197983734,0.0007875305000290284,0.033884381854035715,-0.05882352941176472,0.05882352941176472,Equities
2019-07-19,XLF,1.0807323968088722,-0.0005839178539821441,-0.0003426316850333004,0.014026427912423898,-0.17647058823529416,0.23529411764705888,Equities
2019-07-19,XLE,1.1582681396947037,-0.0046568105707257956,-0.008275197879338385,-0.13343489876560663,-0.9705882352941176,-0.9705882352941176,Equities
2019-07-19,XLB,0.993411093970182,-0.0014170220263189084,0.013667579754564785,0.053213513571362954,0.23529411764705888,0.41176470588235303,Equities
2019-07-19,VUG,1.0785936164902685,-7.009636586682876e-05,0.00018004209822913148,-0.01954546243440644,-0.5882352941176471,-0.5882352941176471,Equities
2019-07-19,VTV,0.9354613240794002,1.961325996074144e-05,-0.0002483354586176566,0.013773747713518856,-0.23529411764705888,-0.23529411764705888,Equities
2019-07-19,VNQ,0.6069533670857646,0.0013544322228460793,-0.01724109362720565,0.06171657100206892,0.41176470588235303,0.2941176470588236,REITs
2019-07-19,TLT,-0.26711485801556906,0.002124009051020926,0.0059915967779326125,0.1407711814697761,0.8235294117647058,0.8823529411764706,Bonds
2019-07-19,XLY,1.076438213580205,0.00022426251414014173,-0.003287209839602099,-0.05691667848866833,-0.7647058823529411,-0.7058823529411764,Equities
2019-07-19,IEF,-0.10671810843479612,0.001822689760761153,0.002148548530882583,0.09019588428803679,0.47058823529411775,0.5294117647058822,Bonds
2019-07-19,EEM,0.5906454956440071,-0.0010581835312138078,0.008168093477997388,0.13529631757148802,0.7647058823529411,0.7058823529411764,Equities
2019-07-19,QQQ,1.1155016802795625,-0.0003756181692838329,0.00025549032302251036,-0.04642965447716611,-0.7058823529411764,-0.7647058823529411,Equities
2019-07-19,EFA,0.7120969783589185,-0.0012195959838839068,0.0050929428601531315,0.055727303368898314,0.3529411764705883,0.17647058823529416,Equities
2019-07-19,EWJ,0.7740332666849692,-0.0018929679034620532,0.0032513459699990777,0.0065960455444258525,-0.3529411764705882,-0.2941176470588235,Equities
2019-07-19,GLD,-0.0784586072994365,0.002580512205090244,0.0035210306115593406,0.19530378233159612,0.9705882352941178,0.9705882352941178,Commodities
2019-07-19,LQD,0.007063825726202622,0.0018801671496684188,0.0038736225798047565,0.11407762412456998,0.6470588235294117,0.6470588235294117,Bonds
2019-07-19,SHY,-0.018776908767895263,0.0007298973908660117,-2.338418095857364e-06,0.025419744027836935,-0.11764705882352944,-0.17647058823529416,Bonds
2019-07-19,IWM,1.1123347098011467,-0.0030834396103918294,0.00125570843380483,-0.124469239999028,-0.8823529411764706,-0.8823529411764706,Equities
2019-07-19,IAU,-0.07319245341768157,0.002612670309815369,0.004626438697435816,0.19489013174014574,0.9705882352941178,0.9705882352941178,Commodities
2019-07-19,VWO,0.5399902748975445,-0.0004615619563647223,0.006982202487612685,0.14535103605880348,0.8823529411764706,0.7647058823529411,Equities
2019-07-19,USO,1.0266494074535795,-0.004604151208874701,-0.05374935687973249,-0.2444314761184567,-0.9705882352941176,-0.9705882352941176,Commodities
2019-07-19,SLV,-0.0304279120684637,-0.0007644980148285322,0.06227161801658575,0.122606753236669,0.7058823529411764,0.3529411764705883,Commodities
2019-07-19,DBA,0.03237693217581865,-0.0003805330391315072,-0.016561601409940577,0.054018985099774965,0.2941176470588236,0.47058823529411775,Commodities
2019-07-19,UUP,-0.03990341032217657,0.0011707345465274731,0.002175699808168383,-0.024495996784511715,-0.6470588235294117,-0.5294117647058824,FX
2019-07-19,MBB,-0.0365250939101929,0.0011746694793572838,0.0018413463164513844,0.048475763542361966,0.17647058823529416,0.11764705882352944,Bonds
2019-07-19,HYG,0.2978045510193573,0.0008031178702806455,-0.001255445738013334,0.03415545498024302,0.0,-0.05882352941176472,Bonds
2019-07-19,BIL,-0.00030300207887273037,0.00040945883971868854,2.4100095683877477e-05,0.004180551696399232,-0.4117647058823529,-0.3529411764705882,Bonds
2019-07-19,VEA,0.7385369336228732,-0.0014209426060318808,0.005939384746515419,0.04735661365298961,0.11764705882352944,0.0,Equities
2019-07-19,PDBC,0.3964956225593471,-0.001668674916872598,-0.028295539204569637,-0.07201114826014797,-0.8235294117647058,-0.8235294117647058,Commodities
2019-07-26,TIP,-0.019897240836969615,0.0010122326204932875,-0.00277527776126854,0.048527952011014626,0.11764705882352944,0.05882352941176472,Bonds
2019-07-26,SPY,0.9999999999999983,2.6020852139652106e-18,2.42861286636753e-17,-1.2891163830852648e-16,-0.4117647058823529,-0.47058823529411764,Equities
2019-07-26,XLV,1.0211077919360405,-0.00018295847313518272,-0.012941133166907546,-0.01009865202667567,-0.5294117647058824,-0.2941176470588235,Equities
2019-07-26,XLU,0.34950448642087706,0.0028536349856674668,-0.014981433270082408,0.06129235587043892,0.47058823529411775,0.588235294117647,Equities
2019-07-26,XLP,0.7054986376419112,0.0018901694865506977,-0.006139921251756188,0.07434818663929516,0.5294117647058822,0.5294117647058822,Equities
2019-07-26,XLK,1.122443384997229,0.0005911084518742075,0.004548766090791318,0.001070620512977202,-0.3529411764705882,-0.5294117647058824,Equities
2019-07-26,XLI,1.0756387102590417,-0.0004924921662463352,-0.0034193778001578596,0.02669197496227532,-0.05882352941176472,-0.05882352941176472,Equities
2019-07-26,XLF,1.0818988945339556,-0.0010058815738799578,0.0100159638471638,0.01879862054723847,-0.17647058823529416,-0.17647058823529416,Equities
2019-07-26,XLE,1.1617606969065744,-0.004555110347774701,-0.0191656471195217,-0.1384036615538951,-0.9705882352941176,-0.9705882352941176,Equities
2019-07-26,XLB,0.986405525832543,-0.0010690454981737486,-0.003800526538362617,0.06040459047694483,0.41176470588235303,0.23529411764705888,Equities
2019-07-26,VUG,1.0784491677846744,-4.3757379760978694e-05,0.002732252730317377,-0.01121256078685364,-0.5882352941176471,-0.5882352941176471,Equities
2019-07-26,VTV,0.935657418750596,-1.54045117005501e-05,-0.0028318290234536133,0.007200476642595286,-0.23529411764705888,-0.23529411764705888,Equities
