cik10,company_name_as_filed,sector,current_tickers,current_exchanges,has_current_sec_ticker,identity_status,candidate_symbols,symbol_count,symbol_source,collision_flag,single_symbol_usable_for_price_probe,tiingo_symbol,first_eligible_decision,last_eligible_decision,inventory_interval_overlap,inventory_status
0000742278,RPC INC,energy,RES,NYSE,True,current_ticker_available,RES,1,current_sec_mapping,False,True,RES,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000788965,HALLADOR ENERGY CO,energy,HNRG,Nasdaq,True,current_ticker_available,HNRG,1,current_sec_mapping,False,True,HNRG,2014-10-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,True,candidate_supported
0000789460,WORLD KINECT CORP,energy,WKC,NYSE,True,current_ticker_available,WKC,1,current_sec_mapping,False,True,WKC,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000789933,NACCO INDUSTRIES INC,energy,NC,NYSE,True,current_ticker_available,NC,1,current_sec_mapping,False,True,NC,2022-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000813762,ICAHN ENTERPRISES L.P.,energy,IEP,Nasdaq,True,current_ticker_available,IEP,1,current_sec_mapping,False,True,IEP,2014-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000821189,EOG RESOURCES INC,energy,EOG,NYSE,True,current_ticker_available,EOG,1,current_sec_mapping,False,True,EOG,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000821483,"PAR PACIFIC HOLDINGS, INC.",energy,PARR,NYSE,True,current_ticker_available,PARR,1,current_sec_mapping,False,True,PARR,2012-10-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000844965,TETRA TECHNOLOGIES INC,energy,TTI,NYSE,True,current_ticker_available,TTI,1,current_sec_mapping,False,True,TTI,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000866829,HELIX ENERGY SOLUTIONS GROUP INC,energy,HLX,NYSE,True,current_ticker_available,HLX,1,current_sec_mapping,False,True,HLX,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000874499,GULFPORT ENERGY CORP,energy,GPOR,NYSE,True,current_ticker_available,GPOR,1,current_sec_mapping,False,True,GPOR,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000889900,PATTERSON UTI ENERGY INC,energy,PTEN,Nasdaq,True,current_ticker_available,PTEN,1,current_sec_mapping,False,True,PTEN,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000893538,SM ENERGY CO,energy,SM,NYSE,True,current_ticker_available,SM,1,current_sec_mapping,False,True,SM,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000894627,VAALCO ENERGY INC /DE/,energy,EGY,NYSE,True,current_ticker_available,EGY,1,current_sec_mapping,False,True,EGY,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000895126,EXPAND ENERGY CORP,energy,EXE,Nasdaq,True,current_ticker_available,EXE,1,current_sec_mapping,False,True,EXE,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001001614,"RILEY EXPLORATION PERMIAN, INC.",energy,REPX,NYSE,True,current_ticker_available,REPX,1,current_sec_mapping,False,True,REPX,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001006655,EVOLUTION PETROLEUM CORP,energy,EPM,NYSE,True,current_ticker_available,EPM,1,current_sec_mapping,False,True,EPM,2012-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,True,candidate_supported
0001022321,GENESIS ENERGY LP,energy,GEL,NYSE,True,current_ticker_available,GEL,1,current_sec_mapping,False,True,GEL,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,candidate_supported
0001035002,VALERO ENERGY CORP/TX,energy,VLO,NYSE,True,current_ticker_available,VLO,1,current_sec_mapping,False,True,VLO,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001064728,PEABODY ENERGY CORP,energy,BTU,NYSE,True,current_ticker_available,BTU,1,current_sec_mapping,False,True,BTU,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001070412,CNX RESOURCES CORP,energy,CNX,NYSE,True,current_ticker_available,CNX,1,current_sec_mapping,False,True,CNX,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001084991,NATURAL GAS SERVICES GROUP INC,energy,NGS,NYSE,True,current_ticker_available,NGS,1,current_sec_mapping,False,True,NGS,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001086600,ALLIANCE RESOURCE PARTNERS LP,energy,ARLP,Nasdaq,True,current_ticker_available,ARLP,1,current_sec_mapping,False,True,ARLP,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001090012,DEVON ENERGY CORP/DE,energy,DVN,NYSE,True,current_ticker_available,DVN,1,current_sec_mapping,False,True,DVN,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001103795,SAVE THE WORLD AIR INC,energy,QSEP,OTC,True,current_ticker_available,QSEP,1,current_sec_mapping,False,True,QSEP,2015-01-01 00:00:00+00:00,2016-10-01 00:00:00+00:00,True,candidate_supported
0001104485,"NORTHERN OIL & GAS, INC.",energy,NOG,NYSE,True,current_ticker_available,NOG,1,current_sec_mapping,False,True,NOG,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001156041,HOUSTON AMERICAN ENERGY CORP,energy,AGIG,NYSE,True,current_ticker_available,AGIG,1,current_sec_mapping,False,True,AGIG,2012-04-01 00:00:00+00:00,2013-10-01 00:00:00+00:00,True,candidate_supported
0001163165,CONOCOPHILLIPS,energy,COP,NYSE,True,current_ticker_available,COP,1,current_sec_mapping,False,True,COP,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001163739,NABORS INDUSTRIES LTD,energy,NBR,NYSE,True,current_ticker_available,NBR,1,current_sec_mapping,False,True,NBR,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001171486,NATURAL RESOURCE PARTNERS LP,energy,NRP,NYSE,True,current_ticker_available,NRP,1,current_sec_mapping,False,True,NRP,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001172358,"DORCHESTER MINERALS, L.P.",energy,DMLP,Nasdaq,True,current_ticker_available,DMLP,1,current_sec_mapping,False,True,DMLP,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,MMLP,Nasdaq,True,current_ticker_available,MMLP,1,current_sec_mapping,False,True,MMLP,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001273441,GRAN TIERRA ENERGY INC.,energy,GTE,NYSE,True,current_ticker_available,GTE,1,current_sec_mapping,False,True,GTE,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001282648,HALCON RESOURCES CORP,energy,BATL,NYSE,True,current_ticker_available,BATL,1,current_sec_mapping,False,True,BATL,2012-04-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,True,candidate_supported
0001288403,W&T OFFSHORE INC,energy,WTI,NYSE,True,current_ticker_available,WTI,1,current_sec_mapping,False,True,WTI,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001349436,SANDRIDGE ENERGY INC,energy,SD,NYSE,True,current_ticker_available,SD,1,current_sec_mapping,False,True,SD,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001376139,CVR ENERGY INC,energy,CVI,NYSE,True,current_ticker_available,CVI,1,current_sec_mapping,False,True,CVI,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001384195,"RING ENERGY, INC.",energy,REI,NYSE,True,current_ticker_available,REI,1,current_sec_mapping,False,True,REI,2015-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001433270,ANTERO RESOURCES CORP,energy,AR,NYSE,True,current_ticker_available,AR,1,current_sec_mapping,False,True,AR,2015-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001451505,TRANSOCEAN LTD.,energy,RIG,NYSE,True,current_ticker_available,RIG,1,current_sec_mapping,False,True,RIG,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001486159,CHORD ENERGY CORP,energy,CHRD,Nasdaq,True,current_ticker_available,CHRD,1,current_sec_mapping,False,True,CHRD,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001509991,KOSMOS ENERGY LTD.,energy,KOS,NYSE,True,current_ticker_available,KOS,1,current_sec_mapping,False,True,KOS,2013-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001510295,MARATHON PETROLEUM CORP,energy,MPC,NYSE,True,current_ticker_available,MPC,1,current_sec_mapping,False,True,MPC,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001520006,MATADOR RESOURCES CO,energy,MTDR,NYSE,True,current_ticker_available,MTDR,1,current_sec_mapping,False,True,MTDR,2013-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001532286,"NINE ENERGY SERVICE, INC.",energy,NINE,NYSE,True,current_ticker_available,NINE,1,current_sec_mapping,False,True,NINE,2020-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,True,candidate_supported
0001534504,PBF ENERGY INC.,energy,PBF,NYSE,True,current_ticker_available,PBF,1,current_sec_mapping,False,True,PBF,2014-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001534701,PHILLIPS 66,energy,PSX,NYSE,True,current_ticker_available,PSX,1,current_sec_mapping,False,True,PSX,2012-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001538849,CROSSAMERICA PARTNERS LP,energy,CAPL,NYSE,True,current_ticker_available,CAPL,1,current_sec_mapping,False,True,CAPL,2014-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001539838,"DIAMONDBACK ENERGY, INC.",energy,FANG,Nasdaq,True,current_ticker_available,FANG,1,current_sec_mapping,False,True,FANG,2014-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001552275,SUNOCO LP,energy,SUN,NYSE,True,current_ticker_available,SUN,1,current_sec_mapping,False,True,SUN,2014-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001559432,"TXO PARTNERS, L.P.",energy,TXO,NYSE,True,current_ticker_available,TXO,1,current_sec_mapping,False,True,TXO,2024-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001609253,CALIFORNIA RESOURCES CORP,energy,CRC,NYSE,True,current_ticker_available,CRC,1,current_sec_mapping,False,True,CRC,2016-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001621434,"BLACK STONE MINERALS, L.P.",energy,BSM,NYSE,True,current_ticker_available,BSM,1,current_sec_mapping,False,True,BSM,2017-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001657788,"KIMBELL ROYALTY PARTNERS, LP",energy,KRP,NYSE,True,current_ticker_available,KRP,1,current_sec_mapping,False,True,KRP,2019-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001658566,PERMIAN RESOURCES CORP,energy,PR,NYSE,True,current_ticker_available,PR,1,current_sec_mapping,False,True,PR,2018-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001679268,"MAMMOTH ENERGY SERVICES, INC.",energy,TUSK,Nasdaq,True,current_ticker_available,TUSK,1,current_sec_mapping,False,True,TUSK,2018-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001680247,PROPETRO HOLDING CORP.,energy,PUMP,NYSE,True,current_ticker_available,PUMP,1,current_sec_mapping,False,True,PUMP,2019-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001691303,"WARRIOR MET COAL, INC.",energy,HCC,NYSE,True,current_ticker_available,HCC,1,current_sec_mapping,False,True,HCC,2019-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001692427,"NCS MULTISTAGE HOLDINGS, INC.",energy,NCSM,Nasdaq,True,current_ticker_available,NCSM,1,current_sec_mapping,False,True,NCSM,2019-10-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,True,candidate_supported
0001693256,"SELECT WATER SOLUTIONS, INC.",energy,WTTR,NYSE,True,current_ticker_available,WTTR,1,current_sec_mapping,False,True,WTTR,2019-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001694028,LIBERTY ENERGY INC.,energy,LBRT,NYSE,True,current_ticker_available,LBRT,1,current_sec_mapping,False,True,LBRT,2020-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001694426,"DELEK US HOLDINGS, INC.",energy,DK,NYSE,True,current_ticker_available,DK,1,current_sec_mapping,False,True,DK,2017-10-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001698514,NATIONAL ENERGY SERVICES REUNITED CORP.,energy,NESR,Nasdaq,True,current_ticker_available,NESR,1,current_sec_mapping,False,True,NESR,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001698990,MAGNOLIA OIL & GAS CORP,energy,MGY,NYSE,True,current_ticker_available,MGY,1,current_sec_mapping,False,True,MGY,2019-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001699039,"RANGER ENERGY SERVICES, INC.",energy,RNGR,NYSE,True,current_ticker_available,RNGR,1,current_sec_mapping,False,True,RNGR,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001704715,"ALPHA METALLURGICAL RESOURCES, INC.",energy,AMR,NYSE,True,current_ticker_available,AMR,1,current_sec_mapping,False,True,AMR,2020-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001710366,"CORE NATURAL RESOURCES, INC.",energy,CNR,NYSE,True,current_ticker_available,CNR,1,current_sec_mapping,False,True,CNR,2019-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001724965,TALOS ENERGY INC.,energy,TALO,NYSE,True,current_ticker_available,TALO,1,current_sec_mapping,False,True,TALO,2018-10-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001737706,SEADRILL LTD,energy,SDRL,NYSE,True,current_ticker_available,SDRL,1,current_sec_mapping,False,True,SDRL,2025-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001738827,"KLX ENERGY SERVICES HOLDINGS, INC.",energy,KLXE,Nasdaq,True,current_ticker_available,KLXE,1,current_sec_mapping,False,True,KLXE,2019-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001770561,CORONADO GLOBAL RESOURCES INC.,energy,CODQL,OTC,True,current_ticker_available,CODQL,1,current_sec_mapping,False,True,CODQL,2021-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001792580,OVINTIV INC.,energy,OVV,NYSE,True,current_ticker_available,OVV,1,current_sec_mapping,False,True,OVV,2020-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001792849,"HIGHPEAK ENERGY, INC.",energy,HPK,Nasdaq,True,current_ticker_available,HPK,1,current_sec_mapping,False,True,HPK,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001831481,SABLE OFFSHORE CORP.,energy,SOC,NYSE,True,current_ticker_available,SOC,1,current_sec_mapping,False,True,SOC,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001838406,BKV CORP,energy,BKV,NYSE,True,current_ticker_available,BKV,1,current_sec_mapping,False,True,BKV,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001841666,APA CORP,energy,APA,Nasdaq,True,current_ticker_available,APA,1,current_sec_mapping,False,True,APA,2021-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001866175,CRESCENT ENERGY CO,energy,CRGY,NYSE,True,current_ticker_available,CRGY,1,current_sec_mapping,False,True,CRGY,2022-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001881487,PROFRAC HOLDING CORP.,energy,ACDC,Nasdaq,True,current_ticker_available,ACDC,1,current_sec_mapping,False,True,ACDC,2024-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001899883,FTAI INFRASTRUCTURE INC.,energy,FIP,Nasdaq,True,current_ticker_available,FIP,1,current_sec_mapping,False,True,FIP,2022-10-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,True,candidate_supported
0001922446,DIVERSIFIED ENERGY CO,energy,DEC,NYSE,True,current_ticker_available,DEC,1,current_sec_mapping,False,True,DEC,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001928446,"GRANITE RIDGE RESOURCES, INC.",energy,GRNT,NYSE,True,current_ticker_available,GRNT,1,current_sec_mapping,False,True,GRNT,2024-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001944558,"VITESSE ENERGY, INC.",energy,VTS,NYSE,True,current_ticker_available,VTS,1,current_sec_mapping,False,True,VTS,2025-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001980088,MACH NATURAL RESOURCES LP,energy,MNR,NYSE,True,current_ticker_available,MNR,1,current_sec_mapping,False,True,MNR,2025-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0001984060,ATLAS ENERGY SOLUTIONS INC.,energy,AESI,NYSE,True,current_ticker_available,AESI,1,current_sec_mapping,False,True,AESI,2025-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000002488,ADVANCED MICRO DEVICES INC,technology,AMD,Nasdaq,True,current_ticker_available,AMD,1,current_sec_mapping,False,True,AMD,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000004127,SKYWORKS SOLUTIONS INC,technology,SWKS,Nasdaq,True,current_ticker_available,SWKS,1,current_sec_mapping,False,True,SWKS,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000006281,ANALOG DEVICES INC,technology,ADI,Nasdaq,True,current_ticker_available,ADI,1,current_sec_mapping,False,True,ADI,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000006951,APPLIED MATERIALS INC /DE,technology,AMAT,Nasdaq,True,current_ticker_available,AMAT,1,current_sec_mapping,False,True,AMAT,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000008146,"ASTRONOVA, INC.",technology,ALOT,Nasdaq,True,current_ticker_available,ALOT,1,current_sec_mapping,False,True,ALOT,2017-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000008670,AUTOMATIC DATA PROCESSING INC,technology,ADP,Nasdaq,True,current_ticker_available,ADP,1,current_sec_mapping,False,True,ADP,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000009092,BADGER METER INC,technology,BMI,NYSE,True,current_ticker_available,BMI,1,current_sec_mapping,False,True,BMI,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000016058,CACI INTERNATIONAL INC /DE/,technology,CACI,NYSE,True,current_ticker_available,CACI,1,current_sec_mapping,False,True,CACI,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000021535,COHU INC,technology,COHU,Nasdaq,True,current_ticker_available,COHU,1,current_sec_mapping,False,True,COHU,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,technology,CMTL,Nasdaq,True,current_ticker_available,CMTL,1,current_sec_mapping,False,True,CMTL,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000026058,CTS CORP,technology,CTS,NYSE,True,current_ticker_available,CTS,1,current_sec_mapping,False,True,CTS,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000028823,"DIEBOLD NIXDORF, INC",technology,DBD,NYSE,True,current_ticker_available,DBD,1,current_sec_mapping,False,True,DBD,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000029002,DIODES INC /DEL/,technology,DIOD,Nasdaq,True,current_ticker_available,DIOD,1,current_sec_mapping,False,True,DIOD,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000031235,EASTMAN KODAK CO,technology,KODK,NYSE,True,current_ticker_available,KODK,1,current_sec_mapping,False,True,KODK,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000031791,"REVVITY, INC.",technology,RVTY,NYSE,True,current_ticker_available,RVTY,1,current_sec_mapping,False,True,RVTY,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000046129,ALLIENT INC,technology,ALNT,Nasdaq,True,current_ticker_available,ALNT,1,current_sec_mapping,False,True,ALNT,2015-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000047217,HP INC,technology,HPQ,NYSE,True,current_ticker_available,HPQ,1,current_sec_mapping,False,True,HPQ,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000048898,HUBBELL INC,technology,HUBB,NYSE,True,current_ticker_available,HUBB,1,current_sec_mapping,False,True,HUBB,2012-10-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000050471,PARK CITY GROUP INC,technology,TRAK,NYSE,True,current_ticker_available,TRAK,1,current_sec_mapping,False,True,TRAK,2015-10-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,True,candidate_supported
0000050863,INTEL CORP,technology,INTC,Nasdaq,True,current_ticker_available,INTC,1,current_sec_mapping,False,True,INTC,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000051143,INTERNATIONAL BUSINESS MACHINES CORP,technology,IBM,NYSE,True,current_ticker_available,IBM,1,current_sec_mapping,False,True,IBM,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000056978,KULICKE & SOFFA INDUSTRIES INC,technology,KLIC,Nasdaq,True,current_ticker_available,KLIC,1,current_sec_mapping,False,True,KLIC,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000065270,METHODE ELECTRONICS INC,technology,MEI,NYSE,True,current_ticker_available,MEI,1,current_sec_mapping,False,True,MEI,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000065770,"MICROVISION, INC.",technology,MVIS,Nasdaq,True,current_ticker_available,MVIS,1,current_sec_mapping,False,True,MVIS,2012-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,True,candidate_supported
0000068505,"MOTOROLA SOLUTIONS, INC.",technology,MSI,NYSE,True,current_ticker_available,MSI,1,current_sec_mapping,False,True,MSI,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000069633,"NAPCO SECURITY TECHNOLOGIES, INC",technology,NSSC,Nasdaq,True,current_ticker_available,NSSC,1,current_sec_mapping,False,True,NSSC,2017-10-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000076267,PARK AEROSPACE CORP,technology,PKE,NYSE,True,current_ticker_available,PKE,1,current_sec_mapping,False,True,PKE,2013-07-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,True,candidate_supported
0000078749,AGILYSYS INC,technology,AGYS,Nasdaq,True,current_ticker_available,AGYS,1,current_sec_mapping,False,True,AGYS,2013-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
0000087050,"NEONODE, INC",technology,NEON,Nasdaq,True,current_ticker_available,NEON,1,current_sec_mapping,False,True,NEON,2013-04-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,True,candidate_supported
0000088941,SEMTECH CORP,technology,SMTC,Nasdaq,True,current_ticker_available,SMTC,1,current_sec_mapping,False,True,SMTC,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported
