strategy_name,split,year,market_state,n,mean_turnover,mean_bil_exposure,mean_core_exposure,mean_ml_sleeve_exposure,mean_net_return
mlx9_ensemble,train,2009,stressed_panic,19,,0.0,,,-0.0009221427124258107
mlx9_ensemble,train,2010,calm_trend,24,,0.0,,,0.003018073145938571
mlx9_ensemble,train,2010,neutral_mixed,29,,0.0,,,0.0012814981952032514
mlx9_ensemble,train,2011,calm_trend,16,,0.0,,,-0.00498602841014675
mlx9_ensemble,train,2011,neutral_mixed,22,,0.0,,,0.0024384973649821274
mlx9_ensemble,train,2011,stressed_panic,14,,0.0,,,0.002987037131591535
mlx9_ensemble,train,2012,calm_trend,18,,0.0,,,0.0002100709178482645
mlx9_ensemble,train,2012,neutral_mixed,28,,0.0,,,0.0030311223225465886
mlx9_ensemble,train,2012,recovery_confirmed,4,,0.0,,,-0.004183487670969726
mlx9_ensemble,train,2012,recovery_fragile,2,,0.0,,,0.0060539173853285
mlx9_ensemble,train,2013,calm_trend,16,,0.0,,,-0.0003546851118694551
mlx9_ensemble,train,2013,neutral_mixed,36,,0.0,,,0.002749559996714036
mlx9_ensemble,train,2014,calm_trend,15,,0.0,,,-0.0008383197691808375
mlx9_ensemble,train,2014,neutral_mixed,25,,0.0,,,0.001376203959968036
mlx9_ensemble,train,2014,recovery_confirmed,1,,0.0,,,0.0072279833258929
mlx9_ensemble,train,2014,recovery_fragile,6,,0.0,,,0.005255415957059366
mlx9_ensemble,train,2014,stressed_panic,5,,0.0,,,0.0064705577096536
mlx9_ensemble,train,2015,neutral_mixed,29,,0.0,,,0.00017823404362700995
mlx9_ensemble,train,2015,recovery_confirmed,1,,0.0,,,-0.0256335520864527
mlx9_ensemble,train,2015,recovery_fragile,7,,0.0,,,-0.004080894020357285
mlx9_ensemble,train,2015,stressed_panic,15,,0.0,,,0.0010504279302907668
mlx9_ensemble,train,2016,calm_trend,18,,0.0,,,-0.0015290268843367555
mlx9_ensemble,train,2016,neutral_mixed,18,,0.0,,,0.00019340681518687753
mlx9_ensemble,train,2016,recovery_confirmed,4,,0.0,,,0.0078661531449878
mlx9_ensemble,train,2016,recovery_fragile,2,,0.0,,,0.00451656716228935
mlx9_ensemble,train,2016,stressed_panic,11,,0.0,,,0.000602637325390909
mlx9_ensemble,train,2017,calm_trend,37,,0.0,,,0.0015490343244003702
mlx9_ensemble,train,2017,neutral_mixed,15,,0.0,,,0.005735093751343511
mlx9_ensemble,validation,2018,neutral_mixed,20,,0.0,,,-0.0025970700941950254
mlx9_ensemble,validation,2018,recovery_fragile,4,,0.0,,,-7.506281655574737e-06
mlx9_ensemble,validation,2018,stressed_panic,28,,0.0,,,0.00023672644219409624
mlx9_ensemble,validation,2019,calm_trend,12,,0.0,,,0.002067626963857192
mlx9_ensemble,validation,2019,neutral_mixed,25,,0.0,,,0.0032580746661705763
mlx9_ensemble,validation,2019,recovery_confirmed,10,,0.0,,,0.00045134847097299256
mlx9_ensemble,validation,2019,stressed_panic,5,,0.0,,,0.0030099420827481398
phase4b,holdout,2020,calm_trend,8,,0.0,,,-0.0004044279016706001
phase4b,holdout,2020,neutral_mixed,14,,0.0,,,0.006775961702513043
phase4b,holdout,2020,recovery_confirmed,11,,0.0,,,-0.0020475107298389837
phase4b,holdout,2020,recovery_fragile,1,,0.0,,,0.0131030178430381
phase4b,holdout,2020,stressed_panic,18,,0.0,,,-0.0005773747364949995
phase4b,holdout,2021,calm_trend,37,,0.0,,,0.0005450556194618892
phase4b,holdout,2021,neutral_mixed,16,,0.0,,,0.006004627857381038
phase4b,holdout,2022,neutral_mixed,13,,0.0,,,-0.0001449480584762077
phase4b,holdout,2022,stressed_panic,39,,0.0,,,-0.0003634654613106998
phase4b,holdout,2023,calm_trend,26,,0.0,,,0.0007641252910536655
phase4b,holdout,2023,neutral_mixed,17,,0.0,,,0.004231049082271382
phase4b,holdout,2023,recovery_fragile,9,,0.0,,,-0.000670464083998175
phase4b,holdout,2024,calm_trend,27,,0.0,,,0.0012303508111175074
phase4b,holdout,2024,neutral_mixed,25,,0.0,,,0.003620279133654548
phase4b,holdout,2025,calm_trend,3,,0.0,,,0.0077055372618442
phase4b,holdout,2025,neutral_mixed,24,,0.0,,,0.0036463586501623083
phase4b,holdout,2025,recovery_confirmed,9,,0.0,,,0.002345241018468678
phase4b,holdout,2025,recovery_fragile,4,,0.0,,,0.002979864911088725
phase4b,holdout,2025,stressed_panic,12,,0.0,,,0.002302829816750141
phase4b,holdout,2026,neutral_mixed,12,,0.0,,,0.005018303105840451
phase4b,holdout,2026,recovery_confirmed,1,,0.0,,,-0.000358049575006
phase4b,holdout,2026,stressed_panic,2,,0.0,,,-0.002974164040020901
phase4b,holdout,2026,unknown,4,,0.0,,,
phase4b,train,2000,unknown,52,,0.0,,,
phase4b,train,2001,unknown,52,,0.0,,,
phase4b,train,2002,unknown,52,,0.0,,,
phase4b,train,2003,unknown,52,,0.0,,,
phase4b,train,2004,unknown,53,,0.0,,,
phase4b,train,2005,calm_trend,6,,0.0,,,0.0
phase4b,train,2005,neutral_mixed,46,,0.0,,,0.0
phase4b,train,2006,calm_trend,7,,0.0,,,-0.0013490365602268856
phase4b,train,2006,neutral_mixed,36,,0.0,,,0.001204852481721239
phase4b,train,2006,recovery_confirmed,3,,0.0,,,0.010908184218497133
phase4b,train,2006,recovery_fragile,3,,0.0,,,-0.0059526633304184005
phase4b,train,2006,stressed_panic,3,,0.0,,,0.0068069967969673
phase4b,train,2007,calm_trend,9,,0.0,,,0.003954346277989278
phase4b,train,2007,neutral_mixed,22,,0.0,,,0.0014172074090244556
phase4b,train,2007,recovery_fragile,2,,0.0,,,0.01038406324620385
phase4b,train,2007,stressed_panic,19,,0.0,,,0.0027767430852415897
phase4b,train,2008,neutral_mixed,12,,0.0,,,0.0011624349836343497
phase4b,train,2008,recovery_fragile,1,,0.0,,,-0.0006355331192883
phase4b,train,2008,stressed_panic,39,,0.0,,,-0.0002098356870804863
phase4b,train,2009,calm_trend,16,,0.0,,,0.005208467385980394
phase4b,train,2009,neutral_mixed,9,,0.0,,,0.005171218920702011
phase4b,train,2009,recovery_fragile,8,,0.0,,,0.0017771417924729626
phase4b,train,2009,stressed_panic,19,,0.0,,,-0.001088340028653037
phase4b,train,2010,calm_trend,24,,0.0,,,0.002994146952441575
phase4b,train,2010,neutral_mixed,29,,0.0,,,0.0009911938946777312
phase4b,train,2011,calm_trend,16,,0.0,,,-0.0036894002745160187
phase4b,train,2011,neutral_mixed,22,,0.0,,,0.0026053991992042533
phase4b,train,2011,stressed_panic,14,,0.0,,,0.003690459064943499
phase4b,train,2012,calm_trend,18,,0.0,,,-7.93739056694498e-05
phase4b,train,2012,neutral_mixed,28,,0.0,,,0.0025269085653850318
phase4b,train,2012,recovery_confirmed,4,,0.0,,,-0.0014747065605810248
phase4b,train,2012,recovery_fragile,2,,0.0,,,0.0050431160627647
phase4b,train,2013,calm_trend,16,,0.0,,,9.220967832025175e-05
phase4b,train,2013,neutral_mixed,36,,0.0,,,0.002116730824885334
phase4b,train,2014,calm_trend,15,,0.0,,,-0.0006517974959210602
phase4b,train,2014,neutral_mixed,25,,0.0,,,0.0018820853446699939
phase4b,train,2014,recovery_confirmed,1,,0.0,,,0.0072608424861921
phase4b,train,2014,recovery_fragile,6,,0.0,,,0.005738716085993866
phase4b,train,2014,stressed_panic,5,,0.0,,,0.005114517237188259
phase4b,train,2015,neutral_mixed,29,,0.0,,,-0.00024732514751792063
phase4b,train,2015,recovery_confirmed,1,,0.0,,,-0.0255610283993452
phase4b,train,2015,recovery_fragile,7,,0.0,,,-0.004533047725577943
phase4b,train,2015,stressed_panic,15,,0.0,,,0.0011318031457194628
phase4b,train,2016,calm_trend,18,,0.0,,,-0.0014479356604686555
phase4b,train,2016,neutral_mixed,18,,0.0,,,-4.427913487176112e-05
phase4b,train,2016,recovery_confirmed,4,,0.0,,,0.0064490001203142255
phase4b,train,2016,recovery_fragile,2,,0.0,,,0.00793753655814965
phase4b,train,2016,stressed_panic,11,,0.0,,,0.0009019376972519636
phase4b,train,2017,calm_trend,37,,0.0,,,0.0017461932649116094
phase4b,train,2017,neutral_mixed,15,,0.0,,,0.005834956469498634
phase4b,validation,2018,neutral_mixed,20,,0.0,,,-0.003058987924263481
phase4b,validation,2018,recovery_fragile,4,,0.0,,,6.770587419250001e-05
phase4b,validation,2018,stressed_panic,28,,0.0,,,0.0002591301978956712
phase4b,validation,2019,calm_trend,12,,0.0,,,0.0018343302817203503
phase4b,validation,2019,neutral_mixed,25,,0.0,,,0.0032176238706255844
phase4b,validation,2019,recovery_confirmed,10,,0.0,,,0.00031317696575064907
phase4b,validation,2019,stressed_panic,5,,0.0,,,0.0035283375491097996
production,holdout,2020,calm_trend,8,,0.0,,,-0.0023286718697069133
production,holdout,2020,neutral_mixed,14,,0.0,,,0.005596757478850885
production,holdout,2020,recovery_confirmed,11,,0.0,,,-0.0026332374543138358
production,holdout,2020,recovery_fragile,1,,0.0,,,0.0114276518613833
production,holdout,2020,stressed_panic,18,,0.0,,,-0.0013789107734716003
production,holdout,2021,calm_trend,37,,0.0,,,0.00034713164062131346
production,holdout,2021,neutral_mixed,16,,0.0,,,0.005192288246820075
production,holdout,2022,neutral_mixed,13,,0.0,,,0.0012607182547927536
production,holdout,2022,stressed_panic,39,,0.0,,,-0.0002469059204848047
production,holdout,2023,calm_trend,26,,0.0,,,0.00044172458488617335
production,holdout,2023,neutral_mixed,17,,0.0,,,0.0032259641478127885
production,holdout,2023,recovery_fragile,9,,0.0,,,-0.0002277249708008445
production,holdout,2024,calm_trend,27,,0.0,,,0.0013253068793002412
production,holdout,2024,neutral_mixed,25,,0.0,,,0.0032526081283434038
production,holdout,2025,calm_trend,3,,0.0,,,0.007471847532995267
production,holdout,2025,neutral_mixed,24,,0.0,,,0.0032893966298542378
production,holdout,2025,recovery_confirmed,9,,0.0,,,0.0028106173261118004
production,holdout,2025,recovery_fragile,4,,0.0,,,0.00261361204270295
production,holdout,2025,stressed_panic,12,,0.0,,,0.001980726832471342
production,holdout,2026,neutral_mixed,12,,0.0,,,0.004897333104798175
production,holdout,2026,recovery_confirmed,1,,0.0,,,-0.0002348592411379
production,holdout,2026,stressed_panic,2,,0.0,,,-0.0038383605471287493
production,holdout,2026,unknown,4,,0.0,,,
production,train,2000,unknown,52,,0.0,,,
production,train,2001,unknown,52,,0.0,,,
production,train,2002,unknown,52,,0.0,,,
production,train,2003,unknown,52,,0.0,,,
production,train,2004,unknown,53,,0.0,,,
production,train,2005,calm_trend,6,,0.0,,,0.0
production,train,2005,neutral_mixed,46,,0.0,,,0.0
production,train,2006,calm_trend,7,,0.0,,,-0.0010648859343439286
production,train,2006,neutral_mixed,36,,0.0,,,0.0013403860696828444
production,train,2006,recovery_confirmed,3,,0.0,,,0.011251070876197934
production,train,2006,recovery_fragile,3,,0.0,,,-0.004931476739368001
production,train,2006,stressed_panic,3,,0.0,,,0.0069303719246221
production,train,2007,calm_trend,9,,0.0,,,0.0049513912918401
production,train,2007,neutral_mixed,22,,0.0,,,0.0005676332569334267
production,train,2007,recovery_fragile,2,,0.0,,,0.011711355728987
production,train,2007,stressed_panic,19,,0.0,,,0.0028281834910351424
production,train,2008,neutral_mixed,12,,0.0,,,0.0004483590079290083
production,train,2008,recovery_fragile,1,,0.0,,,-0.000431528032365
production,train,2008,stressed_panic,39,,0.0,,,-0.00018050222244620515
production,train,2009,calm_trend,16,,0.0,,,0.005725199244236188
production,train,2009,neutral_mixed,9,,0.0,,,0.006207031540358349
production,train,2009,recovery_fragile,8,,0.0,,,0.0015666568342994625
production,train,2009,stressed_panic,19,,0.0,,,-0.0009551188745304273
production,train,2010,calm_trend,24,,0.0,,,0.0031923881561251918
production,train,2010,neutral_mixed,29,,0.0,,,0.0012362439660189859
production,train,2011,calm_trend,16,,0.0,,,-0.004390316959884375
production,train,2011,neutral_mixed,22,,0.0,,,0.002712813255339232
production,train,2011,stressed_panic,14,,0.0,,,0.0030855385304354504
production,train,2012,calm_trend,18,,0.0,,,5.051015313549439e-05
production,train,2012,neutral_mixed,28,,0.0,,,0.003041587089391186
production,train,2012,recovery_confirmed,4,,0.0,,,-0.004581520497189475
production,train,2012,recovery_fragile,2,,0.0,,,0.0059622421403625
production,train,2013,calm_trend,16,,0.0,,,-0.00012144733901411214
production,train,2013,neutral_mixed,36,,0.0,,,0.0029588977968082516
production,train,2014,calm_trend,15,,0.0,,,-0.0018227395046618458
production,train,2014,neutral_mixed,25,,0.0,,,0.0014402487428721161
production,train,2014,recovery_confirmed,1,,0.0,,,0.0021456868817818
production,train,2014,recovery_fragile,6,,0.0,,,0.005193226264229849
production,train,2014,stressed_panic,5,,0.0,,,0.00724723931486136
production,train,2015,neutral_mixed,29,,0.0,,,3.0089298667944508e-05
production,train,2015,recovery_confirmed,1,,0.0,,,-0.0257753775450503
production,train,2015,recovery_fragile,7,,0.0,,,-0.00443658566735407
production,train,2015,stressed_panic,15,,0.0,,,0.00102691133147204
production,train,2016,calm_trend,18,,0.0,,,-0.0015877404813412607
production,train,2016,neutral_mixed,18,,0.0,,,-0.0001383591437047276
production,train,2016,recovery_confirmed,4,,0.0,,,0.007977088180545424
production,train,2016,recovery_fragile,2,,0.0,,,0.00609158590933505
production,train,2016,stressed_panic,11,,0.0,,,0.0006374237072217001
production,train,2017,calm_trend,37,,0.0,,,0.0017742578020253296
production,train,2017,neutral_mixed,15,,0.0,,,0.005928347005430928
production,validation,2018,neutral_mixed,20,,0.0,,,-0.00268902401498456
production,validation,2018,recovery_fragile,4,,0.0,,,2.1406261733475027e-05
production,validation,2018,stressed_panic,28,,0.0,,,0.0002991832089225251
production,validation,2019,calm_trend,12,,0.0,,,0.0012595090712642534
production,validation,2019,neutral_mixed,25,,0.0,,,0.003627280716360596
production,validation,2019,recovery_confirmed,10,,0.0,,,0.0003957298046030528
production,validation,2019,stressed_panic,5,,0.0,,,0.00297974001294208
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2020,calm_trend,8,0.0,0.0,1.0,0.0,-0.0023286718697069133
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2020,neutral_mixed,14,0.0,0.0,1.0,0.0,0.005596757478850885
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2020,recovery_confirmed,11,0.0,0.0,1.0,0.0,-0.0026332374543138358
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2020,recovery_fragile,1,0.0,0.0,1.0,0.0,0.0114276518613833
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2020,stressed_panic,18,0.0,0.0,1.0,0.0,-0.0013789107734716003
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2021,calm_trend,37,0.10810810810810811,0.05405405405405406,0.9459459459459459,0.0,0.00017971440104188095
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2021,neutral_mixed,16,0.0,0.0,1.0,0.0,0.005192288246820075
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2022,neutral_mixed,13,0.0,0.0,1.0,0.0,0.0012607182547927536
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2022,stressed_panic,39,0.0,0.0,1.0,0.0,-0.0002469059204848047
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2023,calm_trend,26,0.0,0.0,1.0,0.0,0.00044172458488617335
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2023,neutral_mixed,17,0.0,0.0,1.0,0.0,0.0032259641478127885
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2023,recovery_fragile,9,0.0,0.0,1.0,0.0,-0.0002277249708008445
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2024,calm_trend,27,0.14814814814814814,0.037037037037037035,0.9629629629629629,0.0,0.0010865479459962709
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2024,neutral_mixed,25,0.0,0.0,1.0,0.0,0.0032526081283434038
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2025,calm_trend,3,0.0,0.0,1.0,0.0,0.007471847532995267
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2025,neutral_mixed,24,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.0,0.0019687988595141746
task_1_production_triple_barrier__h13_u3_l3__gradient_boosting__thr0.60__production_risk_filter,holdout,2025,recovery_confirmed,9,0.6666666666666666,0.2222222222222222,0.7777777777777778,0.0,0.00044217670553046637
