task_id,barrier_id,model_name,split,actual_label,predicted_label,count
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,validation,-1,-1,0
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,validation,-1,0,3
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,validation,-1,1,21
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,validation,0,-1,0
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,validation,0,0,6
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,validation,0,1,42
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,validation,1,-1,1
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,validation,1,0,4
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,validation,1,1,27
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,holdout,-1,-1,21
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,holdout,-1,0,13
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,holdout,-1,1,60
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,holdout,0,-1,9
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,holdout,0,0,18
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,holdout,0,1,30
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,holdout,1,-1,26
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,holdout,1,0,13
task_1_production_triple_barrier,h4_u1_l1,gradient_boosting,holdout,1,1,137
task_1_production_triple_barrier,h4_u1_l1,xgboost,train,-1,-1,81
task_1_production_triple_barrier,h4_u1_l1,xgboost,train,-1,0,12
task_1_production_triple_barrier,h4_u1_l1,xgboost,train,-1,1,65
task_1_production_triple_barrier,h4_u1_l1,xgboost,train,0,-1,11
task_1_production_triple_barrier,h4_u1_l1,xgboost,train,0,0,162
task_1_production_triple_barrier,h4_u1_l1,xgboost,train,0,1,52
task_1_production_triple_barrier,h4_u1_l1,xgboost,train,1,-1,3
task_1_production_triple_barrier,h4_u1_l1,xgboost,train,1,0,15
task_1_production_triple_barrier,h4_u1_l1,xgboost,train,1,1,281
task_1_production_triple_barrier,h4_u1_l1,xgboost,validation,-1,-1,0
task_1_production_triple_barrier,h4_u1_l1,xgboost,validation,-1,0,5
task_1_production_triple_barrier,h4_u1_l1,xgboost,validation,-1,1,19
task_1_production_triple_barrier,h4_u1_l1,xgboost,validation,0,-1,0
task_1_production_triple_barrier,h4_u1_l1,xgboost,validation,0,0,8
task_1_production_triple_barrier,h4_u1_l1,xgboost,validation,0,1,40
task_1_production_triple_barrier,h4_u1_l1,xgboost,validation,1,-1,1
task_1_production_triple_barrier,h4_u1_l1,xgboost,validation,1,0,4
task_1_production_triple_barrier,h4_u1_l1,xgboost,validation,1,1,27
task_1_production_triple_barrier,h4_u1_l1,xgboost,holdout,-1,-1,13
task_1_production_triple_barrier,h4_u1_l1,xgboost,holdout,-1,0,15
task_1_production_triple_barrier,h4_u1_l1,xgboost,holdout,-1,1,66
task_1_production_triple_barrier,h4_u1_l1,xgboost,holdout,0,-1,7
task_1_production_triple_barrier,h4_u1_l1,xgboost,holdout,0,0,22
task_1_production_triple_barrier,h4_u1_l1,xgboost,holdout,0,1,28
task_1_production_triple_barrier,h4_u1_l1,xgboost,holdout,1,-1,16
task_1_production_triple_barrier,h4_u1_l1,xgboost,holdout,1,0,10
task_1_production_triple_barrier,h4_u1_l1,xgboost,holdout,1,1,150
task_1_production_triple_barrier,h4_u1_l1,lightgbm,train,-1,-1,124
task_1_production_triple_barrier,h4_u1_l1,lightgbm,train,-1,0,5
task_1_production_triple_barrier,h4_u1_l1,lightgbm,train,-1,1,29
task_1_production_triple_barrier,h4_u1_l1,lightgbm,train,0,-1,6
task_1_production_triple_barrier,h4_u1_l1,lightgbm,train,0,0,194
task_1_production_triple_barrier,h4_u1_l1,lightgbm,train,0,1,25
task_1_production_triple_barrier,h4_u1_l1,lightgbm,train,1,-1,1
task_1_production_triple_barrier,h4_u1_l1,lightgbm,train,1,0,8
task_1_production_triple_barrier,h4_u1_l1,lightgbm,train,1,1,290
task_1_production_triple_barrier,h4_u1_l1,lightgbm,validation,-1,-1,1
task_1_production_triple_barrier,h4_u1_l1,lightgbm,validation,-1,0,5
task_1_production_triple_barrier,h4_u1_l1,lightgbm,validation,-1,1,18
task_1_production_triple_barrier,h4_u1_l1,lightgbm,validation,0,-1,0
task_1_production_triple_barrier,h4_u1_l1,lightgbm,validation,0,0,7
task_1_production_triple_barrier,h4_u1_l1,lightgbm,validation,0,1,41
task_1_production_triple_barrier,h4_u1_l1,lightgbm,validation,1,-1,2
task_1_production_triple_barrier,h4_u1_l1,lightgbm,validation,1,0,4
task_1_production_triple_barrier,h4_u1_l1,lightgbm,validation,1,1,26
task_1_production_triple_barrier,h4_u1_l1,lightgbm,holdout,-1,-1,25
task_1_production_triple_barrier,h4_u1_l1,lightgbm,holdout,-1,0,14
task_1_production_triple_barrier,h4_u1_l1,lightgbm,holdout,-1,1,55
task_1_production_triple_barrier,h4_u1_l1,lightgbm,holdout,0,-1,9
task_1_production_triple_barrier,h4_u1_l1,lightgbm,holdout,0,0,21
task_1_production_triple_barrier,h4_u1_l1,lightgbm,holdout,0,1,27
task_1_production_triple_barrier,h4_u1_l1,lightgbm,holdout,1,-1,33
task_1_production_triple_barrier,h4_u1_l1,lightgbm,holdout,1,0,9
task_1_production_triple_barrier,h4_u1_l1,lightgbm,holdout,1,1,134
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,train,-1,-1,115
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,train,-1,0,5
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,train,-1,1,7
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,train,0,-1,13
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,train,0,0,227
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,train,0,1,31
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,train,1,-1,31
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,train,1,0,29
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,train,1,1,228
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,validation,-1,-1,2
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,validation,-1,0,2
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,validation,-1,1,11
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,validation,0,-1,0
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,validation,0,0,33
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,validation,0,1,23
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,validation,1,-1,1
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,validation,1,0,3
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,validation,1,1,29
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,holdout,-1,-1,5
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,holdout,-1,0,21
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,holdout,-1,1,42
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,holdout,0,-1,6
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,holdout,0,0,36
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,holdout,0,1,44
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,holdout,1,-1,17
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,holdout,1,0,26
task_1_production_triple_barrier,h8_u2_l2,logistic_regression,holdout,1,1,127
task_1_production_triple_barrier,h8_u2_l2,random_forest,train,-1,-1,102
task_1_production_triple_barrier,h8_u2_l2,random_forest,train,-1,0,4
task_1_production_triple_barrier,h8_u2_l2,random_forest,train,-1,1,21
task_1_production_triple_barrier,h8_u2_l2,random_forest,train,0,-1,32
task_1_production_triple_barrier,h8_u2_l2,random_forest,train,0,0,182
task_1_production_triple_barrier,h8_u2_l2,random_forest,train,0,1,57
task_1_production_triple_barrier,h8_u2_l2,random_forest,train,1,-1,40
task_1_production_triple_barrier,h8_u2_l2,random_forest,train,1,0,9
task_1_production_triple_barrier,h8_u2_l2,random_forest,train,1,1,239
task_1_production_triple_barrier,h8_u2_l2,random_forest,validation,-1,-1,2
task_1_production_triple_barrier,h8_u2_l2,random_forest,validation,-1,0,1
task_1_production_triple_barrier,h8_u2_l2,random_forest,validation,-1,1,12
task_1_production_triple_barrier,h8_u2_l2,random_forest,validation,0,-1,2
task_1_production_triple_barrier,h8_u2_l2,random_forest,validation,0,0,25
task_1_production_triple_barrier,h8_u2_l2,random_forest,validation,0,1,29
task_1_production_triple_barrier,h8_u2_l2,random_forest,validation,1,-1,5
task_1_production_triple_barrier,h8_u2_l2,random_forest,validation,1,0,4
task_1_production_triple_barrier,h8_u2_l2,random_forest,validation,1,1,24
task_1_production_triple_barrier,h8_u2_l2,random_forest,holdout,-1,-1,31
task_1_production_triple_barrier,h8_u2_l2,random_forest,holdout,-1,0,6
task_1_production_triple_barrier,h8_u2_l2,random_forest,holdout,-1,1,31
task_1_production_triple_barrier,h8_u2_l2,random_forest,holdout,0,-1,20
task_1_production_triple_barrier,h8_u2_l2,random_forest,holdout,0,0,37
task_1_production_triple_barrier,h8_u2_l2,random_forest,holdout,0,1,29
task_1_production_triple_barrier,h8_u2_l2,random_forest,holdout,1,-1,90
task_1_production_triple_barrier,h8_u2_l2,random_forest,holdout,1,0,21
task_1_production_triple_barrier,h8_u2_l2,random_forest,holdout,1,1,59
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,train,-1,-1,82
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,train,-1,0,10
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,train,-1,1,35
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,train,0,-1,5
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,train,0,0,238
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,train,0,1,28
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,train,1,-1,3
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,train,1,0,9
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,train,1,1,276
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,validation,-1,-1,0
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,validation,-1,0,5
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,validation,-1,1,10
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,validation,0,-1,0
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,validation,0,0,29
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,validation,0,1,27
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,validation,1,-1,0
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,validation,1,0,14
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,validation,1,1,19
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,holdout,-1,-1,20
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,holdout,-1,0,15
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,holdout,-1,1,33
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,holdout,0,-1,9
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,holdout,0,0,42
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,holdout,0,1,35
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,holdout,1,-1,38
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,holdout,1,0,30
task_1_production_triple_barrier,h8_u2_l2,gradient_boosting,holdout,1,1,102
task_1_production_triple_barrier,h8_u2_l2,xgboost,train,-1,-1,73
task_1_production_triple_barrier,h8_u2_l2,xgboost,train,-1,0,14
task_1_production_triple_barrier,h8_u2_l2,xgboost,train,-1,1,40
task_1_production_triple_barrier,h8_u2_l2,xgboost,train,0,-1,7
task_1_production_triple_barrier,h8_u2_l2,xgboost,train,0,0,225
task_1_production_triple_barrier,h8_u2_l2,xgboost,train,0,1,39
task_1_production_triple_barrier,h8_u2_l2,xgboost,train,1,-1,3
task_1_production_triple_barrier,h8_u2_l2,xgboost,train,1,0,14
task_1_production_triple_barrier,h8_u2_l2,xgboost,train,1,1,271
task_1_production_triple_barrier,h8_u2_l2,xgboost,validation,-1,-1,0
task_1_production_triple_barrier,h8_u2_l2,xgboost,validation,-1,0,5
task_1_production_triple_barrier,h8_u2_l2,xgboost,validation,-1,1,10
task_1_production_triple_barrier,h8_u2_l2,xgboost,validation,0,-1,0
task_1_production_triple_barrier,h8_u2_l2,xgboost,validation,0,0,28
task_1_production_triple_barrier,h8_u2_l2,xgboost,validation,0,1,28
task_1_production_triple_barrier,h8_u2_l2,xgboost,validation,1,-1,0
task_1_production_triple_barrier,h8_u2_l2,xgboost,validation,1,0,11
task_1_production_triple_barrier,h8_u2_l2,xgboost,validation,1,1,22
task_1_production_triple_barrier,h8_u2_l2,xgboost,holdout,-1,-1,15
task_1_production_triple_barrier,h8_u2_l2,xgboost,holdout,-1,0,11
task_1_production_triple_barrier,h8_u2_l2,xgboost,holdout,-1,1,42
task_1_production_triple_barrier,h8_u2_l2,xgboost,holdout,0,-1,7
task_1_production_triple_barrier,h8_u2_l2,xgboost,holdout,0,0,41
task_1_production_triple_barrier,h8_u2_l2,xgboost,holdout,0,1,38
task_1_production_triple_barrier,h8_u2_l2,xgboost,holdout,1,-1,29
task_1_production_triple_barrier,h8_u2_l2,xgboost,holdout,1,0,31
task_1_production_triple_barrier,h8_u2_l2,xgboost,holdout,1,1,110
task_1_production_triple_barrier,h8_u2_l2,lightgbm,train,-1,-1,107
task_1_production_triple_barrier,h8_u2_l2,lightgbm,train,-1,0,8
task_1_production_triple_barrier,h8_u2_l2,lightgbm,train,-1,1,12
task_1_production_triple_barrier,h8_u2_l2,lightgbm,train,0,-1,2
task_1_production_triple_barrier,h8_u2_l2,lightgbm,train,0,0,251
task_1_production_triple_barrier,h8_u2_l2,lightgbm,train,0,1,18
task_1_production_triple_barrier,h8_u2_l2,lightgbm,train,1,-1,1
task_1_production_triple_barrier,h8_u2_l2,lightgbm,train,1,0,2
task_1_production_triple_barrier,h8_u2_l2,lightgbm,train,1,1,285
task_1_production_triple_barrier,h8_u2_l2,lightgbm,validation,-1,-1,0
task_1_production_triple_barrier,h8_u2_l2,lightgbm,validation,-1,0,7
task_1_production_triple_barrier,h8_u2_l2,lightgbm,validation,-1,1,8
task_1_production_triple_barrier,h8_u2_l2,lightgbm,validation,0,-1,0
task_1_production_triple_barrier,h8_u2_l2,lightgbm,validation,0,0,27
task_1_production_triple_barrier,h8_u2_l2,lightgbm,validation,0,1,29
task_1_production_triple_barrier,h8_u2_l2,lightgbm,validation,1,-1,0
task_1_production_triple_barrier,h8_u2_l2,lightgbm,validation,1,0,12
task_1_production_triple_barrier,h8_u2_l2,lightgbm,validation,1,1,21
task_1_production_triple_barrier,h8_u2_l2,lightgbm,holdout,-1,-1,19
task_1_production_triple_barrier,h8_u2_l2,lightgbm,holdout,-1,0,11
task_1_production_triple_barrier,h8_u2_l2,lightgbm,holdout,-1,1,38
task_1_production_triple_barrier,h8_u2_l2,lightgbm,holdout,0,-1,10
task_1_production_triple_barrier,h8_u2_l2,lightgbm,holdout,0,0,42
task_1_production_triple_barrier,h8_u2_l2,lightgbm,holdout,0,1,34
task_1_production_triple_barrier,h8_u2_l2,lightgbm,holdout,1,-1,31
task_1_production_triple_barrier,h8_u2_l2,lightgbm,holdout,1,0,25
task_1_production_triple_barrier,h8_u2_l2,lightgbm,holdout,1,1,114
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,train,-1,-1,92
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,train,-1,0,2
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,train,-1,1,3
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,train,0,-1,19
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,train,0,0,253
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,train,0,1,34
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,train,1,-1,18
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,train,1,0,25
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,train,1,1,245
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,validation,-1,-1,0
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,validation,-1,0,9
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,validation,-1,1,5
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,validation,0,-1,0
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,validation,0,0,34
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,validation,0,1,20
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,validation,1,-1,0
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,validation,1,0,10
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,validation,1,1,26
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,holdout,-1,-1,1
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,holdout,-1,0,13
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,holdout,-1,1,24
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,holdout,0,-1,8
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,holdout,0,0,45
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,holdout,0,1,50
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,holdout,1,-1,21
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,holdout,1,0,43
task_1_production_triple_barrier,h13_u3_l3,logistic_regression,holdout,1,1,114
task_1_production_triple_barrier,h13_u3_l3,random_forest,train,-1,-1,88
task_1_production_triple_barrier,h13_u3_l3,random_forest,train,-1,0,2
task_1_production_triple_barrier,h13_u3_l3,random_forest,train,-1,1,7
task_1_production_triple_barrier,h13_u3_l3,random_forest,train,0,-1,34
task_1_production_triple_barrier,h13_u3_l3,random_forest,train,0,0,220
task_1_production_triple_barrier,h13_u3_l3,random_forest,train,0,1,52
task_1_production_triple_barrier,h13_u3_l3,random_forest,train,1,-1,24
task_1_production_triple_barrier,h13_u3_l3,random_forest,train,1,0,13
task_1_production_triple_barrier,h13_u3_l3,random_forest,train,1,1,251
task_1_production_triple_barrier,h13_u3_l3,random_forest,validation,-1,-1,1
task_1_production_triple_barrier,h13_u3_l3,random_forest,validation,-1,0,0
task_1_production_triple_barrier,h13_u3_l3,random_forest,validation,-1,1,13
task_1_production_triple_barrier,h13_u3_l3,random_forest,validation,0,-1,2
task_1_production_triple_barrier,h13_u3_l3,random_forest,validation,0,0,12
task_1_production_triple_barrier,h13_u3_l3,random_forest,validation,0,1,40
task_1_production_triple_barrier,h13_u3_l3,random_forest,validation,1,-1,3
task_1_production_triple_barrier,h13_u3_l3,random_forest,validation,1,0,9
task_1_production_triple_barrier,h13_u3_l3,random_forest,validation,1,1,24
task_1_production_triple_barrier,h13_u3_l3,random_forest,holdout,-1,-1,9
task_1_production_triple_barrier,h13_u3_l3,random_forest,holdout,-1,0,3
task_1_production_triple_barrier,h13_u3_l3,random_forest,holdout,-1,1,26
task_1_production_triple_barrier,h13_u3_l3,random_forest,holdout,0,-1,20
task_1_production_triple_barrier,h13_u3_l3,random_forest,holdout,0,0,31
task_1_production_triple_barrier,h13_u3_l3,random_forest,holdout,0,1,52
task_1_production_triple_barrier,h13_u3_l3,random_forest,holdout,1,-1,49
task_1_production_triple_barrier,h13_u3_l3,random_forest,holdout,1,0,16
task_1_production_triple_barrier,h13_u3_l3,random_forest,holdout,1,1,113
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,train,-1,-1,68
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,train,-1,0,14
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,train,-1,1,15
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,train,0,-1,2
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,train,0,0,277
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,train,0,1,27
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,train,1,-1,0
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,train,1,0,21
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,train,1,1,267
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,validation,-1,-1,0
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,validation,-1,0,4
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,validation,-1,1,10
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,validation,0,-1,0
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,validation,0,0,23
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,validation,0,1,31
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,validation,1,-1,1
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,validation,1,0,13
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,validation,1,1,22
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,holdout,-1,-1,4
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,holdout,-1,0,8
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,holdout,-1,1,26
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,holdout,0,-1,13
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,holdout,0,0,40
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,holdout,0,1,50
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,holdout,1,-1,25
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,holdout,1,0,37
task_1_production_triple_barrier,h13_u3_l3,gradient_boosting,holdout,1,1,116
task_1_production_triple_barrier,h13_u3_l3,xgboost,train,-1,-1,55
task_1_production_triple_barrier,h13_u3_l3,xgboost,train,-1,0,16
task_1_production_triple_barrier,h13_u3_l3,xgboost,train,-1,1,26
task_1_production_triple_barrier,h13_u3_l3,xgboost,train,0,-1,4
task_1_production_triple_barrier,h13_u3_l3,xgboost,train,0,0,261
task_1_production_triple_barrier,h13_u3_l3,xgboost,train,0,1,41
task_1_production_triple_barrier,h13_u3_l3,xgboost,train,1,-1,0
task_1_production_triple_barrier,h13_u3_l3,xgboost,train,1,0,20
task_1_production_triple_barrier,h13_u3_l3,xgboost,train,1,1,268
task_1_production_triple_barrier,h13_u3_l3,xgboost,validation,-1,-1,0
task_1_production_triple_barrier,h13_u3_l3,xgboost,validation,-1,0,1
task_1_production_triple_barrier,h13_u3_l3,xgboost,validation,-1,1,13
task_1_production_triple_barrier,h13_u3_l3,xgboost,validation,0,-1,0
task_1_production_triple_barrier,h13_u3_l3,xgboost,validation,0,0,17
task_1_production_triple_barrier,h13_u3_l3,xgboost,validation,0,1,37
task_1_production_triple_barrier,h13_u3_l3,xgboost,validation,1,-1,0
