strategy_id,as_of,symbol,weight
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,XLE,0.14169978859361232
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,cash::USD,0.05000000000000001
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,BKV,0.04000000000000001
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,MU,0.04000000000000001
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,PLTR,0.04000000000000001
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,RDDT,0.04000000000000001
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,VICR,0.04000000000000001
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,BLND,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,BSY,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,DH,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,EQT,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,GTLB,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,HLIT,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,HPK,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,MDRX,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,NOG,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,OSPN,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,PANW,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,PEGA,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,QLYS,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,RMBS,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,TBCH,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,VEEV,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,VRNS,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,ZS,0.025000000000000005
sec-cash-conversion-breadth20-dynamic-v1,2026-08-07,USO,0.009695272449261062
sec-sector-aware-signal-ensemble-v1,2026-08-07,cash::USD,0.12000000000000002
sec-sector-aware-signal-ensemble-v1,2026-08-07,XLK,0.059441975582850616
sec-sector-aware-signal-ensemble-v1,2026-08-07,XLE,0.05667991543744488
sec-sector-aware-signal-ensemble-v1,2026-08-07,BLND,0.04000000000000001
sec-sector-aware-signal-ensemble-v1,2026-08-07,EQT,0.04000000000000001
sec-sector-aware-signal-ensemble-v1,2026-08-07,GTLB,0.04000000000000001
sec-sector-aware-signal-ensemble-v1,2026-08-07,HLIT,0.04000000000000001
sec-sector-aware-signal-ensemble-v1,2026-08-07,MDRX,0.04000000000000001
sec-sector-aware-signal-ensemble-v1,2026-08-07,OSPN,0.04000000000000001
sec-sector-aware-signal-ensemble-v1,2026-08-07,PANW,0.04000000000000001
sec-sector-aware-signal-ensemble-v1,2026-08-07,PEGA,0.04000000000000001
sec-sector-aware-signal-ensemble-v1,2026-08-07,QLYS,0.04000000000000001
sec-sector-aware-signal-ensemble-v1,2026-08-07,RMBS,0.04000000000000001
sec-sector-aware-signal-ensemble-v1,2026-08-07,VEEV,0.04000000000000001
sec-sector-aware-signal-ensemble-v1,2026-08-07,VRNS,0.04000000000000001
sec-sector-aware-signal-ensemble-v1,2026-08-07,ZS,0.04000000000000001
sec-sector-aware-signal-ensemble-v1,2026-08-07,BSY,0.020000000000000004
sec-sector-aware-signal-ensemble-v1,2026-08-07,HPK,0.020000000000000004
sec-sector-aware-signal-ensemble-v1,2026-08-07,MTDR,0.020000000000000004
sec-sector-aware-signal-ensemble-v1,2026-08-07,NOG,0.020000000000000004
sec-sector-aware-signal-ensemble-v1,2026-08-07,ONTO,0.020000000000000004
sec-sector-aware-signal-ensemble-v1,2026-08-07,PINS,0.020000000000000004
sec-sector-aware-signal-ensemble-v1,2026-08-07,SWKS,0.020000000000000004
sec-sector-aware-signal-ensemble-v1,2026-08-07,TBCH,0.020000000000000004
sec-sector-aware-signal-ensemble-v1,2026-08-07,BKV,0.015999999999999993
sec-sector-aware-signal-ensemble-v1,2026-08-07,MU,0.015999999999999993
sec-sector-aware-signal-ensemble-v1,2026-08-07,PLTR,0.015999999999999993
sec-sector-aware-signal-ensemble-v1,2026-08-07,RDDT,0.015999999999999993
sec-sector-aware-signal-ensemble-v1,2026-08-07,VICR,0.015999999999999993
sec-sector-aware-signal-ensemble-v1,2026-08-07,USO,0.003878108979704422
