signal_name,target_group,horizon_weeks,hit_rate,positive_entity_share,target
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,8,0.26067211625794734,,fwd_prod_return_8w
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,13,0.3010948905109489,,fwd_ggg1_return_13w
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,13,0.31305201177625125,,fwd_ggg1_risk_adj_13w
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,13,0.2983576642335766,,fwd_prod_return_13w
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,4,0.08054298642533937,,fwd_stress_transition_4w
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,4,0.056807935076645624,,fwd_drawdown_worsening_4w
breadth_ret13_positive_x_neutral_mixed_signal,MARKET,4,0.19296663660955815,,state_quality_good_4w
breadth_ret13_positive_x_stressed_panic_signal,MARKET,1,0.11552346570397112,,fwd_ggg1_return_1w
breadth_ret13_positive_x_stressed_panic_signal,MARKET,1,0.12318137730358875,,fwd_ggg1_risk_adj_1w
breadth_ret13_positive_x_stressed_panic_signal,MARKET,1,0.11552346570397112,,fwd_prod_return_1w
breadth_ret13_positive_x_stressed_panic_signal,MARKET,4,0.12941176470588237,,fwd_ggg1_return_4w
breadth_ret13_positive_x_stressed_panic_signal,MARKET,4,0.13715953307392997,,fwd_ggg1_risk_adj_4w
breadth_ret13_positive_x_stressed_panic_signal,MARKET,4,0.1257918552036199,,fwd_prod_return_4w
breadth_ret13_positive_x_stressed_panic_signal,MARKET,8,0.1335149863760218,,fwd_ggg1_return_8w
breadth_ret13_positive_x_stressed_panic_signal,MARKET,8,0.1416015625,,fwd_ggg1_risk_adj_8w
breadth_ret13_positive_x_stressed_panic_signal,MARKET,8,0.13260672116257946,,fwd_prod_return_8w
breadth_ret13_positive_x_stressed_panic_signal,MARKET,13,0.13686131386861314,,fwd_ggg1_return_13w
breadth_ret13_positive_x_stressed_panic_signal,MARKET,13,0.1452404317958783,,fwd_ggg1_risk_adj_13w
breadth_ret13_positive_x_stressed_panic_signal,MARKET,13,0.14051094890510948,,fwd_prod_return_13w
breadth_ret13_positive_x_stressed_panic_signal,MARKET,4,0.18371040723981902,,fwd_stress_transition_4w
breadth_ret13_positive_x_stressed_panic_signal,MARKET,4,0.008115419296663661,,fwd_drawdown_worsening_4w
breadth_ret13_positive_x_stressed_panic_signal,MARKET,4,0.07303877366997295,,state_quality_good_4w
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,1,0.12511332728921123,,fwd_ggg1_return_1w
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,1,0.1338506304558681,,fwd_ggg1_risk_adj_1w
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,1,0.12783318223028106,,fwd_prod_return_1w
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,4,0.14181818181818182,,fwd_ggg1_return_4w
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,4,0.1517509727626459,,fwd_ggg1_risk_adj_4w
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,4,0.13545454545454547,,fwd_prod_return_4w
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,8,0.1322992700729927,,fwd_ggg1_return_8w
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,8,0.1416015625,,fwd_ggg1_risk_adj_8w
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,8,0.12773722627737227,,fwd_prod_return_8w
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,13,0.13198900091659027,,fwd_ggg1_return_13w
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,13,0.14131501472031405,,fwd_ggg1_risk_adj_13w
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,13,0.13290559120073328,,fwd_prod_return_13w
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,4,0.0,,fwd_stress_transition_4w
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,4,0.022644927536231884,,fwd_drawdown_worsening_4w
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,MARKET,4,0.08695652173913043,,state_quality_good_4w
