version,market_state,sleeve,classification,lookthrough_offense_drag,cash_contribution,defense_plus_commodity,state_sharpe_if_component
improved_phase2b_regime_confidence_boost,neutral_mixed,taa_10m_sma,ACCEPTABLE_DIVERSIFICATION,0.0,0.0005422534463660676,0.06652254625449308,
improved_phase2b_regime_confidence_boost,recovery_confirmed,cash::BIL,NEEDS_REVIEW,0.0,0.06850866070455708,0.0,
improved_phase2b_regime_confidence_boost,recovery_confirmed,composite_regime_conditioned,NEEDS_REVIEW,0.0,0.06183959185098218,0.16959242748928813,
improved_phase2b_regime_confidence_boost,recovery_confirmed,composite_selective_signals,ACCIDENTAL_GOOD_STATE_DRAG,0.1953827202454459,0.0,0.1953827202454459,
improved_phase2b_regime_confidence_boost,recovery_confirmed,cta_trend_long_only,NEEDS_REVIEW,0.041953191126889555,0.0,0.04195319112688954,
improved_phase2b_regime_confidence_boost,recovery_confirmed,dual_momentum_topn,NEEDS_REVIEW,0.04497526164628082,0.0,0.04497526164628082,
improved_phase2b_regime_confidence_boost,recovery_confirmed,taa_10m_sma,ACCEPTABLE_DIVERSIFICATION,0.0,0.0,0.08758840101781445,
improved_phase2b_regime_confidence_boost,recovery_fragile,cash::BIL,NEEDS_REVIEW,0.0,0.13156837753207676,0.0,
improved_phase2b_regime_confidence_boost,recovery_fragile,composite_regime_conditioned,NEEDS_REVIEW,0.0,0.06480509989518281,0.14836841894806824,
improved_phase2b_regime_confidence_boost,recovery_fragile,composite_selective_signals,ACCIDENTAL_GOOD_STATE_DRAG,0.15836910372180543,0.0,0.15836910372180543,
improved_phase2b_regime_confidence_boost,recovery_fragile,cta_trend_long_only,ACCIDENTAL_GOOD_STATE_DRAG,0.05237061249351123,0.0,0.05237061249351121,
improved_phase2b_regime_confidence_boost,recovery_fragile,dual_momentum_topn,ACCIDENTAL_GOOD_STATE_DRAG,0.08957449228086292,0.029899629693285888,0.05967486258757704,
improved_phase2b_regime_confidence_boost,recovery_fragile,taa_10m_sma,ACCEPTABLE_DIVERSIFICATION,0.0,0.0,0.06093190392411328,
improved_phase2b_regime_confidence_boost,stressed_panic,cash::BIL,INTENDED_PROTECTION,0.0,0.5160856695563699,0.0,
improved_phase2b_regime_confidence_boost,stressed_panic,composite_regime_conditioned,INTENDED_PROTECTION,0.0,0.08715074565442135,0.0701100327394796,
improved_phase2b_regime_confidence_boost,stressed_panic,composite_selective_signals,INTENDED_PROTECTION,0.10383018407997902,0.0,0.10383018407997902,
improved_phase2b_regime_confidence_boost,stressed_panic,cta_trend_long_only,NEEDS_REVIEW,0.033338613924679336,0.0,0.03333861392467932,
improved_phase2b_regime_confidence_boost,stressed_panic,dual_momentum_topn,NEEDS_REVIEW,0.03332404322826822,0.009360268986153974,0.023963774242114246,
improved_phase2b_regime_confidence_boost,stressed_panic,taa_10m_sma,ACCEPTABLE_DIVERSIFICATION,0.0,0.002442181880609388,0.04616732440843714,
improved_phaseggg_confirmed_only_robust_offense,calm_trend,cash::BIL,NEEDS_REVIEW,0.0,0.1322908121040633,0.0,
improved_phaseggg_confirmed_only_robust_offense,calm_trend,composite_regime_defense_component,NEEDS_REVIEW,0.0,0.05832783473993667,0.2383531118110562,0.8522403914496978
improved_phaseggg_confirmed_only_robust_offense,calm_trend,composite_regime_offense_component,ACCEPTABLE_DIVERSIFICATION,0.015354207971170708,0.0019880880072076336,0.013366119963963077,-0.2856502918435295
improved_phaseggg_confirmed_only_robust_offense,calm_trend,composite_selective_signals,ACCIDENTAL_GOOD_STATE_DRAG,0.13905526933160078,0.0,0.13905526933160076,
improved_phaseggg_confirmed_only_robust_offense,calm_trend,cta_trend_long_only,NEEDS_REVIEW,0.022838791899692193,0.0,0.022838791899692144,
improved_phaseggg_confirmed_only_robust_offense,calm_trend,dual_momentum_topn,NEEDS_REVIEW,0.03649516097297914,0.0005070417345626223,0.035988119238416515,
improved_phaseggg_confirmed_only_robust_offense,calm_trend,taa_10m_sma,ACCEPTABLE_DIVERSIFICATION,0.0,0.0,0.06349030346668838,
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,cash::BIL,NEEDS_REVIEW,0.0,0.25219553704100783,0.0,
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,composite_regime_defense_component,NEEDS_REVIEW,0.0,0.020601286509515673,0.21502804506965129,0.7992142946643694
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,composite_regime_offense_component,NEEDS_REVIEW,0.020503461739278292,0.007857328969413923,0.012646132769864359,0.9493272934088335
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,composite_selective_signals,ACCIDENTAL_GOOD_STATE_DRAG,0.13170983130870426,0.0,0.13170983130870426,
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,cta_trend_long_only,NEEDS_REVIEW,0.037380862785106383,0.0,0.037380862785106356,
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,dual_momentum_topn,NEEDS_REVIEW,0.04111719316616126,0.0022169011099479005,0.03890029205621336,
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,taa_10m_sma,ACCEPTABLE_DIVERSIFICATION,0.0,0.0009208952759666048,0.053985395860671116,
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,cash::BIL,NEEDS_REVIEW,0.0,0.09043639140432734,0.0,
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,composite_regime_defense_component,ACCEPTABLE_DIVERSIFICATION,0.0,0.0,0.21871773793031885,-0.14187185665024016
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,composite_regime_offense_component,ACCEPTABLE_DIVERSIFICATION,0.01851978911022556,0.01851978911022556,0.0,0.20502575146819513
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,composite_selective_signals,ACCIDENTAL_GOOD_STATE_DRAG,0.1110455150161527,0.0,0.1110455150161527,
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,cta_trend_long_only,ACCIDENTAL_GOOD_STATE_DRAG,0.07062019273019597,0.0,0.07062019273019596,
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,dual_momentum_topn,NEEDS_REVIEW,0.028133278483987306,0.0,0.028133278483987292,
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,taa_10m_sma,ACCEPTABLE_DIVERSIFICATION,0.0,0.0,0.05897162416026841,
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,cash::BIL,NEEDS_REVIEW,0.0,0.13869180232403464,0.0,
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,composite_regime_defense_component,ACCEPTABLE_DIVERSIFICATION,0.0,0.0,0.2407360968770993,-0.794880662361907
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,composite_regime_offense_component,NEEDS_REVIEW,0.02737169140043419,0.015091216512939268,0.012280474887494943,1.5701631358121126
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,composite_selective_signals,ACCIDENTAL_GOOD_STATE_DRAG,0.13228039225383031,0.0,0.13228039225383031,
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,cta_trend_long_only,ACCIDENTAL_GOOD_STATE_DRAG,0.05241375688051689,0.0,0.05241375688051687,
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,dual_momentum_topn,ACCIDENTAL_GOOD_STATE_DRAG,0.06789699686286091,0.02318470090851354,0.04471229595434738,
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,taa_10m_sma,ACCEPTABLE_DIVERSIFICATION,0.0,0.0,0.05231307141257317,
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,cash::BIL,INTENDED_PROTECTION,0.0,0.5206017060464733,0.0,
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,composite_regime_defense_component,ACCEPTABLE_DIVERSIFICATION,0.0,0.0010170381020313814,0.14920054972852467,0.5751856577991749
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,composite_regime_offense_component,NEEDS_REVIEW,0.024145268828648384,0.006108642804289574,0.018036626024358814,-0.24220645598285012
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,composite_selective_signals,INTENDED_PROTECTION,0.09353117210749456,0.0,0.09353117210749456,
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,cta_trend_long_only,NEEDS_REVIEW,0.0377605356795957,0.0,0.03776053567959568,
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,dual_momentum_topn,NEEDS_REVIEW,0.03144140659779694,0.009000298462710965,0.02244110813508597,
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,taa_10m_sma,ACCEPTABLE_DIVERSIFICATION,0.0,0.004242649573761194,0.04465194252360519,
